,AMP US Equity
2023-03-16,7.9816
2023-03-17,7.7713
2023-03-18,7.7713
2023-03-19,7.7713
2023-03-20,7.9617
2023-03-21,8.409
2023-03-22,8.228
2023-03-23,8.2571
2023-03-24,8.0764
2023-03-25,8.0764
2023-03-26,8.0764
2023-03-27,8.2908
2023-03-28,8.3262
2023-03-29,8.3986
2023-03-30,8.3667
2023-03-31,9.4558
2023-04-01,9.4558
2023-04-02,9.4558
2023-04-03,9.4475
2023-04-04,9.2286
2023-04-05,9.1656
2023-04-06,9.1232
2023-04-07,9.1232
2023-04-08,9.1232
2023-04-09,9.1232
2023-04-10,9.295
2023-04-11,9.433
2023-04-12,9.4
2023-04-13,9.5232
2023-04-14,9.562
2023-04-15,9.562
2023-04-16,9.562
2023-04-17,9.641
2023-04-18,9.7866
2023-04-19,9.799
2023-04-20,9.7913
2023-04-21,9.7312
2023-04-22,9.7312
2023-04-23,9.7312
2023-04-24,9.6881
2023-04-25,8.8583
2023-04-26,8.9489
2023-04-27,9.3076
2023-04-28,9.4058
2023-04-29,9.4058
2023-04-30,9.4058
2023-05-01,9.3138
2023-05-02,8.9119
2023-05-03,8.7191
2023-05-04,8.4747
2023-05-05,8.8035
2023-05-06,8.8035
2023-05-07,8.8035
2023-05-08,8.8936
2023-05-09,8.8864
2023-05-10,8.792
2023-05-11,8.782
2023-05-12,8.8807
2023-05-13,8.8807
2023-05-14,8.8807
2023-05-15,9.0796
2023-05-16,8.9198
2023-05-17,9.1611
2023-05-18,9.253
2023-05-19,9.2591
2023-05-20,9.2591
2023-05-21,9.2591
2023-05-22,9.2641
2023-05-23,9.1345
2023-05-24,8.8699
2023-05-25,9.3244
2023-05-26,9.4479
2023-05-27,9.4479
2023-05-28,9.4479
2023-05-29,9.4479
2023-05-30,9.4594
2023-05-31,9.0652
2023-06-01,9.254
2023-06-02,9.594
2023-06-03,9.594
2023-06-04,9.594
2023-06-05,9.5412
2023-06-06,9.5857
2023-06-07,9.7354
2023-06-08,9.641
2023-06-09,9.6353
2023-06-10,9.6353
2023-06-11,9.6353
2023-06-12,9.5739
2023-06-13,9.7523
2023-06-14,9.7997
2023-06-15,10.0388
2023-06-16,10.0176
2023-06-17,10.0176
2023-06-18,10.0176
2023-06-19,10.0176
2023-06-20,9.9146
2023-06-21,9.8848
2023-06-22,9.8607
2023-06-23,9.7311
2023-06-24,9.7311
2023-06-25,9.7311
2023-06-26,9.8352
2023-06-27,10.0575
2023-06-28,10.0316
2023-06-29,10.2542
2023-06-30,9.4853
2023-07-01,9.4853
2023-07-02,9.4853
2023-07-03,9.5787
2023-07-04,9.5787
2023-07-05,9.4801
2023-07-06,9.3726
2023-07-07,9.5
2023-07-08,9.5
2023-07-09,9.5
2023-07-10,9.5544
2023-07-11,9.6491
2023-07-12,9.6744
2023-07-13,9.7969
2023-07-14,9.714
2023-07-15,9.714
2023-07-16,9.714
2023-07-17,9.8321
2023-07-18,10.1348
2023-07-19,10.1351
2023-07-20,10.2768
2023-07-21,10.1799
2023-07-22,10.1799
2023-07-23,10.1799
2023-07-24,10.2154
2023-07-25,10.2058
2023-07-26,10.1994
2023-07-27,10.0081
2023-07-28,9.9028
2023-07-29,9.9028
2023-07-30,9.9028
2023-07-31,10.0065
2023-08-01,10.0244
2023-08-02,9.9844
2023-08-03,10.1357
2023-08-04,9.8916
2023-08-05,9.8916
2023-08-06,9.8916
2023-08-07,10.041
2023-08-08,9.7965
2023-08-09,9.6764
2023-08-10,9.6619
2023-08-11,9.7136
2023-08-12,9.7136
2023-08-13,9.7136
2023-08-14,9.7023
2023-08-15,9.4678
2023-08-16,9.3773
2023-08-17,9.2749
2023-08-18,9.3335
2023-08-19,9.3335
2023-08-20,9.3335
2023-08-21,9.3549
2023-08-22,9.2162
2023-08-23,9.3669
2023-08-24,9.3527
2023-08-25,9.389
2023-08-26,9.389
2023-08-27,9.389
2023-08-28,9.4567
2023-08-29,9.5875
2023-08-30,9.5784
2023-08-31,9.4977
2023-09-01,9.6468
2023-09-02,9.6468
2023-09-03,9.6468
2023-09-04,9.6468
2023-09-05,9.5844
2023-09-06,9.5648
2023-09-07,9.5885
2023-09-08,9.7332
2023-09-09,9.7332
2023-09-10,9.7332
2023-09-11,9.6849
2023-09-12,9.8009
2023-09-13,9.7354
2023-09-14,9.8829
2023-09-15,9.7984
2023-09-16,9.7984
2023-09-17,9.7984
2023-09-18,9.7971
2023-09-19,9.8003
2023-09-20,9.7313
2023-09-21,9.4867
2023-09-22,9.3688
2023-09-23,9.3688
2023-09-24,9.3688
2023-09-25,9.4375
2023-09-26,9.1935
2023-09-27,9.1627
2023-09-28,9.2698
2023-09-29,8.645
2023-09-30,8.645
2023-10-01,8.645
2023-10-02,8.5338
2023-10-03,8.2778
2023-10-04,8.3083
2023-10-05,8.4305
2023-10-06,8.5507
2023-10-07,8.5507
2023-10-08,8.5507
2023-10-09,8.5452
2023-10-10,8.6226
2023-10-11,8.6351
2023-10-12,8.5196
2023-10-13,8.5062
2023-10-14,8.5062
2023-10-15,8.5062
2023-10-16,8.6746
2023-10-17,8.8015
2023-10-18,8.4669
2023-10-19,8.2641
2023-10-20,8.136
2023-10-21,8.136
2023-10-22,8.136
2023-10-23,8.1116
2023-10-24,8.1739
2023-10-25,7.9891
2023-10-26,8.2568
2023-10-27,8.0886
2023-10-28,8.0886
2023-10-29,8.0886
2023-10-30,8.2423
2023-10-31,8.2053
2023-11-01,8.2914
2023-11-02,8.5598
2023-11-03,8.6852
2023-11-04,8.6852
2023-11-05,8.6852
2023-11-06,8.6114
2023-11-07,8.6051
2023-11-08,8.5876
2023-11-09,8.5733
2023-11-10,8.703
2023-11-11,8.703
2023-11-12,8.703
2023-11-13,8.6677
2023-11-14,8.8774
2023-11-15,8.907
2023-11-16,8.9279
2023-11-17,9.0321
2023-11-18,9.0321
2023-11-19,9.0321
2023-11-20,9.0794
2023-11-21,9.0358
2023-11-22,9.1092
2023-11-23,9.1092
2023-11-24,9.1351
2023-11-25,9.1351
2023-11-26,9.1351
2023-11-27,9.0791
2023-11-28,8.9664
2023-11-29,9.047
2023-11-30,9.195
2023-12-01,9.2748
2023-12-02,9.2748
2023-12-03,9.2748
2023-12-04,9.2016
2023-12-05,9.1678
2023-12-06,9.0983
2023-12-07,9.1726
2023-12-08,9.3118
2023-12-09,9.3118
2023-12-10,9.3118
2023-12-11,9.537
2023-12-12,9.6748
2023-12-13,9.7192
2023-12-14,9.9545
2023-12-15,9.8934
2023-12-16,9.8934
2023-12-17,9.8934
2023-12-18,9.8438
2023-12-19,10.0016
2023-12-20,9.7479
2023-12-21,9.8412
2023-12-22,9.8417
2023-12-23,9.8417
2023-12-24,9.8417
2023-12-25,9.8417
2023-12-26,9.9049
2023-12-27,9.9559
2023-12-28,9.9881
2023-12-29,9.5734
2023-12-30,9.5734
2023-12-31,9.5734
2024-01-01,9.5734
2024-01-02,9.5512
2024-01-03,9.5931
2024-01-04,9.5515
2024-01-05,9.6365
2024-01-06,9.6365
2024-01-07,9.6365
2024-01-08,9.7015
2024-01-09,9.4645
2024-01-10,9.5223
2024-01-11,9.5301
2024-01-12,9.4781
2024-01-13,9.4781
2024-01-14,9.4781
2024-01-15,9.4781
2024-01-16,9.3967
2024-01-17,9.3575
2024-01-18,9.4359
2024-01-19,9.6245
2024-01-20,9.6245
2024-01-21,9.6245
2024-01-22,9.7757
2024-01-23,9.7949
2024-01-24,9.841
2024-01-25,9.8943
2024-01-26,9.8949
2024-01-27,9.8949
2024-01-28,9.8949
2024-01-29,9.9424
2024-01-30,9.9546
2024-01-31,9.7679
2024-02-01,9.7454
2024-02-02,9.8752
2024-02-03,9.8752
2024-02-04,9.8752
2024-02-05,9.8579
2024-02-06,9.8018
2024-02-07,9.8938
2024-02-08,9.9902
2024-02-09,10.0488
2024-02-10,10.0488
2024-02-11,10.0488
2024-02-12,10.0608
2024-02-13,9.8529
2024-02-14,9.8938
2024-02-15,10.0736
2024-02-16,10.0727
2024-02-17,10.0727
2024-02-18,10.0727
2024-02-19,10.0727
2024-02-20,10.0444
2024-02-21,10.0049
2024-02-22,10.1261
2024-02-23,10.2305
2024-02-24,10.2305
2024-02-25,10.2305
2024-02-26,10.2528
2024-02-27,10.2742
2024-02-28,10.3274
2024-02-29,10.2371
2024-03-01,10.326
2024-03-02,10.326
2024-03-03,10.326
2024-03-04,10.364
2024-03-05,10.3698
2024-03-06,10.449
2024-03-07,10.375
2024-03-08,10.3538
2024-03-09,10.3538
2024-03-10,10.3538
2024-03-11,10.345
2024-03-12,10.3808
2024-03-13,10.4842
2024-03-14,10.4072
2024-03-15,10.5596
2024-03-16,10.5596
2024-03-17,10.5596
2024-03-18,10.6936
2024-03-19,10.8209
2024-03-20,10.8798
2024-03-21,11.0064
2024-03-22,10.8531
2024-03-23,10.8531
2024-03-24,10.8531
2024-03-25,10.8903
2024-03-26,10.8823
2024-03-27,11.0132
2024-03-28,11.0809
2024-03-29,11.0809
2024-03-30,11.0809
2024-03-31,11.0809
2024-04-01,10.9816
2024-04-02,10.9368
2024-04-03,11.0198
2024-04-04,10.8182
2024-04-05,10.9811
2024-04-06,10.9811
2024-04-07,10.9811
2024-04-08,11.0075
