,FHI US Equity
2020-03-30,6.0209
2020-03-31,6.0306
2020-04-01,5.6706
2020-04-02,5.9192
2020-04-03,5.642
2020-04-04,5.642
2020-04-05,5.642
2020-04-06,6.0392
2020-04-07,6.1849
2020-04-08,6.2735
2020-04-09,6.6849
2020-04-10,6.6849
2020-04-11,6.6849
2020-04-12,6.6849
2020-04-13,6.3678
2020-04-14,6.3621
2020-04-15,6.202
2020-04-16,6.222
2020-04-17,6.5963
2020-04-18,6.5963
2020-04-19,6.5963
2020-04-20,6.4906
2020-04-21,6.3306
2020-04-22,6.5221
2020-04-23,6.4221
2020-04-24,6.5192
2020-04-25,6.5192
2020-04-26,6.5192
2020-04-27,7.0021
2020-04-28,7.0449
2020-04-29,7.1164
2020-04-30,7.0935
2020-05-01,6.6992
2020-05-02,6.6992
2020-05-03,6.6992
2020-05-04,7.0764
2020-05-05,6.8935
2020-05-06,6.9079
2020-05-07,6.8822
2020-05-08,6.8851
2020-05-09,6.8851
2020-05-10,6.8851
2020-05-11,6.9849
2020-05-12,6.483
2020-05-13,6.5856
2020-05-14,6.56
2020-05-15,6.3489
2020-05-16,6.3489
2020-05-17,6.3489
2020-05-18,6.7311
2020-05-19,6.6084
2020-05-20,6.965
2020-05-21,6.8623
2020-05-22,6.7881
2020-05-23,6.7881
2020-05-24,6.7881
2020-05-25,6.7881
2020-05-26,7.3072
2020-05-27,7.4783
2020-05-28,7.2217
2020-05-29,6.9022
2020-05-30,6.9022
2020-05-31,6.9022
2020-06-01,7.1076
2020-06-02,7.1988
2020-06-03,7.7122
2020-06-04,7.698
2020-06-05,8.006
2020-06-06,8.006
2020-06-07,8.006
2020-06-08,8.1315
2020-06-09,7.8833
2020-06-10,7.6666
2020-06-11,7.0249
2020-06-12,7.2616
2020-06-13,7.2616
2020-06-14,7.2616
2020-06-15,7.3158
2020-06-16,7.4926
2020-06-17,7.4213
2020-06-18,7.3757
2020-06-19,7.4013
2020-06-20,7.4013
2020-06-21,7.4013
2020-06-22,7.37
2020-06-23,7.3928
2020-06-24,7.0819
2020-06-25,7.273
2020-06-26,6.9079
2020-06-27,6.9079
2020-06-28,6.9079
2020-06-29,7.2245
2020-06-30,6.6586
2020-07-01,6.4698
2020-07-02,6.5522
2020-07-03,6.5522
2020-07-04,6.5522
2020-07-05,6.5522
2020-07-06,6.6852
2020-07-07,6.4352
2020-07-08,6.4246
2020-07-09,6.0841
2020-07-10,6.2384
2020-07-11,6.2384
2020-07-12,6.2384
2020-07-13,6.1506
2020-07-14,6.2995
2020-07-15,6.4778
2020-07-16,6.39
2020-07-17,6.3926
2020-07-18,6.3926
2020-07-19,6.3926
2020-07-20,6.3022
2020-07-21,6.5948
2020-07-22,6.6799
2020-07-23,6.6374
2020-07-24,6.6108
2020-07-25,6.6108
2020-07-26,6.6108
2020-07-27,6.7438
2020-07-28,6.6799
2020-07-29,6.9193
2020-07-30,6.8847
2020-07-31,7.3662
2020-08-01,7.3662
2020-08-02,7.3662
2020-08-03,7.3529
2020-08-04,7.0949
2020-08-05,7.2085
2020-08-06,7.0923
2020-08-07,7.3352
2020-08-08,7.3352
2020-08-09,7.3352
2020-08-10,7.322
2020-08-11,7.3695
2020-08-12,7.4936
2020-08-13,7.3167
2020-08-14,7.2349
2020-08-15,7.2349
2020-08-16,7.2349
2020-08-17,7.1979
2020-08-18,7.0976
2020-08-19,7.1081
2020-08-20,6.9312
2020-08-21,6.9101
2020-08-22,6.9101
2020-08-23,6.9101
2020-08-24,7.0342
2020-08-25,6.9207
2020-08-26,6.7544
2020-08-27,6.9101
2020-08-28,6.8362
2020-08-29,6.8362
2020-08-30,6.8362
2020-08-31,6.6672
2020-09-01,6.7253
2020-09-02,6.8336
2020-09-03,6.6355
2020-09-04,6.559
2020-09-05,6.559
2020-09-06,6.559
2020-09-07,6.559
2020-09-08,6.3742
2020-09-09,6.4507
2020-09-10,6.2369
2020-09-11,6.2897
2020-09-12,6.2897
2020-09-13,6.2897
2020-09-14,6.4058
2020-09-15,6.3081
2020-09-16,6.4111
2020-09-17,6.2844
2020-09-18,6.2844
2020-09-19,6.2844
2020-09-20,6.2844
2020-09-21,5.9491
2020-09-22,5.9332
2020-09-23,5.8197
2020-09-24,5.8171
2020-09-25,5.8514
2020-09-26,5.8514
2020-09-27,5.8514
2020-09-28,6.1128
2020-09-29,5.9834
2020-09-30,5.5079
2020-10-01,5.4517
2020-10-02,5.613
2020-10-03,5.613
2020-10-04,5.613
2020-10-05,5.7596
2020-10-06,5.6423
2020-10-07,5.806
2020-10-08,6.2655
2020-10-09,6.4927
2020-10-10,6.4927
2020-10-11,6.4927
2020-10-12,6.6345
2020-10-13,6.6614
2020-10-14,6.6296
2020-10-15,6.8104
2020-10-16,6.7444
2020-10-17,6.7444
2020-10-18,6.7444
2020-10-19,6.5343
2020-10-20,6.505
2020-10-21,6.3803
2020-10-22,6.3168
2020-10-23,6.3412
2020-10-24,6.3412
2020-10-25,6.3412
2020-10-26,6.1824
2020-10-27,6.004
2020-10-28,5.7938
2020-10-29,5.8085
2020-10-30,6.0437
2020-10-31,6.0437
2020-11-01,6.0437
2020-11-02,6.1745
2020-11-03,6.3587
2020-11-04,6.3369
2020-11-05,6.1188
2020-11-06,6.08
2020-11-07,6.08
2020-11-08,6.08
2020-11-09,6.5914
2020-11-10,6.732
2020-11-11,6.6932
2020-11-12,6.6253
2020-11-13,6.9307
2020-11-14,6.9307
2020-11-15,6.9307
2020-11-16,7.0785
2020-11-17,7.1367
2020-11-18,6.9452
2020-11-19,6.7683
2020-11-20,6.6641
2020-11-21,6.6641
2020-11-22,6.6641
2020-11-23,6.9137
2020-11-24,7.1973
2020-11-25,7.0373
2020-11-26,7.0373
2020-11-27,6.9864
2020-11-28,6.9864
2020-11-29,6.9864
2020-11-30,6.7562
2020-12-01,6.8071
2020-12-02,6.8556
2020-12-03,7.3524
2020-12-04,7.3476
2020-12-05,7.3476
2020-12-06,7.3476
2020-12-07,7.3209
2020-12-08,7.5317
2020-12-09,7.4397
2020-12-10,7.4178
2020-12-11,7.4227
2020-12-12,7.4227
2020-12-13,7.4227
2020-12-14,7.1949
2020-12-15,7.3379
2020-12-16,7.3112
2020-12-17,7.3621
2020-12-18,7.3427
2020-12-19,7.3427
2020-12-20,7.3427
2020-12-21,7.2555
2020-12-22,7.224
2020-12-23,7.1416
2020-12-24,7.1658
2020-12-25,7.1658
2020-12-26,7.1658
2020-12-27,7.1658
2020-12-28,7.1464
2020-12-29,7.0713
2020-12-30,7.127
2020-12-31,7.1534
2021-01-01,7.1534
2021-01-02,7.1534
2021-01-03,7.1534
2021-01-04,6.9533
2021-01-05,7.0474
2021-01-06,7.443
2021-01-07,7.5325
2021-01-08,7.4901
2021-01-09,7.4901
2021-01-10,7.4901
2021-01-11,7.4666
2021-01-12,7.5419
2021-01-13,7.5325
2021-01-14,7.6809
2021-01-15,7.589
2021-01-16,7.589
2021-01-17,7.589
2021-01-18,7.589
2021-01-19,7.6244
2021-01-20,7.6102
2021-01-21,7.4501
2021-01-22,7.403
2021-01-23,7.403
2021-01-24,7.403
2021-01-25,7.3347
2021-01-26,7.3418
2021-01-27,7.0922
2021-01-28,7.25
2021-01-29,6.7084
2021-01-30,6.7084
2021-01-31,6.7084
2021-02-01,6.8308
2021-02-02,6.7649
2021-02-03,6.885
2021-02-04,6.9674
2021-02-05,7.0357
2021-02-06,7.0357
2021-02-07,7.0357
2021-02-08,7.2617
2021-02-09,7.1911
2021-02-10,7.1016
2021-02-11,6.9839
2021-02-12,6.9839
2021-02-13,6.9839
2021-02-14,6.9839
2021-02-15,6.9839
2021-02-16,7.0828
2021-02-17,6.9745
2021-02-18,6.7531
2021-02-19,6.8496
2021-02-20,6.8496
2021-02-21,6.8496
2021-02-22,6.8096
2021-02-23,6.7037
2021-02-24,6.9956
2021-02-25,6.8332
2021-02-26,6.6424
2021-02-27,6.6424
2021-02-28,6.6424
2021-03-01,7.0948
2021-03-02,6.9446
2021-03-03,7.1136
2021-03-04,7.076
2021-03-05,7.3906
2021-03-06,7.3906
2021-03-07,7.3906
2021-03-08,7.3695
2021-03-09,7.3953
2021-03-10,7.7098
2021-03-11,7.6018
2021-03-12,7.6629
2021-03-13,7.6629
2021-03-14,7.6629
2021-03-15,7.7286
2021-03-16,7.576
2021-03-17,7.5666
2021-03-18,7.407
2021-03-19,7.4657
2021-03-20,7.4657
2021-03-21,7.4657
2021-03-22,7.4986
2021-03-23,7.2356
2021-03-24,7.2497
2021-03-25,7.3483
2021-03-26,7.5831
2021-03-27,7.5831
2021-03-28,7.5831
2021-03-29,7.6418
2021-03-30,7.7427
2021-03-31,7.4967
2021-04-01,7.4543
2021-04-02,7.4543
2021-04-03,7.4543
2021-04-04,7.4543
2021-04-05,7.5525
2021-04-06,7.4409
2021-04-07,7.4498
2021-04-08,7.4565
2021-04-09,7.5078
2021-04-10,7.5078
2021-04-11,7.5078
2021-04-12,7.5458
2021-04-13,7.4097
2021-04-14,7.4855
2021-04-15,7.5882
2021-04-16,7.4565
2021-04-17,7.4565
2021-04-18,7.4565
2021-04-19,7.2445
2021-04-20,7.1776
2021-04-21,7.2155
2021-04-22,7.1173
2021-04-23,7.2535
2021-04-24,7.2535
2021-04-25,7.2535
2021-04-26,7.2401
2021-04-27,7.1664
2021-04-28,7.2311
2021-04-29,7.2512
2021-04-30,6.9388
2021-05-01,6.9388
2021-05-02,6.9388
2021-05-03,7.0326
2021-05-04,7.2899
2021-05-05,7.596
2021-05-06,7.687
2021-05-07,7.7713
2021-05-08,7.7713
2021-05-09,7.7713
2021-05-10,7.9066
2021-05-11,7.6359
2021-05-12,7.6914
2021-05-13,7.8889
2021-05-14,7.8889
2021-05-15,7.8889
2021-05-16,7.8889
2021-05-17,7.5805
2021-05-18,7.4385
2021-05-19,7.5161
2021-05-20,7.5184
2021-05-21,7.576
2021-05-22,7.576
2021-05-23,7.576
2021-05-24,7.6182
2021-05-25,7.5361
2021-05-26,7.5051
2021-05-27,7.6404
2021-05-28,7.5672
2021-05-29,7.5672
2021-05-30,7.5672
2021-05-31,7.5672
2021-06-01,7.616
2021-06-02,7.5139
2021-06-03,7.5805
2021-06-04,7.7491
2021-06-05,7.7491
2021-06-06,7.7491
2021-06-07,7.7291
2021-06-08,7.687
2021-06-09,7.6803
2021-06-10,7.6359
2021-06-11,7.7358
2021-06-12,7.7358
2021-06-13,7.7358
2021-06-14,7.6515
2021-06-15,7.738
2021-06-16,8.0796
2021-06-17,7.931
2021-06-18,7.7757
2021-06-19,7.7757
2021-06-20,7.7757
2021-06-21,7.9554
2021-06-22,7.9044
2021-06-23,7.9243
2021-06-24,8.0441
2021-06-25,8.1928
2021-06-26,8.1928
2021-06-27,8.1928
2021-06-28,7.982
2021-06-29,7.9732
2021-06-30,8.396
2021-07-01,8.4966
2021-07-02,8.4896
2021-07-03,8.4896
2021-07-04,8.4896
2021-07-05,8.4896
2021-07-06,8.2813
2021-07-07,8.2813
2021-07-08,8.0894
2021-07-09,8.2837
2021-07-10,8.2837
2021-07-11,8.2837
2021-07-12,8.4755
2021-07-13,8.3749
2021-07-14,8.2135
2021-07-15,8.2415
2021-07-16,8.2462
2021-07-17,8.2462
2021-07-18,8.2462
2021-07-19,7.8695
2021-07-20,8.0567
2021-07-21,8.1596
2021-07-22,7.9654
2021-07-23,8.0239
2021-07-24,8.0239
2021-07-25,8.0239
2021-07-26,8.0988
2021-07-27,7.9959
2021-07-28,8.0403
2021-07-29,8.2111
2021-07-30,8.052
2021-07-31,8.052
2021-08-01,8.052
2021-08-02,7.9771
2021-08-03,7.9601
2021-08-04,7.7978
2021-08-05,7.8442
2021-08-06,8.018
2021-08-07,8.018
2021-08-08,8.018
2021-08-09,8.0551
2021-08-10,8.1849
2021-08-11,8.3402
2021-08-12,8.324
2021-08-13,8.2846
2021-08-14,8.2846
2021-08-15,8.2846
2021-08-16,8.2545
2021-08-17,8.127
2021-08-18,8.0737
2021-08-19,8.0343
2021-08-20,8.2313
2021-08-21,8.2313
2021-08-22,8.2313
2021-08-23,8.2869
2021-08-24,8.3449
2021-08-25,8.4492
2021-08-26,8.2707
2021-08-27,8.47
2021-08-28,8.47
2021-08-29,8.47
2021-08-30,8.28
2021-08-31,8.3032
2021-09-01,8.1594
2021-09-02,8.0969
2021-09-03,8.018
2021-09-04,8.018
2021-09-05,8.018
2021-09-06,8.018
2021-09-07,7.8025
2021-09-08,7.7863
2021-09-09,7.8674
2021-09-10,7.7793
2021-09-11,7.7793
2021-09-12,7.7793
2021-09-13,7.8488
2021-09-14,7.7005
2021-09-15,7.7955
2021-09-16,7.6124
2021-09-17,7.6379
2021-09-18,7.6379
2021-09-19,7.6379
2021-09-20,7.3551
2021-09-21,7.3041
2021-09-22,7.4409
2021-09-23,7.624
2021-09-24,7.6796
2021-09-25,7.6796
2021-09-26,7.6796
2021-09-27,7.9022
2021-09-28,7.8442
2021-09-29,7.9323
2021-09-30,8.1445
2021-10-01,8.1762
2021-10-02,8.1762
2021-10-03,8.1762
2021-10-04,8.1152
2021-10-05,8.2495
2021-10-06,8.1127
2021-10-07,8.2788
2021-10-08,8.3961
2021-10-09,8.3961
2021-10-10,8.3961
2021-10-11,8.1933
2021-10-12,7.9149
2021-10-13,8.0761
2021-10-14,8.2349
2021-10-15,8.2715
2021-10-16,8.2715
2021-10-17,8.2715
2021-10-18,8.186
2021-10-19,8.186
2021-10-20,8.3741
2021-10-21,8.3057
2021-10-22,8.2984
2021-10-23,8.2984
2021-10-24,8.2984
2021-10-25,8.3326
2021-10-26,8.335
2021-10-27,8.0541
2021-10-28,8.0175
2021-10-29,8.2829
2021-10-30,8.2829
2021-10-31,8.2829
2021-11-01,8.5739
2021-11-02,8.5327
2021-11-03,8.6345
2021-11-04,8.4963
2021-11-05,8.5981
2021-11-06,8.5981
2021-11-07,8.5981
2021-11-08,8.5739
2021-11-09,8.5763
2021-11-10,8.7194
2021-11-11,8.8479
2021-11-12,8.8745
2021-11-13,8.8745
2021-11-14,8.8745
2021-11-15,8.8648
2021-11-16,8.9085
2021-11-17,8.6951
2021-11-18,8.6127
2021-11-19,8.6078
2021-11-20,8.6078
2021-11-21,8.6078
2021-11-22,8.6854
2021-11-23,8.8721
2021-11-24,8.8479
2021-11-25,8.8479
2021-11-26,8.5036
2021-11-27,8.5036
2021-11-28,8.5036
2021-11-29,8.5569
2021-11-30,8.3799
2021-12-01,8.3726
2021-12-02,8.6781
2021-12-03,8.5666
2021-12-04,8.5666
2021-12-05,8.5666
2021-12-06,8.7048
2021-12-07,8.8576
2021-12-08,8.9788
2021-12-09,8.9012
2021-12-10,8.8915
2021-12-11,8.8915
2021-12-12,8.8915
2021-12-13,8.7751
2021-12-14,8.8139
2021-12-15,8.8964
2021-12-16,9.0612
2021-12-17,9.3304
2021-12-18,9.3304
2021-12-19,9.3304
2021-12-20,8.9885
2021-12-21,9.1752
2021-12-22,9.2092
2021-12-23,9.2673
2021-12-24,9.2673
2021-12-25,9.2673
2021-12-26,9.2673
2021-12-27,9.3886
2021-12-28,9.3643
2021-12-29,9.3474
2021-12-30,9.3571
2021-12-31,10.1533
2022-01-01,10.1533
2022-01-02,10.1533
2022-01-03,10.2822
2022-01-04,10.4858
2022-01-05,10.3286
2022-01-06,10.5142
2022-01-07,10.5605
2022-01-08,10.5605
2022-01-09,10.5605
2022-01-10,10.4471
2022-01-11,10.4085
2022-01-12,10.1946
2022-01-13,10.2719
2022-01-14,10.2745
2022-01-15,10.2745
2022-01-16,10.2745
2022-01-17,10.2745
2022-01-18,9.9729
2022-01-19,9.6894
2022-01-20,9.3544
2022-01-21,9.0374
2022-01-22,9.0374
2022-01-23,9.0374
2022-01-24,9.0065
2022-01-25,8.8879
2022-01-26,8.9859
2022-01-27,8.723
2022-01-28,8.9575
2022-01-29,8.9575
2022-01-30,8.9575
2022-01-31,9.0013
2022-02-01,8.9214
2022-02-02,8.8183
2022-02-03,8.8312
2022-02-04,8.9549
2022-02-05,8.9549
2022-02-06,8.9549
2022-02-07,9.0116
2022-02-08,9.1353
2022-02-09,9.2152
2022-02-10,9.1817
2022-02-11,9.0271
2022-02-12,9.0271
2022-02-13,9.0271
2022-02-14,9.0451
2022-02-15,9.29
2022-02-16,9.3493
2022-02-17,9.0297
2022-02-18,9.1018
2022-02-19,9.1018
2022-02-20,9.1018
2022-02-21,9.1018
2022-02-22,9.0039
2022-02-23,8.7565
2022-02-24,8.7694
2022-02-25,9.0116
2022-02-26,9.0116
2022-02-27,9.0116
2022-02-28,8.4674
2022-03-01,8.132
2022-03-02,8.4919
2022-03-03,8.5041
2022-03-04,8.2985
2022-03-05,8.2985
2022-03-06,8.2985
2022-03-07,7.9239
2022-03-08,7.8651
2022-03-09,8.0438
2022-03-10,8.132
2022-03-11,8.2079
2022-03-12,8.2079
2022-03-13,8.2079
2022-03-14,8.3768
2022-03-15,8.4968
2022-03-16,8.9228
2022-03-17,8.9228
2022-03-18,8.6829
2022-03-19,8.6829
2022-03-20,8.6829
2022-03-21,8.7319
2022-03-22,8.7465
2022-03-23,8.6192
2022-03-24,8.7612
2022-03-25,8.8518
2022-03-26,8.8518
2022-03-27,8.8518
2022-03-28,8.8274
2022-03-29,8.989
2022-03-30,8.8665
2022-03-31,9.8433
2022-04-01,9.946
2022-04-02,9.946
2022-04-03,9.946
2022-04-04,9.8196
2022-04-05,9.7827
2022-04-06,9.5455
2022-04-07,9.3373
2022-04-08,9.4032
2022-04-09,9.4032
2022-04-10,9.4032
2022-04-11,9.4559
2022-04-12,9.2978
2022-04-13,9.3505
2022-04-14,9.1845
2022-04-15,9.1845
2022-04-16,9.1845
2022-04-17,9.1845
2022-04-18,9.0976
2022-04-19,9.3927
2022-04-20,9.4006
2022-04-21,9.1265
2022-04-22,8.9395
2022-04-23,8.9395
2022-04-24,8.9395
2022-04-25,8.9236
2022-04-26,8.6575
2022-04-27,8.5258
2022-04-28,8.6259
2022-04-29,8.3729
2022-04-30,8.3729
2022-05-01,8.3729
2022-05-02,8.3466
2022-05-03,8.5263
2022-05-04,8.7914
2022-05-05,8.5079
2022-05-06,8.5578
2022-05-07,8.5578
2022-05-08,8.5578
2022-05-09,8.6602
2022-05-10,8.6497
2022-05-11,8.8728
2022-05-12,9.0172
2022-05-13,9.0828
2022-05-14,9.0828
2022-05-15,9.0828
2022-05-16,9.2089
2022-05-17,9.5186
2022-05-18,9.2351
2022-05-19,9.3034
2022-05-20,9.3953
2022-05-21,9.3953
2022-05-22,9.3953
2022-05-23,9.4241
2022-05-24,9.4819
2022-05-25,9.5606
2022-05-26,9.7182
2022-05-27,9.8809
2022-05-28,9.8809
2022-05-29,9.8809
2022-05-30,9.8809
2022-05-31,9.7864
2022-06-01,9.8468
2022-06-02,10.0332
2022-06-03,9.8153
2022-06-04,9.8153
2022-06-05,9.8153
2022-06-06,9.8258
2022-06-07,9.9571
2022-06-08,9.7575
2022-06-09,9.6263
2022-06-10,9.3743
2022-06-11,9.3743
2022-06-12,9.3743
2022-06-13,8.97
2022-06-14,8.9227
2022-06-15,8.8544
2022-06-16,8.5053
2022-06-17,8.5473
2022-06-18,8.5473
2022-06-19,8.5473
2022-06-20,8.5473
2022-06-21,8.7757
2022-06-22,8.6654
2022-06-23,8.7101
2022-06-24,9.3086
2022-06-25,9.3086
2022-06-26,9.3086
2022-06-27,9.2692
2022-06-28,9.243
2022-06-29,9.2246
2022-06-30,9.713
2022-07-01,9.8039
2022-07-02,9.8039
2022-07-03,9.8039
2022-07-04,9.8039
2022-07-05,9.8453
2022-07-06,9.8894
2022-07-07,10.1016
2022-07-08,10.0052
2022-07-09,10.0052
2022-07-10,10.0052
2022-07-11,9.939
2022-07-12,9.9776
2022-07-13,9.8535
2022-07-14,10.0493
2022-07-15,10.2836
2022-07-16,10.2836
2022-07-17,10.2836
2022-07-18,10.0878
2022-07-19,10.2808
2022-07-20,10.3001
2022-07-21,10.4379
2022-07-22,10.4296
2022-07-23,10.4296
2022-07-24,10.4296
2022-07-25,10.5427
2022-07-26,10.46
2022-07-27,10.4627
2022-07-28,10.6033
2022-07-29,10.3525
2022-07-30,10.3525
2022-07-31,10.3525
2022-08-01,10.4627
2022-08-02,10.039
2022-08-03,10.1463
2022-08-04,10.1114
2022-08-05,10.0739
2022-08-06,10.0739
2022-08-07,10.0739
2022-08-08,10.1087
2022-08-09,10.1275
2022-08-10,10.2347
2022-08-11,10.1865
2022-08-12,10.4223
2022-08-13,10.4223
2022-08-14,10.4223
2022-08-15,10.4974
2022-08-16,10.4277
2022-08-17,10.4116
2022-08-18,10.5242
2022-08-19,10.3687
2022-08-20,10.3687
2022-08-21,10.3687
2022-08-22,10.1168
2022-08-23,10.0498
2022-08-24,10.1677
2022-08-25,10.3473
2022-08-26,10.2267
2022-08-27,10.2267
2022-08-28,10.2267
2022-08-29,10.1436
2022-08-30,10.0873
2022-08-31,10.0793
2022-09-01,10.0712
2022-09-02,9.9452
2022-09-03,9.9452
2022-09-04,9.9452
2022-09-05,9.9452
2022-09-06,10.0096
2022-09-07,10.2347
2022-09-08,10.4223
2022-09-09,10.4518
2022-09-10,10.4518
2022-09-11,10.4518
2022-09-12,10.5161
2022-09-13,10.224
2022-09-14,10.1677
2022-09-15,10.1489
2022-09-16,10.0176
2022-09-17,10.0176
2022-09-18,10.0176
2022-09-19,10.4786
2022-09-20,10.4465
2022-09-21,10.2213
2022-09-22,10.2293
2022-09-23,10.0203
2022-09-24,10.0203
2022-09-25,10.0203
2022-09-26,9.8487
2022-09-27,9.704
2022-09-28,9.771
2022-09-29,9.7415
2022-09-30,9.872
2022-10-01,9.872
2022-10-02,9.872
2022-10-03,9.9488
2022-10-04,10.0778
2022-10-05,9.9351
2022-10-06,9.8445
2022-10-07,9.592
2022-10-08,9.592
2022-10-09,9.592
2022-10-10,9.6057
2022-10-11,9.3999
2022-10-12,9.4054
2022-10-13,9.5509
2022-10-14,9.4795
2022-10-15,9.4795
2022-10-16,9.4795
2022-10-17,9.5618
2022-10-18,9.6991
2022-10-19,9.4767
2022-10-20,9.2572
2022-10-21,9.452
2022-10-22,9.452
2022-10-23,9.452
2022-10-24,9.5207
2022-10-25,9.5509
2022-10-26,9.5728
2022-10-27,9.7512
2022-10-28,10.4813
2022-10-29,10.4813
2022-10-30,10.4813
2022-10-31,10.3194
2022-11-01,10.4401
2022-11-02,10.2626
2022-11-03,10.3256
2022-11-04,10.4818
2022-11-05,10.4818
2022-11-06,10.4818
2022-11-07,10.4982
2022-11-08,10.6681
2022-11-09,10.4763
2022-11-10,10.5421
2022-11-11,10.4928
2022-11-12,10.4928
2022-11-13,10.4928
2022-11-14,10.3393
2022-11-15,10.6407
2022-11-16,10.7366
2022-11-17,10.8956
2022-11-18,11.1175
2022-11-19,11.1175
2022-11-20,11.1175
2022-11-21,10.9887
2022-11-22,11.112
2022-11-23,11.0463
2022-11-24,11.0463
2022-11-25,11.112
2022-11-26,11.112
2022-11-27,11.112
2022-11-28,11.0298
2022-11-29,11.0956
2022-11-30,11.1833
2022-12-01,11.2025
2022-12-02,11.2792
2022-12-03,11.2792
2022-12-04,11.2792
2022-12-05,11.2408
2022-12-06,11.0572
2022-12-07,10.9915
2022-12-08,10.8846
2022-12-09,10.7147
2022-12-10,10.7147
2022-12-11,10.7147
2022-12-12,10.7229
2022-12-13,10.712
2022-12-14,10.6736
2022-12-15,10.564
2022-12-16,10.5311
2022-12-17,10.5311
2022-12-18,10.5311
2022-12-19,10.5804
2022-12-20,10.4873
2022-12-21,10.7723
2022-12-22,10.4928
2022-12-23,10.5722
2022-12-24,10.5722
2022-12-25,10.5722
2022-12-26,10.5722
2022-12-27,10.6298
2022-12-28,10.4928
2022-12-29,10.7969
2022-12-30,11.0653
2022-12-31,11.0653
2023-01-01,11.0653
2023-01-02,11.0653
2023-01-03,11.3484
2023-01-04,11.4928
2023-01-05,11.4437
2023-01-06,11.6777
2023-01-07,11.6777
2023-01-08,11.6777
2023-01-09,11.5679
2023-01-10,11.6112
2023-01-11,11.5824
2023-01-12,11.7845
2023-01-13,11.903
2023-01-14,11.903
2023-01-15,11.903
2023-01-16,11.903
2023-01-17,11.7152
2023-01-18,11.6892
2023-01-19,11.5737
2023-01-20,11.6257
2023-01-21,11.6257
2023-01-22,11.6257
2023-01-23,11.5737
2023-01-24,11.435
2023-01-25,11.4293
2023-01-26,11.6228
2023-01-27,11.7499
2023-01-28,11.7499
2023-01-29,11.7499
2023-01-30,11.6777
2023-01-31,11.929
2023-02-01,12.2352
2023-02-02,12.2467
2023-02-03,12.3276
2023-02-04,12.3276
2023-02-05,12.3276
2023-02-06,12.212
2023-02-07,12.1832
2023-02-08,12.0041
2023-02-09,11.8683
2023-02-10,12.085
2023-02-11,12.085
2023-02-12,12.085
2023-02-13,12.3767
2023-02-14,12.2323
2023-02-15,12.1081
2023-02-16,12.1225
2023-02-17,12.1254
2023-02-18,12.1254
2023-02-19,12.1254
2023-02-20,12.1254
2023-02-21,11.9232
2023-02-22,11.7903
2023-02-23,11.799
2023-02-24,11.8471
2023-02-25,11.8471
2023-02-26,11.8471
2023-02-27,11.8761
2023-02-28,11.9804
2023-03-01,12.1311
2023-03-02,12.105
2023-03-03,12.1833
2023-03-04,12.1833
2023-03-05,12.1833
2023-03-06,12.1253
2023-03-07,12.1978
2023-03-08,12.1398
2023-03-09,11.824
2023-03-10,11.8095
2023-03-11,11.8095
2023-03-12,11.8095
2023-03-13,11.7341
2023-03-14,12.0935
2023-03-15,11.8732
2023-03-16,12.192
2023-03-17,12.0848
2023-03-18,12.0848
2023-03-19,12.0848
