,TGE US Equity
2022-02-17,28.7568
2022-02-18,28.7568
2022-02-19,28.7568
2022-02-20,28.7568
2022-02-21,28.7568
2022-02-22,28.7568
2022-02-23,28.7568
2022-02-24,28.7568
2022-02-25,28.7568
2022-02-26,28.7568
2022-02-27,28.7568
2022-02-28,28.7568
2022-03-01,28.7568
2022-03-02,28.7568
2022-03-03,28.7568
2022-03-04,28.7568
2022-03-05,28.7568
2022-03-06,28.7568
2022-03-07,28.7568
2022-03-08,28.7568
2022-03-09,28.7568
2022-03-10,28.7568
2022-03-11,28.7568
2022-03-12,28.7568
2022-03-13,28.7568
2022-03-14,28.7568
2022-03-15,28.7568
2022-03-16,28.7568
2022-03-17,28.7568
2022-03-18,28.7568
2022-03-19,28.7568
2022-03-20,28.7568
2022-03-21,28.7568
2022-03-22,28.7568
2022-03-23,28.7568
2022-03-24,28.7568
2022-03-25,28.7568
2022-03-26,28.7568
2022-03-27,28.7568
2022-03-28,28.7568
2022-03-29,28.7568
2022-03-30,28.7568
2022-03-31,28.7568
2022-04-01,28.7568
2022-04-02,28.7568
2022-04-03,28.7568
2022-04-04,28.7568
2022-04-05,28.7568
2022-04-06,28.7568
2022-04-07,28.7568
2022-04-08,28.7568
2022-04-09,28.7568
2022-04-10,28.7568
2022-04-11,28.7568
2022-04-12,28.7568
2022-04-13,28.7568
2022-04-14,28.7568
2022-04-15,28.7568
2022-04-16,28.7568
2022-04-17,28.7568
2022-04-18,28.7568
2022-04-19,28.7568
2022-04-20,28.7568
2022-04-21,28.7568
2022-04-22,28.7568
2022-04-23,28.7568
2022-04-24,28.7568
2022-04-25,28.7568
2022-04-26,28.7568
2022-04-27,28.7568
2022-04-28,28.7568
2022-04-29,28.7568
2022-04-30,28.7568
2022-05-01,28.7568
2022-05-02,28.7568
2022-05-03,28.7568
2022-05-04,28.7568
2022-05-05,28.7568
2022-05-06,28.7568
2022-05-07,28.7568
2022-05-08,28.7568
2022-05-09,28.7568
2022-05-10,28.7568
2022-05-11,28.7568
2022-05-12,28.7568
2022-05-13,28.7568
2022-05-14,28.7568
2022-05-15,28.7568
2022-05-16,28.7568
2022-05-17,28.7568
2022-05-18,28.7568
2022-05-19,28.7568
2022-05-20,28.7568
2022-05-21,28.7568
2022-05-22,28.7568
2022-05-23,28.7568
2022-05-24,28.7568
2022-05-25,28.7568
2022-05-26,28.7568
2022-05-27,28.7568
2022-05-28,28.7568
2022-05-29,28.7568
2022-05-30,28.7568
2022-05-31,28.7568
2022-06-01,28.7568
2022-06-02,28.7568
2022-06-03,28.7568
2022-06-04,28.7568
2022-06-05,28.7568
2022-06-06,28.7568
2022-06-07,28.7568
2022-06-08,28.7568
2022-06-09,28.7568
2022-06-10,28.7568
2022-06-11,28.7568
2022-06-12,28.7568
2022-06-13,28.7568
2022-06-14,28.7568
2022-06-15,28.7568
2022-06-16,28.7568
2022-06-17,28.7568
2022-06-18,28.7568
2022-06-19,28.7568
2022-06-20,28.7568
2022-06-21,28.7568
2022-06-22,28.7568
2022-06-23,28.7568
2022-06-24,28.7568
2022-06-25,28.7568
2022-06-26,28.7568
2022-06-27,28.7568
2022-06-28,28.7568
2022-06-29,28.7568
2022-06-30,28.7568
2022-07-01,28.7568
2022-07-02,28.7568
2022-07-03,28.7568
2022-07-04,28.7568
2022-07-05,28.7568
2022-07-06,28.7568
2022-07-07,28.7568
2022-07-08,28.7568
2022-07-09,28.7568
2022-07-10,28.7568
2022-07-11,28.7568
2022-07-12,28.7568
2022-07-13,28.7568
2022-07-14,28.7568
2022-07-15,28.7568
2022-07-16,28.7568
2022-07-17,28.7568
2022-07-18,28.7568
2022-07-19,28.7568
2022-07-20,28.7568
2022-07-21,28.7568
2022-07-22,28.7568
2022-07-23,28.7568
2022-07-24,28.7568
2022-07-25,28.7568
2022-07-26,28.7568
2022-07-27,28.7568
2022-07-28,28.7568
2022-07-29,28.7568
2022-07-30,28.7568
2022-07-31,28.7568
2022-08-01,28.7568
2022-08-02,28.7568
2022-08-03,28.7568
2022-08-04,28.7568
2022-08-05,28.7568
2022-08-06,28.7568
2022-08-07,28.7568
2022-08-08,28.7568
2022-08-09,28.7568
2022-08-10,28.7568
2022-08-11,28.7568
2022-08-12,28.7568
2022-08-13,28.7568
2022-08-14,28.7568
2022-08-15,28.7568
2022-08-16,28.7568
2022-08-17,28.7568
2022-08-18,28.7568
2022-08-19,28.7568
2022-08-20,28.7568
2022-08-21,28.7568
2022-08-22,28.7568
2022-08-23,28.7568
2022-08-24,28.7568
2022-08-25,28.7568
2022-08-26,28.7568
2022-08-27,28.7568
2022-08-28,28.7568
2022-08-29,28.7568
2022-08-30,28.7568
2022-08-31,28.7568
2022-09-01,28.7568
2022-09-02,28.7568
2022-09-03,28.7568
2022-09-04,28.7568
2022-09-05,28.7568
2022-09-06,28.7568
2022-09-07,28.7568
2022-09-08,28.7568
2022-09-09,28.7568
2022-09-10,28.7568
2022-09-11,28.7568
2022-09-12,28.7568
2022-09-13,28.7568
2022-09-14,28.7568
2022-09-15,28.7568
2022-09-16,28.7568
2022-09-17,28.7568
2022-09-18,28.7568
2022-09-19,28.7568
2022-09-20,28.7568
2022-09-21,28.7568
2022-09-22,28.7568
2022-09-23,28.7568
2022-09-24,28.7568
2022-09-25,28.7568
2022-09-26,28.7568
2022-09-27,28.7568
2022-09-28,28.7568
2022-09-29,28.7568
2022-09-30,28.7568
2022-10-01,28.7568
2022-10-02,28.7568
2022-10-03,28.7568
2022-10-04,28.7568
2022-10-05,28.7568
2022-10-06,28.7568
2022-10-07,28.7568
2022-10-08,28.7568
2022-10-09,28.7568
2022-10-10,28.7568
2022-10-11,28.7568
2022-10-12,28.7568
2022-10-13,28.7568
2022-10-14,28.7568
2022-10-15,28.7568
2022-10-16,28.7568
2022-10-17,28.7568
2022-10-18,28.7568
2022-10-19,28.7568
2022-10-20,28.7568
2022-10-21,28.7568
2022-10-22,28.7568
2022-10-23,28.7568
2022-10-24,28.7568
2022-10-25,28.7568
2022-10-26,28.7568
2022-10-27,28.7568
2022-10-28,28.7568
2022-10-29,28.7568
2022-10-30,28.7568
2022-10-31,28.7568
2022-11-01,28.7568
2022-11-02,28.7568
2022-11-03,28.7568
2022-11-04,28.7568
2022-11-05,28.7568
2022-11-06,28.7568
2022-11-07,28.7568
2022-11-08,28.7568
2022-11-09,28.7568
2022-11-10,28.7568
2022-11-11,28.7568
2022-11-12,28.7568
2022-11-13,28.7568
2022-11-14,28.7568
2022-11-15,28.7568
2022-11-16,28.7568
2022-11-17,28.7568
2022-11-18,28.7568
2022-11-19,28.7568
2022-11-20,28.7568
2022-11-21,28.7568
2022-11-22,28.7568
2022-11-23,28.7568
2022-11-24,28.7568
2022-11-25,28.7568
2022-11-26,28.7568
2022-11-27,28.7568
2022-11-28,28.7568
2022-11-29,28.7568
2022-11-30,28.7568
2022-12-01,28.7568
2022-12-02,28.7568
2022-12-03,28.7568
2022-12-04,28.7568
2022-12-05,28.7568
2022-12-06,28.7568
2022-12-07,28.7568
2022-12-08,28.7568
2022-12-09,28.7568
2022-12-10,28.7568
2022-12-11,28.7568
2022-12-12,28.7568
2022-12-13,28.7568
2022-12-14,28.7568
2022-12-15,28.7568
2022-12-16,28.7568
2022-12-17,28.7568
2022-12-18,28.7568
2022-12-19,28.7568
2022-12-20,28.7568
2022-12-21,28.7568
2022-12-22,28.7568
2022-12-23,28.7568
2022-12-24,28.7568
2022-12-25,28.7568
2022-12-26,28.7568
2022-12-27,28.7568
2022-12-28,28.7568
2022-12-29,28.7568
2022-12-30,28.7568
2022-12-31,28.7568
2023-01-01,28.7568
2023-01-02,28.7568
2023-01-03,28.7568
2023-01-04,28.7568
2023-01-05,28.7568
2023-01-06,28.7568
2023-01-07,28.7568
2023-01-08,28.7568
2023-01-09,28.7568
2023-01-10,28.7568
2023-01-11,28.7568
2023-01-12,28.7568
2023-01-13,28.7568
2023-01-14,28.7568
2023-01-15,28.7568
2023-01-16,28.7568
2023-01-17,28.7568
2023-01-18,28.7568
2023-01-19,28.7568
2023-01-20,28.7568
2023-01-21,28.7568
2023-01-22,28.7568
2023-01-23,28.7568
2023-01-24,28.7568
2023-01-25,28.7568
2023-01-26,28.7568
2023-01-27,28.7568
2023-01-28,28.7568
2023-01-29,28.7568
2023-01-30,28.7568
2023-01-31,28.7568
2023-02-01,28.7568
2023-02-02,28.7568
2023-02-03,28.7568
2023-02-04,28.7568
2023-02-05,28.7568
2023-02-06,28.7568
2023-02-07,28.7568
2023-02-08,28.7568
2023-02-09,28.7568
2023-02-10,28.7568
2023-02-11,28.7568
2023-02-12,28.7568
2023-02-13,28.7568
2023-02-14,28.7568
2023-02-15,28.7568
2023-02-16,28.7568
2023-02-17,28.7568
2023-02-18,28.7568
2023-02-19,28.7568
2023-02-20,28.7568
2023-02-21,28.7568
2023-02-22,28.7568
2023-02-23,28.7568
2023-02-24,28.7568
2023-02-25,28.7568
2023-02-26,28.7568
2023-02-27,28.7568
2023-02-28,28.7568
2023-03-01,28.7568
2023-03-02,28.7568
2023-03-03,28.7568
2023-03-04,28.7568
2023-03-05,28.7568
2023-03-06,28.7568
2023-03-07,28.7568
2023-03-08,28.7568
2023-03-09,28.7568
