,SBGI US Equity
2023-04-16,8.7436
2023-04-17,8.747
2023-04-18,8.7436
2023-04-19,8.7734
2023-04-20,8.6968
2023-04-21,8.6509
2023-04-22,8.6509
2023-04-23,8.6509
2023-04-24,8.6518
2023-04-25,8.5931
2023-04-26,8.45
2023-04-27,8.524
2023-04-28,8.5657
2023-04-29,8.5657
2023-04-30,8.5657
2023-05-01,8.5838
2023-05-02,8.4681
2023-05-03,8.3358
2023-05-04,8.2319
2023-05-05,8.3185
2023-05-06,8.3185
2023-05-07,8.3185
2023-05-08,8.2839
2023-05-09,8.2579
2023-05-10,8.1618
2023-05-11,8.1309
2023-05-12,8.1625
2023-05-13,8.1625
2023-05-14,8.1625
2023-05-15,8.2065
2023-05-16,8.1794
2023-05-17,8.2653
2023-05-18,8.277
2023-05-19,8.2264
2023-05-20,8.2264
2023-05-21,8.2264
2023-05-22,8.2065
2023-05-23,8.2124
2023-05-24,8.1691
2023-05-25,8.1133
2023-05-26,8.1596
2023-05-27,8.1596
2023-05-28,8.1596
2023-05-29,8.1596
2023-05-30,8.1537
2023-05-31,8.1537
2023-06-01,8.1537
2023-06-02,8.8276
2023-06-03,8.8276
2023-06-04,8.8276
2023-06-05,8.7353
2023-06-06,8.8252
2023-06-07,8.9163
2023-06-08,8.9877
2023-06-09,8.8904
2023-06-10,8.8904
2023-06-11,8.8904
2023-06-12,8.8781
2023-06-13,8.8634
2023-06-14,8.7808
2023-06-15,8.7365
2023-06-16,8.718
2023-06-17,8.718
2023-06-18,8.718
2023-06-19,8.718
2023-06-20,8.6146
2023-06-21,8.5819
2023-06-22,8.5481
2023-06-23,8.5333
2023-06-24,8.5333
2023-06-25,8.5333
2023-06-26,8.6343
2023-06-27,8.7205
2023-06-28,8.7205
2023-06-29,8.7303
2023-06-30,10.6108
2023-07-01,10.6108
2023-07-02,10.6108
2023-07-03,10.6092
2023-07-04,10.6092
2023-07-05,10.5596
2023-07-06,10.5503
2023-07-07,10.6092
2023-07-08,10.6092
2023-07-09,10.6092
2023-07-10,10.6046
2023-07-11,10.5798
2023-07-12,10.5681
2023-07-13,10.6464
2023-07-14,10.6061
2023-07-15,10.6061
2023-07-16,10.6061
2023-07-17,10.6309
2023-07-18,10.7395
2023-07-19,10.7053
2023-07-20,10.624
2023-07-21,10.603
2023-07-22,10.603
2023-07-23,10.603
2023-07-24,10.6247
2023-07-25,10.6123
2023-07-26,10.6379
2023-07-27,10.5302
2023-07-28,10.5627
2023-07-29,10.5627
2023-07-30,10.5627
2023-07-31,10.6247
2023-08-01,10.5844
2023-08-02,10.5596
2023-08-03,10.3954
2023-08-04,10.5765
2023-08-05,10.5765
2023-08-06,10.5765
2023-08-07,10.4681
2023-08-08,10.5216
2023-08-09,10.5157
2023-08-10,10.568
2023-08-11,10.5799
2023-08-12,10.5799
2023-08-13,10.5799
2023-08-14,10.6157
2023-08-15,10.6187
2023-08-16,10.5127
2023-08-17,10.5098
2023-08-18,10.4993
2023-08-19,10.4993
2023-08-20,10.4993
2023-08-21,10.456
2023-08-22,10.468
2023-08-23,10.356
2023-08-24,10.4083
2023-08-25,10.3128
2023-08-26,10.3128
2023-08-27,10.3128
2023-08-28,10.368
2023-08-29,10.3978
2023-08-30,10.4068
2023-08-31,10.3516
2023-09-01,10.1546
2023-09-02,10.1546
2023-09-03,10.1546
2023-09-04,10.1546
2023-09-05,10.0509
2023-09-06,9.9979
2023-09-07,9.9927
2023-09-08,9.9979
2023-09-09,9.9979
2023-09-10,9.9979
2023-09-11,10.1188
2023-09-12,10.2307
2023-09-13,10.2471
2023-09-14,10.5008
2023-09-15,10.3008
2023-09-16,10.3008
2023-09-17,10.3008
2023-09-18,10.2635
2023-09-19,10.1934
2023-09-20,10.1546
2023-09-21,10.2352
2023-09-22,10.1949
2023-09-23,10.1949
2023-09-24,10.1949
2023-09-25,10.1098
2023-09-26,10.0471
2023-09-27,10.068
2023-09-28,10.1486
2023-09-29,14.1157
2023-09-30,14.1157
2023-10-01,14.1157
2023-10-02,13.9942
2023-10-03,13.8521
2023-10-04,13.8891
2023-10-05,13.8315
2023-10-06,13.8356
2023-10-07,13.8356
2023-10-08,13.8356
2023-10-09,13.8644
2023-10-10,13.9972
2023-10-11,13.8953
2023-10-12,13.8943
2023-10-13,13.8088
2023-10-14,13.8088
2023-10-15,13.8088
2023-10-16,14.0065
2023-10-17,14.0271
2023-10-18,13.988
2023-10-19,13.9633
2023-10-20,13.9303
2023-10-21,13.9303
2023-10-22,13.9303
2023-10-23,13.8809
2023-10-24,13.9344
2023-10-25,13.8747
2023-10-26,13.8685
2023-10-27,13.8747
2023-10-28,13.8747
2023-10-29,13.8747
2023-10-30,14.0014
2023-10-31,14.0436
2023-11-01,13.99
2023-11-02,14.7385
2023-11-03,14.8661
2023-11-04,14.8661
2023-11-05,14.8661
2023-11-06,14.7755
2023-11-07,14.6376
2023-11-08,14.5861
2023-11-09,14.5716
2023-11-10,14.6077
2023-11-11,14.6077
2023-11-12,14.6077
2023-11-13,14.4881
2023-11-14,14.5706
2023-11-15,14.686
2023-11-16,14.5417
2023-11-17,14.783
2023-11-18,14.783
2023-11-19,14.783
2023-11-20,14.783
2023-11-21,14.6798
2023-11-22,14.6695
2023-11-23,14.6695
2023-11-24,14.6675
2023-11-25,14.6675
2023-11-26,14.6675
2023-11-27,14.5871
2023-11-28,14.5211
2023-11-29,14.5345
2023-11-30,14.4056
2023-12-01,14.6056
2023-12-02,14.6056
2023-12-03,14.6056
2023-12-04,14.5871
2023-12-05,14.5025
2023-12-06,14.4489
2023-12-07,14.4468
2023-12-08,14.5582
2023-12-09,14.5582
2023-12-10,14.5582
2023-12-11,14.4901
2023-12-12,14.3417
2023-12-13,14.4716
2023-12-14,14.5912
2023-12-15,14.4881
2023-12-16,14.4881
2023-12-17,14.4881
2023-12-18,14.5437
2023-12-19,14.5726
2023-12-20,14.4221
2023-12-21,14.5169
2023-12-22,14.4963
2023-12-23,14.4963
2023-12-24,14.4963
2023-12-25,14.4963
2023-12-26,14.486
2023-12-27,14.4808
2023-12-28,14.5561
2023-12-29,14.5561
2023-12-30,14.5561
2023-12-31,14.5561
2024-01-01,14.5561
2024-01-02,14.5561
2024-01-03,14.5561
2024-01-04,14.5561
2024-01-05,14.5561
2024-01-06,14.5561
2024-01-07,14.5561
2024-01-08,14.5561
2024-01-09,14.5561
2024-01-10,14.5561
2024-01-11,14.5561
2024-01-12,14.5561
2024-01-13,14.5561
2024-01-14,14.5561
2024-01-15,14.5561
2024-01-16,14.5561
2024-01-17,14.5561
2024-01-18,14.5561
2024-01-19,14.5561
2024-01-20,14.5561
2024-01-21,14.5561
2024-01-22,14.5561
2024-01-23,14.5561
2024-01-24,14.5561
2024-01-25,14.5561
2024-01-26,14.5561
2024-01-27,14.5561
2024-01-28,14.5561
2024-01-29,14.5561
2024-01-30,14.5561
2024-01-31,14.5561
2024-02-01,14.5561
2024-02-02,14.5561
2024-02-03,14.5561
2024-02-04,14.5561
2024-02-05,14.5561
2024-02-06,14.5561
2024-02-07,14.5561
2024-02-08,14.5561
2024-02-09,14.5561
2024-02-10,14.5561
2024-02-11,14.5561
2024-02-12,14.5561
2024-02-13,14.5561
2024-02-14,14.5561
2024-02-15,14.5561
2024-02-16,14.5561
2024-02-17,14.5561
2024-02-18,14.5561
2024-02-19,14.5561
2024-02-20,14.5561
2024-02-21,14.5561
2024-02-22,14.5561
2024-02-23,14.5561
2024-02-24,14.5561
2024-02-25,14.5561
2024-02-26,14.5561
2024-02-27,14.5561
2024-02-28,14.5561
2024-02-29,14.5561
2024-03-01,14.5561
2024-03-02,14.5561
2024-03-03,14.5561
2024-03-04,14.5561
2024-03-05,14.5561
2024-03-06,14.5561
2024-03-07,14.5561
2024-03-08,14.5561
2024-03-09,14.5561
2024-03-10,14.5561
2024-03-11,14.5561
2024-03-12,14.5561
2024-03-13,14.5561
2024-03-14,14.5561
2024-03-15,14.5561
2024-03-16,14.5561
2024-03-17,14.5561
2024-03-18,14.5561
2024-03-19,14.5561
2024-03-20,14.5561
2024-03-21,14.5561
2024-03-22,14.5561
2024-03-23,14.5561
2024-03-24,14.5561
2024-03-25,14.5561
2024-03-26,14.5561
2024-03-27,14.5561
2024-03-28,14.5561
2024-03-29,14.5561
2024-03-30,14.5561
2024-03-31,14.5561
2024-04-01,14.5561
2024-04-02,14.5561
2024-04-03,14.5561
2024-04-04,14.5561
2024-04-05,14.5561
2024-04-06,14.5561
2024-04-07,14.5561
2024-04-08,14.5561
