,CHX US Equity
2020-12-07,9.9518
2020-12-08,9.9518
2020-12-09,9.9518
2020-12-10,9.9518
2020-12-11,9.9518
2020-12-12,9.9518
2020-12-13,9.9518
2020-12-14,9.9518
2020-12-15,9.9518
2020-12-16,9.9518
2020-12-17,9.9518
2020-12-18,9.9518
2020-12-19,9.9518
2020-12-20,9.9518
2020-12-21,9.9518
2020-12-22,9.9518
2020-12-23,9.9518
2020-12-24,9.9518
2020-12-25,9.9518
2020-12-26,9.9518
2020-12-27,9.9518
2020-12-28,9.9518
2020-12-29,9.9518
2020-12-30,9.9518
2020-12-31,9.9518
2021-01-01,9.9518
2021-01-02,9.9518
2021-01-03,9.9518
2021-01-04,9.9518
2021-01-05,9.9518
2021-01-06,9.9518
2021-01-07,9.9518
2021-01-08,9.9518
2021-01-09,9.9518
2021-01-10,9.9518
2021-01-11,9.9518
2021-01-12,9.9518
2021-01-13,9.9518
2021-01-14,9.9518
2021-01-15,9.9518
2021-01-16,9.9518
2021-01-17,9.9518
2021-01-18,9.9518
2021-01-19,9.9518
2021-01-20,9.9518
2021-01-21,9.9518
2021-01-22,9.9518
2021-01-23,9.9518
2021-01-24,9.9518
2021-01-25,9.9518
2021-01-26,9.9518
2021-01-27,9.9518
2021-01-28,9.9518
2021-01-29,9.9518
2021-01-30,9.9518
2021-01-31,9.9518
2021-02-01,9.9518
2021-02-02,9.9518
2021-02-03,9.9518
2021-02-04,9.9518
2021-02-05,9.9518
2021-02-06,9.9518
2021-02-07,9.9518
2021-02-08,9.9518
2021-02-09,9.9518
2021-02-10,9.9518
2021-02-11,9.9518
2021-02-12,9.9518
2021-02-13,9.9518
2021-02-14,9.9518
2021-02-15,9.9518
2021-02-16,9.9518
2021-02-17,9.9518
2021-02-18,9.9518
2021-02-19,9.9518
2021-02-20,9.9518
2021-02-21,9.9518
2021-02-22,9.9518
2021-02-23,9.9518
2021-02-24,9.9518
2021-02-25,9.9518
2021-02-26,9.9518
2021-02-27,9.9518
2021-02-28,9.9518
2021-03-01,9.9518
2021-03-02,9.9518
2021-03-03,9.9518
2021-03-04,9.9518
2021-03-05,9.9518
2021-03-06,9.9518
2021-03-07,9.9518
2021-03-08,9.9518
2021-03-09,9.9518
2021-03-10,9.9518
2021-03-11,9.9518
2021-03-12,9.9518
2021-03-13,9.9518
2021-03-14,9.9518
2021-03-15,9.9518
2021-03-16,9.9518
2021-03-17,9.9518
2021-03-18,9.9518
2021-03-19,9.9518
2021-03-20,9.9518
2021-03-21,9.9518
2021-03-22,9.9518
2021-03-23,9.9518
2021-03-24,9.9518
2021-03-25,9.9518
2021-03-26,9.9518
2021-03-27,9.9518
2021-03-28,9.9518
2021-03-29,9.9518
2021-03-30,9.9518
2021-03-31,9.9518
2021-04-01,9.9518
2021-04-02,9.9518
2021-04-03,9.9518
2021-04-04,9.9518
2021-04-05,9.9518
2021-04-06,9.9518
2021-04-07,9.9518
2021-04-08,9.9518
2021-04-09,9.9518
2021-04-10,9.9518
2021-04-11,9.9518
2021-04-12,9.9518
2021-04-13,9.9518
2021-04-14,9.9518
2021-04-15,9.9518
2021-04-16,9.9518
2021-04-17,9.9518
2021-04-18,9.9518
2021-04-19,9.9518
2021-04-20,9.9518
2021-04-21,9.9518
2021-04-22,9.9518
2021-04-23,9.9518
2021-04-24,9.9518
2021-04-25,9.9518
2021-04-26,9.9518
2021-04-27,9.9518
2021-04-28,9.9518
2021-04-29,9.9518
2021-04-30,9.9518
2021-05-01,9.9518
2021-05-02,9.9518
2021-05-03,9.9518
2021-05-04,9.9518
2021-05-05,9.9518
2021-05-06,9.9518
2021-05-07,9.9518
2021-05-08,9.9518
2021-05-09,9.9518
2021-05-10,9.9518
2021-05-11,9.9518
2021-05-12,9.9518
2021-05-13,9.9518
2021-05-14,9.9518
2021-05-15,9.9518
2021-05-16,9.9518
2021-05-17,9.9518
2021-05-18,9.9518
2021-05-19,9.9518
2021-05-20,9.9518
2021-05-21,9.9518
2021-05-22,9.9518
2021-05-23,9.9518
2021-05-24,9.9518
2021-05-25,9.9518
2021-05-26,9.9518
2021-05-27,9.9518
2021-05-28,9.9518
2021-05-29,9.9518
2021-05-30,9.9518
2021-05-31,9.9518
2021-06-01,9.9518
2021-06-02,9.9518
2021-06-03,9.9518
2021-06-04,9.9518
2021-06-05,9.9518
2021-06-06,9.9518
2021-06-07,9.9518
2021-06-08,9.9518
2021-06-09,9.9518
2021-06-10,9.9518
2021-06-11,9.9518
2021-06-12,9.9518
2021-06-13,9.9518
2021-06-14,9.9518
2021-06-15,9.9518
2021-06-16,9.9518
2021-06-17,9.9518
2021-06-18,9.9518
2021-06-19,9.9518
2021-06-20,9.9518
2021-06-21,9.9518
2021-06-22,9.9518
2021-06-23,9.9518
2021-06-24,9.9518
2021-06-25,9.9518
2021-06-26,9.9518
2021-06-27,9.9518
2021-06-28,9.9518
2021-06-29,9.9518
2021-06-30,68.3485
2021-07-01,69.5637
2021-07-02,67.6941
2021-07-03,67.6941
2021-07-04,67.6941
2021-07-05,67.6941
2021-07-06,64.4691
2021-07-07,63.2539
2021-07-08,63.8381
2021-07-09,66.5023
2021-07-10,66.5023
2021-07-11,66.5023
2021-07-12,66.2452
2021-07-13,65.7077
2021-07-14,64.2121
2021-07-15,62.5762
2021-07-16,60.6131
2021-07-17,60.6131
2021-07-18,60.6131
2021-07-19,58.3463
2021-07-20,58.4865
2021-07-21,61.2908
2021-07-22,59.7484
2021-07-23,59.912
2021-07-24,59.912
2021-07-25,59.912
2021-07-26,61.3376
2021-07-27,60.356
2021-07-28,60.8936
2021-07-29,64.0124
2021-07-30,62.8412
2021-07-31,62.8412
2021-08-01,62.8412
2021-08-02,62.3493
2021-08-03,64.0826
2021-08-04,59.5619
2021-08-05,60.8502
2021-08-06,63.3565
2021-08-07,63.3565
2021-08-08,63.3565
2021-08-09,61.998
2021-08-10,63.7079
2021-08-11,64.5745
2021-08-12,63.3097
2021-08-13,62.2556
2021-08-14,62.2556
2021-08-15,62.2556
2021-08-16,60.9439
2021-08-17,59.9133
2021-08-18,59.3511
2021-08-19,57.7115
2021-08-20,58.625
2021-08-21,58.625
2021-08-22,58.625
2021-08-23,61.0142
2021-08-24,62.0682
2021-08-25,62.2322
2021-08-26,61.5998
2021-08-27,64.9493
2021-08-28,64.9493
2021-08-29,64.9493
2021-08-30,63.6376
2021-08-31,63.052
2021-09-01,62.7944
2021-09-02,63.216
2021-09-03,62.4898
2021-09-04,62.4898
2021-09-05,62.4898
2021-09-06,62.4898
2021-09-07,61.1079
2021-09-08,59.9133
2021-09-09,60.3583
2021-09-10,60.4286
2021-09-11,60.4286
2021-09-12,60.4286
2021-09-13,62.8646
2021-09-14,61.225
2021-09-15,63.3799
2021-09-16,62.888
2021-09-17,58.6484
2021-09-18,58.6484
2021-09-19,58.6484
2021-09-20,57.6178
2021-09-21,57.079
2021-09-22,57.5475
2021-09-23,59.9601
2021-09-24,59.5619
2021-09-25,59.5619
2021-09-26,59.5619
2021-09-27,62.7709
2021-09-28,61.9511
2021-09-29,61.8574
2021-09-30,36.4696
2021-10-01,38.3096
2021-10-02,38.3096
2021-10-03,38.3096
2021-10-04,39.3158
2021-10-05,39.8333
2021-10-06,37.5477
2021-10-07,39.2727
2021-10-08,40.5233
2021-10-09,40.5233
2021-10-10,40.5233
2021-10-11,40.3508
2021-10-12,40.6815
2021-10-13,40.5808
2021-10-14,41.3283
2021-10-15,42.2483
2021-10-16,42.2483
2021-10-17,42.2483
2021-10-18,42.4208
2021-10-19,42.2196
2021-10-20,42.0471
2021-10-21,40.9402
2021-10-22,40.5377
2021-10-23,40.5377
2021-10-24,40.5377
2021-10-25,40.739
2021-10-26,40.7821
2021-10-27,39.4021
2021-10-28,41.838
2021-10-29,42.0827
2021-10-30,42.0827
2021-10-31,42.0827
2021-11-01,43.1767
2021-11-02,43.2055
2021-11-03,43.1767
2021-11-04,42.5721
2021-11-05,42.9896
2021-11-06,42.9896
2021-11-07,42.9896
2021-11-08,43.4214
2021-11-09,43.5941
2021-11-10,41.5358
2021-11-11,41.1759
2021-11-12,39.7797
2021-11-13,39.7797
2021-11-14,39.7797
2021-11-15,39.3047
2021-11-16,39.2903
2021-11-17,38.3978
2021-11-18,37.7069
2021-11-19,35.7493
2021-11-20,35.7493
2021-11-21,35.7493
2021-11-22,35.591
2021-11-23,36.3251
2021-11-24,36.1524
2021-11-25,36.1524
2021-11-26,33.5111
2021-11-27,33.5111
2021-11-28,33.5111
2021-11-29,34.3963
2021-11-30,33.7054
2021-12-01,32.8561
2021-12-02,34.4827
2021-12-03,34.1084
2021-12-04,34.1084
2021-12-05,34.1084
2021-12-06,35.6774
2021-12-07,37.2031
2021-12-08,37.563
2021-12-09,37.1456
2021-12-10,37.4622
2021-12-11,37.4622
2021-12-12,37.4622
2021-12-13,35.7637
2021-12-14,34.9433
2021-12-15,34.4395
2021-12-16,34.4683
2021-12-17,34.1516
2021-12-18,34.1516
2021-12-19,34.1516
2021-12-20,33.3023
2021-12-21,34.2955
2021-12-22,34.0796
2021-12-23,34.022
2021-12-24,34.022
2021-12-25,34.022
2021-12-26,34.022
2021-12-27,34.4683
2021-12-28,34.1804
2021-12-29,33.5902
2021-12-30,33.1296
2021-12-31,26.9159
2022-01-01,26.9159
2022-01-02,26.9159
2022-01-03,28.6337
2022-01-04,29.4751
2022-01-05,28.7973
2022-01-06,29.849
2022-01-07,30.0477
2022-01-08,30.0477
2022-01-09,30.0477
2022-01-10,29.8257
2022-01-11,30.5268
2022-01-12,30.8073
2022-01-13,30.6203
2022-01-14,32.0109
2022-01-15,32.0109
2022-01-16,32.0109
2022-01-17,32.0109
2022-01-18,31.7305
2022-01-19,31.0527
2022-01-20,30.4333
2022-01-21,29.4634
2022-01-22,29.4634
2022-01-23,29.4634
2022-01-24,29.8023
2022-01-25,31.0644
2022-01-26,31.0644
2022-01-27,30.6203
2022-01-28,29.9659
2022-01-29,29.9659
2022-01-30,29.9659
2022-01-31,29.4751
2022-02-01,31.1462
2022-02-02,30.8073
2022-02-03,30.3398
2022-02-04,31.1228
2022-02-05,31.1228
2022-02-06,31.1228
2022-02-07,31.1812
2022-02-08,31.0994
2022-02-09,31.8824
2022-02-10,29.9597
2022-02-11,30.0184
2022-02-12,30.0184
2022-02-13,30.0184
2022-02-14,28.6689
2022-02-15,28.6924
2022-02-16,28.8097
2022-02-17,27.4133
2022-02-18,27.6949
2022-02-19,27.6949
2022-02-20,27.6949
2022-02-21,27.6949
2022-02-22,27.7536
2022-02-23,27.3429
2022-02-24,28.0822
2022-02-25,28.1174
2022-02-26,28.1174
2022-02-27,28.1174
2022-02-28,28.4225
2022-03-01,27.7067
2022-03-02,28.7628
2022-03-03,28.7862
2022-03-04,28.3755
2022-03-05,28.3755
2022-03-06,28.3755
2022-03-07,30.7694
2022-03-08,32.1423
2022-03-09,32.201
2022-03-10,33.4214
2022-03-11,33.0342
2022-03-12,33.0342
2022-03-13,33.0342
2022-03-14,32.3066
2022-03-15,30.875
2022-03-16,31.6377
2022-03-17,32.3066
2022-03-18,32.0719
2022-03-19,32.0719
2022-03-20,32.0719
2022-03-21,32.4005
2022-03-22,31.6964
2022-03-23,31.0979
2022-03-24,31.9311
2022-03-25,32.5061
2022-03-26,32.5061
2022-03-27,32.5061
2022-03-28,31.45
2022-03-29,32.1775
2022-03-30,32.2597
2022-03-31,26.55
2022-04-01,26.9636
2022-04-02,26.9636
2022-04-03,26.9636
2022-04-04,26.9155
2022-04-05,25.8188
2022-04-06,25.3282
2022-04-07,25.4147
2022-04-08,25.915
2022-04-09,25.915
2022-04-10,25.915
2022-04-11,25.9727
2022-04-12,26.7135
2022-04-13,27.1368
2022-04-14,27.2234
2022-04-15,27.2234
2022-04-16,27.2234
2022-04-17,27.2234
2022-04-18,27.5313
2022-04-19,27.8199
2022-04-20,26.9925
2022-04-21,25.9439
2022-04-22,24.8471
2022-04-23,24.8471
2022-04-24,24.8471
2022-04-25,23.8177
2022-04-26,23.2886
2022-04-27,23.4916
2022-04-28,24.4638
2022-04-29,23.3087
2022-04-30,23.3087
2022-05-01,23.3087
2022-05-02,23.5975
2022-05-03,24.3868
2022-05-04,25.6092
2022-05-05,24.6948
2022-05-06,24.4541
2022-05-07,24.4541
2022-05-08,24.4541
2022-05-09,22.5002
2022-05-10,22.5964
2022-05-11,22.5868
2022-05-12,22.452
2022-05-13,23.9536
2022-05-14,23.9536
2022-05-15,23.9536
2022-05-16,23.9825
2022-05-17,24.3483
2022-05-18,23.5878
2022-05-19,23.4531
2022-05-20,23.6552
2022-05-21,23.6552
2022-05-22,23.6552
2022-05-23,23.9825
2022-05-24,24.021
2022-05-25,24.3001
2022-05-26,24.7333
2022-05-27,25.5226
2022-05-28,25.5226
2022-05-29,25.5226
2022-05-30,25.5226
2022-05-31,25.3974
2022-06-01,25.667
2022-06-02,25.6862
2022-06-03,26.2252
2022-06-04,26.2252
2022-06-05,26.2252
2022-06-06,26.7065
2022-06-07,27.2937
2022-06-08,27.4188
2022-06-09,26.7835
2022-06-10,26.4178
2022-06-11,26.4178
2022-06-12,26.4178
2022-06-13,24.9258
2022-06-14,25.1087
2022-06-15,25.2627
2022-06-16,23.7707
2022-06-17,23.8285
2022-06-18,23.8285
2022-06-19,23.8285
2022-06-20,23.8285
2022-06-21,24.1076
2022-06-22,22.2499
2022-06-23,21.0467
2022-06-24,21.7494
2022-06-25,21.7494
2022-06-26,21.7494
2022-06-27,23.0296
2022-06-28,23.3376
2022-06-29,22.606
2022-06-30,18.2954
2022-07-01,18.1594
2022-07-02,18.1594
2022-07-03,18.1594
2022-07-04,18.1594
2022-07-05,16.615
2022-07-06,16.4709
2022-07-07,17.4152
2022-07-08,17.6712
2022-07-09,17.6712
2022-07-10,17.6712
2022-07-11,17.2471
2022-07-12,16.767
2022-07-13,16.743
2022-07-14,16.5429
2022-07-15,17.3591
2022-07-16,17.3591
2022-07-17,17.3591
2022-07-18,17.6392
2022-07-19,18.4234
2022-07-20,18.4714
2022-07-21,18.0713
2022-07-22,17.9433
2022-07-23,17.9433
2022-07-24,17.9433
2022-07-25,18.8555
2022-07-26,18.7035
2022-07-27,18.5223
2022-07-28,18.2189
2022-07-29,19.0892
2022-07-30,19.0892
2022-07-31,19.0892
2022-08-01,18.8496
2022-08-02,19.0652
2022-08-03,19.0253
2022-08-04,18.7698
2022-08-05,18.9534
2022-08-06,18.9534
2022-08-07,18.9534
2022-08-08,19.1131
2022-08-09,19.169
2022-08-10,19.3766
2022-08-11,19.8875
2022-08-12,20.1989
2022-08-13,20.1989
2022-08-14,20.1989
2022-08-15,19.7199
2022-08-16,19.4883
2022-08-17,19.5442
2022-08-18,20.3186
2022-08-19,20.135
2022-08-20,20.135
2022-08-21,20.135
2022-08-22,19.9354
2022-08-23,20.4703
2022-08-24,20.8934
2022-08-25,20.9493
2022-08-26,20.3985
2022-08-27,20.3985
2022-08-28,20.3985
2022-08-29,20.5741
2022-08-30,19.9594
2022-08-31,19.8236
2022-09-01,19.3845
2022-09-02,19.6879
2022-09-03,19.6879
2022-09-04,19.6879
2022-09-05,19.6879
2022-09-06,19.5043
2022-09-07,19.5841
2022-09-08,19.7358
2022-09-09,20.4144
2022-09-10,20.4144
2022-09-11,20.4144
2022-09-12,20.6619
2022-09-13,19.8875
2022-09-14,19.9913
2022-09-15,19.8636
2022-09-16,19.4644
2022-09-17,19.4644
2022-09-18,19.4644
2022-09-19,19.5203
2022-09-20,19.153
2022-09-21,18.7538
2022-09-22,18.8017
2022-09-23,17.5723
2022-09-24,17.5723
2022-09-25,17.5723
2022-09-26,16.8458
2022-09-27,16.8218
2022-09-28,17.5643
2022-09-29,17.8118
2022-09-30,19.035
2022-10-01,19.035
2022-10-02,19.035
2022-10-03,20.1678
2022-10-04,20.4768
2022-10-05,21.0518
2022-10-06,20.9145
2022-10-07,20.554
2022-10-08,20.554
2022-10-09,20.554
2022-10-10,20.3309
2022-10-11,20.0048
2022-10-12,19.7816
2022-10-13,20.9488
2022-10-14,20.288
2022-10-15,20.288
2022-10-16,20.288
2022-10-17,20.8201
2022-10-18,21.2921
2022-10-19,22.0559
2022-10-20,21.7899
2022-10-21,22.2018
2022-10-22,22.2018
2022-10-23,22.2018
2022-10-24,22.9999
2022-10-25,23.4119
2022-10-26,26.8162
2022-10-27,26.0574
2022-10-28,26.1754
2022-10-29,26.1754
2022-10-30,26.1754
2022-10-31,26.3693
2022-11-01,27.2209
2022-11-02,26.2935
2022-11-03,27.0101
2022-11-04,27.6509
2022-11-05,27.6509
2022-11-06,27.6509
2022-11-07,28.8396
2022-11-08,29.0588
2022-11-09,28.3169
2022-11-10,28.9239
2022-11-11,29.8261
2022-11-12,29.8261
2022-11-13,29.8261
2022-11-14,29.2612
2022-11-15,29.6827
2022-11-16,29.1094
2022-11-17,29.042
2022-11-18,28.7216
2022-11-19,28.7216
2022-11-20,28.7216
2022-11-21,28.2832
2022-11-22,29.0841
2022-11-23,28.2663
2022-11-24,28.2663
2022-11-25,28.0387
2022-11-26,28.0387
2022-11-27,28.0387
2022-11-28,27.4738
2022-11-29,28.005
2022-11-30,28.241
2022-12-01,28.2073
2022-12-02,28.3169
2022-12-03,28.3169
2022-12-04,28.3169
2022-12-05,27.0185
2022-12-06,27.0017
2022-12-07,26.0321
2022-12-08,25.737
2022-12-09,25.071
2022-12-10,25.071
2022-12-11,25.071
2022-12-12,25.7539
2022-12-13,26.597
2022-12-14,25.9815
2022-12-15,25.7792
2022-12-16,25.6443
2022-12-17,25.6443
2022-12-18,25.6443
2022-12-19,25.3155
2022-12-20,25.7117
2022-12-21,26.4452
2022-12-22,25.6358
2022-12-23,26.3441
2022-12-24,26.3441
2022-12-25,26.3441
2022-12-26,26.3441
2022-12-27,26.3441
2022-12-28,25.8803
2022-12-29,26.5464
2022-12-30,23.5449
2022-12-31,23.5449
2023-01-01,23.5449
2023-01-02,23.5449
2023-01-03,22.7468
2023-01-04,23.0781
2023-01-05,23.4169
2023-01-06,24.1773
2023-01-07,24.1773
2023-01-08,24.1773
2023-01-09,24.4935
2023-01-10,24.9603
2023-01-11,24.9754
2023-01-12,25.6982
2023-01-13,25.7961
2023-01-14,25.7961
2023-01-15,25.7961
2023-01-16,25.7961
2023-01-17,25.9316
2023-01-18,25.0507
2023-01-19,25.1712
2023-01-20,25.6229
2023-01-21,25.6229
2023-01-22,25.6229
2023-01-23,25.382
2023-01-24,25.0356
2023-01-25,25.8111
2023-01-26,26.1349
2023-01-27,26.5038
2023-01-28,26.5038
2023-01-29,26.5038
2023-01-30,26.18
2023-01-31,26.5791
2023-02-01,26.1876
2023-02-02,23.5557
2023-02-03,23.6008
2023-02-04,23.6008
2023-02-05,23.6008
2023-02-06,23.9383
2023-02-07,25.1986
2023-02-08,25.8738
2023-02-09,24.9061
2023-02-10,25.5587
2023-02-11,25.5587
2023-02-12,25.5587
2023-02-13,25.7763
2023-02-14,25.9563
2023-02-15,25.6412
2023-02-16,25.6937
2023-02-17,25.0411
2023-02-18,25.0411
2023-02-19,25.0411
2023-02-20,25.0411
2023-02-21,24.2384
2023-02-22,23.9908
2023-02-23,24.3209
2023-02-24,24.8761
2023-02-25,24.8761
2023-02-26,24.8761
2023-02-27,25.0636
2023-02-28,24.651
2023-03-01,25.7613
2023-03-02,26.0913
2023-03-03,26.4739
2023-03-04,26.4739
2023-03-05,26.4739
2023-03-06,26.0463
2023-03-07,25.1911
2023-03-08,24.3809
2023-03-09,23.4432
2023-03-10,23.2332
2023-03-11,23.2332
2023-03-12,23.2332
2023-03-13,22.423
2023-03-14,22.318
