,PKG US Equity
2023-03-19,9.6732
2023-03-20,10.0634
2023-03-21,10.0293
2023-03-22,9.8879
2023-03-23,9.9106
2023-03-24,10.0591
2023-03-25,10.0591
2023-03-26,10.0591
2023-03-27,10.0022
2023-03-28,10.1458
2023-03-29,10.2818
2023-03-30,10.3394
2023-03-31,11.0439
2023-04-01,11.0439
2023-04-02,11.0439
2023-04-03,11.1428
2023-04-04,11.0506
2023-04-05,11.1489
2023-04-06,11.2001
2023-04-07,11.2001
2023-04-08,11.2001
2023-04-09,11.2001
2023-04-10,11.1866
2023-04-11,11.3408
2023-04-12,11.2701
2023-04-13,11.2849
2023-04-14,11.2007
2023-04-15,11.2007
2023-04-16,11.2007
2023-04-17,11.3172
2023-04-18,11.3166
2023-04-19,11.2822
2023-04-20,11.3475
2023-04-21,11.3401
2023-04-22,11.3401
2023-04-23,11.3401
2023-04-24,11.4532
2023-04-25,10.7442
2023-04-26,10.59
2023-04-27,10.6722
2023-04-28,10.8035
2023-04-29,10.8035
2023-04-30,10.8035
2023-05-01,10.9981
2023-05-02,10.6883
2023-05-03,10.6999
2023-05-04,10.6595
2023-05-05,10.8158
2023-05-06,10.8158
2023-05-07,10.8158
2023-05-08,10.8603
2023-05-09,10.6797
2023-05-10,10.675
2023-05-11,10.6117
2023-05-12,10.6171
2023-05-13,10.6171
2023-05-14,10.6171
2023-05-15,10.4837
2023-05-16,10.2519
2023-05-17,10.384
2023-05-18,10.4022
2023-05-19,10.417
2023-05-20,10.417
2023-05-21,10.417
2023-05-22,10.3914
2023-05-23,10.3146
2023-05-24,10.2795
2023-05-25,10.2742
2023-05-26,10.2654
2023-05-27,10.2654
2023-05-28,10.2654
2023-05-29,10.2654
2023-05-30,10.2108
2023-05-31,10.0518
2023-06-01,10.1057
2023-06-02,10.3247
2023-06-03,10.3247
2023-06-04,10.3247
2023-06-05,10.262
2023-06-06,10.4251
2023-06-07,10.646
2023-06-08,10.5093
2023-06-09,10.5079
2023-06-10,10.5079
2023-06-11,10.5079
2023-06-12,10.5106
2023-06-13,10.5861
2023-06-14,10.5457
2023-06-15,10.6332
2023-06-16,10.6171
2023-06-17,10.6171
2023-06-18,10.6171
2023-06-19,10.6171
2023-06-20,10.5672
2023-06-21,10.5659
2023-06-22,10.5086
2023-06-23,10.3745
2023-06-24,10.3745
2023-06-25,10.3745
2023-06-26,10.516
2023-06-27,10.5659
2023-06-28,10.4136
2023-06-29,10.5793
2023-06-30,11.6653
2023-07-01,11.6653
2023-07-02,11.6653
2023-07-03,11.6989
2023-07-04,11.6989
2023-07-05,11.5061
2023-07-06,11.5151
2023-07-07,11.6907
2023-07-08,11.6907
2023-07-09,11.6907
2023-07-10,11.6481
2023-07-11,11.6914
2023-07-12,11.7609
2023-07-13,11.8072
2023-07-14,11.8184
2023-07-15,11.8184
2023-07-16,11.8184
2023-07-17,11.802
2023-07-18,11.9081
2023-07-19,11.9425
2023-07-20,11.9507
2023-07-21,12.0531
2023-07-22,12.0531
2023-07-23,12.0531
2023-07-24,12.1517
2023-07-25,13.1964
2023-07-26,13.0395
2023-07-27,13.1799
2023-07-28,13.2091
2023-07-29,13.2091
2023-07-30,13.2091
2023-07-31,13.2487
2023-08-01,13.23
2023-08-02,13.3451
2023-08-03,13.3884
2023-08-04,13.2869
2023-08-05,13.2869
2023-08-06,13.2869
2023-08-07,13.2241
2023-08-08,13.1793
2023-08-09,13.1598
2023-08-10,13.2084
2023-08-11,13.1471
2023-08-12,13.1471
2023-08-13,13.1471
2023-08-14,13.059
2023-08-15,12.8251
2023-08-16,12.7953
2023-08-17,12.7497
2023-08-18,12.7706
2023-08-19,12.7706
2023-08-20,12.7706
2023-08-21,12.6406
2023-08-22,12.6279
2023-08-23,12.6526
2023-08-24,12.5913
2023-08-25,12.7004
2023-08-26,12.7004
2023-08-27,12.7004
2023-08-28,12.8334
2023-08-29,12.926
2023-08-30,12.9514
2023-08-31,12.929
2023-09-01,12.9634
2023-09-02,12.9634
2023-09-03,12.9634
2023-09-04,12.9634
2023-09-05,12.6615
2023-09-06,12.6062
2023-09-07,12.604
2023-09-08,12.7392
2023-09-09,12.7392
2023-09-10,12.7392
2023-09-11,12.7168
2023-09-12,12.7691
2023-09-13,12.8139
2023-09-14,13.0523
2023-09-15,12.9776
2023-09-16,12.9776
2023-09-17,12.9776
2023-09-18,13.127
2023-09-19,13.0635
2023-09-20,13.0052
2023-09-21,12.982
2023-09-22,12.926
2023-09-23,12.926
2023-09-24,12.926
2023-09-25,13.0597
2023-09-26,12.9305
2023-09-27,13.1374
2023-09-28,13.2786
2023-09-29,14.3915
2023-09-30,14.3915
2023-10-01,14.3915
2023-10-02,14.3695
2023-10-03,14.2381
2023-10-04,14.3736
2023-10-05,14.3099
2023-10-06,14.2275
2023-10-07,14.2275
2023-10-08,14.2275
2023-10-09,14.4062
2023-10-10,14.4796
2023-10-11,14.4535
2023-10-12,14.2324
2023-10-13,14.2136
2023-10-14,14.2136
2023-10-15,14.2136
2023-10-16,14.3009
2023-10-17,14.336
2023-10-18,14.3507
2023-10-19,14.0651
2023-10-20,13.6513
2023-10-21,13.6513
2023-10-22,13.6513
2023-10-23,13.6562
2023-10-24,14.0145
2023-10-25,14.0104
2023-10-26,14.154
2023-10-27,14.1165
2023-10-28,14.1165
2023-10-29,14.1165
2023-10-30,14.2405
2023-10-31,14.3507
2023-11-01,14.3956
2023-11-02,14.5441
2023-11-03,14.7349
2023-11-04,14.7349
2023-11-05,14.7349
2023-11-06,14.6536
2023-11-07,14.6023
2023-11-08,14.5608
2023-11-09,14.5251
2023-11-10,14.5202
2023-11-11,14.5202
2023-11-12,14.5202
2023-11-13,14.3445
2023-11-14,14.7032
2023-11-15,14.7455
2023-11-16,14.5088
2023-11-17,14.4941
2023-11-18,14.4941
2023-11-19,14.4941
2023-11-20,14.3127
2023-11-21,14.3469
2023-11-22,14.4047
2023-11-23,14.4047
2023-11-24,14.4795
2023-11-25,14.4795
2023-11-26,14.4795
2023-11-27,14.7699
2023-11-28,14.7243
2023-11-29,15.0261
2023-11-30,15.5272
2023-12-01,15.6655
2023-12-02,15.6655
2023-12-03,15.6655
2023-12-04,15.5549
2023-12-05,15.306
2023-12-06,15.2181
2023-12-07,15.2271
2023-12-08,15.1913
2023-12-09,15.1913
2023-12-10,15.1913
2023-12-11,15.2986
2023-12-12,15.0172
2023-12-13,15.345
2023-12-14,15.4735
2023-12-15,15.2628
2023-12-16,15.2628
2023-12-17,15.2628
2023-12-18,15.2181
2023-12-19,15.236
2023-12-20,15.0823
2023-12-21,15.1392
2023-12-22,15.175
2023-12-23,15.175
2023-12-24,15.175
2023-12-25,15.175
2023-12-26,15.2002
2023-12-27,15.2832
2023-12-28,15.1465
2023-12-29,15.4095
2023-12-30,15.4095
2023-12-31,15.4095
2024-01-01,15.4095
2024-01-02,15.4912
2024-01-03,15.4712
2024-01-04,15.6396
2024-01-05,15.8129
2024-01-06,15.8129
2024-01-07,15.8129
2024-01-08,15.8863
2024-01-09,15.7621
2024-01-10,15.6629
2024-01-11,15.7054
2024-01-12,15.6804
2024-01-13,15.6804
2024-01-14,15.6804
2024-01-15,15.6804
2024-01-16,15.5912
2024-01-17,15.5229
2024-01-18,15.5254
2024-01-19,15.532
2024-01-20,15.532
2024-01-21,15.532
2024-01-22,15.6037
2024-01-23,15.7079
2024-01-24,15.5845
2024-01-25,16.1405
2024-01-26,16.1639
2024-01-27,16.1639
2024-01-28,16.1639
2024-01-29,15.9755
2024-01-30,15.923
2024-01-31,15.6571
2024-02-01,15.4287
2024-02-02,15.2811
2024-02-03,15.2811
2024-02-04,15.2811
2024-02-05,15.382
2024-02-06,15.4195
2024-02-07,15.6096
2024-02-08,15.7396
2024-02-09,15.8613
2024-02-10,15.8613
2024-02-11,15.8613
2024-02-12,15.8513
2024-02-13,15.5695
2024-02-14,15.6171
2024-02-15,15.7421
2024-02-16,15.8321
2024-02-17,15.8321
2024-02-18,15.8321
2024-02-19,15.8321
2024-02-20,15.968
2024-02-21,16.1289
2024-02-22,16.2672
2024-02-23,16.4514
2024-02-24,16.4514
2024-02-25,16.4514
2024-02-26,16.3406
2024-02-27,16.3989
2024-02-28,16.5306
2024-02-29,16.9332
2024-03-01,16.8499
2024-03-02,16.8499
2024-03-03,16.8499
2024-03-04,17.2866
2024-03-05,17.2075
2024-03-06,17.1124
2024-03-07,17.2366
2024-03-08,17.3408
2024-03-09,17.3408
2024-03-10,17.3408
2024-03-11,17.4742
2024-03-12,17.3942
2024-03-13,17.2025
2024-03-14,17.0849
2024-03-15,17.0766
2024-03-16,17.0766
2024-03-17,17.0766
2024-03-18,16.9157
2024-03-19,17.1041
2024-03-20,17.1858
2024-03-21,17.2516
2024-03-22,17.2275
2024-03-23,17.2275
2024-03-24,17.2275
2024-03-25,17.4434
2024-03-26,17.4067
2024-03-27,17.5792
2024-03-28,17.6492
2024-03-29,17.6492
2024-03-30,17.6492
2024-03-31,17.6492
2024-04-01,17.5863
2024-04-02,17.482
2024-04-03,17.5805
2024-04-04,17.4953
2024-04-05,17.4962
2024-04-06,17.4962
2024-04-07,17.4962
2024-04-08,17.7499
