,SNA US Equity
2020-05-18,8.0636
2020-05-19,7.9726
2020-05-20,8.0235
2020-05-21,7.9726
2020-05-22,7.734
2020-05-23,7.734
2020-05-24,7.734
2020-05-25,7.734
2020-05-26,8.2197
2020-05-27,8.1725
2020-05-28,8.0253
2020-05-29,7.7824
2020-05-30,7.7824
2020-05-31,7.7824
2020-06-01,7.8016
2020-06-02,8.0654
2020-06-03,8.4578
2020-06-04,8.5733
2020-06-05,9.129
2020-06-06,9.129
2020-06-07,9.129
2020-06-08,9.3599
2020-06-09,9.0835
2020-06-10,8.7312
2020-06-11,8.0002
2020-06-12,8.1007
2020-06-13,8.1007
2020-06-14,8.1007
2020-06-15,8.1276
2020-06-16,8.2353
2020-06-17,8.1581
2020-06-18,8.1366
2020-06-19,8.1533
2020-06-20,8.1533
2020-06-21,8.1533
2020-06-22,8.0935
2020-06-23,8.2245
2020-06-24,7.85
2020-06-25,7.9021
2020-06-26,9.0251
2020-06-27,9.0251
2020-06-28,9.0251
2020-06-29,9.1962
2020-06-30,9.3586
2020-07-01,9.0628
2020-07-02,9.1888
2020-07-03,9.1888
2020-07-04,9.1888
2020-07-05,9.1888
2020-07-06,9.2575
2020-07-07,9.0655
2020-07-08,8.9766
2020-07-09,8.7105
2020-07-10,8.9133
2020-07-11,8.9133
2020-07-12,8.9133
2020-07-13,9.013
2020-07-14,9.2191
2020-07-15,9.556
2020-07-16,9.6489
2020-07-17,9.4556
2020-07-18,9.4556
2020-07-19,9.4556
2020-07-20,9.2676
2020-07-21,9.4381
2020-07-22,9.4179
2020-07-23,9.6159
2020-07-24,9.5769
2020-07-25,9.5769
2020-07-26,9.5769
2020-07-27,9.8369
2020-07-28,9.6611
2020-07-29,9.8645
2020-07-30,9.816
2020-07-31,9.8747
2020-08-01,9.8747
2020-08-02,9.8747
2020-08-03,9.7228
2020-08-04,9.7322
2020-08-05,10.0293
2020-08-06,9.899
2020-08-07,9.9712
2020-08-08,9.9712
2020-08-09,9.9712
2020-08-10,10.1595
2020-08-11,10.4154
2020-08-12,10.3817
2020-08-13,10.3628
2020-08-14,10.3992
2020-08-15,10.3992
2020-08-16,10.3992
2020-08-17,10.3655
2020-08-18,10.273
2020-08-19,10.1737
2020-08-20,10.0772
2020-08-21,10.0117
2020-08-22,10.0117
2020-08-23,10.0117
2020-08-24,10.1035
2020-08-25,10.007
2020-08-26,9.9651
2020-08-27,9.9928
2020-08-28,10.1764
2020-08-29,10.1764
2020-08-30,10.1764
2020-08-31,10.0367
2020-09-01,10.2433
2020-09-02,10.5018
2020-09-03,10.2412
2020-09-04,10.2358
2020-09-05,10.2358
2020-09-06,10.2358
2020-09-07,10.2358
2020-09-08,9.9962
2020-09-09,10.1839
2020-09-10,9.9989
2020-09-11,10.0063
2020-09-12,10.0063
2020-09-13,10.0063
2020-09-14,10.3445
2020-09-15,10.3533
2020-09-16,10.092
2020-09-17,10.0664
2020-09-18,9.9867
2020-09-19,9.9867
2020-09-20,9.9867
2020-09-21,9.5405
2020-09-22,9.7815
2020-09-23,9.552
2020-09-24,9.5722
2020-09-25,10.2287
2020-09-26,10.2287
2020-09-27,10.2287
2020-09-28,10.5354
2020-09-29,10.4493
2020-09-30,10.5629
2020-10-01,10.4309
2020-10-02,10.628
2020-10-03,10.628
2020-10-04,10.628
2020-10-05,10.8585
2020-10-06,11.1487
2020-10-07,11.303
2020-10-08,11.3024
2020-10-09,11.2249
2020-10-10,11.2249
2020-10-11,11.2249
2020-10-12,11.261
2020-10-13,11.1106
2020-10-14,11.1999
2020-10-15,11.2748
2020-10-16,11.3529
2020-10-17,11.3529
2020-10-18,11.3529
2020-10-19,11.1428
2020-10-20,11.0752
2020-10-21,11.0975
2020-10-22,11.9773
2020-10-23,11.9734
2020-10-24,11.9734
2020-10-25,11.9734
2020-10-26,11.6374
2020-10-27,11.2563
2020-10-28,11.0118
2020-10-29,11.0922
2020-10-30,11.1981
2020-10-31,11.1981
2020-11-01,11.1981
2020-11-02,11.6086
2020-11-03,11.6158
2020-11-04,11.2047
2020-11-05,11.4713
2020-11-06,11.5328
2020-11-07,11.5328
2020-11-08,11.5328
2020-11-09,11.8995
2020-11-10,12.1878
2020-11-11,12.025
2020-11-12,11.8446
2020-11-13,12.0995
2020-11-14,12.0995
2020-11-15,12.0995
2020-11-16,12.3146
2020-11-17,12.1819
2020-11-18,12.0923
2020-11-19,12.1257
2020-11-20,12.2041
2020-11-21,12.2041
2020-11-22,12.2041
2020-11-23,12.4074
2020-11-24,12.6054
2020-11-25,12.3374
2020-11-26,12.3374
2020-11-27,12.4708
2020-11-28,12.4708
2020-11-29,12.4708
2020-11-30,12.3956
2020-12-01,12.3917
2020-12-02,12.4067
2020-12-03,12.5002
2020-12-04,12.7408
2020-12-05,12.7408
2020-12-06,12.7408
2020-12-07,12.6571
2020-12-08,12.727
2020-12-09,12.8029
2020-12-10,12.7179
2020-12-11,12.7179
2020-12-12,12.7179
2020-12-13,12.7179
2020-12-14,12.3518
2020-12-15,12.3361
2020-12-16,12.1387
2020-12-17,12.0891
2020-12-18,12.0041
2020-12-19,12.0041
2020-12-20,12.0041
2020-12-21,11.9943
2020-12-22,11.8524
2020-12-23,11.872
2020-12-24,11.9982
2020-12-25,11.9982
2020-12-26,11.9982
2020-12-27,11.9982
2020-12-28,12.0374
2020-12-29,11.0925
2020-12-30,11.2212
2020-12-31,11.2329
2021-01-01,11.2329
2021-01-02,11.2329
2021-01-03,11.2329
2021-01-04,10.9731
2021-01-05,10.9608
2021-01-06,11.3856
2021-01-07,11.5242
2021-01-08,11.3407
2021-01-09,11.3407
2021-01-10,11.3407
2021-01-11,11.2483
2021-01-12,11.425
2021-01-13,11.2606
2021-01-14,11.1689
2021-01-15,11.0747
2021-01-16,11.0747
2021-01-17,11.0747
2021-01-18,11.0747
2021-01-19,11.3148
2021-01-20,11.5008
2021-01-21,11.5389
2021-01-22,11.6541
2021-01-23,11.6541
2021-01-24,11.6541
2021-01-25,11.7335
2021-01-26,11.7587
2021-01-27,12.2464
2021-01-28,11.9293
2021-01-29,11.7778
2021-01-30,11.7778
2021-01-31,11.7778
2021-02-01,12.0999
2021-02-02,11.6935
2021-02-03,11.6134
2021-02-04,12.324
2021-02-05,12.0475
2021-02-06,12.0475
2021-02-07,12.0475
2021-02-08,12.1159
2021-02-09,12.3591
2021-02-10,12.3665
2021-02-11,12.3874
2021-02-12,12.3886
2021-02-13,12.3886
2021-02-14,12.3886
2021-02-15,12.3886
2021-02-16,12.3037
2021-02-17,12.3221
2021-02-18,12.4883
2021-02-19,12.697
2021-02-20,12.697
2021-02-21,12.697
2021-02-22,12.6478
2021-02-23,12.8454
2021-02-24,13.4271
2021-02-25,13.2578
2021-02-26,13.1987
2021-02-27,13.1987
2021-02-28,13.1987
2021-03-01,13.5416
2021-03-02,13.6173
2021-03-03,13.8925
2021-03-04,13.6771
2021-03-05,14.0717
2021-03-06,14.0717
2021-03-07,14.0717
2021-03-08,14.1295
2021-03-09,14.0864
2021-03-10,14.1701
2021-03-11,13.9184
2021-03-12,14.1333
2021-03-13,14.1333
2021-03-14,14.1333
2021-03-15,14.4881
2021-03-16,14.3342
2021-03-17,14.4702
2021-03-18,14.6384
2021-03-19,14.631
2021-03-20,14.631
2021-03-21,14.631
2021-03-22,14.3002
2021-03-23,14.0078
2021-03-24,14.0183
2021-03-25,14.5605
2021-03-26,14.8925
2021-03-27,14.8925
2021-03-28,14.8925
2021-03-29,14.7855
2021-03-30,15.0415
2021-03-31,14.9611
2021-04-01,13.9277
2021-04-02,13.9277
2021-04-03,13.9277
2021-04-04,13.9277
2021-04-05,14.0732
2021-04-06,14.0417
2021-04-07,14.1258
2021-04-08,14.0777
2021-04-09,14.1482
2021-04-10,14.1482
2021-04-11,14.1482
2021-04-12,14.1899
2021-04-13,13.9947
2021-04-14,14.0142
2021-04-15,13.9506
2021-04-16,14.1441
2021-04-17,14.1441
2021-04-18,14.1441
2021-04-19,14.1722
2021-04-20,14.0898
2021-04-21,14.2283
2021-04-22,14.3234
2021-04-23,14.2358
2021-04-24,14.2358
2021-04-25,14.2358
2021-04-26,14.0823
2021-04-27,14.2933
2021-04-28,14.1545
2021-04-29,14.312
2021-04-30,14.1738
2021-05-01,14.1738
2021-05-02,14.1738
2021-05-03,14.2176
2021-05-04,14.4821
2021-05-05,14.6226
2021-05-06,14.8859
2021-05-07,14.9678
2021-05-08,14.9678
2021-05-09,14.9678
2021-05-10,15.1845
2021-05-11,14.9371
2021-05-12,14.622
2021-05-13,15.0485
2021-05-14,15.1742
2021-05-15,15.1742
2021-05-16,15.1742
2021-05-17,15.0548
2021-05-18,14.8933
2021-05-19,14.829
2021-05-20,14.7733
2021-05-21,14.8779
2021-05-22,14.8779
2021-05-23,14.8779
2021-05-24,15.0713
2021-05-25,14.9763
2021-05-26,15.0013
2021-05-27,15.0889
2021-05-28,15.1418
2021-05-29,15.1418
2021-05-30,15.1418
2021-05-31,15.1418
2021-06-01,15.1998
2021-06-02,15.123
2021-06-03,15.0821
2021-06-04,15.1259
2021-06-05,15.1259
2021-06-06,15.1259
2021-06-07,14.941
2021-06-08,14.7625
2021-06-09,14.5617
2021-06-10,14.3433
2021-06-11,14.2466
2021-06-12,14.2466
2021-06-13,14.2466
2021-06-14,14.0402
2021-06-15,13.8036
2021-06-16,13.381
2021-06-17,12.8959
2021-06-18,12.7509
2021-06-19,12.7509
2021-06-20,12.7509
2021-06-21,13.203
2021-06-22,13.1604
2021-06-23,13.1285
2021-06-24,13.2457
2021-06-25,13.2764
2021-06-26,13.2764
2021-06-27,13.2764
2021-06-28,13.12
2021-06-29,13.1297
2021-06-30,13.368
2021-07-01,13.3674
2021-07-02,11.6505
2021-07-03,11.6505
2021-07-04,11.6505
2021-07-05,11.6505
2021-07-06,11.5794
2021-07-07,11.7598
2021-07-08,11.6425
2021-07-09,11.8363
2021-07-10,11.8363
2021-07-11,11.8363
2021-07-12,11.8075
2021-07-13,11.6306
2021-07-14,11.7022
2021-07-15,11.6361
2021-07-16,11.4462
2021-07-17,11.4462
2021-07-18,11.4462
2021-07-19,11.2758
2021-07-20,11.6182
2021-07-21,11.6564
2021-07-22,11.5124
2021-07-23,11.6617
2021-07-24,11.6617
2021-07-25,11.6617
2021-07-26,11.4405
2021-07-27,11.4559
2021-07-28,11.4484
2021-07-29,11.4851
2021-07-30,11.3338
2021-07-31,11.3338
2021-08-01,11.3338
2021-08-02,11.3953
2021-08-03,11.5962
2021-08-04,11.5074
2021-08-05,11.5803
2021-08-06,11.6542
2021-08-07,11.6542
2021-08-08,11.6542
2021-08-09,11.6056
2021-08-10,11.6994
2021-08-11,11.9221
2021-08-12,11.8224
2021-08-13,11.9369
2021-08-14,11.9369
2021-08-15,11.9369
2021-08-16,12.0108
2021-08-17,11.7281
2021-08-18,11.4514
2021-08-19,11.2545
2021-08-20,11.4107
2021-08-21,11.4107
2021-08-22,11.4107
2021-08-23,11.5412
2021-08-24,11.6989
2021-08-25,11.745
2021-08-26,11.6736
2021-08-27,11.7931
2021-08-28,11.7931
2021-08-29,11.7931
2021-08-30,11.7395
2021-08-31,11.6795
2021-09-01,11.6785
2021-09-02,11.8417
2021-09-03,11.7762
2021-09-04,11.7762
2021-09-05,11.7762
2021-09-06,11.7762
2021-09-07,11.5248
2021-09-08,11.5982
2021-09-09,11.4494
2021-09-10,11.3666
2021-09-11,11.3666
2021-09-12,11.3666
2021-09-13,11.3953
2021-09-14,11.2391
2021-09-15,11.4563
2021-09-16,11.4072
2021-09-17,11.1166
2021-09-18,11.1166
2021-09-19,11.1166
2021-09-20,11.0308
2021-09-21,10.9381
2021-09-22,11.0383
2021-09-23,11.2044
2021-09-24,11.1657
2021-09-25,11.1657
2021-09-26,11.1657
2021-09-27,11.2798
2021-09-28,11.1945
2021-09-29,11.1895
2021-09-30,10.886
2021-10-01,10.6884
2021-10-02,10.6884
2021-10-03,10.6884
2021-10-04,10.887
2021-10-05,10.9931
2021-10-06,11.014
2021-10-07,11.0165
2021-10-08,10.9858
2021-10-09,10.9858
2021-10-10,10.9858
2021-10-11,10.8953
2021-10-12,10.9405
2021-10-13,10.869
2021-10-14,11.1523
2021-10-15,11.163
2021-10-16,11.163
2021-10-17,11.163
2021-10-18,11.3299
2021-10-19,11.4609
2021-10-20,11.5938
2021-10-21,10.7918
2021-10-22,10.6911
2021-10-23,10.6911
2021-10-24,10.6911
2021-10-25,10.678
2021-10-26,10.458
2021-10-27,10.284
2021-10-28,10.4672
2021-10-29,10.3422
2021-10-30,10.3422
2021-10-31,10.3422
2021-11-01,10.4173
2021-11-02,10.4318
2021-11-03,10.7201
2021-11-04,10.6508
2021-11-05,10.7676
2021-11-06,10.7676
2021-11-07,10.7676
2021-11-08,10.8694
2021-11-09,10.9052
2021-11-10,11.0622
2021-11-11,11.1596
2021-11-12,11.2153
2021-11-13,11.2153
2021-11-14,11.2153
2021-11-15,11.2362
2021-11-16,11.3321
2021-11-17,11.0375
2021-11-18,10.9493
2021-11-19,10.944
2021-11-20,10.944
2021-11-21,10.944
2021-11-22,11.0016
2021-11-23,11.0147
2021-11-24,10.9333
2021-11-25,10.9333
2021-11-26,10.7332
2021-11-27,10.7332
2021-11-28,10.7332
2021-11-29,10.8069
2021-11-30,10.472
2021-12-01,10.3199
2021-12-02,10.6736
2021-12-03,10.7245
2021-12-04,10.7245
2021-12-05,10.7245
2021-12-06,10.6819
2021-12-07,10.8771
2021-12-08,10.898
2021-12-09,10.88
2021-12-10,10.9938
2021-12-11,10.9938
2021-12-12,10.9938
2021-12-13,10.7882
2021-12-14,10.7737
2021-12-15,10.9567
2021-12-16,10.9663
2021-12-17,10.6028
2021-12-18,10.6028
2021-12-19,10.6028
2021-12-20,10.3691
2021-12-21,10.5622
2021-12-22,10.5463
2021-12-23,10.6313
2021-12-24,10.6313
2021-12-25,10.6313
2021-12-26,10.6313
2021-12-27,10.8258
2021-12-28,10.9673
2021-12-29,10.991
2021-12-30,10.8393
2021-12-31,10.7105
2022-01-01,10.7105
2022-01-02,10.7105
2022-01-03,10.6124
2022-01-04,10.9731
2022-01-05,10.8892
2022-01-06,10.9183
2022-01-07,10.8849
2022-01-08,10.8849
2022-01-09,10.8849
2022-01-10,10.8206
2022-01-11,10.7615
2022-01-12,10.8763
2022-01-13,10.9526
2022-01-14,10.9369
2022-01-15,10.9369
2022-01-16,10.9369
2022-01-17,10.9369
2022-01-18,10.671
2022-01-19,10.5785
2022-01-20,10.4408
2022-01-21,10.2569
2022-01-22,10.2569
2022-01-23,10.2569
2022-01-24,10.4913
2022-01-25,10.4036
2022-01-26,10.3927
2022-01-27,10.2197
2022-01-28,10.2893
2022-01-29,10.2893
2022-01-30,10.2893
2022-01-31,10.3708
2022-02-01,10.4637
2022-02-02,10.5047
2022-02-03,10.7748
2022-02-04,10.6305
2022-02-05,10.6305
2022-02-06,10.6305
2022-02-07,10.4689
2022-02-08,10.549
2022-02-09,10.6795
2022-02-10,10.5337
2022-02-11,10.3848
2022-02-12,10.3848
2022-02-13,10.3848
2022-02-14,10.4699
2022-02-15,10.732
2022-02-16,10.8338
2022-02-17,10.7377
2022-02-18,10.6963
2022-02-19,10.6963
2022-02-20,10.6963
2022-02-21,10.6963
2022-02-22,10.3795
2022-02-23,10.1265
2022-02-24,10.1959
2022-02-25,10.536
2022-02-26,10.536
2022-02-27,10.536
2022-02-28,10.4447
2022-03-01,10.0556
2022-03-02,10.4005
2022-03-03,10.4671
2022-03-04,10.3172
2022-03-05,10.3172
2022-03-06,10.3172
2022-03-07,10.1579
2022-03-08,10.2625
2022-03-09,10.3263
2022-03-10,10.2944
2022-03-11,10.2276
2022-03-12,10.2276
2022-03-13,10.2276
2022-03-14,10.181
2022-03-15,10.0798
2022-03-16,10.2524
2022-03-17,10.4487
2022-03-18,10.6218
2022-03-19,10.6218
2022-03-20,10.6218
2022-03-21,10.5647
2022-03-22,10.5543
2022-03-23,10.2971
2022-03-24,10.2852
2022-03-25,10.376
2022-03-26,10.376
2022-03-27,10.376
2022-03-28,10.2352
2022-03-29,10.4668
2022-03-30,10.3845
2022-03-31,10.2172
2022-04-01,9.8219
2022-04-02,9.8219
2022-04-03,9.8219
2022-04-04,10.0493
2022-04-05,9.9407
2022-04-06,9.9922
2022-04-07,9.8957
2022-04-08,10.04
2022-04-09,10.04
2022-04-10,10.04
2022-04-11,10.1505
2022-04-12,10.1403
2022-04-13,10.144
2022-04-14,10.1682
2022-04-15,10.1682
2022-04-16,10.1682
2022-04-17,10.1682
2022-04-18,10.4067
2022-04-19,10.8974
2022-04-20,10.8718
2022-04-21,10.8574
2022-04-22,10.6807
2022-04-23,10.6807
2022-04-24,10.6807
2022-04-25,10.7215
2022-04-26,10.5522
2022-04-27,10.5898
2022-04-28,10.5815
2022-04-29,10.222
2022-04-30,10.222
2022-05-01,10.222
2022-05-02,10.3023
2022-05-03,10.5601
2022-05-04,10.9391
2022-05-05,10.6617
2022-05-06,10.4836
2022-05-07,10.4836
2022-05-08,10.4836
2022-05-09,10.4757
2022-05-10,10.292
2022-05-11,10.1487
2022-05-12,10.3268
2022-05-13,10.4075
2022-05-14,10.4075
2022-05-15,10.4075
2022-05-16,10.4238
2022-05-17,10.7266
2022-05-18,10.4034
2022-05-19,10.3398
2022-05-20,10.1047
2022-05-21,10.1047
2022-05-22,10.1047
2022-05-23,10.2141
2022-05-24,10.1956
2022-05-25,10.3482
2022-05-26,10.5365
2022-05-27,10.7048
2022-05-28,10.7048
2022-05-29,10.7048
2022-05-30,10.7048
2022-05-31,10.6575
2022-06-01,10.4293
2022-06-02,10.5931
2022-06-03,10.5791
2022-06-04,10.5791
2022-06-05,10.5791
2022-06-06,10.6427
2022-06-07,10.7874
2022-06-08,10.6278
2022-06-09,10.5086
2022-06-10,10.0768
2022-06-11,10.0768
2022-06-12,10.0768
2022-06-13,9.9182
2022-06-14,9.9011
2022-06-15,9.8208
2022-06-16,9.2633
2022-06-17,9.4447
2022-06-18,9.4447
2022-06-19,9.4447
2022-06-20,9.4447
2022-06-21,9.5286
2022-06-22,9.485
2022-06-23,9.4489
2022-06-24,9.7295
2022-06-25,9.7295
2022-06-26,9.7295
2022-06-27,9.8315
2022-06-28,9.6942
2022-06-29,9.5903
2022-06-30,9.505
2022-07-01,9.3817
2022-07-02,9.3817
2022-07-03,9.3817
2022-07-04,9.3817
2022-07-05,9.4025
2022-07-06,9.4007
2022-07-07,9.5223
2022-07-08,9.3717
2022-07-09,9.3717
2022-07-10,9.3717
2022-07-11,9.3658
2022-07-12,9.4415
2022-07-13,9.3331
2022-07-14,9.2819
2022-07-15,9.3649
2022-07-16,9.3649
2022-07-17,9.3649
2022-07-18,9.4756
2022-07-19,9.804
2022-07-20,9.8162
2022-07-21,9.9781
2022-07-22,10.0441
2022-07-23,10.0441
2022-07-24,10.0441
2022-07-25,10.0853
2022-07-26,10.1673
2022-07-27,10.3158
2022-07-28,10.4217
2022-07-29,10.5321
2022-07-30,10.5321
2022-07-31,10.5321
2022-08-01,10.5299
2022-08-02,10.4221
2022-08-03,10.4919
2022-08-04,10.4873
2022-08-05,10.4846
2022-08-06,10.4846
2022-08-07,10.4846
2022-08-08,10.5489
2022-08-09,10.4153
2022-08-10,10.6562
2022-08-11,10.7445
2022-08-12,10.8631
2022-08-13,10.8631
2022-08-14,10.8631
2022-08-15,10.8273
2022-08-16,10.9531
2022-08-17,10.873
2022-08-18,10.888
2022-08-19,10.8074
2022-08-20,10.8074
2022-08-21,10.8074
2022-08-22,10.514
2022-08-23,10.4891
2022-08-24,10.5276
2022-08-25,10.7078
2022-08-26,10.3601
2022-08-27,10.3601
2022-08-28,10.3601
2022-08-29,10.4131
2022-08-30,10.27
2022-08-31,10.2519
2022-09-01,10.1225
2022-09-02,10.0505
2022-09-03,10.0505
2022-09-04,10.0505
2022-09-05,10.0505
2022-09-06,10.218
2022-09-07,10.5059
2022-09-08,10.4552
2022-09-09,10.5041
2022-09-10,10.5041
2022-09-11,10.5041
2022-09-12,10.5684
2022-09-13,10.2225
2022-09-14,10.2008
2022-09-15,10.1148
2022-09-16,10.1433
2022-09-17,10.1433
2022-09-18,10.1433
2022-09-19,10.3814
2022-09-20,10.2239
2022-09-21,10.1582
2022-09-22,9.9378
2022-09-23,9.7354
2022-09-24,9.7354
2022-09-25,9.7354
2022-09-26,9.744
2022-09-27,9.639
2022-09-28,9.8092
2022-09-29,9.5684
2022-09-30,9.4151
2022-10-01,9.4151
2022-10-02,9.4151
2022-10-03,9.6652
2022-10-04,9.9978
2022-10-05,9.9791
2022-10-06,9.9706
2022-10-07,9.7807
2022-10-08,9.7807
2022-10-09,9.7807
2022-10-10,9.7691
2022-10-11,9.7579
2022-10-12,9.7022
2022-10-13,9.9064
2022-10-14,9.7829
2022-10-15,9.7829
2022-10-16,9.7829
2022-10-17,9.9122
2022-10-18,10.0968
2022-10-19,9.9657
2022-10-20,9.4756
2022-10-21,9.6807
2022-10-22,9.6807
2022-10-23,9.6807
2022-10-24,9.9019
2022-10-25,10.1475
2022-10-26,10.0589
2022-10-27,10.002
2022-10-28,10.2057
2022-10-29,10.2057
2022-10-30,10.2057
2022-10-31,10.317
2022-11-01,10.309
2022-11-02,10.2271
2022-11-03,10.256
2022-11-04,10.6324
2022-11-05,10.6324
2022-11-06,10.6324
2022-11-07,10.6302
2022-11-08,10.6066
2022-11-09,10.5537
2022-11-10,10.939
2022-11-11,10.8624
2022-11-12,10.8624
2022-11-13,10.8624
2022-11-14,10.8375
2022-11-15,10.9514
2022-11-16,10.8478
2022-11-17,10.8651
2022-11-18,10.9545
2022-11-19,10.9545
2022-11-20,10.9545
2022-11-21,10.9639
2022-11-22,11.0996
2022-11-23,11.1677
2022-11-24,11.1677
2022-11-25,11.2393
2022-11-26,11.2393
2022-11-27,11.2393
2022-11-28,11.0591
2022-11-29,11.0791
2022-11-30,11.1423
2022-12-01,11.2108
2022-12-02,11.3363
2022-12-03,11.3363
2022-12-04,11.3363
2022-12-05,11.1014
2022-12-06,10.9866
2022-12-07,10.9479
2022-12-08,10.8558
2022-12-09,10.8415
2022-12-10,10.8415
2022-12-11,10.8415
2022-12-12,10.9234
2022-12-13,10.947
2022-12-14,10.8042
2022-12-15,10.6854
2022-12-16,10.4803
2022-12-17,10.4803
2022-12-18,10.4803
2022-12-19,10.4095
2022-12-20,10.4335
2022-12-21,10.6369
2022-12-22,10.4602
2022-12-23,10.5701
2022-12-24,10.5701
2022-12-25,10.5701
2022-12-26,10.5701
2022-12-27,10.6573
2022-12-28,10.5132
2022-12-29,10.68
2022-12-30,10.5031
2022-12-31,10.5031
2023-01-01,10.5031
2023-01-02,10.5031
2023-01-03,10.5423
2023-01-04,10.6717
2023-01-05,10.5718
2023-01-06,10.8958
2023-01-07,10.8958
2023-01-08,10.8958
2023-01-09,11.0275
2023-01-10,11.2045
2023-01-11,11.315
2023-01-12,11.3727
2023-01-13,11.3978
2023-01-14,11.3978
2023-01-15,11.3978
2023-01-16,11.3978
2023-01-17,11.2468
2023-01-18,11.0491
2023-01-19,10.7673
2023-01-20,10.9399
2023-01-21,10.9399
2023-01-22,10.9399
2023-01-23,10.9584
2023-01-24,11.0521
2023-01-25,11.0372
2023-01-26,11.1362
2023-01-27,11.2058
2023-01-28,11.2058
2023-01-29,11.2058
2023-01-30,11.1204
2023-01-31,11.3943
2023-02-01,11.4665
2023-02-02,11.8011
2023-02-03,11.8755
2023-02-04,11.8755
2023-02-05,11.8755
2023-02-06,11.7769
2023-02-07,11.6413
2023-02-08,11.503
2023-02-09,11.4093
2023-02-10,11.5004
2023-02-11,11.5004
2023-02-12,11.5004
2023-02-13,11.6685
2023-02-14,11.5387
2023-02-15,11.6095
2023-02-16,11.5497
2023-02-17,11.5422
2023-02-18,11.5422
2023-02-19,11.5422
2023-02-20,11.5422
2023-02-21,11.2663
2023-02-22,11.1889
2023-02-23,11.2751
2023-02-24,11.2997
2023-02-25,11.2997
2023-02-26,11.2997
2023-02-27,11.3033
2023-02-28,11.3838
2023-03-01,11.3226
2023-03-02,11.3943
2023-03-03,11.4463
2023-03-04,11.4463
2023-03-05,11.4463
2023-03-06,11.3666
2023-03-07,11.3099
2023-03-08,11.3134
2023-03-09,11.3068
2023-03-10,11.0118
2023-03-11,11.0118
2023-03-12,11.0118
2023-03-13,10.8974
2023-03-14,11.0382
2023-03-15,10.8445
2023-03-16,10.8837
2023-03-17,10.6412
