,DAL US Equity
2023-03-16,12.4774
2023-03-17,12.346
2023-03-18,12.346
2023-03-19,12.346
2023-03-20,12.3776
2023-03-21,12.5089
2023-03-22,12.3128
2023-03-23,12.2025
2023-03-24,12.1062
2023-03-25,12.1062
2023-03-26,12.1062
2023-03-27,12.2007
2023-03-28,12.2602
2023-03-29,12.4091
2023-03-30,12.5474
2023-03-31,10.8784
2023-04-01,10.8784
2023-04-02,10.8784
2023-04-03,10.7968
2023-04-04,10.7245
2023-04-05,10.6538
2023-04-06,10.6891
2023-04-07,10.6891
2023-04-08,10.6891
2023-04-09,10.6891
2023-04-10,10.7322
2023-04-11,10.8261
2023-04-12,10.6968
2023-04-13,10.6517
2023-04-14,10.7134
2023-04-15,10.7134
2023-04-16,10.7134
2023-04-17,10.8399
2023-04-18,10.9586
2023-04-19,11.0465
2023-04-20,10.8476
2023-04-21,10.7998
2023-04-22,10.7998
2023-04-23,10.7998
2023-04-24,10.7674
2023-04-25,10.6116
2023-04-26,10.5561
2023-04-27,10.6456
2023-04-28,10.7967
2023-04-29,10.7967
2023-04-30,10.7967
2023-05-01,10.8599
2023-05-02,10.8306
2023-05-03,10.7689
2023-05-04,10.607
2023-05-05,10.7396
2023-05-06,10.7396
2023-05-07,10.7396
2023-05-08,10.7797
2023-05-09,10.7797
2023-05-10,10.718
2023-05-11,10.6286
2023-05-12,10.6301
2023-05-13,10.6301
2023-05-14,10.6301
2023-05-15,10.7057
2023-05-16,10.7211
2023-05-17,11.0465
2023-05-18,11.0403
2023-05-19,10.9941
2023-05-20,10.9941
2023-05-21,10.9941
2023-05-22,10.974
2023-05-23,11.0434
2023-05-24,10.8923
2023-05-25,11.0187
2023-05-26,11.0403
2023-05-27,11.0403
2023-05-28,11.0403
2023-05-29,11.0403
2023-05-30,11.1005
2023-05-31,11.1082
2023-06-01,11.1159
2023-06-02,11.213
2023-06-03,11.213
2023-06-04,11.213
2023-06-05,11.2269
2023-06-06,11.3102
2023-06-07,11.4012
2023-06-08,11.5368
2023-06-09,11.5631
2023-06-10,11.5631
2023-06-11,11.5631
2023-06-12,11.7049
2023-06-13,11.9146
2023-06-14,12.0118
2023-06-15,12.1182
2023-06-16,12.1043
2023-06-17,12.1043
2023-06-18,12.1043
2023-06-19,12.1043
2023-06-20,12.0565
2023-06-21,12.1043
2023-06-22,12.1274
2023-06-23,12.1151
2023-06-24,12.1151
2023-06-25,12.1151
2023-06-26,12.1583
2023-06-27,12.6132
2023-06-28,12.7088
2023-06-29,12.6471
2023-06-30,10.1301
2023-07-01,10.1301
2023-07-02,10.1301
2023-07-03,10.1826
2023-07-04,10.1826
2023-07-05,10.2526
2023-07-06,10.1038
2023-07-07,10.1726
2023-07-08,10.1726
2023-07-09,10.1726
2023-07-10,10.2451
2023-07-11,10.2701
2023-07-12,10.1814
2023-07-13,10.1579
2023-07-14,10.0052
2023-07-15,10.0052
2023-07-16,10.0052
2023-07-17,10.044
2023-07-18,10.2405
2023-07-19,10.263
2023-07-20,10.2806
2023-07-21,10.263
2023-07-22,10.263
2023-07-23,10.263
2023-07-24,10.1291
2023-07-25,9.9989
2023-07-26,9.9976
2023-07-27,9.9125
2023-07-28,9.9088
2023-07-29,9.9088
2023-07-30,9.9088
2023-07-31,9.9764
2023-08-01,9.8687
2023-08-02,9.7936
2023-08-03,9.7172
2023-08-04,9.7673
2023-08-05,9.7673
2023-08-06,9.7673
2023-08-07,9.8487
2023-08-08,9.9175
2023-08-09,9.8224
2023-08-10,9.8011
2023-08-11,9.7147
2023-08-12,9.7147
2023-08-13,9.7147
2023-08-14,9.7223
2023-08-15,9.5708
2023-08-16,9.527
2023-08-17,9.4156
2023-08-18,9.3793
2023-08-19,9.3793
2023-08-20,9.3793
2023-08-21,9.4106
2023-08-22,9.3943
2023-08-23,9.4681
2023-08-24,9.4306
2023-08-25,9.4056
2023-08-26,9.4056
2023-08-27,9.4056
2023-08-28,9.4944
2023-08-29,9.6647
2023-08-30,9.5971
2023-08-31,9.5533
2023-09-01,9.5508
2023-09-02,9.5508
2023-09-03,9.5508
2023-09-04,9.5508
2023-09-05,9.4131
2023-09-06,9.4068
2023-09-07,9.3342
2023-09-08,9.2954
2023-09-09,9.2954
2023-09-10,9.2954
2023-09-11,9.2979
2023-09-12,9.2791
2023-09-13,9.1364
2023-09-14,9.1089
2023-09-15,9.1802
2023-09-16,9.1802
2023-09-17,9.1802
2023-09-18,9.0538
2023-09-19,9.1239
2023-09-20,9.0525
2023-09-21,8.9799
2023-09-22,8.9011
2023-09-23,8.9011
2023-09-24,8.9011
2023-09-25,8.8873
2023-09-26,8.7884
2023-09-27,8.7747
2023-09-28,8.811
2023-09-29,8.0453
2023-09-30,8.0453
2023-10-01,8.0453
2023-10-02,7.9828
2023-10-03,7.8455
2023-10-04,7.9385
2023-10-05,7.9817
2023-10-06,8.0453
2023-10-07,8.0453
2023-10-08,8.0453
2023-10-09,7.85
2023-10-10,7.9124
2023-10-11,7.9295
2023-10-12,7.8355
2023-10-13,7.7163
2023-10-14,7.7163
2023-10-15,7.7163
2023-10-16,7.7526
2023-10-17,7.7822
2023-10-18,7.6073
2023-10-19,7.5585
2023-10-20,7.504
2023-10-21,7.504
2023-10-22,7.504
2023-10-23,7.4825
2023-10-24,7.4802
2023-10-25,7.4109
2023-10-26,7.4325
2023-10-27,7.3247
2023-10-28,7.3247
2023-10-29,7.3247
2023-10-30,7.3905
2023-10-31,7.3928
2023-11-01,7.3769
2023-11-02,7.4802
2023-11-03,7.6312
2023-11-04,7.6312
2023-11-05,7.6312
2023-11-06,7.5824
2023-11-07,7.6414
2023-11-08,7.7243
2023-11-09,7.6459
2023-11-10,7.7118
2023-11-11,7.7118
2023-11-12,7.7118
2023-11-13,7.7243
2023-11-14,7.8457
2023-11-15,7.9048
2023-11-16,7.8764
2023-11-17,7.9388
2023-11-18,7.9388
2023-11-19,7.9388
2023-11-20,7.9888
2023-11-21,7.9184
2023-11-22,7.9263
2023-11-23,7.9263
2023-11-24,7.9434
2023-11-25,7.9434
2023-11-26,7.9434
2023-11-27,7.9139
2023-11-28,7.9366
2023-11-29,8.0047
2023-11-30,8.0376
2023-12-01,8.1647
2023-12-02,8.1647
2023-12-03,8.1647
2023-12-04,8.1772
2023-12-05,8.1148
2023-12-06,8.2658
2023-12-07,8.4247
2023-12-08,8.4259
2023-12-09,8.4259
2023-12-10,8.4259
2023-12-11,8.444
2023-12-12,8.5269
2023-12-13,8.5212
2023-12-14,8.6631
2023-12-15,8.6518
2023-12-16,8.6518
2023-12-17,8.6518
2023-12-18,8.5201
2023-12-19,8.5167
2023-12-20,8.4247
2023-12-21,8.5133
2023-12-22,8.5144
2023-12-23,8.5144
2023-12-24,8.5144
2023-12-25,8.5144
2023-12-26,8.4724
2023-12-27,8.4531
2023-12-28,8.4576
2023-12-29,8.9295
2023-12-30,8.9295
2023-12-31,8.9295
2024-01-01,8.9295
2024-01-02,8.9551
2024-01-03,8.7558
2024-01-04,8.8094
2024-01-05,8.9656
2024-01-06,8.9656
2024-01-07,8.9656
2024-01-08,9.0926
2024-01-09,9.173
2024-01-10,9.1486
2024-01-11,9.1661
2024-01-12,8.7243
2024-01-13,8.7243
2024-01-14,8.7243
2024-01-15,8.7243
2024-01-16,8.6078
2024-01-17,8.5693
2024-01-18,8.68
2024-01-19,8.5856
2024-01-20,8.5856
2024-01-21,8.5856
2024-01-22,8.5507
2024-01-23,8.6707
2024-01-24,8.6917
2024-01-25,8.9236
2024-01-26,8.8595
2024-01-27,8.8595
2024-01-28,8.8595
2024-01-29,8.9131
2024-01-30,8.8467
2024-01-31,8.8024
2024-02-01,8.8747
2024-02-02,8.9003
2024-02-03,8.9003
2024-02-04,8.9003
2024-02-05,8.8141
2024-02-06,8.9236
2024-02-07,8.9271
2024-02-08,8.9434
2024-02-09,8.9621
2024-02-10,8.9621
2024-02-11,8.9621
2024-02-12,8.9692
2024-02-13,8.9028
2024-02-14,8.9995
2024-02-15,9.0182
2024-02-16,8.9156
2024-02-17,8.9156
2024-02-18,8.9156
2024-02-19,8.9156
2024-02-20,8.9716
2024-02-21,8.9902
2024-02-22,9.1487
2024-02-23,9.1021
2024-02-24,9.1021
2024-02-25,9.1021
2024-02-26,9.1102
2024-02-27,9.1324
2024-02-28,9.1359
2024-02-29,9.1661
2024-03-01,9.1533
2024-03-02,9.1533
2024-03-03,9.1533
2024-03-04,9.0846
2024-03-05,9.1114
2024-03-06,9.137
2024-03-07,9.2256
2024-03-08,9.1627
2024-03-09,9.1627
2024-03-10,9.1627
2024-03-11,9.2139
2024-03-12,9.2232
2024-03-13,9.3572
2024-03-14,9.2582
2024-03-15,9.2652
2024-03-16,9.2652
2024-03-17,9.2652
2024-03-18,9.3025
2024-03-19,9.3374
2024-03-20,9.5285
2024-03-21,9.6008
2024-03-22,9.553
2024-03-23,9.553
2024-03-24,9.553
2024-03-25,9.5332
2024-03-26,9.5926
2024-03-27,9.7534
2024-03-28,8.2094
2024-03-29,8.2094
2024-03-30,8.2094
2024-03-31,8.2094
2024-04-01,8.2446
2024-04-02,8.1121
2024-04-03,8.079
2024-04-04,8.0098
2024-04-05,8.0278
2024-04-06,8.0278
2024-04-07,8.0278
2024-04-08,8.1232
