,OXM US Equity
2020-03-27,7.8377
2020-03-28,7.8377
2020-03-29,7.8377
2020-03-30,7.8185
2020-03-31,7.7835
2020-04-01,7.3635
2020-04-02,7.2283
2020-04-03,7.1382
2020-04-04,7.1382
2020-04-05,7.1382
2020-04-06,7.8199
2020-04-07,8.0074
2020-04-08,8.1978
2020-04-09,8.4754
2020-04-10,8.4754
2020-04-11,8.4754
2020-04-12,8.4754
2020-04-13,8.2428
2020-04-14,8.4216
2020-04-15,8.0975
2020-04-16,7.8228
2020-04-17,8.2632
2020-04-18,8.2632
2020-04-19,8.2632
2020-04-20,8.0742
2020-04-21,7.8533
2020-04-22,7.6847
2020-04-23,7.7923
2020-04-24,7.9085
2020-04-25,7.9085
2020-04-26,7.9085
2020-04-27,8.362
2020-04-28,8.9231
2020-04-29,9.4332
2020-04-30,8.6062
2020-05-01,8.6062
2020-05-02,8.6062
2020-05-03,8.6062
2020-05-04,8.6062
2020-05-05,8.6062
2020-05-06,8.6062
2020-05-07,8.6062
2020-05-08,8.6062
2020-05-09,8.6062
2020-05-10,8.6062
2020-05-11,8.6062
2020-05-12,8.6062
2020-05-13,8.6062
2020-05-14,8.6062
2020-05-15,8.6062
2020-05-16,8.6062
2020-05-17,8.6062
2020-05-18,8.6062
2020-05-19,8.6062
2020-05-20,8.6062
2020-05-21,8.6062
2020-05-22,8.6062
2020-05-23,8.6062
2020-05-24,8.6062
2020-05-25,8.6062
2020-05-26,8.6062
2020-05-27,8.6062
2020-05-28,8.6062
2020-05-29,8.6062
2020-05-30,8.6062
2020-05-31,8.6062
2020-06-01,8.6062
2020-06-02,8.6062
2020-06-03,8.6062
2020-06-04,8.6062
2020-06-05,8.6062
2020-06-06,8.6062
2020-06-07,8.6062
2020-06-08,8.6062
2020-06-09,8.6062
2020-06-10,8.6062
2020-06-11,8.6062
2020-06-12,8.6062
2020-06-13,8.6062
2020-06-14,8.6062
2020-06-15,8.6062
2020-06-16,8.6062
2020-06-17,8.6062
2020-06-18,8.6062
2020-06-19,8.6062
2020-06-20,8.6062
2020-06-21,8.6062
2020-06-22,8.6062
2020-06-23,8.6062
2020-06-24,8.6062
2020-06-25,8.6062
2020-06-26,8.6062
2020-06-27,8.6062
2020-06-28,8.6062
2020-06-29,8.6062
2020-06-30,8.6062
2020-07-01,8.6062
2020-07-02,8.6062
2020-07-03,8.6062
2020-07-04,8.6062
2020-07-05,8.6062
2020-07-06,8.6062
2020-07-07,8.6062
2020-07-08,8.6062
2020-07-09,8.6062
2020-07-10,8.6062
2020-07-11,8.6062
2020-07-12,8.6062
2020-07-13,8.6062
2020-07-14,8.6062
2020-07-15,8.6062
2020-07-16,8.6062
2020-07-17,8.6062
2020-07-18,8.6062
2020-07-19,8.6062
2020-07-20,8.6062
2020-07-21,8.6062
2020-07-22,8.6062
2020-07-23,8.6062
2020-07-24,8.6062
2020-07-25,8.6062
2020-07-26,8.6062
2020-07-27,8.6062
2020-07-28,8.6062
2020-07-29,8.6062
2020-07-30,8.6062
2020-07-31,8.6062
2020-08-01,8.6062
2020-08-02,8.6062
2020-08-03,8.6062
2020-08-04,8.6062
2020-08-05,8.6062
2020-08-06,8.6062
2020-08-07,8.6062
2020-08-08,8.6062
2020-08-09,8.6062
2020-08-10,8.6062
2020-08-11,8.6062
2020-08-12,8.6062
2020-08-13,8.6062
2020-08-14,8.6062
2020-08-15,8.6062
2020-08-16,8.6062
2020-08-17,8.6062
2020-08-18,8.6062
2020-08-19,8.6062
2020-08-20,8.6062
2020-08-21,8.6062
2020-08-22,8.6062
2020-08-23,8.6062
2020-08-24,8.6062
2020-08-25,8.6062
2020-08-26,8.6062
2020-08-27,8.6062
2020-08-28,8.6062
2020-08-29,8.6062
2020-08-30,8.6062
2020-08-31,8.6062
2020-09-01,8.6062
2020-09-02,8.6062
2020-09-03,8.6062
2020-09-04,8.6062
2020-09-05,8.6062
2020-09-06,8.6062
2020-09-07,8.6062
2020-09-08,8.6062
2020-09-09,8.6062
2020-09-10,8.6062
2020-09-11,8.6062
2020-09-12,8.6062
2020-09-13,8.6062
2020-09-14,8.6062
2020-09-15,8.6062
2020-09-16,8.6062
2020-09-17,8.6062
2020-09-18,8.6062
2020-09-19,8.6062
2020-09-20,8.6062
2020-09-21,8.6062
2020-09-22,8.6062
2020-09-23,8.6062
2020-09-24,8.6062
2020-09-25,8.6062
2020-09-26,8.6062
2020-09-27,8.6062
2020-09-28,8.6062
2020-09-29,8.6062
2020-09-30,8.6062
2020-10-01,8.6062
2020-10-02,8.6062
2020-10-03,8.6062
2020-10-04,8.6062
2020-10-05,8.6062
2020-10-06,8.6062
2020-10-07,8.6062
2020-10-08,8.6062
2020-10-09,8.6062
2020-10-10,8.6062
2020-10-11,8.6062
2020-10-12,8.6062
2020-10-13,8.6062
2020-10-14,8.6062
2020-10-15,8.6062
2020-10-16,8.6062
2020-10-17,8.6062
2020-10-18,8.6062
2020-10-19,8.6062
2020-10-20,8.6062
2020-10-21,8.6062
2020-10-22,8.6062
2020-10-23,8.6062
2020-10-24,8.6062
2020-10-25,8.6062
2020-10-26,8.6062
2020-10-27,8.6062
2020-10-28,8.6062
2020-10-29,8.6062
2020-10-30,8.6062
2020-10-31,8.6062
2020-11-01,8.6062
2020-11-02,8.6062
2020-11-03,8.6062
2020-11-04,8.6062
2020-11-05,8.6062
2020-11-06,8.6062
2020-11-07,8.6062
2020-11-08,8.6062
2020-11-09,8.6062
2020-11-10,8.6062
2020-11-11,8.6062
2020-11-12,8.6062
2020-11-13,8.6062
2020-11-14,8.6062
2020-11-15,8.6062
2020-11-16,8.6062
2020-11-17,8.6062
2020-11-18,8.6062
2020-11-19,8.6062
2020-11-20,8.6062
2020-11-21,8.6062
2020-11-22,8.6062
2020-11-23,8.6062
2020-11-24,8.6062
2020-11-25,8.6062
2020-11-26,8.6062
2020-11-27,8.6062
2020-11-28,8.6062
2020-11-29,8.6062
2020-11-30,8.6062
2020-12-01,8.6062
2020-12-02,8.6062
2020-12-03,8.6062
2020-12-04,8.6062
2020-12-05,8.6062
2020-12-06,8.6062
2020-12-07,8.6062
2020-12-08,8.6062
2020-12-09,8.6062
2020-12-10,8.6062
2020-12-11,8.6062
2020-12-12,8.6062
2020-12-13,8.6062
2020-12-14,8.6062
2020-12-15,8.6062
2020-12-16,8.6062
2020-12-17,8.6062
2020-12-18,8.6062
2020-12-19,8.6062
2020-12-20,8.6062
2020-12-21,8.6062
2020-12-22,8.6062
2020-12-23,8.6062
2020-12-24,8.6062
2020-12-25,8.6062
2020-12-26,8.6062
2020-12-27,8.6062
2020-12-28,8.6062
2020-12-29,8.6062
2020-12-30,8.6062
2020-12-31,8.6062
2021-01-01,8.6062
2021-01-02,8.6062
2021-01-03,8.6062
2021-01-04,8.6062
2021-01-05,8.6062
2021-01-06,8.6062
2021-01-07,8.6062
2021-01-08,8.6062
2021-01-09,8.6062
2021-01-10,8.6062
2021-01-11,8.6062
2021-01-12,8.6062
2021-01-13,8.6062
2021-01-14,8.6062
2021-01-15,8.6062
2021-01-16,8.6062
2021-01-17,8.6062
2021-01-18,8.6062
2021-01-19,8.6062
2021-01-20,8.6062
2021-01-21,8.6062
2021-01-22,8.6062
2021-01-23,8.6062
2021-01-24,8.6062
2021-01-25,8.6062
2021-01-26,8.6062
2021-01-27,8.6062
2021-01-28,8.6062
2021-01-29,8.6062
2021-01-30,8.6062
2021-01-31,8.6062
2021-02-01,8.6062
2021-02-02,8.6062
2021-02-03,8.6062
2021-02-04,8.6062
2021-02-05,8.6062
2021-02-06,8.6062
2021-02-07,8.6062
2021-02-08,8.6062
2021-02-09,8.6062
2021-02-10,8.6062
2021-02-11,8.6062
2021-02-12,8.6062
2021-02-13,8.6062
2021-02-14,8.6062
2021-02-15,8.6062
2021-02-16,8.6062
2021-02-17,8.6062
2021-02-18,8.6062
2021-02-19,8.6062
2021-02-20,8.6062
2021-02-21,8.6062
2021-02-22,8.6062
2021-02-23,8.6062
2021-02-24,8.6062
2021-02-25,8.6062
2021-02-26,8.6062
2021-02-27,8.6062
2021-02-28,8.6062
2021-03-01,8.6062
2021-03-02,8.6062
2021-03-03,8.6062
2021-03-04,8.6062
2021-03-05,8.6062
2021-03-06,8.6062
2021-03-07,8.6062
2021-03-08,8.6062
2021-03-09,8.6062
2021-03-10,8.6062
2021-03-11,8.6062
2021-03-12,8.6062
2021-03-13,8.6062
2021-03-14,8.6062
2021-03-15,8.6062
2021-03-16,8.6062
2021-03-17,8.6062
2021-03-18,8.6062
2021-03-19,8.6062
2021-03-20,8.6062
2021-03-21,8.6062
2021-03-22,8.6062
2021-03-23,8.6062
2021-03-24,8.6062
2021-03-25,8.6062
2021-03-26,8.6062
2021-03-27,8.6062
2021-03-28,8.6062
2021-03-29,8.6062
2021-03-30,8.6062
2021-03-31,8.6062
2021-04-01,8.6062
2021-04-02,8.6062
2021-04-03,8.6062
2021-04-04,8.6062
2021-04-05,8.6062
2021-04-06,8.6062
2021-04-07,8.6062
2021-04-08,8.6062
2021-04-09,8.6062
2021-04-10,8.6062
2021-04-11,8.6062
2021-04-12,8.6062
2021-04-13,8.6062
2021-04-14,8.6062
2021-04-15,8.6062
2021-04-16,8.6062
2021-04-17,8.6062
2021-04-18,8.6062
2021-04-19,8.6062
2021-04-20,8.6062
2021-04-21,8.6062
2021-04-22,8.6062
2021-04-23,8.6062
2021-04-24,8.6062
2021-04-25,8.6062
2021-04-26,8.6062
2021-04-27,8.6062
2021-04-28,8.6062
2021-04-29,8.6062
2021-04-30,8.6062
2021-05-01,8.6062
2021-05-02,8.6062
2021-05-03,8.6062
2021-05-04,8.6062
2021-05-05,8.6062
2021-05-06,8.6062
2021-05-07,8.6062
2021-05-08,8.6062
2021-05-09,8.6062
2021-05-10,8.6062
2021-05-11,8.6062
2021-05-12,8.6062
2021-05-13,8.6062
2021-05-14,8.6062
2021-05-15,8.6062
2021-05-16,8.6062
2021-05-17,8.6062
2021-05-18,8.6062
2021-05-19,8.6062
2021-05-20,8.6062
2021-05-21,8.6062
2021-05-22,8.6062
2021-05-23,8.6062
2021-05-24,8.6062
2021-05-25,8.6062
2021-05-26,8.6062
2021-05-27,8.6062
2021-05-28,8.6062
2021-05-29,8.6062
2021-05-30,8.6062
2021-05-31,8.6062
2021-06-01,8.6062
2021-06-02,8.6062
2021-06-03,8.6062
2021-06-04,8.6062
2021-06-05,8.6062
2021-06-06,8.6062
2021-06-07,8.6062
2021-06-08,8.6062
2021-06-09,8.6062
2021-06-10,8.6062
2021-06-11,8.6062
2021-06-12,8.6062
2021-06-13,8.6062
2021-06-14,8.6062
2021-06-15,8.6062
2021-06-16,8.6062
2021-06-17,8.6062
2021-06-18,8.6062
2021-06-19,8.6062
2021-06-20,8.6062
2021-06-21,8.6062
2021-06-22,8.6062
2021-06-23,8.6062
2021-06-24,8.6062
2021-06-25,8.6062
2021-06-26,8.6062
2021-06-27,8.6062
2021-06-28,8.6062
2021-06-29,8.6062
2021-06-30,8.6062
2021-07-01,8.6062
2021-07-02,8.6062
2021-07-03,8.6062
2021-07-04,8.6062
2021-07-05,8.6062
2021-07-06,8.6062
2021-07-07,8.6062
2021-07-08,8.6062
2021-07-09,8.6062
2021-07-10,8.6062
2021-07-11,8.6062
2021-07-12,8.6062
2021-07-13,8.6062
2021-07-14,8.6062
2021-07-15,8.6062
2021-07-16,8.6062
2021-07-17,8.6062
2021-07-18,8.6062
2021-07-19,8.6062
2021-07-20,8.6062
2021-07-21,8.6062
2021-07-22,8.6062
2021-07-23,8.6062
2021-07-24,8.6062
2021-07-25,8.6062
2021-07-26,8.6062
2021-07-27,8.6062
2021-07-28,8.6062
2021-07-29,8.6062
2021-07-30,21.5319
2021-07-31,21.5319
2021-08-01,21.5319
2021-08-02,21.3107
2021-08-03,21.4318
2021-08-04,21.1151
2021-08-05,21.2944
2021-08-06,21.83
2021-08-07,21.83
2021-08-08,21.83
2021-08-09,21.7438
2021-08-10,22.6962
2021-08-11,23.1736
2021-08-12,22.8266
2021-08-13,22.7661
2021-08-14,22.7661
2021-08-15,22.7661
2021-08-16,22.7637
2021-08-17,22.1909
2021-08-18,22.0582
2021-08-19,21.9976
2021-08-20,22.3981
2021-08-21,22.3981
2021-08-22,22.3981
2021-08-23,22.5565
2021-08-24,23.0106
2021-08-25,23.0478
2021-08-26,22.4331
2021-08-27,23.2015
2021-08-28,23.2015
2021-08-29,23.2015
2021-08-30,22.9034
2021-08-31,22.3166
2021-09-01,22.9174
2021-09-02,23.0711
2021-09-03,23.2162
2021-09-04,23.2162
2021-09-05,23.2162
2021-09-06,23.2162
2021-09-07,21.9609
2021-09-08,22.11
2021-09-09,22.2497
2021-09-10,22.0168
2021-09-11,22.0168
2021-09-12,22.0168
2021-09-13,22.3196
2021-09-14,21.6675
2021-09-15,21.77
2021-09-16,21.4812
2021-09-17,21.5068
2021-09-18,21.5068
2021-09-19,21.5068
2021-09-20,21.1225
2021-09-21,21.1947
2021-09-22,21.6256
2021-09-23,21.8049
2021-09-24,22.1612
2021-09-25,22.1612
2021-09-26,22.1612
2021-09-27,23.1463
2021-09-28,23.158
2021-09-29,23.2977
2021-09-30,22.2893
2021-10-01,22.8017
2021-10-02,22.8017
2021-10-03,22.8017
2021-10-04,23.0392
2021-10-05,23.1137
2021-10-06,22.5222
2021-10-07,22.96
2021-10-08,22.1216
2021-10-09,22.1216
2021-10-10,22.1216
2021-10-11,22.0308
2021-10-12,22.4826
2021-10-13,22.5827
2021-10-14,22.8552
2021-10-15,22.7225
2021-10-16,22.7225
2021-10-17,22.7225
2021-10-18,22.7201
2021-10-19,22.4919
2021-10-20,22.5408
2021-10-21,22.811
2021-10-22,22.6875
2021-10-23,22.6875
2021-10-24,22.6875
2021-10-25,22.6153
2021-10-26,22.429
2021-10-27,21.9935
2021-10-28,22.4756
2021-10-29,14.0606
2021-10-30,14.0606
2021-10-31,14.0606
2021-11-01,14.633
2021-11-02,14.0823
2021-11-03,14.6663
2021-11-04,14.8383
2021-11-05,15.113
2021-11-06,15.113
2021-11-07,15.113
2021-11-08,15.2026
2021-11-09,15.379
2021-11-10,15.3313
2021-11-11,15.3602
2021-11-12,15.4296
2021-11-13,15.4296
2021-11-14,15.4296
2021-11-15,15.6175
2021-11-16,15.7418
2021-11-17,15.7577
2021-11-18,16.1134
2021-11-19,16.0425
2021-11-20,16.0425
2021-11-21,16.0425
2021-11-22,16.3779
2021-11-23,16.2463
2021-11-24,15.6305
2021-11-25,15.6305
2021-11-26,15.0638
2021-11-27,15.0638
2021-11-28,15.0638
2021-11-29,14.9612
2021-11-30,14.4682
2021-12-01,14.4798
2021-12-02,14.7068
2021-12-03,14.8239
2021-12-04,14.8239
2021-12-05,14.8239
2021-12-06,15.5062
2021-12-07,16.0237
2021-12-08,15.778
2021-12-09,15.1877
2021-12-10,15.046
2021-12-11,15.046
2021-12-12,15.046
2021-12-13,14.585
2021-12-14,14.6731
2021-12-15,14.7396
2021-12-16,14.2612
2021-12-17,14.5965
2021-12-18,14.5965
2021-12-19,14.5965
2021-12-20,14.069
2021-12-21,14.5315
2021-12-22,14.6153
2021-12-23,14.5315
2021-12-24,14.5315
2021-12-25,14.5315
2021-12-26,14.5315
2021-12-27,14.9983
2021-12-28,14.9911
2021-12-29,15.2267
2021-12-30,15.2831
2021-12-31,15.3293
2022-01-01,15.3293
2022-01-02,15.3293
2022-01-03,15.0576
2022-01-04,15.0475
2022-01-05,15.0316
2022-01-06,15.1718
2022-01-07,14.8018
2022-01-08,14.8018
2022-01-09,14.8018
2022-01-10,14.6356
2022-01-11,14.5922
2022-01-12,14.491
2022-01-13,14.546
2022-01-14,14.215
2022-01-15,14.215
2022-01-16,14.215
2022-01-17,14.215
2022-01-18,13.9982
2022-01-19,13.9837
2022-01-20,13.4403
2022-01-21,13.3825
2022-01-22,13.3825
2022-01-23,13.3825
2022-01-24,13.8421
2022-01-25,13.6239
2022-01-26,13.29
2022-01-27,13.3565
2022-01-28,8.5699
2022-01-29,8.5699
2022-01-30,8.5699
2022-01-31,8.7169
2022-02-01,8.9149
2022-02-02,8.9384
2022-02-03,8.7537
2022-02-04,8.7118
2022-02-05,8.7118
2022-02-06,8.7118
2022-02-07,8.8404
2022-02-08,9.1496
2022-02-09,9.2037
2022-02-10,9.1456
2022-02-11,9.12
2022-02-12,9.12
2022-02-13,9.12
2022-02-14,9.0313
2022-02-15,9.2517
2022-02-16,9.1425
2022-02-17,9.0282
2022-02-18,9.018
2022-02-19,9.018
2022-02-20,9.018
2022-02-21,9.018
2022-02-22,8.8435
2022-02-23,8.8353
2022-02-24,9.0088
2022-02-25,9.2139
2022-02-26,9.2139
2022-02-27,9.2139
2022-02-28,9.3293
2022-03-01,9.0088
2022-03-02,9.3487
2022-03-03,9.2895
2022-03-04,9.017
2022-03-05,9.017
2022-03-06,9.017
2022-03-07,8.7659
2022-03-08,8.9108
2022-03-09,9.0711
2022-03-10,8.8486
2022-03-11,8.8098
2022-03-12,8.8098
2022-03-13,8.8098
2022-03-14,8.8077
2022-03-15,8.7996
2022-03-16,8.8935
2022-03-17,9.0649
2022-03-18,9.1782
2022-03-19,9.1782
2022-03-20,9.1782
2022-03-21,9.1507
2022-03-22,9.0415
2022-03-23,8.7414
2022-03-24,9.6885
2022-03-25,9.6906
2022-03-26,9.6906
2022-03-27,9.6906
2022-03-28,9.3709
2022-03-29,9.6455
2022-03-30,9.3699
2022-03-31,9.3122
2022-04-01,9.2744
2022-04-02,9.2744
2022-04-03,9.2744
2022-04-04,9.4117
2022-04-05,9.347
2022-04-06,9.0516
2022-04-07,9.2068
2022-04-08,9.359
2022-04-09,9.359
2022-04-10,9.359
2022-04-11,9.1879
2022-04-12,9.358
2022-04-13,9.5122
2022-04-14,9.5112
2022-04-15,9.5112
2022-04-16,9.5112
2022-04-17,9.5112
2022-04-18,9.6694
2022-04-19,9.8256
2022-04-20,9.9321
2022-04-21,9.8375
2022-04-22,9.5162
2022-04-23,9.5162
2022-04-24,9.5162
2022-04-25,9.8166
2022-04-26,9.5301
2022-04-27,9.5281
2022-04-28,9.6525
2022-04-29,7.4992
2022-04-30,7.4992
2022-05-01,7.4992
2022-05-02,7.5335
2022-05-03,7.4618
2022-05-04,7.5415
2022-05-05,7.23
2022-05-06,7.0868
2022-05-07,7.0868
2022-05-08,7.0868
2022-05-09,6.9397
2022-05-10,6.8297
2022-05-11,6.7229
2022-05-12,6.9215
2022-05-13,7.0006
2022-05-14,7.0006
2022-05-15,7.0006
2022-05-16,7.0837
2022-05-17,7.2585
2022-05-18,6.9776
2022-05-19,6.946
2022-05-20,6.8922
2022-05-21,6.8922
2022-05-22,6.8922
2022-05-23,6.9587
2022-05-24,6.635
2022-05-25,7.0631
2022-05-26,7.3479
2022-05-27,7.5853
2022-05-28,7.5853
2022-05-29,7.5853
2022-05-30,7.5853
2022-05-31,7.5703
2022-06-01,7.6193
2022-06-02,7.7989
2022-06-03,7.8353
2022-06-04,7.8353
2022-06-05,7.8353
2022-06-06,7.7791
2022-06-07,7.6533
2022-06-08,7.6272
2022-06-09,7.7939
2022-06-10,7.5988
2022-06-11,7.5988
2022-06-12,7.5988
2022-06-13,7.2025
2022-06-14,7.2163
2022-06-15,7.3906
2022-06-16,6.8115
2022-06-17,7.1824
2022-06-18,7.1824
2022-06-19,7.1824
2022-06-20,7.1824
2022-06-21,7.3636
2022-06-22,7.3019
2022-06-23,7.4793
2022-06-24,7.689
2022-06-25,7.689
2022-06-26,7.689
2022-06-27,7.7083
2022-06-28,7.5926
2022-06-29,7.3598
2022-06-30,7.2001
2022-07-01,7.1014
2022-07-02,7.1014
2022-07-03,7.1014
2022-07-04,7.1014
2022-07-05,7.2171
2022-07-06,7.123
2022-07-07,7.2364
2022-07-08,7.1801
2022-07-09,7.1801
2022-07-10,7.1801
2022-07-11,7.0089
2022-07-12,7.0305
2022-07-13,6.9603
2022-07-14,6.7876
2022-07-15,6.9673
2022-07-16,6.9673
2022-07-17,6.9673
2022-07-18,7.1238
2022-07-19,7.3999
2022-07-20,7.5171
2022-07-21,7.5965
2022-07-22,7.5988
2022-07-23,7.5988
2022-07-24,7.5988
2022-07-25,7.5926
2022-07-26,7.3991
2022-07-27,7.6011
2022-07-28,7.7013
2022-07-29,7.323
2022-07-30,7.323
2022-07-31,7.323
2022-08-01,7.4377
2022-08-02,7.2583
2022-08-03,7.4139
2022-08-04,7.571
2022-08-05,7.5911
2022-08-06,7.5911
2022-08-07,7.5911
2022-08-08,7.705
2022-08-09,7.5762
2022-08-10,7.9417
2022-08-11,8.0102
2022-08-12,8.145
2022-08-13,8.145
2022-08-14,8.145
2022-08-15,8.2887
2022-08-16,8.8359
2022-08-17,8.885
2022-08-18,8.9714
2022-08-19,9.0034
2022-08-20,9.0034
2022-08-21,9.0034
2022-08-22,8.8374
2022-08-23,8.9624
2022-08-24,8.7465
2022-08-25,8.7994
2022-08-26,8.6654
2022-08-27,8.6654
2022-08-28,8.6654
2022-08-29,8.7026
2022-08-30,8.4383
2022-08-31,8.1666
2022-09-01,7.8464
2022-09-02,7.1301
2022-09-03,7.1301
2022-09-04,7.1301
2022-09-05,7.1301
2022-09-06,6.9665
2022-09-07,6.9256
2022-09-08,6.9583
2022-09-09,7.0721
2022-09-10,7.0721
2022-09-11,7.0721
2022-09-12,7.0885
2022-09-13,6.6652
2022-09-14,6.6362
2022-09-15,6.8244
2022-09-16,6.6697
2022-09-17,6.6697
2022-09-18,6.6697
2022-09-19,6.9166
2022-09-20,7.3109
2022-09-21,7.0781
2022-09-22,7.0416
2022-09-23,6.7545
2022-09-24,6.7545
2022-09-25,6.7545
2022-09-26,6.8445
2022-09-27,6.9851
2022-09-28,7.1815
2022-09-29,6.9018
2022-09-30,6.8988
2022-10-01,6.8988
2022-10-02,6.8988
2022-10-03,6.6913
2022-10-04,6.9382
2022-10-05,7.0
2022-10-06,7.0312
2022-10-07,6.8787
2022-10-08,6.8787
2022-10-09,6.8787
2022-10-10,6.8512
2022-10-11,6.9829
2022-10-12,6.9315
2022-10-13,7.0089
2022-10-14,6.7984
2022-10-15,6.7984
2022-10-16,6.7984
2022-10-17,7.1376
2022-10-18,7.2276
2022-10-19,7.1443
2022-10-20,6.9509
2022-10-21,7.174
2022-10-22,7.174
2022-10-23,7.174
2022-10-24,7.264
2022-10-25,7.415
2022-10-26,7.4485
2022-10-27,7.3756
2022-10-28,9.5052
2022-10-29,9.5052
2022-10-30,9.5052
2022-10-31,9.6019
2022-11-01,9.6714
2022-11-02,9.4069
2022-11-03,9.4289
2022-11-04,9.6041
2022-11-05,9.6041
2022-11-06,9.6041
2022-11-07,9.3669
2022-11-08,9.2846
2022-11-09,8.9582
2022-11-10,9.7197
2022-11-11,9.9282
2022-11-12,9.9282
2022-11-13,9.9282
2022-11-14,9.9917
2022-11-15,10.4412
2022-11-16,10.0544
2022-11-17,10.1012
2022-11-18,10.1503
2022-11-19,10.1503
2022-11-20,10.1503
2022-11-21,10.1148
2022-11-22,10.5673
2022-11-23,10.5772
2022-11-24,10.5772
2022-11-25,10.4525
2022-11-26,10.4525
2022-11-27,10.4525
2022-11-28,10.343
2022-11-29,10.3022
2022-11-30,10.4427
2022-12-01,10.4918
2022-12-02,10.6497
2022-12-03,10.6497
2022-12-04,10.6497
2022-12-05,10.2183
2022-12-06,10.1156
2022-12-07,10.0899
2022-12-08,9.5376
2022-12-09,9.4612
2022-12-10,9.4612
2022-12-11,9.4612
2022-12-12,9.6521
2022-12-13,9.6603
2022-12-14,9.59
2022-12-15,9.3797
2022-12-16,9.2786
2022-12-17,9.2786
2022-12-18,9.2786
2022-12-19,9.1199
2022-12-20,8.9223
2022-12-21,9.1626
2022-12-22,9.096
2022-12-23,9.1072
2022-12-24,9.1072
2022-12-25,9.1072
2022-12-26,9.1072
2022-12-27,9.1372
2022-12-28,8.9029
2022-12-29,9.0668
2022-12-30,8.8909
2022-12-31,8.8909
2023-01-01,8.8909
2023-01-02,8.8909
2023-01-03,8.8116
2023-01-04,8.9635
2023-01-05,8.9792
2023-01-06,9.2981
2023-01-07,9.2981
2023-01-08,9.2981
2023-01-09,9.5907
2023-01-10,9.8684
2023-01-11,9.8445
2023-01-12,9.7921
2023-01-13,9.9373
2023-01-14,9.9373
2023-01-15,9.9373
2023-01-16,9.9373
2023-01-17,9.8579
2023-01-18,9.8377
2023-01-19,9.8183
2023-01-20,10.1035
2023-01-21,10.1035
2023-01-22,10.1035
2023-01-23,10.2285
2023-01-24,10.3811
2023-01-25,10.4717
2023-01-26,10.4799
2023-01-27,10.2997
2023-01-28,10.2997
2023-01-29,10.2997
2023-01-30,10.188
2023-01-31,10.299
2023-02-01,10.3631
2023-02-02,10.6255
2023-02-03,10.4301
2023-02-04,10.4301
2023-02-05,10.4301
2023-02-06,10.3689
2023-02-07,10.2154
2023-02-08,9.7959
2023-02-09,9.9602
2023-02-10,10.0712
2023-02-11,10.0712
2023-02-12,10.0712
2023-02-13,10.3228
2023-02-14,10.2557
2023-02-15,10.3264
2023-02-16,10.2773
2023-02-17,10.3927
2023-02-18,10.3927
2023-02-19,10.3927
2023-02-20,10.3927
2023-02-21,10.0669
2023-02-22,10.2478
2023-02-23,10.2363
2023-02-24,10.1894
2023-02-25,10.1894
2023-02-26,10.1894
2023-02-27,10.2211
2023-02-28,10.3271
2023-03-01,10.2593
2023-03-02,10.2557
2023-03-03,10.5332
2023-03-04,10.5332
2023-03-05,10.5332
2023-03-06,10.1916
2023-03-07,10.1548
2023-03-08,10.1563
2023-03-09,10.0107
2023-03-10,9.8485
2023-03-11,9.8485
2023-03-12,9.8485
2023-03-13,9.7216
2023-03-14,10.0726
