,HCC US Equity
2020-05-30,3.4953
2020-05-31,3.4953
2020-06-01,3.5471
2020-06-02,3.6486
2020-06-03,3.7998
2020-06-04,3.8396
2020-06-05,4.0247
2020-06-06,4.0247
2020-06-07,4.0247
2020-06-08,4.2814
2020-06-09,4.158
2020-06-10,4.0207
2020-06-11,3.6784
2020-06-12,3.8058
2020-06-13,3.8058
2020-06-14,3.8058
2020-06-15,3.8973
2020-06-16,3.9869
2020-06-17,3.8854
2020-06-18,3.7341
2020-06-19,3.6943
2020-06-20,3.6943
2020-06-21,3.6943
2020-06-22,3.8098
2020-06-23,3.7103
2020-06-24,3.8277
2020-06-25,3.7799
2020-06-26,3.6366
2020-06-27,3.6366
2020-06-28,3.6366
2020-06-29,3.7361
2020-06-30,9.3446
2020-07-01,8.9208
2020-07-02,9.113
2020-07-03,9.113
2020-07-04,9.113
2020-07-05,9.113
2020-07-06,9.2411
2020-07-07,9.1179
2020-07-08,9.0588
2020-07-09,9.0637
2020-07-10,9.2904
2020-07-11,9.2904
2020-07-12,9.2904
2020-07-13,9.246
2020-07-14,9.5368
2020-07-15,9.6353
2020-07-16,9.591
2020-07-17,9.5959
2020-07-18,9.5959
2020-07-19,9.5959
2020-07-20,9.5959
2020-07-21,9.6353
2020-07-22,9.3298
2020-07-23,9.5023
2020-07-24,9.6107
2020-07-25,9.6107
2020-07-26,9.6107
2020-07-27,9.7487
2020-07-28,9.5762
2020-07-29,9.8669
2020-07-30,9.6994
2020-07-31,9.6058
2020-08-01,9.6058
2020-08-02,9.6058
2020-08-03,9.724
2020-08-04,9.5762
2020-08-05,9.6183
2020-08-06,9.1155
2020-08-07,9.0219
2020-08-08,9.0219
2020-08-09,9.0219
2020-08-10,9.4458
2020-08-11,9.6381
2020-08-12,9.3965
2020-08-13,9.3275
2020-08-14,9.5099
2020-08-15,9.5099
2020-08-16,9.5099
2020-08-17,9.5345
2020-08-18,9.5641
2020-08-19,9.2831
2020-08-20,9.1845
2020-08-21,8.9578
2020-08-22,8.9578
2020-08-23,8.9578
2020-08-24,9.1155
2020-08-25,9.2092
2020-08-26,9.2486
2020-08-27,9.1845
2020-08-28,9.4212
2020-08-29,9.4212
2020-08-30,9.4212
2020-08-31,9.3867
2020-09-01,9.5937
2020-09-02,9.5395
2020-09-03,9.6627
2020-09-04,10.1064
2020-09-05,10.1064
2020-09-06,10.1064
2020-09-07,10.1064
2020-09-08,9.7465
2020-09-09,9.7909
2020-09-10,9.9486
2020-09-11,10.5796
2020-09-12,10.5796
2020-09-13,10.5796
2020-09-14,11.0922
2020-09-15,11.1317
2020-09-16,11.3042
2020-09-17,11.9648
2020-09-18,12.0141
2020-09-19,12.0141
2020-09-20,12.0141
2020-09-21,10.8655
2020-09-22,10.7866
2020-09-23,10.3479
2020-09-24,10.3627
2020-09-25,10.4859
2020-09-26,10.4859
2020-09-27,10.4859
2020-09-28,10.6979
2020-09-29,10.3775
2020-09-30,30.6944
2020-10-01,31.1073
2020-10-02,31.3138
2020-10-03,31.3138
2020-10-04,31.3138
2020-10-05,31.9036
2020-10-06,30.7387
2020-10-07,30.547
2020-10-08,31.1368
2020-10-09,29.9423
2020-10-10,29.9423
2020-10-11,29.9423
2020-10-12,29.087
2020-10-13,28.158
2020-10-14,28.4382
2020-10-15,28.1433
2020-10-16,27.981
2020-10-17,27.981
2020-10-18,27.981
2020-10-19,27.2437
2020-10-20,27.3912
2020-10-21,27.1552
2020-10-22,27.1995
2020-10-23,27.5092
2020-10-24,27.5092
2020-10-25,27.5092
2020-10-26,26.8603
2020-10-27,27.2585
2020-10-28,26.5214
2020-10-29,26.6984
2020-10-30,27.6274
2020-10-31,27.6274
2020-11-01,27.6274
2020-11-02,28.7187
2020-11-03,29.5593
2020-11-04,28.4532
2020-11-05,29.397
2020-11-06,30.3408
2020-11-07,30.3408
2020-11-08,30.3408
2020-11-09,31.9482
2020-11-10,30.3408
2020-11-11,30.2819
2020-11-12,29.9574
2020-11-13,31.1077
2020-11-14,31.1077
2020-11-15,31.1077
2020-11-16,32.5824
2020-11-17,32.2727
2020-11-18,30.8422
2020-11-19,30.3556
2020-11-20,29.9132
2020-11-21,29.9132
2020-11-22,29.9132
2020-11-23,32.3169
2020-11-24,34.0423
2020-11-25,32.4644
2020-11-26,32.4644
2020-11-27,32.7151
2020-11-28,32.7151
2020-11-29,32.7151
2020-11-30,31.1962
2020-12-01,31.2994
2020-12-02,32.8478
2020-12-03,31.9482
2020-12-04,32.5529
2020-12-05,32.5529
2020-12-06,32.5529
2020-12-07,32.951
2020-12-08,33.4672
2020-12-09,33.6294
2020-12-10,36.2543
2020-12-11,34.2045
2020-12-12,34.2045
2020-12-13,34.2045
2020-12-14,35.9741
2020-12-15,37.3456
2020-12-16,36.4903
2020-12-17,34.9861
2020-12-18,33.5851
2020-12-19,33.5851
2020-12-20,33.5851
2020-12-21,34.8534
2020-12-22,35.2663
2020-12-23,35.7234
2020-12-24,34.8239
2020-12-25,34.8239
2020-12-26,34.8239
2020-12-27,34.8239
2020-12-28,35.3843
2020-12-29,35.34
2020-12-30,36.6672
2020-12-31,36.6672
2021-01-01,36.6672
2021-01-02,36.6672
2021-01-03,36.6672
2021-01-04,36.6672
2021-01-05,36.6672
2021-01-06,36.6672
2021-01-07,36.6672
2021-01-08,36.6672
2021-01-09,36.6672
2021-01-10,36.6672
2021-01-11,36.6672
2021-01-12,36.6672
2021-01-13,36.6672
2021-01-14,36.6672
2021-01-15,36.6672
2021-01-16,36.6672
2021-01-17,36.6672
2021-01-18,36.6672
2021-01-19,36.6672
2021-01-20,36.6672
2021-01-21,36.6672
2021-01-22,36.6672
2021-01-23,36.6672
2021-01-24,36.6672
2021-01-25,36.6672
2021-01-26,36.6672
2021-01-27,36.6672
2021-01-28,36.6672
2021-01-29,36.6672
2021-01-30,36.6672
2021-01-31,36.6672
2021-02-01,36.6672
2021-02-02,36.6672
2021-02-03,36.6672
2021-02-04,36.6672
2021-02-05,36.6672
2021-02-06,36.6672
2021-02-07,36.6672
2021-02-08,36.6672
2021-02-09,36.6672
2021-02-10,36.6672
2021-02-11,36.6672
2021-02-12,36.6672
2021-02-13,36.6672
2021-02-14,36.6672
2021-02-15,36.6672
2021-02-16,36.6672
2021-02-17,36.6672
2021-02-18,36.6672
2021-02-19,36.6672
2021-02-20,36.6672
2021-02-21,36.6672
2021-02-22,36.6672
2021-02-23,36.6672
2021-02-24,36.6672
2021-02-25,36.6672
2021-02-26,36.6672
2021-02-27,36.6672
2021-02-28,36.6672
2021-03-01,36.6672
2021-03-02,36.6672
2021-03-03,36.6672
2021-03-04,36.6672
2021-03-05,36.6672
2021-03-06,36.6672
2021-03-07,36.6672
2021-03-08,36.6672
2021-03-09,36.6672
2021-03-10,36.6672
2021-03-11,36.6672
2021-03-12,36.6672
2021-03-13,36.6672
2021-03-14,36.6672
2021-03-15,36.6672
2021-03-16,36.6672
2021-03-17,36.6672
2021-03-18,36.6672
2021-03-19,36.6672
2021-03-20,36.6672
2021-03-21,36.6672
2021-03-22,36.6672
2021-03-23,36.6672
2021-03-24,36.6672
2021-03-25,36.6672
2021-03-26,36.6672
2021-03-27,36.6672
2021-03-28,36.6672
2021-03-29,36.6672
2021-03-30,36.6672
2021-03-31,36.6672
2021-04-01,36.6672
2021-04-02,36.6672
2021-04-03,36.6672
2021-04-04,36.6672
2021-04-05,36.6672
2021-04-06,36.6672
2021-04-07,36.6672
2021-04-08,36.6672
2021-04-09,36.6672
2021-04-10,36.6672
2021-04-11,36.6672
2021-04-12,36.6672
2021-04-13,36.6672
2021-04-14,36.6672
2021-04-15,36.6672
2021-04-16,36.6672
2021-04-17,36.6672
2021-04-18,36.6672
2021-04-19,36.6672
2021-04-20,36.6672
2021-04-21,36.6672
2021-04-22,36.6672
2021-04-23,36.6672
2021-04-24,36.6672
2021-04-25,36.6672
2021-04-26,36.6672
2021-04-27,36.6672
2021-04-28,36.6672
2021-04-29,36.6672
2021-04-30,36.6672
2021-05-01,36.6672
2021-05-02,36.6672
2021-05-03,36.6672
2021-05-04,36.6672
2021-05-05,36.6672
2021-05-06,36.6672
2021-05-07,36.6672
2021-05-08,36.6672
2021-05-09,36.6672
2021-05-10,36.6672
2021-05-11,36.6672
2021-05-12,36.6672
2021-05-13,36.6672
2021-05-14,36.6672
2021-05-15,36.6672
2021-05-16,36.6672
2021-05-17,36.6672
2021-05-18,36.6672
2021-05-19,36.6672
2021-05-20,36.6672
2021-05-21,36.6672
2021-05-22,36.6672
2021-05-23,36.6672
2021-05-24,36.6672
2021-05-25,36.6672
2021-05-26,36.6672
2021-05-27,36.6672
2021-05-28,36.6672
2021-05-29,36.6672
2021-05-30,36.6672
2021-05-31,36.6672
2021-06-01,36.6672
2021-06-02,36.6672
2021-06-03,36.6672
2021-06-04,36.6672
2021-06-05,36.6672
2021-06-06,36.6672
2021-06-07,36.6672
2021-06-08,36.6672
2021-06-09,36.6672
2021-06-10,36.6672
2021-06-11,36.6672
2021-06-12,36.6672
2021-06-13,36.6672
2021-06-14,36.6672
2021-06-15,36.6672
2021-06-16,36.6672
2021-06-17,36.6672
2021-06-18,36.6672
2021-06-19,36.6672
2021-06-20,36.6672
2021-06-21,36.6672
2021-06-22,36.6672
2021-06-23,36.6672
2021-06-24,36.6672
2021-06-25,36.6672
2021-06-26,36.6672
2021-06-27,36.6672
2021-06-28,36.6672
2021-06-29,36.6672
2021-06-30,36.6672
2021-07-01,36.6672
2021-07-02,36.6672
2021-07-03,36.6672
2021-07-04,36.6672
2021-07-05,36.6672
2021-07-06,36.6672
2021-07-07,36.6672
2021-07-08,36.6672
2021-07-09,36.6672
2021-07-10,36.6672
2021-07-11,36.6672
2021-07-12,36.6672
2021-07-13,36.6672
2021-07-14,36.6672
2021-07-15,36.6672
2021-07-16,36.6672
2021-07-17,36.6672
2021-07-18,36.6672
2021-07-19,36.6672
2021-07-20,36.6672
2021-07-21,36.6672
2021-07-22,36.6672
2021-07-23,36.6672
2021-07-24,36.6672
2021-07-25,36.6672
2021-07-26,36.6672
2021-07-27,36.6672
2021-07-28,36.6672
2021-07-29,36.6672
2021-07-30,36.6672
2021-07-31,36.6672
2021-08-01,36.6672
2021-08-02,36.6672
2021-08-03,36.6672
2021-08-04,36.6672
2021-08-05,36.6672
2021-08-06,36.6672
2021-08-07,36.6672
2021-08-08,36.6672
2021-08-09,36.6672
2021-08-10,36.6672
2021-08-11,36.6672
2021-08-12,36.6672
2021-08-13,36.6672
2021-08-14,36.6672
2021-08-15,36.6672
2021-08-16,36.6672
2021-08-17,36.6672
2021-08-18,36.6672
2021-08-19,36.6672
2021-08-20,36.6672
2021-08-21,36.6672
2021-08-22,36.6672
2021-08-23,36.6672
2021-08-24,36.6672
2021-08-25,36.6672
2021-08-26,36.6672
2021-08-27,36.6672
2021-08-28,36.6672
2021-08-29,36.6672
2021-08-30,36.6672
2021-08-31,36.6672
2021-09-01,36.6672
2021-09-02,36.6672
2021-09-03,36.6672
2021-09-04,36.6672
2021-09-05,36.6672
2021-09-06,36.6672
2021-09-07,36.6672
2021-09-08,36.6672
2021-09-09,36.6672
2021-09-10,36.6672
2021-09-11,36.6672
2021-09-12,36.6672
2021-09-13,36.6672
2021-09-14,36.6672
2021-09-15,36.6672
2021-09-16,36.6672
2021-09-17,36.6672
2021-09-18,36.6672
2021-09-19,36.6672
2021-09-20,36.6672
2021-09-21,36.6672
2021-09-22,36.6672
2021-09-23,36.6672
2021-09-24,36.6672
2021-09-25,36.6672
2021-09-26,36.6672
2021-09-27,36.6672
2021-09-28,36.6672
2021-09-29,36.6672
2021-09-30,60.6555
2021-10-01,65.9113
2021-10-02,65.9113
2021-10-03,65.9113
2021-10-04,69.7704
2021-10-05,71.9721
2021-10-06,70.1728
2021-10-07,69.2969
2021-10-08,69.2022
2021-10-09,69.2022
2021-10-10,69.2022
2021-10-11,70.3149
2021-10-12,69.2969
2021-10-13,69.2732
2021-10-14,67.3792
2021-10-15,68.1368
2021-10-16,68.1368
2021-10-17,68.1368
2021-10-18,70.1728
2021-10-19,68.634
2021-10-20,66.1718
2021-10-21,66.4085
2021-10-22,65.6983
2021-10-23,65.6983
2021-10-24,65.6983
2021-10-25,67.4502
2021-10-26,66.4559
2021-10-27,63.4018
2021-10-28,63.3308
2021-10-29,62.3127
2021-10-30,62.3127
2021-10-31,62.3127
2021-11-01,63.8279
2021-11-02,65.0599
2021-11-03,61.7927
2021-11-04,59.8513
2021-11-05,59.3304
2021-11-06,59.3304
2021-11-07,59.3304
2021-11-08,59.1647
2021-11-09,57.7915
2021-11-10,56.5131
2021-11-11,58.4071
2021-11-12,59.5435
2021-11-13,59.5435
2021-11-14,59.5435
2021-11-15,58.052
2021-11-16,59.0226
2021-11-17,56.7261
2021-11-18,56.5841
2021-11-19,55.4477
2021-11-20,55.4477
2021-11-21,55.4477
2021-11-22,56.6551
2021-11-23,58.4544
2021-11-24,59.212
2021-11-25,59.212
2021-11-26,55.9922
2021-11-27,55.9922
2021-11-28,55.9922
2021-11-29,56.3947
2021-11-30,56.442
2021-12-01,55.495
2021-12-02,57.9336
2021-12-03,57.7205
2021-12-04,57.7205
2021-12-05,57.7205
2021-12-06,58.6202
2021-12-07,58.6202
2021-12-08,60.4668
2021-12-09,60.7273
2021-12-10,58.8096
2021-12-11,58.8096
2021-12-12,58.8096
2021-12-13,54.5954
2021-12-14,55.8265
2021-12-15,56.6551
2021-12-16,59.7803
2021-12-17,61.9347
2021-12-18,61.9347
2021-12-19,61.9347
2021-12-20,62.1241
2021-12-21,65.2493
2021-12-22,66.5987
2021-12-23,66.0069
2021-12-24,66.0069
2021-12-25,66.0069
2021-12-26,66.0069
2021-12-27,66.5751
2021-12-28,66.3146
2021-12-29,66.3383
2021-12-30,65.7938
2021-12-31,5.3714
2022-01-01,5.3714
2022-01-02,5.3714
2022-01-03,5.3292
2022-01-04,5.3524
2022-01-05,5.2575
2022-01-06,5.3313
2022-01-07,5.4199
2022-01-08,5.4199
2022-01-09,5.4199
2022-01-10,5.538
2022-01-11,5.73
2022-01-12,5.8713
2022-01-13,5.73
2022-01-14,5.77
2022-01-15,5.77
2022-01-16,5.77
2022-01-17,5.77
2022-01-18,5.9451
2022-01-19,6.0231
2022-01-20,5.7236
2022-01-21,5.4009
2022-01-22,5.4009
2022-01-23,5.4009
2022-01-24,5.5106
2022-01-25,5.5359
2022-01-26,5.5443
2022-01-27,5.4958
2022-01-28,5.4979
2022-01-29,5.4979
2022-01-30,5.4979
2022-01-31,5.4747
2022-02-01,5.9366
2022-02-02,5.924
2022-02-03,5.8417
2022-02-04,6.0126
2022-02-05,6.0126
2022-02-06,6.0126
2022-02-07,5.9577
2022-02-08,6.1349
2022-02-09,6.2868
2022-02-10,6.2657
2022-02-11,6.4196
2022-02-12,6.4196
2022-02-13,6.4196
2022-02-14,6.3521
2022-02-15,6.4639
2022-02-16,6.3395
2022-02-17,6.4892
2022-02-18,6.542
2022-02-19,6.542
2022-02-20,6.542
2022-02-21,6.542
2022-02-22,6.5643
2022-02-23,6.5706
2022-02-24,6.2495
2022-02-25,6.6044
2022-02-26,6.6044
2022-02-27,6.6044
2022-02-28,6.6044
2022-03-01,7.0017
2022-03-02,7.6482
2022-03-03,8.0074
2022-03-04,8.0518
2022-03-05,8.0518
2022-03-06,8.0518
2022-03-07,8.0856
2022-03-08,8.3307
2022-03-09,8.2694
2022-03-10,8.9815
2022-03-11,8.7596
2022-03-12,8.7596
2022-03-13,8.7596
2022-03-14,7.8423
2022-03-15,8.035
2022-03-16,7.7216
2022-03-17,7.9672
2022-03-18,8.0837
2022-03-19,8.0837
2022-03-20,8.0837
2022-03-21,8.0858
2022-03-22,7.9016
2022-03-23,8.1197
2022-03-24,8.035
2022-03-25,8.0371
2022-03-26,8.0371
2022-03-27,8.0371
2022-03-28,7.9058
2022-03-29,7.8973
2022-03-30,7.8084
2022-03-31,4.4326
2022-04-01,4.5322
2022-04-02,4.5322
2022-04-03,4.5322
2022-04-04,4.2296
2022-04-05,4.2075
2022-04-06,4.2788
2022-04-07,4.4584
2022-04-08,4.4953
2022-04-09,4.4953
2022-04-10,4.4953
2022-04-11,4.3231
2022-04-12,4.4781
2022-04-13,4.7795
2022-04-14,4.7475
2022-04-15,4.7475
2022-04-16,4.7475
2022-04-17,4.7475
2022-04-18,4.654
2022-04-19,4.6048
2022-04-20,4.4154
2022-04-21,4.0783
2022-04-22,3.9307
2022-04-23,3.9307
2022-04-24,3.9307
2022-04-25,3.8076
2022-04-26,4.002
2022-04-27,4.173
2022-04-28,4.1632
2022-04-29,4.0586
2022-04-30,4.0586
2022-05-01,4.0586
2022-05-02,3.986
2022-05-03,4.1878
2022-05-04,4.2112
2022-05-05,4.0251
2022-05-06,3.8084
2022-05-07,3.8084
2022-05-08,3.8084
2022-05-09,3.7911
2022-05-10,3.7284
2022-05-11,3.8921
2022-05-12,3.7148
2022-05-13,3.8133
2022-05-14,3.8133
2022-05-15,3.8133
2022-05-16,3.929
2022-05-17,3.9524
2022-05-18,3.9512
2022-05-19,3.9955
2022-05-20,3.9487
2022-05-21,3.9487
2022-05-22,3.9487
2022-05-23,4.0325
2022-05-24,3.9586
2022-05-25,4.0756
2022-05-26,4.1876
2022-05-27,4.1125
2022-05-28,4.1125
2022-05-29,4.1125
2022-05-30,4.1125
2022-05-31,4.0066
2022-06-01,4.1716
2022-06-02,4.3649
2022-06-03,4.3206
2022-06-04,4.3206
2022-06-05,4.3206
2022-06-06,4.3772
2022-06-07,4.8549
2022-06-08,4.5299
2022-06-09,4.3637
2022-06-10,4.339
2022-06-11,4.339
2022-06-12,4.339
2022-06-13,3.9721
2022-06-14,3.9697
2022-06-15,4.0731
2022-06-16,3.9832
2022-06-17,4.0251
2022-06-18,4.0251
2022-06-19,4.0251
2022-06-20,4.0251
2022-06-21,4.1839
2022-06-22,3.9537
2022-06-23,3.7357
2022-06-24,3.8256
2022-06-25,3.8256
2022-06-26,3.8256
2022-06-27,3.929
2022-06-28,3.9106
2022-06-29,3.833
2022-06-30,1.6469
2022-07-01,1.5878
2022-07-02,1.5878
2022-07-03,1.5878
2022-07-04,1.5878
2022-07-05,1.4149
2022-07-06,1.4247
2022-07-07,1.5345
2022-07-08,1.5274
2022-07-09,1.5274
2022-07-10,1.5274
2022-07-11,1.517
2022-07-12,1.5137
2022-07-13,1.5923
2022-07-14,1.5819
2022-07-15,1.6242
2022-07-16,1.6242
2022-07-17,1.6242
2022-07-18,1.6417
2022-07-19,1.7028
2022-07-20,1.6944
2022-07-21,1.6034
2022-07-22,1.5923
2022-07-23,1.5923
2022-07-24,1.5923
2022-07-25,1.6508
2022-07-26,1.6671
2022-07-27,1.6885
2022-07-28,1.6768
2022-07-29,1.7327
2022-07-30,1.7327
2022-07-31,1.7327
2022-08-01,1.6651
2022-08-02,1.747
2022-08-03,1.7061
2022-08-04,1.5098
2022-08-05,1.5495
2022-08-06,1.5495
2022-08-07,1.5495
2022-08-08,1.6015
2022-08-09,1.5846
2022-08-10,1.6749
2022-08-11,1.7308
2022-08-12,1.8289
2022-08-13,1.8289
2022-08-14,1.8289
2022-08-15,1.8334
2022-08-16,1.8568
2022-08-17,1.8737
2022-08-18,1.9374
2022-08-19,1.9075
2022-08-20,1.9075
2022-08-21,1.9075
2022-08-22,1.9374
2022-08-23,1.9199
2022-08-24,1.8627
2022-08-25,1.9192
2022-08-26,1.9251
2022-08-27,1.9251
2022-08-28,1.9251
2022-08-29,1.8809
2022-08-30,1.8036
2022-08-31,1.773
2022-09-01,1.7373
2022-09-02,1.7295
2022-09-03,1.7295
2022-09-04,1.7295
2022-09-05,1.7295
2022-09-06,1.7548
2022-09-07,1.6872
2022-09-08,1.5924
2022-09-09,1.6911
2022-09-10,1.6911
2022-09-11,1.6911
2022-09-12,1.6638
2022-09-13,1.6158
2022-09-14,1.5982
2022-09-15,1.5163
2022-09-16,1.4786
2022-09-17,1.4786
2022-09-18,1.4786
2022-09-19,1.5436
2022-09-20,1.5079
2022-09-21,1.4754
2022-09-22,1.4578
2022-09-23,1.4124
2022-09-24,1.4124
2022-09-25,1.4124
2022-09-26,1.4468
2022-09-27,1.5027
2022-09-28,1.5527
2022-09-29,1.5436
2022-09-30,1.2175
2022-10-01,1.2175
2022-10-02,1.2175
2022-10-03,1.3008
2022-10-04,1.3632
2022-10-05,1.4114
2022-10-06,1.4662
2022-10-07,1.4489
2022-10-08,1.4489
2022-10-09,1.4489
2022-10-10,1.4924
2022-10-11,1.4638
2022-10-12,1.5281
2022-10-13,1.5685
2022-10-14,1.5007
2022-10-15,1.5007
2022-10-16,1.5007
2022-10-17,1.5394
2022-10-18,1.5626
2022-10-19,1.5632
2022-10-20,1.5757
2022-10-21,1.7226
2022-10-22,1.7226
2022-10-23,1.7226
2022-10-24,1.7149
2022-10-25,1.7286
2022-10-26,1.7072
2022-10-27,1.8226
2022-10-28,1.7316
2022-10-29,1.7316
2022-10-30,1.7316
2022-10-31,1.7351
2022-11-01,1.8137
2022-11-02,1.7048
2022-11-03,1.7792
2022-11-04,1.7887
2022-11-05,1.7887
2022-11-06,1.7887
2022-11-07,1.8131
2022-11-08,1.7833
2022-11-09,1.6405
2022-11-10,1.6584
2022-11-11,1.5548
2022-11-12,1.5548
2022-11-13,1.5548
2022-11-14,1.5721
2022-11-15,1.5983
2022-11-16,1.5751
2022-11-17,1.5751
2022-11-18,1.5096
2022-11-19,1.5096
2022-11-20,1.5096
2022-11-21,1.6506
2022-11-22,1.634
2022-11-23,1.6185
2022-11-24,1.6185
2022-11-25,1.637
2022-11-26,1.637
2022-11-27,1.637
2022-11-28,1.5739
2022-11-29,1.6649
2022-11-30,1.7161
2022-12-01,1.7125
2022-12-02,1.8506
2022-12-03,1.8506
2022-12-04,1.8506
2022-12-05,1.7524
2022-12-06,1.8107
2022-12-07,1.7387
2022-12-08,1.6887
2022-12-09,1.637
2022-12-10,1.637
2022-12-11,1.637
2022-12-12,1.5453
2022-12-13,1.5804
2022-12-14,1.6114
2022-12-15,1.5911
2022-12-16,1.5917
2022-12-17,1.5917
2022-12-18,1.5917
2022-12-19,1.5804
2022-12-20,1.6477
2022-12-21,1.7072
2022-12-22,1.7375
2022-12-23,1.681
2022-12-24,1.681
2022-12-25,1.681
2022-12-26,1.681
2022-12-27,1.7018
2022-12-28,1.534
2022-12-29,1.5727
2022-12-30,1.6057
2022-12-31,1.6057
2023-01-01,1.6057
2023-01-02,1.6057
2023-01-03,1.4427
2023-01-04,1.4994
2023-01-05,1.5239
2023-01-06,1.6044
2023-01-07,1.6044
2023-01-08,1.6044
2023-01-09,1.5393
2023-01-10,1.5638
2023-01-11,1.5683
2023-01-12,1.5535
2023-01-13,1.5922
2023-01-14,1.5922
2023-01-15,1.5922
2023-01-16,1.5922
2023-01-17,1.7147
2023-01-18,1.7417
2023-01-19,1.7862
2023-01-20,1.8423
2023-01-21,1.8423
2023-01-22,1.8423
2023-01-23,1.8017
2023-01-24,1.87
2023-01-25,1.8107
2023-01-26,1.8178
2023-01-27,1.7546
2023-01-28,1.7546
2023-01-29,1.7546
2023-01-30,1.7933
2023-01-31,1.8146
2023-02-01,1.8184
2023-02-02,1.8423
2023-02-03,1.8133
2023-02-04,1.8133
2023-02-05,1.8133
2023-02-06,1.8726
2023-02-07,1.8532
2023-02-08,1.7856
2023-02-09,1.7914
2023-02-10,1.8455
2023-02-11,1.8455
2023-02-12,1.8455
2023-02-13,1.861
2023-02-14,1.9112
2023-02-15,1.9951
2023-02-16,1.9647
2023-02-17,2.0722
2023-02-18,2.0722
2023-02-19,2.0722
2023-02-20,2.0722
2023-02-21,1.9582
2023-02-22,1.8979
2023-02-23,1.8273
2023-02-24,1.7638
2023-02-25,1.7638
2023-02-26,1.7638
2023-02-27,1.7962
2023-02-28,1.8526
2023-03-01,1.975
2023-03-02,2.0158
2023-03-03,2.1228
2023-03-04,2.1228
2023-03-05,2.1228
2023-03-06,2.0133
2023-03-07,1.9588
2023-03-08,1.9258
2023-03-09,1.8895
2023-03-10,1.8267
2023-03-11,1.8267
2023-03-12,1.8267
2023-03-13,1.723
2023-03-14,1.7334
