,PARAA US Equity
2023-03-18,12.0422
2023-03-19,12.0422
2023-03-20,12.1268
2023-03-21,12.4752
2023-03-22,12.3188
2023-03-23,12.3332
2023-03-24,12.19
2023-03-25,12.19
2023-03-26,12.19
2023-03-27,12.3388
2023-03-28,12.5195
2023-03-29,12.5478
2023-03-30,12.6019
2023-03-31,88.8291
2023-04-01,88.8291
2023-04-02,88.8291
2023-04-03,87.8252
2023-04-04,87.5021
2023-04-05,86.2763
2023-04-06,87.564
2023-04-07,87.564
2023-04-08,87.564
2023-04-09,87.564
2023-04-10,88.7885
2023-04-11,89.8926
2023-04-12,88.4571
2023-04-13,88.4714
2023-04-14,87.3899
2023-04-15,87.3899
2023-04-16,87.3899
2023-04-17,88.3605
2023-04-18,87.8645
2023-04-19,89.269
2023-04-20,88.4845
2023-04-21,89.2034
2023-04-22,89.2034
2023-04-23,89.2034
2023-04-24,89.2976
2023-04-25,88.1363
2023-04-26,87.5175
2023-04-27,90.2586
2023-04-28,90.7272
2023-04-29,90.7272
2023-04-30,90.7272
2023-05-01,90.9669
2023-05-02,90.0929
2023-05-03,89.8878
2023-05-04,77.4485
2023-05-05,78.3822
2023-05-06,78.3822
2023-05-07,78.3822
2023-05-08,78.6259
2023-05-09,77.7147
2023-05-10,76.4166
2023-05-11,75.4756
2023-05-12,74.8044
2023-05-13,74.8044
2023-05-14,74.8044
2023-05-15,76.3115
2023-05-16,74.6755
2023-05-17,75.8625
2023-05-18,76.1419
2023-05-19,75.1078
2023-05-20,75.1078
2023-05-21,75.1078
2023-05-22,74.7483
2023-05-23,74.6205
2023-05-24,74.0915
2023-05-25,73.0191
2023-05-26,74.6372
2023-05-27,74.6372
2023-05-28,74.6372
2023-05-29,74.6372
2023-05-30,76.4476
2023-05-31,75.1913
2023-06-01,75.5412
2023-06-02,75.5508
2023-06-03,75.5508
2023-06-04,75.5508
2023-06-05,75.0313
2023-06-06,76.2924
2023-06-07,77.4699
2023-06-08,77.8102
2023-06-09,76.8979
2023-06-10,76.8979
2023-06-11,76.8979
2023-06-12,77.6848
2023-06-13,77.895
2023-06-14,77.8592
2023-06-15,77.7338
2023-06-16,77.2513
2023-06-17,77.2513
2023-06-18,77.2513
2023-06-19,77.2513
2023-06-20,76.0751
2023-06-21,76.2184
2023-06-22,75.8446
2023-06-23,75.4791
2023-06-24,75.4791
2023-06-25,75.4791
2023-06-26,75.8899
2023-06-27,76.4894
2023-06-28,76.2219
2023-06-29,76.6984
2023-06-30,76.6984
2023-07-01,76.6984
2023-07-02,76.6984
2023-07-03,76.6984
2023-07-04,76.6984
2023-07-05,76.6984
2023-07-06,76.6984
2023-07-07,76.6984
2023-07-08,76.6984
2023-07-09,76.6984
2023-07-10,76.6984
2023-07-11,76.6984
2023-07-12,76.6984
2023-07-13,76.6984
2023-07-14,76.6984
2023-07-15,76.6984
2023-07-16,76.6984
2023-07-17,76.6984
2023-07-18,76.6984
2023-07-19,76.6984
2023-07-20,76.6984
2023-07-21,76.6984
2023-07-22,76.6984
2023-07-23,76.6984
2023-07-24,76.6984
2023-07-25,76.6984
2023-07-26,76.6984
2023-07-27,76.6984
2023-07-28,76.6984
2023-07-29,76.6984
2023-07-30,76.6984
2023-07-31,76.6984
2023-08-01,76.6984
2023-08-02,76.6984
2023-08-03,76.6984
2023-08-04,76.6984
2023-08-05,76.6984
2023-08-06,76.6984
2023-08-07,76.6984
2023-08-08,76.6984
2023-08-09,76.6984
2023-08-10,76.6984
2023-08-11,76.6984
2023-08-12,76.6984
2023-08-13,76.6984
2023-08-14,76.6984
2023-08-15,76.6984
2023-08-16,76.6984
2023-08-17,76.6984
2023-08-18,76.6984
2023-08-19,76.6984
2023-08-20,76.6984
2023-08-21,76.6984
2023-08-22,76.6984
2023-08-23,76.6984
2023-08-24,76.6984
2023-08-25,76.6984
2023-08-26,76.6984
2023-08-27,76.6984
2023-08-28,76.6984
2023-08-29,76.6984
2023-08-30,76.6984
2023-08-31,76.6984
2023-09-01,76.6984
2023-09-02,76.6984
2023-09-03,76.6984
2023-09-04,76.6984
2023-09-05,76.6984
2023-09-06,76.6984
2023-09-07,76.6984
2023-09-08,76.6984
2023-09-09,76.6984
2023-09-10,76.6984
2023-09-11,76.6984
2023-09-12,76.6984
2023-09-13,76.6984
2023-09-14,76.6984
2023-09-15,76.6984
2023-09-16,76.6984
2023-09-17,76.6984
2023-09-18,76.6984
2023-09-19,76.6984
2023-09-20,76.6984
2023-09-21,76.6984
2023-09-22,76.6984
2023-09-23,76.6984
2023-09-24,76.6984
2023-09-25,76.6984
2023-09-26,76.6984
2023-09-27,76.6984
2023-09-28,76.6984
2023-09-29,76.6984
2023-09-30,76.6984
2023-10-01,76.6984
2023-10-02,76.6984
2023-10-03,76.6984
2023-10-04,76.6984
2023-10-05,76.6984
2023-10-06,76.6984
2023-10-07,76.6984
2023-10-08,76.6984
2023-10-09,76.6984
2023-10-10,76.6984
2023-10-11,76.6984
2023-10-12,76.6984
2023-10-13,76.6984
2023-10-14,76.6984
2023-10-15,76.6984
2023-10-16,76.6984
2023-10-17,76.6984
2023-10-18,76.6984
2023-10-19,76.6984
2023-10-20,76.6984
2023-10-21,76.6984
2023-10-22,76.6984
2023-10-23,76.6984
2023-10-24,76.6984
2023-10-25,76.6984
2023-10-26,76.6984
2023-10-27,76.6984
2023-10-28,76.6984
2023-10-29,76.6984
2023-10-30,76.6984
2023-10-31,76.6984
2023-11-01,76.6984
2023-11-02,76.6984
2023-11-03,76.6984
2023-11-04,76.6984
2023-11-05,76.6984
2023-11-06,76.6984
2023-11-07,76.6984
2023-11-08,76.6984
2023-11-09,76.6984
2023-11-10,76.6984
2023-11-11,76.6984
2023-11-12,76.6984
2023-11-13,76.6984
2023-11-14,76.6984
2023-11-15,76.6984
2023-11-16,76.6984
2023-11-17,76.6984
2023-11-18,76.6984
2023-11-19,76.6984
2023-11-20,76.6984
2023-11-21,76.6984
2023-11-22,76.6984
2023-11-23,76.6984
2023-11-24,76.6984
2023-11-25,76.6984
2023-11-26,76.6984
2023-11-27,76.6984
2023-11-28,76.6984
2023-11-29,76.6984
2023-11-30,76.6984
2023-12-01,76.6984
2023-12-02,76.6984
2023-12-03,76.6984
2023-12-04,76.6984
2023-12-05,76.6984
2023-12-06,76.6984
2023-12-07,76.6984
2023-12-08,76.6984
2023-12-09,76.6984
2023-12-10,76.6984
2023-12-11,76.6984
2023-12-12,76.6984
2023-12-13,76.6984
2023-12-14,76.6984
2023-12-15,76.6984
2023-12-16,76.6984
2023-12-17,76.6984
2023-12-18,76.6984
2023-12-19,76.6984
2023-12-20,76.6984
2023-12-21,76.6984
2023-12-22,76.6984
2023-12-23,76.6984
2023-12-24,76.6984
2023-12-25,76.6984
2023-12-26,76.6984
2023-12-27,76.6984
2023-12-28,76.6984
2023-12-29,76.6984
2023-12-30,76.6984
2023-12-31,76.6984
2024-01-01,76.6984
2024-01-02,76.6984
2024-01-03,76.6984
2024-01-04,76.6984
2024-01-05,76.6984
2024-01-06,76.6984
2024-01-07,76.6984
2024-01-08,76.6984
2024-01-09,76.6984
2024-01-10,76.6984
2024-01-11,76.6984
2024-01-12,76.6984
2024-01-13,76.6984
2024-01-14,76.6984
2024-01-15,76.6984
2024-01-16,76.6984
2024-01-17,76.6984
2024-01-18,76.6984
2024-01-19,76.6984
2024-01-20,76.6984
2024-01-21,76.6984
2024-01-22,76.6984
2024-01-23,76.6984
2024-01-24,76.6984
2024-01-25,76.6984
2024-01-26,76.6984
2024-01-27,76.6984
2024-01-28,76.6984
2024-01-29,76.6984
2024-01-30,76.6984
2024-01-31,76.6984
2024-02-01,76.6984
2024-02-02,76.6984
2024-02-03,76.6984
2024-02-04,76.6984
2024-02-05,76.6984
2024-02-06,76.6984
2024-02-07,76.6984
2024-02-08,76.6984
2024-02-09,76.6984
2024-02-10,76.6984
2024-02-11,76.6984
2024-02-12,76.6984
2024-02-13,76.6984
2024-02-14,76.6984
2024-02-15,76.6984
2024-02-16,76.6984
2024-02-17,76.6984
2024-02-18,76.6984
2024-02-19,76.6984
2024-02-20,76.6984
2024-02-21,76.6984
2024-02-22,76.6984
2024-02-23,76.6984
2024-02-24,76.6984
2024-02-25,76.6984
2024-02-26,76.6984
2024-02-27,76.6984
2024-02-28,76.6984
2024-02-29,76.6984
2024-03-01,76.6984
2024-03-02,76.6984
2024-03-03,76.6984
2024-03-04,76.6984
2024-03-05,76.6984
2024-03-06,76.6984
2024-03-07,76.6984
2024-03-08,76.6984
2024-03-09,76.6984
2024-03-10,76.6984
2024-03-11,76.6984
2024-03-12,76.6984
2024-03-13,76.6984
2024-03-14,76.6984
2024-03-15,76.6984
2024-03-16,76.6984
2024-03-17,76.6984
2024-03-18,76.6984
2024-03-19,76.6984
2024-03-20,76.6984
2024-03-21,76.6984
2024-03-22,76.6984
2024-03-23,76.6984
2024-03-24,76.6984
2024-03-25,76.6984
2024-03-26,76.6984
2024-03-27,76.6984
2024-03-28,76.6984
2024-03-29,76.6984
2024-03-30,76.6984
2024-03-31,76.6984
2024-04-01,76.6984
2024-04-02,76.6984
2024-04-03,76.6984
2024-04-04,76.6984
2024-04-05,76.6984
2024-04-06,76.6984
2024-04-07,76.6984
2024-04-08,76.6984
