,WAT US Equity
2020-09-27,21.1827
2020-09-28,21.4061
2020-09-29,21.4161
2020-09-30,21.6455
2020-10-01,21.6455
2020-10-02,21.6666
2020-10-03,21.6666
2020-10-04,21.6666
2020-10-05,21.943
2020-10-06,21.7457
2020-10-07,22.0873
2020-10-08,22.1975
2020-10-09,22.3588
2020-10-10,22.3588
2020-10-11,22.3588
2020-10-12,22.2916
2020-10-13,23.7261
2020-10-14,23.2994
2020-10-15,23.4506
2020-10-16,23.1902
2020-10-17,23.1902
2020-10-18,23.1902
2020-10-19,23.067
2020-10-20,23.3885
2020-10-21,23.5708
2020-10-22,24.2801
2020-10-23,24.2771
2020-10-24,24.2771
2020-10-25,24.2771
2020-10-26,24.1128
2020-10-27,24.4784
2020-10-28,24.6038
2020-10-29,24.6851
2020-10-30,24.4081
2020-10-31,24.4081
2020-11-01,24.4081
2020-11-02,24.3478
2020-11-03,23.837
2020-11-04,23.4295
2020-11-05,23.8942
2020-11-06,24.3739
2020-11-07,24.3739
2020-11-08,24.3739
2020-11-09,25.1729
2020-11-10,24.658
2020-11-11,24.4402
2020-11-12,24.7844
2020-11-13,25.3947
2020-11-14,25.3947
2020-11-15,25.3947
2020-11-16,25.3134
2020-11-17,25.2482
2020-11-18,24.5958
2020-11-19,24.7624
2020-11-20,24.667
2020-11-21,24.667
2020-11-22,24.667
2020-11-23,24.9772
2020-11-24,25.3545
2020-11-25,24.8015
2020-11-26,24.8015
2020-11-27,24.9551
2020-11-28,24.9551
2020-11-29,24.9551
2020-11-30,25.3305
2020-12-01,25.5493
2020-12-02,25.6426
2020-12-03,25.3887
2020-12-04,25.9056
2020-12-05,25.9056
2020-12-06,25.9056
2020-12-07,25.7801
2020-12-08,26.0551
2020-12-09,26.0451
2020-12-10,26.289
2020-12-11,26.1655
2020-12-12,26.1655
2020-12-13,26.1655
2020-12-14,26.2077
2020-12-15,26.561
2020-12-16,26.3783
2020-12-17,27.2104
2020-12-18,27.1742
2020-12-19,27.1742
2020-12-20,27.1742
2020-12-21,26.8741
2020-12-22,26.7637
2020-12-23,26.7657
2020-12-24,26.844
2020-12-25,26.844
2020-12-26,26.844
2020-12-27,26.844
2020-12-28,26.839
2020-12-29,26.7216
2020-12-30,26.6905
2020-12-31,25.3469
2021-01-01,25.3469
2021-01-02,25.3469
2021-01-03,25.3469
2021-01-04,25.6093
2021-01-05,26.1169
2021-01-06,26.7936
2021-01-07,26.6321
2021-01-08,26.7311
2021-01-09,26.7311
2021-01-10,26.7311
2021-01-11,27.1377
2021-01-12,27.182
2021-01-13,27.0176
2021-01-14,26.8349
2021-01-15,27.3569
2021-01-16,27.3569
2021-01-17,27.3569
2021-01-18,27.3569
2021-01-19,27.6924
2021-01-20,27.6261
2021-01-21,27.6385
2021-01-22,27.8654
2021-01-23,27.8654
2021-01-24,27.8654
2021-01-25,27.8395
2021-01-26,27.5684
2021-01-27,27.1291
2021-01-28,27.1868
2021-01-29,27.0051
2021-01-30,27.0051
2021-01-31,27.0051
2021-02-01,27.403
2021-02-02,29.5659
2021-02-03,28.6008
2021-02-04,29.0987
2021-02-05,28.8132
2021-02-06,28.8132
2021-02-07,28.8132
2021-02-08,28.9112
2021-02-09,28.7392
2021-02-10,28.8651
2021-02-11,28.7507
2021-02-12,28.8584
2021-02-13,28.8584
2021-02-14,28.8584
2021-02-15,28.8584
2021-02-16,28.72
2021-02-17,28.7267
2021-02-18,28.5556
2021-02-19,28.644
2021-02-20,28.644
2021-02-21,28.644
2021-02-22,28.4604
2021-02-23,28.371
2021-02-24,28.4691
2021-02-25,28.368
2021-02-26,27.949
2021-02-27,27.949
2021-02-28,27.949
2021-03-01,28.2534
2021-03-02,27.9634
2021-03-03,27.1686
2021-03-04,26.7688
2021-03-05,27.2322
2021-03-06,27.2322
2021-03-07,27.2322
2021-03-08,27.0617
2021-03-09,27.8334
2021-03-10,27.8112
2021-03-11,27.8719
2021-03-12,27.4624
2021-03-13,27.4624
2021-03-14,27.4624
2021-03-15,27.8285
2021-03-16,27.553
2021-03-17,27.395
2021-03-18,27.4557
2021-03-19,27.4499
2021-03-20,27.4499
2021-03-21,27.4499
2021-03-22,27.7322
2021-03-23,27.6416
2021-03-24,27.4836
2021-03-25,27.8642
2021-03-26,28.6561
2021-03-27,28.6561
2021-03-28,28.6561
2021-03-29,28.9258
2021-03-30,28.7804
2021-03-31,28.9403
2021-04-01,24.967
2021-04-02,24.967
2021-04-03,24.967
2021-04-04,24.967
2021-04-05,25.825
2021-04-06,26.3706
2021-04-07,25.8831
2021-04-08,26.5281
2021-04-09,26.7777
2021-04-10,26.7777
2021-04-11,26.7777
2021-04-12,26.7694
2021-04-13,26.8416
2021-04-14,25.9096
2021-04-15,26.1567
2021-04-16,26.1774
2021-04-17,26.1774
2021-04-18,26.1774
2021-04-19,26.087
2021-04-20,25.8764
2021-04-21,26.2869
2021-04-22,26.5704
2021-04-23,26.7247
2021-04-24,26.7247
2021-04-25,26.7247
2021-04-26,26.5464
2021-04-27,26.5398
2021-04-28,26.2222
2021-04-29,26.3607
2021-04-30,26.1749
2021-05-01,26.1749
2021-05-02,26.1749
2021-05-03,26.3242
2021-05-04,26.165
2021-05-05,26.8872
2021-05-06,26.7847
2021-05-07,27.2497
2021-05-08,27.2497
2021-05-09,27.2497
2021-05-10,27.4953
2021-05-11,27.3519
2021-05-12,26.342
2021-05-13,27.3181
2021-05-14,27.051
2021-05-15,27.051
2021-05-16,27.051
2021-05-17,26.779
2021-05-18,26.4599
2021-05-19,26.5737
2021-05-20,26.9867
2021-05-21,27.0493
2021-05-22,27.0493
2021-05-23,27.0493
2021-05-24,27.4599
2021-05-25,27.7847
2021-05-26,27.6692
2021-05-27,27.999
2021-05-28,27.8762
2021-05-29,27.8762
2021-05-30,27.8762
2021-05-31,27.8762
2021-06-01,27.567
2021-06-02,27.4607
2021-06-03,27.384
2021-06-04,27.6297
2021-06-05,27.6297
2021-06-06,27.6297
2021-06-07,27.5843
2021-06-08,27.9454
2021-06-09,28.3502
2021-06-10,28.8258
2021-06-11,29.0574
2021-06-12,29.0574
2021-06-13,29.0574
2021-06-14,29.0245
2021-06-15,29.4878
2021-06-16,29.5924
2021-06-17,29.8801
2021-06-18,29.5628
2021-06-19,29.5628
2021-06-20,29.5628
2021-06-21,29.5405
2021-06-22,29.8027
2021-06-23,29.9123
2021-06-24,29.7169
2021-06-25,29.1564
2021-06-26,29.1564
2021-06-27,29.1564
2021-06-28,29.6658
2021-06-29,29.7639
2021-06-30,29.8018
2021-07-01,30.261
2021-07-02,29.0745
2021-07-03,29.0745
2021-07-04,29.0745
2021-07-05,29.0745
2021-07-06,29.3542
2021-07-07,29.8487
2021-07-08,29.8705
2021-07-09,30.1612
2021-07-10,30.1612
2021-07-11,30.1612
2021-07-12,30.1823
2021-07-13,30.0862
2021-07-14,30.3362
2021-07-15,30.3846
2021-07-16,30.2619
2021-07-17,30.2619
2021-07-18,30.2619
2021-07-19,29.6604
2021-07-20,30.3737
2021-07-21,30.2604
2021-07-22,30.7682
2021-07-23,31.3564
2021-07-24,31.3564
2021-07-25,31.3564
2021-07-26,31.1697
2021-07-27,30.8736
2021-07-28,31.4752
2021-07-29,31.8502
2021-07-30,31.7557
2021-07-31,31.7557
2021-08-01,31.7557
2021-08-02,31.6807
2021-08-03,31.9072
2021-08-04,32.1025
2021-08-05,32.1743
2021-08-06,32.029
2021-08-07,32.029
2021-08-08,32.029
2021-08-09,31.8853
2021-08-10,31.9832
2021-08-11,32.2085
2021-08-12,32.4843
2021-08-13,32.7905
2021-08-14,32.7905
2021-08-15,32.7905
2021-08-16,33.0127
2021-08-17,32.8565
2021-08-18,32.4385
2021-08-19,32.7586
2021-08-20,32.5558
2021-08-21,32.5558
2021-08-22,32.5558
2021-08-23,32.597
2021-08-24,32.5574
2021-08-25,32.9326
2021-08-26,32.9521
2021-08-27,32.9521
2021-08-28,32.9521
2021-08-29,32.9521
2021-08-30,33.3957
2021-08-31,33.4703
2021-09-01,33.6335
2021-09-02,34.032
2021-09-03,34.1991
2021-09-04,34.1991
2021-09-05,34.1991
2021-09-06,34.1991
2021-09-07,34.1665
2021-09-08,34.3001
2021-09-09,34.0919
2021-09-10,33.9489
2021-09-11,33.9489
2021-09-12,33.9489
2021-09-13,32.6304
2021-09-14,33.1183
2021-09-15,33.1455
2021-09-16,32.36
2021-09-17,32.1153
2021-09-18,32.1153
2021-09-19,32.1153
2021-09-20,32.0555
2021-09-21,31.7703
2021-09-22,32.0376
2021-09-23,32.5449
2021-09-24,31.8822
2021-09-25,31.8822
2021-09-26,31.8822
2021-09-27,30.8853
2021-09-28,29.8077
2021-09-29,29.6748
2021-09-30,29.0634
2021-10-01,27.782
2021-10-02,27.782
2021-10-03,27.782
2021-10-04,27.1737
2021-10-05,27.3064
2021-10-06,26.883
2021-10-07,27.082
2021-10-08,26.8651
2021-10-09,26.8651
2021-10-10,26.8651
2021-10-11,26.7145
2021-10-12,26.517
2021-10-13,26.7175
2021-10-14,26.9799
2021-10-15,26.9628
2021-10-16,26.9628
2021-10-17,26.9628
2021-10-18,27.1841
2021-10-19,27.3228
2021-10-20,27.808
2021-10-21,28.1778
2021-10-22,28.4372
2021-10-23,28.4372
2021-10-24,28.4372
2021-10-25,28.593
2021-10-26,28.256
2021-10-27,28.1897
2021-10-28,28.2024
2021-10-29,28.6653
2021-10-30,28.6653
2021-10-31,28.6653
2021-11-01,28.4454
2021-11-02,27.2736
2021-11-03,27.1715
2021-11-04,26.957
2021-11-05,26.7034
2021-11-06,26.7034
2021-11-07,26.7034
2021-11-08,27.2121
2021-11-09,27.2291
2021-11-10,27.3285
2021-11-11,27.2551
2021-11-12,27.7251
2021-11-13,27.7251
2021-11-14,27.7251
2021-11-15,26.8947
2021-11-16,27.1446
2021-11-17,26.716
2021-11-18,26.6515
2021-11-19,27.1965
2021-11-20,27.1965
2021-11-21,27.1965
2021-11-22,26.9555
2021-11-23,26.6723
2021-11-24,26.7635
2021-11-25,26.7635
2021-11-26,26.3602
2021-11-27,26.3602
2021-11-28,26.3602
2021-11-29,26.567
2021-11-30,25.592
2021-12-01,25.6239
2021-12-02,26.0317
2021-12-03,25.8352
2021-12-04,25.8352
2021-12-05,25.8352
2021-12-06,26.2044
2021-12-07,26.7805
2021-12-08,26.9622
2021-12-09,26.7524
2021-12-10,26.5477
2021-12-11,26.5477
2021-12-12,26.5477
2021-12-13,26.8124
2021-12-14,26.6278
2021-12-15,27.2958
2021-12-16,27.2239
2021-12-17,27.0957
2021-12-18,27.0957
2021-12-19,27.0957
2021-12-20,27.0119
2021-12-21,27.175
2021-12-22,28.038
2021-12-23,28.0862
2021-12-24,28.0862
2021-12-25,28.0862
2021-12-26,28.0862
2021-12-27,28.5237
2021-12-28,28.5177
2021-12-29,28.7617
2021-12-30,28.8499
2021-12-31,28.9327
2022-01-01,28.9327
2022-01-02,28.9327
2022-01-03,28.3377
2022-01-04,27.7301
2022-01-05,27.3075
2022-01-06,27.4442
2022-01-07,27.0334
2022-01-08,27.0334
2022-01-09,27.0334
2022-01-10,26.8848
2022-01-11,26.8395
2022-01-12,26.795
2022-01-13,26.3582
2022-01-14,26.0455
2022-01-15,26.0455
2022-01-16,26.0455
2022-01-17,26.0455
2022-01-18,25.4267
2022-01-19,25.3569
2022-01-20,24.7597
2022-01-21,24.9684
2022-01-22,24.9684
2022-01-23,24.9684
2022-01-24,25.2395
2022-01-25,24.311
2022-01-26,24.1721
2022-01-27,24.0258
2022-01-28,24.7983
2022-01-29,24.7983
2022-01-30,24.7983
2022-01-31,25.0345
2022-02-01,25.3019
2022-02-02,25.781
2022-02-03,25.6666
2022-02-04,25.4646
2022-02-05,25.4646
2022-02-06,25.4646
2022-02-07,25.4624
2022-02-08,25.6897
2022-02-09,26.1517
2022-02-10,25.6674
2022-02-11,25.1571
2022-02-12,25.1571
2022-02-13,25.1571
2022-02-14,24.8808
2022-02-15,25.0182
2022-02-16,24.9929
2022-02-17,24.6527
2022-02-18,24.7419
2022-02-19,24.7419
2022-02-20,24.7419
2022-02-21,24.7419
2022-02-22,24.6156
2022-02-23,24.0258
2022-02-24,24.2661
2022-02-25,25.0917
2022-02-26,25.0917
2022-02-27,25.0917
2022-02-28,24.582
2022-03-01,24.3508
2022-03-02,24.5121
2022-03-03,24.9326
2022-03-04,25.0445
2022-03-05,25.0445
2022-03-06,25.0445
2022-03-07,24.476
2022-03-08,23.8736
2022-03-09,24.9024
2022-03-10,24.7927
2022-03-11,24.3051
2022-03-12,24.3051
2022-03-13,24.3051
2022-03-14,24.16
2022-03-15,24.627
2022-03-16,25.3413
2022-03-17,25.6175
2022-03-18,26.1588
2022-03-19,26.1588
2022-03-20,26.1588
2022-03-21,26.1544
2022-03-22,26.281
2022-03-23,25.1071
2022-03-24,25.1992
2022-03-25,25.2625
2022-03-26,25.2625
2022-03-27,25.2625
2022-03-28,25.398
2022-03-29,25.3259
2022-03-30,24.9451
2022-03-31,24.1151
2022-04-01,23.2912
2022-04-02,23.2912
2022-04-03,23.2912
2022-04-04,23.4149
2022-04-05,23.0601
2022-04-06,22.9735
2022-04-07,23.661
2022-04-08,23.5444
2022-04-09,23.5444
2022-04-10,23.5444
2022-04-11,22.8619
2022-04-12,22.2431
2022-04-13,22.5765
2022-04-14,22.3091
2022-04-15,22.3091
2022-04-16,22.3091
2022-04-17,22.3091
2022-04-18,22.0949
2022-04-19,22.6954
2022-04-20,23.6123
2022-04-21,23.1653
2022-04-22,22.3841
2022-04-23,22.3841
2022-04-24,22.3841
2022-04-25,22.3669
2022-04-26,21.8442
2022-04-27,22.1927
2022-04-28,23.0753
2022-04-29,22.854
2022-04-30,22.854
2022-05-01,22.854
2022-05-02,22.8083
2022-05-03,24.5613
2022-05-04,25.671
2022-05-05,24.9449
2022-05-06,24.5668
2022-05-07,24.5668
2022-05-08,24.5668
2022-05-09,23.7379
2022-05-10,24.1039
2022-05-11,23.4082
2022-05-12,23.5713
2022-05-13,24.032
2022-05-14,24.032
2022-05-15,24.032
2022-05-16,24.0683
2022-05-17,24.8466
2022-05-18,24.7277
2022-05-19,24.2748
2022-05-20,23.9273
2022-05-21,23.9273
2022-05-22,23.9273
2022-05-23,24.0847
2022-05-24,23.8205
2022-05-25,23.1341
2022-05-26,23.9943
2022-05-27,25.0745
2022-05-28,25.0745
2022-05-29,25.0745
2022-05-30,25.0745
2022-05-31,24.5682
2022-06-01,24.1303
2022-06-02,24.93
2022-06-03,25.3558
2022-06-04,25.3558
2022-06-05,25.3558
2022-06-06,25.224
2022-06-07,25.6221
2022-06-08,25.3365
2022-06-09,25.2112
2022-06-10,24.6935
2022-06-11,24.6935
2022-06-12,24.6935
2022-06-13,24.0342
2022-06-14,24.1082
2022-06-15,24.3055
2022-06-16,23.8661
2022-06-17,23.3491
2022-06-18,23.3491
2022-06-19,23.3491
2022-06-20,23.3491
2022-06-21,23.1839
2022-06-22,23.4324
2022-06-23,24.1046
2022-06-24,24.6131
2022-06-25,24.6131
2022-06-26,24.6131
2022-06-27,24.7313
2022-06-28,24.6743
2022-06-29,24.6857
2022-06-30,24.784
2022-07-01,25.2533
2022-07-02,25.2533
2022-07-03,25.2533
2022-07-04,25.2533
2022-07-05,25.4498
2022-07-06,25.635
2022-07-07,25.6825
2022-07-08,25.9173
2022-07-09,25.9173
2022-07-10,25.9173
2022-07-11,26.1791
2022-07-12,25.574
2022-07-13,25.2214
2022-07-14,24.6617
2022-07-15,25.049
2022-07-16,25.049
2022-07-17,25.049
2022-07-18,24.2957
2022-07-19,24.8185
2022-07-20,24.7575
2022-07-21,26.1465
2022-07-22,25.8769
2022-07-23,25.8769
2022-07-24,25.8769
2022-07-25,25.8244
2022-07-26,26.1223
2022-07-27,26.5615
2022-07-28,27.0346
2022-07-29,27.1786
2022-07-30,27.1786
2022-07-31,27.1786
2022-08-01,27.2864
2022-08-02,25.513
2022-08-03,25.3945
2022-08-04,24.9464
2022-08-05,25.1798
2022-08-06,25.1798
2022-08-07,25.1798
2022-08-08,24.7765
2022-08-09,24.1884
2022-08-10,24.6806
2022-08-11,24.7391
2022-08-12,24.9937
2022-08-13,24.9937
2022-08-14,24.9937
2022-08-15,24.749
2022-08-16,24.5685
2022-08-17,25.0071
2022-08-18,24.7088
2022-08-19,24.4824
2022-08-20,24.4824
2022-08-21,24.4824
2022-08-22,23.7512
2022-08-23,23.5552
2022-08-24,23.6997
2022-08-25,23.9423
2022-08-26,22.5665
2022-08-27,22.5665
2022-08-28,22.5665
2022-08-29,22.6639
2022-08-30,22.4664
2022-08-31,22.4107
2022-09-01,22.5341
2022-09-02,22.391
2022-09-03,22.391
2022-09-04,22.391
2022-09-05,22.391
2022-09-06,22.3606
2022-09-07,22.6914
2022-09-08,23.1173
2022-09-09,23.3754
2022-09-10,23.3754
2022-09-11,23.3754
2022-09-12,23.6391
2022-09-13,22.5045
2022-09-14,22.3712
2022-09-15,22.2104
2022-09-16,21.3762
2022-09-17,21.3762
2022-09-18,21.3762
2022-09-19,21.8367
2022-09-20,21.2387
2022-09-21,21.1654
2022-09-22,20.755
2022-09-23,20.7818
2022-09-24,20.7818
2022-09-25,20.7818
2022-09-26,20.6513
2022-09-27,20.4285
2022-09-28,20.5879
2022-09-29,20.7155
2022-09-30,20.3979
2022-10-01,20.3979
2022-10-02,20.3979
2022-10-03,20.9492
2022-10-04,21.7141
2022-10-05,21.9002
2022-10-06,21.6683
2022-10-07,20.8893
2022-10-08,20.8893
2022-10-09,20.8893
2022-10-10,20.5904
2022-10-11,20.5713
2022-10-12,20.4818
2022-10-13,20.9097
2022-10-14,20.5854
2022-10-15,20.5854
2022-10-16,20.5854
2022-10-17,21.1078
2022-10-18,21.4138
2022-10-19,20.9499
2022-10-20,20.7842
2022-10-21,21.2855
2022-10-22,21.2855
2022-10-23,21.2855
2022-10-24,21.6584
2022-10-25,22.3211
2022-10-26,22.668
2022-10-27,22.6137
2022-10-28,22.7349
2022-10-29,22.7349
2022-10-30,22.7349
2022-10-31,22.4875
2022-11-01,23.0705
2022-11-02,22.2457
2022-11-03,22.3057
2022-11-04,22.7352
2022-11-05,22.7352
2022-11-06,22.7352
2022-11-07,22.8331
2022-11-08,23.2591
2022-11-09,23.0465
2022-11-10,24.6084
2022-11-11,24.6084
2022-11-12,24.6084
2022-11-13,24.6084
2022-11-14,24.1908
2022-11-15,24.4643
2022-11-16,24.4461
2022-11-17,23.7662
2022-11-18,23.8607
2022-11-19,23.8607
2022-11-20,23.8607
2022-11-21,23.9817
2022-11-22,24.9665
2022-11-23,24.7987
2022-11-24,24.7987
2022-11-25,25.0407
2022-11-26,25.0407
2022-11-27,25.0407
2022-11-28,24.5909
2022-11-29,24.4902
2022-11-30,25.6401
2022-12-01,25.6632
2022-12-02,25.694
2022-12-03,25.694
2022-12-04,25.694
2022-12-05,25.1988
2022-12-06,25.0099
2022-12-07,25.2233
2022-12-08,25.3911
2022-12-09,24.9358
2022-12-10,24.9358
2022-12-11,24.9358
2022-12-12,25.2386
2022-12-13,25.5016
2022-12-14,25.4562
2022-12-15,25.3485
2022-12-16,25.0722
2022-12-17,25.0722
2022-12-18,25.0722
2022-12-19,24.9896
2022-12-20,25.1183
2022-12-21,25.6527
2022-12-22,25.4793
2022-12-23,25.6443
2022-12-24,25.6443
2022-12-25,25.6443
2022-12-26,25.6443
2022-12-27,25.6352
2022-12-28,25.2281
2022-12-29,25.5898
2022-12-30,24.6554
2022-12-31,24.6554
2023-01-01,24.6554
2023-01-02,24.6554
2023-01-03,24.8601
2023-01-04,25.1444
2023-01-05,24.958
2023-01-06,23.2698
2023-01-07,23.2698
2023-01-08,23.2698
2023-01-09,23.1467
2023-01-10,24.203
2023-01-11,24.6608
2023-01-12,24.1874
2023-01-13,24.4173
2023-01-14,24.4173
2023-01-15,24.4173
2023-01-16,24.4173
2023-01-17,23.9527
2023-01-18,23.7242
2023-01-19,23.9384
2023-01-20,24.3949
2023-01-21,24.3949
2023-01-22,24.3949
2023-01-23,24.7315
2023-01-24,24.0738
2023-01-25,24.0962
2023-01-26,24.0405
2023-01-27,24.0126
2023-01-28,24.0126
2023-01-29,24.0126
2023-01-30,23.4133
2023-01-31,23.7031
2023-02-01,24.3459
2023-02-02,24.7683
2023-02-03,24.5744
2023-02-04,24.5744
2023-02-05,24.5744
2023-02-06,24.2785
2023-02-07,24.7268
2023-02-08,24.6356
2023-02-09,24.2534
2023-02-10,24.0568
2023-02-11,24.0568
2023-02-12,24.0568
2023-02-13,24.4153
2023-02-14,24.4336
2023-02-15,24.269
2023-02-16,23.6181
2023-02-17,23.7133
2023-02-18,23.7133
2023-02-19,23.7133
2023-02-20,23.7133
2023-02-21,23.1331
2023-02-22,23.1943
2023-02-23,23.3276
2023-02-24,22.7148
2023-02-25,22.7148
2023-02-26,22.7148
2023-02-27,22.2773
2023-02-28,22.3347
2023-03-01,22.224
2023-03-02,23.0413
2023-03-03,23.4145
2023-03-04,23.4145
2023-03-05,23.4145
2023-03-06,23.0568
2023-03-07,22.2159
2023-03-08,22.2625
2023-03-09,22.2307
2023-03-10,21.9345
2023-03-11,21.9345
2023-03-12,21.9345
2023-03-13,22.0276
2023-03-14,22.3914
2023-03-15,21.7246
2023-03-16,22.091
2023-03-17,21.5302
2023-03-18,21.5302
2023-03-19,21.5302
