,ULH US Equity
2023-03-18,4.5094
2023-03-19,4.5094
2023-03-20,4.503
2023-03-21,4.6117
2023-03-22,4.648
2023-03-23,4.6085
2023-03-24,4.6746
2023-03-25,4.6746
2023-03-26,4.6746
2023-03-27,4.7354
2023-03-28,4.7802
2023-03-29,4.7386
2023-03-30,4.7493
2023-03-31,5.1515
2023-04-01,5.1515
2023-04-02,5.1515
2023-04-03,5.119
2023-04-04,4.9858
2023-04-05,4.9718
2023-04-06,4.9904
2023-04-07,4.9904
2023-04-08,4.9904
2023-04-09,4.9904
2023-04-10,5.0426
2023-04-11,5.0472
2023-04-12,5.0472
2023-04-13,5.0935
2023-04-14,5.1295
2023-04-15,5.1295
2023-04-16,5.1295
2023-04-17,5.1341
2023-04-18,5.1573
2023-04-19,5.1561
2023-04-20,5.1746
2023-04-21,5.1237
2023-04-22,5.1237
2023-04-23,5.1237
2023-04-24,5.1329
2023-04-25,4.8978
2023-04-26,4.8005
2023-04-27,4.8271
2023-04-28,4.7402
2023-04-29,4.7402
2023-04-30,4.7402
2023-05-01,4.7923
2023-05-02,4.7819
2023-05-03,4.7738
2023-05-04,4.6672
2023-05-05,4.7842
2023-05-06,4.7842
2023-05-07,4.7842
2023-05-08,4.7194
2023-05-09,4.7298
2023-05-10,4.6973
2023-05-11,4.758
2023-05-12,4.7707
2023-05-13,4.7707
2023-05-14,4.7707
2023-05-15,4.7464
2023-05-16,4.8217
2023-05-17,4.8727
2023-05-18,4.9434
2023-05-19,4.9098
2023-05-20,4.9098
2023-05-21,4.9098
2023-05-22,4.8959
2023-05-23,4.9214
2023-05-24,4.8924
2023-05-25,4.9144
2023-05-26,4.9538
2023-05-27,4.9538
2023-05-28,4.9538
2023-05-29,4.9538
2023-05-30,4.9492
2023-05-31,4.8507
2023-06-01,4.9271
2023-06-02,5.1079
2023-06-03,5.1079
2023-06-04,5.1079
2023-06-05,4.9167
2023-06-06,4.992
2023-06-07,5.1925
2023-06-08,5.1496
2023-06-09,5.123
2023-06-10,5.123
2023-06-11,5.123
2023-06-12,5.1079
2023-06-13,5.2098
2023-06-14,5.2469
2023-06-15,5.233
2023-06-16,5.1658
2023-06-17,5.1658
2023-06-18,5.1658
2023-06-19,5.1658
2023-06-20,5.0673
2023-06-21,5.0685
2023-06-22,5.0627
2023-06-23,4.9932
2023-06-24,4.9932
2023-06-25,4.9932
2023-06-26,5.0615
2023-06-27,5.1566
2023-06-28,5.1421
2023-06-29,5.1357
2023-06-30,5.8727
2023-07-01,5.8727
2023-07-02,5.8727
2023-07-03,6.0063
2023-07-04,6.0063
2023-07-05,5.9838
2023-07-06,5.9587
2023-07-07,6.0301
2023-07-08,6.0301
2023-07-09,6.0301
2023-07-10,6.0672
2023-07-11,6.1095
2023-07-12,6.0764
2023-07-13,6.0619
2023-07-14,6.0275
2023-07-15,6.0275
2023-07-16,6.0275
2023-07-17,6.0275
2023-07-18,6.0976
2023-07-19,6.2511
2023-07-20,6.2683
2023-07-21,6.2445
2023-07-22,6.2445
2023-07-23,6.2445
2023-07-24,6.2498
2023-07-25,6.1677
2023-07-26,6.255
2023-07-27,6.2405
2023-07-28,6.0976
2023-07-29,6.0976
2023-07-30,6.0976
2023-07-31,6.1743
2023-08-01,6.2048
2023-08-02,6.2762
2023-08-03,6.308
2023-08-04,6.3278
2023-08-05,6.3278
2023-08-06,6.3278
2023-08-07,6.3106
2023-08-08,6.3821
2023-08-09,6.4204
2023-08-10,6.4019
2023-08-11,6.3265
2023-08-12,6.3265
2023-08-13,6.3265
2023-08-14,6.0711
2023-08-15,5.9336
2023-08-16,5.8158
2023-08-17,5.7391
2023-08-18,5.7602
2023-08-19,5.7602
2023-08-20,5.7602
2023-08-21,5.7417
2023-08-22,5.6928
2023-08-23,5.6518
2023-08-24,5.6227
2023-08-25,5.665
2023-08-26,5.665
2023-08-27,5.665
2023-08-28,5.6504
2023-08-29,5.6954
2023-08-30,5.7325
2023-08-31,5.6491
2023-09-01,5.6465
2023-09-02,5.6465
2023-09-03,5.6465
2023-09-04,5.6465
2023-09-05,5.5816
2023-09-06,5.4612
2023-09-07,5.4388
2023-09-08,5.4216
2023-09-09,5.4216
2023-09-10,5.4216
2023-09-11,5.3686
2023-09-12,5.3977
2023-09-13,5.4573
2023-09-14,5.5565
2023-09-15,5.5671
2023-09-16,5.5671
2023-09-17,5.5671
2023-09-18,5.4996
2023-09-19,5.4335
2023-09-20,5.3739
2023-09-21,5.3832
2023-09-22,5.3184
2023-09-23,5.3184
2023-09-24,5.3184
2023-09-25,5.3435
2023-09-26,5.239
2023-09-27,5.284
2023-09-28,5.325
2023-09-29,6.7629
2023-09-30,6.7629
2023-10-01,6.7629
2023-10-02,6.701
2023-10-03,6.6154
2023-10-04,6.5551
2023-10-05,6.5995
2023-10-06,6.6249
2023-10-07,6.6249
2023-10-08,6.6249
2023-10-09,6.6376
2023-10-10,6.6756
2023-10-11,6.6709
2023-10-12,6.6249
2023-10-13,6.6106
2023-10-14,6.6106
2023-10-15,6.6106
2023-10-16,6.7153
2023-10-17,6.7042
2023-10-18,6.6661
2023-10-19,6.5583
2023-10-20,6.5471
2023-10-21,6.5471
2023-10-22,6.5471
2023-10-23,6.5059
2023-10-24,6.4512
2023-10-25,6.3901
2023-10-26,6.3172
2023-10-27,6.1284
2023-10-28,6.1284
2023-10-29,6.1284
2023-10-30,6.2902
2023-10-31,6.3187
2023-11-01,6.3045
2023-11-02,6.3806
2023-11-03,6.5051
2023-11-04,6.5051
2023-11-05,6.5051
2023-11-06,6.4393
2023-11-07,6.4425
2023-11-08,6.4599
2023-11-09,6.4213
2023-11-10,6.4832
2023-11-11,6.4832
2023-11-12,6.4832
2023-11-13,6.5466
2023-11-14,6.7353
2023-11-15,6.7893
2023-11-16,6.637
2023-11-17,6.5767
2023-11-18,6.5767
2023-11-19,6.5767
2023-11-20,6.6434
2023-11-21,6.5926
2023-11-22,6.6529
2023-11-23,6.6529
2023-11-24,6.7861
2023-11-25,6.7861
2023-11-26,6.7861
2023-11-27,6.6957
2023-11-28,6.6862
2023-11-29,6.7131
2023-11-30,6.6925
2023-12-01,6.8273
2023-12-02,6.8273
2023-12-03,6.8273
2023-12-04,6.8733
2023-12-05,6.7337
2023-12-06,6.7924
2023-12-07,6.9701
2023-12-08,6.9399
2023-12-09,6.9399
2023-12-10,6.9399
2023-12-11,6.978
2023-12-12,6.9304
2023-12-13,7.1096
2023-12-14,7.1746
2023-12-15,6.9288
2023-12-16,6.9288
2023-12-17,6.9288
2023-12-18,6.9034
2023-12-19,7.089
2023-12-20,7.0985
2023-12-21,7.1731
2023-12-22,7.1937
2023-12-23,7.1937
2023-12-24,7.1937
2023-12-25,7.1937
2023-12-26,7.2857
2023-12-27,7.2952
2023-12-28,7.3523
2023-12-29,7.8392
2023-12-30,7.8392
2023-12-31,7.8392
2024-01-01,7.8392
2024-01-02,7.9241
2024-01-03,7.8288
2024-01-04,7.8028
2024-01-05,7.8218
2024-01-06,7.8218
2024-01-07,7.8218
2024-01-08,7.8808
2024-01-09,7.8184
2024-01-10,8.3123
2024-01-11,8.2586
2024-01-12,8.295
2024-01-13,8.295
2024-01-14,8.295
2024-01-15,8.295
2024-01-16,8.0992
2024-01-17,8.016
2024-01-18,8.0073
2024-01-19,8.1269
2024-01-20,8.1269
2024-01-21,8.1269
2024-01-22,8.2898
2024-01-23,8.2361
2024-01-24,8.1217
2024-01-25,8.2032
2024-01-26,8.1269
2024-01-27,8.1269
2024-01-28,8.1269
2024-01-29,8.1408
2024-01-30,8.1494
2024-01-31,8.2725
2024-02-01,8.1876
2024-02-02,8.1824
2024-02-03,8.1824
2024-02-04,8.1824
2024-02-05,8.172
2024-02-06,8.2707
2024-02-07,8.2239
2024-02-08,8.3453
2024-02-09,8.425
2024-02-10,8.425
2024-02-11,8.425
2024-02-12,8.5463
2024-02-13,8.3903
2024-02-14,8.5221
2024-02-15,8.5602
2024-02-16,8.8108
2024-02-17,8.8108
2024-02-18,8.8108
2024-02-19,8.8108
2024-02-20,8.5766
2024-02-21,8.6044
2024-02-22,8.7084
2024-02-23,8.7674
2024-02-24,8.7674
2024-02-25,8.7674
2024-02-26,8.8628
2024-02-27,8.8992
2024-02-28,8.7778
2024-02-29,8.8507
2024-03-01,8.868
2024-03-02,8.868
2024-03-03,8.868
2024-03-04,8.9253
2024-03-05,8.8264
2024-03-06,8.9495
2024-03-07,9.3815
2024-03-08,9.5046
2024-03-09,9.5046
2024-03-10,9.5046
2024-03-11,9.26
2024-03-12,9.1664
2024-03-13,9.1282
2024-03-14,8.894
2024-03-15,8.9888
2024-03-16,8.9888
2024-03-17,8.9888
2024-03-18,8.8709
2024-03-19,8.8952
2024-03-20,9.0426
2024-03-21,9.2404
2024-03-22,9.2144
2024-03-23,9.2144
2024-03-24,9.2144
2024-03-25,9.2057
2024-03-26,9.256
2024-03-27,9.4434
2024-03-28,9.3792
2024-03-29,9.3792
2024-03-30,9.3792
2024-03-31,9.3792
2024-04-01,9.3567
2024-04-02,9.1363
2024-04-03,9.0114
2024-04-04,9.0669
2024-04-05,8.9906
2024-04-06,8.9906
2024-04-07,8.9906
2024-04-08,9.0565
