,MTD US Equity
2023-03-20,30.9689
2023-03-21,31.4729
2023-03-22,30.525
2023-03-23,30.5021
2023-03-24,30.6731
2023-03-25,30.6731
2023-03-26,30.6731
2023-03-27,31.1035
2023-03-28,30.9476
2023-03-29,31.3956
2023-03-30,31.4634
2023-03-31,31.3966
2023-04-01,31.3966
2023-04-02,31.3966
2023-04-03,31.4032
2023-04-04,31.3836
2023-04-05,31.39
2023-04-06,30.8297
2023-04-07,30.8297
2023-04-08,30.8297
2023-04-09,30.8297
2023-04-10,31.2305
2023-04-11,31.3416
2023-04-12,31.4591
2023-04-13,32.3932
2023-04-14,32.3011
2023-04-15,32.3011
2023-04-16,32.3011
2023-04-17,32.6682
2023-04-18,32.5386
2023-04-19,32.7276
2023-04-20,31.5775
2023-04-21,31.9613
2023-04-22,31.9613
2023-04-23,31.9613
2023-04-24,32.2483
2023-04-25,30.2378
2023-04-26,30.07
2023-04-27,29.9717
2023-04-28,30.6474
2023-04-29,30.6474
2023-04-30,30.6474
2023-05-01,31.1854
2023-05-02,30.8601
2023-05-03,30.6591
2023-05-04,30.332
2023-05-05,29.298
2023-05-06,29.298
2023-05-07,29.298
2023-05-08,28.6981
2023-05-09,28.356
2023-05-10,28.2778
2023-05-11,27.813
2023-05-12,28.4979
2023-05-13,28.4979
2023-05-14,28.4979
2023-05-15,28.5452
2023-05-16,28.2921
2023-05-17,28.2202
2023-05-18,28.5149
2023-05-19,28.5543
2023-05-20,28.5543
2023-05-21,28.5543
2023-05-22,28.7904
2023-05-23,27.9584
2023-05-24,27.1418
2023-05-25,27.2119
2023-05-26,27.8151
2023-05-27,27.8151
2023-05-28,27.8151
2023-05-29,27.8151
2023-05-30,27.1689
2023-05-31,27.3069
2023-06-01,27.4508
2023-06-02,27.5153
2023-06-03,27.5153
2023-06-04,27.5153
2023-06-05,27.5647
2023-06-06,27.3054
2023-06-07,27.4183
2023-06-08,26.798
2023-06-09,26.7313
2023-06-10,26.7313
2023-06-11,26.7313
2023-06-12,27.2123
2023-06-13,27.2465
2023-06-14,27.1853
2023-06-15,27.5854
2023-06-16,27.3089
2023-06-17,27.3089
2023-06-18,27.3089
2023-06-19,27.3089
2023-06-20,26.5719
2023-06-21,26.7286
2023-06-22,26.5636
2023-06-23,26.6578
2023-06-24,26.6578
2023-06-25,26.6578
2023-06-26,26.4966
2023-06-27,26.3483
2023-06-28,26.4099
2023-06-29,27.2106
2023-06-30,26.8034
2023-07-01,26.8034
2023-07-02,26.8034
2023-07-03,26.8129
2023-07-04,26.8129
2023-07-05,26.6712
2023-07-06,26.4708
2023-07-07,25.992
2023-07-08,25.992
2023-07-09,25.992
2023-07-10,26.4594
2023-07-11,26.437
2023-07-12,26.9569
2023-07-13,27.1102
2023-07-14,27.1903
2023-07-15,27.1903
2023-07-16,27.1903
2023-07-17,27.1241
2023-07-18,27.249
2023-07-19,27.3447
2023-07-20,27.5318
2023-07-21,27.761
2023-07-22,27.761
2023-07-23,27.761
2023-07-24,27.764
2023-07-25,26.8278
2023-07-26,27.2492
2023-07-27,27.0417
2023-07-28,26.5676
2023-07-29,26.5676
2023-07-30,26.5676
2023-07-31,25.6012
2023-08-01,26.1116
2023-08-02,26.2531
2023-08-03,25.8216
2023-08-04,25.8666
2023-08-05,25.8666
2023-08-06,25.8666
2023-08-07,25.6405
2023-08-08,25.5533
2023-08-09,25.3696
2023-08-10,25.3736
2023-08-11,25.2666
2023-08-12,25.2666
2023-08-13,25.2666
2023-08-14,25.2736
2023-08-15,25.0197
2023-08-16,24.4808
2023-08-17,24.6096
2023-08-18,24.2229
2023-08-19,24.2229
2023-08-20,24.2229
2023-08-21,23.9387
2023-08-22,23.774
2023-08-23,23.852
2023-08-24,23.7928
2023-08-25,24.0482
2023-08-26,24.0482
2023-08-27,24.0482
2023-08-28,24.1665
2023-08-29,24.6423
2023-08-30,24.8457
2023-08-31,24.7682
2023-09-01,24.939
2023-09-02,24.939
2023-09-03,24.939
2023-09-04,24.939
2023-09-05,24.8139
2023-09-06,24.3731
2023-09-07,23.7948
2023-09-08,23.2009
2023-09-09,23.2009
2023-09-10,23.2009
2023-09-11,23.1685
2023-09-12,23.0233
2023-09-13,23.1302
2023-09-14,23.7115
2023-09-15,23.9204
2023-09-16,23.9204
2023-09-17,23.9204
2023-09-18,23.2817
2023-09-19,23.2253
2023-09-20,23.2086
2023-09-21,22.5065
2023-09-22,22.6202
2023-09-23,22.6202
2023-09-24,22.6202
2023-09-25,23.0443
2023-09-26,22.7012
2023-09-27,22.5776
2023-09-28,22.9649
2023-09-29,23.1093
2023-09-30,23.1093
2023-10-01,23.1093
2023-10-02,22.7103
2023-10-03,22.4909
2023-10-04,22.7983
2023-10-05,22.5357
2023-10-06,22.6026
2023-10-07,22.6026
2023-10-08,22.6026
2023-10-09,22.7282
2023-10-10,22.8968
2023-10-11,23.0903
2023-10-12,21.8347
2023-10-13,21.6775
2023-10-14,21.6775
2023-10-15,21.6775
2023-10-16,22.1263
2023-10-17,21.9005
2023-10-18,21.2228
2023-10-19,21.302
2023-10-20,21.4196
2023-10-21,21.4196
2023-10-22,21.4196
2023-10-23,21.1991
2023-10-24,20.8729
2023-10-25,20.5545
2023-10-26,20.6897
2023-10-27,20.5735
2023-10-28,20.5735
2023-10-29,20.5735
2023-10-30,20.3065
2023-10-31,20.7457
2023-11-01,20.4433
2023-11-02,20.8613
2023-11-03,21.6471
2023-11-04,21.6471
2023-11-05,21.6471
2023-11-06,21.6787
2023-11-07,21.8437
2023-11-08,21.7668
2023-11-09,21.5027
2023-11-10,21.7127
2023-11-11,21.7127
2023-11-12,21.7127
2023-11-13,21.2382
2023-11-14,21.7905
2023-11-15,21.9589
2023-11-16,21.8199
2023-11-17,21.8069
2023-11-18,21.8069
2023-11-19,21.8069
2023-11-20,21.8288
2023-11-21,22.5025
2023-11-22,22.3703
2023-11-23,22.3703
2023-11-24,22.6551
2023-11-25,22.6551
2023-11-26,22.6551
2023-11-27,22.3943
2023-11-28,22.4386
2023-11-29,22.6345
2023-11-30,22.6249
2023-12-01,22.8642
2023-12-02,22.8642
2023-12-03,22.8642
2023-12-04,22.8331
2023-12-05,22.4332
2023-12-06,22.6497
2023-12-07,22.7793
2023-12-08,22.598
2023-12-09,22.598
2023-12-10,22.598
2023-12-11,23.0174
2023-12-12,23.0614
2023-12-13,24.1334
2023-12-14,25.1578
2023-12-15,24.5075
2023-12-16,24.5075
2023-12-17,24.5075
2023-12-18,24.401
2023-12-19,24.7204
2023-12-20,24.4377
2023-12-21,24.8602
2023-12-22,24.9499
2023-12-23,24.9499
2023-12-24,24.9499
2023-12-25,24.9499
2023-12-26,25.0535
2023-12-27,25.1247
2023-12-28,25.1685
2023-12-29,27.1533
2023-12-30,27.1533
2023-12-31,27.1533
2024-01-01,27.1533
2024-01-02,27.1787
2024-01-03,25.7896
2024-01-04,25.8352
2024-01-05,25.4825
2024-01-06,25.4825
2024-01-07,25.4825
2024-01-08,26.1827
2024-01-09,25.6589
2024-01-10,26.4056
2024-01-11,26.6065
2024-01-12,26.5178
2024-01-13,26.5178
2024-01-14,26.5178
2024-01-15,26.5178
2024-01-16,26.5531
2024-01-17,26.1185
2024-01-18,26.5742
2024-01-19,26.8849
2024-01-20,26.8849
2024-01-21,26.8849
2024-01-22,27.2817
2024-01-23,27.2978
2024-01-24,26.9845
2024-01-25,26.9356
2024-01-26,27.2467
2024-01-27,27.2467
2024-01-28,27.2467
2024-01-29,27.454
2024-01-30,27.6615
2024-01-31,26.8267
2024-02-01,27.3819
2024-02-02,27.0942
2024-02-03,27.0942
2024-02-04,27.0942
2024-02-05,26.615
2024-02-06,27.1355
2024-02-07,27.1589
2024-02-08,27.402
2024-02-09,26.1268
2024-02-10,26.1268
2024-02-11,26.1268
2024-02-12,26.4454
2024-02-13,25.7791
2024-02-14,26.2637
2024-02-15,26.5
2024-02-16,26.3921
2024-02-17,26.3921
2024-02-18,26.3921
2024-02-19,26.3921
2024-02-20,26.3291
2024-02-21,26.5244
2024-02-22,26.5016
2024-02-23,26.8506
2024-02-24,26.8506
2024-02-25,26.8506
2024-02-26,26.5525
2024-02-27,26.9208
2024-02-28,27.5436
2024-02-29,27.6185
2024-03-01,28.0444
2024-03-02,28.0444
2024-03-03,28.0444
2024-03-04,28.4252
2024-03-05,28.4326
2024-03-06,28.9403
2024-03-07,29.7365
2024-03-08,28.9855
2024-03-09,28.9855
2024-03-10,28.9855
2024-03-11,28.6597
2024-03-12,28.4615
2024-03-13,28.8172
2024-03-14,28.663
2024-03-15,29.2029
2024-03-16,29.2029
2024-03-17,29.2029
2024-03-18,28.8279
2024-03-19,28.7557
2024-03-20,28.6471
2024-03-21,29.378
2024-03-22,29.1525
2024-03-23,29.1525
2024-03-24,29.1525
2024-03-25,28.9972
2024-03-26,28.8965
2024-03-27,29.3208
2024-03-28,29.2278
2024-03-29,29.2278
2024-03-30,29.2278
2024-03-31,29.2278
2024-04-01,29.4303
2024-04-02,29.0187
2024-04-03,29.2172
2024-04-04,28.273
2024-04-05,28.6058
2024-04-06,28.6058
2024-04-07,28.6058
2024-04-08,28.6759
