,BJRI US Equity
2023-03-11,20.2065
2023-03-12,20.2065
2023-03-13,20.2065
2023-03-14,20.2065
2023-03-15,20.2065
2023-03-16,20.2065
2023-03-17,20.2065
2023-03-18,20.2065
2023-03-19,20.2065
2023-03-20,20.2065
2023-03-21,20.2065
2023-03-22,20.2065
2023-03-23,20.2065
2023-03-24,20.2065
2023-03-25,20.2065
2023-03-26,20.2065
2023-03-27,20.2065
2023-03-28,20.2065
2023-03-29,20.2065
2023-03-30,20.2065
2023-03-31,20.2065
2023-04-01,20.2065
2023-04-02,20.2065
2023-04-03,20.2065
2023-04-04,242.3289
2023-04-05,242.2802
2023-04-06,240.8671
2023-04-07,240.8671
2023-04-08,240.8671
2023-04-09,240.8671
2023-04-10,244.2292
2023-04-11,244.8139
2023-04-12,238.6745
2023-04-13,238.7719
2023-04-14,237.8949
2023-04-15,237.8949
2023-04-16,237.8949
2023-04-17,237.7
2023-04-18,242.2315
2023-04-19,242.5238
2023-04-20,244.8139
2023-04-21,255.4361
2023-04-22,255.4361
2023-04-23,255.4361
2023-04-24,245.9833
2023-04-25,241.6955
2023-04-26,240.9646
2023-04-27,243.547
2023-04-28,261.2831
2023-04-29,261.2831
2023-04-30,261.2831
2023-05-01,259.6752
2023-05-02,259.1392
2023-05-03,257.2389
2023-05-04,255.7772
2023-05-05,253.0973
2023-05-06,253.0973
2023-05-07,253.0973
2023-05-08,248.8299
2023-05-09,253.6073
2023-05-10,252.1448
2023-05-11,248.9762
2023-05-12,248.5862
2023-05-13,248.5862
2023-05-14,248.5862
2023-05-15,250.9261
2023-05-16,251.2186
2023-05-17,261.5046
2023-05-18,265.502
2023-05-19,260.3833
2023-05-20,260.3833
2023-05-21,260.3833
2023-05-22,253.7535
2023-05-23,253.1198
2023-05-24,257.3609
2023-05-25,256.8734
2023-05-26,253.8023
2023-05-27,253.8023
2023-05-28,253.8023
2023-05-29,253.8023
2023-05-30,248.2449
2023-05-31,247.9037
2023-06-01,250.0486
2023-06-02,257.0197
2023-06-03,257.0197
2023-06-04,257.0197
2023-06-05,251.3648
2023-06-06,252.6811
2023-06-07,261.8458
2023-06-08,258.1897
2023-06-09,255.606
2023-06-10,255.606
2023-06-11,255.606
2023-06-12,255.1672
2023-06-13,258.8721
2023-06-14,257.1659
2023-06-15,256.5809
2023-06-16,252.0961
2023-06-17,252.0961
2023-06-18,252.0961
2023-06-19,252.0961
2023-06-20,250.9261
2023-06-21,253.9973
2023-06-22,254.1923
2023-06-23,250.7799
2023-06-24,250.7799
2023-06-25,250.7799
2023-06-26,252.4861
2023-06-27,255.021
2023-06-28,252.4861
2023-06-29,255.9472
2023-06-30,257.7509
2023-07-01,257.7509
2023-07-02,257.7509
2023-07-03,106.7532
2023-07-04,106.7532
2023-07-05,103.8838
2023-07-06,103.1714
2023-07-07,103.6068
2023-07-08,103.6068
2023-07-09,103.6068
2023-07-10,105.5263
2023-07-11,105.7637
2023-07-12,110.513
2023-07-13,110.6318
2023-07-14,110.3745
2023-07-15,110.3745
2023-07-16,110.3745
2023-07-17,110.5328
2023-07-18,111.9378
2023-07-19,112.7492
2023-07-20,112.294
2023-07-21,109.484
2023-07-22,109.484
2023-07-23,109.484
2023-07-24,109.3851
2023-07-25,108.554
2023-07-26,109.0289
2023-07-27,108.554
2023-07-28,114.7281
2023-07-29,114.7281
2023-07-30,114.7281
2023-07-31,117.1027
2023-08-01,114.9655
2023-08-02,114.5104
2023-08-03,114.2729
2023-08-04,114.3719
2023-08-05,114.3719
2023-08-06,114.3719
2023-08-07,113.6978
2023-08-08,109.9724
2023-08-09,109.9526
2023-08-10,110.23
2023-08-11,109.3779
2023-08-12,109.3779
2023-08-13,109.3779
2023-08-14,109.0014
2023-08-15,107.753
2023-08-16,106.4451
2023-08-17,103.8294
2023-08-18,102.4621
2023-08-19,102.4621
2023-08-20,102.4621
2023-08-21,102.1252
2023-08-22,102.6801
2023-08-23,103.5916
2023-08-24,101.5902
2023-08-25,101.3128
2023-08-26,101.3128
2023-08-27,101.3128
2023-08-28,101.0948
2023-08-29,101.1939
2023-08-30,101.1146
2023-08-31,100.857
2023-09-01,101.0948
2023-09-02,101.0948
2023-09-03,101.0948
2023-09-04,101.0948
2023-09-05,98.8358
2023-09-06,98.2215
2023-09-07,97.9243
2023-09-08,98.5584
2023-09-09,98.5584
2023-09-10,98.5584
2023-09-11,97.2505
2023-09-12,97.3298
2023-09-13,95.8634
2023-09-14,96.9136
2023-09-15,95.4869
2023-09-16,95.4869
2023-09-17,95.4869
2023-09-18,93.6836
2023-09-19,93.5251
2023-09-20,92.9504
2023-09-21,90.8301
2023-09-22,89.3241
2023-09-23,89.3241
2023-09-24,89.3241
2023-09-25,88.6504
2023-09-26,87.6992
2023-09-27,87.8181
2023-09-28,89.4826
2023-09-29,89.0665
2023-09-30,89.0665
2023-10-01,89.0665
2023-10-02,88.5711
2023-10-03,70.2722
2023-10-04,71.332
2023-10-05,71.4765
2023-10-06,71.3159
2023-10-07,71.3159
2023-10-08,71.3159
2023-10-09,71.7013
2023-10-10,71.7013
2023-10-11,71.3962
2023-10-12,69.5335
2023-10-13,69.9831
2023-10-14,69.9831
2023-10-15,69.9831
2023-10-16,70.2882
2023-10-17,72.6568
2023-10-18,72.8896
2023-10-19,72.8254
2023-10-20,72.8254
2023-10-21,72.8254
2023-10-22,72.8254
2023-10-23,72.7451
2023-10-24,72.7933
2023-10-25,72.5524
2023-10-26,72.0707
2023-10-27,75.3465
2023-10-28,75.3465
2023-10-29,75.3465
2023-10-30,75.218
2023-10-31,75.5231
2023-11-01,76.326
2023-11-02,77.6588
2023-11-03,79.4894
2023-11-04,79.4894
2023-11-05,79.4894
2023-11-06,78.1317
2023-11-07,77.5777
2023-11-08,77.2136
2023-11-09,76.897
2023-11-10,76.9762
2023-11-11,76.9762
2023-11-12,76.9762
2023-11-13,77.3719
2023-11-14,80.6169
2023-11-15,82.9437
2023-11-16,82.643
2023-11-17,82.9121
2023-11-18,82.9121
2023-11-19,82.9121
2023-11-20,83.102
2023-11-21,82.9279
2023-11-22,82.9279
2023-11-23,82.9279
2023-11-24,82.7221
2023-11-25,82.7221
2023-11-26,82.7221
2023-11-27,82.2472
2023-11-28,81.7724
2023-11-29,82.1839
2023-11-30,81.5983
2023-12-01,83.0704
2023-12-02,83.0704
2023-12-03,83.0704
2023-12-04,83.7668
2023-12-05,83.4186
2023-12-06,84.9698
2023-12-07,85.9987
2023-12-08,86.062
2023-12-09,86.062
2023-12-10,86.062
2023-12-11,85.2231
2023-12-12,84.2892
2023-12-13,85.5555
2023-12-14,86.8851
2023-12-15,85.9671
2023-12-16,85.9671
2023-12-17,85.9671
2023-12-18,85.8404
2023-12-19,86.6952
2023-12-20,85.698
2023-12-21,86.6635
2023-12-22,87.8507
2023-12-23,87.8507
2023-12-24,87.8507
2023-12-25,87.8507
2023-12-26,90.6366
2023-12-27,91.6972
2023-12-28,91.4122
2023-12-29,91.2223
2023-12-30,91.2223
2023-12-31,91.2223
2024-01-01,91.2223
2024-01-02,95.2274
2024-01-03,90.5493
2024-01-04,90.5662
2024-01-05,90.448
2024-01-06,90.448
2024-01-07,90.448
2024-01-08,91.7822
2024-01-09,91.36
2024-01-10,91.1573
2024-01-11,90.2284
2024-01-12,89.4515
2024-01-13,89.4515
2024-01-14,89.4515
2024-01-15,89.4515
2024-01-16,88.5227
2024-01-17,87.104
2024-01-18,89.1475
2024-01-19,93.015
2024-01-20,93.015
2024-01-21,93.015
2024-01-22,95.4132
2024-01-23,94.2479
2024-01-24,94.1466
2024-01-25,94.3492
2024-01-26,93.5048
2024-01-27,93.5048
2024-01-28,93.5048
2024-01-29,96.0888
2024-01-30,94.6363
2024-01-31,94.0959
2024-02-01,96.5616
2024-02-02,96.0381
2024-02-03,96.0381
2024-02-04,96.0381
2024-02-05,94.4675
2024-02-06,95.6834
2024-02-07,95.5145
2024-02-08,97.0176
2024-02-09,96.511
2024-02-10,96.511
2024-02-11,96.511
2024-02-12,97.4398
2024-02-13,94.9066
2024-02-14,94.2817
2024-02-15,95.5483
2024-02-16,97.2203
2024-02-17,97.2203
2024-02-18,97.2203
2024-02-19,97.2203
2024-02-20,94.1803
2024-02-21,91.9004
2024-02-22,92.5253
2024-02-23,93.3528
2024-02-24,93.3528
2024-02-25,93.3528
2024-02-26,94.2479
2024-02-27,93.5567
2024-02-28,94.185
2024-02-29,95.1191
2024-03-01,95.9003
2024-03-02,95.9003
2024-03-03,95.9003
2024-03-04,97.5986
2024-03-05,98.4648
2024-03-06,100.4008
2024-03-07,100.0442
2024-03-08,98.4308
2024-03-09,98.4308
2024-03-10,98.4308
2024-03-11,96.7834
2024-03-12,97.4797
2024-03-13,97.3948
2024-03-14,95.17
2024-03-15,95.204
2024-03-16,95.204
2024-03-17,95.204
2024-03-18,95.5267
2024-03-19,96.6646
2024-03-20,96.8853
2024-03-21,95.9513
2024-03-22,93.4887
2024-03-23,93.4887
2024-03-24,93.4887
2024-03-25,91.5187
2024-03-26,92.0282
2024-03-27,96.3419
2024-03-28,97.0891
2024-03-29,97.0891
2024-03-30,97.0891
2024-03-31,97.0891
2024-04-01,97.225
2024-04-02,95.7644
2024-04-03,95.9003
2024-04-04,94.168
2024-04-05,93.7944
2024-04-06,93.7944
2024-04-07,93.7944
2024-04-08,95.255
