,ABG US Equity
2020-04-18,9.962
2020-04-19,9.962
2020-04-20,9.7365
2020-04-21,9.5439
2020-04-22,9.5487
2020-04-23,9.7147
2020-04-24,9.9859
2020-04-25,9.9859
2020-04-26,9.9859
2020-04-27,10.1334
2020-04-28,10.3322
2020-04-29,10.738
2020-04-30,10.6028
2020-05-01,10.4819
2020-05-02,10.4819
2020-05-03,10.4819
2020-05-04,10.4989
2020-05-05,10.5994
2020-05-06,10.4245
2020-05-07,10.4593
2020-05-08,10.7408
2020-05-09,10.7408
2020-05-10,10.7408
2020-05-11,10.5562
2020-05-12,10.3457
2020-05-13,9.993
2020-05-14,10.1372
2020-05-15,10.25
2020-05-16,10.25
2020-05-17,10.25
2020-05-18,10.818
2020-05-19,10.6943
2020-05-20,10.8249
2020-05-21,10.9794
2020-05-22,10.9178
2020-05-23,10.9178
2020-05-24,10.9178
2020-05-25,10.9178
2020-05-26,11.2815
2020-05-27,11.397
2020-05-28,11.2008
2020-05-29,10.9322
2020-05-30,10.9322
2020-05-31,10.9322
2020-06-01,10.9643
2020-06-02,11.0669
2020-06-03,11.384
2020-06-04,11.5043
2020-06-05,11.5624
2020-06-06,11.5624
2020-06-07,11.5624
2020-06-08,11.6383
2020-06-09,11.5638
2020-06-10,11.3307
2020-06-11,11.045
2020-06-12,11.1913
2020-06-13,11.1913
2020-06-14,11.1913
2020-06-15,11.3266
2020-06-16,11.4421
2020-06-17,11.3184
2020-06-18,11.3252
2020-06-19,11.1168
2020-06-20,11.1168
2020-06-21,11.1168
2020-06-22,11.1783
2020-06-23,11.2282
2020-06-24,10.9842
2020-06-25,11.0744
2020-06-26,10.9876
2020-06-27,10.9876
2020-06-28,10.9876
2020-06-29,11.354
2020-06-30,9.8103
2020-07-01,9.6732
2020-07-02,9.7591
2020-07-03,9.7591
2020-07-04,9.7591
2020-07-05,9.7591
2020-07-06,9.8851
2020-07-07,10.3922
2020-07-08,10.8271
2020-07-09,10.5605
2020-07-10,10.8264
2020-07-11,10.8264
2020-07-12,10.8264
2020-07-13,10.7184
2020-07-14,11.179
2020-07-15,11.4567
2020-07-16,11.4623
2020-07-17,11.3286
2020-07-18,11.3286
2020-07-19,11.3286
2020-07-20,11.2586
2020-07-21,11.366
2020-07-22,11.7989
2020-07-23,11.8065
2020-07-24,11.6978
2020-07-25,11.6978
2020-07-26,11.6978
2020-07-27,11.988
2020-07-28,11.6257
2020-07-29,11.6611
2020-07-30,11.49
2020-07-31,11.3908
2020-08-01,11.3908
2020-08-02,11.3908
2020-08-03,11.4351
2020-08-04,11.5487
2020-08-05,11.8015
2020-08-06,11.6512
2020-08-07,11.5543
2020-08-08,11.5543
2020-08-09,11.5543
2020-08-10,11.424
2020-08-11,11.7586
2020-08-12,12.1083
2020-08-13,11.956
2020-08-14,11.9726
2020-08-15,11.9726
2020-08-16,11.9726
2020-08-17,11.9982
2020-08-18,12.0488
2020-08-19,11.9103
2020-08-20,11.7454
2020-08-21,11.5944
2020-08-22,11.5944
2020-08-23,11.5944
2020-08-24,11.6955
2020-08-25,11.6491
2020-08-26,11.3956
2020-08-27,11.6394
2020-08-28,11.9345
2020-08-29,11.9345
2020-08-30,11.9345
2020-08-31,11.7814
2020-09-01,11.9428
2020-09-02,12.0502
2020-09-03,11.7946
2020-09-04,11.8181
2020-09-05,11.8181
2020-09-06,11.8181
2020-09-07,11.8181
2020-09-08,11.9103
2020-09-09,12.1298
2020-09-10,11.9331
2020-09-11,11.6997
2020-09-12,11.6997
2020-09-13,11.6997
2020-09-14,11.8957
2020-09-15,11.8452
2020-09-16,11.5854
2020-09-17,11.4559
2020-09-18,11.2613
2020-09-19,11.2613
2020-09-20,11.2613
2020-09-21,10.9725
2020-09-22,11.2911
2020-09-23,11.0985
2020-09-24,10.9544
2020-09-25,10.9053
2020-09-26,10.9053
2020-09-27,10.9053
2020-09-28,11.2876
2020-09-29,11.0687
2020-09-30,12.9536
2020-10-01,13.1279
2020-10-02,13.3376
2020-10-03,13.3376
2020-10-04,13.3376
2020-10-05,13.7138
2020-10-06,13.8777
2020-10-07,13.948
2020-10-08,14.0361
2020-10-09,14.0086
2020-10-10,14.0086
2020-10-11,14.0086
2020-10-12,13.9364
2020-10-13,13.882
2020-10-14,13.8599
2020-10-15,14.1272
2020-10-16,13.9975
2020-10-17,13.9975
2020-10-18,13.9975
2020-10-19,14.0061
2020-10-20,14.3388
2020-10-21,14.5162
2020-10-22,14.3296
2020-10-23,14.2679
2020-10-24,14.2679
2020-10-25,14.2679
2020-10-26,14.1241
2020-10-27,13.4789
2020-10-28,13.5077
2020-10-29,13.2954
2020-10-30,13.2918
2020-10-31,13.2918
2020-11-01,13.2918
2020-11-02,13.6911
2020-11-03,14.009
2020-11-04,13.9338
2020-11-05,14.0542
2020-11-06,13.976
2020-11-07,13.976
2020-11-08,13.976
2020-11-09,14.4835
2020-11-10,14.7702
2020-11-11,14.4884
2020-11-12,14.1875
2020-11-13,14.3288
2020-11-14,14.3288
2020-11-15,14.3288
2020-11-16,14.6614
2020-11-17,14.6883
2020-11-18,14.5727
2020-11-19,14.3832
2020-11-20,14.1502
2020-11-21,14.1502
2020-11-22,14.1502
2020-11-23,14.415
2020-11-24,14.7336
2020-11-25,14.3814
2020-11-26,14.3814
2020-11-27,14.2291
2020-11-28,14.2291
2020-11-29,14.2291
2020-11-30,13.8891
2020-12-01,14.1942
2020-12-02,14.5036
2020-12-03,14.9794
2020-12-04,15.4141
2020-12-05,15.4141
2020-12-06,15.4141
2020-12-07,15.7614
2020-12-08,15.5303
2020-12-09,15.7969
2020-12-10,15.6538
2020-12-11,15.7645
2020-12-12,15.7645
2020-12-13,15.7645
2020-12-14,15.5419
2020-12-15,15.7492
2020-12-16,15.8464
2020-12-17,16.0219
2020-12-18,15.7131
2020-12-19,15.7131
2020-12-20,15.7131
2020-12-21,15.6434
2020-12-22,15.408
2020-12-23,15.5413
2020-12-24,15.5444
2020-12-25,15.5444
2020-12-26,15.5444
2020-12-27,15.5444
2020-12-28,15.8287
2020-12-29,15.5113
2020-12-30,15.9174
2020-12-31,13.5781
2021-01-01,13.5781
2021-01-02,13.5781
2021-01-03,13.5781
2021-01-04,13.42
2021-01-05,13.6577
2021-01-06,14.248
2021-01-07,14.3911
2021-01-08,14.414
2021-01-09,14.414
2021-01-10,14.414
2021-01-11,14.5164
2021-01-12,14.7125
2021-01-13,14.4374
2021-01-14,14.5996
2021-01-15,14.4478
2021-01-16,14.4478
2021-01-17,14.4478
2021-01-18,14.4478
2021-01-19,14.3401
2021-01-20,14.6844
2021-01-21,14.6995
2021-01-22,14.4472
2021-01-23,14.4472
2021-01-24,14.4472
2021-01-25,14.1549
2021-01-26,14.0816
2021-01-27,13.5209
2021-01-28,13.6364
2021-01-29,13.4154
2021-01-30,13.4154
2021-01-31,13.4154
2021-02-01,13.8684
2021-02-02,13.5105
2021-02-03,13.6317
2021-02-04,13.9682
2021-02-05,14.066
2021-02-06,14.066
2021-02-07,14.066
2021-02-08,14.5799
2021-02-09,14.5539
2021-02-10,14.3708
2021-02-11,14.2746
2021-02-12,14.2153
2021-02-13,14.2153
2021-02-14,14.2153
2021-02-15,14.2153
2021-02-16,14.1638
2021-02-17,14.3536
2021-02-18,14.1638
2021-02-19,14.3666
2021-02-20,14.3666
2021-02-21,14.3666
2021-02-22,14.5216
2021-02-23,14.5799
2021-02-24,14.8618
2021-02-25,14.7151
2021-02-26,14.8113
2021-02-27,14.8113
2021-02-28,14.8113
2021-03-01,14.9517
2021-03-02,14.7398
2021-03-03,14.7002
2021-03-04,14.7513
2021-03-05,14.9457
2021-03-06,14.9457
2021-03-07,14.9457
2021-03-08,15.3841
2021-03-09,15.21
2021-03-10,15.7183
2021-03-11,15.7949
2021-03-12,15.9569
2021-03-13,15.9569
2021-03-14,15.9569
2021-03-15,15.9282
2021-03-16,15.922
2021-03-17,16.1242
2021-03-18,16.0742
2021-03-19,15.826
2021-03-20,15.826
2021-03-21,15.826
2021-03-22,15.715
2021-03-23,15.3997
2021-03-24,15.4528
2021-03-25,15.9798
2021-03-26,16.3864
2021-03-27,16.3864
2021-03-28,16.3864
2021-03-29,16.1153
2021-03-30,16.4792
2021-03-31,12.3
2021-04-01,12.3086
2021-04-02,12.3086
2021-04-03,12.3086
2021-04-04,12.3086
2021-04-05,12.3357
2021-04-06,12.2955
2021-04-07,12.1666
2021-04-08,12.255
2021-04-09,12.3815
2021-04-10,12.3815
2021-04-11,12.3815
2021-04-12,12.4143
2021-04-13,12.393
2021-04-14,12.8446
2021-04-15,13.0644
2021-04-16,12.7795
2021-04-17,12.7795
2021-04-18,12.7795
2021-04-19,12.6743
2021-04-20,12.4904
2021-04-21,12.7193
2021-04-22,12.6882
2021-04-23,12.9072
2021-04-24,12.9072
2021-04-25,12.9072
2021-04-26,12.7684
2021-04-27,12.637
2021-04-28,12.6404
2021-04-29,12.6167
2021-04-30,12.391
2021-05-01,12.391
2021-05-02,12.391
2021-05-03,12.5389
2021-05-04,12.6704
2021-05-05,12.6769
2021-05-06,12.8236
2021-05-07,12.8174
2021-05-08,12.8174
2021-05-09,12.8174
2021-05-10,12.6728
2021-05-11,12.47
2021-05-12,12.3521
2021-05-13,12.4414
2021-05-14,12.8514
2021-05-15,12.8514
2021-05-16,12.8514
2021-05-17,12.7138
2021-05-18,12.5196
2021-05-19,12.3107
2021-05-20,12.1755
2021-05-21,12.3373
2021-05-22,12.3373
2021-05-23,12.3373
2021-05-24,12.3295
2021-05-25,12.1956
2021-05-26,12.2701
2021-05-27,12.4258
2021-05-28,12.3779
2021-05-29,12.3779
2021-05-30,12.3779
2021-05-31,12.3779
2021-06-01,12.6486
2021-06-02,12.1624
2021-06-03,12.0391
2021-06-04,11.7962
2021-06-05,11.7962
2021-06-06,11.7962
2021-06-07,11.7032
2021-06-08,11.7544
2021-06-09,11.6196
2021-06-10,11.4345
2021-06-11,11.5115
2021-06-12,11.5115
2021-06-13,11.5115
2021-06-14,11.2804
2021-06-15,11.3632
2021-06-16,11.3624
2021-06-17,11.2145
2021-06-18,10.7385
2021-06-19,10.7385
2021-06-20,10.7385
2021-06-21,10.863
2021-06-22,10.8851
2021-06-23,10.8933
2021-06-24,10.8507
2021-06-25,11.1784
2021-06-26,11.1784
2021-06-27,11.1784
2021-06-28,11.0609
2021-06-29,10.9376
2021-06-30,8.3001
2021-07-01,8.4477
2021-07-02,8.4979
2021-07-03,8.4979
2021-07-04,8.4979
2021-07-05,8.4979
2021-07-06,8.3949
2021-07-07,8.4639
2021-07-08,8.4934
2021-07-09,8.6422
2021-07-10,8.6422
2021-07-11,8.6422
2021-07-12,8.8139
2021-07-13,8.8676
2021-07-14,8.8543
2021-07-15,8.7932
2021-07-16,8.7071
2021-07-17,8.7071
2021-07-18,8.7071
2021-07-19,8.7278
2021-07-20,8.9767
2021-07-21,9.1185
2021-07-22,9.0584
2021-07-23,9.0994
2021-07-24,9.0994
2021-07-25,9.0994
2021-07-26,9.1143
2021-07-27,9.1124
2021-07-28,9.0397
2021-07-29,9.2943
2021-07-30,9.3846
2021-07-31,9.3846
2021-08-01,9.3846
2021-08-02,9.3478
2021-08-03,9.1544
2021-08-04,8.9951
2021-08-05,9.054
2021-08-06,9.0508
2021-08-07,9.0508
2021-08-08,9.0508
2021-08-09,8.9983
2021-08-10,9.1099
2021-08-11,9.192
2021-08-12,9.1789
2021-08-13,9.0556
2021-08-14,9.0556
2021-08-15,9.0556
2021-08-16,9.2597
2021-08-17,8.9261
2021-08-18,8.8896
2021-08-19,8.7697
2021-08-20,8.7579
2021-08-21,8.7579
2021-08-22,8.7579
2021-08-23,8.8651
2021-08-24,8.9198
2021-08-25,8.9099
2021-08-26,8.7462
2021-08-27,8.9204
2021-08-28,8.9204
2021-08-29,8.9204
2021-08-30,8.7538
2021-08-31,8.7735
2021-09-01,8.7373
2021-09-02,8.6082
2021-09-03,8.5573
2021-09-04,8.5573
2021-09-05,8.5573
2021-09-06,8.5573
2021-09-07,8.3656
2021-09-08,8.4057
2021-09-09,8.4044
2021-09-10,8.2915
2021-09-11,8.2915
2021-09-12,8.2915
2021-09-13,8.3691
2021-09-14,8.3087
2021-09-15,8.4022
2021-09-16,8.5789
2021-09-17,8.6365
2021-09-18,8.6365
2021-09-19,8.6365
2021-09-20,8.5468
2021-09-21,8.6114
2021-09-22,8.7567
2021-09-23,8.9249
2021-09-24,9.0848
2021-09-25,9.0848
2021-09-26,9.0848
2021-09-27,9.3039
2021-09-28,9.1735
2021-09-29,9.3141
2021-09-30,7.5403
2021-10-01,7.5692
2021-10-02,7.5692
2021-10-03,7.5692
2021-10-04,7.7297
2021-10-05,7.639
2021-10-06,7.5213
2021-10-07,7.7468
2021-10-08,7.8769
2021-10-09,7.8769
2021-10-10,7.8769
2021-10-11,7.9447
2021-10-12,7.982
2021-10-13,7.9632
2021-10-14,7.9377
2021-10-15,7.9295
2021-10-16,7.9295
2021-10-17,7.9295
2021-10-18,7.9707
2021-10-19,8.0055
2021-10-20,8.0596
2021-10-21,8.4625
2021-10-22,8.4171
2021-10-23,8.4171
2021-10-24,8.4171
2021-10-25,8.2891
2021-10-26,7.8781
2021-10-27,7.5931
2021-10-28,7.5213
2021-10-29,7.5113
2021-10-30,7.5113
2021-10-31,7.5113
2021-11-01,7.6881
2021-11-02,7.2078
2021-11-03,8.0038
2021-11-04,8.2109
2021-11-05,8.1301
2021-11-06,8.1301
2021-11-07,8.1301
2021-11-08,8.2223
2021-11-09,8.16
2021-11-10,8.167
2021-11-11,8.1405
2021-11-12,8.219
2021-11-13,8.219
2021-11-14,8.219
2021-11-15,8.1948
2021-11-16,8.1797
2021-11-17,7.6012
2021-11-18,7.6997
2021-11-19,7.4906
2021-11-20,7.4906
2021-11-21,7.4906
2021-11-22,7.6518
2021-11-23,7.6129
2021-11-24,7.5234
2021-11-25,7.5234
2021-11-26,7.3833
2021-11-27,7.3833
2021-11-28,7.3833
2021-11-29,7.508
2021-11-30,7.5124
2021-12-01,7.4178
2021-12-02,7.6528
2021-12-03,7.6196
2021-12-04,7.6196
2021-12-05,7.6196
2021-12-06,7.8677
2021-12-07,7.8338
2021-12-08,7.6907
2021-12-09,7.6421
2021-12-10,7.8077
2021-12-11,7.8077
2021-12-12,7.8077
2021-12-13,7.5911
2021-12-14,7.6488
2021-12-15,7.8288
2021-12-16,7.5881
2021-12-17,7.5278
2021-12-18,7.5278
2021-12-19,7.5278
2021-12-20,7.3686
2021-12-21,7.4909
2021-12-22,7.5113
2021-12-23,7.5385
2021-12-24,7.5385
2021-12-25,7.5385
2021-12-26,7.5385
2021-12-27,7.6414
2021-12-28,7.7095
2021-12-29,7.692
2021-12-30,7.7286
2021-12-31,10.383
2022-01-01,10.383
2022-01-02,10.383
2022-01-03,10.4247
2022-01-04,10.5109
2022-01-05,10.3622
2022-01-06,10.4312
2022-01-07,10.4543
2022-01-08,10.4543
2022-01-09,10.4543
2022-01-10,10.5957
2022-01-11,10.4952
2022-01-12,10.2079
2022-01-13,10.2263
2022-01-14,10.2217
2022-01-15,10.2217
2022-01-16,10.2217
2022-01-17,10.2217
2022-01-18,10.2526
2022-01-19,10.1054
2022-01-20,9.9336
2022-01-21,9.9307
2022-01-22,9.9307
2022-01-23,9.9307
2022-01-24,10.2617
2022-01-25,10.2112
2022-01-26,9.9692
2022-01-27,9.8632
2022-01-28,9.9204
2022-01-29,9.9204
2022-01-30,9.9204
2022-01-31,10.0393
2022-02-01,10.25
2022-02-02,10.3105
2022-02-03,10.1288
2022-02-04,9.7983
2022-02-05,9.7983
2022-02-06,9.7983
2022-02-07,9.7623
2022-02-08,9.9184
2022-02-09,10.1501
2022-02-10,10.089
2022-02-11,10.0566
2022-02-12,10.0566
2022-02-13,10.0566
2022-02-14,10.0455
2022-02-15,10.4621
2022-02-16,10.7336
2022-02-17,10.7508
2022-02-18,10.7803
2022-02-19,10.7803
2022-02-20,10.7803
2022-02-21,10.7803
2022-02-22,10.7371
2022-02-23,10.688
2022-02-24,10.7798
2022-02-25,10.9332
2022-02-26,10.9332
2022-02-27,10.9332
2022-02-28,11.0077
2022-03-01,10.9431
2022-03-02,11.2187
2022-03-03,11.0503
2022-03-04,10.925
2022-03-05,10.925
2022-03-06,10.925
2022-03-07,10.8436
2022-03-08,10.8198
2022-03-09,10.7581
2022-03-10,10.7698
2022-03-11,10.84
2022-03-12,10.84
2022-03-13,10.84
2022-03-14,10.6539
2022-03-15,10.7684
2022-03-16,10.9802
2022-03-17,11.0326
2022-03-18,10.9093
2022-03-19,10.9093
2022-03-20,10.9093
2022-03-21,10.8554
2022-03-22,10.8065
2022-03-23,10.5983
2022-03-24,10.4308
2022-03-25,10.3933
2022-03-26,10.3933
2022-03-27,10.3933
2022-03-28,10.1596
2022-03-29,10.4106
2022-03-30,10.1508
2022-03-31,7.661
2022-04-01,7.6054
2022-04-02,7.6054
2022-04-03,7.6054
2022-04-04,7.5403
2022-04-05,7.5099
2022-04-06,7.5797
2022-04-07,7.5125
2022-04-08,7.5747
2022-04-09,7.5747
2022-04-10,7.5747
2022-04-11,7.6944
2022-04-12,7.5339
2022-04-13,7.5424
2022-04-14,7.5056
2022-04-15,7.5056
2022-04-16,7.5056
2022-04-17,7.5056
2022-04-18,7.5351
2022-04-19,7.7564
2022-04-20,7.6968
2022-04-21,7.621
2022-04-22,7.6683
2022-04-23,7.6683
2022-04-24,7.6683
2022-04-25,7.7833
2022-04-26,7.6493
2022-04-27,7.613
2022-04-28,7.9833
2022-04-29,8.2193
2022-04-30,8.2193
2022-05-01,8.2193
2022-05-02,8.3179
2022-05-03,8.4804
2022-05-04,8.406
2022-05-05,8.1635
2022-05-06,8.2
2022-05-07,8.2
2022-05-08,8.2
2022-05-09,8.1399
2022-05-10,7.9669
2022-05-11,7.9257
2022-05-12,7.9286
2022-05-13,8.2079
2022-05-14,8.2079
2022-05-15,8.2079
2022-05-16,8.0735
2022-05-17,8.2292
2022-05-18,7.8554
2022-05-19,7.9236
2022-05-20,7.7314
2022-05-21,7.7314
2022-05-22,7.7314
2022-05-23,7.6264
2022-05-24,7.6833
2022-05-25,7.8901
2022-05-26,7.9098
2022-05-27,8.0497
2022-05-28,8.0497
2022-05-29,8.0497
2022-05-30,8.0497
2022-05-31,7.9624
2022-06-01,8.0431
2022-06-02,7.9798
2022-06-03,7.998
2022-06-04,7.998
2022-06-05,7.998
2022-06-06,8.1156
2022-06-07,8.0921
2022-06-08,8.0821
2022-06-09,8.1306
2022-06-10,8.0075
2022-06-11,8.0075
2022-06-12,8.0075
2022-06-13,7.7108
2022-06-14,7.7926
2022-06-15,7.7767
2022-06-16,7.4168
2022-06-17,7.5761
2022-06-18,7.5761
2022-06-19,7.5761
2022-06-20,7.5761
2022-06-21,7.5018
2022-06-22,7.5888
2022-06-23,7.6271
2022-06-24,7.8751
2022-06-25,7.8751
2022-06-26,7.8751
2022-06-27,7.8991
2022-06-28,7.8239
2022-06-29,7.8064
2022-06-30,6.6934
2022-07-01,6.7732
2022-07-02,6.7732
2022-07-03,6.7732
2022-07-04,6.7732
2022-07-05,6.8645
2022-07-06,6.6947
2022-07-07,6.8017
2022-07-08,6.7319
2022-07-09,6.7319
2022-07-10,6.7319
2022-07-11,6.5791
2022-07-12,6.6238
2022-07-13,6.5348
2022-07-14,6.3218
2022-07-15,6.5303
2022-07-16,6.5303
2022-07-17,6.5303
2022-07-18,6.6258
2022-07-19,6.8072
2022-07-20,6.7623
2022-07-21,6.6481
2022-07-22,6.6505
2022-07-23,6.6505
2022-07-24,6.6505
2022-07-25,6.5949
2022-07-26,6.5161
2022-07-27,6.5758
2022-07-28,6.7465
2022-07-29,6.74
2022-07-30,6.74
2022-07-31,6.74
2022-08-01,6.9244
2022-08-02,6.804
2022-08-03,6.8789
2022-08-04,6.8463
2022-08-05,6.8935
2022-08-06,6.8935
2022-08-07,6.8935
2022-08-08,6.9216
2022-08-09,6.8694
2022-08-10,6.9669
2022-08-11,6.9528
2022-08-12,7.0066
2022-08-13,7.0066
2022-08-14,7.0066
2022-08-15,7.0313
2022-08-16,7.2851
2022-08-17,7.0971
2022-08-18,7.0797
2022-08-19,7.0337
2022-08-20,7.0337
2022-08-21,7.0337
2022-08-22,6.9382
2022-08-23,6.9465
2022-08-24,6.9558
2022-08-25,7.0845
2022-08-26,6.9959
2022-08-27,6.9959
2022-08-28,6.9959
2022-08-29,6.9957
2022-08-30,6.918
2022-08-31,6.7975
2022-09-01,6.7799
2022-09-02,6.7291
2022-09-03,6.7291
2022-09-04,6.7291
2022-09-05,6.7291
2022-09-06,6.6075
2022-09-07,6.7074
2022-09-08,6.6702
2022-09-09,6.7208
2022-09-10,6.7208
2022-09-11,6.7208
2022-09-12,6.7916
2022-09-13,6.5271
2022-09-14,6.5247
2022-09-15,6.488
2022-09-16,6.4405
2022-09-17,6.4405
2022-09-18,6.4405
2022-09-19,6.4799
2022-09-20,6.3648
2022-09-21,6.3075
2022-09-22,6.2798
2022-09-23,6.2551
2022-09-24,6.2551
2022-09-25,6.2551
2022-09-26,6.3176
2022-09-27,6.3366
2022-09-28,6.4544
2022-09-29,6.2413
2022-09-30,5.6351
2022-10-01,5.6351
2022-10-02,5.6351
2022-10-03,5.73
2022-10-04,5.8124
2022-10-05,5.7625
2022-10-06,5.6641
2022-10-07,5.6999
2022-10-08,5.6999
2022-10-09,5.6999
2022-10-10,5.7109
2022-10-11,5.7531
2022-10-12,5.7269
2022-10-13,5.7781
2022-10-14,5.6962
2022-10-15,5.6962
2022-10-16,5.6962
2022-10-17,5.7416
2022-10-18,5.7801
2022-10-19,5.5687
2022-10-20,5.4509
2022-10-21,5.4892
2022-10-22,5.4892
2022-10-23,5.4892
2022-10-24,5.5826
2022-10-25,5.6911
2022-10-26,5.6995
2022-10-27,5.7608
2022-10-28,5.7423
2022-10-29,5.7423
2022-10-30,5.7423
2022-10-31,5.7574
2022-11-01,5.9409
2022-11-02,5.7131
2022-11-03,5.7227
2022-11-04,5.6863
2022-11-05,5.6863
2022-11-06,5.6863
2022-11-07,5.7919
2022-11-08,5.891
2022-11-09,5.7904
2022-11-10,6.0886
2022-11-11,6.185
2022-11-12,6.185
2022-11-13,6.185
2022-11-14,6.1466
2022-11-15,6.1707
2022-11-16,6.0958
2022-11-17,6.1547
2022-11-18,6.1356
2022-11-19,6.1356
2022-11-20,6.1356
2022-11-21,6.1564
2022-11-22,6.1624
2022-11-23,6.2006
2022-11-24,6.2006
2022-11-25,6.1943
2022-11-26,6.1943
2022-11-27,6.1943
2022-11-28,6.1738
2022-11-29,6.2041
2022-11-30,6.3056
2022-12-01,6.216
2022-12-02,6.2266
2022-12-03,6.2266
2022-12-04,6.2266
2022-12-05,6.1024
2022-12-06,6.1738
2022-12-07,6.1466
2022-12-08,6.194
2022-12-09,6.1874
2022-12-10,6.1874
2022-12-11,6.1874
2022-12-12,6.1617
2022-12-13,6.0881
2022-12-14,6.1182
2022-12-15,5.9888
2022-12-16,5.929
2022-12-17,5.929
2022-12-18,5.929
2022-12-19,5.833
2022-12-20,5.775
2022-12-21,5.8937
2022-12-22,5.9137
2022-12-23,5.964
2022-12-24,5.964
2022-12-25,5.964
2022-12-26,5.964
2022-12-27,6.0281
2022-12-28,5.9815
2022-12-29,6.074
2022-12-30,5.7532
2022-12-31,5.7532
2023-01-01,5.7532
2023-01-02,5.7532
2023-01-03,5.6671
2023-01-04,5.7548
2023-01-05,5.7704
2023-01-06,5.8398
2023-01-07,5.8398
2023-01-08,5.8398
2023-01-09,5.84
2023-01-10,5.9292
2023-01-11,5.9744
2023-01-12,6.0018
2023-01-13,5.9237
2023-01-14,5.9237
2023-01-15,5.9237
2023-01-16,5.9237
2023-01-17,5.8739
2023-01-18,5.8417
2023-01-19,5.8365
2023-01-20,5.9395
2023-01-21,5.9395
2023-01-22,5.9395
2023-01-23,5.9722
2023-01-24,5.9235
2023-01-25,6.0035
2023-01-26,6.1251
2023-01-27,6.3722
2023-01-28,6.3722
2023-01-29,6.3722
2023-01-30,6.3608
2023-01-31,6.462
2023-02-01,6.6644
2023-02-02,6.8396
2023-02-03,6.8643
2023-02-04,6.8643
2023-02-05,6.8643
2023-02-06,6.7403
2023-02-07,6.7389
2023-02-08,6.6763
2023-02-09,6.6611
2023-02-10,6.6622
2023-02-11,6.6622
2023-02-12,6.6622
2023-02-13,6.6749
2023-02-14,6.6914
2023-02-15,6.7076
2023-02-16,6.697
2023-02-17,6.8363
2023-02-18,6.8363
2023-02-19,6.8363
2023-02-20,6.8363
2023-02-21,6.5192
2023-02-22,6.6182
2023-02-23,6.6253
2023-02-24,6.4836
2023-02-25,6.4836
2023-02-26,6.4836
2023-02-27,6.5837
2023-02-28,6.5855
2023-03-01,6.6039
2023-03-02,6.6022
2023-03-03,6.6921
2023-03-04,6.6921
2023-03-05,6.6921
2023-03-06,6.6481
2023-03-07,6.6488
2023-03-08,6.6355
2023-03-09,6.6362
2023-03-10,6.4742
2023-03-11,6.4742
2023-03-12,6.4742
2023-03-13,6.1714
2023-03-14,6.0713
2023-03-15,6.032
2023-03-16,6.0942
2023-03-17,5.9766
