,KMX US Equity
2023-03-20,14.7549
2023-03-21,15.2361
2023-03-22,14.8976
2023-03-23,14.7488
2023-03-24,14.9629
2023-03-25,14.9629
2023-03-26,14.9629
2023-03-27,15.0628
2023-03-28,15.0628
2023-03-29,15.3196
2023-03-30,15.6397
2023-03-31,16.288
2023-04-01,16.288
2023-04-02,16.288
2023-04-03,16.3492
2023-04-04,16.129
2023-04-05,15.9129
2023-04-06,16.2982
2023-04-07,16.2982
2023-04-08,16.2982
2023-04-09,16.2982
2023-04-10,16.6101
2023-04-11,17.9099
2023-04-12,17.1696
2023-04-13,17.2584
2023-04-14,17.3501
2023-04-15,17.3501
2023-04-16,17.3501
2023-04-17,17.3787
2023-04-18,17.2706
2023-04-19,17.0768
2023-04-20,16.9402
2023-04-21,17.2889
2023-04-22,17.2889
2023-04-23,17.2889
2023-04-24,17.2318
2023-04-25,16.9218
2023-04-26,17.036
2023-04-27,17.5418
2023-04-28,17.4664
2023-04-29,17.4664
2023-04-30,17.4664
2023-05-01,17.5582
2023-05-02,17.7315
2023-05-03,17.5969
2023-05-04,17.0666
2023-05-05,17.5847
2023-05-06,17.5847
2023-05-07,17.5847
2023-05-08,18.0211
2023-05-09,17.9763
2023-05-10,18.1558
2023-05-11,17.9232
2023-05-12,17.7076
2023-05-13,17.7076
2023-05-14,17.7076
2023-05-15,17.8178
2023-05-16,17.279
2023-05-17,17.8688
2023-05-18,18.1097
2023-05-19,17.828
2023-05-20,17.828
2023-05-21,17.828
2023-05-22,17.9219
2023-05-23,17.8749
2023-05-24,17.5014
2023-05-25,17.679
2023-05-26,17.977
2023-05-27,17.977
2023-05-28,17.977
2023-05-29,17.977
2023-05-30,18.2791
2023-05-31,18.6011
2023-06-01,18.5161
2023-06-02,19.1218
2023-06-03,19.1218
2023-06-04,19.1218
2023-06-05,19.2493
2023-06-06,20.0611
2023-06-07,20.0717
2023-06-08,20.2332
2023-06-09,20.0037
2023-06-10,20.0037
2023-06-11,20.0037
2023-06-12,20.1567
2023-06-13,20.3862
2023-06-14,20.1928
2023-06-15,20.4372
2023-06-16,20.1779
2023-06-17,20.1779
2023-06-18,20.1779
2023-06-19,20.1779
2023-06-20,19.9569
2023-06-21,19.8953
2023-06-22,19.8996
2023-06-23,21.5763
2023-06-24,21.5763
2023-06-25,21.5763
2023-06-26,20.5224
2023-06-27,20.771
2023-06-28,21.1854
2023-06-29,21.1791
2023-06-30,21.043
2023-07-01,21.043
2023-07-02,21.043
2023-07-03,20.7158
2023-07-04,20.7158
2023-07-05,20.7328
2023-07-06,20.4756
2023-07-07,20.5521
2023-07-08,20.5521
2023-07-09,20.5521
2023-07-10,20.8199
2023-07-11,21.1748
2023-07-12,21.1493
2023-07-13,20.9835
2023-07-14,20.9793
2023-07-15,20.9793
2023-07-16,20.9793
2023-07-17,21.0409
2023-07-18,21.4914
2023-07-19,21.3491
2023-07-20,21.3108
2023-07-21,20.9538
2023-07-22,20.9538
2023-07-23,20.9538
2023-07-24,21.0622
2023-07-25,20.6393
2023-07-26,20.8964
2023-07-27,20.6945
2023-07-28,20.7923
2023-07-29,20.7923
2023-07-30,20.7923
2023-07-31,20.8114
2023-08-01,21.1238
2023-08-02,20.9453
2023-08-03,20.8071
2023-08-04,20.9559
2023-08-05,20.9559
2023-08-06,20.9559
2023-08-07,21.2662
2023-08-08,21.4957
2023-08-09,21.2938
2023-08-10,20.9325
2023-08-11,21.3597
2023-08-12,21.3597
2023-08-13,21.3597
2023-08-14,21.4128
2023-08-15,21.3597
2023-08-16,21.2811
2023-08-17,20.6074
2023-08-18,20.7859
2023-08-19,20.7859
2023-08-20,20.7859
2023-08-21,20.448
2023-08-22,20.074
2023-08-23,20.091
2023-08-24,19.9018
2023-08-25,19.921
2023-08-26,19.921
2023-08-27,19.921
2023-08-28,20.2461
2023-08-29,20.567
2023-08-30,20.7349
2023-08-31,20.5423
2023-09-01,20.9508
2023-09-02,20.9508
2023-09-03,20.9508
2023-09-04,20.9508
2023-09-05,20.6863
2023-09-06,20.5165
2023-09-07,20.5229
2023-09-08,20.4347
2023-09-09,20.4347
2023-09-10,20.4347
2023-09-11,20.4261
2023-09-12,20.5165
2023-09-13,20.2971
2023-09-14,21.0089
2023-09-15,20.8777
2023-09-16,20.8777
2023-09-17,20.8777
2023-09-18,20.6992
2023-09-19,20.6197
2023-09-20,20.4864
2023-09-21,19.9445
2023-09-22,19.4629
2023-09-23,19.4629
2023-09-24,19.4629
2023-09-25,19.7015
2023-09-26,19.8047
2023-09-27,20.1144
2023-09-28,17.8598
2023-09-29,18.2319
2023-09-30,18.2319
2023-10-01,18.2319
2023-10-02,18.0184
2023-10-03,17.8567
2023-10-04,17.6841
2023-10-05,17.2335
2023-10-06,17.2572
2023-10-07,17.2572
2023-10-08,17.2572
2023-10-09,17.5742
2023-10-10,18.0831
2023-10-11,17.8804
2023-10-12,17.7186
2023-10-13,17.6928
2023-10-14,17.6928
2023-10-15,17.6928
2023-10-16,17.7014
2023-10-17,17.7445
2023-10-18,16.9661
2023-10-19,16.6555
2023-10-20,16.5305
2023-10-21,16.5305
2023-10-22,16.5305
2023-10-23,16.3234
2023-10-24,16.3493
2023-10-25,16.0323
2023-10-26,16.0021
2023-10-27,16.028
2023-10-28,16.028
2023-10-29,16.028
2023-10-30,16.0625
2023-10-31,16.1531
2023-11-01,16.2393
2023-11-02,16.703
2023-11-03,17.4211
2023-11-04,17.4211
2023-11-05,17.4211
2023-11-06,17.2227
2023-11-07,16.8518
2023-11-08,16.7979
2023-11-09,16.4593
2023-11-10,16.6447
2023-11-11,16.6447
2023-11-12,16.6447
2023-11-13,16.6922
2023-11-14,17.6928
2023-11-15,17.6281
2023-11-16,16.8129
2023-11-17,16.7741
2023-11-18,16.7741
2023-11-19,16.7741
2023-11-20,17.0049
2023-11-21,16.828
2023-11-22,16.7504
2023-11-23,16.7504
2023-11-24,16.8151
2023-11-25,16.8151
2023-11-26,16.8151
2023-11-27,16.759
2023-11-28,16.7116
2023-11-29,16.5995
2023-11-30,15.3596
2023-12-01,16.0462
2023-12-02,16.0462
2023-12-03,16.0462
2023-12-04,16.2233
2023-12-05,15.6323
2023-12-06,15.7557
2023-12-07,15.9447
2023-12-08,16.0124
2023-12-09,16.0124
2023-12-10,16.0124
2023-12-11,15.9726
2023-12-12,15.7616
2023-12-13,16.7746
2023-12-14,17.5607
2023-12-15,17.5089
2023-12-16,17.5089
2023-12-17,17.5089
2023-12-18,17.6383
2023-12-19,17.887
2023-12-20,17.497
2023-12-21,18.2671
2023-12-22,17.8011
2023-12-23,17.8011
2023-12-24,17.8011
2023-12-25,17.8011
2023-12-26,17.7337
2023-12-27,18.0944
2023-12-28,18.0627
2023-12-29,17.8447
2023-12-30,17.8447
2023-12-31,17.8447
2024-01-01,17.8447
2024-01-02,17.7376
2024-01-03,17.0103
2024-01-04,16.8715
2024-01-05,17.0942
2024-01-06,17.0942
2024-01-07,17.0942
2024-01-08,17.0962
2024-01-09,17.0012
2024-01-10,17.0111
2024-01-11,16.8724
2024-01-12,16.4188
2024-01-13,16.4188
2024-01-14,16.4188
2024-01-15,16.4188
2024-01-16,16.4248
2024-01-17,16.0722
2024-01-18,16.2148
2024-01-19,16.3317
2024-01-20,16.3317
2024-01-21,16.3317
2024-01-22,16.5317
2024-01-23,16.3455
2024-01-24,15.995
2024-01-25,16.3178
2024-01-26,16.5218
2024-01-27,16.5218
2024-01-28,16.5218
2024-01-29,17.0843
2024-01-30,17.0447
2024-01-31,16.7338
2024-02-01,17.0626
2024-02-02,17.0526
2024-02-03,17.0526
2024-02-04,17.0526
2024-02-05,16.6961
2024-02-06,16.8625
2024-02-07,16.9556
2024-02-08,17.1537
2024-02-09,17.4488
2024-02-10,17.4488
2024-02-11,17.4488
2024-02-12,17.8766
2024-02-13,17.0031
2024-02-14,17.0467
2024-02-15,17.3577
2024-02-16,16.8724
2024-02-17,16.8724
2024-02-18,16.8724
2024-02-19,16.8724
2024-02-20,16.6308
2024-02-21,16.6228
2024-02-22,17.0725
2024-02-23,17.1596
2024-02-24,17.1596
2024-02-25,17.1596
2024-02-26,17.2844
2024-02-27,17.8192
2024-02-28,17.8291
2024-02-29,18.5976
2024-03-01,18.658
2024-03-02,18.658
2024-03-03,18.658
2024-03-04,18.7144
2024-03-05,18.8231
2024-03-06,18.9156
2024-03-07,18.9318
2024-03-08,19.1552
2024-03-09,19.1552
2024-03-10,19.1552
2024-03-11,19.0264
2024-03-12,19.2035
2024-03-13,19.4471
2024-03-14,18.9881
2024-03-15,18.9479
2024-03-16,18.9479
2024-03-17,18.9479
2024-03-18,18.7647
2024-03-19,18.97
2024-03-20,19.4189
2024-03-21,20.0952
2024-03-22,19.9121
2024-03-23,19.9121
2024-03-24,19.9121
2024-03-25,19.9624
2024-03-26,19.9563
2024-03-27,20.2039
2024-03-28,20.2301
2024-03-29,20.2301
2024-03-30,20.2301
2024-03-31,20.2301
2024-04-01,19.9946
2024-04-02,19.5658
2024-04-03,19.5276
2024-04-04,18.9338
2024-04-05,19.0988
2024-04-06,19.0988
2024-04-07,19.0988
2024-04-08,19.3766
