,MBUU US Equity
2020-12-14,14.8237
2020-12-15,15.0282
2020-12-16,14.9765
2020-12-17,15.1968
2020-12-18,15.0822
2020-12-19,15.0822
2020-12-20,15.0822
2020-12-21,15.1923
2020-12-22,15.6621
2020-12-23,15.7408
2020-12-24,15.552
2020-12-25,15.552
2020-12-26,15.552
2020-12-27,15.552
2020-12-28,15.1451
2020-12-29,14.4797
2020-12-30,14.6888
2020-12-31,14.9367
2021-01-01,14.9367
2021-01-02,14.9367
2021-01-03,14.9367
2021-01-04,14.8028
2021-01-05,15.3596
2021-01-06,15.2979
2021-01-07,15.3426
2021-01-08,15.1173
2021-01-09,15.1173
2021-01-10,15.1173
2021-01-11,15.587
2021-01-12,16.5645
2021-01-13,17.3041
2021-01-14,16.9088
2021-01-15,16.8025
2021-01-16,16.8025
2021-01-17,16.8025
2021-01-18,16.8025
2021-01-19,17.6356
2021-01-20,17.8162
2021-01-21,17.8651
2021-01-22,17.8353
2021-01-23,17.8353
2021-01-24,17.8353
2021-01-25,17.3359
2021-01-26,17.9692
2021-01-27,16.9662
2021-01-28,16.8365
2021-01-29,16.5666
2021-01-30,16.5666
2021-01-31,16.5666
2021-02-01,16.9003
2021-02-02,17.1277
2021-02-03,17.2743
2021-02-04,17.5144
2021-02-05,17.6483
2021-02-06,17.6483
2021-02-07,17.6483
2021-02-08,18.3879
2021-02-09,17.7119
2021-02-10,18.625
2021-02-11,18.0564
2021-02-12,17.9691
2021-02-13,17.9691
2021-02-14,17.9691
2021-02-15,17.9691
2021-02-16,18.0841
2021-02-17,18.1182
2021-02-18,17.6157
2021-02-19,18.214
2021-02-20,18.214
2021-02-21,18.214
2021-02-22,18.4631
2021-02-23,18.8741
2021-02-24,18.9656
2021-02-25,18.3098
2021-02-26,17.539
2021-02-27,17.539
2021-02-28,17.539
2021-03-01,18.5526
2021-03-02,18.5078
2021-03-03,18.5994
2021-03-04,18.1374
2021-03-05,18.7101
2021-03-06,18.7101
2021-03-07,18.7101
2021-03-08,19.5384
2021-03-09,19.6683
2021-03-10,20.0069
2021-03-11,20.5456
2021-03-12,20.6265
2021-03-13,20.6265
2021-03-14,20.6265
2021-03-15,21.1971
2021-03-16,21.244
2021-03-17,20.405
2021-03-18,19.9962
2021-03-19,20.0303
2021-03-20,20.0303
2021-03-21,20.0303
2021-03-22,19.9217
2021-03-23,18.7293
2021-03-24,18.0437
2021-03-25,18.5845
2021-03-26,18.9145
2021-03-27,18.9145
2021-03-28,18.9145
2021-03-29,18.0862
2021-03-30,18.544
2021-03-31,15.7302
2021-04-01,16.0464
2021-04-02,16.0464
2021-04-03,16.0464
2021-04-04,16.0464
2021-04-05,16.3482
2021-04-06,16.2609
2021-04-07,16.1082
2021-04-08,16.3627
2021-04-09,16.3809
2021-04-10,16.3809
2021-04-11,16.3809
2021-04-12,16.7826
2021-04-13,16.5499
2021-04-14,16.5081
2021-04-15,16.3809
2021-04-16,16.559
2021-04-17,16.559
2021-04-18,16.559
2021-04-19,16.4518
2021-04-20,15.7756
2021-04-21,15.9156
2021-04-22,16.6026
2021-04-23,16.8935
2021-04-24,16.8935
2021-04-25,16.8935
2021-04-26,17.1679
2021-04-27,17.1388
2021-04-28,16.5099
2021-04-29,16.459
2021-04-30,16.3991
2021-05-01,16.3991
2021-05-02,16.3991
2021-05-03,17.0243
2021-05-04,16.8359
2021-05-05,16.2463
2021-05-06,16.3266
2021-05-07,16.6807
2021-05-08,16.6807
2021-05-09,16.6807
2021-05-10,16.3923
2021-05-11,16.5803
2021-05-12,15.4378
2021-05-13,16.5329
2021-05-14,16.7866
2021-05-15,16.7866
2021-05-16,16.7866
2021-05-17,16.5146
2021-05-18,16.3047
2021-05-19,16.1715
2021-05-20,15.9689
2021-05-21,15.5801
2021-05-22,15.5801
2021-05-23,15.5801
2021-05-24,15.2407
2021-05-25,14.8519
2021-05-26,15.0837
2021-05-27,15.425
2021-05-28,15.5601
2021-05-29,15.5601
2021-05-30,15.5601
2021-05-31,15.5601
2021-06-01,15.7937
2021-06-02,15.5637
2021-06-03,15.31
2021-06-04,15.0326
2021-06-05,15.0326
2021-06-06,15.0326
2021-06-07,15.2735
2021-06-08,15.2589
2021-06-09,15.0399
2021-06-10,14.3646
2021-06-11,14.558
2021-06-12,14.558
2021-06-13,14.558
2021-06-14,14.2806
2021-06-15,14.2149
2021-06-16,14.0853
2021-06-17,14.2167
2021-06-18,14.3281
2021-06-19,14.3281
2021-06-20,14.3281
2021-06-21,14.7825
2021-06-22,14.8957
2021-06-23,14.8555
2021-06-24,14.9669
2021-06-25,14.7935
2021-06-26,14.7935
2021-06-27,14.7935
2021-06-28,14.5161
2021-06-29,14.454
2021-06-30,10.9925
2021-07-01,11.0785
2021-07-02,10.7872
2021-07-03,10.7872
2021-07-04,10.7872
2021-07-05,10.7872
2021-07-06,10.5376
2021-07-07,10.496
2021-07-08,10.3795
2021-07-09,10.7318
2021-07-10,10.7318
2021-07-11,10.7318
2021-07-12,11.238
2021-07-13,11.2213
2021-07-14,11.4695
2021-07-15,11.3295
2021-07-16,11.2393
2021-07-17,11.2393
2021-07-18,11.2393
2021-07-19,11.1714
2021-07-20,11.7219
2021-07-21,11.7608
2021-07-22,11.7081
2021-07-23,11.8856
2021-07-24,11.8856
2021-07-25,11.8856
2021-07-26,11.8079
2021-07-27,11.6082
2021-07-28,11.7954
2021-07-29,12.1477
2021-07-30,12.425
2021-07-31,12.425
2021-08-01,12.425
2021-08-02,12.4888
2021-08-03,12.4583
2021-08-04,12.5928
2021-08-05,12.4126
2021-08-06,12.4653
2021-08-07,12.4653
2021-08-08,12.4653
2021-08-09,12.1477
2021-08-10,12.5013
2021-08-11,12.5623
2021-08-12,12.3169
2021-08-13,12.1726
2021-08-14,12.1726
2021-08-15,12.1726
2021-08-16,12.1532
2021-08-17,11.6582
2021-08-18,11.041
2021-08-19,10.9578
2021-08-20,11.2699
2021-08-21,11.2699
2021-08-22,11.2699
2021-08-23,11.4598
2021-08-24,11.9938
2021-08-25,12.0187
2021-08-26,11.5167
2021-08-27,11.1811
2021-08-28,11.1811
2021-08-29,11.1811
2021-08-30,11.3683
2021-08-31,10.7526
2021-09-01,10.9218
2021-09-02,10.668
2021-09-03,10.5917
2021-09-04,10.5917
2021-09-05,10.5917
2021-09-06,10.5917
2021-09-07,10.4905
2021-09-08,10.3227
2021-09-09,10.4627
2021-09-10,10.4045
2021-09-11,10.4045
2021-09-12,10.4045
2021-09-13,10.4988
2021-09-14,10.227
2021-09-15,10.3449
2021-09-16,10.2325
2021-09-17,10.3407
2021-09-18,10.3407
2021-09-19,10.3407
2021-09-20,10.0814
2021-09-21,10.0157
2021-09-22,10.2583
2021-09-23,10.4469
2021-09-24,10.4926
2021-09-25,10.4926
2021-09-26,10.4926
2021-09-27,10.5897
2021-09-28,10.7435
2021-09-29,10.591
2021-09-30,9.9578
2021-10-01,10.3099
2021-10-02,10.3099
2021-10-03,10.3099
2021-10-04,10.1411
2021-10-05,10.2017
2021-10-06,10.1925
2021-10-07,10.3165
2021-10-08,10.1187
2021-10-09,10.1187
2021-10-10,10.1187
2021-10-11,9.855
2021-10-12,9.8497
2021-10-13,9.8681
2021-10-14,10.0145
2021-10-15,9.9103
2021-10-16,9.9103
2021-10-17,9.9103
2021-10-18,10.0936
2021-10-19,9.8299
2021-10-20,9.6888
2021-10-21,9.8827
2021-10-22,9.9183
2021-10-23,9.9183
2021-10-24,9.9183
2021-10-25,10.0356
2021-10-26,9.6743
2021-10-27,9.5504
2021-10-28,9.826
2021-10-29,10.0409
2021-10-30,10.0409
2021-10-31,10.0409
2021-11-01,10.48
2021-11-02,10.24
2021-11-03,10.5208
2021-11-04,10.6263
2021-11-05,10.8874
2021-11-06,10.8874
2021-11-07,10.8874
2021-11-08,10.6013
2021-11-09,10.4325
2021-11-10,10.3336
2021-11-11,10.0831
2021-11-12,10.1503
2021-11-13,10.1503
2021-11-14,10.1503
2021-11-15,9.9776
2021-11-16,10.1899
2021-11-17,10.2716
2021-11-18,10.1833
2021-11-19,10.0633
2021-11-20,10.0633
2021-11-21,10.0633
2021-11-22,10.4628
2021-11-23,10.6237
2021-11-24,10.6672
2021-11-25,10.6672
2021-11-26,10.1754
2021-11-27,10.1754
2021-11-28,10.1754
2021-11-29,10.0897
2021-11-30,9.8906
2021-12-01,9.9842
2021-12-02,10.1358
2021-12-03,9.8813
2021-12-04,9.8813
2021-12-05,9.8813
2021-12-06,10.0804
2021-12-07,10.033
2021-12-08,9.7627
2021-12-09,9.5701
2021-12-10,9.6559
2021-12-11,9.6559
2021-12-12,9.6559
2021-12-13,9.5781
2021-12-14,9.5767
2021-12-15,9.76
2021-12-16,9.6031
2021-12-17,9.3354
2021-12-18,9.3354
2021-12-19,9.3354
2021-12-20,9.0388
2021-12-21,9.2471
2021-12-22,9.3605
2021-12-23,9.5108
2021-12-24,9.5108
2021-12-25,9.5108
2021-12-26,9.5108
2021-12-27,9.6242
2021-12-28,9.6413
2021-12-29,9.7745
2021-12-30,9.8721
2021-12-31,9.0524
2022-01-01,9.0524
2022-01-02,9.0524
2022-01-03,9.1706
2022-01-04,9.0302
2022-01-05,8.8062
2022-01-06,9.1927
2022-01-07,8.8517
2022-01-08,8.8517
2022-01-09,8.8517
2022-01-10,8.8776
2022-01-11,8.7532
2022-01-12,8.6338
2022-01-13,8.7212
2022-01-14,8.6092
2022-01-15,8.6092
2022-01-16,8.6092
2022-01-17,8.6092
2022-01-18,8.2916
2022-01-19,8.1919
2022-01-20,7.8681
2022-01-21,7.5801
2022-01-22,7.5801
2022-01-23,7.5801
2022-01-24,8.1537
2022-01-25,8.1119
2022-01-26,8.0195
2022-01-27,8.0639
2022-01-28,8.4282
2022-01-29,8.4282
2022-01-30,8.4282
2022-01-31,8.6745
2022-02-01,8.9884
2022-02-02,8.5846
2022-02-03,8.5046
2022-02-04,8.4516
2022-02-05,8.4516
2022-02-06,8.4516
2022-02-07,8.56
2022-02-08,9.2536
2022-02-09,9.2277
2022-02-10,9.0388
2022-02-11,9.0882
2022-02-12,9.0882
2022-02-13,9.0882
2022-02-14,8.9017
2022-02-15,9.1585
2022-02-16,9.0376
2022-02-17,8.9314
2022-02-18,8.9437
2022-02-19,8.9437
2022-02-20,8.9437
2022-02-21,8.9437
2022-02-22,8.9091
2022-02-23,8.9252
2022-02-24,8.9746
2022-02-25,9.1141
2022-02-26,9.1141
2022-02-27,9.1141
2022-02-28,9.1931
2022-03-01,9.0548
2022-03-02,9.2882
2022-03-03,9.1993
2022-03-04,8.7351
2022-03-05,8.7351
2022-03-06,8.7351
2022-03-07,7.9091
2022-03-08,8.1449
2022-03-09,8.5289
2022-03-10,8.4005
2022-03-11,8.0511
2022-03-12,8.0511
2022-03-13,8.0511
2022-03-14,7.7523
2022-03-15,7.9387
2022-03-16,8.1647
2022-03-17,7.9869
2022-03-18,8.1585
2022-03-19,8.1585
2022-03-20,8.1585
2022-03-21,8.1659
2022-03-22,8.2474
2022-03-23,7.8153
2022-03-24,7.9215
2022-03-25,7.8968
2022-03-26,7.8968
2022-03-27,7.8968
2022-03-28,7.9622
2022-03-29,8.3968
2022-03-30,8.0659
2022-03-31,6.688
2022-04-01,6.4651
2022-04-02,6.4651
2022-04-03,6.4651
2022-04-04,6.4887
2022-04-05,6.1581
2022-04-06,5.9265
2022-04-07,5.9017
2022-04-08,5.9028
2022-04-09,5.9028
2022-04-10,5.9028
2022-04-11,6.0439
2022-04-12,6.0504
2022-04-13,6.0762
2022-04-14,6.0633
2022-04-15,6.0633
2022-04-16,6.0633
2022-04-17,6.0633
2022-04-18,6.0967
2022-04-19,6.2227
2022-04-20,6.1904
2022-04-21,6.045
2022-04-22,5.8866
2022-04-23,5.8866
2022-04-24,5.8866
2022-04-25,6.0342
2022-04-26,5.7498
2022-04-27,5.7498
2022-04-28,5.8834
2022-04-29,5.8565
2022-04-30,5.8565
2022-05-01,5.8565
2022-05-02,5.9491
2022-05-03,6.0374
2022-05-04,6.2518
2022-05-05,6.0417
2022-05-06,6.0288
2022-05-07,6.0288
2022-05-08,6.0288
2022-05-09,6.0719
2022-05-10,6.4054
2022-05-11,6.3251
2022-05-12,6.4678
2022-05-13,6.7731
2022-05-14,6.7731
2022-05-15,6.7731
2022-05-16,6.6717
2022-05-17,6.9021
2022-05-18,6.3378
2022-05-19,6.1994
2022-05-20,6.2364
2022-05-21,6.2364
2022-05-22,6.2364
2022-05-23,6.2406
2022-05-24,6.3737
2022-05-25,6.5438
2022-05-26,6.6273
2022-05-27,6.6273
2022-05-28,6.6273
2022-05-29,6.6273
2022-05-30,6.6273
2022-05-31,6.6315
2022-06-01,6.6411
2022-06-02,6.6326
2022-06-03,6.4561
2022-06-04,6.4561
2022-06-05,6.4561
2022-06-06,6.6379
2022-06-07,6.6728
2022-06-08,6.7002
2022-06-09,6.6833
2022-06-10,6.3452
2022-06-11,6.3452
2022-06-12,6.3452
2022-06-13,6.1064
2022-06-14,6.2416
2022-06-15,6.1244
2022-06-16,5.5876
2022-06-17,5.8496
2022-06-18,5.8496
2022-06-19,5.8496
2022-06-20,5.8496
2022-06-21,5.9194
2022-06-22,6.006
2022-06-23,6.0948
2022-06-24,6.1032
2022-06-25,6.1032
2022-06-26,6.1032
2022-06-27,6.1487
2022-06-28,6.0747
2022-06-29,6.1339
2022-06-30,5.3132
2022-07-01,5.3438
2022-07-02,5.3438
2022-07-03,5.3438
2022-07-04,5.3438
2022-07-05,5.5217
2022-07-06,5.4854
2022-07-07,5.626
2022-07-08,5.6642
2022-07-09,5.6642
2022-07-10,5.6642
2022-07-11,5.624
2022-07-12,5.691
2022-07-13,5.7732
2022-07-14,5.6728
2022-07-15,5.7713
2022-07-16,5.7713
2022-07-17,5.7713
2022-07-18,5.6527
2022-07-19,5.799
2022-07-20,5.9693
2022-07-21,6.0582
2022-07-22,6.0257
2022-07-23,6.0257
2022-07-24,6.0257
2022-07-25,6.0582
2022-07-26,6.0295
2022-07-27,6.1624
2022-07-28,6.1577
2022-07-29,6.2447
2022-07-30,6.2447
2022-07-31,6.2447
2022-08-01,6.2877
2022-08-02,6.1672
2022-08-03,6.3193
2022-08-04,6.3068
2022-08-05,6.2954
2022-08-06,6.2954
2022-08-07,6.2954
2022-08-08,6.412
2022-08-09,6.3317
2022-08-10,6.4914
2022-08-11,6.4847
2022-08-12,6.6348
2022-08-13,6.6348
2022-08-14,6.6348
2022-08-15,6.7802
2022-08-16,6.8108
2022-08-17,6.8711
2022-08-18,7.0135
2022-08-19,6.807
2022-08-20,6.807
2022-08-21,6.807
2022-08-22,6.6377
2022-08-23,6.6626
2022-08-24,6.698
2022-08-25,6.6213
2022-08-26,6.3344
2022-08-27,6.3344
2022-08-28,6.3344
2022-08-29,6.2025
2022-08-30,6.1594
2022-08-31,6.0131
2022-09-01,5.8668
2022-09-02,5.8592
2022-09-03,5.8592
2022-09-04,5.8592
2022-09-05,5.8592
2022-09-06,5.6211
2022-09-07,5.7961
2022-09-08,5.536
2022-09-09,5.5063
2022-09-10,5.5063
2022-09-11,5.5063
2022-09-12,5.5924
2022-09-13,5.4728
2022-09-14,5.4623
2022-09-15,5.5752
2022-09-16,5.3457
2022-09-17,5.3457
2022-09-18,5.3457
2022-09-19,5.4116
2022-09-20,5.1764
2022-09-21,5.0823
2022-09-22,5.0291
2022-09-23,4.9825
2022-09-24,4.9825
2022-09-25,4.9825
2022-09-26,4.9131
2022-09-27,5.1422
2022-09-28,5.2211
2022-09-29,5.0671
2022-09-30,4.544
2022-10-01,4.544
2022-10-02,4.544
2022-10-03,4.4728
2022-10-04,4.5927
2022-10-05,4.4971
2022-10-06,4.5458
2022-10-07,4.4512
2022-10-08,4.4512
2022-10-09,4.4512
2022-10-10,4.4791
2022-10-11,4.5828
2022-10-12,4.6485
2022-10-13,4.7197
2022-10-14,4.4701
2022-10-15,4.4701
2022-10-16,4.4701
2022-10-17,4.4755
2022-10-18,4.626
2022-10-19,4.5539
2022-10-20,4.5025
2022-10-21,4.5278
2022-10-22,4.5278
2022-10-23,4.5278
2022-10-24,4.681
2022-10-25,4.9045
2022-10-26,4.9991
2022-10-27,4.9631
2022-10-28,5.0703
2022-10-29,5.0703
2022-10-30,5.0703
2022-10-31,4.9865
2022-11-01,5.0613
2022-11-02,4.8369
2022-11-03,4.9279
2022-11-04,5.0729
2022-11-05,5.0729
2022-11-06,5.0729
2022-11-07,5.0441
2022-11-08,5.1755
2022-11-09,5.1035
2022-11-10,5.4174
2022-11-11,5.618
2022-11-12,5.618
2022-11-13,5.618
2022-11-14,5.5443
2022-11-15,5.592
2022-11-16,5.4031
2022-11-17,5.4435
2022-11-18,5.5461
2022-11-19,5.5461
2022-11-20,5.5461
2022-11-21,5.2852
2022-11-22,5.4345
2022-11-23,5.3212
2022-11-24,5.3212
2022-11-25,5.3419
2022-11-26,5.3419
2022-11-27,5.3419
2022-11-28,5.3086
2022-11-29,5.341
2022-11-30,5.4102
2022-12-01,5.4444
2022-12-02,5.4732
2022-12-03,5.4732
2022-12-04,5.4732
2022-12-05,5.3185
2022-12-06,5.2618
2022-12-07,5.2258
2022-12-08,5.2267
2022-12-09,5.2034
2022-12-10,5.2034
2022-12-11,5.2034
2022-12-12,5.3347
2022-12-13,5.2906
2022-12-14,5.2951
2022-12-15,5.2519
2022-12-16,5.207
2022-12-17,5.207
2022-12-18,5.207
2022-12-19,5.1026
2022-12-20,5.0558
2022-12-21,5.198
2022-12-22,5.0136
2022-12-23,5.0693
2022-12-24,5.0693
2022-12-25,5.0693
2022-12-26,5.0693
2022-12-27,5.0378
2022-12-28,4.8741
2022-12-29,5.0217
2022-12-30,4.8042
2022-12-31,4.8042
2023-01-01,4.8042
2023-01-02,4.8042
2023-01-03,4.8146
2023-01-04,4.9715
2023-01-05,4.9993
2023-01-06,5.1571
2023-01-07,5.1571
2023-01-08,5.1571
2023-01-09,5.1527
2023-01-10,5.2238
2023-01-11,5.2628
2023-01-12,5.3131
2023-01-13,5.2784
2023-01-14,5.2784
2023-01-15,5.2784
2023-01-16,5.2784
2023-01-17,5.2611
2023-01-18,5.0695
2023-01-19,5.0877
2023-01-20,5.1727
2023-01-21,5.1727
2023-01-22,5.1727
2023-01-23,5.2923
2023-01-24,5.2941
2023-01-25,5.2689
2023-01-26,5.112
2023-01-27,5.0825
2023-01-28,5.0825
2023-01-29,5.0825
2023-01-30,5.1441
2023-01-31,5.4362
2023-02-01,5.6183
2023-02-02,5.8333
2023-02-03,5.712
2023-02-04,5.712
2023-02-05,5.712
2023-02-06,5.601
2023-02-07,5.7136
2023-02-08,5.7511
2023-02-09,5.5094
2023-02-10,5.4562
2023-02-11,5.4562
2023-02-12,5.4562
2023-02-13,5.5714
2023-02-14,5.5522
2023-02-15,5.6534
2023-02-16,5.5661
2023-02-17,5.6159
2023-02-18,5.6159
2023-02-19,5.6159
2023-02-20,5.6159
2023-02-21,5.4658
2023-02-22,5.5434
2023-02-23,5.5016
2023-02-24,5.4719
2023-02-25,5.4719
2023-02-26,5.4719
2023-02-27,5.4117
2023-02-28,5.3977
2023-03-01,5.3506
2023-03-02,5.4187
2023-03-03,5.4422
2023-03-04,5.4422
2023-03-05,5.4422
2023-03-06,5.4012
2023-03-07,5.4536
2023-03-08,5.4518
2023-03-09,5.2904
2023-03-10,5.1822
2023-03-11,5.1822
2023-03-12,5.1822
2023-03-13,5.0783
2023-03-14,5.1176
2023-03-15,5.0155
2023-03-16,5.0443
