,JWN US Equity
2020-12-05,6.5063
2020-12-06,6.5063
2020-12-07,6.5063
2020-12-08,6.5063
2020-12-09,6.5063
2020-12-10,6.5063
2020-12-11,6.5063
2020-12-12,6.5063
2020-12-13,6.5063
2020-12-14,6.5063
2020-12-15,6.5063
2020-12-16,6.5063
2020-12-17,6.5063
2020-12-18,6.5063
2020-12-19,6.5063
2020-12-20,6.5063
2020-12-21,6.5063
2020-12-22,6.5063
2020-12-23,6.5063
2020-12-24,6.5063
2020-12-25,6.5063
2020-12-26,6.5063
2020-12-27,6.5063
2020-12-28,6.5063
2020-12-29,6.5063
2020-12-30,6.5063
2020-12-31,6.5063
2021-01-01,6.5063
2021-01-02,6.5063
2021-01-03,6.5063
2021-01-04,6.5063
2021-01-05,6.5063
2021-01-06,6.5063
2021-01-07,6.5063
2021-01-08,6.5063
2021-01-09,6.5063
2021-01-10,6.5063
2021-01-11,6.5063
2021-01-12,6.5063
2021-01-13,6.5063
2021-01-14,6.5063
2021-01-15,6.5063
2021-01-16,6.5063
2021-01-17,6.5063
2021-01-18,6.5063
2021-01-19,6.5063
2021-01-20,6.5063
2021-01-21,6.5063
2021-01-22,6.5063
2021-01-23,6.5063
2021-01-24,6.5063
2021-01-25,6.5063
2021-01-26,6.5063
2021-01-27,6.5063
2021-01-28,6.5063
2021-01-29,6.5063
2021-01-30,6.5063
2021-01-31,6.5063
2021-02-01,6.5063
2021-02-02,6.5063
2021-02-03,6.5063
2021-02-04,6.5063
2021-02-05,6.5063
2021-02-06,6.5063
2021-02-07,6.5063
2021-02-08,6.5063
2021-02-09,6.5063
2021-02-10,6.5063
2021-02-11,6.5063
2021-02-12,6.5063
2021-02-13,6.5063
2021-02-14,6.5063
2021-02-15,6.5063
2021-02-16,6.5063
2021-02-17,6.5063
2021-02-18,6.5063
2021-02-19,6.5063
2021-02-20,6.5063
2021-02-21,6.5063
2021-02-22,6.5063
2021-02-23,6.5063
2021-02-24,6.5063
2021-02-25,6.5063
2021-02-26,6.5063
2021-02-27,6.5063
2021-02-28,6.5063
2021-03-01,6.5063
2021-03-02,6.5063
2021-03-03,6.5063
2021-03-04,6.5063
2021-03-05,6.5063
2021-03-06,6.5063
2021-03-07,6.5063
2021-03-08,6.5063
2021-03-09,6.5063
2021-03-10,6.5063
2021-03-11,6.5063
2021-03-12,6.5063
2021-03-13,6.5063
2021-03-14,6.5063
2021-03-15,6.5063
2021-03-16,6.5063
2021-03-17,6.5063
2021-03-18,6.5063
2021-03-19,6.5063
2021-03-20,6.5063
2021-03-21,6.5063
2021-03-22,6.5063
2021-03-23,6.5063
2021-03-24,6.5063
2021-03-25,6.5063
2021-03-26,6.5063
2021-03-27,6.5063
2021-03-28,6.5063
2021-03-29,6.5063
2021-03-30,6.5063
2021-03-31,6.5063
2021-04-01,6.5063
2021-04-02,6.5063
2021-04-03,6.5063
2021-04-04,6.5063
2021-04-05,6.5063
2021-04-06,6.5063
2021-04-07,6.5063
2021-04-08,6.5063
2021-04-09,6.5063
2021-04-10,6.5063
2021-04-11,6.5063
2021-04-12,6.5063
2021-04-13,6.5063
2021-04-14,6.5063
2021-04-15,6.5063
2021-04-16,6.5063
2021-04-17,6.5063
2021-04-18,6.5063
2021-04-19,6.5063
2021-04-20,6.5063
2021-04-21,6.5063
2021-04-22,6.5063
2021-04-23,6.5063
2021-04-24,6.5063
2021-04-25,6.5063
2021-04-26,6.5063
2021-04-27,6.5063
2021-04-28,6.5063
2021-04-29,6.5063
2021-04-30,6.5063
2021-05-01,6.5063
2021-05-02,6.5063
2021-05-03,6.5063
2021-05-04,6.5063
2021-05-05,6.5063
2021-05-06,6.5063
2021-05-07,6.5063
2021-05-08,6.5063
2021-05-09,6.5063
2021-05-10,6.5063
2021-05-11,6.5063
2021-05-12,6.5063
2021-05-13,6.5063
2021-05-14,6.5063
2021-05-15,6.5063
2021-05-16,6.5063
2021-05-17,6.5063
2021-05-18,6.5063
2021-05-19,6.5063
2021-05-20,6.5063
2021-05-21,6.5063
2021-05-22,6.5063
2021-05-23,6.5063
2021-05-24,6.5063
2021-05-25,6.5063
2021-05-26,6.5063
2021-05-27,6.5063
2021-05-28,6.5063
2021-05-29,6.5063
2021-05-30,6.5063
2021-05-31,6.5063
2021-06-01,6.5063
2021-06-02,6.5063
2021-06-03,6.5063
2021-06-04,6.5063
2021-06-05,6.5063
2021-06-06,6.5063
2021-06-07,6.5063
2021-06-08,6.5063
2021-06-09,6.5063
2021-06-10,6.5063
2021-06-11,6.5063
2021-06-12,6.5063
2021-06-13,6.5063
2021-06-14,6.5063
2021-06-15,6.5063
2021-06-16,6.5063
2021-06-17,6.5063
2021-06-18,6.5063
2021-06-19,6.5063
2021-06-20,6.5063
2021-06-21,6.5063
2021-06-22,6.5063
2021-06-23,6.5063
2021-06-24,6.5063
2021-06-25,6.5063
2021-06-26,6.5063
2021-06-27,6.5063
2021-06-28,6.5063
2021-06-29,6.5063
2021-06-30,6.5063
2021-07-01,6.5063
2021-07-02,6.5063
2021-07-03,6.5063
2021-07-04,6.5063
2021-07-05,6.5063
2021-07-06,6.5063
2021-07-07,6.5063
2021-07-08,6.5063
2021-07-09,6.5063
2021-07-10,6.5063
2021-07-11,6.5063
2021-07-12,6.5063
2021-07-13,6.5063
2021-07-14,6.5063
2021-07-15,6.5063
2021-07-16,6.5063
2021-07-17,6.5063
2021-07-18,6.5063
2021-07-19,6.5063
2021-07-20,6.5063
2021-07-21,6.5063
2021-07-22,6.5063
2021-07-23,6.5063
2021-07-24,6.5063
2021-07-25,6.5063
2021-07-26,6.5063
2021-07-27,6.5063
2021-07-28,6.5063
2021-07-29,6.5063
2021-07-30,46.9235
2021-07-31,46.9235
2021-08-01,46.9235
2021-08-02,47.8674
2021-08-03,48.127
2021-08-04,47.2932
2021-08-05,48.3945
2021-08-06,49.2047
2021-08-07,49.2047
2021-08-08,49.2047
2021-08-09,49.1811
2021-08-10,49.9677
2021-08-11,50.4476
2021-08-12,49.834
2021-08-13,49.071
2021-08-14,49.071
2021-08-15,49.071
2021-08-16,48.5361
2021-08-17,47.1516
2021-08-18,46.5459
2021-08-19,47.5843
2021-08-20,48.5046
2021-08-21,48.5046
2021-08-22,48.5046
2021-08-23,49.7318
2021-08-24,50.6288
2021-08-25,45.3819
2021-08-26,43.3131
2021-08-27,43.8716
2021-08-28,43.8716
2021-08-29,43.8716
2021-08-30,42.9355
2021-08-31,43.3917
2021-09-01,43.2344
2021-09-02,43.2187
2021-09-03,42.1912
2021-09-04,42.1912
2021-09-05,42.1912
2021-09-06,42.1912
2021-09-07,42.86
2021-09-08,42.2699
2021-09-09,42.2384
2021-09-10,41.7507
2021-09-11,41.7507
2021-09-12,41.7507
2021-09-13,42.144
2021-09-14,41.8057
2021-09-15,42.1283
2021-09-16,42.86
2021-09-17,43.0095
2021-09-18,43.0095
2021-09-19,43.0095
2021-09-20,42.742
2021-09-21,42.6869
2021-09-22,43.3006
2021-09-23,44.0637
2021-09-24,44.0244
2021-09-25,44.0244
2021-09-26,44.0244
2021-09-27,44.3469
2021-09-28,44.0637
2021-09-29,43.749
2021-09-30,41.6956
2021-10-01,42.026
2021-10-02,42.026
2021-10-03,42.026
2021-10-04,41.9946
2021-10-05,41.9631
2021-10-06,41.5461
2021-10-07,42.0024
2021-10-08,41.9001
2021-10-09,41.9001
2021-10-10,41.9001
2021-10-11,41.491
2021-10-12,41.908
2021-10-13,42.2699
2021-10-14,42.3958
2021-10-15,42.978
2021-10-16,42.978
2021-10-17,42.978
2021-10-18,44.1896
2021-10-19,43.3871
2021-10-20,43.513
2021-10-21,43.9221
2021-10-22,44.0322
2021-10-23,44.0322
2021-10-24,44.0322
2021-10-25,44.0873
2021-10-26,43.5208
2021-10-27,43.3084
2021-10-28,43.3163
2021-10-29,41.2191
2021-10-30,41.2191
2021-10-31,41.2191
2021-11-01,41.9317
2021-11-02,42.6301
2021-11-03,43.6492
2021-11-04,43.5708
2021-11-05,44.0982
2021-11-06,44.0982
2021-11-07,44.0982
2021-11-08,44.4831
2021-11-09,45.2812
2021-11-10,44.7752
2021-11-11,45.2456
2021-11-12,44.6826
2021-11-13,44.6826
2021-11-14,44.6826
2021-11-15,44.4189
2021-11-16,44.6113
2021-11-17,44.3975
2021-11-18,45.6803
2021-11-19,44.0768
2021-11-20,44.0768
2021-11-21,44.0768
2021-11-22,43.7775
2021-11-23,43.5536
2021-11-24,36.9316
2021-11-25,36.9316
2021-11-26,36.753
2021-11-27,36.753
2021-11-28,36.753
2021-11-29,36.8387
2021-11-30,35.8672
2021-12-01,35.0528
2021-12-02,35.4314
2021-12-03,35.1683
2021-12-04,35.1683
2021-12-05,35.1683
2021-12-06,35.4398
2021-12-07,36.0613
2021-12-08,36.0328
2021-12-09,35.7827
2021-12-10,35.647
2021-12-11,35.647
2021-12-12,35.647
2021-12-13,34.7468
2021-12-14,35.2041
2021-12-15,35.3398
2021-12-16,35.0683
2021-12-17,35.1826
2021-12-18,35.1826
2021-12-19,35.1826
2021-12-20,35.104
2021-12-21,35.5398
2021-12-22,35.9185
2021-12-23,36.2542
2021-12-24,36.2542
2021-12-25,36.2542
2021-12-26,36.2542
2021-12-27,36.5686
2021-12-28,36.6186
2021-12-29,36.8829
2021-12-30,37.1401
2021-12-31,36.9043
2022-01-01,36.9043
2022-01-02,36.9043
2022-01-03,37.8759
2022-01-04,38.0474
2022-01-05,37.0829
2022-01-06,37.5116
2022-01-07,37.3187
2022-01-08,37.3187
2022-01-09,37.3187
2022-01-10,37.0829
2022-01-11,37.6473
2022-01-12,37.333
2022-01-13,37.4973
2022-01-14,36.6472
2022-01-15,36.6472
2022-01-16,36.6472
2022-01-17,36.6472
2022-01-18,36.4828
2022-01-19,36.3328
2022-01-20,35.6756
2022-01-21,35.0326
2022-01-22,35.0326
2022-01-23,35.0326
2022-01-24,36.8829
2022-01-25,36.8543
2022-01-26,36.4614
2022-01-27,36.4043
2022-01-28,15.874
2022-01-29,15.874
2022-01-30,15.874
2022-01-31,16.0845
2022-02-01,16.2658
2022-02-02,15.9517
2022-02-03,15.7606
2022-02-04,15.9226
2022-02-05,15.9226
2022-02-06,15.9226
2022-02-07,15.9776
2022-02-08,16.2528
2022-02-09,16.4665
2022-02-10,16.3144
2022-02-11,15.8319
2022-02-12,15.8319
2022-02-13,15.8319
2022-02-14,15.7639
2022-02-15,16.1298
2022-02-16,16.133
2022-02-17,15.7121
2022-02-18,15.7963
2022-02-19,15.7963
2022-02-20,15.7963
2022-02-21,15.7963
2022-02-22,15.3559
2022-02-23,15.1325
2022-02-24,15.4239
2022-02-25,15.5599
2022-02-26,15.5599
2022-02-27,15.5599
2022-02-28,15.5146
2022-03-01,15.126
2022-03-02,17.5237
2022-03-03,17.1187
2022-03-04,16.6586
2022-03-05,16.6586
2022-03-06,16.6586
2022-03-07,16.3897
2022-03-08,16.691
2022-03-09,16.5809
2022-03-10,16.5614
2022-03-11,16.2471
2022-03-12,16.2471
2022-03-13,16.2471
2022-03-14,16.6488
2022-03-15,16.8043
2022-03-16,17.07
2022-03-17,17.2579
2022-03-18,17.5041
2022-03-19,17.5041
2022-03-20,17.5041
2022-03-21,17.3584
2022-03-22,17.6046
2022-03-23,17.2838
2022-03-24,17.5463
2022-03-25,17.5625
2022-03-26,17.5625
2022-03-27,17.5625
2022-03-28,17.6305
2022-03-29,17.9772
2022-03-30,17.5819
2022-03-31,17.5819
2022-04-01,17.7245
2022-04-02,17.7245
2022-04-03,17.7245
2022-04-04,17.9772
2022-04-05,18.0841
2022-04-06,17.948
2022-04-07,17.786
2022-04-08,17.7245
2022-04-09,17.7245
2022-04-10,17.7245
2022-04-11,17.8184
2022-04-12,17.9934
2022-04-13,18.2331
2022-04-14,18.1456
2022-04-15,18.1456
2022-04-16,18.1456
2022-04-17,18.1456
2022-04-18,18.0549
2022-04-19,18.1327
2022-04-20,18.1132
2022-04-21,17.8087
2022-04-22,17.3357
2022-04-23,17.3357
2022-04-24,17.3357
2022-04-25,17.5333
2022-04-26,17.3
2022-04-27,17.2547
2022-04-28,17.5301
2022-04-29,12.7424
2022-04-30,12.7424
2022-05-01,12.7424
2022-05-02,13.0121
2022-05-03,12.9802
2022-05-04,13.2157
2022-05-05,12.7522
2022-05-06,12.3696
2022-05-07,12.3696
2022-05-08,12.3696
2022-05-09,12.1587
2022-05-10,12.1219
2022-05-11,11.7688
2022-05-12,12.0631
2022-05-13,12.323
2022-05-14,12.323
2022-05-15,12.323
2022-05-16,12.4211
2022-05-17,12.5266
2022-05-18,11.9576
2022-05-19,11.9895
2022-05-20,11.6339
2022-05-21,11.6339
2022-05-22,11.6339
2022-05-23,11.7002
2022-05-24,11.5113
2022-05-25,12.2044
2022-05-26,12.5075
2022-05-27,12.9329
2022-05-28,12.9329
2022-05-29,12.9329
2022-05-30,12.9329
2022-05-31,12.9011
2022-06-01,12.6982
2022-06-02,12.796
2022-06-03,12.794
2022-06-04,12.794
2022-06-05,12.794
2022-06-06,12.9076
2022-06-07,13.0682
2022-06-08,13.1868
2022-06-09,13.2411
2022-06-10,13.046
2022-06-11,13.046
2022-06-12,13.046
2022-06-13,12.5988
2022-06-14,12.831
2022-06-15,13.0312
2022-06-16,12.4061
2022-06-17,12.4802
2022-06-18,12.4802
2022-06-19,12.4802
2022-06-20,12.4802
2022-06-21,12.3765
2022-06-22,12.206
2022-06-23,12.1319
2022-06-24,12.4407
2022-06-25,12.4407
2022-06-26,12.4407
2022-06-27,12.5395
2022-06-28,12.1887
2022-06-29,11.9195
2022-06-30,11.6601
2022-07-01,11.5687
2022-07-02,11.5687
2022-07-03,11.5687
2022-07-04,11.5687
2022-07-05,11.5934
2022-07-06,11.4501
2022-07-07,11.6131
2022-07-08,11.6576
2022-07-09,11.6576
2022-07-10,11.6576
2022-07-11,11.4476
2022-07-12,11.5069
2022-07-13,11.5168
2022-07-14,11.3438
2022-07-15,11.3834
2022-07-16,11.3834
2022-07-17,11.3834
2022-07-18,11.6329
2022-07-19,11.8503
2022-07-20,12.1443
2022-07-21,12.4877
2022-07-22,12.2554
2022-07-23,12.2554
2022-07-24,12.2554
2022-07-25,12.248
2022-07-26,11.912
2022-07-27,11.9862
2022-07-28,12.0504
2022-07-29,11.2885
2022-07-30,11.2885
2022-07-31,11.2885
2022-08-01,11.3412
2022-08-02,11.3228
2022-08-03,11.6298
2022-08-04,11.3182
2022-08-05,11.2885
2022-08-06,11.2885
2022-08-07,11.2885
2022-08-08,11.3549
2022-08-09,10.9174
2022-08-10,11.19
2022-08-11,11.4557
2022-08-12,11.4855
2022-08-13,11.4855
2022-08-14,11.4855
2022-08-15,11.6115
2022-08-16,12.0467
2022-08-17,11.8062
2022-08-18,11.5244
2022-08-19,11.4419
2022-08-20,11.4419
2022-08-21,11.4419
2022-08-22,11.1648
2022-08-23,11.2175
2022-08-24,10.1362
2022-08-25,10.102
2022-08-26,10.0154
2022-08-27,10.0154
2022-08-28,10.0154
2022-08-29,9.9424
2022-08-30,9.9516
2022-08-31,9.8034
2022-09-01,9.89
2022-09-02,9.9165
2022-09-03,9.9165
2022-09-04,9.9165
2022-09-05,9.9165
2022-09-06,10.0005
2022-09-07,10.1821
2022-09-08,10.3523
2022-09-09,10.3069
2022-09-10,10.3069
2022-09-11,10.3069
2022-09-12,10.3955
2022-09-13,10.0777
2022-09-14,9.9846
2022-09-15,10.0731
2022-09-16,10.1934
2022-09-17,10.1934
2022-09-18,10.1934
2022-09-19,10.3614
2022-09-20,10.2729
2022-09-21,10.291
2022-09-22,10.0731
2022-09-23,9.98
2022-09-24,9.98
2022-09-25,9.98
2022-09-26,9.8983
2022-09-27,9.9301
2022-09-28,9.9937
2022-09-29,9.7462
2022-09-30,9.7008
2022-10-01,9.7008
2022-10-02,9.7008
2022-10-03,9.8393
2022-10-04,10.148
2022-10-05,10.2956
2022-10-06,10.2706
2022-10-07,10.2933
2022-10-08,10.2933
2022-10-09,10.2933
2022-10-10,10.089
2022-10-11,10.1435
2022-10-12,10.114
2022-10-13,10.1571
2022-10-14,10.0164
2022-10-15,10.0164
2022-10-16,10.0164
2022-10-17,10.2683
2022-10-18,10.4386
2022-10-19,10.3796
2022-10-20,10.3092
2022-10-21,10.4681
2022-10-22,10.4681
2022-10-23,10.4681
2022-10-24,10.459
2022-10-25,10.6474
2022-10-26,10.6338
2022-10-27,10.5839
2022-10-28,13.3924
2022-10-29,13.3924
2022-10-30,13.3924
2022-10-31,13.3427
2022-11-01,13.1965
2022-11-02,12.9235
2022-11-03,13.0007
2022-11-04,13.0062
2022-11-05,13.0062
2022-11-06,13.0062
2022-11-07,13.111
2022-11-08,13.3124
2022-11-09,12.9869
2022-11-10,13.4227
2022-11-11,13.6875
2022-11-12,13.6875
2022-11-13,13.6875
2022-11-14,13.5716
2022-11-15,13.7095
2022-11-16,13.2296
2022-11-17,13.5496
2022-11-18,13.6488
2022-11-19,13.6488
2022-11-20,13.6488
2022-11-21,13.5992
2022-11-22,14.0021
2022-11-23,13.7364
2022-11-24,13.7364
2022-11-25,13.8582
2022-11-26,13.8582
2022-11-27,13.8582
2022-11-28,13.4098
2022-11-29,13.4707
2022-11-30,13.5371
2022-12-01,13.2686
2022-12-02,13.3373
2022-12-03,13.3373
2022-12-04,13.3373
2022-12-05,13.1209
2022-12-06,12.8379
2022-12-07,12.6521
2022-12-08,12.6021
2022-12-09,12.5661
2022-12-10,12.5661
2022-12-11,12.5661
2022-12-12,12.702
2022-12-13,12.591
2022-12-14,12.6105
2022-12-15,12.3885
2022-12-16,12.2664
2022-12-17,12.2664
2022-12-18,12.2664
2022-12-19,12.2803
2022-12-20,12.3053
2022-12-21,12.3441
2022-12-22,12.308
2022-12-23,12.4801
2022-12-24,12.4801
2022-12-25,12.4801
2022-12-26,12.4801
2022-12-27,12.358
2022-12-28,12.0916
2022-12-29,12.1971
2022-12-30,12.2109
2022-12-31,12.2109
2023-01-01,12.2109
2023-01-02,12.2109
2023-01-03,12.1055
2023-01-04,12.3441
2023-01-05,12.3441
2023-01-06,12.3885
2023-01-07,12.3885
2023-01-08,12.3885
2023-01-09,12.3136
2023-01-10,12.3996
2023-01-11,12.5466
2023-01-12,12.5938
2023-01-13,12.6548
2023-01-14,12.6548
2023-01-15,12.6548
2023-01-16,12.6548
2023-01-17,12.6632
2023-01-18,12.6105
2023-01-19,12.5744
2023-01-20,12.5799
2023-01-21,12.5799
2023-01-22,12.5799
2023-01-23,12.9295
2023-01-24,12.8102
2023-01-25,12.8463
2023-01-26,12.8463
2023-01-27,14.8424
2023-01-28,14.8424
2023-01-29,14.8424
2023-01-30,14.9663
2023-01-31,15.2279
2023-02-01,15.376
2023-02-02,15.7788
2023-02-03,17.5827
2023-02-04,17.5827
2023-02-05,17.5827
2023-02-06,16.8253
2023-02-07,16.7427
2023-02-08,16.302
2023-02-09,16.1919
2023-02-10,15.9543
2023-02-11,15.9543
2023-02-12,15.9543
2023-02-13,16.0851
2023-02-14,16.1127
2023-02-15,16.1643
2023-02-16,16.0645
2023-02-17,16.0025
2023-02-18,16.0025
2023-02-19,16.0025
2023-02-20,16.0025
2023-02-21,15.3794
2023-02-22,15.2899
2023-02-23,15.3071
2023-02-24,15.1109
2023-02-25,15.1109
2023-02-26,15.1109
2023-02-27,15.1694
2023-02-28,15.2073
2023-03-01,15.042
2023-03-02,15.1556
2023-03-03,15.3182
2023-03-04,15.3182
2023-03-05,15.3182
2023-03-06,15.2597
2023-03-07,15.2253
2023-03-08,15.2115
2023-03-09,14.9877
2023-03-10,14.7831
2023-03-11,14.7831
2023-03-12,14.7831
2023-03-13,14.3113
2023-03-14,14.2183
2023-03-15,14.4387
