,EXC US Equity
2020-05-29,17.7621
2020-05-30,17.7621
2020-05-31,17.7621
2020-06-01,17.8804
2020-06-02,17.9005
2020-06-03,18.1193
2020-06-04,17.9117
2020-06-05,18.2197
2020-06-06,18.2197
2020-06-07,18.2197
2020-06-08,18.5545
2020-06-09,18.2532
2020-06-10,18.1393
2020-06-11,17.7041
2020-06-12,17.6728
2020-06-13,17.6728
2020-06-14,17.6728
2020-06-15,17.7621
2020-06-16,17.8246
2020-06-17,17.7934
2020-06-18,17.7376
2020-06-19,17.588
2020-06-20,17.588
2020-06-21,17.588
2020-06-22,17.5969
2020-06-23,17.5255
2020-06-24,17.3514
2020-06-25,17.117
2020-06-26,16.9585
2020-06-27,16.9585
2020-06-28,16.9585
2020-06-29,17.2443
2020-06-30,18.3583
2020-07-01,18.6132
2020-07-02,18.6418
2020-07-03,18.6418
2020-07-04,18.6418
2020-07-05,18.6418
2020-07-06,18.6228
2020-07-07,18.5275
2020-07-08,18.5632
2020-07-09,18.4369
2020-07-10,18.6204
2020-07-11,18.6204
2020-07-12,18.6204
2020-07-13,18.6394
2020-07-14,18.7347
2020-07-15,18.7776
2020-07-16,18.78
2020-07-17,19.0981
2020-07-18,19.0981
2020-07-19,19.0981
2020-07-20,18.8419
2020-07-21,18.9396
2020-07-22,19.0004
2020-07-23,18.9182
2020-07-24,18.718
2020-07-25,18.718
2020-07-26,18.718
2020-07-27,18.6656
2020-07-28,18.7586
2020-07-29,18.8991
2020-07-30,18.8777
2020-07-31,18.911
2020-08-01,18.911
2020-08-02,18.911
2020-08-03,18.7633
2020-08-04,18.9444
2020-08-05,18.699
2020-08-06,18.7419
2020-08-07,18.9873
2020-08-08,18.9873
2020-08-09,18.9873
2020-08-10,18.8396
2020-08-11,18.7419
2020-08-12,18.9349
2020-08-13,18.7514
2020-08-14,18.749
2020-08-15,18.749
2020-08-16,18.749
2020-08-17,18.6085
2020-08-18,18.5441
2020-08-19,18.5322
2020-08-20,18.3631
2020-08-21,18.4131
2020-08-22,18.4131
2020-08-23,18.4131
2020-08-24,18.6918
2020-08-25,18.5584
2020-08-26,18.593
2020-08-27,18.5012
2020-08-28,18.537
2020-08-29,18.537
2020-08-30,18.537
2020-08-31,18.506
2020-09-01,18.3678
2020-09-02,18.7728
2020-09-03,18.5965
2020-09-04,18.5489
2020-09-05,18.5489
2020-09-06,18.5489
2020-09-07,18.5489
2020-09-08,18.3893
2020-09-09,18.4488
2020-09-10,18.2511
2020-09-11,18.2487
2020-09-12,18.2487
2020-09-13,18.2487
2020-09-14,18.3511
2020-09-15,18.3285
2020-09-16,18.3511
2020-09-17,18.2725
2020-09-18,18.0676
2020-09-19,18.0676
2020-09-20,18.0676
2020-09-21,17.9914
2020-09-22,18.101
2020-09-23,17.9271
2020-09-24,18.0057
2020-09-25,18.1748
2020-09-26,18.1748
2020-09-27,18.1748
2020-09-28,18.2273
2020-09-29,18.1272
2020-09-30,21.0443
2020-10-01,21.0638
2020-10-02,21.0944
2020-10-03,21.0944
2020-10-04,21.0944
2020-10-05,21.3305
2020-10-06,21.4361
2020-10-07,21.625
2020-10-08,22.0335
2020-10-09,22.0001
2020-10-10,22.0001
2020-10-11,22.0001
2020-10-12,22.2168
2020-10-13,22.4947
2020-10-14,22.5086
2020-10-15,22.6114
2020-10-16,22.8031
2020-10-17,22.8031
2020-10-18,22.8031
2020-10-19,22.7392
2020-10-20,22.8892
2020-10-21,22.817
2020-10-22,22.842
2020-10-23,22.8337
2020-10-24,22.8337
2020-10-25,22.8337
2020-10-26,22.6947
2020-10-27,22.5419
2020-10-28,22.1029
2020-10-29,22.2669
2020-10-30,22.1918
2020-10-31,22.1918
2020-11-01,22.1918
2020-11-02,22.4891
2020-11-03,22.9087
2020-11-04,22.8392
2020-11-05,23.0754
2020-11-06,23.0115
2020-11-07,23.0115
2020-11-08,23.0115
2020-11-09,23.1448
2020-11-10,23.0531
2020-11-11,23.2879
2020-11-12,22.9726
2020-11-13,23.0254
2020-11-14,23.0254
2020-11-15,23.0254
2020-11-16,23.1504
2020-11-17,23.0754
2020-11-18,22.9726
2020-11-19,22.8753
2020-11-20,22.742
2020-11-21,22.742
2020-11-22,22.742
2020-11-23,22.6586
2020-11-24,22.9865
2020-11-25,22.8392
2020-11-26,22.8392
2020-11-27,22.7058
2020-11-28,22.7058
2020-11-29,22.7058
2020-11-30,22.5197
2020-12-01,22.5697
2020-12-02,22.6586
2020-12-03,22.5141
2020-12-04,22.4808
2020-12-05,22.4808
2020-12-06,22.4808
2020-12-07,22.5544
2020-12-08,22.5892
2020-12-09,22.5252
2020-12-10,22.5558
2020-12-11,22.553
2020-12-12,22.553
2020-12-13,22.553
2020-12-14,22.5169
2020-12-15,22.9781
2020-12-16,22.9003
2020-12-17,22.9587
2020-12-18,22.9365
2020-12-19,22.9365
2020-12-20,22.9365
2020-12-21,22.6419
2020-12-22,22.7114
2020-12-23,22.6975
2020-12-24,22.7309
2020-12-25,22.7309
2020-12-26,22.7309
2020-12-27,22.7309
2020-12-28,22.8364
2020-12-29,22.7309
2020-12-30,22.7586
2020-12-31,29.4148
2021-01-01,29.4148
2021-01-02,29.4148
2021-01-03,29.4148
2021-01-04,29.0517
2021-01-05,29.0309
2021-01-06,29.4943
2021-01-07,29.3491
2021-01-08,29.4113
2021-01-09,29.4113
2021-01-10,29.4113
2021-01-11,29.2903
2021-01-12,29.3664
2021-01-13,29.6154
2021-01-14,29.5393
2021-01-15,29.8091
2021-01-16,29.8091
2021-01-17,29.8091
2021-01-18,29.8091
2021-01-19,29.6223
2021-01-20,29.7019
2021-01-21,29.6915
2021-01-22,29.5255
2021-01-23,29.5255
2021-01-24,29.5255
2021-01-25,29.8056
2021-01-26,29.6327
2021-01-27,28.9998
2021-01-28,29.3525
2021-01-29,29.1865
2021-01-30,29.1865
2021-01-31,29.1865
2021-02-01,29.3664
2021-02-02,29.6211
2021-02-03,29.5047
2021-02-04,29.9044
2021-02-05,29.9197
2021-02-06,29.9197
2021-02-07,29.9197
2021-02-08,29.9286
2021-02-09,29.8817
2021-02-10,29.7835
2021-02-11,29.5946
2021-02-12,29.3999
2021-02-13,29.3999
2021-02-14,29.3999
2021-02-15,29.3999
2021-02-16,29.3318
2021-02-17,29.3861
2021-02-18,29.5808
2021-02-19,29.1131
2021-02-20,29.1131
2021-02-21,29.1131
2021-02-22,28.8545
2021-02-23,28.9126
2021-02-24,28.7127
2021-02-25,28.2735
2021-02-26,28.1628
2021-02-27,28.1628
2021-02-28,28.1628
2021-03-01,28.4084
2021-03-02,28.4084
2021-03-03,28.4845
2021-03-04,28.5675
2021-03-05,28.5225
2021-03-06,28.5225
2021-03-07,28.5225
2021-03-08,28.8856
2021-03-09,29.1762
2021-03-10,29.2903
2021-03-11,29.3491
2021-03-12,29.5428
2021-03-13,29.5428
2021-03-14,29.5428
2021-03-15,29.8091
2021-03-16,29.8091
2021-03-17,29.6742
2021-03-18,29.5808
2021-03-19,29.6742
2021-03-20,29.6742
2021-03-21,29.6742
2021-03-22,29.6119
2021-03-23,29.6154
2021-03-24,29.6604
2021-03-25,29.8125
2021-03-26,29.8679
2021-03-27,29.8679
2021-03-28,29.8679
2021-03-29,29.944
2021-03-30,29.8575
2021-03-31,34.9271
2021-04-01,34.9955
2021-04-02,34.9955
2021-04-03,34.9955
2021-04-04,34.9955
2021-04-05,35.2248
2021-04-06,35.2569
2021-04-07,35.4138
2021-04-08,35.3937
2021-04-09,35.3656
2021-04-10,35.3656
2021-04-11,35.3656
2021-04-12,35.3294
2021-04-13,35.5023
2021-04-14,35.615
2021-04-15,35.7437
2021-04-16,35.9006
2021-04-17,35.9006
2021-04-18,35.9006
2021-04-19,35.6351
2021-04-20,35.7558
2021-04-21,35.7075
2021-04-22,35.4661
2021-04-23,35.3977
2021-04-24,35.3977
2021-04-25,35.3977
2021-04-26,35.2932
2021-04-27,35.2489
2021-04-28,35.2771
2021-04-29,35.3897
2021-04-30,35.4098
2021-05-01,35.4098
2021-05-02,35.4098
2021-05-03,35.3897
2021-05-04,35.3454
2021-05-05,34.8576
2021-05-06,35.2401
2021-05-07,35.3206
2021-05-08,35.3206
2021-05-09,35.3206
2021-05-10,35.2562
2021-05-11,35.224
2021-05-12,34.6865
2021-05-13,35.2119
2021-05-14,35.4857
2021-05-15,35.4857
2021-05-16,35.4857
2021-05-17,35.4857
2021-05-18,35.7112
2021-05-19,35.6669
2021-05-20,35.7474
2021-05-21,35.7877
2021-05-22,35.7877
2021-05-23,35.7877
2021-05-24,35.8642
2021-05-25,35.4132
2021-05-26,35.5179
2021-05-27,35.2884
2021-05-28,35.4978
2021-05-29,35.4978
2021-05-30,35.4978
2021-05-31,35.4978
2021-06-01,35.5058
2021-06-02,35.53
2021-06-03,35.7595
2021-06-04,35.6911
2021-06-05,35.6911
2021-06-06,35.6911
2021-06-07,35.7957
2021-06-08,35.7514
2021-06-09,35.9971
2021-06-10,36.138
2021-06-11,36.2185
2021-06-12,36.2185
2021-06-13,36.2185
2021-06-14,36.299
2021-06-15,36.299
2021-06-16,35.9326
2021-06-17,35.8521
2021-06-18,35.2683
2021-06-19,35.2683
2021-06-20,35.2683
2021-06-21,35.3327
2021-06-22,35.1797
2021-06-23,35.1072
2021-06-24,35.1435
2021-06-25,35.3005
2021-06-26,35.3005
2021-06-27,35.3005
2021-06-28,35.3971
2021-06-29,35.2723
2021-06-30,34.671
2021-07-01,34.9391
2021-07-02,34.9991
2021-07-03,34.9991
2021-07-04,34.9991
2021-07-05,34.9991
2021-07-06,34.8991
2021-07-07,34.9991
2021-07-08,34.9191
2021-07-09,34.9111
2021-07-10,34.9111
2021-07-11,34.9111
2021-07-12,35.0592
2021-07-13,34.8631
2021-07-14,35.0031
2021-07-15,35.2392
2021-07-16,35.3433
2021-07-17,35.3433
2021-07-18,35.3433
2021-07-19,35.0752
2021-07-20,35.3713
2021-07-21,35.2833
2021-07-22,35.3513
2021-07-23,35.5554
2021-07-24,35.5554
2021-07-25,35.5554
2021-07-26,35.5113
2021-07-27,35.8435
2021-07-28,35.7394
2021-07-29,35.8755
2021-07-30,35.6674
2021-07-31,35.6674
2021-08-01,35.6674
2021-08-02,35.7594
2021-08-03,35.8995
2021-08-04,35.6554
2021-08-05,36.0155
2021-08-06,35.9875
2021-08-07,35.9875
2021-08-08,35.9875
2021-08-09,35.9323
2021-08-10,35.9883
2021-08-11,36.2406
2021-08-12,36.1725
2021-08-13,36.3007
2021-08-14,36.3007
2021-08-15,36.3007
2021-08-16,36.3928
2021-08-17,36.3047
2021-08-18,36.2486
2021-08-19,36.4768
2021-08-20,36.7051
2021-08-21,36.7051
2021-08-22,36.7051
2021-08-23,36.585
2021-08-24,36.5249
2021-08-25,36.5169
2021-08-26,36.4728
2021-08-27,36.597
2021-08-28,36.597
2021-08-29,36.597
2021-08-30,36.661
2021-08-31,36.5689
2021-09-01,36.8012
2021-09-02,37.0014
2021-09-03,36.8893
2021-09-04,36.8893
2021-09-05,36.8893
2021-09-06,36.8893
2021-09-07,36.7651
2021-09-08,37.1055
2021-09-09,37.0535
2021-09-10,36.9253
2021-09-11,36.9253
2021-09-12,36.9253
2021-09-13,37.1856
2021-09-14,37.1135
2021-09-15,37.3017
2021-09-16,37.0334
2021-09-17,36.9053
2021-09-18,36.9053
2021-09-19,36.9053
2021-09-20,36.8452
2021-09-21,36.5689
2021-09-22,36.7131
2021-09-23,36.8212
2021-09-24,36.657
2021-09-25,36.657
2021-09-26,36.657
2021-09-27,36.5169
2021-09-28,36.2406
2021-09-29,36.4128
2021-09-30,35.3402
2021-10-01,35.1191
2021-10-02,35.1191
2021-10-03,35.1191
2021-10-04,35.3442
2021-10-05,35.3402
2021-10-06,35.6498
2021-10-07,35.489
2021-10-08,35.3442
2021-10-09,35.3442
2021-10-10,35.3442
2021-10-11,35.0306
2021-10-12,35.3201
2021-10-13,35.6378
2021-10-14,36.0599
2021-10-15,35.9313
2021-10-16,35.9313
2021-10-17,35.9313
2021-10-18,35.9634
2021-10-19,36.1363
2021-10-20,36.4942
2021-10-21,36.4379
2021-10-22,36.5344
2021-10-23,36.5344
2021-10-24,36.5344
2021-10-25,36.647
2021-10-26,36.8198
2021-10-27,36.8038
2021-10-28,37.1134
2021-10-29,37.2903
2021-10-30,37.2903
2021-10-31,37.2903
2021-11-01,37.5717
2021-11-02,37.5114
2021-11-03,37.6468
2021-11-04,37.671
2021-11-05,37.683
2021-11-06,37.683
2021-11-07,37.683
2021-11-08,37.2727
2021-11-09,37.6629
2021-11-10,37.8077
2021-11-11,37.9083
2021-11-12,37.7876
2021-11-13,37.7876
2021-11-14,37.7876
2021-11-15,37.9365
2021-11-16,37.7273
2021-11-17,37.4578
2021-11-18,37.4417
2021-11-19,37.4698
2021-11-20,37.4698
2021-11-21,37.4698
2021-11-22,37.6106
2021-11-23,37.7796
2021-11-24,37.8319
2021-11-25,37.8319
2021-11-26,37.3974
2021-11-27,37.3974
2021-11-28,37.3974
2021-11-29,37.6951
2021-11-30,37.1158
2021-12-01,36.9388
2021-12-02,37.1923
2021-12-03,37.1199
2021-12-04,37.1199
2021-12-05,37.1199
2021-12-06,37.4376
2021-12-07,37.5945
2021-12-08,37.3974
2021-12-09,37.2808
2021-12-10,37.5905
2021-12-11,37.5905
2021-12-12,37.5905
2021-12-13,37.683
2021-12-14,37.5664
2021-12-15,37.9043
2021-12-16,37.7715
2021-12-17,37.4336
2021-12-18,37.4336
2021-12-19,37.4336
2021-12-20,37.3853
2021-12-21,37.6026
2021-12-22,37.7756
2021-12-23,37.8238
2021-12-24,37.8238
2021-12-25,37.8238
2021-12-26,37.8238
2021-12-27,37.9525
2021-12-28,38.2744
2021-12-29,38.6927
2021-12-30,38.9743
2021-12-31,33.8069
2022-01-01,33.8069
2022-01-02,33.8069
2022-01-03,33.5555
2022-01-04,33.5337
2022-01-05,33.5191
2022-01-06,33.4316
2022-01-07,33.3989
2022-01-08,33.3989
2022-01-09,33.3989
2022-01-10,33.4644
2022-01-11,33.0272
2022-01-12,33.162
2022-01-13,33.3442
2022-01-14,33.2531
2022-01-15,33.2531
2022-01-16,33.2531
2022-01-17,33.2531
2022-01-18,33.1802
2022-01-19,33.3442
2022-01-20,33.5227
2022-01-21,33.4462
2022-01-22,33.4462
2022-01-23,33.4462
2022-01-24,33.2021
2022-01-25,32.9689
2022-01-26,33.0564
2022-01-27,33.213
2022-01-28,33.6503
2022-01-29,33.6503
2022-01-30,33.6503
2022-01-31,33.8762
2022-02-01,33.8324
2022-02-02,28.3779
2022-02-03,28.7168
2022-02-04,28.6184
2022-02-05,28.6184
2022-02-06,28.6184
2022-02-07,28.6621
2022-02-08,28.4362
2022-02-09,28.2832
2022-02-10,28.0791
2022-02-11,28.1119
2022-02-12,28.1119
2022-02-13,28.1119
2022-02-14,28.1374
2022-02-15,27.9698
2022-02-16,28.0646
2022-02-17,27.9735
2022-02-18,27.9297
2022-02-19,27.9297
2022-02-20,27.9297
2022-02-21,27.9297
2022-02-22,27.937
2022-02-23,27.6893
2022-02-24,27.8095
2022-02-25,28.312
2022-02-26,28.312
2022-02-27,28.312
2022-02-28,28.2974
2022-03-01,28.177
2022-03-02,28.3704
2022-03-03,28.5055
2022-03-04,28.9253
2022-03-05,28.9253
2022-03-06,28.9253
2022-03-07,28.761
2022-03-08,28.6369
2022-03-09,28.6588
2022-03-10,28.6771
2022-03-11,28.688
2022-03-12,28.688
2022-03-13,28.688
2022-03-14,28.6698
2022-03-15,28.7355
2022-03-16,28.6187
2022-03-17,28.6223
2022-03-18,28.5493
2022-03-19,28.5493
2022-03-20,28.5493
2022-03-21,28.699
2022-03-22,28.688
2022-03-23,28.7136
2022-03-24,28.9947
2022-03-25,29.3743
2022-03-26,29.3743
2022-03-27,29.3743
2022-03-28,29.5605
2022-03-29,29.9146
2022-03-30,30.0022
2022-03-31,30.1448
2022-04-01,30.1555
2022-04-02,30.1555
2022-04-03,30.1555
2022-04-04,30.0419
2022-04-05,30.2052
2022-04-06,30.8832
2022-04-07,30.9933
2022-04-08,31.0323
2022-04-09,31.0323
2022-04-10,31.0323
2022-04-11,30.3614
2022-04-12,30.2939
2022-04-13,30.5034
2022-04-14,30.6418
2022-04-15,30.6418
2022-04-16,30.6418
2022-04-17,30.6418
2022-04-18,30.7128
2022-04-19,30.8087
2022-04-20,31.0749
2022-04-21,30.8939
2022-04-22,30.5069
2022-04-23,30.5069
2022-04-24,30.5069
2022-04-25,30.5495
2022-04-26,30.4253
2022-04-27,30.2016
2022-04-28,30.3969
2022-04-29,29.8431
2022-04-30,29.8431
2022-05-01,29.8431
2022-05-02,29.797
2022-05-03,29.8112
2022-05-04,30.2478
2022-05-05,29.8857
2022-05-06,29.9425
2022-05-07,29.9425
2022-05-08,29.9425
2022-05-09,29.8254
2022-05-10,29.836
2022-05-11,30.1413
2022-05-12,29.513
2022-05-13,29.8254
2022-05-14,29.8254
2022-05-15,29.8254
2022-05-16,29.8751
2022-05-17,30.1129
2022-05-18,29.9674
2022-05-19,30.0454
2022-05-20,29.9745
2022-05-21,29.9745
2022-05-22,29.9745
2022-05-23,30.2371
2022-05-24,30.5708
2022-05-25,30.6383
2022-05-26,30.688
2022-05-27,30.9329
2022-05-28,30.9329
2022-05-29,30.9329
2022-05-30,30.9329
2022-05-31,30.6844
2022-06-01,30.6986
2022-06-02,30.6276
2022-06-03,30.5353
2022-06-04,30.5353
2022-06-05,30.5353
2022-06-06,30.4714
2022-06-07,30.6489
2022-06-08,30.3365
2022-06-09,29.8005
2022-06-10,29.5698
2022-06-11,29.5698
2022-06-12,29.5698
2022-06-13,28.7426
2022-06-14,28.2563
2022-06-15,28.2385
2022-06-16,27.8693
2022-06-17,27.7593
2022-06-18,27.7593
2022-06-19,27.7593
2022-06-20,27.7593
2022-06-21,28.0042
2022-06-22,28.0362
2022-06-23,28.2279
2022-06-24,28.6042
2022-06-25,28.6042
2022-06-26,28.6042
2022-06-27,28.8172
2022-06-28,28.8136
2022-06-29,28.9769
2022-06-30,28.2886
2022-07-01,28.5443
2022-07-02,28.5443
2022-07-03,28.5443
2022-07-04,28.5443
2022-07-05,27.7091
2022-07-06,27.9273
2022-07-07,27.9716
2022-07-08,27.9375
2022-07-09,27.9375
2022-07-10,27.9375
2022-07-11,27.9852
2022-07-12,27.917
2022-07-13,27.7023
2022-07-14,27.8898
2022-07-15,27.917
2022-07-16,27.917
2022-07-17,27.917
2022-07-18,27.7568
2022-07-19,27.7363
2022-07-20,27.5318
2022-07-21,27.5863
2022-07-22,27.8454
2022-07-23,27.8454
2022-07-24,27.8454
2022-07-25,27.9818
2022-07-26,28.0773
2022-07-27,27.9954
2022-07-28,28.6125
2022-07-29,28.6875
2022-07-30,28.6875
2022-07-31,28.6875
2022-08-01,28.558
2022-08-02,28.4625
2022-08-03,27.9443
2022-08-04,28.2
2022-08-05,28.1011
2022-08-06,28.1011
2022-08-07,28.1011
2022-08-08,28.3495
2022-08-09,28.4994
2022-08-10,28.5442
2022-08-11,28.6029
2022-08-12,28.765
2022-08-13,28.765
2022-08-14,28.765
2022-08-15,28.9478
2022-08-16,28.9444
2022-08-17,28.7926
2022-08-18,28.8133
2022-08-19,28.7547
2022-08-20,28.7547
2022-08-21,28.7547
2022-08-22,28.4822
2022-08-23,28.3856
2022-08-24,28.5304
2022-08-25,28.6443
2022-08-26,28.2614
2022-08-27,28.2614
2022-08-28,28.2614
2022-08-29,28.3614
2022-08-30,28.0372
2022-08-31,27.9854
2022-09-01,28.1717
2022-09-02,28.0441
2022-09-03,28.0441
2022-09-04,28.0441
2022-09-05,28.0441
2022-09-06,27.9785
2022-09-07,28.3994
2022-09-08,28.489
2022-09-09,28.6512
2022-09-10,28.6512
2022-09-11,28.6512
2022-09-12,28.7443
2022-09-13,28.0234
2022-09-14,28.1372
2022-09-15,27.7543
2022-09-16,27.7439
2022-09-17,27.7439
2022-09-18,27.7439
2022-09-19,27.806
2022-09-20,27.5956
2022-09-21,27.361
2022-09-22,27.2162
2022-09-23,27.2127
2022-09-24,27.2127
2022-09-25,27.2127
2022-09-26,26.8367
2022-09-27,26.6884
2022-09-28,26.5262
2022-09-29,25.8605
2022-09-30,23.8645
2022-10-01,23.8645
2022-10-02,23.8645
2022-10-03,24.188
2022-10-04,24.6732
2022-10-05,24.2578
2022-10-06,23.9596
2022-10-07,23.7059
2022-10-08,23.7059
2022-10-09,23.7059
2022-10-10,23.9755
2022-10-11,23.8676
2022-10-12,23.3887
2022-10-13,23.7915
2022-10-14,23.5885
2022-10-15,23.5885
2022-10-16,23.5885
2022-10-17,23.7503
2022-10-18,23.8962
2022-10-19,23.671
2022-10-20,23.2555
2022-10-21,23.6298
2022-10-22,23.6298
2022-10-23,23.6298
2022-10-24,23.6774
2022-10-25,23.9596
2022-10-26,23.9121
2022-10-27,23.9406
2022-10-28,24.2768
2022-10-29,24.2768
2022-10-30,24.2768
2022-10-31,24.2229
2022-11-01,24.2768
2022-11-02,24.0484
2022-11-03,23.7059
2022-11-04,23.7757
2022-11-05,23.7757
2022-11-06,23.7757
2022-11-07,23.6171
2022-11-08,23.9438
2022-11-09,23.9374
2022-11-10,24.3529
2022-11-11,24.3878
2022-11-12,24.3878
2022-11-13,24.3878
2022-11-14,24.0548
2022-11-15,24.1119
2022-11-16,24.0548
2022-11-17,23.8708
2022-11-18,24.2197
2022-11-19,24.2197
2022-11-20,24.2197
2022-11-21,24.2578
2022-11-22,24.4956
2022-11-23,24.6288
2022-11-24,24.6288
2022-11-25,24.6923
2022-11-26,24.6923
2022-11-27,24.6923
2022-11-28,24.743
2022-11-29,24.6701
2022-11-30,25.1046
2022-12-01,25.1553
2022-12-02,25.1299
2022-12-03,25.1299
2022-12-04,25.1299
2022-12-05,25.2251
2022-12-06,25.5803
2022-12-07,25.4027
2022-12-08,25.2314
2022-12-09,25.1204
2022-12-10,25.1204
2022-12-11,25.1204
2022-12-12,25.463
2022-12-13,25.4756
2022-12-14,25.5645
2022-12-15,25.4249
2022-12-16,25.2822
2022-12-17,25.2822
2022-12-18,25.2822
2022-12-19,25.2314
2022-12-20,25.3234
2022-12-21,25.5042
2022-12-22,25.4693
2022-12-23,25.6342
2022-12-24,25.6342
2022-12-25,25.6342
2022-12-26,25.6342
2022-12-27,25.6691
2022-12-28,25.6025
2022-12-29,25.6628
2022-12-30,24.7091
2022-12-31,24.7091
2023-01-01,24.7091
2023-01-02,24.7091
2023-01-03,24.6883
2023-01-04,24.8581
2023-01-05,24.5751
2023-01-06,24.8402
2023-01-07,24.8402
2023-01-08,24.8402
2023-01-09,24.9832
2023-01-10,24.8462
2023-01-11,24.9802
2023-01-12,24.7538
2023-01-13,24.7538
2023-01-14,24.7538
2023-01-15,24.7538
2023-01-16,24.7538
2023-01-17,24.6883
2023-01-18,24.4112
2023-01-19,24.3546
2023-01-20,24.444
2023-01-21,24.444
2023-01-22,24.444
2023-01-23,24.2891
2023-01-24,24.1967
2023-01-25,24.1699
2023-01-26,24.2235
2023-01-27,24.2503
2023-01-28,24.2503
2023-01-29,24.2503
2023-01-30,24.2682
2023-01-31,24.3993
2023-02-01,24.4573
2023-02-02,24.3349
2023-02-03,24.0394
2023-02-04,24.0394
2023-02-05,24.0394
2023-02-06,24.0573
2023-02-07,24.0155
2023-02-08,23.8423
2023-02-09,23.7677
2023-02-10,23.9826
2023-02-11,23.9826
2023-02-12,23.9826
2023-02-13,24.1259
2023-02-14,24.3767
2023-02-15,24.5677
2023-02-16,24.514
2023-02-17,24.6812
2023-02-18,24.6812
2023-02-19,24.6812
2023-02-20,24.6812
2023-02-21,24.4364
2023-02-22,24.32
2023-02-23,24.32
2023-02-24,24.1647
2023-02-25,24.1647
2023-02-26,24.1647
2023-02-27,24.1976
2023-02-28,23.8871
2023-03-01,23.6961
2023-03-02,23.8841
2023-03-03,24.1827
2023-03-04,24.1827
2023-03-05,24.1827
2023-03-06,24.2155
2023-03-07,24.0692
2023-03-08,24.1438
2023-03-09,23.9468
2023-03-10,23.8244
2023-03-11,23.8244
2023-03-12,23.8244
2023-03-13,24.1856
2023-03-14,24.1707
2023-03-15,24.32
2023-03-16,24.4196
2023-03-17,24.4166
2023-03-18,24.4166
