,CAR US Equity
2020-05-05,9.2243
2020-05-06,9.0879
2020-05-07,9.144
2020-05-08,9.3074
2020-05-09,9.3074
2020-05-10,9.3074
2020-05-11,9.1527
2020-05-12,9.0676
2020-05-13,8.9197
2020-05-14,9.0328
2020-05-15,9.0309
2020-05-16,9.0309
2020-05-17,9.0309
2020-05-18,9.3084
2020-05-19,9.2078
2020-05-20,9.3674
2020-05-21,9.4834
2020-05-22,9.4989
2020-05-23,9.4989
2020-05-24,9.4989
2020-05-25,9.4989
2020-05-26,9.6816
2020-05-27,10.0065
2020-05-28,9.818
2020-05-29,9.964
2020-05-30,9.964
2020-05-31,9.964
2020-06-01,10.2492
2020-06-02,10.1757
2020-06-03,10.5122
2020-06-04,10.6375
2020-06-05,10.9213
2020-06-06,10.9213
2020-06-07,10.9213
2020-06-08,11.0034
2020-06-09,10.6979
2020-06-10,10.5016
2020-06-11,10.1158
2020-06-12,10.4146
2020-06-13,10.4146
2020-06-14,10.4146
2020-06-15,10.43
2020-06-16,10.5983
2020-06-17,10.3653
2020-06-18,10.4252
2020-06-19,10.3556
2020-06-20,10.3556
2020-06-21,10.3556
2020-06-22,10.2425
2020-06-23,10.2647
2020-06-24,10.007
2020-06-25,10.0365
2020-06-26,9.8741
2020-06-27,9.8741
2020-06-28,9.8741
2020-06-29,10.0781
2020-06-30,-116.2178
2020-07-01,-115.7497
2020-07-02,-119.6772
2020-07-03,-119.6772
2020-07-04,-119.6772
2020-07-05,-119.6772
2020-07-06,-120.819
2020-07-07,-119.0036
2020-07-08,-122.3489
2020-07-09,-120.7276
2020-07-10,-122.0977
2020-07-11,-122.0977
2020-07-12,-122.0977
2020-07-13,-120.8989
2020-07-14,-122.5316
2020-07-15,-125.1119
2020-07-16,-124.3013
2020-07-17,-124.0501
2020-07-18,-124.0501
2020-07-19,-124.0501
2020-07-20,-123.0682
2020-07-21,-123.0682
2020-07-22,-124.1642
2020-07-23,-123.1824
2020-07-24,-123.7418
2020-07-25,-123.7418
2020-07-26,-123.7418
2020-07-27,-122.7599
2020-07-28,-121.5953
2020-07-29,-121.4862
2020-07-30,-120.4341
2020-07-31,-119.7022
2020-08-01,-119.7022
2020-08-02,-119.7022
2020-08-03,-119.1076
2020-08-04,-119.1991
2020-08-05,-122.424
2020-08-06,-122.5383
2020-08-07,-122.3096
2020-08-08,-122.3096
2020-08-09,-122.3096
2020-08-10,-124.471
2020-08-11,-126.6438
2020-08-12,-126.0949
2020-08-13,-125.7518
2020-08-14,-125.7975
2020-08-15,-125.7975
2020-08-16,-125.7975
2020-08-17,-125.3515
2020-08-18,-126.255
2020-08-19,-127.6273
2020-08-20,-127.7988
2020-08-21,-127.0669
2020-08-22,-127.0669
2020-08-23,-127.0669
2020-08-24,-128.9081
2020-08-25,-128.8395
2020-08-26,-128.1533
2020-08-27,-129.1368
2020-08-28,-130.4633
2020-08-29,-130.4633
2020-08-30,-130.4633
2020-08-31,-129.091
2020-09-01,-130.4633
2020-09-02,-131.4583
2020-09-03,-129.6285
2020-09-04,-129.9602
2020-09-05,-129.9602
2020-09-06,-129.9602
2020-09-07,-129.9602
2020-09-08,-129.5828
2020-09-09,-129.4341
2020-09-10,-129.3655
2020-09-11,-128.2219
2020-09-12,-128.2219
2020-09-13,-128.2219
2020-09-14,-129.0453
2020-09-15,-127.2613
2020-09-16,-126.2321
2020-09-17,-127.3299
2020-09-18,-125.4659
2020-09-19,-125.4659
2020-09-20,-125.4659
2020-09-21,-123.0301
2020-09-22,-123.1216
2020-09-23,-121.715
2020-09-24,-121.1889
2020-09-25,-121.2003
2020-09-26,-121.2003
2020-09-27,-121.2003
2020-09-28,-121.5548
2020-09-29,-119.6108
2020-09-30,-119.6108
2020-10-01,-119.6108
2020-10-02,-119.6108
2020-10-03,-119.6108
2020-10-04,-119.6108
2020-10-05,-119.6108
2020-10-06,-119.6108
2020-10-07,-119.6108
2020-10-08,-119.6108
2020-10-09,-119.6108
2020-10-10,-119.6108
2020-10-11,-119.6108
2020-10-12,-119.6108
2020-10-13,-119.6108
2020-10-14,-119.6108
2020-10-15,-119.6108
2020-10-16,-119.6108
2020-10-17,-119.6108
2020-10-18,-119.6108
2020-10-19,-119.6108
2020-10-20,-119.6108
2020-10-21,-119.6108
2020-10-22,-119.6108
2020-10-23,-119.6108
2020-10-24,-119.6108
2020-10-25,-119.6108
2020-10-26,-119.6108
2020-10-27,-119.6108
2020-10-28,-119.6108
2020-10-29,-119.6108
2020-10-30,-119.6108
2020-10-31,-119.6108
2020-11-01,-119.6108
2020-11-02,-119.6108
2020-11-03,-119.6108
2020-11-04,-119.6108
2020-11-05,-119.6108
2020-11-06,-119.6108
2020-11-07,-119.6108
2020-11-08,-119.6108
2020-11-09,-119.6108
2020-11-10,-119.6108
2020-11-11,-119.6108
2020-11-12,-119.6108
2020-11-13,-119.6108
2020-11-14,-119.6108
2020-11-15,-119.6108
2020-11-16,-119.6108
2020-11-17,-119.6108
2020-11-18,-119.6108
2020-11-19,-119.6108
2020-11-20,-119.6108
2020-11-21,-119.6108
2020-11-22,-119.6108
2020-11-23,-119.6108
2020-11-24,-119.6108
2020-11-25,-119.6108
2020-11-26,-119.6108
2020-11-27,-119.6108
2020-11-28,-119.6108
2020-11-29,-119.6108
2020-11-30,-119.6108
2020-12-01,-119.6108
2020-12-02,-119.6108
2020-12-03,-119.6108
2020-12-04,-119.6108
2020-12-05,-119.6108
2020-12-06,-119.6108
2020-12-07,-119.6108
2020-12-08,-119.6108
2020-12-09,-119.6108
2020-12-10,-119.6108
2020-12-11,-119.6108
2020-12-12,-119.6108
2020-12-13,-119.6108
2020-12-14,-119.6108
2020-12-15,-119.6108
2020-12-16,-119.6108
2020-12-17,-119.6108
2020-12-18,-119.6108
2020-12-19,-119.6108
2020-12-20,-119.6108
2020-12-21,-119.6108
2020-12-22,-119.6108
2020-12-23,-119.6108
2020-12-24,-119.6108
2020-12-25,-119.6108
2020-12-26,-119.6108
2020-12-27,-119.6108
2020-12-28,-119.6108
2020-12-29,-119.6108
2020-12-30,-119.6108
2020-12-31,-119.6108
2021-01-01,-119.6108
2021-01-02,-119.6108
2021-01-03,-119.6108
2021-01-04,-119.6108
2021-01-05,-119.6108
2021-01-06,-119.6108
2021-01-07,-119.6108
2021-01-08,-119.6108
2021-01-09,-119.6108
2021-01-10,-119.6108
2021-01-11,-119.6108
2021-01-12,-119.6108
2021-01-13,-119.6108
2021-01-14,-119.6108
2021-01-15,-119.6108
2021-01-16,-119.6108
2021-01-17,-119.6108
2021-01-18,-119.6108
2021-01-19,-119.6108
2021-01-20,-119.6108
2021-01-21,-119.6108
2021-01-22,-119.6108
2021-01-23,-119.6108
2021-01-24,-119.6108
2021-01-25,-119.6108
2021-01-26,-119.6108
2021-01-27,-119.6108
2021-01-28,-119.6108
2021-01-29,-119.6108
2021-01-30,-119.6108
2021-01-31,-119.6108
2021-02-01,-119.6108
2021-02-02,-119.6108
2021-02-03,-119.6108
2021-02-04,-119.6108
2021-02-05,-119.6108
2021-02-06,-119.6108
2021-02-07,-119.6108
2021-02-08,-119.6108
2021-02-09,-119.6108
2021-02-10,-119.6108
2021-02-11,-119.6108
2021-02-12,-119.6108
2021-02-13,-119.6108
2021-02-14,-119.6108
2021-02-15,-119.6108
2021-02-16,-119.6108
2021-02-17,-119.6108
2021-02-18,-119.6108
2021-02-19,-119.6108
2021-02-20,-119.6108
2021-02-21,-119.6108
2021-02-22,-119.6108
2021-02-23,-119.6108
2021-02-24,-119.6108
2021-02-25,-119.6108
2021-02-26,-119.6108
2021-02-27,-119.6108
2021-02-28,-119.6108
2021-03-01,-119.6108
2021-03-02,-119.6108
2021-03-03,-119.6108
2021-03-04,-119.6108
2021-03-05,-119.6108
2021-03-06,-119.6108
2021-03-07,-119.6108
2021-03-08,-119.6108
2021-03-09,-119.6108
2021-03-10,-119.6108
2021-03-11,-119.6108
2021-03-12,-119.6108
2021-03-13,-119.6108
2021-03-14,-119.6108
2021-03-15,-119.6108
2021-03-16,-119.6108
2021-03-17,-119.6108
2021-03-18,-119.6108
2021-03-19,-119.6108
2021-03-20,-119.6108
2021-03-21,-119.6108
2021-03-22,-119.6108
2021-03-23,-119.6108
2021-03-24,-119.6108
2021-03-25,-119.6108
2021-03-26,-119.6108
2021-03-27,-119.6108
2021-03-28,-119.6108
2021-03-29,-119.6108
2021-03-30,-119.6108
2021-03-31,-119.6108
2021-04-01,-119.6108
2021-04-02,-119.6108
2021-04-03,-119.6108
2021-04-04,-119.6108
2021-04-05,-119.6108
2021-04-06,-119.6108
2021-04-07,-119.6108
2021-04-08,-119.6108
2021-04-09,-119.6108
2021-04-10,-119.6108
2021-04-11,-119.6108
2021-04-12,-119.6108
2021-04-13,-119.6108
2021-04-14,-119.6108
2021-04-15,-119.6108
2021-04-16,-119.6108
2021-04-17,-119.6108
2021-04-18,-119.6108
2021-04-19,-119.6108
2021-04-20,-119.6108
2021-04-21,-119.6108
2021-04-22,-119.6108
2021-04-23,-119.6108
2021-04-24,-119.6108
2021-04-25,-119.6108
2021-04-26,-119.6108
2021-04-27,-119.6108
2021-04-28,-119.6108
2021-04-29,-119.6108
2021-04-30,-119.6108
2021-05-01,-119.6108
2021-05-02,-119.6108
2021-05-03,-119.6108
2021-05-04,-119.6108
2021-05-05,-119.6108
2021-05-06,-119.6108
2021-05-07,-119.6108
2021-05-08,-119.6108
2021-05-09,-119.6108
2021-05-10,-119.6108
2021-05-11,-119.6108
2021-05-12,-119.6108
2021-05-13,-119.6108
2021-05-14,-119.6108
2021-05-15,-119.6108
2021-05-16,-119.6108
2021-05-17,-119.6108
2021-05-18,-119.6108
2021-05-19,-119.6108
2021-05-20,-119.6108
2021-05-21,-119.6108
2021-05-22,-119.6108
2021-05-23,-119.6108
2021-05-24,-119.6108
2021-05-25,-119.6108
2021-05-26,-119.6108
2021-05-27,-119.6108
2021-05-28,-119.6108
2021-05-29,-119.6108
2021-05-30,-119.6108
2021-05-31,-119.6108
2021-06-01,-119.6108
2021-06-02,-119.6108
2021-06-03,-119.6108
2021-06-04,-119.6108
2021-06-05,-119.6108
2021-06-06,-119.6108
2021-06-07,-119.6108
2021-06-08,-119.6108
2021-06-09,-119.6108
2021-06-10,-119.6108
2021-06-11,-119.6108
2021-06-12,-119.6108
2021-06-13,-119.6108
2021-06-14,-119.6108
2021-06-15,-119.6108
2021-06-16,-119.6108
2021-06-17,-119.6108
2021-06-18,-119.6108
2021-06-19,-119.6108
2021-06-20,-119.6108
2021-06-21,-119.6108
2021-06-22,-119.6108
2021-06-23,-119.6108
2021-06-24,-119.6108
2021-06-25,-119.6108
2021-06-26,-119.6108
2021-06-27,-119.6108
2021-06-28,-119.6108
2021-06-29,-119.6108
2021-06-30,15.8291
2021-07-01,16.2307
2021-07-02,15.9348
2021-07-03,15.9348
2021-07-04,15.9348
2021-07-05,15.9348
2021-07-06,15.8029
2021-07-07,15.5411
2021-07-08,15.0891
2021-07-09,15.4687
2021-07-10,15.4687
2021-07-11,15.4687
2021-07-12,15.4314
2021-07-13,15.2492
2021-07-14,15.2089
2021-07-15,15.3962
2021-07-16,15.1646
2021-07-17,15.1646
2021-07-18,15.1646
2021-07-19,14.9079
2021-07-20,15.3942
2021-07-21,15.7566
2021-07-22,15.813
2021-07-23,15.9871
2021-07-24,15.9871
2021-07-25,15.9871
2021-07-26,16.1562
2021-07-27,16.0576
2021-07-28,16.1985
2021-07-29,16.577
2021-07-30,16.3203
2021-07-31,16.3203
2021-08-01,16.3203
2021-08-02,16.6395
2021-08-03,17.0301
2021-08-04,15.1749
2021-08-05,15.8931
2021-08-06,16.0024
2021-08-07,16.0024
2021-08-08,16.0024
2021-08-09,15.6237
2021-08-10,16.2163
2021-08-11,16.2546
2021-08-12,16.5385
2021-08-13,16.8108
2021-08-14,16.8108
2021-08-15,16.8108
2021-08-16,16.8626
2021-08-17,16.7399
2021-08-18,16.9595
2021-08-19,16.7092
2021-08-20,16.5989
2021-08-21,16.5989
2021-08-22,16.5989
2021-08-23,16.7025
2021-08-24,16.7255
2021-08-25,16.7379
2021-08-26,16.4982
2021-08-27,16.714
2021-08-28,16.714
2021-08-29,16.714
2021-08-30,16.596
2021-08-31,16.69
2021-09-01,16.9221
2021-09-02,17.0966
2021-09-03,16.8425
2021-09-04,16.8425
2021-09-05,16.8425
2021-09-06,16.8425
2021-09-07,17.0179
2021-09-08,16.6459
2021-09-09,16.7456
2021-09-10,16.2949
2021-09-11,16.2949
2021-09-12,16.2949
2021-09-13,16.6468
2021-09-14,16.6181
2021-09-15,16.6181
2021-09-16,17.461
2021-09-17,17.1282
2021-09-18,17.1282
2021-09-19,17.1282
2021-09-20,17.0908
2021-09-21,17.0122
2021-09-22,17.577
2021-09-23,18.3566
2021-09-24,18.6903
2021-09-25,18.6903
2021-09-26,18.6903
2021-09-27,19.5102
2021-09-28,19.515
2021-09-29,19.3021
2021-09-30,7.6946
2021-10-01,7.9003
2021-10-02,7.9003
2021-10-03,7.9003
2021-10-04,7.864
2021-10-05,8.1638
2021-10-06,8.1562
2021-10-07,8.0747
2021-10-08,8.5241
2021-10-09,8.5241
2021-10-10,8.5241
2021-10-11,8.6858
2021-10-12,9.105
2021-10-13,8.97
2021-10-14,8.8679
2021-10-15,9.0124
2021-10-16,9.0124
2021-10-17,9.0124
2021-10-18,9.2935
2021-10-19,9.3157
2021-10-20,9.3692
2021-10-21,9.6449
2021-10-22,9.6625
2021-10-23,9.6625
2021-10-24,9.6625
2021-10-25,9.9945
2021-10-26,9.7386
2021-10-27,9.5868
2021-10-28,9.8075
2021-10-29,9.8667
2021-10-30,9.8667
2021-10-31,9.8667
2021-11-01,9.796
2021-11-02,14.8258
2021-11-03,12.9092
2021-11-04,12.0674
2021-11-05,12.8888
2021-11-06,12.8888
2021-11-07,12.8888
2021-11-08,12.7473
2021-11-09,11.3388
2021-11-10,11.475
2021-11-11,12.0044
2021-11-12,11.9016
2021-11-13,11.9016
2021-11-14,11.9016
2021-11-15,12.1248
2021-11-16,12.371
2021-11-17,12.1569
2021-11-18,12.2558
2021-11-19,12.5267
2021-11-20,12.5267
2021-11-21,12.5267
2021-11-22,13.0231
2021-11-23,13.2213
2021-11-24,13.3815
2021-11-25,13.3815
2021-11-26,12.613
2021-11-27,12.613
2021-11-28,12.613
2021-11-29,13.1386
2021-11-30,12.1468
2021-12-01,11.4552
2021-12-02,11.937
2021-12-03,11.7131
2021-12-04,11.7131
2021-12-05,11.7131
2021-12-06,11.8455
2021-12-07,11.4419
2021-12-08,11.2891
2021-12-09,11.2262
2021-12-10,11.1538
2021-12-11,11.1538
2021-12-12,11.1538
2021-12-13,10.8531
2021-12-14,10.5725
2021-12-15,10.5887
2021-12-16,10.2546
2021-12-17,10.2637
2021-12-18,10.2637
2021-12-19,10.2637
2021-12-20,10.1436
2021-12-21,10.5501
2021-12-22,10.2754
2021-12-23,10.5034
2021-12-24,10.5034
2021-12-25,10.5034
2021-12-26,10.5034
2021-12-27,10.4804
2021-12-28,10.0616
2021-12-29,9.9399
2021-12-30,9.889
2021-12-31,7.4712
2022-01-01,7.4712
2022-01-02,7.4712
2022-01-03,7.3487
2022-01-04,7.3561
2022-01-05,7.1746
2022-01-06,7.2959
2022-01-07,7.226
2022-01-08,7.226
2022-01-09,7.226
2022-01-10,7.2864
2022-01-11,7.2681
2022-01-12,7.1068
2022-01-13,7.1037
2022-01-14,7.1844
2022-01-15,7.1844
2022-01-16,7.1844
2022-01-17,7.1844
2022-01-18,7.1268
2022-01-19,7.0031
2022-01-20,6.9653
2022-01-21,6.7034
2022-01-22,6.7034
2022-01-23,6.7034
2022-01-24,6.7353
2022-01-25,6.5709
2022-01-26,6.6192
2022-01-27,6.4515
2022-01-28,6.4734
2022-01-29,6.4734
2022-01-30,6.4734
2022-01-31,6.7293
2022-02-01,6.7962
2022-02-02,6.8204
2022-02-03,6.6848
2022-02-04,6.8302
2022-02-05,6.8302
2022-02-06,6.8302
2022-02-07,6.985
2022-02-08,6.9946
2022-02-09,7.3116
2022-02-10,7.0631
2022-02-11,6.8499
2022-02-12,6.8499
2022-02-13,6.8499
2022-02-14,7.1701
2022-02-15,6.6121
2022-02-16,6.6965
2022-02-17,6.2813
2022-02-18,6.1739
2022-02-19,6.1739
2022-02-20,6.1739
2022-02-21,6.1739
2022-02-22,5.9562
2022-02-23,5.9263
2022-02-24,6.3396
2022-02-25,6.6171
2022-02-26,6.6171
2022-02-27,6.6171
2022-02-28,6.6948
2022-03-01,6.6237
2022-03-02,6.8131
2022-03-03,6.6486
2022-03-04,6.4961
2022-03-05,6.4961
2022-03-06,6.4961
2022-03-07,6.2159
2022-03-08,6.5134
2022-03-09,6.9509
2022-03-10,7.0995
2022-03-11,7.2513
2022-03-12,7.2513
2022-03-13,7.2513
2022-03-14,7.3678
2022-03-15,7.7867
2022-03-16,8.9164
2022-03-17,9.2905
2022-03-18,8.9536
2022-03-19,8.9536
2022-03-20,8.9536
2022-03-21,8.693
2022-03-22,8.8777
2022-03-23,8.6074
2022-03-24,8.6337
2022-03-25,8.4945
2022-03-26,8.4945
2022-03-27,8.4945
2022-03-28,8.4155
2022-03-29,8.6534
2022-03-30,8.3491
2022-03-31,6.436
2022-04-01,6.391
2022-04-02,6.391
2022-04-03,6.391
2022-04-04,6.7745
2022-04-05,6.6581
2022-04-06,6.1568
2022-04-07,6.2436
2022-04-08,5.8285
2022-04-09,5.8285
2022-04-10,5.8285
2022-04-11,6.0104
2022-04-12,6.0289
2022-04-13,6.2112
2022-04-14,6.1461
2022-04-15,6.1461
2022-04-16,6.1461
2022-04-17,6.1461
2022-04-18,6.1623
2022-04-19,6.4517
2022-04-20,6.9741
2022-04-21,6.8116
2022-04-22,6.6467
2022-04-23,6.6467
2022-04-24,6.6467
2022-04-25,6.6717
2022-04-26,6.2704
2022-04-27,6.3324
2022-04-28,6.2631
2022-04-29,6.1806
2022-04-30,6.1806
2022-05-01,6.1806
2022-05-02,6.3782
2022-05-03,6.3185
2022-05-04,6.4067
2022-05-05,6.1463
2022-05-06,5.881
2022-05-07,5.881
2022-05-08,5.881
2022-05-09,5.4557
2022-05-10,5.4515
2022-05-11,5.3984
2022-05-12,5.3468
2022-05-13,5.1266
2022-05-14,5.1266
2022-05-15,5.1266
2022-05-16,5.1614
2022-05-17,5.2409
2022-05-18,4.8457
2022-05-19,4.7487
2022-05-20,4.6737
2022-05-21,4.6737
2022-05-22,4.6737
2022-05-23,4.8213
2022-05-24,4.6824
2022-05-25,4.7386
2022-05-26,4.8278
2022-05-27,5.0649
2022-05-28,5.0649
2022-05-29,5.0649
2022-05-30,5.0649
2022-05-31,4.9057
2022-06-01,4.8629
2022-06-02,5.0201
2022-06-03,4.9233
2022-06-04,4.9233
2022-06-05,4.9233
2022-06-06,4.9249
2022-06-07,4.9691
2022-06-08,4.8187
2022-06-09,4.6529
2022-06-10,4.5753
2022-06-11,4.5753
2022-06-12,4.5753
2022-06-13,4.4406
2022-06-14,4.46
2022-06-15,4.6494
2022-06-16,4.4618
2022-06-17,4.4678
2022-06-18,4.4678
2022-06-19,4.4678
2022-06-20,4.4678
2022-06-21,4.4531
2022-06-22,4.351
2022-06-23,4.3739
2022-06-24,4.5124
2022-06-25,4.5124
2022-06-26,4.5124
2022-06-27,4.4968
2022-06-28,4.3863
2022-06-29,4.3139
2022-06-30,3.6105
2022-07-01,3.6593
2022-07-02,3.6593
2022-07-03,3.6593
2022-07-04,3.6593
2022-07-05,3.7177
2022-07-06,3.6341
2022-07-07,3.7366
2022-07-08,3.7326
2022-07-09,3.7326
2022-07-10,3.7326
2022-07-11,3.6389
2022-07-12,3.6813
2022-07-13,3.7359
2022-07-14,3.6607
2022-07-15,3.6704
2022-07-16,3.6704
2022-07-17,3.6704
2022-07-18,3.6776
2022-07-19,3.7792
2022-07-20,3.7708
2022-07-21,3.7504
2022-07-22,3.7282
2022-07-23,3.7282
2022-07-24,3.7282
2022-07-25,3.7764
2022-07-26,3.6238
2022-07-27,3.7278
2022-07-28,3.9271
2022-07-29,4.0554
2022-07-30,4.0554
2022-07-31,4.0554
2022-08-01,4.0435
2022-08-02,3.9246
2022-08-03,4.0299
2022-08-04,3.9877
2022-08-05,4.0712
2022-08-06,4.0712
2022-08-07,4.0712
2022-08-08,4.1092
2022-08-09,4.0644
2022-08-10,4.0978
2022-08-11,4.1064
2022-08-12,4.1341
2022-08-13,4.1341
2022-08-14,4.1341
2022-08-15,4.1389
2022-08-16,4.1954
2022-08-17,4.0495
2022-08-18,4.0329
2022-08-19,3.8989
2022-08-20,3.8989
2022-08-21,3.8989
2022-08-22,3.8192
2022-08-23,3.9323
2022-08-24,3.9964
2022-08-25,4.0911
2022-08-26,3.976
2022-08-27,3.976
2022-08-28,3.976
2022-08-29,3.9743
2022-08-30,3.8863
2022-08-31,3.8592
2022-09-01,3.8361
2022-09-02,3.7876
2022-09-03,3.7876
2022-09-04,3.7876
2022-09-05,3.7876
2022-09-06,3.7012
2022-09-07,3.7348
2022-09-08,3.7279
2022-09-09,3.8695
2022-09-10,3.8695
2022-09-11,3.8695
2022-09-12,3.9631
2022-09-13,3.8318
2022-09-14,3.8539
2022-09-15,3.7872
2022-09-16,3.6047
2022-09-17,3.6047
2022-09-18,3.6047
2022-09-19,3.6918
2022-09-20,3.639
2022-09-21,3.6429
2022-09-22,3.4989
2022-09-23,3.4901
2022-09-24,3.4901
2022-09-25,3.4901
2022-09-26,3.4979
2022-09-27,3.5847
2022-09-28,3.7144
2022-09-29,3.5576
2022-09-30,3.2693
2022-10-01,3.2693
2022-10-02,3.2693
2022-10-03,3.3775
2022-10-04,3.4928
2022-10-05,3.5607
2022-10-06,3.6097
2022-10-07,3.5817
2022-10-08,3.5817
2022-10-09,3.5817
2022-10-10,3.6014
2022-10-11,3.6643
2022-10-12,3.6606
2022-10-13,3.6481
2022-10-14,3.4817
2022-10-15,3.4817
2022-10-16,3.4817
2022-10-17,3.6475
2022-10-18,3.6889
2022-10-19,3.6342
2022-10-20,3.638
2022-10-21,3.7394
2022-10-22,3.7394
2022-10-23,3.7394
2022-10-24,4.1013
2022-10-25,4.2153
2022-10-26,4.2565
2022-10-27,4.3372
2022-10-28,4.3601
2022-10-29,4.3601
2022-10-30,4.3601
2022-10-31,4.281
2022-11-01,3.7496
2022-11-02,3.7363
2022-11-03,3.8412
2022-11-04,3.8621
2022-11-05,3.8621
2022-11-06,3.8621
2022-11-07,3.9435
2022-11-08,3.8868
2022-11-09,3.7769
2022-11-10,3.8443
2022-11-11,3.8308
2022-11-12,3.8308
2022-11-13,3.8308
2022-11-14,3.8945
2022-11-15,3.9129
2022-11-16,3.9043
2022-11-17,3.8089
2022-11-18,3.7991
2022-11-19,3.7991
2022-11-20,3.7991
2022-11-21,3.7916
2022-11-22,3.7981
2022-11-23,3.7721
2022-11-24,3.7721
2022-11-25,3.7837
2022-11-26,3.7837
2022-11-27,3.7837
2022-11-28,3.7447
2022-11-29,3.7936
2022-11-30,3.7802
2022-12-01,3.7303
2022-12-02,3.7175
2022-12-03,3.7175
2022-12-04,3.7175
2022-12-05,3.5109
2022-12-06,3.4873
2022-12-07,3.4463
2022-12-08,3.4072
2022-12-09,3.3729
2022-12-10,3.3729
2022-12-11,3.3729
2022-12-12,3.4271
2022-12-13,3.4416
2022-12-14,3.4631
2022-12-15,3.3995
2022-12-16,3.3184
2022-12-17,3.3184
2022-12-18,3.3184
2022-12-19,3.2692
2022-12-20,3.2636
2022-12-21,3.222
2022-12-22,3.1067
2022-12-23,3.1634
2022-12-24,3.1634
2022-12-25,3.1634
2022-12-26,3.1634
2022-12-27,3.1136
2022-12-28,3.1318
2022-12-29,3.1762
2022-12-30,3.2871
2022-12-31,3.2871
2023-01-01,3.2871
2023-01-02,3.2871
2023-01-03,3.2953
2023-01-04,3.3398
2023-01-05,3.3366
2023-01-06,3.3109
2023-01-07,3.3109
2023-01-08,3.3109
2023-01-09,3.3265
2023-01-10,3.365
2023-01-11,3.4691
2023-01-12,3.5431
2023-01-13,3.5588
2023-01-14,3.5588
2023-01-15,3.5588
2023-01-16,3.5588
2023-01-17,3.5954
2023-01-18,3.5748
2023-01-19,3.5217
2023-01-20,3.5692
2023-01-21,3.5692
2023-01-22,3.5692
2023-01-23,3.592
2023-01-24,3.5311
2023-01-25,3.5453
2023-01-26,3.5405
2023-01-27,3.607
2023-01-28,3.607
2023-01-29,3.607
2023-01-30,3.5557
2023-01-31,3.6509
2023-02-01,3.7549
2023-02-02,3.8807
2023-02-03,3.806
2023-02-04,3.806
2023-02-05,3.806
2023-02-06,3.7753
2023-02-07,3.935
2023-02-08,3.942
2023-02-09,3.8617
2023-02-10,3.7998
2023-02-11,3.7998
2023-02-12,3.7998
