,NAVI US Equity
2020-07-30,191.8725
2020-07-31,191.8682
2020-08-01,191.8682
2020-08-02,191.8682
2020-08-03,191.932
2020-08-04,191.9724
2020-08-05,192.1527
2020-08-06,192.0825
2020-08-07,192.2016
2020-08-08,192.2016
2020-08-09,192.2016
2020-08-10,192.2824
2020-08-11,192.3292
2020-08-12,192.2484
2020-08-13,192.1931
2020-08-14,192.2866
2020-08-15,192.2866
2020-08-16,192.2866
2020-08-17,192.2484
2020-08-18,192.1761
2020-08-19,192.2101
2020-08-20,192.1633
2020-08-21,192.1293
2020-08-22,192.1293
2020-08-23,192.1293
2020-08-24,192.2441
2020-08-25,192.2399
2020-08-26,192.2016
2020-08-27,192.4015
2020-08-28,192.444
2020-08-29,192.444
2020-08-30,192.444
2020-08-31,192.3504
2020-09-01,192.3674
2020-09-02,192.3845
2020-09-03,192.3079
2020-09-04,192.4015
2020-09-05,192.4015
2020-09-06,192.4015
2020-09-07,192.4015
2020-09-08,192.293
2020-09-09,192.2441
2020-09-10,192.1506
2020-09-11,192.0612
2020-09-12,192.0612
2020-09-13,192.0612
2020-09-14,192.0655
2020-09-15,192.0697
2020-09-16,192.1335
2020-09-17,192.0868
2020-09-18,191.9975
2020-09-19,191.9975
2020-09-20,191.9975
2020-09-21,191.8614
2020-09-22,191.8273
2020-09-23,191.687
2020-09-24,191.7593
2020-09-25,191.8486
2020-09-26,191.8486
2020-09-27,191.8486
2020-09-28,191.9932
2020-09-29,192.006
2020-09-30,162.7404
2020-10-01,162.7624
2020-10-02,162.8211
2020-10-03,162.8211
2020-10-04,162.8211
2020-10-05,162.964
2020-10-06,162.8981
2020-10-07,162.9457
2020-10-08,163.1033
2020-10-09,163.1217
2020-10-10,163.1217
2020-10-11,163.1217
2020-10-12,163.2243
2020-10-13,163.162
2020-10-14,163.162
2020-10-15,163.305
2020-10-16,163.2317
2020-10-17,163.2317
2020-10-18,163.2317
2020-10-19,163.2133
2020-10-20,163.272
2020-10-21,163.008
2020-10-22,162.997
2020-10-23,163.0869
2020-10-24,163.0869
2020-10-25,163.0869
2020-10-26,162.9824
2020-10-27,162.7844
2020-10-28,162.603
2020-10-29,162.6378
2020-10-30,162.4633
2020-10-31,162.4633
2020-11-01,162.4633
2020-11-02,162.65
2020-11-03,162.7662
2020-11-04,162.9475
2020-11-05,162.9493
2020-11-06,162.9
2020-11-07,162.9
2020-11-08,162.9
2020-11-09,163.1711
2020-11-10,163.2239
2020-11-11,163.1711
2020-11-12,163.143
2020-11-13,163.2979
2020-11-14,163.2979
2020-11-15,163.2979
2020-11-16,163.3859
2020-11-17,163.4211
2020-11-18,163.3208
2020-11-19,163.312
2020-11-20,163.0091
2020-11-21,163.0091
2020-11-22,163.0091
2020-11-23,163.0954
2020-11-24,163.1641
2020-11-25,163.1218
2020-11-26,163.1218
2020-11-27,163.0761
2020-11-28,163.0761
2020-11-29,163.0761
2020-11-30,162.9422
2020-12-01,163.0602
2020-12-02,163.0584
2020-12-03,163.0408
2020-12-04,163.0127
2020-12-05,163.0127
2020-12-06,163.0127
2020-12-07,163.0056
2020-12-08,162.9598
2020-12-09,163.0091
2020-12-10,163.0303
2020-12-11,162.9845
2020-12-12,162.9845
2020-12-13,162.9845
2020-12-14,162.8965
2020-12-15,162.9845
2020-12-16,162.9246
2020-12-17,162.9598
2020-12-18,162.9317
2020-12-19,162.9317
2020-12-20,162.9317
2020-12-21,162.8965
2020-12-22,162.9176
2020-12-23,163.0655
2020-12-24,163.0831
2020-12-25,163.0831
2020-12-26,163.0831
2020-12-27,163.0831
2020-12-28,163.0549
2020-12-29,163.0831
2020-12-30,163.0901
2020-12-31,155.8108
2021-01-01,155.8108
2021-01-02,155.8108
2021-01-03,155.8108
2021-01-04,155.8623
2021-01-05,155.948
2021-01-06,156.171
2021-01-07,156.2019
2021-01-08,156.1882
2021-01-09,156.1882
2021-01-10,156.1882
2021-01-11,156.2053
2021-01-12,156.2774
2021-01-13,156.1847
2021-01-14,156.5964
2021-01-15,156.4352
2021-01-16,156.4352
2021-01-17,156.4352
2021-01-18,156.4352
2021-01-19,156.3065
2021-01-20,156.3906
2021-01-21,156.2842
2021-01-22,156.3117
2021-01-23,156.3117
2021-01-24,156.3117
2021-01-25,156.3254
2021-01-26,156.5298
2021-01-27,156.2853
2021-01-28,156.4196
2021-01-29,156.318
2021-01-30,156.318
2021-01-31,156.318
2021-02-01,156.3404
2021-02-02,156.4954
2021-02-03,156.5643
2021-02-04,156.6779
2021-02-05,156.7227
2021-02-06,156.7227
2021-02-07,156.7227
2021-02-08,156.8501
2021-02-09,156.7778
2021-02-10,156.7055
2021-02-11,156.6745
2021-02-12,156.6538
2021-02-13,156.6538
2021-02-14,156.6538
2021-02-15,156.6538
2021-02-16,156.7364
2021-02-17,156.7433
2021-02-18,156.6056
2021-02-19,156.6503
2021-02-20,156.6503
2021-02-21,156.6503
2021-02-22,156.6572
2021-02-23,156.6331
2021-02-24,156.7433
2021-02-25,156.6572
2021-02-26,156.7055
2021-02-27,156.7055
2021-02-28,156.7055
2021-03-01,156.8518
2021-03-02,156.8044
2021-03-03,156.7351
2021-03-04,156.7131
2021-03-05,156.8011
2021-03-06,156.8011
2021-03-07,156.8011
2021-03-08,156.8044
2021-03-09,156.6894
2021-03-10,156.8958
2021-03-11,156.8958
2021-03-12,156.9263
2021-03-13,156.9263
2021-03-14,156.9263
2021-03-15,156.9331
2021-03-16,156.8671
2021-03-17,156.8958
2021-03-18,156.8214
2021-03-19,157.0989
2021-03-20,157.0989
2021-03-21,157.0989
2021-03-22,157.1192
2021-03-23,156.9094
2021-03-24,156.9263
2021-03-25,157.1023
2021-03-26,157.2241
2021-03-27,157.2241
2021-03-28,157.2241
2021-03-29,157.1327
2021-03-30,157.2952
2021-03-31,71.2476
2021-04-01,71.2524
2021-04-02,71.2524
2021-04-03,71.2524
2021-04-04,71.2524
2021-04-05,71.2699
2021-04-06,71.254
2021-04-07,71.2794
2021-04-08,71.2826
2021-04-09,71.2581
2021-04-10,71.2581
2021-04-11,71.2581
2021-04-12,71.2909
2021-04-13,71.241
2021-04-14,71.2706
2021-04-15,71.2909
2021-04-16,71.2955
2021-04-17,71.2955
2021-04-18,71.2955
2021-04-19,71.3189
2021-04-20,71.2823
2021-04-21,71.3189
2021-04-22,71.3033
2021-04-23,71.3267
2021-04-24,71.3267
2021-04-25,71.3267
2021-04-26,71.3579
2021-04-27,71.3703
2021-04-28,71.488
2021-04-29,71.6097
2021-04-30,71.5857
2021-05-01,71.5857
2021-05-02,71.5857
2021-05-03,71.5919
2021-05-04,71.5593
2021-05-05,71.5934
2021-05-06,71.6105
2021-05-07,71.6647
2021-05-08,71.6647
2021-05-09,71.6647
2021-05-10,71.6508
2021-05-11,71.6136
2021-05-12,71.5345
2021-05-13,71.6368
2021-05-14,71.6647
2021-05-15,71.6647
2021-05-16,71.6647
2021-05-17,71.6717
2021-05-18,71.6578
2021-05-19,71.657
2021-05-20,71.6508
2021-05-21,71.6833
2021-05-22,71.6833
2021-05-23,71.6833
2021-05-24,71.6895
2021-05-25,71.6399
2021-05-26,71.7531
2021-05-27,71.812
2021-05-28,71.8089
2021-05-29,71.8089
2021-05-30,71.8089
2021-05-31,71.8089
2021-06-01,71.8694
2021-06-02,71.8678
2021-06-03,71.8477
2021-06-04,71.8539
2021-06-05,71.8539
2021-06-06,71.8539
2021-06-07,71.9097
2021-06-08,71.9329
2021-06-09,71.9376
2021-06-10,71.9112
2021-06-11,71.9856
2021-06-12,71.9856
2021-06-13,71.9856
2021-06-14,71.9469
2021-06-15,72.0244
2021-06-16,72.0771
2021-06-17,71.9748
2021-06-18,71.8198
2021-06-19,71.8198
2021-06-20,71.8198
2021-06-21,71.967
2021-06-22,71.9066
2021-06-23,71.9205
2021-06-24,71.9562
2021-06-25,71.9469
2021-06-26,71.9469
2021-06-27,71.9469
2021-06-28,71.9438
2021-06-29,71.9422
2021-06-30,66.7019
2021-07-01,66.7224
2021-07-02,66.7136
2021-07-03,66.7136
2021-07-04,66.7136
2021-07-05,66.7136
2021-07-06,66.6186
2021-07-07,66.6552
2021-07-08,66.6522
2021-07-09,66.7736
2021-07-10,66.7736
2021-07-11,66.7736
2021-07-12,66.8291
2021-07-13,66.8014
2021-07-14,66.8174
2021-07-15,66.8204
2021-07-16,66.7911
2021-07-17,66.7911
2021-07-18,66.7911
2021-07-19,66.7166
2021-07-20,66.8116
2021-07-21,66.8861
2021-07-22,66.8262
2021-07-23,66.8394
2021-07-24,66.8394
2021-07-25,66.8394
2021-07-26,66.8759
2021-07-27,66.8744
2021-07-28,66.592
2021-07-29,66.6426
2021-07-30,66.6685
2021-07-31,66.6685
2021-08-01,66.6685
2021-08-02,66.7068
2021-08-03,66.7109
2021-08-04,66.6631
2021-08-05,66.7191
2021-08-06,66.8203
2021-08-07,66.8203
2021-08-08,66.8203
2021-08-09,66.8148
2021-08-10,66.8408
2021-08-11,66.8736
2021-08-12,66.8585
2021-08-13,66.8654
2021-08-14,66.8654
2021-08-15,66.8654
2021-08-16,66.8667
2021-08-17,66.8886
2021-08-18,66.8804
2021-08-19,66.8544
2021-08-20,66.8968
2021-08-21,66.8968
2021-08-22,66.8968
2021-08-23,66.8859
2021-08-24,66.8995
2021-08-25,66.961
2021-08-26,66.9515
2021-08-27,67.0307
2021-08-28,67.0307
2021-08-29,67.0307
2021-08-30,66.9966
2021-08-31,67.0485
2021-09-01,67.0417
2021-09-02,67.0048
2021-09-03,67.0253
2021-09-04,67.0253
2021-09-05,67.0253
2021-09-06,67.0253
2021-09-07,67.0294
2021-09-08,67.0417
2021-09-09,67.0458
2021-09-10,67.0266
2021-09-11,67.0266
2021-09-12,67.0266
2021-09-13,67.0854
2021-09-14,67.0212
2021-09-15,67.0704
2021-09-16,67.0854
2021-09-17,67.0868
2021-09-18,67.0868
2021-09-19,67.0868
2021-09-20,66.9624
2021-09-21,66.9296
2021-09-22,66.9036
2021-09-23,66.9241
2021-09-24,66.9501
2021-09-25,66.9501
2021-09-26,66.9501
2021-09-27,67.0403
2021-09-28,66.931
2021-09-29,66.5059
2021-09-30,67.9146
2021-10-01,67.8284
2021-10-02,67.8284
2021-10-03,67.8284
2021-10-04,67.7945
2021-10-05,67.7662
2021-10-06,67.7521
2021-10-07,67.8722
2021-10-08,67.8679
2021-10-09,67.8679
2021-10-10,67.8679
2021-10-11,67.9343
2021-10-12,67.9612
2021-10-13,67.9103
2021-10-14,67.9654
2021-10-15,67.9499
2021-10-16,67.9499
2021-10-17,67.9499
2021-10-18,67.9767
2021-10-19,67.9414
2021-10-20,67.9824
2021-10-21,67.94
2021-10-22,67.9499
2021-10-23,67.9499
2021-10-24,67.9499
2021-10-25,67.9343
2021-10-26,67.8962
2021-10-27,67.7319
2021-10-28,67.7672
2021-10-29,67.7997
2021-10-30,67.7997
2021-10-31,67.7997
2021-11-01,67.8784
2021-11-02,67.7699
2021-11-03,67.7658
2021-11-04,67.7509
2021-11-05,67.8011
2021-11-06,67.8011
2021-11-07,67.8011
2021-11-08,67.8839
2021-11-09,67.854
2021-11-10,67.8432
2021-11-11,67.9029
2021-11-12,67.9056
2021-11-13,67.9056
2021-11-14,67.9056
2021-11-15,67.8798
2021-11-16,67.8337
2021-11-17,67.8554
2021-11-18,67.8309
2021-11-19,67.8215
2021-11-20,67.8215
2021-11-21,67.8215
2021-11-22,67.8622
2021-11-23,67.9069
2021-11-24,67.9205
2021-11-25,67.9205
2021-11-26,67.8337
2021-11-27,67.8337
2021-11-28,67.8337
2021-11-29,67.8147
2021-11-30,67.8038
2021-12-01,67.7889
2021-12-02,67.8499
2021-12-03,67.8282
2021-12-04,67.8282
2021-12-05,67.8282
2021-12-06,67.9218
2021-12-07,67.9924
2021-12-08,67.9463
2021-12-09,67.9327
2021-12-10,67.9503
2021-12-11,67.9503
2021-12-12,67.9503
2021-12-13,67.9802
2021-12-14,68.0467
2021-12-15,68.0562
2021-12-16,68.0358
2021-12-17,68.0168
2021-12-18,68.0168
2021-12-19,68.0168
2021-12-20,67.8418
2021-12-21,67.9992
2021-12-22,68.029
2021-12-23,68.0657
2021-12-24,68.0657
2021-12-25,68.0657
2021-12-26,68.0657
2021-12-27,68.0507
2021-12-28,68.0507
2021-12-29,68.0127
2021-12-30,68.0032
2021-12-31,83.1633
2022-01-01,83.1633
2022-01-02,83.1633
2022-01-03,83.2071
2022-01-04,83.2813
2022-01-05,83.2442
2022-01-06,83.2695
2022-01-07,83.3386
2022-01-08,83.3386
2022-01-09,83.3386
2022-01-10,83.2273
2022-01-11,83.2779
2022-01-12,83.2779
2022-01-13,83.2914
2022-01-14,83.2813
2022-01-15,83.2813
2022-01-16,83.2813
2022-01-17,83.2813
2022-01-18,83.2054
2022-01-19,82.9761
2022-01-20,82.9289
2022-01-21,82.7806
2022-01-22,82.7806
2022-01-23,82.7806
2022-01-24,82.6878
2022-01-25,82.5691
2022-01-26,82.1898
2022-01-27,82.2663
2022-01-28,82.2389
2022-01-29,82.2389
2022-01-30,82.2389
2022-01-31,82.3935
2022-02-01,82.3984
2022-02-02,82.4096
2022-02-03,82.4161
2022-02-04,82.4564
2022-02-05,82.4564
2022-02-06,82.4564
2022-02-07,82.495
2022-02-08,82.5675
2022-02-09,82.6255
2022-02-10,82.6287
2022-02-11,82.5643
2022-02-12,82.5643
2022-02-13,82.5643
2022-02-14,82.5611
2022-02-15,82.6271
2022-02-16,82.6464
2022-02-17,82.516
2022-02-18,82.5562
2022-02-19,82.5562
2022-02-20,82.5562
2022-02-21,82.5562
2022-02-22,82.5047
2022-02-23,82.4048
2022-02-24,82.4177
2022-02-25,82.4836
2022-02-26,82.4836
2022-02-27,82.4836
2022-02-28,82.3881
2022-03-01,82.3006
2022-03-02,82.3786
2022-03-03,82.3181
2022-03-04,82.2099
2022-03-05,82.2099
2022-03-06,82.2099
2022-03-07,82.1447
2022-03-08,82.1256
2022-03-09,82.2401
2022-03-10,82.2386
2022-03-11,82.2322
2022-03-12,82.2322
2022-03-13,82.2322
2022-03-14,82.2067
2022-03-15,82.2433
2022-03-16,82.3468
2022-03-17,82.3484
2022-03-18,82.3722
2022-03-19,82.3722
2022-03-20,82.3722
2022-03-21,82.3229
2022-03-22,82.3356
2022-03-23,82.2561
2022-03-24,82.3022
2022-03-25,82.3293
2022-03-26,82.3293
2022-03-27,82.3293
2022-03-28,82.2958
2022-03-29,82.4216
2022-03-30,82.3293
2022-03-31,95.1708
2022-04-01,95.1727
2022-04-02,95.1727
2022-04-03,95.1727
2022-04-04,95.0895
2022-04-05,95.1765
2022-04-06,95.1103
2022-04-07,95.0668
2022-04-08,95.0895
2022-04-09,95.0895
2022-04-10,95.0895
2022-04-11,94.974
2022-04-12,95.0327
2022-04-13,95.0857
2022-04-14,95.0951
2022-04-15,95.0951
2022-04-16,95.0951
2022-04-17,95.0951
2022-04-18,95.203
2022-04-19,95.2863
2022-04-20,95.1443
2022-04-21,95.0349
2022-04-22,94.9724
2022-04-23,94.9724
2022-04-24,94.9724
2022-04-25,95.103
2022-04-26,95.0
2022-04-27,94.9595
2022-04-28,94.9779
2022-04-29,94.8694
2022-04-30,94.8694
2022-05-01,94.8694
2022-05-02,94.8749
2022-05-03,94.9485
2022-05-04,95.1048
2022-05-05,94.9834
2022-05-06,94.9301
2022-05-07,94.9301
2022-05-08,94.9301
2022-05-09,94.8657
2022-05-10,94.8032
2022-05-11,94.7314
2022-05-12,94.6928
2022-05-13,94.77
2022-05-14,94.77
2022-05-15,94.77
2022-05-16,94.816
2022-05-17,94.943
2022-05-18,94.8179
2022-05-19,94.8105
2022-05-20,94.8032
2022-05-21,94.8032
2022-05-22,94.8032
2022-05-23,94.7756
2022-05-24,94.6707
2022-05-25,94.7425
2022-05-26,94.8381
2022-05-27,94.919
2022-05-28,94.919
2022-05-29,94.919
2022-05-30,94.919
2022-05-31,94.8896
2022-06-01,94.8216
2022-06-02,94.8307
2022-06-03,94.7682
2022-06-04,94.7682
2022-06-05,94.7682
2022-06-06,94.8013
2022-06-07,94.851
2022-06-08,94.7388
2022-06-09,94.6634
2022-06-10,94.5236
2022-06-11,94.5236
2022-06-12,94.5236
2022-06-13,94.3819
2022-06-14,94.4555
2022-06-15,94.4573
2022-06-16,94.2697
2022-06-17,94.3727
2022-06-18,94.3727
2022-06-19,94.3727
2022-06-20,94.3727
2022-06-21,94.4132
2022-06-22,94.4353
2022-06-23,94.4702
2022-06-24,94.5953
2022-06-25,94.5953
2022-06-26,94.5953
2022-06-27,94.5971
2022-06-28,94.5364
2022-06-29,94.5383
2022-06-30,90.5549
2022-07-01,90.615
2022-07-02,90.615
2022-07-03,90.615
2022-07-04,90.615
2022-07-05,90.6661
2022-07-06,90.6442
2022-07-07,90.6843
2022-07-08,90.6916
2022-07-09,90.6916
2022-07-10,90.6916
2022-07-11,90.6898
2022-07-12,90.6479
2022-07-13,90.7062
2022-07-14,90.6679
2022-07-15,90.7244
2022-07-16,90.7244
2022-07-17,90.7244
2022-07-18,90.7372
2022-07-19,90.874
2022-07-20,90.8794
2022-07-21,90.874
2022-07-22,90.8685
2022-07-23,90.8685
2022-07-24,90.8685
2022-07-25,90.8667
2022-07-26,90.801
2022-07-27,90.9445
2022-07-28,90.8465
2022-07-29,90.885
2022-07-30,90.885
2022-07-31,90.885
2022-08-01,90.9095
2022-08-02,90.787
2022-08-03,90.8238
2022-08-04,90.8255
2022-08-05,90.7713
2022-08-06,90.7713
2022-08-07,90.7713
2022-08-08,90.8465
2022-08-09,90.815
2022-08-10,90.8955
2022-08-11,90.9235
2022-08-12,90.955
2022-08-13,90.955
2022-08-14,90.955
2022-08-15,90.948
2022-08-16,91.0162
2022-08-17,90.9655
2022-08-18,91.0127
2022-08-19,90.9322
2022-08-20,90.9322
2022-08-21,90.9322
2022-08-22,90.8693
2022-08-23,90.8518
2022-08-24,90.8588
2022-08-25,90.9235
2022-08-26,90.8343
2022-08-27,90.8343
2022-08-28,90.8343
2022-08-29,90.6541
2022-08-30,90.6716
2022-08-31,90.6961
2022-09-01,90.6296
2022-09-02,90.5754
2022-09-03,90.5754
2022-09-04,90.5754
2022-09-05,90.5754
2022-09-06,90.4931
2022-09-07,90.5964
2022-09-08,90.6296
2022-09-09,90.5456
2022-09-10,90.5456
2022-09-11,90.5456
2022-09-12,90.5474
2022-09-13,90.3619
2022-09-14,90.3934
2022-09-15,90.5019
2022-09-16,90.4809
2022-09-17,90.4809
2022-09-18,90.4809
2022-09-19,90.5159
2022-09-20,90.4232
2022-09-21,90.4634
2022-09-22,90.3987
2022-09-23,90.3112
2022-09-24,90.3112
2022-09-25,90.3112
2022-09-26,90.2955
2022-09-27,90.3129
2022-09-28,90.4389
2022-09-29,90.4512
2022-09-30,97.2309
2022-10-01,97.2309
2022-10-02,97.2309
2022-10-03,97.2113
2022-10-04,97.3975
2022-10-05,97.3838
2022-10-06,97.4132
2022-10-07,97.2838
2022-10-08,97.2838
2022-10-09,97.2838
2022-10-10,97.2466
2022-10-11,97.2917
2022-10-12,97.2956
2022-10-13,97.3779
2022-10-14,97.2505
2022-10-15,97.2505
2022-10-16,97.2505
2022-10-17,97.3289
2022-10-18,97.3446
2022-10-19,97.2976
2022-10-20,97.2936
2022-10-21,97.3701
2022-10-22,97.3701
2022-10-23,97.3701
2022-10-24,97.3897
2022-10-25,97.4818
2022-10-26,97.0589
2022-10-27,97.0832
2022-10-28,97.1788
2022-10-29,97.1788
2022-10-30,97.1788
2022-10-31,97.1881
2022-11-01,97.1862
2022-11-02,97.0926
2022-11-03,97.102
2022-11-04,97.1469
2022-11-05,97.1469
2022-11-06,97.1469
2022-11-07,97.2387
2022-11-08,97.2087
2022-11-09,97.1825
2022-11-10,97.3324
2022-11-11,97.3492
2022-11-12,97.3492
2022-11-13,97.3492
2022-11-14,97.3455
2022-11-15,97.3829
2022-11-16,97.3174
2022-11-17,97.2574
2022-11-18,97.2518
2022-11-19,97.2518
2022-11-20,97.2518
2022-11-21,97.3548
2022-11-22,97.3736
2022-11-23,97.3773
2022-11-24,97.3773
2022-11-25,97.4204
2022-11-26,97.4204
2022-11-27,97.4204
2022-11-28,97.3867
2022-11-29,97.4372
2022-11-30,97.456
2022-12-01,97.5365
2022-12-02,97.5328
2022-12-03,97.5328
2022-12-04,97.5328
2022-12-05,97.4859
2022-12-06,97.471
2022-12-07,97.4803
2022-12-08,97.4466
2022-12-09,97.4091
2022-12-10,97.4091
2022-12-11,97.4091
2022-12-12,97.4953
2022-12-13,97.4897
2022-12-14,97.5047
2022-12-15,97.4953
2022-12-16,97.4597
2022-12-17,97.4597
2022-12-18,97.4597
2022-12-19,97.3979
2022-12-20,97.4447
2022-12-21,97.4859
2022-12-22,97.4035
2022-12-23,97.4354
2022-12-24,97.4354
2022-12-25,97.4354
2022-12-26,97.4354
2022-12-27,97.4504
2022-12-28,97.4017
2022-12-29,97.4616
2022-12-30,81.5342
2022-12-31,81.5342
2023-01-01,81.5342
2023-01-02,81.5342
2023-01-03,81.5473
2023-01-04,81.5996
2023-01-05,81.5473
2023-01-06,81.6258
2023-01-07,81.6258
2023-01-08,81.6258
2023-01-09,81.6062
2023-01-10,81.6324
2023-01-11,81.6814
2023-01-12,81.7027
2023-01-13,81.724
2023-01-14,81.724
2023-01-15,81.724
2023-01-16,81.724
2023-01-17,81.6962
2023-01-18,81.6831
2023-01-19,81.6749
2023-01-20,81.7076
2023-01-21,81.7076
2023-01-22,81.7076
2023-01-23,81.7371
2023-01-24,81.6863
2023-01-25,81.7396
2023-01-26,81.865
2023-01-27,81.7568
2023-01-28,81.7568
2023-01-29,81.7568
2023-01-30,81.7521
2023-01-31,81.818
2023-02-01,81.8415
2023-02-02,81.7725
2023-02-03,81.8101
2023-02-04,81.8101
2023-02-05,81.8101
2023-02-06,81.8101
2023-02-07,81.8462
2023-02-08,81.8007
2023-02-09,81.7913
2023-02-10,81.7819
2023-02-11,81.7819
2023-02-12,81.7819
2023-02-13,81.7976
2023-02-14,81.7756
2023-02-15,81.7835
2023-02-16,81.7709
2023-02-17,81.7505
2023-02-18,81.7505
2023-02-19,81.7505
2023-02-20,81.7505
2023-02-21,81.7019
2023-02-22,81.7004
2023-02-23,81.7066
2023-02-24,81.6693
2023-02-25,81.6693
2023-02-26,81.6693
2023-02-27,81.646
2023-02-28,81.6507
2023-03-01,81.6475
2023-03-02,81.6258
2023-03-03,81.6615
2023-03-04,81.6615
2023-03-05,81.6615
2023-03-06,81.6522
2023-03-07,81.5962
2023-03-08,81.5947
2023-03-09,81.5216
2023-03-10,81.4205
2023-03-11,81.4205
2023-03-12,81.4205
2023-03-13,81.2836
2023-03-14,81.3536
2023-03-15,81.2805
2023-03-16,81.2929
