,BIIB US Equity
2020-09-17,6.2566
2020-09-18,6.2375
2020-09-19,6.2375
2020-09-20,6.2375
2020-09-21,6.1049
2020-09-22,6.2006
2020-09-23,6.1886
2020-09-24,6.1422
2020-09-25,6.2117
2020-09-26,6.2117
2020-09-27,6.2117
2020-09-28,6.3996
2020-09-29,6.4063
2020-09-30,7.23
2020-10-01,7.2749
2020-10-02,7.0864
2020-10-03,7.0864
2020-10-04,7.0864
2020-10-05,7.2419
2020-10-06,7.1698
2020-10-07,7.2792
2020-10-08,7.307
2020-10-09,7.298
2020-10-10,7.298
2020-10-11,7.298
2020-10-12,7.4154
2020-10-13,7.415
2020-10-14,7.357
2020-10-15,7.1575
2020-10-16,7.1427
2020-10-17,7.1427
2020-10-18,7.1427
2020-10-19,6.8755
2020-10-20,6.8363
2020-10-21,6.6998
2020-10-22,6.6511
2020-10-23,6.6095
2020-10-24,6.6095
2020-10-25,6.6095
2020-10-26,6.419
2020-10-27,6.3853
2020-10-28,6.1302
2020-10-29,6.1583
2020-10-30,6.3106
2020-10-31,6.3106
2020-11-01,6.3106
2020-11-02,6.2395
2020-11-03,6.1937
2020-11-04,8.704
2020-11-05,8.0862
2020-11-06,8.0862
2020-11-07,8.0862
2020-11-08,8.0862
2020-11-09,5.9453
2020-11-10,5.9471
2020-11-11,6.1248
2020-11-12,6.0675
2020-11-13,6.2302
2020-11-14,6.2302
2020-11-15,6.2302
2020-11-16,6.285
2020-11-17,6.2353
2020-11-18,6.0543
2020-11-19,6.1244
2020-11-20,6.1276
2020-11-21,6.1276
2020-11-22,6.1276
2020-11-23,6.1098
2020-11-24,6.0897
2020-11-25,6.0721
2020-11-26,6.0721
2020-11-27,6.1191
2020-11-28,6.1191
2020-11-29,6.1191
2020-11-30,6.0356
2020-12-01,6.1047
2020-12-02,6.1916
2020-12-03,6.1262
2020-12-04,6.1674
2020-12-05,6.1674
2020-12-06,6.1674
2020-12-07,6.1167
2020-12-08,6.1803
2020-12-09,6.1415
2020-12-10,6.1006
2020-12-11,6.0647
2020-12-12,6.0647
2020-12-13,6.0647
2020-12-14,6.153
2020-12-15,6.2335
2020-12-16,6.221
2020-12-17,6.2684
2020-12-18,6.254
2020-12-19,6.254
2020-12-20,6.254
2020-12-21,6.224
2020-12-22,6.2136
2020-12-23,6.2905
2020-12-24,6.2372
2020-12-25,6.2372
2020-12-26,6.2372
2020-12-27,6.2372
2020-12-28,6.1276
2020-12-29,6.1117
2020-12-30,6.1144
2020-12-31,9.2731
2021-01-01,9.2731
2021-01-02,9.2731
2021-01-03,9.2731
2021-01-04,9.2085
2021-01-05,9.3248
2021-01-06,9.3708
2021-01-07,9.4618
2021-01-08,9.5328
2021-01-09,9.5328
2021-01-10,9.5328
2021-01-11,10.0394
2021-01-12,10.035
2021-01-13,10.0107
2021-01-14,10.4713
2021-01-15,10.3208
2021-01-16,10.3208
2021-01-17,10.3208
2021-01-18,10.3208
2021-01-19,10.2532
2021-01-20,10.1328
2021-01-21,10.1274
2021-01-22,10.1044
2021-01-23,10.1044
2021-01-24,10.1044
2021-01-25,10.3107
2021-01-26,10.1798
2021-01-27,9.9593
2021-01-28,10.0513
2021-01-29,10.5498
2021-01-30,10.5498
2021-01-31,10.5498
2021-02-01,10.4094
2021-02-02,10.3844
2021-02-03,9.895
2021-02-04,9.9442
2021-02-05,9.8672
2021-02-06,9.8672
2021-02-07,9.8672
2021-02-08,9.9957
2021-02-09,10.0085
2021-02-10,10.199
2021-02-11,10.3265
2021-02-12,10.3004
2021-02-13,10.3004
2021-02-14,10.3004
2021-02-15,10.3004
2021-02-16,10.3436
2021-02-17,10.2549
2021-02-18,10.2291
2021-02-19,10.3111
2021-02-20,10.3111
2021-02-21,10.3111
2021-02-22,10.5214
2021-02-23,10.3356
2021-02-24,10.4581
2021-02-25,10.2746
2021-02-26,10.128
2021-02-27,10.128
2021-02-28,10.128
2021-03-01,10.14
2021-03-02,10.0265
2021-03-03,9.9177
2021-03-04,9.8163
2021-03-05,10.0553
2021-03-06,10.0553
2021-03-07,10.0553
2021-03-08,10.0319
2021-03-09,9.9141
2021-03-10,9.7842
2021-03-11,9.9459
2021-03-12,9.902
2021-03-13,9.902
2021-03-14,9.902
2021-03-15,9.7011
2021-03-16,9.6941
2021-03-17,9.8357
2021-03-18,9.7728
2021-03-19,9.9335
2021-03-20,9.9335
2021-03-21,9.9335
2021-03-22,10.1099
2021-03-23,9.9382
2021-03-24,9.8873
2021-03-25,10.1645
2021-03-26,10.2535
2021-03-27,10.2535
2021-03-28,10.2535
2021-03-29,10.2351
2021-03-30,10.2328
2021-03-31,12.6572
2021-04-01,12.6144
2021-04-02,12.6144
2021-04-03,12.6144
2021-04-04,12.6144
2021-04-05,12.5803
2021-04-06,12.3286
2021-04-07,12.1748
2021-04-08,12.0806
2021-04-09,12.052
2021-04-10,12.052
2021-04-11,12.052
2021-04-12,11.8337
2021-04-13,11.9715
2021-04-14,11.9553
2021-04-15,12.1443
2021-04-16,12.139
2021-04-17,12.139
2021-04-18,12.139
2021-04-19,12.0878
2021-04-20,12.2564
2021-04-21,12.1203
2021-04-22,11.6793
2021-04-23,11.8268
2021-04-24,11.8268
2021-04-25,11.8268
2021-04-26,12.1044
2021-04-27,12.0203
2021-04-28,12.0288
2021-04-29,11.9366
2021-04-30,12.0179
2021-05-01,12.0179
2021-05-02,12.0179
2021-05-03,12.3422
2021-05-04,12.1678
2021-05-05,12.1902
2021-05-06,12.2122
2021-05-07,12.2906
2021-05-08,12.2906
2021-05-09,12.2906
2021-05-10,12.3544
2021-05-11,12.4674
2021-05-12,12.2898
2021-05-13,12.6023
2021-05-14,12.5414
2021-05-15,12.5414
2021-05-16,12.5414
2021-05-17,12.5491
2021-05-18,12.5739
2021-05-19,12.604
2021-05-20,12.7999
2021-05-21,12.6625
2021-05-22,12.6625
2021-05-23,12.6625
2021-05-24,12.4865
2021-05-25,12.2666
2021-05-26,12.0386
2021-05-27,12.0195
2021-05-28,12.024
2021-05-29,12.024
2021-05-30,12.024
2021-05-31,12.024
2021-06-01,12.0106
2021-06-02,12.1
2021-06-03,12.23
2021-06-04,12.7824
2021-06-05,12.7824
2021-06-06,12.7824
2021-06-07,17.2415
2021-06-08,17.222
2021-06-09,17.6922
2021-06-10,18.008
2021-06-11,17.2736
2021-06-12,17.2736
2021-06-13,17.2736
2021-06-14,17.6597
2021-06-15,17.2508
2021-06-16,17.057
2021-06-17,16.7403
2021-06-18,16.9403
2021-06-19,16.9403
2021-06-20,16.9403
2021-06-21,16.6343
2021-06-22,16.3697
2021-06-23,16.2681
2021-06-24,15.3438
2021-06-25,15.2938
2021-06-26,15.2938
2021-06-27,15.2938
2021-06-28,14.9825
2021-06-29,15.204
2021-06-30,25.3962
2021-07-01,25.5763
2021-07-02,25.5627
2021-07-03,25.5627
2021-07-04,25.5627
2021-07-05,25.5627
2021-07-06,25.3024
2021-07-07,26.0119
2021-07-08,26.9443
2021-07-09,26.2042
2021-07-10,26.2042
2021-07-11,26.2042
2021-07-12,25.5844
2021-07-13,25.7801
2021-07-14,25.7897
2021-07-15,24.1655
2021-07-16,23.9249
2021-07-17,23.9249
2021-07-18,23.9249
2021-07-19,23.8936
2021-07-20,23.7801
2021-07-21,23.8121
2021-07-22,23.819
2021-07-23,23.7544
2021-07-24,23.7544
2021-07-25,23.7544
2021-07-26,24.1937
2021-07-27,24.3303
2021-07-28,24.3451
2021-07-29,24.0081
2021-07-30,23.8439
2021-07-31,23.8439
2021-08-01,23.8439
2021-08-02,24.1782
2021-08-03,24.6021
2021-08-04,24.6088
2021-08-05,24.5072
2021-08-06,24.7366
2021-08-07,24.7366
2021-08-08,24.7366
2021-08-09,24.7501
2021-08-10,24.5496
2021-08-11,24.6727
2021-08-12,24.7823
2021-08-13,24.888
2021-08-14,24.888
2021-08-15,24.888
2021-08-16,24.9721
2021-08-17,25.3952
2021-08-18,24.8624
2021-08-19,24.6438
2021-08-20,24.8537
2021-08-21,24.8537
2021-08-22,24.8537
2021-08-23,25.1692
2021-08-24,25.369
2021-08-25,24.9216
2021-08-26,24.8873
2021-08-27,24.9512
2021-08-28,24.9512
2021-08-29,24.9512
2021-08-30,25.0339
2021-08-31,24.6633
2021-09-01,24.6182
2021-09-02,24.4386
2021-09-03,24.3061
2021-09-04,24.3061
2021-09-05,24.3061
2021-09-06,24.3061
2021-09-07,23.8782
2021-09-08,23.4954
2021-09-09,22.0558
2021-09-10,22.033
2021-09-11,22.033
2021-09-12,22.033
2021-09-13,22.1762
2021-09-14,21.7733
2021-09-15,21.9926
2021-09-16,22.0249
2021-09-17,22.0585
2021-09-18,22.0585
2021-09-19,22.0585
2021-09-20,21.9442
2021-09-21,21.7457
2021-09-22,21.3273
2021-09-23,21.5883
2021-09-24,21.4881
2021-09-25,21.4881
2021-09-26,21.4881
2021-09-27,21.1456
2021-09-28,21.0172
2021-09-29,21.0743
2021-09-30,24.0888
2021-10-01,24.1624
2021-10-02,24.1624
2021-10-03,24.1624
2021-10-04,23.7268
2021-10-05,23.8911
2021-10-06,24.1322
2021-10-07,24.4592
2021-10-08,24.3089
2021-10-09,24.3089
2021-10-10,24.3089
2021-10-11,24.2903
2021-10-12,24.2283
2021-10-13,24.1399
2021-10-14,24.2647
2021-10-15,23.9493
2021-10-16,23.9493
2021-10-17,23.9493
2021-10-18,23.0611
2021-10-19,22.9371
2021-10-20,22.5194
2021-10-21,22.7975
2021-10-22,22.3842
2021-10-23,22.3842
2021-10-24,22.3842
2021-10-25,22.7769
2021-10-26,22.867
2021-10-27,22.0138
2021-10-28,22.3896
2021-10-29,22.5278
2021-10-30,22.5278
2021-10-31,22.5278
2021-11-01,22.9419
2021-11-02,22.9732
2021-11-03,23.514
2021-11-04,23.5766
2021-11-05,23.4445
2021-11-06,23.4445
2021-11-07,23.4445
2021-11-08,22.9877
2021-11-09,22.7837
2021-11-10,22.5469
2021-11-11,22.5194
2021-11-12,22.8143
2021-11-13,22.8143
2021-11-14,22.8143
2021-11-15,22.9205
2021-11-16,22.136
2021-11-17,21.8938
2021-11-18,21.7724
2021-11-19,21.8029
2021-11-20,21.8029
2021-11-21,21.8029
2021-11-22,21.4225
2021-11-23,21.5707
2021-11-24,21.2636
2021-11-25,21.2636
2021-11-26,20.7114
2021-11-27,20.7114
2021-11-28,20.7114
2021-11-29,20.1927
2021-11-30,20.1644
2021-12-01,19.6878
2021-12-02,19.6129
2021-12-03,19.2615
2021-12-04,19.2615
2021-12-05,19.2615
2021-12-06,19.276
2021-12-07,19.4838
2021-12-08,20.0865
2021-12-09,19.9116
2021-12-10,19.9261
2021-12-11,19.9261
2021-12-12,19.9261
2021-12-13,20.0697
2021-12-14,19.784
2021-12-15,20.1751
2021-12-16,20.1476
2021-12-17,20.2935
2021-12-18,20.2935
2021-12-19,20.2935
2021-12-20,20.2576
2021-12-21,20.0812
2021-12-22,20.0682
2021-12-23,20.1392
2021-12-24,20.1392
2021-12-25,20.1392
2021-12-26,20.1392
2021-12-27,20.046
2021-12-28,20.1835
2021-12-29,21.8885
2021-12-30,20.4898
2021-12-31,13.484
2022-01-01,13.484
2022-01-02,13.484
2022-01-03,13.7023
2022-01-04,13.5776
2022-01-05,13.4504
2022-01-06,13.3486
2022-01-07,13.1055
2022-01-08,13.1055
2022-01-09,13.1055
2022-01-10,13.2457
2022-01-11,13.5668
2022-01-12,12.7301
2022-01-13,13.316
2022-01-14,13.452
2022-01-15,13.452
2022-01-16,13.452
2022-01-17,13.452
2022-01-18,13.1681
2022-01-19,13.013
2022-01-20,12.7596
2022-01-21,12.4809
2022-01-22,12.4809
2022-01-23,12.4809
2022-01-24,12.6965
2022-01-25,12.5734
2022-01-26,12.4333
2022-01-27,12.3992
2022-01-28,12.7234
2022-01-29,12.7234
2022-01-30,12.7234
2022-01-31,12.7642
2022-02-01,12.9385
2022-02-02,12.7105
2022-02-03,12.4682
2022-02-04,12.5386
2022-02-05,12.5386
2022-02-06,12.5386
2022-02-07,12.5267
2022-02-08,12.583
2022-02-09,12.8117
2022-02-10,12.4615
2022-02-11,12.1795
2022-02-12,12.1795
2022-02-13,12.1795
2022-02-14,12.1552
2022-02-15,12.3233
2022-02-16,12.1774
2022-02-17,11.9731
2022-02-18,11.9312
2022-02-19,11.9312
2022-02-20,11.9312
2022-02-21,11.9312
2022-02-22,11.9322
2022-02-23,11.8945
2022-02-24,11.5861
2022-02-25,11.8065
2022-02-26,11.8065
2022-02-27,11.8065
2022-02-28,11.9943
2022-03-01,11.9596
2022-03-02,11.8277
2022-03-03,12.0057
2022-03-04,11.9136
2022-03-05,11.9136
2022-03-06,11.9136
2022-03-07,11.7237
2022-03-08,11.5287
2022-03-09,11.5421
2022-03-10,11.3543
2022-03-11,11.3042
2022-03-12,11.3042
2022-03-13,11.3042
2022-03-14,11.1024
2022-03-15,11.2881
2022-03-16,11.6213
2022-03-17,11.6999
2022-03-18,11.8681
2022-03-19,11.8681
2022-03-20,11.8681
2022-03-21,11.777
2022-03-22,11.9896
2022-03-23,11.9224
2022-03-24,12.0978
2022-03-25,11.9922
2022-03-26,11.9922
2022-03-27,11.9922
2022-03-28,12.029
2022-03-29,12.1981
2022-03-30,11.9953
2022-03-31,13.6278
2022-04-01,13.6308
2022-04-02,13.6308
2022-04-03,13.6308
2022-04-04,13.6895
2022-04-05,13.4505
2022-04-06,13.575
2022-04-07,13.6895
2022-04-08,13.874
2022-04-09,13.874
2022-04-10,13.874
2022-04-11,13.629
2022-04-12,13.4772
2022-04-13,13.8283
2022-04-14,13.7435
2022-04-15,13.7435
2022-04-16,13.7435
2022-04-17,13.7435
2022-04-18,13.7429
2022-04-19,14.3646
2022-04-20,14.2109
2022-04-21,14.0905
2022-04-22,13.5917
2022-04-23,13.5917
2022-04-24,13.5917
2022-04-25,13.8616
2022-04-26,13.4137
2022-04-27,13.4107
2022-04-28,13.6166
2022-04-29,13.4561
2022-04-30,13.4561
2022-05-01,13.4561
2022-05-02,13.449
2022-05-03,13.2948
2022-05-04,13.5549
2022-05-05,13.0276
2022-05-06,12.5801
2022-05-07,12.5801
2022-05-08,12.5801
2022-05-09,12.2213
2022-05-10,12.6623
2022-05-11,12.4299
2022-05-12,12.6221
2022-05-13,12.9052
2022-05-14,12.9052
2022-05-15,12.9052
2022-05-16,12.8621
2022-05-17,13.1292
2022-05-18,12.7042
2022-05-19,12.5494
2022-05-20,12.9371
2022-05-21,12.9371
2022-05-22,12.9371
2022-05-23,12.9224
2022-05-24,13.108
2022-05-25,13.0973
2022-05-26,13.2073
2022-05-27,13.3243
2022-05-28,13.3243
2022-05-29,13.3243
2022-05-30,13.3243
2022-05-31,12.9578
2022-06-01,12.9578
2022-06-02,12.8697
2022-06-03,12.9945
2022-06-04,12.9945
2022-06-05,12.9945
2022-06-06,12.787
2022-06-07,13.0217
2022-06-08,13.3557
2022-06-09,13.0891
2022-06-10,12.81
2022-06-11,12.81
2022-06-12,12.81
2022-06-13,12.4944
2022-06-14,12.6138
2022-06-15,12.7959
2022-06-16,12.4571
2022-06-17,13.0607
2022-06-18,13.0607
2022-06-19,13.0607
2022-06-20,13.0607
2022-06-21,13.3651
2022-06-22,13.3716
2022-06-23,13.6305
2022-06-24,13.663
2022-06-25,13.663
2022-06-26,13.663
2022-06-27,13.76
2022-06-28,13.1062
2022-06-29,13.267
2022-06-30,11.1233
2022-07-01,11.4692
2022-07-02,11.4692
2022-07-03,11.4692
2022-07-04,11.4692
2022-07-05,11.57
2022-07-06,11.7458
2022-07-07,11.8481
2022-07-08,11.8916
2022-07-09,11.8916
2022-07-10,11.8916
2022-07-11,11.7085
2022-07-12,11.7251
2022-07-13,11.6708
2022-07-14,11.6573
2022-07-15,11.799
2022-07-16,11.799
2022-07-17,11.799
2022-07-18,11.661
2022-07-19,11.967
2022-07-20,11.2087
2022-07-21,11.5453
2022-07-22,11.1452
2022-07-23,11.1452
2022-07-24,11.1452
2022-07-25,11.2128
2022-07-26,11.3809
2022-07-27,11.4869
2022-07-28,11.5525
2022-07-29,11.5965
2022-07-30,11.5965
2022-07-31,11.5965
2022-08-01,11.2994
2022-08-02,11.2938
2022-08-03,11.5217
2022-08-04,11.7113
2022-08-05,11.7574
2022-08-06,11.7574
2022-08-07,11.7574
2022-08-08,11.7246
2022-08-09,11.7261
2022-08-10,11.9029
2022-08-11,11.7584
2022-08-12,11.9003
2022-08-13,11.9003
2022-08-14,11.9003
2022-08-15,11.9715
2022-08-16,11.8312
2022-08-17,11.7256
2022-08-18,11.6621
2022-08-19,11.5468
2022-08-20,11.5468
2022-08-21,11.5468
2022-08-22,11.2195
2022-08-23,10.969
2022-08-24,10.9162
2022-08-25,11.0725
2022-08-26,10.7528
2022-08-27,10.7528
2022-08-28,10.7528
2022-08-29,10.677
2022-08-30,10.6242
2022-08-31,10.5884
2022-09-01,10.8143
2022-09-02,10.6217
2022-09-03,10.6217
2022-09-04,10.6217
2022-09-05,10.6217
2022-09-06,10.553
2022-09-07,10.8594
2022-09-08,11.2338
2022-09-09,11.4316
2022-09-10,11.4316
2022-09-11,11.4316
2022-09-12,11.4849
2022-09-13,11.0253
2022-09-14,11.0356
2022-09-15,11.1693
2022-09-16,11.2482
2022-09-17,11.2482
2022-09-18,11.2482
2022-09-19,11.2994
2022-09-20,11.0402
2022-09-21,10.7912
2022-09-22,10.8568
2022-09-23,10.7113
2022-09-24,10.7113
2022-09-25,10.7113
2022-09-26,10.6073
2022-09-27,10.7118
2022-09-28,14.7496
2022-09-29,14.118
2022-09-30,11.8072
2022-10-01,11.8072
2022-10-02,11.8072
2022-10-03,11.6904
2022-10-04,11.8267
2022-10-05,11.5775
2022-10-06,11.6021
2022-10-07,11.4131
2022-10-08,11.4131
2022-10-09,11.4131
2022-10-10,11.2785
2022-10-11,11.2478
2022-10-12,11.2305
2022-10-13,11.9344
2022-10-14,11.7047
2022-10-15,11.7047
2022-10-16,11.7047
2022-10-17,11.9176
2022-10-18,11.9491
2022-10-19,11.6969
2022-10-20,11.619
2022-10-21,11.8338
2022-10-22,11.8338
2022-10-23,11.8338
2022-10-24,12.1369
2022-10-25,12.0004
2022-10-26,12.2954
2022-10-27,12.1855
2022-10-28,12.4611
2022-10-29,12.4611
2022-10-30,12.4611
2022-10-31,12.4246
2022-11-01,12.2786
2022-11-02,12.2069
2022-11-03,12.2876
2022-11-04,12.3551
2022-11-05,12.3551
2022-11-06,12.3551
2022-11-07,12.4753
2022-11-08,12.5414
2022-11-09,12.3761
2022-11-10,12.7363
2022-11-11,12.6827
2022-11-12,12.6827
2022-11-13,12.6827
2022-11-14,13.0953
2022-11-15,13.1262
2022-11-16,13.1361
2022-11-17,13.2237
2022-11-18,13.2597
2022-11-19,13.2597
2022-11-20,13.2597
2022-11-21,13.2056
2022-11-22,13.4242
2022-11-23,13.2838
2022-11-24,13.2838
2022-11-25,13.3568
2022-11-26,13.3568
2022-11-27,13.3568
2022-11-28,12.7879
2022-11-29,12.7668
2022-11-30,13.3576
2022-12-01,13.2151
2022-12-02,13.0884
2022-12-03,13.0884
2022-12-04,13.0884
2022-12-05,12.8244
2022-12-06,12.7694
2022-12-07,12.7986
2022-12-08,12.6676
2022-12-09,12.5075
2022-12-10,12.5075
2022-12-11,12.5075
2022-12-12,12.7316
2022-12-13,12.7595
2022-12-14,12.6655
2022-12-15,12.4246
2022-12-16,12.4907
2022-12-17,12.4907
2022-12-18,12.4907
2022-12-19,12.465
2022-12-20,12.5994
2022-12-21,12.5715
2022-12-22,12.3031
2022-12-23,12.2408
2022-12-24,12.2408
2022-12-25,12.2408
2022-12-26,12.2408
2022-12-27,12.0523
2022-12-28,12.021
2022-12-29,12.1052
2022-12-30,11.7637
2022-12-31,11.7637
2023-01-01,11.7637
2023-01-02,11.7637
2023-01-03,11.5864
2023-01-04,11.5111
2023-01-05,11.5434
2023-01-06,11.86
2023-01-07,11.86
2023-01-08,11.86
2023-01-09,11.6728
2023-01-10,11.9514
2023-01-11,12.099
2023-01-12,12.225
2023-01-13,12.2234
2023-01-14,12.2234
2023-01-15,12.2234
2023-01-16,12.2234
2023-01-17,12.2875
2023-01-18,12.0345
2023-01-19,11.8964
2023-01-20,12.1295
2023-01-21,12.1295
2023-01-22,12.1295
2023-01-23,12.3842
2023-01-24,12.3821
2023-01-25,12.4011
2023-01-26,12.3838
2023-01-27,12.3077
2023-01-28,12.3077
2023-01-29,12.3077
2023-01-30,12.1366
2023-01-31,12.3416
2023-02-01,12.3705
2023-02-02,12.2019
2023-02-03,12.0411
2023-02-04,12.0411
2023-02-05,12.0411
2023-02-06,12.2333
2023-02-07,12.3635
2023-02-08,12.1163
2023-02-09,12.1804
2023-02-10,12.1515
2023-02-11,12.1515
2023-02-12,12.1515
2023-02-13,12.3234
2023-02-14,12.2664
2023-02-15,11.8876
2023-02-16,11.5787
2023-02-17,11.8628
2023-02-18,11.8628
2023-02-19,11.8628
2023-02-20,11.8628
2023-02-21,11.5952
2023-02-22,11.621
2023-02-23,11.5961
2023-02-24,11.516
2023-02-25,11.516
2023-02-26,11.516
2023-02-27,11.482
2023-02-28,11.5094
2023-03-01,11.6069
2023-03-02,11.4633
2023-03-03,11.5264
2023-03-04,11.5264
2023-03-05,11.5264
2023-03-06,11.5256
2023-03-07,11.3028
2023-03-08,11.2257
2023-03-09,11.0585
2023-03-10,10.9578
2023-03-11,10.9578
2023-03-12,10.9578
2023-03-13,11.0403
2023-03-14,11.1979
2023-03-15,11.1987
2023-03-16,11.3182
2023-03-17,11.2315
2023-03-18,11.2315
2023-03-19,11.2315
