,SKYW US Equity
2020-07-24,11.2363
2020-07-25,11.2363
2020-07-26,11.2363
2020-07-27,11.2762
2020-07-28,11.3817
2020-07-29,11.3247
2020-07-30,11.2662
2020-07-31,10.9696
2020-08-01,10.9696
2020-08-02,10.9696
2020-08-03,11.0723
2020-08-04,11.145
2020-08-05,11.2905
2020-08-06,11.3404
2020-08-07,11.4451
2020-08-08,11.4451
2020-08-09,11.4451
2020-08-10,11.7363
2020-08-11,11.8277
2020-08-12,11.6764
2020-08-13,11.5936
2020-08-14,11.722
2020-08-15,11.722
2020-08-16,11.722
2020-08-17,11.6078
2020-08-18,11.5707
2020-08-19,11.6492
2020-08-20,11.6036
2020-08-21,11.4994
2020-08-22,11.4994
2020-08-23,11.4994
2020-08-24,11.9461
2020-08-25,11.9076
2020-08-26,11.8134
2020-08-27,12.096
2020-08-28,12.1959
2020-08-29,12.1959
2020-08-30,12.1959
2020-08-31,12.0204
2020-09-01,12.0132
2020-09-02,12.136
2020-09-03,12.126
2020-09-04,12.2759
2020-09-05,12.2759
2020-09-06,12.2759
2020-09-07,12.2759
2020-09-08,12.2787
2020-09-09,12.0575
2020-09-10,12.0132
2020-09-11,12.1645
2020-09-12,12.1645
2020-09-13,12.1645
2020-09-14,12.1503
2020-09-15,12.1531
2020-09-16,12.2445
2020-09-17,12.1431
2020-09-18,12.0346
2020-09-19,12.0346
2020-09-20,12.0346
2020-09-21,11.7192
2020-09-22,11.655
2020-09-23,11.4251
2020-09-24,11.378
2020-09-25,11.4408
2020-09-26,11.4408
2020-09-27,11.4408
2020-09-28,11.6721
2020-09-29,11.4737
2020-09-30,14.5164
2020-10-01,14.6783
2020-10-02,14.8492
2020-10-03,14.8492
2020-10-04,14.8492
2020-10-05,14.8222
2020-10-06,14.6549
2020-10-07,14.8024
2020-10-08,14.8114
2020-10-09,14.8636
2020-10-10,14.8636
2020-10-11,14.8636
2020-10-12,14.7395
2020-10-13,14.6028
2020-10-14,14.6585
2020-10-15,14.6513
2020-10-16,14.6298
2020-10-17,14.6298
2020-10-18,14.6298
2020-10-19,14.6585
2020-10-20,14.7305
2020-10-21,14.6262
2020-10-22,15.0615
2020-10-23,15.2144
2020-10-24,15.2144
2020-10-25,15.2144
2020-10-26,14.815
2020-10-27,14.4912
2020-10-28,14.1459
2020-10-29,14.3905
2020-10-30,14.3671
2020-10-31,14.3671
2020-11-01,14.3671
2020-11-02,14.3186
2020-11-03,14.4436
2020-11-04,14.3186
2020-11-05,14.769
2020-11-06,14.7259
2020-11-07,14.7259
2020-11-08,14.7259
2020-11-09,15.6749
2020-11-10,15.6893
2020-11-11,15.3244
2020-11-12,15.0908
2020-11-13,15.5437
2020-11-14,15.5437
2020-11-15,15.5437
2020-11-16,15.7846
2020-11-17,15.9122
2020-11-18,16.0739
2020-11-19,16.1836
2020-11-20,15.9643
2020-11-21,15.9643
2020-11-22,15.9643
2020-11-23,16.2429
2020-11-24,16.8216
2020-11-25,16.8863
2020-11-26,16.8863
2020-11-27,16.9259
2020-11-28,16.9259
2020-11-29,16.9259
2020-11-30,16.8612
2020-12-01,16.9295
2020-12-02,17.1362
2020-12-03,17.2494
2020-12-04,17.2278
2020-12-05,17.2278
2020-12-06,17.2278
2020-12-07,16.9906
2020-12-08,16.9906
2020-12-09,17.0265
2020-12-10,17.1559
2020-12-11,16.8684
2020-12-12,16.8684
2020-12-13,16.8684
2020-12-14,16.854
2020-12-15,17.0823
2020-12-16,16.9178
2020-12-17,16.8468
2020-12-18,16.5197
2020-12-19,16.5197
2020-12-20,16.5197
2020-12-21,16.304
2020-12-22,16.2627
2020-12-23,16.4442
2020-12-24,16.4082
2020-12-25,16.4082
2020-12-26,16.4082
2020-12-27,16.4082
2020-12-28,16.4388
2020-12-29,16.3202
2020-12-30,16.4262
2020-12-31,37.3701
2021-01-01,37.3701
2021-01-02,37.3701
2021-01-03,37.3701
2021-01-04,36.4227
2021-01-05,36.7905
2021-01-06,37.7618
2021-01-07,37.8058
2021-01-08,37.6899
2021-01-09,37.6899
2021-01-10,37.6899
2021-01-11,37.462
2021-01-12,37.9657
2021-01-13,38.1016
2021-01-14,38.6253
2021-01-15,37.9537
2021-01-16,37.9537
2021-01-17,37.9537
2021-01-18,37.9537
2021-01-19,38.1776
2021-01-20,38.4374
2021-01-21,38.0297
2021-01-22,38.2375
2021-01-23,38.2375
2021-01-24,38.2375
2021-01-25,37.7458
2021-01-26,37.3381
2021-01-27,37.0183
2021-01-28,37.6419
2021-01-29,36.8424
2021-01-30,36.8424
2021-01-31,36.8424
2021-02-01,37.0463
2021-02-02,37.1143
2021-02-03,37.9257
2021-02-04,38.989
2021-02-05,38.4614
2021-02-06,38.4614
2021-02-07,38.4614
2021-02-08,39.4527
2021-02-09,39.2489
2021-02-10,39.3448
2021-02-11,39.1929
2021-02-12,39.3968
2021-02-13,39.3968
2021-02-14,39.3968
2021-02-15,39.3968
2021-02-16,40.4121
2021-02-17,41.4834
2021-02-18,41.9391
2021-02-19,42.7346
2021-02-20,42.7346
2021-02-21,42.7346
2021-02-22,43.662
2021-02-23,45.2943
2021-02-24,45.0856
2021-02-25,43.6487
2021-02-26,43.8815
2021-02-27,43.8815
2021-02-28,43.8815
2021-03-01,43.9819
2021-03-02,43.6327
2021-03-03,43.8735
2021-03-04,43.3437
2021-03-05,43.4641
2021-03-06,43.4641
2021-03-07,43.4641
2021-03-08,44.6642
2021-03-09,44.5679
2021-03-10,44.323
2021-03-11,44.4113
2021-03-12,45.3385
2021-03-13,45.3385
2021-03-14,45.3385
2021-03-15,45.6837
2021-03-16,44.4916
2021-03-17,44.9291
2021-03-18,44.7661
2021-03-19,44.5054
2021-03-20,44.5054
2021-03-21,44.5054
2021-03-22,43.6472
2021-03-23,42.7609
2021-03-24,42.0631
2021-03-25,42.8411
2021-03-26,43.4066
2021-03-27,43.4066
2021-03-28,43.4066
2021-03-29,42.7288
2021-03-30,43.555
2021-03-31,38.0341
2021-04-01,38.2473
2021-04-02,38.2473
2021-04-03,38.2473
2021-04-04,38.2473
2021-04-05,38.2509
2021-04-06,38.5582
2021-04-07,37.8714
2021-04-08,37.7016
2021-04-09,37.8606
2021-04-10,37.8606
2021-04-11,37.8606
2021-04-12,37.51
2021-04-13,37.4883
2021-04-14,37.5028
2021-04-15,37.3401
2021-04-16,37.1486
2021-04-17,37.1486
2021-04-18,37.1486
2021-04-19,36.7112
2021-04-20,35.898
2021-04-21,36.7185
2021-04-22,36.5052
2021-04-23,37.004
2021-04-24,37.004
2021-04-25,37.004
2021-04-26,37.1522
2021-04-27,37.0185
2021-04-28,36.7944
2021-04-29,36.7582
2021-04-30,36.292
2021-05-01,36.292
2021-05-02,36.292
2021-05-03,36.4112
2021-05-04,35.7137
2021-05-05,36.0607
2021-05-06,36.1475
2021-05-07,36.2668
2021-05-08,36.2668
2021-05-09,36.2668
2021-05-10,35.9557
2021-05-11,35.6555
2021-05-12,35.0623
2021-05-13,35.6483
2021-05-14,36.2849
2021-05-15,36.2849
2021-05-16,36.2849
2021-05-17,36.3355
2021-05-18,36.1402
2021-05-19,36.0643
2021-05-20,35.7134
2021-05-21,35.9521
2021-05-22,35.9521
2021-05-23,35.9521
2021-05-24,35.793
2021-05-25,35.7025
2021-05-26,35.9376
2021-05-27,36.2704
2021-05-28,36.0787
2021-05-29,36.0787
2021-05-30,36.0787
2021-05-31,36.0787
2021-06-01,36.7769
2021-06-02,36.3536
2021-06-03,36.104
2021-06-04,35.7134
2021-06-05,35.7134
2021-06-06,35.7134
2021-06-07,35.7568
2021-06-08,36.1945
2021-06-09,35.9557
2021-06-10,35.4855
2021-06-11,35.9015
2021-06-12,35.9015
2021-06-13,35.9015
2021-06-14,35.5651
2021-06-15,35.4276
2021-06-16,35.3842
2021-06-17,35.0731
2021-06-18,34.8235
2021-06-19,34.8235
2021-06-20,34.8235
2021-06-21,35.2214
2021-06-22,35.0767
2021-06-23,34.9537
2021-06-24,35.1057
2021-06-25,34.6029
2021-06-26,34.6029
2021-06-27,34.6029
2021-06-28,34.0747
2021-06-29,33.8071
2021-06-30,17.4342
2021-07-01,17.7684
2021-07-02,17.5222
2021-07-03,17.5222
2021-07-04,17.5222
2021-07-05,17.5222
2021-07-06,17.3072
2021-07-07,17.231
2021-07-08,17.0767
2021-07-09,17.3737
2021-07-10,17.3737
2021-07-11,17.3737
2021-07-12,17.3541
2021-07-13,17.1099
2021-07-14,17.1236
2021-07-15,17.1568
2021-07-16,16.7171
2021-07-17,16.7171
2021-07-18,16.7171
2021-07-19,16.2834
2021-07-20,16.8012
2021-07-21,16.9809
2021-07-22,16.7992
2021-07-23,16.7152
2021-07-24,16.7152
2021-07-25,16.7152
2021-07-26,16.9672
2021-07-27,16.8617
2021-07-28,17.0005
2021-07-29,17.1411
2021-07-30,16.9301
2021-07-31,16.9301
2021-08-01,16.9301
2021-08-02,16.8402
2021-08-03,16.8031
2021-08-04,16.6917
2021-08-05,16.9946
2021-08-06,17.0552
2021-08-07,17.0552
2021-08-08,17.0552
2021-08-09,16.8656
2021-08-10,17.174
2021-08-11,17.3715
2021-08-12,17.2659
2021-08-13,17.2053
2021-08-14,17.2053
2021-08-15,17.2053
2021-08-16,17.2796
2021-08-17,17.1975
2021-08-18,17.0802
2021-08-19,16.7556
2021-08-20,16.8612
2021-08-21,16.8612
2021-08-22,16.8612
2021-08-23,17.1291
2021-08-24,17.6101
2021-08-25,18.3941
2021-08-26,18.2143
2021-08-27,18.4958
2021-08-28,18.4958
2021-08-29,18.4958
2021-08-30,18.0441
2021-08-31,18.14
2021-09-01,18.0226
2021-09-02,18.0852
2021-09-03,17.9386
2021-09-04,17.9386
2021-09-05,17.9386
2021-09-06,17.9386
2021-09-07,17.9992
2021-09-08,17.7372
2021-09-09,17.876
2021-09-10,17.4849
2021-09-11,17.4849
2021-09-12,17.4849
2021-09-13,17.9796
2021-09-14,17.8369
2021-09-15,17.8662
2021-09-16,17.9933
2021-09-17,18.1419
2021-09-18,18.1419
2021-09-19,18.1419
2021-09-20,18.1556
2021-09-21,17.8662
2021-09-22,18.2319
2021-09-23,18.5916
2021-09-24,18.8087
2021-09-25,18.8087
2021-09-26,18.8087
2021-09-27,19.0316
2021-09-28,18.8263
2021-09-29,18.9006
2021-09-30,20.8882
2021-10-01,21.4684
2021-10-02,21.4684
2021-10-03,21.4684
2021-10-04,21.4684
2021-10-05,21.5102
2021-10-06,21.4135
2021-10-07,21.2398
2021-10-08,21.3519
2021-10-09,21.3519
2021-10-10,21.3519
2021-10-11,21.2398
2021-10-12,21.308
2021-10-13,20.9783
2021-10-14,21.0618
2021-10-15,20.9057
2021-10-16,20.9057
2021-10-17,20.9057
2021-10-18,20.7563
2021-10-19,20.5717
2021-10-20,20.3585
2021-10-21,20.5233
2021-10-22,20.2947
2021-10-23,20.2947
2021-10-24,20.2947
2021-10-25,20.3585
2021-10-26,20.3211
2021-10-27,20.0332
2021-10-28,20.1584
2021-10-29,19.5013
2021-10-30,19.5013
2021-10-31,19.5013
2021-11-01,19.6463
2021-11-02,19.7562
2021-11-03,20.0002
2021-11-04,19.9277
2021-11-05,20.8904
2021-11-06,20.8904
2021-11-07,20.8904
2021-11-08,21.1146
2021-11-09,21.0157
2021-11-10,20.9146
2021-11-11,20.8596
2021-11-12,20.5695
2021-11-13,20.5695
2021-11-14,20.5695
2021-11-15,20.5541
2021-11-16,20.231
2021-11-17,20.1497
2021-11-18,20.0024
2021-11-19,19.6376
2021-11-20,19.6376
2021-11-21,19.6376
2021-11-22,19.8156
2021-11-23,19.8354
2021-11-24,19.765
2021-11-25,19.765
2021-11-26,19.0683
2021-11-27,19.0683
2021-11-28,19.0683
2021-11-29,19.0375
2021-11-30,18.6529
2021-12-01,18.2858
2021-12-02,18.8155
2021-12-03,18.5847
2021-12-04,18.5847
2021-12-05,18.5847
2021-12-06,19.198
2021-12-07,19.1342
2021-12-08,19.3276
2021-12-09,19.11
2021-12-10,19.0309
2021-12-11,19.0309
2021-12-12,19.0309
2021-12-13,18.6748
2021-12-14,18.7232
2021-12-15,18.4111
2021-12-16,18.2287
2021-12-17,18.4155
2021-12-18,18.4155
2021-12-19,18.4155
2021-12-20,18.321
2021-12-21,18.9584
2021-12-22,18.9232
2021-12-23,19.11
2021-12-24,19.11
2021-12-25,19.11
2021-12-26,19.11
2021-12-27,19.0199
2021-12-28,18.9914
2021-12-29,18.8529
2021-12-30,18.7034
2021-12-31,15.376
2022-01-01,15.376
2022-01-02,15.376
2022-01-03,15.5963
2022-01-04,15.8148
2022-01-05,15.6223
2022-01-06,15.6362
2022-01-07,15.7108
2022-01-08,15.7108
2022-01-09,15.7108
2022-01-10,15.6709
2022-01-11,15.7524
2022-01-12,15.5338
2022-01-13,15.7957
2022-01-14,15.7801
2022-01-15,15.7801
2022-01-16,15.7801
2022-01-17,15.7801
2022-01-18,15.657
2022-01-19,15.546
2022-01-20,15.4332
2022-01-21,15.1817
2022-01-22,15.1817
2022-01-23,15.1817
2022-01-24,15.2147
2022-01-25,15.2181
2022-01-26,15.1314
2022-01-27,15.0603
2022-01-28,14.9874
2022-01-29,14.9874
2022-01-30,14.9874
2022-01-31,15.1765
2022-02-01,15.3534
2022-02-02,15.2841
2022-02-03,15.1436
2022-02-04,13.6709
2022-02-05,13.6709
2022-02-06,13.6709
2022-02-07,14.0022
2022-02-08,14.2416
2022-02-09,14.3058
2022-02-10,14.2589
2022-02-11,14.1115
2022-02-12,14.1115
2022-02-13,14.1115
2022-02-14,14.0143
2022-02-15,14.2086
2022-02-16,14.1687
2022-02-17,13.9008
2022-02-18,13.786
2022-02-19,13.786
2022-02-20,13.786
2022-02-21,13.786
2022-02-22,13.6346
2022-02-23,13.4033
2022-02-24,13.5338
2022-02-25,13.6016
2022-02-26,13.6016
2022-02-27,13.6016
2022-02-28,13.4485
2022-03-01,13.1024
2022-03-02,13.325
2022-03-03,13.2207
2022-03-04,13.0033
2022-03-05,13.0033
2022-03-06,13.0033
2022-03-07,12.5528
2022-03-08,12.9824
2022-03-09,13.1076
2022-03-10,12.9528
2022-03-11,12.965
2022-03-12,12.965
2022-03-13,12.965
2022-03-14,12.9285
2022-03-15,13.078
2022-03-16,13.3946
2022-03-17,13.4677
2022-03-18,13.4416
2022-03-19,13.4416
2022-03-20,13.4416
2022-03-21,13.3703
2022-03-22,13.4729
2022-03-23,13.3633
2022-03-24,13.4366
2022-03-25,13.4609
2022-03-26,13.4609
2022-03-27,13.4609
2022-03-28,13.5009
2022-03-29,13.5966
2022-03-30,13.5461
2022-03-31,15.3641
2022-04-01,15.4142
2022-04-02,15.4142
2022-04-03,15.4142
2022-04-04,15.366
2022-04-05,15.3005
2022-04-06,15.2061
2022-04-07,15.2389
2022-04-08,15.1464
2022-04-09,15.1464
2022-04-10,15.1464
2022-04-11,15.2331
2022-04-12,15.3121
2022-04-13,15.4874
2022-04-14,15.4912
2022-04-15,15.4912
2022-04-16,15.4912
2022-04-17,15.4912
2022-04-18,15.4469
2022-04-19,15.6897
2022-04-20,15.7378
2022-04-21,16.0538
2022-04-22,15.8091
2022-04-23,15.8091
2022-04-24,15.8091
2022-04-25,15.786
2022-04-26,15.5259
2022-04-27,15.2871
2022-04-28,15.42
2022-04-29,15.4219
2022-04-30,15.4219
2022-05-01,15.4219
2022-05-02,15.3949
2022-05-03,15.3121
2022-05-04,15.3487
2022-05-05,15.1946
2022-05-06,14.9923
2022-05-07,14.9923
2022-05-08,14.9923
2022-05-09,14.7361
2022-05-10,14.8632
2022-05-11,14.8555
2022-05-12,14.7342
2022-05-13,14.8613
2022-05-14,14.8613
2022-05-15,14.8613
2022-05-16,14.7611
2022-05-17,15.0366
2022-05-18,14.8825
2022-05-19,14.8112
2022-05-20,14.6302
2022-05-21,14.6302
2022-05-22,14.6302
2022-05-23,14.6533
2022-05-24,14.3759
2022-05-25,14.4433
2022-05-26,14.6436
2022-05-27,14.921
2022-05-28,14.921
2022-05-29,14.921
2022-05-30,14.921
2022-05-31,15.0
2022-06-01,14.975
2022-06-02,14.9076
2022-06-03,14.8864
2022-06-04,14.8864
2022-06-05,14.8864
2022-06-06,14.9634
2022-06-07,15.0463
2022-06-08,14.871
2022-06-09,14.6379
2022-06-10,14.3431
2022-06-11,14.3431
2022-06-12,14.3431
2022-06-13,14.0368
2022-06-14,14.0195
2022-06-15,14.1023
2022-06-16,13.7286
2022-06-17,13.8712
2022-06-18,13.8712
2022-06-19,13.8712
2022-06-20,13.8712
2022-06-21,13.8269
2022-06-22,13.8923
2022-06-23,13.8557
2022-06-24,14.1254
2022-06-25,14.1254
2022-06-26,14.1254
2022-06-27,14.006
2022-06-28,13.9463
2022-06-29,13.8769
2022-06-30,15.3177
2022-07-01,15.4812
2022-07-02,15.4812
2022-07-03,15.4812
2022-07-04,15.4812
2022-07-05,15.4682
2022-07-06,15.3199
2022-07-07,15.3263
2022-07-08,15.307
2022-07-09,15.307
2022-07-10,15.307
2022-07-11,15.2188
2022-07-12,15.4166
2022-07-13,15.3973
2022-07-14,15.3392
2022-07-15,15.4059
2022-07-16,15.4059
2022-07-17,15.4059
2022-07-18,15.4231
2022-07-19,15.593
2022-07-20,15.6424
2022-07-21,15.4467
2022-07-22,15.3865
2022-07-23,15.3865
2022-07-24,15.3865
2022-07-25,15.4252
2022-07-26,15.3005
2022-07-27,15.5091
2022-07-28,15.5908
2022-07-29,15.9414
2022-07-30,15.9414
2022-07-31,15.9414
2022-08-01,15.9887
2022-08-02,15.9199
2022-08-03,16.1198
2022-08-04,16.0601
2022-08-05,15.9998
2022-08-06,15.9998
2022-08-07,15.9998
2022-08-08,16.0364
2022-08-09,15.6876
2022-08-10,15.8512
2022-08-11,15.8426
2022-08-12,15.9395
2022-08-13,15.9395
2022-08-14,15.9395
2022-08-15,16.0235
2022-08-16,16.0536
2022-08-17,15.7931
2022-08-18,15.7651
2022-08-19,15.5239
2022-08-20,15.5239
2022-08-21,15.5239
2022-08-22,15.356
2022-08-23,15.3387
2022-08-24,15.3581
2022-08-25,15.511
2022-08-26,15.4399
2022-08-27,15.4399
2022-08-28,15.4399
2022-08-29,15.3904
2022-08-30,15.4335
2022-08-31,15.3323
2022-09-01,15.3064
2022-09-02,15.2332
2022-09-03,15.2332
2022-09-04,15.2332
2022-09-05,15.2332
2022-09-06,15.1945
2022-09-07,15.3194
2022-09-08,15.0846
2022-09-09,15.0868
2022-09-10,15.0868
2022-09-11,15.0868
2022-09-12,15.16
2022-09-13,14.8693
2022-09-14,14.865
2022-09-15,14.753
2022-09-16,14.5808
2022-09-17,14.5808
2022-09-18,14.5808
2022-09-19,14.6195
2022-09-20,14.5614
2022-09-21,14.3956
2022-09-22,14.3611
2022-09-23,14.303
2022-09-24,14.303
2022-09-25,14.303
2022-09-26,14.1566
2022-09-27,14.2815
2022-09-28,14.3827
2022-09-29,14.2901
2022-09-30,13.0302
2022-10-01,13.0302
2022-10-02,13.0302
2022-10-03,13.0706
2022-10-04,13.2806
2022-10-05,13.2825
2022-10-06,13.3056
2022-10-07,13.2305
2022-10-08,13.2305
2022-10-09,13.2305
2022-10-10,13.2594
2022-10-11,13.2479
2022-10-12,13.2999
2022-10-13,13.3153
2022-10-14,13.3268
2022-10-15,13.3268
2022-10-16,13.3268
2022-10-17,13.3307
2022-10-18,13.4116
2022-10-19,13.2979
2022-10-20,13.2767
2022-10-21,13.3018
2022-10-22,13.3018
2022-10-23,13.3018
2022-10-24,13.3808
2022-10-25,13.4867
2022-10-26,13.4501
2022-10-27,13.5156
2022-10-28,13.3056
2022-10-29,13.3056
2022-10-30,13.3056
2022-10-31,13.3037
2022-11-01,13.3134
2022-11-02,13.219
2022-11-03,13.2132
2022-11-04,13.2775
2022-11-05,13.2775
2022-11-06,13.2775
2022-11-07,13.3218
2022-11-08,13.1754
2022-11-09,13.1484
2022-11-10,13.3507
2022-11-11,13.4008
2022-11-12,13.4008
2022-11-13,13.4008
2022-11-14,13.3507
2022-11-15,13.3507
2022-11-16,13.2717
2022-11-17,13.2428
2022-11-18,13.3449
2022-11-19,13.3449
2022-11-20,13.3449
2022-11-21,13.3179
2022-11-22,13.2601
2022-11-23,13.3179
2022-11-24,13.3179
2022-11-25,13.3796
2022-11-26,13.3796
2022-11-27,13.3796
2022-11-28,13.3488
2022-11-29,13.4297
2022-11-30,13.4528
2022-12-01,13.3796
2022-12-02,13.3892
2022-12-03,13.3892
2022-12-04,13.3892
2022-12-05,13.4297
2022-12-06,13.4586
2022-12-07,13.368
2022-12-08,13.3449
2022-12-09,13.3989
2022-12-10,13.3989
2022-12-11,13.3989
2022-12-12,13.4817
2022-12-13,13.4567
2022-12-14,13.5203
2022-12-15,13.3757
2022-12-16,13.106
2022-12-17,13.106
2022-12-18,13.106
2022-12-19,13.0251
2022-12-20,12.9461
2022-12-21,12.9172
2022-12-22,12.9075
2022-12-23,12.9037
2022-12-24,12.9037
2022-12-25,12.9037
2022-12-26,12.9037
2022-12-27,12.8439
2022-12-28,12.763
2022-12-29,12.9711
2022-12-30,17.192
2022-12-31,17.192
2023-01-01,17.192
2023-01-02,17.192
2023-01-03,17.1711
2023-01-04,17.4142
2023-01-05,17.4717
2023-01-06,17.6546
2023-01-07,17.6546
2023-01-08,17.6546
2023-01-09,17.733
2023-01-10,17.8453
2023-01-11,17.9211
2023-01-12,18.1041
2023-01-13,18.2086
2023-01-14,18.2086
2023-01-15,18.2086
2023-01-16,18.2086
2023-01-17,18.0387
2023-01-18,17.9682
2023-01-19,17.9786
2023-01-20,17.9969
2023-01-21,17.9969
2023-01-22,17.9969
2023-01-23,18.1171
2023-01-24,18.0492
2023-01-25,18.0675
2023-01-26,18.1041
2023-01-27,18.172
2023-01-28,18.172
2023-01-29,18.172
2023-01-30,18.091
2023-01-31,18.3027
2023-02-01,18.2112
2023-02-02,18.598
2023-02-03,17.7199
2023-02-04,17.7199
2023-02-05,17.7199
2023-02-06,17.7095
2023-02-07,17.7513
2023-02-08,17.8872
2023-02-09,17.8715
2023-02-10,17.8427
2023-02-11,17.8427
2023-02-12,17.8427
2023-02-13,17.9786
2023-02-14,18.2373
2023-02-15,18.2818
2023-02-16,18.1425
2023-02-17,18.2129
2023-02-18,18.2129
2023-02-19,18.2129
2023-02-20,18.2129
2023-02-21,17.9185
2023-02-22,17.9576
2023-02-23,18.1008
2023-02-24,18.0331
2023-02-25,18.0331
2023-02-26,18.0331
2023-02-27,17.8247
2023-02-28,17.8455
2023-03-01,17.9003
2023-03-02,18.2181
2023-03-03,18.304
2023-03-04,18.304
2023-03-05,18.304
2023-03-06,18.1269
2023-03-07,18.3431
2023-03-08,18.3952
2023-03-09,18.1503
2023-03-10,17.955
2023-03-11,17.955
2023-03-12,17.955
2023-03-13,17.8429
2023-03-14,18.0097
2023-03-15,17.6684
2023-03-16,17.684
2023-03-17,17.5381
2023-03-18,17.5381
2023-03-19,17.5381
