,TPB US Equity
2023-03-18,14.0619
2023-03-19,14.0619
2023-03-20,14.1278
2023-03-21,14.2121
2023-03-22,14.1425
2023-03-23,13.9264
2023-03-24,14.1388
2023-03-25,14.1388
2023-03-26,14.1388
2023-03-27,14.0619
2023-03-28,14.0839
2023-03-29,14.1022
2023-03-30,14.1095
2023-03-31,14.4324
2023-04-01,14.4324
2023-04-02,14.4324
2023-04-03,14.5186
2023-04-04,14.4355
2023-04-05,14.2542
2023-04-06,14.3638
2023-04-07,14.3638
2023-04-08,14.3638
2023-04-09,14.3638
2023-04-10,14.851
2023-04-11,14.8624
2023-04-12,14.7944
2023-04-13,14.8775
2023-04-14,15.0323
2023-04-15,15.0323
2023-04-16,15.0323
2023-04-17,15.4063
2023-04-18,15.5007
2023-04-19,15.3874
2023-04-20,15.2929
2023-04-21,15.3911
2023-04-22,15.3911
2023-04-23,15.3911
2023-04-24,15.4554
2023-04-25,15.3798
2023-04-26,15.3874
2023-04-27,15.3307
2023-04-28,15.4969
2023-04-29,15.4969
2023-04-30,15.4969
2023-05-01,15.444
2023-05-02,15.2552
2023-05-03,15.0658
2023-05-04,14.9525
2023-05-05,14.9147
2023-05-06,14.9147
2023-05-07,14.9147
2023-05-08,14.7334
2023-05-09,14.4842
2023-05-10,14.4275
2023-05-11,14.3633
2023-05-12,14.3331
2023-05-13,14.3331
2023-05-14,14.3331
2023-05-15,14.5257
2023-05-16,15.0054
2023-05-17,14.9147
2023-05-18,14.8883
2023-05-19,14.9789
2023-05-20,14.9789
2023-05-21,14.9789
2023-05-22,15.0054
2023-05-23,15.0394
2023-05-24,14.877
2023-05-25,14.5975
2023-05-26,14.6013
2023-05-27,14.6013
2023-05-28,14.6013
2023-05-29,14.6013
2023-05-30,14.4426
2023-05-31,14.42
2023-06-01,14.7523
2023-06-02,14.8619
2023-06-03,14.8619
2023-06-04,14.8619
2023-06-05,14.6843
2023-06-06,15.1225
2023-06-07,15.3604
2023-06-08,15.3377
2023-06-09,15.0092
2023-06-10,15.0092
2023-06-11,15.0092
2023-06-12,15.1867
2023-06-13,15.2358
2023-06-14,15.1262
2023-06-15,15.198
2023-06-16,15.0771
2023-06-17,15.0771
2023-06-18,15.0771
2023-06-19,15.0771
2023-06-20,15.1829
2023-06-21,15.4662
2023-06-22,15.334
2023-06-23,15.1829
2023-06-24,15.1829
2023-06-25,15.1829
2023-06-26,15.1451
2023-06-27,15.1791
2023-06-28,15.402
2023-06-29,15.5908
2023-06-30,14.5878
2023-07-01,14.5878
2023-07-02,14.5878
2023-07-03,14.5195
2023-07-04,14.5195
2023-07-05,14.5734
2023-07-06,14.4944
2023-07-07,14.5626
2023-07-08,14.5626
2023-07-09,14.5626
2023-07-10,14.4836
2023-07-11,14.9362
2023-07-12,14.8967
2023-07-13,14.9074
2023-07-14,14.6344
2023-07-15,14.6344
2023-07-16,14.6344
2023-07-17,14.7314
2023-07-18,14.7063
2023-07-19,14.8536
2023-07-20,14.9074
2023-07-21,14.8428
2023-07-22,14.8428
2023-07-23,14.8428
2023-07-24,14.7781
2023-07-25,14.5662
2023-07-26,14.6093
2023-07-27,14.4405
2023-07-28,14.4836
2023-07-29,14.4836
2023-07-30,14.4836
2023-07-31,14.5303
2023-08-01,14.4189
2023-08-02,14.9772
2023-08-03,15.0994
2023-08-04,15.0419
2023-08-05,15.0419
2023-08-06,15.0419
2023-08-07,15.2
2023-08-08,15.3186
2023-08-09,15.1641
2023-08-10,15.2
2023-08-11,15.1354
2023-08-12,15.1354
2023-08-13,15.1354
2023-08-14,14.9664
2023-08-15,14.9808
2023-08-16,14.9808
2023-08-17,15.0455
2023-08-18,14.8874
2023-08-19,14.8874
2023-08-20,14.8874
2023-08-21,14.7113
2023-08-22,14.7221
2023-08-23,14.8119
2023-08-24,14.7796
2023-08-25,14.7688
2023-08-26,14.7688
2023-08-27,14.7688
2023-08-28,14.8443
2023-08-29,14.8443
2023-08-30,14.9161
2023-08-31,14.8119
2023-09-01,14.8443
2023-09-02,14.8443
2023-09-03,14.8443
2023-09-04,14.8443
2023-09-05,14.7113
2023-09-06,14.4417
2023-09-07,14.3699
2023-09-08,14.3555
2023-09-09,14.3555
2023-09-10,14.3555
2023-09-11,14.528
2023-09-12,14.7688
2023-09-13,14.7724
2023-09-14,14.8982
2023-09-15,14.6071
2023-09-16,14.6071
2023-09-17,14.6071
2023-09-18,14.4489
2023-09-19,14.5028
2023-09-20,14.5819
2023-09-21,14.5064
2023-09-22,14.4381
2023-09-23,14.4381
2023-09-24,14.4381
2023-09-25,14.4346
2023-09-26,14.3124
2023-09-27,14.2656
2023-09-28,14.2944
2023-09-29,13.9659
2023-09-30,13.9659
2023-10-01,13.9659
2023-10-02,13.916
2023-10-03,13.7382
2023-10-04,13.8772
2023-10-05,13.8951
2023-10-06,13.863
2023-10-07,13.863
2023-10-08,13.863
2023-10-09,13.7953
2023-10-10,13.863
2023-10-11,13.7382
2023-10-12,13.3427
2023-10-13,13.2856
2023-10-14,13.2856
2023-10-15,13.2856
2023-10-16,13.4567
2023-10-17,13.5957
2023-10-18,13.7311
2023-10-19,13.7062
2023-10-20,13.3605
2023-10-21,13.3605
2023-10-22,13.3605
2023-10-23,13.3035
2023-10-24,13.3819
2023-10-25,13.1395
2023-10-26,13.1538
2023-10-27,12.8081
2023-10-28,12.8081
2023-10-29,12.8081
2023-10-30,12.9328
2023-10-31,12.8829
2023-11-01,12.8509
2023-11-02,13.079
2023-11-03,13.25
2023-11-04,13.25
2023-11-05,13.25
2023-11-06,13.1253
2023-11-07,13.3427
2023-11-08,13.6991
2023-11-09,13.5565
2023-11-10,13.364
2023-11-11,13.364
2023-11-12,13.364
2023-11-13,13.3854
2023-11-14,13.7669
2023-11-15,13.8881
2023-11-16,13.692
2023-11-17,13.8204
2023-11-18,13.8204
2023-11-19,13.8204
2023-11-20,14.0058
2023-11-21,13.8739
2023-11-22,13.8952
2023-11-23,13.8952
2023-11-24,13.963
2023-11-25,13.963
2023-11-26,13.963
2023-11-27,13.8632
2023-11-28,13.8739
2023-11-29,13.9131
2023-11-30,13.8774
2023-12-01,14.1234
2023-12-02,14.1234
2023-12-03,14.1234
2023-12-04,14.4122
2023-12-05,14.3801
2023-12-06,14.2589
2023-12-07,14.3873
2023-12-08,14.3837
2023-12-09,14.3837
2023-12-10,14.3837
2023-12-11,14.3837
2023-12-12,14.3873
2023-12-13,14.6761
2023-12-14,14.5869
2023-12-15,14.455
2023-12-16,14.455
2023-12-17,14.455
2023-12-18,14.4764
2023-12-19,14.701
2023-12-20,14.6725
2023-12-21,14.7937
2023-12-22,14.7902
2023-12-23,14.7902
2023-12-24,14.7902
2023-12-25,14.7902
2023-12-26,15.1324
2023-12-27,15.1324
2023-12-28,15.1324
2023-12-29,8.7734
2023-12-30,8.7734
2023-12-31,8.7734
2024-01-01,8.7734
2024-01-02,8.7201
2024-01-03,8.5943
2024-01-04,8.5815
2024-01-05,8.6434
2024-01-06,8.6434
2024-01-07,8.6434
2024-01-08,8.7755
2024-01-09,8.5368
2024-01-10,8.5623
2024-01-11,8.5602
2024-01-12,8.5261
2024-01-13,8.5261
2024-01-14,8.5261
2024-01-15,8.5261
2024-01-16,8.492
2024-01-17,8.4941
2024-01-18,8.4451
2024-01-19,8.3833
2024-01-20,8.3833
2024-01-21,8.3833
2024-01-22,8.5069
2024-01-23,8.4877
2024-01-24,8.4813
2024-01-25,8.5709
2024-01-26,8.5602
2024-01-27,8.5602
2024-01-28,8.5602
2024-01-29,8.6306
2024-01-30,8.6092
2024-01-31,8.3406
2024-02-01,8.4579
2024-02-02,8.3982
2024-02-03,8.3982
2024-02-04,8.3982
2024-02-05,8.1765
2024-02-06,8.1637
2024-02-07,8.0528
2024-02-08,8.0592
2024-02-09,8.0208
2024-02-10,8.0208
2024-02-11,8.0208
2024-02-12,8.1658
2024-02-13,7.8844
2024-02-14,7.9889
2024-02-15,8.0784
2024-02-16,8.0528
2024-02-17,8.0528
2024-02-18,8.0528
2024-02-19,8.0528
2024-02-20,8.0017
2024-02-21,8.04
2024-02-22,8.023
2024-02-23,7.9974
2024-02-24,7.9974
2024-02-25,7.9974
2024-02-26,7.991
2024-02-27,8.055
2024-02-28,8.4299
2024-02-29,8.56
2024-03-01,8.8203
2024-03-02,8.8203
2024-03-03,8.8203
2024-03-04,8.7926
2024-03-05,8.7328
2024-03-06,8.9227
2024-03-07,9.0145
2024-03-08,8.9931
2024-03-09,8.9931
2024-03-10,8.9931
2024-03-11,8.9633
2024-03-12,9.0209
2024-03-13,9.0998
2024-03-14,9.0614
2024-03-15,9.0614
2024-03-16,9.0614
2024-03-17,9.0614
2024-03-18,9.0977
2024-03-19,9.2449
2024-03-20,9.4092
2024-03-21,9.4049
2024-03-22,9.3345
2024-03-23,9.3345
2024-03-24,9.3345
2024-03-25,9.323
2024-03-26,9.3102
2024-03-27,9.4215
2024-03-28,9.4343
2024-03-29,9.4343
2024-03-30,9.4343
2024-03-31,9.4343
2024-04-01,9.3958
2024-04-02,9.2952
2024-04-03,9.216
2024-04-04,9.0512
2024-04-05,9.0404
2024-04-06,9.0404
2024-04-07,9.0404
2024-04-08,9.0854
