,PNW US Equity
2020-07-09,21.46
2020-07-10,21.7751
2020-07-11,21.7751
2020-07-12,21.7751
2020-07-13,21.877
2020-07-14,21.9883
2020-07-15,22.029
2020-07-16,22.1356
2020-07-17,22.4445
2020-07-18,22.4445
2020-07-19,22.4445
2020-07-20,22.1701
2020-07-21,22.1921
2020-07-22,22.515
2020-07-23,22.41
2020-07-24,22.2642
2020-07-25,22.2642
2020-07-26,22.2642
2020-07-27,22.0917
2020-07-28,22.2407
2020-07-29,22.3755
2020-07-30,22.4711
2020-07-31,22.5307
2020-08-01,22.5307
2020-08-02,22.5307
2020-08-03,22.3598
2020-08-04,22.2971
2020-08-05,22.0071
2020-08-06,22.1788
2020-08-07,22.3937
2020-08-08,22.3937
2020-08-09,22.3937
2020-08-10,22.4596
2020-08-11,22.1757
2020-08-12,22.1224
2020-08-13,21.8181
2020-08-14,21.7412
2020-08-15,21.7412
2020-08-16,21.7412
2020-08-17,21.4902
2020-08-18,21.3883
2020-08-19,21.4306
2020-08-20,21.2659
2020-08-21,21.1546
2020-08-22,21.1546
2020-08-23,21.1546
2020-08-24,21.2942
2020-08-25,21.1875
2020-08-26,20.9287
2020-08-27,20.993
2020-08-28,21.0322
2020-08-29,21.0322
2020-08-30,21.0322
2020-08-31,21.0118
2020-09-01,20.7279
2020-09-02,21.1012
2020-09-03,20.9522
2020-09-04,20.8628
2020-09-05,20.8628
2020-09-06,20.8628
2020-09-07,20.8628
2020-09-08,20.9852
2020-09-09,20.8989
2020-09-10,20.7044
2020-09-11,20.6275
2020-09-12,20.6275
2020-09-13,20.6275
2020-09-14,20.8142
2020-09-15,20.8032
2020-09-16,20.8471
2020-09-17,20.8252
2020-09-18,20.5538
2020-09-19,20.5538
2020-09-20,20.5538
2020-09-21,20.6134
2020-09-22,20.7734
2020-09-23,20.6322
2020-09-24,20.9193
2020-09-25,21.0777
2020-09-26,21.0777
2020-09-27,21.0777
2020-09-28,21.0965
2020-09-29,21.0275
2020-09-30,19.7022
2020-10-01,19.8148
2020-10-02,20.1864
2020-10-03,20.1864
2020-10-04,20.1864
2020-10-05,20.4469
2020-10-06,20.6634
2020-10-07,20.9312
2020-10-08,21.0175
2020-10-09,20.8741
2020-10-10,20.8741
2020-10-11,20.8741
2020-10-12,20.7278
2020-10-13,20.6064
2020-10-14,20.5376
2020-10-15,20.6283
2020-10-16,20.6561
2020-10-17,20.6561
2020-10-18,20.6561
2020-10-19,20.7644
2020-10-20,20.8404
2020-10-21,21.0394
2020-10-22,21.3379
2020-10-23,21.4842
2020-10-24,21.4842
2020-10-25,21.4842
2020-10-26,21.452
2020-10-27,21.3569
2020-10-28,20.9048
2020-10-29,20.9765
2020-10-30,20.7335
2020-10-31,20.7335
2020-11-01,20.7335
2020-11-02,20.6603
2020-11-03,20.7613
2020-11-04,20.8257
2020-11-05,21.1594
2020-11-06,21.0584
2020-11-07,21.0584
2020-11-08,21.0584
2020-11-09,21.6658
2020-11-10,22.099
2020-11-11,21.9073
2020-11-12,21.6512
2020-11-13,21.8883
2020-11-14,21.8883
2020-11-15,21.8883
2020-11-16,22.0317
2020-11-17,21.496
2020-11-18,21.1945
2020-11-19,21.0233
2020-11-20,20.9794
2020-11-21,20.9794
2020-11-22,20.9794
2020-11-23,21.1594
2020-11-24,21.3497
2020-11-25,21.458
2020-11-26,21.458
2020-11-27,21.0804
2020-11-28,21.0804
2020-11-29,21.0804
2020-11-30,20.7745
2020-12-01,20.8476
2020-12-02,20.9267
2020-12-03,20.7086
2020-12-04,20.8564
2020-12-05,20.8564
2020-12-06,20.8564
2020-12-07,20.8813
2020-12-08,20.7701
2020-12-09,20.6983
2020-12-10,20.612
2020-12-11,20.4627
2020-12-12,20.4627
2020-12-13,20.4627
2020-12-14,20.3778
2020-12-15,20.5081
2020-12-16,20.3061
2020-12-17,20.4042
2020-12-18,20.3061
2020-12-19,20.3061
2020-12-20,20.3061
2020-12-21,20.107
2020-12-22,20.1788
2020-12-23,20.1231
2020-12-24,20.1919
2020-12-25,20.1919
2020-12-26,20.1919
2020-12-27,20.1919
2020-12-28,20.2739
2020-12-29,20.3676
2020-12-30,20.3734
2020-12-31,20.2763
2021-01-01,20.2763
2021-01-02,20.2763
2021-01-03,20.2763
2021-01-04,20.1535
2021-01-05,19.9592
2021-01-06,20.352
2021-01-07,19.9892
2021-01-08,19.9649
2021-01-09,19.9649
2021-01-10,19.9649
2021-01-11,19.8106
2021-01-12,19.772
2021-01-13,19.9877
2021-01-14,19.862
2021-01-15,20.0763
2021-01-16,20.0763
2021-01-17,20.0763
2021-01-18,20.0763
2021-01-19,19.9977
2021-01-20,19.9892
2021-01-21,19.9306
2021-01-22,19.8677
2021-01-23,19.8677
2021-01-24,19.8677
2021-01-25,20.0492
2021-01-26,19.9263
2021-01-27,19.7563
2021-01-28,19.8092
2021-01-29,19.6049
2021-01-30,19.6049
2021-01-31,19.6049
2021-02-01,19.7406
2021-02-02,19.812
2021-02-03,19.8163
2021-02-04,19.8634
2021-02-05,19.9663
2021-02-06,19.9663
2021-02-07,19.9663
2021-02-08,19.8463
2021-02-09,19.8063
2021-02-10,19.872
2021-02-11,19.8063
2021-02-12,19.7392
2021-02-13,19.7392
2021-02-14,19.7392
2021-02-15,19.7392
2021-02-16,19.7149
2021-02-17,19.8763
2021-02-18,19.8792
2021-02-19,19.7492
2021-02-20,19.7492
2021-02-21,19.7492
2021-02-22,19.5106
2021-02-23,19.6406
2021-02-24,19.3008
2021-02-25,19.2979
2021-02-26,18.8533
2021-02-27,18.8533
2021-02-28,18.8533
2021-03-01,19.1921
2021-03-02,19.3952
2021-03-03,19.2908
2021-03-04,19.5281
2021-03-05,19.7641
2021-03-06,19.7641
2021-03-07,19.7641
2021-03-08,20.0429
2021-03-09,19.9471
2021-03-10,20.0729
2021-03-11,19.8327
2021-03-12,20.0543
2021-03-13,20.0543
2021-03-14,20.0543
2021-03-15,20.3517
2021-03-16,20.233
2021-03-17,20.1787
2021-03-18,20.233
2021-03-19,20.406
2021-03-20,20.406
2021-03-21,20.406
2021-03-22,20.2545
2021-03-23,20.2788
2021-03-24,20.2359
2021-03-25,20.3317
2021-03-26,20.3245
2021-03-27,20.3245
2021-03-28,20.3245
2021-03-29,20.4976
2021-03-30,20.396
2021-03-31,20.6083
2021-04-01,20.6735
2021-04-02,20.6735
2021-04-03,20.6735
2021-04-04,20.6735
2021-04-05,20.8546
2021-04-06,20.8943
2021-04-07,20.7426
2021-04-08,20.6802
2021-04-09,20.6731
2021-04-10,20.6731
2021-04-11,20.6731
2021-04-12,20.7837
2021-04-13,20.8546
2021-04-14,20.9212
2021-04-15,21.0559
2021-04-16,21.1169
2021-04-17,21.1169
2021-04-18,21.1169
2021-04-19,21.0233
2021-04-20,21.2686
2021-04-21,21.1537
2021-04-22,21.0545
2021-04-23,20.9623
2021-04-24,20.9623
2021-04-25,20.9623
2021-04-26,20.8943
2021-04-27,20.7213
2021-04-28,20.6533
2021-04-29,20.9283
2021-04-30,21.0814
2021-05-01,21.0814
2021-05-02,21.0814
2021-05-03,21.0644
2021-05-04,21.0786
2021-05-05,21.061
2021-05-06,21.2184
2021-05-07,21.2907
2021-05-08,21.2907
2021-05-09,21.2907
2021-05-10,21.5232
2021-05-11,21.3913
2021-05-12,20.9405
2021-05-13,21.1957
2021-05-14,21.2822
2021-05-15,21.2822
2021-05-16,21.2822
2021-05-17,21.1943
2021-05-18,21.2084
2021-05-19,21.1928
2021-05-20,21.1843
2021-05-21,21.2708
2021-05-22,21.2708
2021-05-23,21.2708
2021-05-24,21.3431
2021-05-25,21.285
2021-05-26,21.3318
2021-05-27,21.0213
2021-05-28,21.0723
2021-05-29,21.0723
2021-05-30,21.0723
2021-05-31,21.0723
2021-06-01,21.0539
2021-06-02,21.2226
2021-06-03,21.4112
2021-06-04,21.4197
2021-06-05,21.4197
2021-06-06,21.4197
2021-06-07,21.414
2021-06-08,21.3956
2021-06-09,21.4381
2021-06-10,21.5742
2021-06-11,21.5118
2021-06-12,21.5118
2021-06-13,21.5118
2021-06-14,21.5685
2021-06-15,21.5402
2021-06-16,21.2722
2021-06-17,21.0737
2021-06-18,20.5718
2021-06-19,20.5718
2021-06-20,20.5718
2021-06-21,20.7959
2021-06-22,20.7434
2021-06-23,20.5846
2021-06-24,20.6371
2021-06-25,20.7959
2021-06-26,20.7959
2021-06-27,20.7959
2021-06-28,20.81
2021-06-29,20.6229
2021-06-30,20.9316
2021-07-01,21.0858
2021-07-02,21.0608
2021-07-03,21.0608
2021-07-04,21.0608
2021-07-05,21.0608
2021-07-06,21.14
2021-07-07,21.1525
2021-07-08,21.083
2021-07-09,21.165
2021-07-10,21.165
2021-07-11,21.165
2021-07-12,21.183
2021-07-13,21.0886
2021-07-14,21.233
2021-07-15,21.283
2021-07-16,21.5455
2021-07-17,21.5455
2021-07-18,21.5455
2021-07-19,21.2566
2021-07-20,21.3344
2021-07-21,21.1636
2021-07-22,21.0997
2021-07-23,21.29
2021-07-24,21.29
2021-07-25,21.29
2021-07-26,21.3372
2021-07-27,21.5414
2021-07-28,21.3969
2021-07-29,21.408
2021-07-30,21.1511
2021-07-31,21.1511
2021-08-01,21.1511
2021-08-02,21.0969
2021-08-03,20.7941
2021-08-04,20.4066
2021-08-05,20.5864
2021-08-06,20.7087
2021-08-07,20.7087
2021-08-08,20.7087
2021-08-09,20.7059
2021-08-10,20.7073
2021-08-11,20.717
2021-08-12,20.6156
2021-08-13,20.6308
2021-08-14,20.6308
2021-08-15,20.6308
2021-08-16,20.6809
2021-08-17,20.6823
2021-08-18,20.6878
2021-08-19,20.6725
2021-08-20,20.6836
2021-08-21,20.6836
2021-08-22,20.6836
2021-08-23,20.51
2021-08-24,20.3502
2021-08-25,20.3544
2021-08-26,20.2043
2021-08-27,20.2877
2021-08-28,20.2877
2021-08-29,20.2877
2021-08-30,20.1737
2021-08-31,20.2307
2021-09-01,20.353
2021-09-02,20.4197
2021-09-03,20.2696
2021-09-04,20.2696
2021-09-05,20.2696
2021-09-06,20.2696
2021-09-07,20.0751
2021-09-08,20.1529
2021-09-09,20.0418
2021-09-10,19.9042
2021-09-11,19.9042
2021-09-12,19.9042
2021-09-13,19.9806
2021-09-14,19.8278
2021-09-15,19.8181
2021-09-16,19.7375
2021-09-17,19.8028
2021-09-18,19.8028
2021-09-19,19.8028
2021-09-20,19.7778
2021-09-21,19.7486
2021-09-22,19.6819
2021-09-23,19.6319
2021-09-24,19.6263
2021-09-25,19.6263
2021-09-26,19.6263
2021-09-27,19.5902
2021-09-28,19.5055
2021-09-29,19.6055
2021-09-30,20.2306
2021-10-01,20.1962
2021-10-02,20.1962
2021-10-03,20.1962
2021-10-04,20.4616
2021-10-05,20.2837
2021-10-06,20.4917
2021-10-07,19.6324
2021-10-08,19.4014
2021-10-09,19.4014
2021-10-10,19.4014
2021-10-11,19.5348
2021-10-12,19.4272
2021-10-13,19.3885
2021-10-14,19.5377
2021-10-15,19.608
2021-10-16,19.608
2021-10-17,19.608
2021-10-18,19.4631
2021-10-19,19.4946
2021-10-20,19.6568
2021-10-21,19.5104
2021-10-22,19.4616
2021-10-23,19.4616
2021-10-24,19.4616
2021-10-25,19.4717
2021-10-26,19.5506
2021-10-27,19.5033
2021-10-28,19.3727
2021-10-29,19.1015
2021-10-30,19.1015
2021-10-31,19.1015
2021-11-01,19.1747
2021-11-02,19.1446
2021-11-03,19.1747
2021-11-04,18.9739
2021-11-05,19.1143
2021-11-06,19.1143
2021-11-07,19.1143
2021-11-08,18.9823
2021-11-09,18.9421
2021-11-10,19.11
2021-11-11,19.2148
2021-11-12,19.3353
2021-11-13,19.3353
2021-11-14,19.3353
2021-11-15,19.3095
2021-11-16,19.3382
2021-11-17,19.3597
2021-11-18,19.3009
2021-11-19,19.4587
2021-11-20,19.4587
2021-11-21,19.4587
2021-11-22,19.5922
2021-11-23,19.4803
2021-11-24,19.4315
2021-11-25,19.4315
2021-11-26,19.2148
2021-11-27,19.2148
2021-11-28,19.2148
2021-11-29,19.3626
2021-11-30,19.1846
2021-12-01,19.0426
2021-12-02,19.2564
2021-12-03,19.3454
2021-12-04,19.3454
2021-12-05,19.3454
2021-12-06,19.3827
2021-12-07,19.4013
2021-12-08,19.4157
2021-12-09,19.4243
2021-12-10,19.3612
2021-12-11,19.3612
2021-12-12,19.3612
2021-12-13,19.463
2021-12-14,19.5032
2021-12-15,19.5506
2021-12-16,19.651
2021-12-17,19.5793
2021-12-18,19.5793
2021-12-19,19.5793
2021-12-20,19.5635
2021-12-21,19.5621
2021-12-22,19.6869
2021-12-23,19.7386
2021-12-24,19.7386
2021-12-25,19.7386
2021-12-26,19.7386
2021-12-27,19.7357
2021-12-28,19.8548
2021-12-29,19.8764
2021-12-30,19.9668
2021-12-31,20.1832
2022-01-01,20.1832
2022-01-02,20.1832
2022-01-03,20.0711
2022-01-04,20.0515
2022-01-05,20.0796
2022-01-06,20.1174
2022-01-07,20.2126
2022-01-08,20.2126
2022-01-09,20.2126
2022-01-10,20.1916
2022-01-11,20.1412
2022-01-12,20.1216
2022-01-13,20.3051
2022-01-14,20.4186
2022-01-15,20.4186
2022-01-16,20.4186
2022-01-17,20.4186
2022-01-18,20.0754
2022-01-19,20.2351
2022-01-20,20.2393
2022-01-21,20.1972
2022-01-22,20.1972
2022-01-23,20.1972
2022-01-24,20.1916
2022-01-25,20.2393
2022-01-26,20.0711
2022-01-27,20.088
2022-01-28,20.2182
2022-01-29,20.2182
2022-01-30,20.2182
2022-01-31,20.0459
2022-02-01,19.9941
2022-02-02,20.1664
2022-02-03,20.1874
2022-02-04,20.1468
2022-02-05,20.1468
2022-02-06,20.1468
2022-02-07,20.193
2022-02-08,20.1776
2022-02-09,20.2281
2022-02-10,19.917
2022-02-11,19.9535
2022-02-12,19.9535
2022-02-13,19.9535
2022-02-14,19.8764
2022-02-15,19.7994
2022-02-16,19.868
2022-02-17,19.9269
2022-02-18,19.9493
2022-02-19,19.9493
2022-02-20,19.9493
2022-02-21,19.9493
2022-02-22,19.9465
2022-02-23,19.8148
2022-02-24,19.7335
2022-02-25,20.3895
2022-02-26,20.3895
2022-02-27,20.3895
2022-02-28,20.2268
2022-03-01,20.0852
2022-03-02,20.1973
2022-03-03,20.5591
2022-03-04,20.7344
2022-03-05,20.7344
2022-03-06,20.7344
2022-03-07,20.8635
2022-03-08,20.618
2022-03-09,20.5662
2022-03-10,20.7036
2022-03-11,20.6377
2022-03-12,20.6377
2022-03-13,20.6377
2022-03-14,20.569
2022-03-15,20.6391
2022-03-16,20.6797
2022-03-17,20.7162
2022-03-18,20.5269
2022-03-19,20.5269
2022-03-20,20.5269
2022-03-21,20.6854
2022-03-22,20.59
2022-03-23,20.6293
2022-03-24,20.6629
2022-03-25,20.949
2022-03-26,20.949
2022-03-27,20.949
2022-03-28,21.0528
2022-03-29,21.1706
2022-03-30,21.1888
2022-03-31,21.2391
2022-04-01,21.4087
2022-04-02,21.4087
2022-04-03,21.4087
2022-04-04,21.3406
2022-04-05,21.2947
2022-04-06,21.5777
2022-04-07,21.3538
2022-04-08,21.3482
2022-04-09,21.3482
2022-04-10,21.3482
2022-04-11,21.2606
2022-04-12,21.2634
2022-04-13,21.1395
2022-04-14,21.1674
2022-04-15,21.1674
2022-04-16,21.1674
2022-04-17,21.1674
2022-04-18,21.1117
2022-04-19,21.2063
2022-04-20,21.2258
2022-04-21,21.2174
2022-04-22,21.1368
2022-04-23,21.1368
2022-04-24,21.1368
2022-04-25,21.0616
2022-04-26,20.8711
2022-04-27,20.7319
2022-04-28,20.7459
2022-04-29,20.2854
2022-04-30,20.2854
2022-05-01,20.2854
2022-05-02,20.291
2022-05-03,20.4273
2022-05-04,20.7059
2022-05-05,20.5084
2022-05-06,20.692
2022-05-07,20.692
2022-05-08,20.692
2022-05-09,20.7101
2022-05-10,20.4834
2022-05-11,20.6322
2022-05-12,20.5891
2022-05-13,20.5696
2022-05-14,20.5696
2022-05-15,20.5696
2022-05-16,20.6378
2022-05-17,20.7491
2022-05-18,20.7505
2022-05-19,20.8882
2022-05-20,20.8576
2022-05-21,20.8576
2022-05-22,20.8576
2022-05-23,20.8409
2022-05-24,21.1734
2022-05-25,21.2012
2022-05-26,21.2763
2022-05-27,21.332
2022-05-28,21.332
2022-05-29,21.332
2022-05-30,21.332
2022-05-31,21.1831
2022-06-01,21.1525
2022-06-02,21.1734
2022-06-03,21.1609
2022-06-04,21.1609
2022-06-05,21.1609
2022-06-06,21.2457
2022-06-07,21.1233
2022-06-08,20.7546
2022-06-09,20.5933
2022-06-10,20.6378
2022-06-11,20.6378
2022-06-12,20.6378
2022-06-13,20.2969
2022-06-14,19.8671
2022-06-15,19.8907
2022-06-16,19.7683
2022-06-17,19.5513
2022-06-18,19.5513
2022-06-19,19.5513
2022-06-20,19.5513
2022-06-21,19.7419
2022-06-22,19.8838
2022-06-23,20.1133
2022-06-24,20.3623
2022-06-25,20.3623
2022-06-26,20.3623
2022-06-27,20.507
2022-06-28,20.5585
2022-06-29,20.4388
2022-06-30,22.4113
2022-07-01,22.6442
2022-07-02,22.6442
2022-07-03,22.6442
2022-07-04,22.6442
2022-07-05,22.1933
2022-07-06,22.2292
2022-07-07,22.1426
2022-07-08,22.0754
2022-07-09,22.0754
2022-07-10,22.0754
2022-07-11,22.165
2022-07-12,22.0948
2022-07-13,21.9381
2022-07-14,22.0082
2022-07-15,22.056
2022-07-16,22.056
2022-07-17,22.056
2022-07-18,21.9351
2022-07-19,21.9769
2022-07-20,21.8948
2022-07-21,21.8545
2022-07-22,21.9814
2022-07-23,21.9814
2022-07-24,21.9814
2022-07-25,22.159
2022-07-26,22.2844
2022-07-27,22.2545
2022-07-28,22.4964
2022-07-29,22.4635
2022-07-30,22.4635
2022-07-31,22.4635
2022-08-01,22.5143
2022-08-02,22.5083
2022-08-03,22.7365
2022-08-04,22.9306
2022-08-05,22.7589
2022-08-06,22.7589
2022-08-07,22.7589
2022-08-08,22.7813
2022-08-09,22.8903
2022-08-10,22.9127
2022-08-11,22.8007
2022-08-12,23.0426
2022-08-13,23.0426
2022-08-14,23.0426
2022-08-15,23.1143
2022-08-16,23.1815
2022-08-17,23.1397
2022-08-18,23.1247
2022-08-19,23.1382
2022-08-20,23.1382
2022-08-21,23.1382
2022-08-22,22.9739
2022-08-23,22.8828
2022-08-24,22.8425
2022-08-25,23.0023
2022-08-26,22.8335
2022-08-27,22.8335
2022-08-28,22.8335
2022-08-29,22.8664
2022-08-30,22.7544
2022-08-31,22.7484
2022-09-01,22.8365
2022-09-02,22.6812
2022-09-03,22.6812
2022-09-04,22.6812
2022-09-05,22.6812
2022-09-06,22.6259
2022-09-07,22.95
2022-09-08,22.9425
2022-09-09,23.0008
2022-09-10,23.0008
2022-09-11,23.0008
2022-09-12,23.1068
2022-09-13,22.7066
2022-09-14,22.7589
2022-09-15,22.5199
2022-09-16,22.4915
2022-09-17,22.4915
2022-09-18,22.4915
2022-09-19,22.6498
2022-09-20,22.4438
2022-09-21,22.3616
2022-09-22,22.3527
2022-09-23,22.1391
2022-09-24,22.1391
2022-09-25,22.1391
2022-09-26,21.9002
2022-09-27,21.6881
2022-09-28,21.7971
2022-09-29,21.385
2022-09-30,21.4886
2022-10-01,21.4886
2022-10-02,21.4886
2022-10-03,21.7192
2022-10-04,21.8663
2022-10-05,21.6069
2022-10-06,21.2186
2022-10-07,20.9531
2022-10-08,20.9531
2022-10-09,20.9531
2022-10-10,20.9849
2022-10-11,21.0365
2022-10-12,20.768
2022-10-13,21.1169
2022-10-14,21.076
2022-10-15,21.076
2022-10-16,21.076
2022-10-17,21.2004
2022-10-18,21.4734
2022-10-19,21.4188
2022-10-20,21.2064
2022-10-21,21.4385
2022-10-22,21.4385
2022-10-23,21.4385
2022-10-24,21.5038
2022-10-25,21.6828
2022-10-26,21.7207
2022-10-27,21.7859
2022-10-28,22.0635
2022-10-29,22.0635
2022-10-30,22.0635
2022-10-31,21.8982
2022-11-01,21.9892
2022-11-02,21.9103
2022-11-03,22.1058
2022-11-04,22.2576
2022-11-05,22.2576
2022-11-06,22.2576
2022-11-07,22.0906
2022-11-08,22.0709
2022-11-09,22.3092
2022-11-10,22.7253
2022-11-11,22.5795
2022-11-12,22.5795
2022-11-13,22.5795
2022-11-14,22.5051
2022-11-15,22.9196
2022-11-16,22.8315
2022-11-17,22.6812
2022-11-18,22.8968
2022-11-19,22.8968
2022-11-20,22.8968
2022-11-21,23.1215
2022-11-22,23.2658
2022-11-23,23.3007
2022-11-24,23.3007
2022-11-25,23.3174
2022-11-26,23.3174
2022-11-27,23.3174
2022-11-28,23.3311
2022-11-29,23.2764
2022-11-30,23.5937
2022-12-01,23.5148
2022-12-02,23.5634
2022-12-03,23.5634
2022-12-04,23.5634
2022-12-05,23.5239
2022-12-06,23.5543
2022-12-07,23.4874
2022-12-08,23.5117
2022-12-09,23.4692
2022-12-10,23.4692
2022-12-11,23.4692
2022-12-12,23.6985
2022-12-13,23.7562
2022-12-14,23.7653
2022-12-15,23.6393
2022-12-16,23.53
2022-12-17,23.53
2022-12-18,23.53
2022-12-19,23.4358
2022-12-20,23.3948
2022-12-21,23.4616
2022-12-22,23.3918
2022-12-23,23.5345
2022-12-24,23.5345
2022-12-25,23.5345
2022-12-26,23.5345
2022-12-27,23.5011
2022-12-28,23.3645
2022-12-29,23.413
2022-12-30,24.0285
2022-12-31,24.0285
2023-01-01,24.0285
2023-01-02,24.0285
2023-01-03,23.8105
2023-01-04,23.928
2023-01-05,23.6591
2023-01-06,23.9388
2023-01-07,23.9388
2023-01-08,23.9388
2023-01-09,23.9528
2023-01-10,23.9682
2023-01-11,24.0934
2023-01-12,24.0532
2023-01-13,23.9249
2023-01-14,23.9249
2023-01-15,23.9249
2023-01-16,23.9249
2023-01-17,23.8847
2023-01-18,23.7734
2023-01-19,23.7425
2023-01-20,23.9234
2023-01-21,23.9234
2023-01-22,23.9234
2023-01-23,23.6761
2023-01-24,23.7224
2023-01-25,23.6745
2023-01-26,23.7162
2023-01-27,23.724
2023-01-28,23.724
2023-01-29,23.724
2023-01-30,23.7147
2023-01-31,23.7982
2023-02-01,24.1042
2023-02-02,24.2913
2023-02-03,24.0038
2023-02-04,24.0038
2023-02-05,24.0038
2023-02-06,23.962
2023-02-07,23.8631
2023-02-08,23.6034
2023-02-09,23.4225
2023-02-10,23.7271
2023-02-11,23.7271
2023-02-12,23.7271
2023-02-13,23.8136
2023-02-14,23.724
2023-02-15,23.8136
2023-02-16,23.7564
2023-02-17,23.8832
2023-02-18,23.8832
2023-02-19,23.8832
2023-02-20,23.8832
2023-02-21,23.7348
2023-02-22,23.6513
2023-02-23,23.6173
2023-02-24,23.6173
2023-02-25,23.6173
2023-02-26,23.6173
2023-02-27,23.7337
2023-02-28,23.6672
2023-03-01,23.6069
2023-03-02,23.9131
2023-03-03,24.0909
2023-03-04,24.0909
2023-03-05,24.0909
2023-03-06,24.0384
2023-03-07,23.9796
2023-03-08,24.1899
2023-03-09,23.9734
2023-03-10,23.7183
2023-03-11,23.7183
2023-03-12,23.7183
2023-03-13,23.9409
2023-03-14,24.3182
2023-03-15,24.3677
2023-03-16,24.4404
2023-03-17,24.2796
