,LEN/B US Equity
2023-03-18,4.7007
2023-03-19,4.7007
2023-03-20,4.648
2023-03-21,4.6988
2023-03-22,4.6628
2023-03-23,4.6966
2023-03-24,4.7119
2023-03-25,4.7119
2023-03-26,4.7119
2023-03-27,4.6457
2023-03-28,4.6261
2023-03-29,4.6628
2023-03-30,4.6645
2023-03-31,4.7753
2023-04-01,4.7753
2023-04-02,4.7753
2023-04-03,4.7801
2023-04-04,4.7384
2023-04-05,4.7472
2023-04-06,4.6618
2023-04-07,4.6618
2023-04-08,4.6618
2023-04-09,4.6618
2023-04-10,4.685
2023-04-11,4.8163
2023-04-12,4.8109
2023-04-13,4.7493
2023-04-14,4.799
2023-04-15,4.799
2023-04-16,4.799
2023-04-17,4.8437
2023-04-18,4.9855
2023-04-19,4.9869
2023-04-20,5.101
2023-04-21,5.0719
2023-04-22,5.0719
2023-04-23,5.0719
2023-04-24,5.1116
2023-04-25,5.0617
2023-04-26,4.9817
2023-04-27,5.0963
2023-04-28,5.1431
2023-04-29,5.1431
2023-04-30,5.1431
2023-05-01,5.1286
2023-05-02,5.1612
2023-05-03,5.212
2023-05-04,5.1296
2023-05-05,5.1778
2023-05-06,5.1778
2023-05-07,5.1778
2023-05-08,5.2315
2023-05-09,5.217
2023-05-10,5.208
2023-05-11,5.202
2023-05-12,5.1696
2023-05-13,5.1696
2023-05-14,5.1696
2023-05-15,5.1743
2023-05-16,5.1992
2023-05-17,5.2294
2023-05-18,5.283
2023-05-19,5.1866
2023-05-20,5.1866
2023-05-21,5.1866
2023-05-22,5.0508
2023-05-23,4.9008
2023-05-24,4.9339
2023-05-25,4.9638
2023-05-26,4.9168
2023-05-27,4.9168
2023-05-28,4.9168
2023-05-29,4.9168
2023-05-30,4.9359
2023-05-31,5.4178
2023-06-01,5.4657
2023-06-02,5.6583
2023-06-03,5.6583
2023-06-04,5.6583
2023-06-05,5.6553
2023-06-06,5.8522
2023-06-07,5.7585
2023-06-08,5.7221
2023-06-09,5.7615
2023-06-10,5.7615
2023-06-11,5.7615
2023-06-12,5.8203
2023-06-13,5.8469
2023-06-14,5.78
2023-06-15,6.0296
2023-06-16,6.0477
2023-06-17,6.0477
2023-06-18,6.0477
2023-06-19,6.0477
2023-06-20,6.1219
2023-06-21,6.1277
2023-06-22,6.117
2023-06-23,6.1695
2023-06-24,6.1695
2023-06-25,6.1695
2023-06-26,6.1072
2023-06-27,6.3524
2023-06-28,6.3225
2023-06-29,6.2503
2023-06-30,6.2813
2023-07-01,6.2813
2023-07-02,6.2813
2023-07-03,6.2909
2023-07-04,6.2909
2023-07-05,6.237
2023-07-06,6.051
2023-07-07,6.0307
2023-07-08,6.0307
2023-07-09,6.0307
2023-07-10,6.186
2023-07-11,6.2642
2023-07-12,6.429
2023-07-13,6.5222
2023-07-14,6.6723
2023-07-15,6.6723
2023-07-16,6.6723
2023-07-17,6.5319
2023-07-18,6.5568
2023-07-19,6.5444
2023-07-20,6.322
2023-07-21,6.3495
2023-07-22,6.3495
2023-07-23,6.3495
2023-07-24,6.3842
2023-07-25,6.3968
2023-07-26,6.3796
2023-07-27,6.3084
2023-07-28,6.4059
2023-07-29,6.4059
2023-07-30,6.4059
2023-07-31,6.3587
2023-08-01,6.3707
2023-08-02,6.2812
2023-08-03,6.1568
2023-08-04,6.3013
2023-08-05,6.3013
2023-08-06,6.3013
2023-08-07,6.382
2023-08-08,6.3674
2023-08-09,6.2964
2023-08-10,6.1915
2023-08-11,6.1829
2023-08-12,6.1829
2023-08-13,6.1829
2023-08-14,6.2176
2023-08-15,6.3256
2023-08-16,6.1592
2023-08-17,5.8835
2023-08-18,5.8829
2023-08-19,5.8829
2023-08-20,5.8829
2023-08-21,5.8233
2023-08-22,5.8576
2023-08-23,5.8841
2023-08-24,5.8222
2023-08-25,5.7339
2023-08-26,5.7339
2023-08-27,5.7339
2023-08-28,5.7352
2023-08-29,5.8587
2023-08-30,5.9853
2023-08-31,6.4312
2023-09-01,6.514
2023-09-02,6.514
2023-09-03,6.514
2023-09-04,6.514
2023-09-05,6.1993
2023-09-06,6.3221
2023-09-07,6.3813
2023-09-08,6.4108
2023-09-09,6.4108
2023-09-10,6.4108
2023-09-11,6.4664
2023-09-12,6.2951
2023-09-13,6.2677
2023-09-14,6.3594
2023-09-15,6.197
2023-09-16,6.197
2023-09-17,6.197
2023-09-18,6.3234
2023-09-19,6.3369
2023-09-20,6.2998
2023-09-21,6.1216
2023-09-22,6.1427
2023-09-23,6.1427
2023-09-24,6.1427
2023-09-25,6.1227
2023-09-26,6.062
2023-09-27,6.0505
2023-09-28,6.185
2023-09-29,6.0161
2023-09-30,6.0161
2023-10-01,6.0161
2023-10-02,5.9618
2023-10-03,5.8123
2023-10-04,5.8529
2023-10-05,5.8352
2023-10-06,5.8708
2023-10-07,5.8708
2023-10-08,5.8708
2023-10-09,5.9819
2023-10-10,6.0802
2023-10-11,6.1368
2023-10-12,5.8356
2023-10-13,5.8799
2023-10-14,5.8799
2023-10-15,5.8799
2023-10-16,5.8954
2023-10-17,5.9011
2023-10-18,5.7532
2023-10-19,5.6348
2023-10-20,5.5862
2023-10-21,5.5862
2023-10-22,5.5862
2023-10-23,5.6642
2023-10-24,5.6443
2023-10-25,5.5447
2023-10-26,5.5897
2023-10-27,5.5803
2023-10-28,5.5803
2023-10-29,5.5803
2023-10-30,5.622
2023-10-31,5.7376
2023-11-01,5.9744
2023-11-02,6.221
2023-11-03,6.4272
2023-11-04,6.4272
2023-11-05,6.4272
2023-11-06,6.3688
2023-11-07,6.4617
2023-11-08,6.4823
2023-11-09,6.4191
2023-11-10,6.5534
2023-11-11,6.5534
2023-11-12,6.5534
2023-11-13,6.5562
2023-11-14,6.8697
2023-11-15,6.793
2023-11-16,6.8111
2023-11-17,6.8357
2023-11-18,6.8357
2023-11-19,6.8357
2023-11-20,6.8727
2023-11-21,6.7904
2023-11-22,6.8238
2023-11-23,6.8238
2023-11-24,6.8318
2023-11-25,6.8318
2023-11-26,6.8318
2023-11-27,6.787
2023-11-28,6.7443
2023-11-29,6.7871
2023-11-30,6.4387
2023-12-01,6.6446
2023-12-02,6.6446
2023-12-03,6.6446
2023-12-04,6.6384
2023-12-05,6.6629
2023-12-06,6.8417
2023-12-07,6.9505
2023-12-08,7.0815
2023-12-09,7.0815
2023-12-10,7.0815
2023-12-11,7.0749
2023-12-12,7.1177
2023-12-13,7.3516
2023-12-14,7.8455
2023-12-15,7.5602
2023-12-16,7.5602
2023-12-17,7.5602
2023-12-18,7.4565
2023-12-19,7.524
2023-12-20,7.4234
2023-12-21,7.4814
2023-12-22,7.4548
2023-12-23,7.4548
2023-12-24,7.4548
2023-12-25,7.4548
2023-12-26,7.4964
2023-12-27,7.5577
2023-12-28,7.549
2023-12-29,7.5413
2023-12-30,7.5413
2023-12-31,7.5413
2024-01-01,7.5413
2024-01-02,7.4607
2024-01-03,7.3734
2024-01-04,7.3455
2024-01-05,7.4086
2024-01-06,7.4086
2024-01-07,7.4086
2024-01-08,7.5593
2024-01-09,7.5014
2024-01-10,7.7751
2024-01-11,7.8736
2024-01-12,7.7004
2024-01-13,7.7004
2024-01-14,7.7004
2024-01-15,7.7004
2024-01-16,7.6384
2024-01-17,7.584
2024-01-18,7.6243
2024-01-19,7.7058
2024-01-20,7.7058
2024-01-21,7.7058
2024-01-22,7.8846
2024-01-23,7.4767
2024-01-24,7.3519
2024-01-25,7.5606
2024-01-26,7.4222
2024-01-27,7.4222
2024-01-28,7.4222
2024-01-29,7.4867
2024-01-30,7.566
2024-01-31,7.5066
2024-02-01,7.7151
2024-02-02,7.7221
2024-02-03,7.7221
2024-02-04,7.7221
2024-02-05,7.6496
2024-02-06,7.5708
2024-02-07,7.6571
2024-02-08,7.6858
2024-02-09,7.6791
2024-02-10,7.6791
2024-02-11,7.6791
2024-02-12,7.9285
2024-02-13,7.6061
2024-02-14,7.7203
2024-02-15,7.7377
2024-02-16,7.5325
2024-02-17,7.5325
2024-02-18,7.5325
2024-02-19,7.5325
2024-02-20,7.5707
2024-02-21,7.6221
2024-02-22,7.7016
2024-02-23,7.7339
2024-02-24,7.7339
2024-02-25,7.7339
2024-02-26,7.6882
2024-02-27,7.6646
2024-02-28,7.6712
2024-02-29,7.9006
2024-03-01,8.0409
2024-03-02,8.0409
2024-03-03,8.0409
2024-03-04,7.9902
2024-03-05,7.935
2024-03-06,8.0086
2024-03-07,8.1785
2024-03-08,8.1617
2024-03-09,8.1617
2024-03-10,8.1617
2024-03-11,8.1534
2024-03-12,8.243
2024-03-13,8.2239
2024-03-14,7.5896
2024-03-15,7.7659
2024-03-16,7.7659
2024-03-17,7.7659
2024-03-18,7.7691
2024-03-19,7.9208
2024-03-20,8.1222
2024-03-21,8.2057
2024-03-22,8.2616
2024-03-23,8.2616
2024-03-24,8.2616
2024-03-25,8.2409
2024-03-26,8.2199
2024-03-27,8.3641
2024-03-28,8.5372
2024-03-29,8.5372
2024-03-30,8.5372
2024-03-31,8.5372
2024-04-01,8.3171
2024-04-02,8.0463
2024-04-03,8.2237
2024-04-04,8.106
2024-04-05,8.2376
2024-04-06,8.2376
2024-04-07,8.2376
2024-04-08,8.1832
