,GBDC US Equity
2020-06-21,398.2992
2020-06-22,398.2992
2020-06-23,398.2992
2020-06-24,398.2992
2020-06-25,398.2992
2020-06-26,398.2992
2020-06-27,398.2992
2020-06-28,398.2992
2020-06-29,398.2992
2020-06-30,398.2992
2020-07-01,398.2992
2020-07-02,398.2992
2020-07-03,398.2992
2020-07-04,398.2992
2020-07-05,398.2992
2020-07-06,398.2992
2020-07-07,398.2992
2020-07-08,398.2992
2020-07-09,398.2992
2020-07-10,398.2992
2020-07-11,398.2992
2020-07-12,398.2992
2020-07-13,398.2992
2020-07-14,398.2992
2020-07-15,398.2992
2020-07-16,398.2992
2020-07-17,398.2992
2020-07-18,398.2992
2020-07-19,398.2992
2020-07-20,398.2992
2020-07-21,398.2992
2020-07-22,398.2992
2020-07-23,398.2992
2020-07-24,398.2992
2020-07-25,398.2992
2020-07-26,398.2992
2020-07-27,398.2992
2020-07-28,398.2992
2020-07-29,398.2992
2020-07-30,398.2992
2020-07-31,398.2992
2020-08-01,398.2992
2020-08-02,398.2992
2020-08-03,398.2992
2020-08-04,398.2992
2020-08-05,398.2992
2020-08-06,398.2992
2020-08-07,398.2992
2020-08-08,398.2992
2020-08-09,398.2992
2020-08-10,398.2992
2020-08-11,398.2992
2020-08-12,398.2992
2020-08-13,398.2992
2020-08-14,398.2992
2020-08-15,398.2992
2020-08-16,398.2992
2020-08-17,398.2992
2020-08-18,398.2992
2020-08-19,398.2992
2020-08-20,398.2992
2020-08-21,398.2992
2020-08-22,398.2992
2020-08-23,398.2992
2020-08-24,398.2992
2020-08-25,398.2992
2020-08-26,398.2992
2020-08-27,398.2992
2020-08-28,398.2992
2020-08-29,398.2992
2020-08-30,398.2992
2020-08-31,398.2992
2020-09-01,398.2992
2020-09-02,398.2992
2020-09-03,398.2992
2020-09-04,398.2992
2020-09-05,398.2992
2020-09-06,398.2992
2020-09-07,398.2992
2020-09-08,398.2992
2020-09-09,398.2992
2020-09-10,398.2992
2020-09-11,398.2992
2020-09-12,398.2992
2020-09-13,398.2992
2020-09-14,398.2992
2020-09-15,398.2992
2020-09-16,398.2992
2020-09-17,398.2992
2020-09-18,398.2992
2020-09-19,398.2992
2020-09-20,398.2992
2020-09-21,398.2992
2020-09-22,398.2992
2020-09-23,398.2992
2020-09-24,398.2992
2020-09-25,398.2992
2020-09-26,398.2992
2020-09-27,398.2992
2020-09-28,398.2992
2020-09-29,398.2992
2020-09-30,398.2992
2020-10-01,398.2992
2020-10-02,398.2992
2020-10-03,398.2992
2020-10-04,398.2992
2020-10-05,398.2992
2020-10-06,398.2992
2020-10-07,398.2992
2020-10-08,398.2992
2020-10-09,398.2992
2020-10-10,398.2992
2020-10-11,398.2992
2020-10-12,398.2992
2020-10-13,398.2992
2020-10-14,398.2992
2020-10-15,398.2992
2020-10-16,398.2992
2020-10-17,398.2992
2020-10-18,398.2992
2020-10-19,398.2992
2020-10-20,398.2992
2020-10-21,398.2992
2020-10-22,398.2992
2020-10-23,398.2992
2020-10-24,398.2992
2020-10-25,398.2992
2020-10-26,398.2992
2020-10-27,398.2992
2020-10-28,398.2992
2020-10-29,398.2992
2020-10-30,398.2992
2020-10-31,398.2992
2020-11-01,398.2992
2020-11-02,398.2992
2020-11-03,398.2992
2020-11-04,398.2992
2020-11-05,398.2992
2020-11-06,398.2992
2020-11-07,398.2992
2020-11-08,398.2992
2020-11-09,398.2992
2020-11-10,398.2992
2020-11-11,398.2992
2020-11-12,398.2992
2020-11-13,398.2992
2020-11-14,398.2992
2020-11-15,398.2992
2020-11-16,398.2992
2020-11-17,398.2992
2020-11-18,398.2992
2020-11-19,398.2992
2020-11-20,398.2992
2020-11-21,398.2992
2020-11-22,398.2992
2020-11-23,398.2992
2020-11-24,398.2992
2020-11-25,398.2992
2020-11-26,398.2992
2020-11-27,398.2992
2020-11-28,398.2992
2020-11-29,398.2992
2020-11-30,398.2992
2020-12-01,398.2992
2020-12-02,398.2992
2020-12-03,398.2992
2020-12-04,398.2992
2020-12-05,398.2992
2020-12-06,398.2992
2020-12-07,398.2992
2020-12-08,398.2992
2020-12-09,398.2992
2020-12-10,398.2992
2020-12-11,398.2992
2020-12-12,398.2992
2020-12-13,398.2992
2020-12-14,398.2992
2020-12-15,398.2992
2020-12-16,398.2992
2020-12-17,398.2992
2020-12-18,398.2992
2020-12-19,398.2992
2020-12-20,398.2992
2020-12-21,398.2992
2020-12-22,398.2992
2020-12-23,398.2992
2020-12-24,398.2992
2020-12-25,398.2992
2020-12-26,398.2992
2020-12-27,398.2992
2020-12-28,398.2992
2020-12-29,398.2992
2020-12-30,398.2992
2020-12-31,398.2992
2021-01-01,398.2992
2021-01-02,398.2992
2021-01-03,398.2992
2021-01-04,398.2992
2021-01-05,398.2992
2021-01-06,398.2992
2021-01-07,398.2992
2021-01-08,398.2992
2021-01-09,398.2992
2021-01-10,398.2992
2021-01-11,398.2992
2021-01-12,398.2992
2021-01-13,398.2992
2021-01-14,398.2992
2021-01-15,398.2992
2021-01-16,398.2992
2021-01-17,398.2992
2021-01-18,398.2992
2021-01-19,398.2992
2021-01-20,398.2992
2021-01-21,398.2992
2021-01-22,398.2992
2021-01-23,398.2992
2021-01-24,398.2992
2021-01-25,398.2992
2021-01-26,398.2992
2021-01-27,398.2992
2021-01-28,398.2992
2021-01-29,398.2992
2021-01-30,398.2992
2021-01-31,398.2992
2021-02-01,398.2992
2021-02-02,398.2992
2021-02-03,398.2992
2021-02-04,398.2992
2021-02-05,398.2992
2021-02-06,398.2992
2021-02-07,398.2992
2021-02-08,398.2992
2021-02-09,398.2992
2021-02-10,398.2992
2021-02-11,398.2992
2021-02-12,398.2992
2021-02-13,398.2992
2021-02-14,398.2992
2021-02-15,398.2992
2021-02-16,398.2992
2021-02-17,398.2992
2021-02-18,398.2992
2021-02-19,398.2992
2021-02-20,398.2992
2021-02-21,398.2992
2021-02-22,398.2992
2021-02-23,398.2992
2021-02-24,398.2992
2021-02-25,398.2992
2021-02-26,398.2992
2021-02-27,398.2992
2021-02-28,398.2992
2021-03-01,398.2992
2021-03-02,398.2992
2021-03-03,398.2992
2021-03-04,398.2992
2021-03-05,398.2992
2021-03-06,398.2992
2021-03-07,398.2992
2021-03-08,398.2992
2021-03-09,398.2992
2021-03-10,398.2992
2021-03-11,398.2992
2021-03-12,398.2992
2021-03-13,398.2992
2021-03-14,398.2992
2021-03-15,398.2992
2021-03-16,398.2992
2021-03-17,398.2992
2021-03-18,398.2992
2021-03-19,398.2992
2021-03-20,398.2992
2021-03-21,398.2992
2021-03-22,398.2992
2021-03-23,398.2992
2021-03-24,398.2992
2021-03-25,398.2992
2021-03-26,398.2992
2021-03-27,398.2992
2021-03-28,398.2992
2021-03-29,398.2992
2021-03-30,398.2992
2021-03-31,14.5428
2021-04-01,14.795
2021-04-02,14.795
2021-04-03,14.795
2021-04-04,14.795
2021-04-05,14.7621
2021-04-06,14.8553
2021-04-07,14.8827
2021-04-08,14.9046
2021-04-09,14.9594
2021-04-10,14.9594
2021-04-11,14.9594
2021-04-12,14.9046
2021-04-13,14.943
2021-04-14,14.8882
2021-04-15,14.9485
2021-04-16,14.9594
2021-04-17,14.9594
2021-04-18,14.9594
2021-04-19,14.9813
2021-04-20,14.9539
2021-04-21,15.0362
2021-04-22,15.0197
2021-04-23,15.0033
2021-04-24,15.0033
2021-04-25,15.0033
2021-04-26,15.0252
2021-04-27,15.0745
2021-04-28,15.1239
2021-04-29,15.1677
2021-04-30,15.1129
2021-05-01,15.1129
2021-05-02,15.1129
2021-05-03,15.1568
2021-05-04,15.0855
2021-05-05,15.0362
2021-05-06,15.0471
2021-05-07,15.0033
2021-05-08,15.0033
2021-05-09,15.0033
2021-05-10,15.0139
2021-05-11,14.8265
2021-05-12,14.6445
2021-05-13,14.843
2021-05-14,14.8816
2021-05-15,14.8816
2021-05-16,14.8816
2021-05-17,14.9974
2021-05-18,15.0195
2021-05-19,15.0305
2021-05-20,15.1352
2021-05-21,15.1187
2021-05-22,15.1187
2021-05-23,15.1187
2021-05-24,15.1738
2021-05-25,15.0801
2021-05-26,15.1738
2021-05-27,15.2455
2021-05-28,15.251
2021-05-29,15.251
2021-05-30,15.251
2021-05-31,15.251
2021-06-01,15.3282
2021-06-02,15.4054
2021-06-03,15.3723
2021-06-04,15.3834
2021-06-05,15.3834
2021-06-06,15.3834
2021-06-07,15.3337
2021-06-08,15.3337
2021-06-09,15.3282
2021-06-10,15.047
2021-06-11,15.1242
2021-06-12,15.1242
2021-06-13,15.1242
2021-06-14,15.1352
2021-06-15,15.0195
2021-06-16,15.1738
2021-06-17,15.1077
2021-06-18,14.9037
2021-06-19,14.9037
2021-06-20,14.9037
2021-06-21,15.1077
2021-06-22,15.1077
2021-06-23,15.1242
2021-06-24,15.1738
2021-06-25,15.1297
2021-06-26,15.1297
2021-06-27,15.1297
2021-06-28,15.1187
2021-06-29,15.0911
2021-06-30,13.8721
2021-07-01,13.8721
2021-07-02,14.0054
2021-07-03,14.0054
2021-07-04,14.0054
2021-07-05,14.0054
2021-07-06,14.0771
2021-07-07,14.0617
2021-07-08,14.0054
2021-07-09,14.1078
2021-07-10,14.1078
2021-07-11,14.1078
2021-07-12,14.1744
2021-07-13,14.1386
2021-07-14,14.1334
2021-07-15,14.0822
2021-07-16,14.0668
2021-07-17,14.0668
2021-07-18,14.0668
2021-07-19,13.9746
2021-07-20,14.1078
2021-07-21,14.1591
2021-07-22,14.1232
2021-07-23,14.1283
2021-07-24,14.1283
2021-07-25,14.1283
2021-07-26,14.1386
2021-07-27,14.1437
2021-07-28,14.1693
2021-07-29,14.1027
2021-07-30,14.0566
2021-07-31,14.0566
2021-08-01,14.0566
2021-08-02,14.0976
2021-08-03,14.1027
2021-08-04,14.0566
2021-08-05,14.0976
2021-08-06,14.1437
2021-08-07,14.1437
2021-08-08,14.1437
2021-08-09,14.1832
2021-08-10,14.1523
2021-08-11,14.1369
2021-08-12,14.1575
2021-08-13,14.2038
2021-08-14,14.2038
2021-08-15,14.2038
2021-08-16,14.1626
2021-08-17,14.1369
2021-08-18,14.039
2021-08-19,13.9257
2021-08-20,14.0132
2021-08-21,14.0132
2021-08-22,14.0132
2021-08-23,13.9875
2021-08-24,14.0184
2021-08-25,14.0854
2021-08-26,14.0751
2021-08-27,14.1214
2021-08-28,14.1214
2021-08-29,14.1214
2021-08-30,14.0751
2021-08-31,14.0648
2021-09-01,14.0751
2021-09-02,14.1266
2021-09-03,14.1111
2021-09-04,14.1111
2021-09-05,14.1111
2021-09-06,14.1111
2021-09-07,13.8793
2021-09-08,13.8484
2021-09-09,13.8793
2021-09-10,13.8278
2021-09-11,13.8278
2021-09-12,13.8278
2021-09-13,13.8278
2021-09-14,13.8793
2021-09-15,13.9257
2021-09-16,13.8845
2021-09-17,13.8845
2021-09-18,13.8845
2021-09-19,13.8845
2021-09-20,13.7866
2021-09-21,13.8845
2021-09-22,13.9669
2021-09-23,14.0081
2021-09-24,13.9926
2021-09-25,13.9926
2021-09-26,13.9926
2021-09-27,14.0029
2021-09-28,14.0699
2021-09-29,14.1369
2021-09-30,16.5095
2021-10-01,16.5261
2021-10-02,16.5261
2021-10-03,16.5261
2021-10-04,16.5372
2021-10-05,16.6035
2021-10-06,16.5925
2021-10-07,16.5261
2021-10-08,16.5925
2021-10-09,16.5925
2021-10-10,16.5925
2021-10-11,16.5482
2021-10-12,16.598
2021-10-13,16.598
2021-10-14,16.5925
2021-10-15,16.5814
2021-10-16,16.5814
2021-10-17,16.5814
2021-10-18,16.598
2021-10-19,16.5869
2021-10-20,16.5482
2021-10-21,16.5593
2021-10-22,16.6035
2021-10-23,16.6035
2021-10-24,16.6035
2021-10-25,16.5703
2021-10-26,16.4874
2021-10-27,16.5482
2021-10-28,16.609
2021-10-29,16.5482
2021-10-30,16.5482
2021-10-31,16.5482
2021-11-01,16.4819
2021-11-02,16.4653
2021-11-03,16.3989
2021-11-04,16.4044
2021-11-05,16.4044
2021-11-06,16.4044
2021-11-07,16.4044
2021-11-08,16.3768
2021-11-09,16.3049
2021-11-10,16.316
2021-11-11,16.3325
2021-11-12,16.3325
2021-11-13,16.3325
2021-11-14,16.3325
2021-11-15,16.2773
2021-11-16,16.2496
2021-11-17,16.2551
2021-11-18,16.2441
2021-11-19,16.2054
2021-11-20,16.2054
2021-11-21,16.2054
2021-11-22,16.1501
2021-11-23,16.1335
2021-11-24,16.1279
2021-11-25,16.1279
2021-11-26,16.0671
2021-11-27,16.0671
2021-11-28,16.0671
2021-11-29,16.0935
2021-11-30,16.1991
2021-12-01,16.2102
2021-12-02,16.3325
2021-12-03,16.3102
2021-12-04,16.3102
2021-12-05,16.3102
2021-12-06,16.338
2021-12-07,16.3102
2021-12-08,16.2936
2021-12-09,16.1213
2021-12-10,16.149
2021-12-11,16.149
2021-12-12,16.149
2021-12-13,16.1046
2021-12-14,16.049
2021-12-15,16.0712
2021-12-16,16.1101
2021-12-17,16.0434
2021-12-18,16.0434
2021-12-19,16.0434
2021-12-20,16.0268
2021-12-21,16.0546
2021-12-22,16.1101
2021-12-23,16.2547
2021-12-24,16.2547
2021-12-25,16.2547
2021-12-26,16.2547
2021-12-27,16.2547
2021-12-28,16.3102
2021-12-29,16.3436
2021-12-30,16.3047
2021-12-31,19.1819
2022-01-01,19.1819
2022-01-02,19.1819
2022-01-03,19.1757
2022-01-04,19.1881
2022-01-05,19.1881
2022-01-06,19.1448
2022-01-07,19.2066
2022-01-08,19.2066
2022-01-09,19.2066
2022-01-10,19.1881
2022-01-11,19.3056
2022-01-12,19.4478
2022-01-13,19.355
2022-01-14,19.2437
2022-01-15,19.2437
2022-01-16,19.2437
2022-01-17,19.2437
2022-01-18,19.3303
2022-01-19,19.3179
2022-01-20,19.1881
2022-01-21,19.1634
2022-01-22,19.1634
2022-01-23,19.1634
2022-01-24,19.1263
2022-01-25,19.2128
2022-01-26,19.1881
2022-01-27,19.2376
2022-01-28,19.2499
2022-01-29,19.2499
2022-01-30,19.2499
2022-01-31,19.3303
2022-02-01,19.3674
2022-02-02,19.4787
2022-02-03,19.4168
2022-02-04,19.4416
2022-02-05,19.4416
2022-02-06,19.4416
2022-02-07,19.5096
2022-02-08,19.5096
2022-02-09,19.5706
2022-02-10,19.639
2022-02-11,19.5085
2022-02-12,19.5085
2022-02-13,19.5085
2022-02-14,19.4961
2022-02-15,19.4339
2022-02-16,19.5582
2022-02-17,19.5023
2022-02-18,19.4836
2022-02-19,19.4836
2022-02-20,19.4836
2022-02-21,19.4836
2022-02-22,19.3594
2022-02-23,19.291
2022-02-24,19.2972
2022-02-25,19.4277
2022-02-26,19.4277
2022-02-27,19.4277
2022-02-28,19.4277
2022-03-01,19.4091
2022-03-02,19.4029
2022-03-03,19.3283
2022-03-04,19.3594
2022-03-05,19.3594
2022-03-06,19.3594
2022-03-07,18.999
2022-03-08,18.9866
2022-03-09,19.0052
2022-03-10,18.9307
2022-03-11,18.8686
2022-03-12,18.8686
2022-03-13,18.8686
2022-03-14,18.7692
2022-03-15,18.8313
2022-03-16,18.8872
2022-03-17,19.0115
2022-03-18,18.9555
2022-03-19,18.9555
2022-03-20,18.9555
2022-03-21,18.999
2022-03-22,19.0798
2022-03-23,18.9866
2022-03-24,18.9618
2022-03-25,19.0177
2022-03-26,19.0177
2022-03-27,19.0177
2022-03-28,19.0736
2022-03-29,19.0674
2022-03-30,19.1109
2022-03-31,21.6556
2022-04-01,21.7033
2022-04-02,21.7033
2022-04-03,21.7033
2022-04-04,21.6352
2022-04-05,21.5875
2022-04-06,21.5125
2022-04-07,21.5398
2022-04-08,21.7033
2022-04-09,21.7033
2022-04-10,21.7033
2022-04-11,21.7306
2022-04-12,21.6624
2022-04-13,21.8397
2022-04-14,21.8124
2022-04-15,21.8124
2022-04-16,21.8124
2022-04-17,21.8124
2022-04-18,21.7102
2022-04-19,21.7511
2022-04-20,21.7102
2022-04-21,21.7033
2022-04-22,21.5943
2022-04-23,21.5943
2022-04-24,21.5943
2022-04-25,21.717
2022-04-26,21.5125
2022-04-27,21.6829
2022-04-28,21.6761
2022-04-29,21.458
2022-04-30,21.458
2022-05-01,21.458
2022-05-02,21.4648
2022-05-03,21.5738
2022-05-04,21.7442
2022-05-05,21.5943
2022-05-06,21.6965
2022-05-07,21.6965
2022-05-08,21.6965
2022-05-09,21.5193
2022-05-10,21.6779
2022-05-11,21.5143
2022-05-12,21.1734
2022-05-13,21.0575
2022-05-14,21.0575
2022-05-15,21.0575
2022-05-16,21.1189
2022-05-17,21.1734
2022-05-18,20.9621
2022-05-19,20.8735
2022-05-20,20.7439
2022-05-21,20.7439
2022-05-22,20.7439
2022-05-23,20.778
2022-05-24,20.5599
2022-05-25,20.7916
2022-05-26,20.8598
2022-05-27,21.0234
2022-05-28,21.0234
2022-05-29,21.0234
2022-05-30,21.0234
2022-05-31,20.928
2022-06-01,20.9621
2022-06-02,20.7712
2022-06-03,20.6621
2022-06-04,20.6621
2022-06-05,20.6621
2022-06-06,20.7167
2022-06-07,20.7303
2022-06-08,20.6758
2022-06-09,20.5667
2022-06-10,20.5599
2022-06-11,20.5599
2022-06-12,20.5599
2022-06-13,20.1576
2022-06-14,20.2258
2022-06-15,20.2326
2022-06-16,20.0145
2022-06-17,20.0281
2022-06-18,20.0281
2022-06-19,20.0281
2022-06-20,20.0281
2022-06-21,20.0349
2022-06-22,20.0008
2022-06-23,19.9258
2022-06-24,20.0554
2022-06-25,20.0554
2022-06-26,20.0554
2022-06-27,20.1304
2022-06-28,20.1167
2022-06-29,20.1304
2022-06-30,24.1033
2022-07-01,24.3222
2022-07-02,24.3222
2022-07-03,24.3222
2022-07-04,24.3222
2022-07-05,24.3456
2022-07-06,24.2753
2022-07-07,24.3769
2022-07-08,24.5332
2022-07-09,24.5332
2022-07-10,24.5332
2022-07-11,24.4238
2022-07-12,24.5411
2022-07-13,24.5254
2022-07-14,24.5176
2022-07-15,24.6505
2022-07-16,24.6505
2022-07-17,24.6505
2022-07-18,24.6661
2022-07-19,24.7521
2022-07-20,24.76
2022-07-21,24.7521
2022-07-22,24.7131
2022-07-23,24.7131
2022-07-24,24.7131
2022-07-25,24.6818
2022-07-26,24.7131
2022-07-27,24.7678
2022-07-28,24.8772
2022-07-29,24.9476
2022-07-30,24.9476
2022-07-31,24.9476
2022-08-01,25.0023
2022-08-02,24.885
2022-08-03,25.0023
2022-08-04,24.9867
2022-08-05,25.057
2022-08-06,25.057
2022-08-07,25.057
2022-08-08,25.1899
2022-08-09,25.1274
2022-08-10,25.057
2022-08-11,25.057
2022-08-12,25.1743
2022-08-13,25.1743
2022-08-14,25.1743
2022-08-15,25.0258
2022-08-16,25.1118
2022-08-17,24.8538
2022-08-18,24.9398
2022-08-19,24.7834
2022-08-20,24.7834
2022-08-21,24.7834
2022-08-22,24.7131
2022-08-23,24.8147
2022-08-24,24.9476
2022-08-25,24.9632
2022-08-26,24.8538
2022-08-27,24.8538
2022-08-28,24.8538
2022-08-29,24.885
2022-08-30,24.674
2022-08-31,24.846
2022-09-01,24.416
2022-09-02,24.4238
2022-09-03,24.4238
2022-09-04,24.4238
2022-09-05,24.4238
2022-09-06,24.4238
2022-09-07,24.5958
2022-09-08,24.6036
2022-09-09,24.7287
2022-09-10,24.7287
2022-09-11,24.7287
2022-09-12,24.7131
2022-09-13,24.5254
2022-09-14,24.5567
2022-09-15,24.588
2022-09-16,24.5567
2022-09-17,24.5567
2022-09-18,24.5567
2022-09-19,24.5254
2022-09-20,24.3144
2022-09-21,24.2518
2022-09-22,24.0016
2022-09-23,23.8609
2022-09-24,23.8609
2022-09-25,23.8609
2022-09-26,23.5795
2022-09-27,23.517
2022-09-28,23.6655
2022-09-29,23.5404
2022-09-30,32.8217
2022-10-01,32.8217
2022-10-02,32.8217
2022-10-03,32.899
2022-10-04,33.6062
2022-10-05,33.4294
2022-10-06,33.1753
2022-10-07,33.2305
2022-10-08,33.2305
2022-10-09,33.2305
2022-10-10,33.2637
2022-10-11,33.0869
2022-10-12,33.2747
2022-10-13,33.5288
2022-10-14,33.4184
2022-10-15,33.4184
2022-10-16,33.4184
2022-10-17,33.4846
2022-10-18,33.562
2022-10-19,33.4515
2022-10-20,33.4404
2022-10-21,33.3521
2022-10-22,33.3521
2022-10-23,33.3521
2022-10-24,33.562
2022-10-25,33.6835
2022-10-26,33.5951
2022-10-27,33.5399
2022-10-28,33.5951
2022-10-29,33.5951
2022-10-30,33.5951
2022-10-31,33.4625
2022-11-01,33.4736
2022-11-02,33.2747
2022-11-03,33.2747
2022-11-04,33.3852
2022-11-05,33.3852
2022-11-06,33.3852
2022-11-07,33.7277
2022-11-08,33.5178
2022-11-09,33.4625
2022-11-10,33.8051
2022-11-11,33.783
2022-11-12,33.783
2022-11-13,33.783
2022-11-14,33.7277
2022-11-15,33.8714
2022-11-16,33.8824
2022-11-17,33.8272
2022-11-18,33.9819
2022-11-19,33.9819
2022-11-20,33.9819
2022-11-21,33.9598
2022-11-22,34.4128
2022-11-23,34.7332
2022-11-24,34.7332
2022-11-25,34.8768
2022-11-26,34.8768
2022-11-27,34.8768
2022-11-28,34.5343
2022-11-29,34.5896
2022-11-30,34.6006
2022-12-01,34.5343
2022-12-02,34.236
2022-12-03,34.236
2022-12-04,34.236
2022-12-05,34.3465
2022-12-06,33.8935
2022-12-07,33.9708
2022-12-08,33.6283
2022-12-09,33.6946
2022-12-10,33.6946
2022-12-11,33.6946
2022-12-12,33.7056
2022-12-13,33.7609
2022-12-14,33.5951
2022-12-15,33.4404
2022-12-16,33.3742
2022-12-17,33.3742
2022-12-18,33.3742
2022-12-19,33.2747
2022-12-20,33.4957
2022-12-21,33.573
2022-12-22,33.4736
2022-12-23,33.7609
2022-12-24,33.7609
2022-12-25,33.7609
2022-12-26,33.7609
2022-12-27,33.6504
2022-12-28,33.5509
2022-12-29,33.7719
2022-12-30,44.1451
2022-12-31,44.1451
2023-01-01,44.1451
2023-01-02,44.1451
2023-01-03,44.1451
2023-01-04,44.2604
2023-01-05,44.1883
2023-01-06,44.1307
2023-01-07,44.1307
2023-01-08,44.1307
2023-01-09,44.39
2023-01-10,44.5341
2023-01-11,45.1535
2023-01-12,45.1103
2023-01-13,44.9663
2023-01-14,44.9663
2023-01-15,44.9663
2023-01-16,44.9663
2023-01-17,44.9951
2023-01-18,44.8798
2023-01-19,44.7358
2023-01-20,44.707
2023-01-21,44.707
2023-01-22,44.707
2023-01-23,44.8078
2023-01-24,44.779
2023-01-25,44.8798
2023-01-26,45.1103
2023-01-27,45.1823
2023-01-28,45.1823
2023-01-29,45.1823
2023-01-30,44.9086
2023-01-31,44.923
2023-02-01,45.2976
2023-02-02,45.2688
2023-02-03,45.0959
2023-02-04,45.0959
2023-02-05,45.0959
2023-02-06,45.0959
2023-02-07,45.4849
2023-02-08,45.2256
2023-02-09,44.7214
2023-02-10,44.9086
2023-02-11,44.9086
2023-02-12,44.9086
2023-02-13,45.0527
2023-02-14,44.9663
2023-02-15,44.8798
2023-02-16,44.8942
2023-02-17,44.8942
2023-02-18,44.8942
2023-02-19,44.8942
2023-02-20,44.8942
2023-02-21,44.7502
2023-02-22,45.2111
2023-02-23,45.2256
2023-02-24,45.1967
2023-02-25,45.1967
2023-02-26,45.1967
2023-02-27,45.3984
2023-02-28,45.4849
2023-03-01,45.3408
2023-03-02,44.8366
2023-03-03,44.9951
2023-03-04,44.9951
2023-03-05,44.9951
2023-03-06,45.0527
2023-03-07,44.923
2023-03-08,44.707
2023-03-09,44.1451
2023-03-10,43.3384
2023-03-11,43.3384
2023-03-12,43.3384
2023-03-13,43.1367
2023-03-14,43.6265
