,APAM US Equity
2020-04-17,6.7296
2020-04-18,6.7296
2020-04-19,6.7296
2020-04-20,6.5838
2020-04-21,6.6554
2020-04-22,6.7461
2020-04-23,6.6966
2020-04-24,6.8809
2020-04-25,6.8809
2020-04-26,6.8809
2020-04-27,7.057
2020-04-28,7.5659
2020-04-29,8.3004
2020-04-30,8.5342
2020-05-01,8.4049
2020-05-02,8.4049
2020-05-03,8.4049
2020-05-04,8.4709
2020-05-05,8.4819
2020-05-06,8.2481
2020-05-07,8.3884
2020-05-08,8.4902
2020-05-09,8.4902
2020-05-10,8.4902
2020-05-11,8.6745
2020-05-12,8.2729
2020-05-13,7.8795
2020-05-14,7.9015
2020-05-15,7.8052
2020-05-16,7.8052
2020-05-17,7.8052
2020-05-18,8.1326
2020-05-19,7.9152
2020-05-20,8.0363
2020-05-21,8.061
2020-05-22,8.1271
2020-05-23,8.1271
2020-05-24,8.1271
2020-05-25,8.1271
2020-05-26,8.5755
2020-05-27,8.834
2020-05-28,8.5507
2020-05-29,8.4049
2020-05-30,8.4049
2020-05-31,8.4049
2020-06-01,8.4489
2020-06-02,8.6855
2020-06-03,9.0899
2020-06-04,8.9798
2020-06-05,9.3677
2020-06-06,9.3677
2020-06-07,9.3677
2020-06-08,9.387
2020-06-09,9.3539
2020-06-10,9.0569
2020-06-11,8.3994
2020-06-12,8.6745
2020-06-13,8.6745
2020-06-14,8.6745
2020-06-15,8.9523
2020-06-16,9.1531
2020-06-17,9.3815
2020-06-18,9.453
2020-06-19,9.431
2020-06-20,9.431
2020-06-21,9.431
2020-06-22,9.5162
2020-06-23,9.585
2020-06-24,9.3787
2020-06-25,9.5603
2020-06-26,8.8808
2020-06-27,8.8808
2020-06-28,8.8808
2020-06-29,9.0761
2020-06-30,9.2724
2020-07-01,9.0244
2020-07-02,9.108
2020-07-03,9.108
2020-07-04,9.108
2020-07-05,9.108
2020-07-06,9.3317
2020-07-07,9.1888
2020-07-08,9.2724
2020-07-09,8.922
2020-07-10,9.3047
2020-07-11,9.3047
2020-07-12,9.3047
2020-07-13,9.3371
2020-07-14,9.5824
2020-07-15,9.8465
2020-07-16,9.7603
2020-07-17,9.7522
2020-07-18,9.7522
2020-07-19,9.7522
2020-07-20,9.7225
2020-07-21,9.8789
2020-07-22,9.8519
2020-07-23,9.8007
2020-07-24,9.5527
2020-07-25,9.5527
2020-07-26,9.5527
2020-07-27,9.7764
2020-07-28,9.7209
2020-07-29,10.1672
2020-07-30,10.2461
2020-07-31,10.2759
2020-08-01,10.2759
2020-08-02,10.2759
2020-08-03,10.6801
2020-08-04,10.6451
2020-08-05,10.9981
2020-08-06,10.9334
2020-08-07,11.149
2020-08-08,11.149
2020-08-09,11.149
2020-08-10,10.9846
2020-08-11,10.9684
2020-08-12,11.0143
2020-08-13,10.9199
2020-08-14,10.7124
2020-08-15,10.7124
2020-08-16,10.7124
2020-08-17,10.9792
2020-08-18,10.9442
2020-08-19,10.9334
2020-08-20,10.672
2020-08-21,10.6478
2020-08-22,10.6478
2020-08-23,10.6478
2020-08-24,10.8175
2020-08-25,10.9011
2020-08-26,10.7798
2020-08-27,10.8876
2020-08-28,11.0169
2020-08-29,11.0169
2020-08-30,11.0169
2020-08-31,10.9442
2020-09-01,11.1759
2020-09-02,11.273
2020-09-03,10.8121
2020-09-04,10.5022
2020-09-05,10.5022
2020-09-06,10.5022
2020-09-07,10.5022
2020-09-08,10.1088
2020-09-09,10.3352
2020-09-10,10.16
2020-09-11,10.4456
2020-09-12,10.4456
2020-09-13,10.4456
2020-09-14,10.575
2020-09-15,10.796
2020-09-16,11.0493
2020-09-17,11.0655
2020-09-18,11.0924
2020-09-19,11.0924
2020-09-20,11.0924
2020-09-21,10.6936
2020-09-22,10.9253
2020-09-23,10.5588
2020-09-24,10.3917
2020-09-25,10.5292
2020-09-26,10.5292
2020-09-27,10.5292
2020-09-28,10.9145
2020-09-29,10.9415
2020-09-30,10.2029
2020-10-01,10.0299
2020-10-02,10.1176
2020-10-03,10.1176
2020-10-04,10.1176
2020-10-05,10.2581
2020-10-06,10.2455
2020-10-07,10.4437
2020-10-08,11.1233
2020-10-09,11.497
2020-10-10,11.497
2020-10-11,11.497
2020-10-12,11.7553
2020-10-13,11.8606
2020-10-14,11.9258
2020-10-15,11.9133
2020-10-16,11.9609
2020-10-17,11.9609
2020-10-18,11.9609
2020-10-19,11.823
2020-10-20,11.8405
2020-10-21,11.3189
2020-10-22,11.3089
2020-10-23,11.2713
2020-10-24,11.2713
2020-10-25,11.2713
2020-10-26,11.1258
2020-10-27,10.875
2020-10-28,10.4637
2020-10-29,10.4587
2020-10-30,10.4712
2020-10-31,10.4712
2020-11-01,10.4712
2020-11-02,10.875
2020-11-03,11.176
2020-11-04,11.201
2020-11-05,11.4468
2020-11-06,11.0982
2020-11-07,11.0982
2020-11-08,11.0982
2020-11-09,11.7101
2020-11-10,12.154
2020-11-11,11.818
2020-11-12,11.5045
2020-11-13,11.4719
2020-11-14,11.4719
2020-11-15,11.4719
2020-11-16,11.8656
2020-11-17,11.8807
2020-11-18,11.7427
2020-11-19,11.813
2020-11-20,11.6625
2020-11-21,11.6625
2020-11-22,11.6625
2020-11-23,11.8004
2020-11-24,12.2418
2020-11-25,11.8807
2020-11-26,11.8807
2020-11-27,11.9559
2020-11-28,11.9559
2020-11-29,11.9559
2020-11-30,11.7101
2020-12-01,11.9584
2020-12-02,12.0637
2020-12-03,12.4625
2020-12-04,12.5904
2020-12-05,12.5904
2020-12-06,12.5904
2020-12-07,12.6581
2020-12-08,12.8487
2020-12-09,12.6581
2020-12-10,12.4023
2020-12-11,12.5402
2020-12-12,12.5402
2020-12-13,12.5402
2020-12-14,12.4525
2020-12-15,12.5879
2020-12-16,13.1321
2020-12-17,12.9114
2020-12-18,12.9816
2020-12-19,12.9816
2020-12-20,12.9816
2020-12-21,12.9415
2020-12-22,12.8688
2020-12-23,12.8838
2020-12-24,12.9365
2020-12-25,12.9365
2020-12-26,12.9365
2020-12-27,12.9365
2020-12-28,12.781
2020-12-29,12.8086
2020-12-30,12.8989
2020-12-31,11.6806
2021-01-01,11.6806
2021-01-02,11.6806
2021-01-03,11.6806
2021-01-04,11.398
2021-01-05,11.6331
2021-01-06,12.524
2021-01-07,12.1012
2021-01-08,11.9677
2021-01-09,11.9677
2021-01-10,11.9677
2021-01-11,12.0605
2021-01-12,12.0378
2021-01-13,12.6031
2021-01-14,12.4426
2021-01-15,12.2232
2021-01-16,12.2232
2021-01-17,12.2232
2021-01-18,12.2232
2021-01-19,12.3205
2021-01-20,12.5782
2021-01-21,12.3453
2021-01-22,12.2346
2021-01-23,12.2346
2021-01-24,12.2346
2021-01-25,12.2459
2021-01-26,12.1305
2021-01-27,11.4907
2021-01-28,12.0537
2021-01-29,11.2419
2021-01-30,11.2419
2021-01-31,11.2419
2021-02-01,11.5902
2021-02-02,11.8027
2021-02-03,11.7569
2021-02-04,12.3896
2021-02-05,12.5951
2021-02-06,12.5951
2021-02-07,12.5951
2021-02-08,12.7037
2021-02-09,12.7914
2021-02-10,12.6252
2021-02-11,12.3642
2021-02-12,12.4427
2021-02-13,12.4427
2021-02-14,12.4427
2021-02-15,12.4427
2021-02-16,12.2095
2021-02-17,11.9924
2021-02-18,11.4405
2021-02-19,11.5514
2021-02-20,11.5514
2021-02-21,11.5514
2021-02-22,11.3805
2021-02-23,10.986
2021-02-24,11.4418
2021-02-25,11.1447
2021-02-26,11.1188
2021-02-27,11.1188
2021-02-28,11.1188
2021-03-01,11.5379
2021-03-02,11.3329
2021-03-03,11.2008
2021-03-04,10.7907
2021-03-05,11.2122
2021-03-06,11.2122
2021-03-07,11.2122
2021-03-08,11.0778
2021-03-09,11.4491
2021-03-10,11.8454
2021-03-11,11.8295
2021-03-12,11.6837
2021-03-13,11.6837
2021-03-14,11.6837
2021-03-15,11.8933
2021-03-16,12.0459
2021-03-17,12.4696
2021-03-18,12.0687
2021-03-19,12.3762
2021-03-20,12.3762
2021-03-21,12.3762
2021-03-22,12.399
2021-03-23,11.9366
2021-03-24,11.9388
2021-03-25,11.9047
2021-03-26,12.3352
2021-03-27,12.3352
2021-03-28,12.3352
2021-03-29,11.8773
2021-03-30,12.0049
2021-03-31,10.4474
2021-04-01,10.517
2021-04-02,10.517
2021-04-03,10.517
2021-04-04,10.517
2021-04-05,10.8925
2021-04-06,10.6084
2021-04-07,10.6143
2021-04-08,10.6084
2021-04-09,10.6839
2021-04-10,10.6839
2021-04-11,10.6839
2021-04-12,10.9124
2021-04-13,10.8627
2021-04-14,10.7991
2021-04-15,11.3397
2021-04-16,11.2681
2021-04-17,11.2681
2021-04-18,11.2681
2021-04-19,10.9641
2021-04-20,10.5984
2021-04-21,10.8289
2021-04-22,10.7574
2021-04-23,11.0038
2021-04-24,11.0038
2021-04-25,11.0038
2021-04-26,11.3079
2021-04-27,10.7554
2021-04-28,10.5269
2021-04-29,10.5666
2021-04-30,10.199
2021-05-01,10.199
2021-05-02,10.199
2021-05-03,10.3858
2021-05-04,10.5189
2021-05-05,10.8906
2021-05-06,11.2781
2021-05-07,11.3039
2021-05-08,11.3039
2021-05-09,11.3039
2021-05-10,11.282
2021-05-11,11.0237
2021-05-12,10.199
2021-05-13,10.2169
2021-05-14,10.4335
2021-05-15,10.4335
2021-05-16,10.4335
2021-05-17,10.2407
2021-05-18,10.0559
2021-05-19,9.9486
2021-05-20,10.1911
2021-05-21,10.2686
2021-05-22,10.2686
2021-05-23,10.2686
2021-05-24,10.2626
2021-05-25,10.0639
2021-05-26,10.1493
2021-05-27,10.2586
2021-05-28,10.2308
2021-05-29,10.2308
2021-05-30,10.2308
2021-05-31,10.2308
2021-06-01,10.35
2021-06-02,10.3083
2021-06-03,10.3361
2021-06-04,10.3341
2021-06-05,10.3341
2021-06-06,10.3341
2021-06-07,10.356
2021-06-08,10.5348
2021-06-09,10.4633
2021-06-10,10.7991
2021-06-11,10.7693
2021-06-12,10.7693
2021-06-13,10.7693
2021-06-14,10.7673
2021-06-15,10.7614
2021-06-16,10.5249
2021-06-17,10.1394
2021-06-18,9.73
2021-06-19,9.73
2021-06-20,9.73
2021-06-21,10.0102
2021-06-22,9.9923
2021-06-23,10.0838
2021-06-24,10.1613
2021-06-25,10.3878
2021-06-26,10.3878
2021-06-27,10.3878
2021-06-28,10.0857
2021-06-29,10.1235
2021-06-30,8.9009
2021-07-01,8.9922
2021-07-02,8.9371
2021-07-03,8.9371
2021-07-04,8.9371
2021-07-05,8.9371
2021-07-06,8.9422
2021-07-07,9.0266
2021-07-08,8.701
2021-07-09,8.9801
2021-07-10,8.9801
2021-07-11,8.9801
2021-07-12,9.0749
2021-07-13,8.8888
2021-07-14,8.863
2021-07-15,8.7786
2021-07-16,8.6787
2021-07-17,8.6787
2021-07-18,8.6787
2021-07-19,8.3651
2021-07-20,8.5822
2021-07-21,8.7975
2021-07-22,8.5753
2021-07-23,8.6166
2021-07-24,8.6166
2021-07-25,8.6166
2021-07-26,8.596
2021-07-27,8.422
2021-07-28,8.2807
2021-07-29,8.4926
2021-07-30,8.4306
2021-07-31,8.4306
2021-08-01,8.4306
2021-08-02,8.5202
2021-08-03,8.6924
2021-08-04,8.6261
2021-08-05,8.8394
2021-08-06,8.9667
2021-08-07,8.9667
2021-08-08,8.9667
2021-08-09,9.0544
2021-08-10,9.1404
2021-08-11,9.2195
2021-08-12,9.1662
2021-08-13,9.1266
2021-08-14,9.1266
2021-08-15,9.1266
2021-08-16,8.977
2021-08-17,8.762
2021-08-18,8.5538
2021-08-19,8.4076
2021-08-20,8.5986
2021-08-21,8.5986
2021-08-22,8.5986
2021-08-23,8.8222
2021-08-24,8.989
2021-08-25,8.9512
2021-08-26,8.8325
2021-08-27,9.1834
2021-08-28,9.1834
2021-08-29,9.1834
2021-08-30,9.0888
2021-08-31,9.0836
2021-09-01,9.0664
2021-09-02,9.1679
2021-09-03,9.1232
2021-09-04,9.1232
2021-09-05,9.1232
2021-09-06,9.1232
2021-09-07,8.8686
2021-09-08,8.8377
2021-09-09,8.8308
2021-09-10,8.7843
2021-09-11,8.7843
2021-09-12,8.7843
2021-09-13,8.9787
2021-09-14,8.8463
2021-09-15,9.0767
2021-09-16,8.9787
2021-09-17,9.0131
2021-09-18,9.0131
2021-09-19,9.0131
2021-09-20,8.6846
2021-09-21,8.5315
2021-09-22,8.7912
2021-09-23,8.9271
2021-09-24,8.9202
2021-09-25,8.9202
2021-09-26,8.9202
2021-09-27,9.1025
2021-09-28,8.8359
2021-09-29,8.7327
2021-09-30,7.6838
2021-10-01,7.7949
2021-10-02,7.7949
2021-10-03,7.7949
2021-10-04,7.5587
2021-10-05,7.7855
2021-10-06,7.7386
2021-10-07,7.7949
2021-10-08,7.8856
2021-10-09,7.8856
2021-10-10,7.8856
2021-10-11,7.6635
2021-10-12,7.26
2021-10-13,7.2537
2021-10-14,7.5008
2021-10-15,7.4195
2021-10-16,7.4195
2021-10-17,7.4195
2021-10-18,7.346
2021-10-19,7.5524
2021-10-20,7.5712
2021-10-21,7.7026
2021-10-22,7.9106
2021-10-23,7.9106
2021-10-24,7.9106
2021-10-25,7.9873
2021-10-26,8.0451
2021-10-27,7.499
2021-10-28,7.6179
2021-10-29,7.7806
2021-10-30,7.7806
2021-10-31,7.7806
2021-11-01,7.7759
2021-11-02,7.8369
2021-11-03,8.023
2021-11-04,7.9088
2021-11-05,7.9104
2021-11-06,7.9104
2021-11-07,7.9104
2021-11-08,8.1685
2021-11-09,8.1028
2021-11-10,7.9464
2021-11-11,8.0058
2021-11-12,8.0246
2021-11-13,8.0246
2021-11-14,8.0246
2021-11-15,7.8556
2021-11-16,7.8525
2021-11-17,7.7884
2021-11-18,7.7352
2021-11-19,7.7071
2021-11-20,7.7071
2021-11-21,7.7071
2021-11-22,7.6304
2021-11-23,7.7587
2021-11-24,7.7039
2021-11-25,7.7039
2021-11-26,7.4318
2021-11-27,7.4318
2021-11-28,7.4318
2021-11-29,7.4552
2021-11-30,7.0283
2021-12-01,6.7796
2021-12-02,7.1377
2021-12-03,6.9141
2021-12-04,6.9141
2021-12-05,6.9141
2021-12-06,6.997
2021-12-07,7.1737
2021-12-08,7.1941
2021-12-09,7.0986
2021-12-10,7.0126
2021-12-11,7.0126
2021-12-12,7.0126
2021-12-13,6.9501
2021-12-14,7.1284
2021-12-15,7.1847
2021-12-16,7.3411
2021-12-17,7.1878
2021-12-18,7.1878
2021-12-19,7.1878
2021-12-20,7.0017
2021-12-21,7.1784
2021-12-22,7.1377
2021-12-23,7.3755
2021-12-24,7.3755
2021-12-25,7.3755
2021-12-26,7.3755
2021-12-27,7.5694
2021-12-28,7.5225
2021-12-29,7.485
2021-12-30,7.4599
2021-12-31,7.3346
2022-01-01,7.3346
2022-01-02,7.3346
2022-01-03,7.3316
2022-01-04,7.3107
2022-01-05,7.1615
2022-01-06,7.2615
2022-01-07,7.2227
2022-01-08,7.2227
2022-01-09,7.2227
2022-01-10,7.1108
2022-01-11,7.3078
2022-01-12,7.1227
2022-01-13,7.1272
2022-01-14,7.075
2022-01-15,7.075
2022-01-16,7.075
2022-01-17,7.075
2022-01-18,6.8825
2022-01-19,6.8272
2022-01-20,6.6959
2022-01-21,6.5273
2022-01-22,6.5273
2022-01-23,6.5273
2022-01-24,6.5258
2022-01-25,6.493
2022-01-26,6.4064
2022-01-27,6.384
2022-01-28,6.4378
2022-01-29,6.4378
2022-01-30,6.4378
2022-01-31,6.6735
2022-02-01,6.687
2022-02-02,6.4855
2022-02-03,6.3945
2022-02-04,6.4139
2022-02-05,6.4139
2022-02-06,6.4139
2022-02-07,6.478
2022-02-08,6.5452
2022-02-09,6.6392
2022-02-10,6.4766
2022-02-11,6.1363
2022-02-12,6.1363
2022-02-13,6.1363
2022-02-14,6.0766
2022-02-15,6.1915
2022-02-16,6.2602
2022-02-17,5.9647
2022-02-18,6.0319
2022-02-19,6.0319
2022-02-20,6.0319
2022-02-21,6.0319
2022-02-22,6.0135
2022-02-23,5.7425
2022-02-24,5.7172
2022-02-25,5.9539
2022-02-26,5.9539
2022-02-27,5.9539
2022-02-28,5.8988
2022-03-01,5.7142
2022-03-02,5.9256
2022-03-03,5.8244
2022-03-04,5.7113
2022-03-05,5.7113
2022-03-06,5.7113
2022-03-07,5.3718
2022-03-08,5.3168
2022-03-09,5.5579
2022-03-10,5.6487
2022-03-11,5.5535
2022-03-12,5.5535
2022-03-13,5.5535
2022-03-14,5.6353
2022-03-15,5.6428
2022-03-16,5.8572
2022-03-17,5.9643
2022-03-18,5.9748
2022-03-19,5.9748
2022-03-20,5.9748
2022-03-21,5.8869
2022-03-22,5.9361
2022-03-23,5.8021
2022-03-24,5.942
2022-03-25,5.9495
2022-03-26,5.9495
2022-03-27,5.9495
2022-03-28,5.9569
2022-03-29,6.1579
2022-03-30,6.1698
2022-03-31,6.286
2022-04-01,6.3212
2022-04-02,6.3212
2022-04-03,6.3212
2022-04-04,6.3059
2022-04-05,6.214
2022-04-06,6.0425
2022-04-07,6.1237
2022-04-08,6.1374
2022-04-09,6.1374
2022-04-10,6.1374
2022-04-11,6.1099
2022-04-12,6.0394
2022-04-13,6.0073
2022-04-14,5.972
2022-04-15,5.972
2022-04-16,5.972
2022-04-17,5.972
2022-04-18,5.9084
2022-04-19,6.2394
2022-04-20,6.2255
2022-04-21,6.1342
2022-04-22,5.9548
2022-04-23,5.9548
2022-04-24,5.9548
2022-04-25,6.0368
2022-04-26,5.797
2022-04-27,5.4799
2022-04-28,5.4567
2022-04-29,5.2309
2022-04-30,5.2309
2022-05-01,5.2309
2022-05-02,5.449
2022-05-03,5.4876
2022-05-04,5.7506
2022-05-05,5.5356
2022-05-06,5.4969
2022-05-07,5.4969
2022-05-08,5.4969
2022-05-09,5.5449
2022-05-10,5.4258
2022-05-11,5.3252
2022-05-12,5.5031
2022-05-13,5.7166
2022-05-14,5.7166
2022-05-15,5.7166
2022-05-16,5.6006
2022-05-17,5.8542
2022-05-18,5.715
2022-05-19,5.7444
2022-05-20,5.7599
2022-05-21,5.7599
2022-05-22,5.7599
2022-05-23,5.7924
2022-05-24,5.7862
2022-05-25,5.8898
2022-05-26,6.0584
2022-05-27,6.2379
2022-05-28,6.2379
2022-05-29,6.2379
2022-05-30,6.2379
2022-05-31,6.2007
2022-06-01,6.1636
2022-06-02,6.3075
2022-06-03,6.2533
2022-06-04,6.2533
2022-06-05,6.2533
2022-06-06,6.2874
2022-06-07,6.3121
2022-06-08,6.2564
2022-06-09,6.1621
2022-06-10,5.8542
2022-06-11,5.8542
2022-06-12,5.8542
2022-06-13,5.6377
2022-06-14,5.6671
2022-06-15,5.7197
2022-06-16,5.5217
2022-06-17,5.5959
2022-06-18,5.5959
2022-06-19,5.5959
2022-06-20,5.5959
2022-06-21,5.7506
2022-06-22,5.7073
2022-06-23,5.8511
2022-06-24,6.1033
2022-06-25,6.1033
2022-06-26,6.1033
2022-06-27,6.1172
2022-06-28,6.0089
2022-06-29,5.6702
2022-06-30,6.4552
2022-07-01,6.5117
2022-07-02,6.5117
2022-07-03,6.5117
2022-07-04,6.5117
2022-07-05,6.7512
2022-07-06,6.6606
2022-07-07,6.7666
2022-07-08,6.6623
2022-07-09,6.6623
2022-07-10,6.6623
2022-07-11,6.5682
2022-07-12,6.5664
2022-07-13,6.4398
2022-07-14,6.3834
2022-07-15,6.4843
2022-07-16,6.4843
2022-07-17,6.4843
2022-07-18,6.3765
2022-07-19,6.6195
2022-07-20,6.7444
2022-07-21,6.8077
2022-07-22,6.7735
2022-07-23,6.7735
2022-07-24,6.7735
2022-07-25,6.8539
2022-07-26,6.7649
2022-07-27,6.936
2022-07-28,7.1123
2022-07-29,7.1722
2022-07-30,7.1722
2022-07-31,7.1722
2022-08-01,7.3022
2022-08-02,7.2201
2022-08-03,6.9651
2022-08-04,6.9334
2022-08-05,6.7469
2022-08-06,6.7469
2022-08-07,6.7469
2022-08-08,6.8222
2022-08-09,6.6699
2022-08-10,6.8786
2022-08-11,6.9334
2022-08-12,7.0942
2022-08-13,7.0942
2022-08-14,7.0942
2022-08-15,6.9898
2022-08-16,6.8632
2022-08-17,6.8188
2022-08-18,6.8376
2022-08-19,6.5536
2022-08-20,6.5536
2022-08-21,6.5536
2022-08-22,6.4407
2022-08-23,6.4201
2022-08-24,6.3876
2022-08-25,6.4663
2022-08-26,6.297
2022-08-27,6.297
2022-08-28,6.297
2022-08-29,6.1943
2022-08-30,6.2046
2022-08-31,6.1447
2022-09-01,6.0951
2022-09-02,5.9479
2022-09-03,5.9479
2022-09-04,5.9479
2022-09-05,5.9479
2022-09-06,5.9702
2022-09-07,6.013
2022-09-08,6.1259
2022-09-09,6.1601
2022-09-10,6.1601
2022-09-11,6.1601
2022-09-12,6.2473
2022-09-13,5.9497
2022-09-14,5.8983
2022-09-15,5.8453
2022-09-16,5.8162
2022-09-17,5.8162
2022-09-18,5.8162
2022-09-19,5.8949
2022-09-20,5.7683
2022-09-21,5.7153
2022-09-22,5.5647
2022-09-23,5.4176
2022-09-24,5.4176
2022-09-25,5.4176
2022-09-26,5.3765
2022-09-27,5.2414
2022-09-28,5.3269
2022-09-29,5.137
2022-09-30,5.7204
2022-10-01,5.7204
2022-10-02,5.7204
2022-10-03,5.7759
2022-10-04,6.0001
2022-10-05,5.9584
2022-10-06,5.8751
2022-10-07,5.7442
2022-10-08,5.7442
2022-10-09,5.7442
2022-10-10,5.6688
2022-10-11,5.649
2022-10-12,5.6589
2022-10-13,5.7561
2022-10-14,5.6569
2022-10-15,5.6569
2022-10-16,5.6569
2022-10-17,5.7958
2022-10-18,5.8077
2022-10-19,5.6966
2022-10-20,5.5299
2022-10-21,5.6767
2022-10-22,5.6767
2022-10-23,5.6767
2022-10-24,5.8335
2022-10-25,5.9426
2022-10-26,5.9565
2022-10-27,6.0021
2022-10-28,6.1588
2022-10-29,6.1588
2022-10-30,6.1588
2022-10-31,6.0338
2022-11-01,6.141
2022-11-02,6.141
2022-11-03,5.9952
2022-11-04,6.2114
2022-11-05,6.2114
2022-11-06,6.2114
2022-11-07,6.4156
2022-11-08,6.4553
2022-11-09,6.3343
2022-11-10,6.9829
2022-11-11,7.2447
2022-11-12,7.2447
2022-11-13,7.2447
2022-11-14,7.0325
2022-11-15,7.0345
2022-11-16,7.0603
2022-11-17,7.0662
2022-11-18,7.1297
2022-11-19,7.1297
2022-11-20,7.1297
2022-11-21,7.0801
2022-11-22,7.1277
2022-11-23,7.0861
2022-11-24,7.0861
2022-11-25,7.0761
2022-11-26,7.0761
2022-11-27,7.0761
2022-11-28,6.9928
2022-11-29,7.0444
2022-11-30,7.2586
2022-12-01,7.3142
2022-12-02,7.3697
2022-12-03,7.3697
2022-12-04,7.3697
2022-12-05,7.2586
2022-12-06,7.1535
2022-12-07,7.1932
2022-12-08,7.2467
2022-12-09,7.2428
2022-12-10,7.2428
2022-12-11,7.2428
2022-12-12,6.9254
2022-12-13,7.0226
2022-12-14,6.9254
2022-12-15,6.7747
2022-12-16,6.5862
2022-12-17,6.5862
2022-12-18,6.5862
2022-12-19,6.4831
2022-12-20,6.4791
2022-12-21,6.5783
2022-12-22,6.4216
2022-12-23,6.489
2022-12-24,6.489
2022-12-25,6.489
2022-12-26,6.489
2022-12-27,6.4454
2022-12-28,6.2213
2022-12-29,6.3284
2022-12-30,8.0579
2022-12-31,8.0579
2023-01-01,8.0579
2023-01-02,8.0579
2023-01-03,8.3103
2023-01-04,8.5461
2023-01-05,8.4866
2023-01-06,8.7367
2023-01-07,8.7367
2023-01-08,8.7367
2023-01-09,8.9034
2023-01-10,9.2011
2023-01-11,9.3202
2023-01-12,9.1558
2023-01-13,9.2701
2023-01-14,9.2701
2023-01-15,9.2701
2023-01-16,9.2701
2023-01-17,9.2725
2023-01-18,9.2987
2023-01-19,9.3225
2023-01-20,9.4178
2023-01-21,9.4178
2023-01-22,9.4178
2023-01-23,9.5226
2023-01-24,9.4083
2023-01-25,9.3392
2023-01-26,9.4607
2023-01-27,9.5821
2023-01-28,9.5821
2023-01-29,9.5821
2023-01-30,9.544
2023-01-31,9.7536
2023-02-01,9.8298
2023-02-02,10.0418
2023-02-03,9.9084
2023-02-04,9.9084
2023-02-05,9.9084
2023-02-06,9.7941
2023-02-07,9.887
2023-02-08,9.6679
2023-02-09,9.5297
2023-02-10,9.5583
2023-02-11,9.5583
2023-02-12,9.5583
2023-02-13,9.6012
2023-02-14,9.5559
2023-02-15,9.5798
2023-02-16,9.5655
2023-02-17,9.4321
2023-02-18,9.4321
2023-02-19,9.4321
2023-02-20,9.4321
2023-02-21,9.1415
2023-02-22,8.9963
2023-02-23,8.9629
2023-02-24,8.7724
2023-02-25,8.7724
2023-02-26,8.7724
2023-02-27,8.6914
2023-02-28,8.8222
2023-03-01,8.8816
2023-03-02,8.8745
2023-03-03,8.9648
2023-03-04,8.9648
2023-03-05,8.9648
2023-03-06,8.777
2023-03-07,8.4703
2023-03-08,8.594
2023-03-09,8.4585
2023-03-10,8.1518
2023-03-11,8.1518
2023-03-12,8.1518
2023-03-13,8.0757
2023-03-14,8.1875
2023-03-15,8.0377
2023-03-16,8.1256
2023-03-17,8.0044
2023-03-18,8.0044
