,PAYX US Equity
2023-03-17,19.2903
2023-03-18,19.2903
2023-03-19,19.2903
2023-03-20,19.6866
2023-03-21,19.7943
2023-03-22,19.2063
2023-03-23,19.3542
2023-03-24,19.5295
2023-03-25,19.5295
2023-03-26,19.5295
2023-03-27,19.5734
2023-03-28,19.5551
2023-03-29,20.8426
2023-03-30,20.3903
2023-03-31,20.5821
2023-04-01,20.5821
2023-04-02,20.5821
2023-04-03,19.9867
2023-04-04,19.7255
2023-04-05,19.53
2023-04-06,19.5684
2023-04-07,19.5684
2023-04-08,19.5684
2023-04-09,19.5684
2023-04-10,19.6159
2023-04-11,19.6305
2023-04-12,19.4533
2023-04-13,19.6067
2023-04-14,19.3638
2023-04-15,19.3638
2023-04-16,19.3638
2023-04-17,19.6652
2023-04-18,19.6159
2023-04-19,19.7017
2023-04-20,19.5739
2023-04-21,19.6561
2023-04-22,19.6561
2023-04-23,19.6561
2023-04-24,19.9063
2023-04-25,19.3693
2023-04-26,18.8981
2023-04-27,19.3492
2023-04-28,19.7182
2023-04-29,19.7182
2023-04-30,19.7182
2023-05-01,19.7565
2023-05-02,19.3054
2023-05-03,19.3182
2023-05-04,19.2323
2023-05-05,19.3474
2023-05-06,19.3474
2023-05-07,19.3474
2023-05-08,19.0734
2023-05-09,19.2415
2023-05-10,19.4917
2023-05-11,19.1246
2023-05-12,19.1757
2023-05-13,19.1757
2023-05-14,19.1757
2023-05-15,19.4095
2023-05-16,19.0241
2023-05-17,19.2524
2023-05-18,19.5172
2023-05-19,19.3985
2023-05-20,19.3985
2023-05-21,19.3985
2023-05-22,19.7419
2023-05-23,19.5337
2023-05-24,19.4387
2023-05-25,19.3565
2023-05-26,19.4095
2023-05-27,19.4095
2023-05-28,19.4095
2023-05-29,19.4095
2023-05-30,19.2579
2023-05-31,18.2572
2023-06-01,18.6598
2023-06-02,19.2006
2023-06-03,19.2006
2023-06-04,19.2006
2023-06-05,19.4488
2023-06-06,19.4063
2023-06-07,19.4949
2023-06-08,19.3265
2023-06-09,19.4559
2023-06-10,19.4559
2023-06-11,19.4559
2023-06-12,19.7042
2023-06-13,19.7786
2023-06-14,19.4293
2023-06-15,19.7432
2023-06-16,19.7928
2023-06-17,19.7928
2023-06-18,19.7928
2023-06-19,19.7928
2023-06-20,19.5534
2023-06-21,19.6634
2023-06-22,19.3814
2023-06-23,18.869
2023-06-24,18.869
2023-06-25,18.869
2023-06-26,19.2715
2023-06-27,19.346
2023-06-28,19.2821
2023-06-29,19.037
2023-06-30,19.4874
2023-07-01,19.4874
2023-07-02,19.4874
2023-07-03,19.4164
2023-07-04,19.4164
2023-07-05,19.6664
2023-07-06,19.8154
2023-07-07,19.7657
2023-07-08,19.7657
2023-07-09,19.7657
2023-07-10,20.3048
2023-07-11,20.5991
2023-07-12,20.6736
2023-07-13,21.0229
2023-07-14,21.0841
2023-07-15,21.0841
2023-07-16,21.0841
2023-07-17,21.1143
2023-07-18,21.32
2023-07-19,21.5186
2023-07-20,21.6144
2023-07-21,21.5364
2023-07-22,21.5364
2023-07-23,21.5364
2023-07-24,21.8627
2023-07-25,21.8219
2023-07-26,22.306
2023-07-27,22.1819
2023-07-28,22.0879
2023-07-29,22.0879
2023-07-30,22.0879
2023-07-31,21.9017
2023-08-01,21.962
2023-08-02,21.7101
2023-08-03,21.7598
2023-08-04,21.4619
2023-08-05,21.4619
2023-08-06,21.4619
2023-08-07,21.8307
2023-08-08,21.6232
2023-08-09,21.6463
2023-08-10,21.6951
2023-08-11,21.9034
2023-08-12,21.9034
2023-08-13,21.9034
2023-08-14,21.8165
2023-08-15,21.5683
2023-08-16,21.375
2023-08-17,21.109
2023-08-18,21.0168
2023-08-19,21.0168
2023-08-20,21.0168
2023-08-21,21.0327
2023-08-22,20.8341
2023-08-23,21.2189
2023-08-24,21.0664
2023-08-25,21.2633
2023-08-26,21.2633
2023-08-27,21.2633
2023-08-28,21.3218
2023-08-29,21.2828
2023-08-30,21.3803
2023-08-31,20.853
2023-09-01,20.9097
2023-09-02,20.9097
2023-09-03,20.9097
2023-09-04,20.9097
2023-09-05,20.7304
2023-09-06,20.5563
2023-09-07,20.525
2023-09-08,20.5859
2023-09-09,20.5859
2023-09-10,20.5859
2023-09-11,20.4727
2023-09-12,20.4501
2023-09-13,20.37
2023-09-14,20.3074
2023-09-15,19.7904
2023-09-16,19.7904
2023-09-17,19.7904
2023-09-18,19.8495
2023-09-19,19.8217
2023-09-20,19.7346
2023-09-21,19.3273
2023-09-22,19.2646
2023-09-23,19.2646
2023-09-24,19.2646
2023-09-25,19.5083
2023-09-26,19.2246
2023-09-27,19.8953
2023-09-28,20.0034
2023-09-29,19.6916
2023-09-30,19.6916
2023-10-01,19.6916
2023-10-02,19.4216
2023-10-03,19.5017
2023-10-04,19.6829
2023-10-05,19.6115
2023-10-06,20.0522
2023-10-07,20.0522
2023-10-08,20.0522
2023-10-09,20.3587
2023-10-10,20.2316
2023-10-11,20.2716
2023-10-12,20.2542
2023-10-13,20.1532
2023-10-14,20.1532
2023-10-15,20.1532
2023-10-16,20.2838
2023-10-17,20.3553
2023-10-18,20.2037
2023-10-19,20.1898
2023-10-20,19.8083
2023-10-21,19.8083
2023-10-22,19.8083
2023-10-23,19.918
2023-10-24,20.0034
2023-10-25,19.1446
2023-10-26,19.068
2023-10-27,18.6883
2023-10-28,18.6883
2023-10-29,18.6883
2023-10-30,18.8625
2023-10-31,18.9461
2023-11-01,18.5646
2023-11-02,19.1934
2023-11-03,18.8433
2023-11-04,18.8433
2023-11-05,18.8433
2023-11-06,19.0227
2023-11-07,19.2039
2023-11-08,19.4686
2023-11-09,19.4634
2023-11-10,19.709
2023-11-11,19.709
2023-11-12,19.709
2023-11-13,19.5435
2023-11-14,19.8536
2023-11-15,20.0069
2023-11-16,19.8937
2023-11-17,20.0731
2023-11-18,20.0731
2023-11-19,20.0731
2023-11-20,20.2908
2023-11-21,20.2194
2023-11-22,20.3222
2023-11-23,20.3222
2023-11-24,20.2438
2023-11-25,20.2438
2023-11-26,20.2438
2023-11-27,20.3222
2023-11-28,20.4319
2023-11-29,20.7054
2023-11-30,20.6517
2023-12-01,20.9859
2023-12-02,20.9859
2023-12-03,20.9859
2023-12-04,21.0304
2023-12-05,20.835
2023-12-06,21.0716
2023-12-07,21.1418
2023-12-08,21.003
2023-12-09,21.003
2023-12-10,21.003
2023-12-11,21.2052
2023-12-12,21.4383
2023-12-13,21.7057
2023-12-14,21.4846
2023-12-15,21.4863
2023-12-16,21.4863
2023-12-17,21.4863
2023-12-18,21.6406
2023-12-19,21.8205
2023-12-20,21.6611
2023-12-21,20.0459
2023-12-22,20.2098
2023-12-23,20.2098
2023-12-24,20.2098
2023-12-25,20.2098
2023-12-26,20.2645
2023-12-27,20.075
2023-12-28,20.1484
2023-12-29,20.0818
2023-12-30,20.0818
2023-12-31,20.0818
2024-01-01,20.0818
2024-01-02,19.8701
2024-01-03,19.6943
2024-01-04,19.8667
2024-01-05,19.8889
2024-01-06,19.8889
2024-01-07,19.8889
2024-01-08,20.1432
2024-01-09,20.0067
2024-01-10,20.0442
2024-01-11,20.0869
2024-01-12,20.1859
2024-01-13,20.1859
2024-01-14,20.1859
2024-01-15,20.1859
2024-01-16,20.2013
2024-01-17,20.2525
2024-01-18,20.2969
2024-01-19,20.5905
2024-01-20,20.5905
2024-01-21,20.5905
2024-01-22,20.71
2024-01-23,20.7151
2024-01-24,20.5564
2024-01-25,20.4061
2024-01-26,20.3942
2024-01-27,20.3942
2024-01-28,20.3942
2024-01-29,20.4659
2024-01-30,20.6469
2024-01-31,20.5291
2024-02-01,20.4215
2024-02-02,20.5359
2024-02-03,20.5359
2024-02-04,20.5359
2024-02-05,20.2149
2024-02-06,20.6076
2024-02-07,20.5922
2024-02-08,20.7032
2024-02-09,20.751
2024-02-10,20.751
2024-02-11,20.751
2024-02-12,20.5922
2024-02-13,20.471
2024-02-14,20.6127
2024-02-15,20.71
2024-02-16,20.8107
2024-02-17,20.8107
2024-02-18,20.8107
2024-02-19,20.8107
2024-02-20,21.0002
2024-02-21,20.8193
2024-02-22,21.0378
2024-02-23,21.0259
2024-02-24,21.0259
2024-02-25,21.0259
2024-02-26,20.809
2024-02-27,20.7288
2024-02-28,20.6452
2024-02-29,20.1622
2024-03-01,20.0968
2024-03-02,20.0968
2024-03-03,20.0968
2024-03-04,20.1152
2024-03-05,19.7614
2024-03-06,19.8452
2024-03-07,19.9123
2024-03-08,19.8603
2024-03-09,19.8603
2024-03-10,19.8603
2024-03-11,19.9978
2024-03-12,20.1672
2024-03-13,20.08
2024-03-14,19.9861
2024-03-15,19.7697
2024-03-16,19.7697
2024-03-17,19.7697
2024-03-18,19.8133
2024-03-19,19.8972
2024-03-20,20.2259
2024-03-21,20.1135
2024-03-22,19.8637
2024-03-23,19.8637
2024-03-24,19.8637
2024-03-25,19.5484
2024-03-26,19.6524
2024-03-27,19.9794
2024-03-28,20.1924
2024-03-29,20.1924
2024-03-30,20.1924
2024-03-31,20.1924
2024-04-01,19.9945
2024-04-02,20.0797
2024-04-03,19.7743
2024-04-04,19.729
2024-04-05,20.13
2024-04-06,20.13
2024-04-07,20.13
2024-04-08,20.3766
