,INTC US Equity
2020-04-06,10.6569
2020-04-07,10.6518
2020-04-08,10.7515
2020-04-09,10.4352
2020-04-10,10.4352
2020-04-11,10.4352
2020-04-12,10.4352
2020-04-13,10.7034
2020-04-14,11.0403
2020-04-15,10.7326
2020-04-16,11.0627
2020-04-17,10.9887
2020-04-18,10.9887
2020-04-19,10.9887
2020-04-20,10.7859
2020-04-21,10.3011
2020-04-22,10.944
2020-04-23,10.7618
2020-04-24,10.6889
2020-04-25,10.6889
2020-04-26,10.6889
2020-04-27,10.7246
2020-04-28,10.6022
2020-04-29,11.1208
2020-04-30,10.8113
2020-05-01,10.3845
2020-05-02,10.3845
2020-05-03,10.3845
2020-05-04,10.4729
2020-05-05,10.6022
2020-05-06,10.6753
2020-05-07,10.6736
2020-05-08,10.7586
2020-05-09,10.7586
2020-05-10,10.7586
2020-05-11,10.8368
2020-05-12,10.541
2020-05-13,10.4304
2020-05-14,10.6583
2020-05-15,10.5223
2020-05-16,10.5223
2020-05-17,10.5223
2020-05-18,10.8011
2020-05-19,10.864
2020-05-20,11.3419
2020-05-21,11.1514
2020-05-22,11.1982
2020-05-23,11.1982
2020-05-24,11.1982
2020-05-25,11.1982
2020-05-26,11.2126
2020-05-27,11.4201
2020-05-28,11.1038
2020-05-29,11.313
2020-05-30,11.313
2020-05-31,11.313
2020-06-01,11.131
2020-06-02,11.1752
2020-06-03,11.1429
2020-06-04,11.3198
2020-06-05,11.5527
2020-06-06,11.5527
2020-06-07,11.5527
2020-06-08,11.4388
2020-06-09,11.3317
2020-06-10,11.4728
2020-06-11,10.7637
2020-06-12,10.7008
2020-06-13,10.7008
2020-06-14,10.7008
2020-06-15,10.8317
2020-06-16,10.8828
2020-06-17,10.8981
2020-06-18,10.8283
2020-06-19,10.7501
2020-06-20,10.7501
2020-06-21,10.7501
2020-06-22,10.83
2020-06-23,10.8011
2020-06-24,10.66
2020-06-25,10.5614
2020-06-26,9.7035
2020-06-27,9.7035
2020-06-28,9.7035
2020-06-29,9.8289
2020-06-30,10.0832
2020-07-01,9.917
2020-07-02,9.9691
2020-07-03,9.9691
2020-07-04,9.9691
2020-07-05,9.9691
2020-07-06,10.0359
2020-07-07,9.8355
2020-07-08,9.8844
2020-07-09,9.8534
2020-07-10,10.0343
2020-07-11,10.0343
2020-07-12,10.0343
2020-07-13,9.8795
2020-07-14,9.9447
2020-07-15,9.9528
2020-07-16,9.9707
2020-07-17,10.1109
2020-07-18,10.1109
2020-07-19,10.1109
2020-07-20,10.2983
2020-07-21,10.225
2020-07-22,10.282
2020-07-23,10.1761
2020-07-24,8.6143
2020-07-25,8.6143
2020-07-26,8.6143
2020-07-27,8.4473
2020-07-28,8.3933
2020-07-29,8.2017
2020-07-30,8.1886
2020-07-31,8.1461
2020-08-01,8.1461
2020-08-02,8.1461
2020-08-03,8.2394
2020-08-04,8.3753
2020-08-05,8.3409
2020-08-06,8.2836
2020-08-07,8.1952
2020-08-08,8.1952
2020-08-09,8.1952
2020-08-10,8.39
2020-08-11,8.2214
2020-08-12,8.3851
2020-08-13,8.2819
2020-08-14,8.336
2020-08-15,8.336
2020-08-16,8.336
2020-08-17,8.3425
2020-08-18,8.2967
2020-08-19,8.2443
2020-08-20,8.3818
2020-08-21,8.3998
2020-08-22,8.3998
2020-08-23,8.3998
2020-08-24,8.3769
2020-08-25,8.4244
2020-08-26,8.444
2020-08-27,8.4195
2020-08-28,8.5881
2020-08-29,8.5881
2020-08-30,8.5881
2020-08-31,8.6732
2020-09-01,8.647
2020-09-02,8.886
2020-09-03,8.5815
2020-09-04,8.5308
2020-09-05,8.5308
2020-09-06,8.5308
2020-09-07,8.5308
2020-09-08,8.3392
2020-09-09,8.4555
2020-09-10,8.3474
2020-09-11,8.3998
2020-09-12,8.3998
2020-09-13,8.3998
2020-09-14,8.4211
2020-09-15,8.5177
2020-09-16,8.5783
2020-09-17,8.5701
2020-09-18,8.4997
2020-09-19,8.4997
2020-09-20,8.4997
2020-09-21,8.4718
2020-09-22,8.5095
2020-09-23,8.3245
2020-09-24,8.3802
2020-09-25,9.2321
2020-09-26,9.2321
2020-09-27,9.2321
2020-09-28,9.4898
2020-09-29,9.4483
2020-09-30,9.5503
2020-10-01,9.6299
2020-10-02,9.4171
2020-10-03,9.4171
2020-10-04,9.4171
2020-10-05,9.5347
2020-10-06,9.4794
2020-10-07,9.7042
2020-10-08,9.8253
2020-10-09,9.7302
2020-10-10,9.7302
2020-10-11,9.7302
2020-10-12,9.9135
2020-10-13,9.9048
2020-10-14,9.8564
2020-10-15,9.9083
2020-10-16,9.9619
2020-10-17,9.9619
2020-10-18,9.9619
2020-10-19,10.0346
2020-10-20,9.8357
2020-10-21,9.8478
2020-10-22,9.9169
2020-10-23,8.6273
2020-10-24,8.6273
2020-10-25,8.6273
2020-10-26,8.3807
2020-10-27,8.2007
2020-10-28,7.9691
2020-10-29,7.9457
2020-10-30,7.9741
2020-10-31,7.9741
2020-11-01,7.9741
2020-11-02,8.0041
2020-11-03,8.0691
2020-11-04,8.2107
2020-11-05,8.2074
2020-11-06,8.1591
2020-11-07,8.1591
2020-11-08,8.1591
2020-11-09,8.194
2020-11-10,8.1674
2020-11-11,8.319
2020-11-12,8.0857
2020-11-13,8.1707
2020-11-14,8.1707
2020-11-15,8.1707
2020-11-16,8.2924
2020-11-17,8.1824
2020-11-18,8.1041
2020-11-19,8.1974
2020-11-20,8.1591
2020-11-21,8.1591
2020-11-22,8.1591
2020-11-23,8.2707
2020-11-24,8.429
2020-11-25,8.4357
2020-11-26,8.4357
2020-11-27,8.5023
2020-11-28,8.5023
2020-11-29,8.5023
2020-11-30,8.6523
2020-12-01,8.854
2020-12-02,8.9106
2020-12-03,9.0923
2020-12-04,9.2581
2020-12-05,9.2581
2020-12-06,9.2581
2020-12-07,8.9606
2020-12-08,9.0423
2020-12-09,8.939
2020-12-10,8.9706
2020-12-11,8.8823
2020-12-12,8.8823
2020-12-13,8.8823
2020-12-14,9.0056
2020-12-15,9.0381
2020-12-16,9.1139
2020-12-17,9.0356
2020-12-18,8.504
2020-12-19,8.504
2020-12-20,8.504
2020-12-21,8.3207
2020-12-22,8.289
2020-12-23,8.3557
2020-12-24,8.4793
2020-12-25,8.4793
2020-12-26,8.4793
2020-12-27,8.4793
2020-12-28,8.4793
2020-12-29,8.8809
2020-12-30,8.7701
2020-12-31,8.9553
2021-01-01,8.9553
2021-01-02,8.9553
2021-01-03,8.9553
2021-01-04,8.9293
2021-01-05,9.092
2021-01-06,9.1768
2021-01-07,9.3655
2021-01-08,9.272
2021-01-09,9.272
2021-01-10,9.272
2021-01-11,9.253
2021-01-12,9.5472
2021-01-13,10.1893
2021-01-14,10.5874
2021-01-15,10.2983
2021-01-16,10.2983
2021-01-17,10.2983
2021-01-18,10.2983
2021-01-19,10.3693
2021-01-20,10.487
2021-01-21,11.048
2021-01-22,10.0554
2021-01-23,10.0554
2021-01-24,10.0554
2021-01-25,9.846
2021-01-26,9.8065
2021-01-27,9.5286
2021-01-28,9.9533
2021-01-29,9.858
2021-01-30,9.858
2021-01-31,9.858
2021-02-01,10.0605
2021-02-02,10.2853
2021-02-03,10.2304
2021-02-04,10.4208
2021-02-05,10.3162
2021-02-06,10.3162
2021-02-07,10.3162
2021-02-08,10.4843
2021-02-09,10.4191
2021-02-10,10.4329
2021-02-11,10.7417
2021-02-12,10.9391
2021-02-13,10.9391
2021-02-14,10.9391
2021-02-15,10.9391
2021-02-16,11.0523
2021-02-17,10.9459
2021-02-18,10.9047
2021-02-19,11.145
2021-02-20,11.145
2021-02-21,11.145
2021-02-22,10.7503
2021-02-23,10.8207
2021-02-24,11.1759
2021-02-25,10.6971
2021-02-26,10.7623
2021-02-27,10.7623
2021-02-28,10.7623
2021-03-01,11.1227
2021-03-02,10.8413
2021-03-03,10.6113
2021-03-04,10.3419
2021-03-05,10.7555
2021-03-06,10.7555
2021-03-07,10.7555
2021-03-08,10.6027
2021-03-09,11.0866
2021-03-10,11.0146
2021-03-11,11.1964
2021-03-12,11.1261
2021-03-13,11.1261
2021-03-14,11.1261
2021-03-15,11.2788
2021-03-16,11.4487
2021-03-17,11.6203
2021-03-18,11.2677
2021-03-19,11.2737
2021-03-20,11.2737
2021-03-21,11.2737
2021-03-22,11.5945
2021-03-23,11.2256
2021-03-24,10.9785
2021-03-25,10.9751
2021-03-26,13.3594
2021-03-27,13.3594
2021-03-28,13.3594
2021-03-29,13.2855
2021-03-30,13.1689
2021-03-31,13.215
2021-04-01,13.3251
2021-04-02,13.3251
2021-04-03,13.3251
2021-04-04,13.3251
2021-04-05,13.7237
2021-04-06,13.5274
2021-04-07,13.6656
2021-04-08,13.8258
2021-04-09,14.0681
2021-04-10,14.0681
2021-04-11,14.0681
2021-04-12,13.4963
2021-04-13,13.4593
2021-04-14,13.253
2021-04-15,13.4192
2021-04-16,13.3652
2021-04-17,13.3652
2021-04-18,13.3652
2021-04-19,13.1409
2021-04-20,12.9546
2021-04-21,13.1549
2021-04-22,12.9286
2021-04-23,12.1616
2021-04-24,12.1616
2021-04-25,12.1616
2021-04-26,12.0663
2021-04-27,11.9094
2021-04-28,11.8399
2021-04-29,11.971
2021-04-30,11.822
2021-05-01,11.822
2021-05-02,11.822
2021-05-03,11.7684
2021-05-04,11.6969
2021-05-05,11.687
2021-05-06,11.7545
2021-05-07,11.8498
2021-05-08,11.8498
2021-05-09,11.8498
2021-05-10,11.5122
2021-05-11,11.3276
2021-05-12,11.0456
2021-05-13,11.123
2021-05-14,11.3891
2021-05-15,11.3891
2021-05-16,11.3891
2021-05-17,11.3851
2021-05-18,11.2878
2021-05-19,11.3911
2021-05-20,11.5083
2021-05-21,11.5341
2021-05-22,11.5341
2021-05-23,11.5341
2021-05-24,11.7088
2021-05-25,11.691
2021-05-26,11.7009
2021-05-27,11.8617
2021-05-28,11.7406
2021-05-29,11.7406
2021-05-30,11.7406
2021-05-31,11.7406
2021-06-01,11.6949
2021-06-02,11.8121
2021-06-03,11.5659
2021-06-04,11.7903
2021-06-05,11.7903
2021-06-06,11.7903
2021-06-07,11.7347
2021-06-08,11.7168
2021-06-09,11.7168
2021-06-10,11.7922
2021-06-11,11.8856
2021-06-12,11.8856
2021-06-13,11.8856
2021-06-14,11.9531
2021-06-15,11.9134
2021-06-16,11.7605
2021-06-17,11.7525
2021-06-18,11.4527
2021-06-19,11.4527
2021-06-20,11.4527
2021-06-21,11.4924
2021-06-22,11.4924
2021-06-23,11.3712
2021-06-24,11.5321
2021-06-25,11.4285
2021-06-26,11.4285
2021-06-27,11.4285
2021-06-28,11.7426
2021-06-29,11.5966
2021-06-30,11.4745
2021-07-01,11.4485
2021-07-02,11.5986
2021-07-03,11.5986
2021-07-04,11.5986
2021-07-05,11.5986
2021-07-06,11.4645
2021-07-07,11.4385
2021-07-08,11.3245
2021-07-09,11.4445
2021-07-10,11.4445
2021-07-11,11.4445
2021-07-12,11.5926
2021-07-13,11.6206
2021-07-14,11.5506
2021-07-15,11.4085
2021-07-16,11.2404
2021-07-17,11.2404
2021-07-18,11.2404
2021-07-19,11.1744
2021-07-20,11.2945
2021-07-21,11.4925
2021-07-22,11.4912
2021-07-23,10.8962
2021-07-24,10.8962
2021-07-25,10.8962
2021-07-26,11.1595
2021-07-27,10.9324
2021-07-28,10.9103
2021-07-29,11.0369
2021-07-30,11.0409
2021-07-31,11.0409
2021-08-01,11.0409
2021-08-02,11.0329
2021-08-03,11.1093
2021-08-04,11.0771
2021-08-05,11.0751
2021-08-06,11.0811
2021-08-07,11.0811
2021-08-08,11.0811
2021-08-09,11.1073
2021-08-10,11.0851
2021-08-11,11.1254
2021-08-12,11.0047
2021-08-13,10.9947
2021-08-14,10.9947
2021-08-15,10.9947
2021-08-16,10.9907
2021-08-17,10.8339
2021-08-18,10.7334
2021-08-19,10.7836
2021-08-20,10.6972
2021-08-21,10.6972
2021-08-22,10.6972
2021-08-23,10.9424
2021-08-24,11.059
2021-08-25,11.059
2021-08-26,10.9223
2021-08-27,11.0751
2021-08-28,11.0751
2021-08-29,11.0751
2021-08-30,11.0851
2021-08-31,11.1093
2021-09-01,11.0309
2021-09-02,11.0429
2021-09-03,10.9987
2021-09-04,10.9987
2021-09-05,10.9987
2021-09-06,10.9987
2021-09-07,11.0269
2021-09-08,11.0108
2021-09-09,10.9766
2021-09-10,11.065
2021-09-11,11.065
2021-09-12,11.065
2021-09-13,11.2962
2021-09-14,11.2017
2021-09-15,11.3223
2021-09-16,11.264
2021-09-17,11.1495
2021-09-18,11.1495
2021-09-19,11.1495
2021-09-20,10.8922
2021-09-21,10.8701
2021-09-22,10.9967
2021-09-23,11.1032
2021-09-24,10.7901
2021-09-25,10.7901
2021-09-26,10.7901
2021-09-27,10.8778
2021-09-28,10.7463
2021-09-29,10.6446
2021-09-30,10.6027
2021-10-01,10.7183
2021-10-02,10.7183
2021-10-03,10.7183
2021-10-04,10.6406
2021-10-05,10.7363
2021-10-06,10.7423
2021-10-07,10.7821
2021-10-08,10.7084
2021-10-09,10.7084
2021-10-10,10.7084
2021-10-11,10.6346
2021-10-12,10.3814
2021-10-13,10.3994
2021-10-14,10.7263
2021-10-15,10.838
2021-10-16,10.838
2021-10-17,10.838
2021-10-18,10.8399
2021-10-19,10.9875
2021-10-20,11.0194
2021-10-21,11.1725
2021-10-22,9.8655
2021-10-23,9.8655
2021-10-24,9.8655
2021-10-25,9.8555
2021-10-26,9.6297
2021-10-27,9.5517
2021-10-28,9.5897
2021-10-29,9.7736
2021-10-30,9.7736
2021-10-31,9.7736
2021-11-01,9.8835
2021-11-02,9.9454
2021-11-03,10.0514
2021-11-04,10.0354
2021-11-05,10.1573
2021-11-06,10.1573
2021-11-07,10.1573
2021-11-08,10.2832
2021-11-09,10.2132
2021-11-10,10.1253
2021-11-11,10.0793
2021-11-12,10.0354
2021-11-13,10.0354
2021-11-14,10.0354
2021-11-15,10.0374
2021-11-16,10.0953
2021-11-17,10.0194
2021-11-18,9.9095
2021-11-19,9.8775
2021-11-20,9.8775
2021-11-21,9.8775
2021-11-22,9.9394
2021-11-23,9.7936
2021-11-24,9.9255
2021-11-25,9.9255
2021-11-26,9.7296
2021-11-27,9.7296
2021-11-28,9.7296
2021-11-29,9.9734
2021-11-30,9.8135
2021-12-01,9.6936
2021-12-02,9.8735
2021-12-03,9.8235
2021-12-04,9.8235
2021-12-05,9.8235
2021-12-06,10.1713
2021-12-07,10.487
2021-12-08,10.3231
2021-12-09,10.0693
2021-12-10,10.0913
2021-12-11,10.0913
2021-12-12,10.0913
2021-12-13,9.9734
2021-12-14,9.9135
2021-12-15,10.1073
2021-12-16,10.1393
2021-12-17,10.0973
2021-12-18,10.0973
2021-12-19,10.0973
2021-12-20,9.8935
2021-12-21,10.1273
2021-12-22,10.1673
2021-12-23,11.0932
2021-12-24,11.0932
2021-12-25,11.0932
2021-12-26,11.0932
2021-12-27,11.2249
2021-12-28,11.1873
2021-12-29,11.2019
2021-12-30,11.1831
2021-12-31,11.1329
2022-01-01,11.1329
2022-01-02,11.1329
2022-01-03,11.4904
2022-01-04,11.4758
2022-01-05,11.6284
2022-01-06,11.6576
2022-01-07,11.5385
2022-01-08,11.5385
2022-01-09,11.5385
2022-01-10,11.9085
2022-01-11,12.0548
2022-01-12,12.0193
2022-01-13,11.852
2022-01-14,12.0109
2022-01-15,12.0109
2022-01-16,12.0109
2022-01-17,12.0109
2022-01-18,11.8144
2022-01-19,11.5761
2022-01-20,11.2458
2022-01-21,11.2458
2022-01-22,11.2458
2022-01-23,11.2458
2022-01-24,11.2249
2022-01-25,11.0284
2022-01-26,11.1806
2022-01-27,10.4241
2022-01-28,10.3571
2022-01-29,10.3571
2022-01-30,10.3571
2022-01-31,10.5853
2022-02-01,10.6125
2022-02-02,10.7297
2022-02-03,10.4723
2022-02-04,10.4157
2022-02-05,10.4157
2022-02-06,10.4157
2022-02-07,10.4513
2022-02-08,10.5832
2022-02-09,10.8134
2022-02-10,10.5936
2022-02-11,10.3362
2022-02-12,10.3362
2022-02-13,10.3362
2022-02-14,10.3257
2022-02-15,10.5057
2022-02-16,10.4618
2022-02-17,10.3237
2022-02-18,9.7941
2022-02-19,9.7941
2022-02-20,9.7941
2022-02-21,9.7941
2022-02-22,9.7209
2022-02-23,9.7125
2022-02-24,10.1458
2022-02-25,10.353
2022-02-26,10.353
2022-02-27,10.353
2022-02-28,10.3509
2022-03-01,10.1667
2022-03-02,10.5957
2022-03-03,10.399
2022-03-04,10.4283
2022-03-05,10.4283
2022-03-06,10.4283
2022-03-07,10.3467
2022-03-08,10.309
2022-03-09,10.3362
2022-03-10,10.1332
2022-03-11,9.9595
2022-03-12,9.9595
2022-03-13,9.9595
2022-03-14,9.6602
2022-03-15,9.746
2022-03-16,10.1269
2022-03-17,10.2337
2022-03-18,10.2985
2022-03-19,10.2985
2022-03-20,10.2985
2022-03-21,10.286
2022-03-22,10.4953
2022-03-23,10.4702
2022-03-24,11.1713
2022-03-25,11.2152
2022-03-26,11.2152
2022-03-27,11.2152
2022-03-28,11.1483
2022-03-29,11.3031
2022-03-30,11.1757
2022-03-31,10.7827
2022-04-01,9.4126
2022-04-02,9.4126
2022-04-03,9.4126
2022-04-04,9.6343
2022-04-05,9.4167
2022-04-06,9.2967
2022-04-07,9.3008
2022-04-08,9.1909
2022-04-09,9.1909
2022-04-10,9.1909
2022-04-11,9.0994
2022-04-12,9.0852
2022-04-13,9.1889
2022-04-14,8.9164
2022-04-15,8.9164
2022-04-16,8.9164
2022-04-17,8.9164
2022-04-18,9.1137
2022-04-19,9.376
2022-04-20,9.4126
2022-04-21,9.2886
2022-04-22,9.0933
2022-04-23,9.0933
2022-04-24,9.0933
2022-04-25,9.1991
2022-04-26,8.8859
2022-04-27,8.8248
2022-04-28,9.1543
2022-04-29,8.494
2022-04-30,8.494
2022-05-01,8.494
2022-05-02,8.7726
2022-05-03,8.793
2022-05-04,9.094
2022-05-05,8.6994
2022-05-06,8.6384
2022-05-07,8.6384
2022-05-08,8.6384
2022-05-09,8.3882
2022-05-10,8.5794
2022-05-11,8.3394
2022-05-12,8.3414
2022-05-13,8.496
2022-05-14,8.496
2022-05-15,8.496
2022-05-16,8.3902
2022-05-17,8.6587
2022-05-18,8.2418
2022-05-19,8.1726
2022-05-20,8.0994
2022-05-21,8.0994
2022-05-22,8.0994
2022-05-23,8.1706
2022-05-24,8.1034
2022-05-25,8.2113
2022-05-26,8.4716
2022-05-27,8.6892
2022-05-28,8.6892
2022-05-29,8.6892
2022-05-30,8.6892
2022-05-31,8.6628
2022-06-01,8.5998
2022-06-02,8.7482
2022-06-03,8.4533
2022-06-04,8.4533
2022-06-05,8.4533
2022-06-06,8.4431
2022-06-07,8.4818
2022-06-08,8.014
2022-06-09,7.7658
2022-06-10,7.597
2022-06-11,7.597
2022-06-12,7.597
2022-06-13,7.3102
2022-06-14,7.3427
2022-06-15,7.4892
2022-06-16,7.2227
2022-06-17,7.1475
2022-06-18,7.1475
2022-06-19,7.1475
2022-06-20,7.1475
2022-06-21,7.302
2022-06-22,7.2309
2022-06-23,7.237
2022-06-24,7.481
2022-06-25,7.481
2022-06-26,7.481
2022-06-27,7.4851
2022-06-28,7.3122
2022-06-29,7.2125
2022-06-30,7.237
2022-07-01,10.9007
2022-07-02,10.9007
2022-07-03,10.9007
2022-07-04,10.9007
2022-07-05,11.004
2022-07-06,11.0925
2022-07-07,11.4319
2022-07-08,11.3876
2022-07-09,11.3876
2022-07-10,11.3876
2022-07-11,11.1545
2022-07-12,11.1574
2022-07-13,11.1574
2022-07-14,11.305
2022-07-15,11.5735
2022-07-16,11.5735
2022-07-17,11.5735
2022-07-18,11.6001
2022-07-19,12.0457
2022-07-20,12.146
2022-07-21,12.1607
2022-07-22,11.7447
2022-07-23,11.7447
2022-07-24,11.7447
2022-07-25,11.7329
2022-07-26,11.6738
2022-07-27,12.0338
2022-07-28,11.9439
2022-07-29,10.9364
2022-07-30,10.9364
2022-07-31,10.9364
2022-08-01,11.129
2022-08-02,10.8475
2022-08-03,10.9986
2022-08-04,10.7438
2022-08-05,10.6638
2022-08-06,10.6638
2022-08-07,10.6638
2022-08-08,10.6608
2022-08-09,10.406
2022-08-10,10.6579
2022-08-11,10.7231
2022-08-12,10.8771
2022-08-13,10.8771
2022-08-14,10.8771
2022-08-15,10.9453
2022-08-16,10.9009
2022-08-17,10.7794
2022-08-18,10.9038
2022-08-19,10.6608
2022-08-20,10.6608
2022-08-21,10.6608
2022-08-22,10.2045
2022-08-23,10.2371
2022-08-24,10.2104
2022-08-25,10.5156
2022-08-26,10.0623
2022-08-27,10.0623
2022-08-28,10.0623
2022-08-29,9.9378
2022-08-30,9.7363
2022-08-31,9.6356
2022-09-01,9.5882
2022-09-02,9.4282
2022-09-03,9.4282
2022-09-04,9.4282
2022-09-05,9.4282
2022-09-06,9.1734
2022-09-07,9.2593
2022-09-08,9.2889
2022-09-09,9.4993
2022-09-10,9.4993
2022-09-11,9.4993
2022-09-12,9.5289
2022-09-13,8.8563
2022-09-14,8.8237
2022-09-15,8.723
2022-09-16,8.8415
2022-09-17,8.8415
2022-09-18,8.8415
2022-09-19,8.9007
2022-09-20,8.7585
2022-09-21,8.6133
2022-09-22,8.4948
2022-09-23,8.3318
2022-09-24,8.3318
2022-09-25,8.3318
2022-09-26,8.1689
2022-09-27,8.1451
2022-09-28,8.2163
2022-09-29,7.994
2022-09-30,13.8325
2022-10-01,13.8325
2022-10-02,13.8325
2022-10-03,14.4152
2022-10-04,14.7697
2022-10-05,14.7406
2022-10-06,14.5172
2022-10-07,13.8082
2022-10-08,13.8082
2022-10-09,13.8082
2022-10-10,13.5557
2022-10-11,13.478
2022-10-12,13.6188
2022-10-13,14.1481
2022-10-14,13.9005
2022-10-15,13.9005
2022-10-16,13.9005
2022-10-17,14.1481
2022-10-18,13.881
2022-10-19,13.9442
2022-10-20,13.983
2022-10-21,14.4152
2022-10-22,14.4152
2022-10-23,14.4152
2022-10-24,14.5172
2022-10-25,14.6289
2022-10-26,14.5318
2022-10-27,14.0753
2022-10-28,15.5073
2022-10-29,15.5073
2022-10-30,15.5073
2022-10-31,15.1949
2022-11-01,15.1314
2022-11-02,14.7019
2022-11-03,14.6872
2022-11-04,15.0826
2022-11-05,15.0826
2022-11-06,15.0826
2022-11-07,15.1851
2022-11-08,15.2193
2022-11-09,14.7507
2022-11-10,15.8441
2022-11-11,16.1711
2022-11-12,16.1711
2022-11-13,16.1711
2022-11-14,16.132
2022-11-15,16.3078
2022-11-16,15.7318
2022-11-17,15.9075
2022-11-18,15.8978
2022-11-19,15.8978
2022-11-20,15.8978
2022-11-21,15.4438
2022-11-22,15.8733
2022-11-23,15.8001
2022-11-24,15.8001
2022-11-25,15.6391
2022-11-26,15.6391
2022-11-27,15.6391
2022-11-28,15.3389
2022-11-29,15.4243
2022-11-30,15.9954
2022-12-01,15.8782
2022-12-02,15.6732
2022-12-03,15.6732
2022-12-04,15.6732
2022-12-05,15.5561
2022-12-06,15.2778
2022-12-07,15.1461
2022-12-08,15.1997
2022-12-09,15.1021
2022-12-10,15.1021
2022-12-11,15.1021
2022-12-12,15.3218
2022-12-13,15.3413
2022-12-14,15.1119
2022-12-15,14.5701
2022-12-16,14.4578
2022-12-17,14.4578
2022-12-18,14.4578
2022-12-19,14.3944
2022-12-20,14.2235
2022-12-21,14.4139
2022-12-22,13.9941
2022-12-23,14.0527
2022-12-24,14.0527
2022-12-25,14.0527
2022-12-26,14.0527
2022-12-27,13.9795
2022-12-28,13.7842
2022-12-29,14.1113
2022-12-30,51.0495
2022-12-31,51.0495
2023-01-01,51.0495
2023-01-02,51.0495
2023-01-03,51.58
2023-01-04,53.2598
2023-01-05,53.0476
2023-01-06,55.1164
2023-01-07,55.1164
2023-01-08,55.1164
2023-01-09,56.142
2023-01-10,56.3718
2023-01-11,57.0968
2023-01-12,57.8748
2023-01-13,57.5565
2023-01-14,57.5565
2023-01-15,57.5565
2023-01-16,57.5565
2023-01-17,56.6548
2023-01-18,55.2579
2023-01-19,54.5683
2023-01-20,55.9828
2023-01-21,55.9828
2023-01-22,55.9828
2023-01-23,57.8395
2023-01-24,57.2206
2023-01-25,56.8316
2023-01-26,57.5212
2023-01-27,54.2292
2023-01-28,54.2292
2023-01-29,54.2292
2023-01-30,53.857
2023-01-31,54.4064
2023-02-01,55.8422
2023-02-02,57.8273
2023-02-03,58.0578
2023-02-04,58.0578
2023-02-05,58.0578
2023-02-06,55.1686
2023-02-07,55.8067
2023-02-08,54.371
2023-02-09,53.467
2023-02-10,53.5911
2023-02-11,53.5911
2023-02-12,53.5911
2023-02-13,54.9205
2023-02-14,55.08
2023-02-15,55.4522
2023-02-16,54.3001
2023-02-17,53.2543
2023-02-18,53.2543
2023-02-19,53.2543
2023-02-20,53.2543
2023-02-21,50.5069
2023-02-22,49.4612
2023-02-23,49.7093
2023-02-24,48.8763
2023-02-25,48.8763
2023-02-26,48.8763
2023-02-27,48.4509
2023-02-28,48.504
2023-03-01,49.213
2023-03-02,50.7551
2023-03-03,51.1096
2023-03-04,51.1096
2023-03-05,51.1096
2023-03-06,50.3829
2023-03-07,49.5675
2023-03-08,50.3651
2023-03-09,51.1805
2023-03-10,52.563
2023-03-11,52.563
2023-03-12,52.563
2023-03-13,52.0845
2023-03-14,53.9633
2023-03-15,54.6723
2023-03-16,57.8096
2023-03-17,57.1538
2023-03-18,57.1538
