,SCL US Equity
2020-04-21,14.7819
2020-04-22,14.7163
2020-04-23,15.362
2020-04-24,14.9523
2020-04-25,14.9523
2020-04-26,14.9523
2020-04-27,15.4472
2020-04-28,15.8176
2020-04-29,16.1945
2020-04-30,15.6236
2020-05-01,15.3409
2020-05-02,15.3409
2020-05-03,15.3409
2020-05-04,14.9209
2020-05-05,15.0484
2020-05-06,15.2281
2020-05-07,15.3229
2020-05-08,15.4732
2020-05-09,15.4732
2020-05-10,15.4732
2020-05-11,15.3343
2020-05-12,14.9062
2020-05-13,14.5238
2020-05-14,14.4209
2020-05-15,14.6546
2020-05-16,14.6546
2020-05-17,14.6546
2020-05-18,14.9095
2020-05-19,14.7412
2020-05-20,15.5484
2020-05-21,15.6693
2020-05-22,15.6562
2020-05-23,15.6562
2020-05-24,15.6562
2020-05-25,15.6562
2020-05-26,15.8474
2020-05-27,16.4863
2020-05-28,16.2347
2020-05-29,15.9112
2020-05-30,15.9112
2020-05-31,15.9112
2020-06-01,15.9079
2020-06-02,16.1742
2020-06-03,16.3082
2020-06-04,16.287
2020-06-05,16.6252
2020-06-06,16.6252
2020-06-07,16.6252
2020-06-08,16.7772
2020-06-09,16.7707
2020-06-10,16.2805
2020-06-11,15.269
2020-06-12,15.5124
2020-06-13,15.5124
2020-06-14,15.5124
2020-06-15,15.7347
2020-06-16,15.7608
2020-06-17,15.6791
2020-06-18,15.2494
2020-06-19,15.1448
2020-06-20,15.1448
2020-06-21,15.1448
2020-06-22,15.1677
2020-06-23,15.0549
2020-06-24,14.8294
2020-06-25,14.9454
2020-06-26,14.4078
2020-06-27,14.4078
2020-06-28,14.4078
2020-06-29,15.6236
2020-06-30,15.2719
2020-07-01,14.8785
2020-07-02,15.2146
2020-07-03,15.2146
2020-07-04,15.2146
2020-07-05,15.2146
2020-07-06,15.2926
2020-07-07,15.0601
2020-07-08,14.7797
2020-07-09,14.4564
2020-07-10,14.947
2020-07-11,14.947
2020-07-12,14.947
2020-07-13,14.8562
2020-07-14,15.1779
2020-07-15,15.6956
2020-07-16,15.8023
2020-07-17,15.7068
2020-07-18,15.7068
2020-07-19,15.7068
2020-07-20,15.5586
2020-07-21,15.9505
2020-07-22,16.4602
2020-07-23,17.1674
2020-07-24,17.0846
2020-07-25,17.0846
2020-07-26,17.0846
2020-07-27,17.1818
2020-07-28,16.9205
2020-07-29,17.2232
2020-07-30,17.0584
2020-07-31,17.1537
2020-08-01,17.1537
2020-08-02,17.1537
2020-08-03,17.2141
2020-08-04,17.1346
2020-08-05,17.4047
2020-08-06,17.7288
2020-08-07,17.921
2020-08-08,17.921
2020-08-09,17.921
2020-08-10,17.9401
2020-08-11,18.037
2020-08-12,18.2197
2020-08-13,18.1355
2020-08-14,18.342
2020-08-15,18.342
2020-08-16,18.342
2020-08-17,18.4946
2020-08-18,18.5136
2020-08-19,18.3897
2020-08-20,18.1689
2020-08-21,17.9687
2020-08-22,17.9687
2020-08-23,17.9687
2020-08-24,18.3039
2020-08-25,18.3452
2020-08-26,18.2118
2020-08-27,18.045
2020-08-28,18.315
2020-08-29,18.315
2020-08-30,18.315
2020-08-31,18.1212
2020-09-01,18.3992
2020-09-02,18.2737
2020-09-03,17.8384
2020-09-04,17.8972
2020-09-05,17.8972
2020-09-06,17.8972
2020-09-07,17.8972
2020-09-08,18.1927
2020-09-09,18.4517
2020-09-10,18.3738
2020-09-11,18.1371
2020-09-12,18.1371
2020-09-13,18.1371
2020-09-14,18.3611
2020-09-15,18.2849
2020-09-16,17.9385
2020-09-17,17.9067
2020-09-18,17.9322
2020-09-19,17.9322
2020-09-20,17.9322
2020-09-21,17.1839
2020-09-22,17.2173
2020-09-23,16.7025
2020-09-24,16.9234
2020-09-25,16.8217
2020-09-26,16.8217
2020-09-27,16.8217
2020-09-28,17.2856
2020-09-29,17.0441
2020-09-30,15.3113
2020-10-01,15.1181
2020-10-02,15.1902
2020-10-03,15.1902
2020-10-04,15.1902
2020-10-05,15.5938
2020-10-06,15.7091
2020-10-07,15.7955
2020-10-08,16.0434
2020-10-09,16.2409
2020-10-10,16.2409
2020-10-11,16.2409
2020-10-12,16.2567
2020-10-13,15.9353
2020-10-14,16.1775
2020-10-15,16.1328
2020-10-16,16.1818
2020-10-17,16.1818
2020-10-18,16.1818
2020-10-19,15.9353
2020-10-20,16.2697
2020-10-21,16.3187
2020-10-22,16.1832
2020-10-23,16.6473
2020-10-24,16.6473
2020-10-25,16.6473
2020-10-26,16.6027
2020-10-27,16.4196
2020-10-28,16.1933
2020-10-29,16.4727
2020-10-30,16.4193
2020-10-31,16.4193
2020-11-01,16.4193
2020-11-02,16.6027
2020-11-03,16.7471
2020-11-04,16.4944
2020-11-05,16.9031
2020-11-06,16.7818
2020-11-07,16.7818
2020-11-08,16.7818
2020-11-09,17.114
2020-11-10,17.7611
2020-11-11,17.5271
2020-11-12,17.2801
2020-11-13,17.595
2020-11-14,17.595
2020-11-15,17.595
2020-11-16,18.2565
2020-11-17,18.1366
2020-11-18,17.5357
2020-11-19,17.4375
2020-11-20,17.4707
2020-11-21,17.4707
2020-11-22,17.4707
2020-11-23,17.3798
2020-11-24,17.5213
2020-11-25,16.7182
2020-11-26,16.7182
2020-11-27,16.8049
2020-11-28,16.8049
2020-11-29,16.8049
2020-11-30,16.3788
2020-12-01,16.3066
2020-12-02,16.038
2020-12-03,15.9224
2020-12-04,16.4048
2020-12-05,16.4048
2020-12-06,16.4048
2020-12-07,16.1578
2020-12-08,16.477
2020-12-09,16.8251
2020-12-10,16.659
2020-12-11,16.6532
2020-12-12,16.6532
2020-12-13,16.6532
2020-12-14,16.5521
2020-12-15,16.8511
2020-12-16,16.5911
2020-12-17,16.8829
2020-12-18,16.6908
2020-12-19,16.6908
2020-12-20,16.6908
2020-12-21,16.5926
2020-12-22,16.3774
2020-12-23,16.4395
2020-12-24,16.5955
2020-12-25,16.5955
2020-12-26,16.5955
2020-12-27,16.5955
2020-12-28,16.6316
2020-12-29,16.5579
2020-12-30,16.7052
2020-12-31,15.1182
2021-01-01,15.1182
2021-01-02,15.1182
2021-01-03,15.1182
2021-01-04,15.3526
2021-01-05,15.2871
2021-01-06,16.2391
2021-01-07,16.6556
2021-01-08,16.2404
2021-01-09,16.2404
2021-01-10,16.2404
2021-01-11,15.8253
2021-01-12,16.1789
2021-01-13,15.8083
2021-01-14,15.7651
2021-01-15,15.5464
2021-01-16,15.5464
2021-01-17,15.5464
2021-01-18,15.5464
2021-01-19,15.4979
2021-01-20,15.5608
2021-01-21,15.384
2021-01-22,15.5713
2021-01-23,15.5713
2021-01-24,15.5713
2021-01-25,15.4364
2021-01-26,15.4194
2021-01-27,15.0173
2021-01-28,14.6153
2021-01-29,14.2486
2021-01-30,14.2486
2021-01-31,14.2486
2021-02-01,15.0723
2021-02-02,15.1038
2021-02-03,15.0055
2021-02-04,15.1142
2021-02-05,15.2596
2021-02-06,15.2596
2021-02-07,15.2596
2021-02-08,15.8175
2021-02-09,15.6511
2021-02-10,15.5254
2021-02-11,15.7729
2021-02-12,15.6236
2021-02-13,15.6236
2021-02-14,15.6236
2021-02-15,15.6236
2021-02-16,15.79
2021-02-17,15.6852
2021-02-18,15.2072
2021-02-19,15.219
2021-02-20,15.219
2021-02-21,15.219
2021-02-22,15.0776
2021-02-23,15.3421
2021-02-24,15.6394
2021-02-25,15.5241
2021-02-26,15.2976
2021-02-27,15.2976
2021-02-28,15.2976
2021-03-01,15.6137
2021-03-02,15.4092
2021-03-03,15.3974
2021-03-04,15.2546
2021-03-05,15.746
2021-03-06,15.746
2021-03-07,15.746
2021-03-08,16.2558
2021-03-09,16.13
2021-03-10,16.3999
2021-03-11,16.3003
2021-03-12,16.6109
2021-03-13,16.6109
2021-03-14,16.6109
2021-03-15,16.3305
2021-03-16,16.2584
2021-03-17,16.4012
2021-03-18,16.586
2021-03-19,16.4641
2021-03-20,16.4641
2021-03-21,16.4641
2021-03-22,16.1614
2021-03-23,15.9452
2021-03-24,15.8613
2021-03-25,16.0375
2021-03-26,16.5778
2021-03-27,16.5778
2021-03-28,16.5778
2021-03-29,16.3916
2021-03-30,16.3693
2021-03-31,16.3461
2021-04-01,16.636
2021-04-02,16.636
2021-04-03,16.636
2021-04-04,16.636
2021-04-05,16.6541
2021-04-06,16.6541
2021-04-07,16.2709
2021-04-08,16.2236
2021-04-09,16.4201
2021-04-10,16.4201
2021-04-11,16.4201
2021-04-12,16.3691
2021-04-13,16.3582
2021-04-14,16.5062
2021-04-15,16.5074
2021-04-16,16.7488
2021-04-17,16.7488
2021-04-18,16.7488
2021-04-19,16.562
2021-04-20,16.4152
2021-04-21,16.6917
2021-04-22,16.5438
2021-04-23,17.0229
2021-04-24,17.0229
2021-04-25,17.0229
2021-04-26,16.9113
2021-04-27,16.619
2021-04-28,16.7997
2021-04-29,16.8676
2021-04-30,16.7767
2021-05-01,16.7767
2021-05-02,16.7767
2021-05-03,17.1721
2021-05-04,17.2825
2021-05-05,17.3722
2021-05-06,17.6796
2021-05-07,17.6395
2021-05-08,17.6395
2021-05-09,17.6395
2021-05-10,17.4343
2021-05-11,17.6116
2021-05-12,17.0433
2021-05-13,17.6079
2021-05-14,17.5946
2021-05-15,17.5946
2021-05-16,17.5946
2021-05-17,17.5776
2021-05-18,17.3881
2021-05-19,17.3359
2021-05-20,17.2776
2021-05-21,17.2704
2021-05-22,17.2704
2021-05-23,17.2704
2021-05-24,17.2315
2021-05-25,17.1756
2021-05-26,17.2485
2021-05-27,17.2679
2021-05-28,17.2801
2021-05-29,17.2801
2021-05-30,17.2801
2021-05-31,17.2801
2021-06-01,17.5581
2021-06-02,17.2704
2021-06-03,17.2959
2021-06-04,17.2181
2021-06-05,17.2181
2021-06-06,17.2181
2021-06-07,17.0481
2021-06-08,17.1125
2021-06-09,16.9219
2021-06-10,16.8915
2021-06-11,16.8769
2021-06-12,16.8769
2021-06-13,16.8769
2021-06-14,16.7264
2021-06-15,16.8199
2021-06-16,16.7142
2021-06-17,16.1265
2021-06-18,15.8739
2021-06-19,15.8739
2021-06-20,15.8739
2021-06-21,16.118
2021-06-22,16.1653
2021-06-23,15.9286
2021-06-24,15.9638
2021-06-25,15.8946
2021-06-26,15.8946
2021-06-27,15.8946
2021-06-28,15.7428
2021-06-29,15.7209
2021-06-30,14.6476
2021-07-01,14.9304
2021-07-02,14.8334
2021-07-03,14.8334
2021-07-04,14.8334
2021-07-05,14.8334
2021-07-06,14.5928
2021-07-07,14.7388
2021-07-08,14.5358
2021-07-09,14.6613
2021-07-10,14.6613
2021-07-11,14.6613
2021-07-12,14.7046
2021-07-13,14.5301
2021-07-14,14.4503
2021-07-15,14.4606
2021-07-16,14.4879
2021-07-17,14.4879
2021-07-18,14.4879
2021-07-19,14.2986
2021-07-20,14.4857
2021-07-21,14.3317
2021-07-22,14.2599
2021-07-23,14.35
2021-07-24,14.35
2021-07-25,14.35
2021-07-26,14.4697
2021-07-27,14.4298
2021-07-28,14.3944
2021-07-29,14.4172
2021-07-30,14.383
2021-07-31,14.383
2021-08-01,14.383
2021-08-02,14.4628
2021-08-03,14.5187
2021-08-04,14.0113
2021-08-05,14.2319
2021-08-06,14.3571
2021-08-07,14.3571
2021-08-08,14.3571
2021-08-09,14.3571
2021-08-10,14.3002
2021-08-11,14.1546
2021-08-12,13.9202
2021-08-13,13.9395
2021-08-14,13.9395
2021-08-15,13.9395
2021-08-16,14.1136
2021-08-17,14.0726
2021-08-18,13.9805
2021-08-19,13.7564
2021-08-20,13.8349
2021-08-21,13.8349
2021-08-22,13.8349
2021-08-23,14.0726
2021-08-24,14.1932
2021-08-25,14.1773
2021-08-26,14.0271
2021-08-27,14.2615
2021-08-28,14.2615
2021-08-29,14.2615
2021-08-30,14.1386
2021-08-31,14.3082
2021-09-01,14.3116
2021-09-02,14.4174
2021-09-03,14.4083
2021-09-04,14.4083
2021-09-05,14.4083
2021-09-06,14.4083
2021-09-07,14.1295
2021-09-08,14.2137
2021-09-09,14.0431
2021-09-10,13.9452
2021-09-11,13.9452
2021-09-12,13.9452
2021-09-13,14.0431
2021-09-14,13.9771
2021-09-15,13.9782
2021-09-16,13.9043
2021-09-17,13.6221
2021-09-18,13.6221
2021-09-19,13.6221
2021-09-20,13.5368
2021-09-21,13.4298
2021-09-22,13.4196
2021-09-23,13.5641
2021-09-24,13.6028
2021-09-25,13.6028
2021-09-26,13.6028
2021-09-27,13.7723
2021-09-28,13.7256
2021-09-29,14.0271
2021-09-30,14.265
2021-10-01,14.4778
2021-10-02,14.4778
2021-10-03,14.4778
2021-10-04,14.5077
2021-10-05,14.6711
2021-10-06,14.7194
2021-10-07,14.9092
2021-10-08,14.9264
2021-10-09,14.9264
2021-10-10,14.9264
2021-10-11,14.9287
2021-10-12,15.0288
2021-10-13,14.8735
2021-10-14,15.1519
2021-10-15,15.0219
2021-10-16,15.0219
2021-10-17,15.0219
2021-10-18,14.9092
2021-10-19,14.9218
2021-10-20,15.3866
2021-10-21,15.2451
2021-10-22,15.1381
2021-10-23,15.1381
2021-10-24,15.1381
2021-10-25,15.0898
2021-10-26,15.2612
2021-10-27,14.9552
2021-10-28,15.091
2021-10-29,15.0795
2021-10-30,15.0795
2021-10-31,15.0795
2021-11-01,15.2739
2021-11-02,15.3958
2021-11-03,15.5615
2021-11-04,15.5675
2021-11-05,16.0117
2021-11-06,16.0117
2021-11-07,16.0117
2021-11-08,16.0014
2021-11-09,15.8935
2021-11-10,15.8407
2021-11-11,15.8132
2021-11-12,15.7626
2021-11-13,15.7626
2021-11-14,15.7626
2021-11-15,15.5159
2021-11-16,15.3907
2021-11-17,15.2783
2021-11-18,15.2255
2021-11-19,15.1497
2021-11-20,15.1497
2021-11-21,15.1497
2021-11-22,15.3965
2021-11-23,15.3873
2021-11-24,15.2725
2021-11-25,15.2725
2021-11-26,14.8501
2021-11-27,14.8501
2021-11-28,14.8501
2021-11-29,14.6963
2021-11-30,14.2096
2021-12-01,14.1821
2021-12-02,14.4667
2021-12-03,14.6355
2021-12-04,14.6355
2021-12-05,14.6355
2021-12-06,15.2725
2021-12-07,15.0866
2021-12-08,15.067
2021-12-09,14.8788
2021-12-10,14.9649
2021-12-11,14.9649
2021-12-12,14.9649
2021-12-13,14.9695
2021-12-14,15.0165
2021-12-15,15.2909
2021-12-16,15.3242
2021-12-17,15.0005
2021-12-18,15.0005
2021-12-19,15.0005
2021-12-20,14.6148
2021-12-21,14.8685
2021-12-22,15.0016
2021-12-23,15.0211
2021-12-24,15.0211
2021-12-25,15.0211
2021-12-26,15.0211
2021-12-27,15.1795
2021-12-28,15.315
2021-12-29,15.4998
2021-12-30,15.439
2021-12-31,17.9237
2022-01-01,17.9237
2022-01-02,17.9237
2022-01-03,17.8961
2022-01-04,18.0458
2022-01-05,17.6966
2022-01-06,17.6612
2022-01-07,17.7465
2022-01-08,17.7465
2022-01-09,17.7465
2022-01-10,17.5824
2022-01-11,17.6363
2022-01-12,17.5522
2022-01-13,17.6586
2022-01-14,17.5824
2022-01-15,17.5824
2022-01-16,17.5824
2022-01-17,17.5824
2022-01-18,17.2871
2022-01-19,17.081
2022-01-20,16.6256
2022-01-21,16.5298
2022-01-22,16.5298
2022-01-23,16.5298
2022-01-24,16.829
2022-01-25,16.5403
2022-01-26,16.2253
2022-01-27,16.0651
2022-01-28,15.9089
2022-01-29,15.9089
2022-01-30,15.9089
2022-01-31,16.0691
2022-02-01,16.0704
2022-02-02,15.8932
2022-02-03,15.7252
2022-02-04,15.4325
2022-02-05,15.4325
2022-02-06,15.4325
2022-02-07,15.6963
2022-02-08,15.9798
2022-02-09,15.8171
2022-02-10,15.6359
2022-02-11,15.7842
2022-02-12,15.7842
2022-02-13,15.7842
2022-02-14,15.8197
2022-02-15,16.1452
2022-02-16,16.2135
2022-02-17,16.0546
2022-02-18,15.6976
2022-02-19,15.6976
2022-02-20,15.6976
2022-02-21,15.6976
2022-02-22,15.3931
2022-02-23,15.254
2022-02-24,15.2015
2022-02-25,15.4305
2022-02-26,15.4305
2022-02-27,15.4305
2022-02-28,15.2139
2022-03-01,15.0038
2022-03-02,15.2795
2022-03-03,15.2178
2022-03-04,15.0944
2022-03-05,15.0944
2022-03-06,15.0944
2022-03-07,14.7242
2022-03-08,14.3933
2022-03-09,14.6822
2022-03-10,14.4747
2022-03-11,14.1964
2022-03-12,14.1964
2022-03-13,14.1964
2022-03-14,14.5758
2022-03-15,14.4813
2022-03-16,14.7938
2022-03-17,14.7833
2022-03-18,14.8043
2022-03-19,14.8043
2022-03-20,14.8043
2022-03-21,14.8791
2022-03-22,14.8489
2022-03-23,14.6205
2022-03-24,14.7557
2022-03-25,14.8566
2022-03-26,14.8566
2022-03-27,14.8566
2022-03-28,14.5875
2022-03-29,15.0024
2022-03-30,14.7306
2022-03-31,14.3444
2022-04-01,14.6866
2022-04-02,14.6866
2022-04-03,14.6866
2022-04-04,14.7252
2022-04-05,14.4552
2022-04-06,14.3656
2022-04-07,14.434
2022-04-08,14.3133
2022-04-09,14.3133
2022-04-10,14.3133
2022-04-11,14.271
2022-04-12,14.3357
2022-04-13,14.5112
2022-04-14,14.4378
2022-04-15,14.4378
2022-04-16,14.4378
2022-04-17,14.4378
2022-04-18,14.2698
2022-04-19,14.5572
2022-04-20,14.7538
2022-04-21,14.5883
2022-04-22,14.2188
2022-04-23,14.2188
2022-04-24,14.2188
2022-04-25,14.2835
2022-04-26,14.4937
2022-04-27,14.8882
2022-04-28,15.0785
2022-04-29,14.755
2022-04-30,14.755
2022-05-01,14.755
2022-05-02,14.9056
2022-05-03,14.9554
2022-05-04,15.1731
2022-05-05,14.8506
2022-05-06,14.8283
2022-05-07,14.8283
2022-05-08,14.8283
2022-05-09,15.038
2022-05-10,14.7489
2022-05-11,14.9549
2022-05-12,15.079
2022-05-13,15.1721
2022-05-14,15.1721
2022-05-15,15.1721
2022-05-16,15.182
2022-05-17,15.4897
2022-05-18,15.4823
2022-05-19,15.3892
2022-05-20,15.2962
2022-05-21,15.2962
2022-05-22,15.2962
2022-05-23,15.3297
2022-05-24,15.2999
2022-05-25,15.352
2022-05-26,15.6809
2022-05-27,15.9315
2022-05-28,15.9315
2022-05-29,15.9315
2022-05-30,15.9315
2022-05-31,15.9626
2022-06-01,15.7119
2022-06-02,16.042
2022-06-03,15.8521
2022-06-04,15.8521
2022-06-05,15.8521
2022-06-06,15.9812
2022-06-07,15.8782
2022-06-08,15.6263
2022-06-09,15.4724
2022-06-10,15.1001
2022-06-11,15.1001
2022-06-12,15.1001
2022-06-13,14.6856
2022-06-14,14.5168
2022-06-15,14.4994
2022-06-16,13.9745
2022-06-17,13.936
2022-06-18,13.936
2022-06-19,13.936
2022-06-20,13.936
2022-06-21,14.0713
2022-06-22,14.1743
2022-06-23,14.2239
2022-06-24,14.7203
2022-06-25,14.7203
2022-06-26,14.7203
2022-06-27,14.6695
2022-06-28,14.5379
2022-06-29,14.4647
2022-06-30,13.2435
2022-07-01,13.3569
2022-07-02,13.3569
2022-07-03,13.3569
2022-07-04,13.3569
2022-07-05,13.228
2022-07-06,13.1724
2022-07-07,13.0012
2022-07-08,12.9212
2022-07-09,12.9212
2022-07-10,12.9212
2022-07-11,12.9712
2022-07-12,12.9712
2022-07-13,12.9523
2022-07-14,13.0112
2022-07-15,13.1135
2022-07-16,13.1135
2022-07-17,13.1135
2022-07-18,13.0546
2022-07-19,13.4292
2022-07-20,13.5014
2022-07-21,13.567
2022-07-22,13.5592
2022-07-23,13.5592
2022-07-24,13.5592
2022-07-25,13.7615
2022-07-26,13.7437
2022-07-27,14.3451
2022-07-28,14.7508
2022-07-29,14.4507
2022-07-30,14.4507
2022-07-31,14.4507
2022-08-01,14.3784
2022-08-02,14.1006
2022-08-03,13.9905
2022-08-04,13.971
2022-08-05,14.0186
2022-08-06,14.0186
2022-08-07,14.0186
2022-08-08,14.0142
2022-08-09,13.8789
2022-08-10,14.1483
2022-08-11,14.1982
2022-08-12,14.5131
2022-08-13,14.5131
2022-08-14,14.5131
2022-08-15,14.655
2022-08-16,14.8878
2022-08-17,14.696
2022-08-18,14.7082
2022-08-19,14.5086
2022-08-20,14.5086
2022-08-21,14.5086
2022-08-22,14.2237
2022-08-23,14.2027
2022-08-24,14.1506
2022-08-25,14.4011
2022-08-26,13.9421
2022-08-27,13.9421
2022-08-28,13.9421
2022-08-29,13.8479
2022-08-30,13.6894
2022-08-31,13.5331
2022-09-01,13.3701
2022-09-02,13.2825
2022-09-03,13.2825
2022-09-04,13.2825
2022-09-05,13.2825
2022-09-06,12.9344
2022-09-07,13.277
2022-09-08,13.1207
2022-09-09,13.247
2022-09-10,13.247
2022-09-11,13.247
2022-09-12,13.4887
2022-09-13,12.9344
2022-09-14,12.7116
2022-09-15,12.7293
2022-09-16,12.6451
2022-09-17,12.6451
2022-09-18,12.6451
2022-09-19,12.9488
2022-09-20,12.7681
2022-09-21,12.7249
2022-09-22,12.7249
2022-09-23,12.604
2022-09-24,12.604
2022-09-25,12.604
2022-09-26,12.5176
2022-09-27,12.4377
2022-09-28,12.6351
2022-09-29,12.5597
2022-09-30,11.8322
2022-10-01,11.8322
2022-10-02,11.8322
2022-10-03,12.1229
2022-10-04,12.2842
2022-10-05,12.1808
2022-10-06,12.0391
2022-10-07,11.735
2022-10-08,11.735
2022-10-09,11.735
2022-10-10,11.8746
2022-10-11,11.8281
2022-10-12,11.7764
2022-10-13,12.0474
2022-10-14,11.9387
2022-10-15,11.9387
2022-10-16,11.9387
2022-10-17,12.1332
2022-10-18,12.309
2022-10-19,12.67
2022-10-20,12.0122
2022-10-21,12.2273
2022-10-22,12.2273
2022-10-23,12.2273
2022-10-24,12.2759
2022-10-25,12.4932
2022-10-26,12.5614
2022-10-27,12.61
2022-10-28,12.8903
2022-10-29,12.8903
2022-10-30,12.8903
2022-10-31,12.9462
2022-11-01,12.9617
2022-11-02,12.7414
2022-11-03,12.6823
2022-11-04,12.9514
2022-11-05,12.9514
2022-11-06,12.9514
2022-11-07,13.1019
2022-11-08,13.1884
2022-11-09,12.9287
2022-11-10,13.3462
2022-11-11,13.3956
2022-11-12,13.3956
2022-11-13,13.3956
2022-11-14,13.3791
2022-11-15,13.3925
2022-11-16,13.3946
2022-11-17,13.2771
2022-11-18,13.3389
2022-11-19,13.3389
2022-11-20,13.3389
2022-11-21,13.3018
2022-11-22,13.4853
2022-11-23,13.4874
2022-11-24,13.4874
2022-11-25,13.5348
2022-11-26,13.5348
2022-11-27,13.5348
2022-11-28,13.3245
2022-11-29,13.3503
2022-11-30,13.6441
2022-12-01,13.7172
2022-12-02,13.8533
2022-12-03,13.8533
2022-12-04,13.8533
2022-12-05,13.6193
2022-12-06,13.5502
2022-12-07,13.6214
2022-12-08,13.677
2022-12-09,13.6636
2022-12-10,13.6636
2022-12-11,13.6636
2022-12-12,13.6616
2022-12-13,13.6502
2022-12-14,13.4966
2022-12-15,13.0627
2022-12-16,12.9885
2022-12-17,12.9885
2022-12-18,12.9885
2022-12-19,13.2183
2022-12-20,13.208
2022-12-21,13.3771
2022-12-22,13.1874
2022-12-23,13.3235
2022-12-24,13.3235
2022-12-25,13.3235
2022-12-26,13.3235
2022-12-27,13.2523
2022-12-28,13.0431
2022-12-29,13.175
2022-12-30,13.7141
2022-12-31,13.7141
2023-01-01,13.7141
2023-01-02,13.7141
2023-01-03,13.4664
2023-01-04,13.4675
2023-01-05,13.4279
2023-01-06,13.8492
2023-01-07,13.8492
2023-01-08,13.8492
2023-01-09,13.8224
2023-01-10,13.9735
2023-01-11,13.9693
2023-01-12,14.308
2023-01-13,14.4603
2023-01-14,14.4603
2023-01-15,14.4603
2023-01-16,14.4603
2023-01-17,14.2737
2023-01-18,14.0818
2023-01-19,14.0186
2023-01-20,13.9242
2023-01-21,13.9242
2023-01-22,13.9242
2023-01-23,13.8385
2023-01-24,13.8213
2023-01-25,13.8674
2023-01-26,13.95
2023-01-27,13.8149
2023-01-28,13.8149
2023-01-29,13.8149
2023-01-30,13.7881
2023-01-31,14.0765
2023-02-01,14.3209
2023-02-02,14.5739
2023-02-03,14.5117
2023-02-04,14.5117
2023-02-05,14.5117
2023-02-06,14.4142
2023-02-07,14.3381
2023-02-08,14.1204
2023-02-09,13.8674
2023-02-10,13.9746
2023-02-11,13.9746
2023-02-12,13.9746
2023-02-13,14.2083
2023-02-14,14.0722
2023-02-15,14.0389
2023-02-16,13.4557
2023-02-17,13.7548
2023-02-18,13.7548
2023-02-19,13.7548
2023-02-20,13.7548
2023-02-21,13.5115
2023-02-22,13.4975
2023-02-23,13.4954
2023-02-24,13.5211
2023-02-25,13.5211
2023-02-26,13.5211
2023-02-27,13.5329
2023-02-28,13.4659
2023-03-01,13.4444
2023-03-02,13.5195
2023-03-03,13.6676
2023-03-04,13.6676
2023-03-05,13.6676
2023-03-06,13.2492
2023-03-07,13.0422
2023-03-08,13.0637
2023-03-09,12.877
2023-03-10,12.6668
2023-03-11,12.6668
2023-03-12,12.6668
2023-03-13,12.4597
2023-03-14,12.7215
2023-03-15,12.5981
2023-03-16,12.6625
2023-03-17,12.4887
