,AMCX US Equity
2020-06-16,7.6348
2020-06-17,7.5154
2020-06-18,7.5652
2020-06-19,7.5276
2020-06-20,7.5276
2020-06-21,7.5276
2020-06-22,7.5568
2020-06-23,7.5051
2020-06-24,7.3894
2020-06-25,7.3189
2020-06-26,7.1533
2020-06-27,7.1533
2020-06-28,7.1533
2020-06-29,7.2267
2020-06-30,8.785
2020-07-01,8.7874
2020-07-02,8.7573
2020-07-03,8.7573
2020-07-04,8.7573
2020-07-05,8.7573
2020-07-06,8.7645
2020-07-07,8.6886
2020-07-08,8.6079
2020-07-09,8.7814
2020-07-10,8.9007
2020-07-11,8.9007
2020-07-12,8.9007
2020-07-13,8.9441
2020-07-14,8.926
2020-07-15,9.0513
2020-07-16,9.138
2020-07-17,8.9694
2020-07-18,8.9694
2020-07-19,8.9694
2020-07-20,8.8874
2020-07-21,8.9164
2020-07-22,8.9296
2020-07-23,8.967
2020-07-24,8.9633
2020-07-25,8.9633
2020-07-26,8.9633
2020-07-27,8.8802
2020-07-28,8.8718
2020-07-29,8.7874
2020-07-30,8.7911
2020-07-31,8.7501
2020-08-01,8.7501
2020-08-02,8.7501
2020-08-03,8.8501
2020-08-04,8.9103
2020-08-05,8.7007
2020-08-06,8.8044
2020-08-07,8.8098
2020-08-08,8.8098
2020-08-09,8.8098
2020-08-10,8.8562
2020-08-11,9.0188
2020-08-12,8.9815
2020-08-13,8.9658
2020-08-14,9.0032
2020-08-15,9.0032
2020-08-16,9.0032
2020-08-17,8.9345
2020-08-18,8.9104
2020-08-19,8.9477
2020-08-20,8.8959
2020-08-21,8.92
2020-08-22,8.92
2020-08-23,8.92
2020-08-24,9.0465
2020-08-25,9.0032
2020-08-26,8.9839
2020-08-27,8.9983
2020-08-28,9.0261
2020-08-29,9.0261
2020-08-30,9.0261
2020-08-31,8.8935
2020-09-01,8.7254
2020-09-02,8.7152
2020-09-03,8.6526
2020-09-04,8.7634
2020-09-05,8.7634
2020-09-06,8.7634
2020-09-07,8.7634
2020-09-08,8.6694
2020-09-09,8.6477
2020-09-10,8.5236
2020-09-11,8.4803
2020-09-12,8.4803
2020-09-13,8.4803
2020-09-14,8.6779
2020-09-15,8.4694
2020-09-16,9.0008
2020-09-17,9.0128
2020-09-18,8.9767
2020-09-19,8.9767
2020-09-20,8.9767
2020-09-21,8.92
2020-09-22,8.9176
2020-09-23,8.8345
2020-09-24,8.8176
2020-09-25,8.8815
2020-09-26,8.8815
2020-09-27,8.8815
2020-09-28,8.9453
2020-09-29,8.9309
2020-09-30,9.091
2020-10-01,9.0329
2020-10-02,9.0058
2020-10-03,9.0058
2020-10-04,9.0058
2020-10-05,8.9593
2020-10-06,8.9515
2020-10-07,8.9851
2020-10-08,8.9993
2020-10-09,8.967
2020-10-10,8.967
2020-10-11,8.967
2020-10-12,9.0742
2020-10-13,9.0574
2020-10-14,8.9657
2020-10-15,8.8211
2020-10-16,8.9057
2020-10-17,8.9057
2020-10-18,8.9057
2020-10-19,8.8702
2020-10-20,8.8883
2020-10-21,9.0652
2020-10-22,8.9877
2020-10-23,8.9167
2020-10-24,8.9167
2020-10-25,8.9167
2020-10-26,8.8392
2020-10-27,8.7397
2020-10-28,8.608
2020-10-29,8.6519
2020-10-30,8.6442
2020-10-31,8.6442
2020-11-01,8.6442
2020-11-02,8.2157
2020-11-03,8.2557
2020-11-04,8.2802
2020-11-05,8.3283
2020-11-06,8.3447
2020-11-07,8.3447
2020-11-08,8.3447
2020-11-09,8.4552
2020-11-10,8.5954
2020-11-11,8.5146
2020-11-12,8.444
2020-11-13,8.5975
2020-11-14,8.5975
2020-11-15,8.5975
2020-11-16,8.8052
2020-11-17,8.9219
2020-11-18,8.8656
2020-11-19,8.8676
2020-11-20,8.9823
2020-11-21,8.9823
2020-11-22,8.9823
2020-11-23,9.1051
2020-11-24,9.276
2020-11-25,9.2923
2020-11-26,9.2923
2020-11-27,9.3906
2020-11-28,9.3906
2020-11-29,9.3906
2020-11-30,9.2739
2020-12-01,9.2115
2020-12-02,9.2176
2020-12-03,9.2156
2020-12-04,9.2801
2020-12-05,9.2801
2020-12-06,9.2801
2020-12-07,9.1859
2020-12-08,9.0795
2020-12-09,9.2146
2020-12-10,9.2494
2020-12-11,9.1931
2020-12-12,9.1931
2020-12-13,9.1931
2020-12-14,9.2064
2020-12-15,9.2616
2020-12-16,9.1706
2020-12-17,9.2156
2020-12-18,9.1818
2020-12-19,9.1818
2020-12-20,9.1818
2020-12-21,9.1429
2020-12-22,9.1245
2020-12-23,9.3522
2020-12-24,9.2698
2020-12-25,9.2698
2020-12-26,9.2698
2020-12-27,9.2698
2020-12-28,9.3998
2020-12-29,9.4704
2020-12-30,9.5298
2020-12-31,9.047
2021-01-01,9.047
2021-01-02,9.047
2021-01-03,9.047
2021-01-04,9.0312
2021-01-05,9.0815
2021-01-06,9.2539
2021-01-07,9.3153
2021-01-08,9.3647
2021-01-09,9.3647
2021-01-10,9.3647
2021-01-11,9.4402
2021-01-12,9.5445
2021-01-13,9.5799
2021-01-14,9.716
2021-01-15,9.6321
2021-01-16,9.6321
2021-01-17,9.6321
2021-01-18,9.6321
2021-01-19,9.7849
2021-01-20,9.7206
2021-01-21,9.729
2021-01-22,10.315
2021-01-23,10.315
2021-01-24,10.315
2021-01-25,10.7836
2021-01-26,11.2886
2021-01-27,10.2116
2021-01-28,10.1622
2021-01-29,10.3187
2021-01-30,10.3187
2021-01-31,10.3187
2021-02-01,10.5284
2021-02-02,9.9805
2021-02-03,10.0933
2021-02-04,9.8892
2021-02-05,10.0812
2021-02-06,10.0812
2021-02-07,10.0812
2021-02-08,10.1138
2021-02-09,10.042
2021-02-10,10.1343
2021-02-11,10.11
2021-02-12,10.3308
2021-02-13,10.3308
2021-02-14,10.3308
2021-02-15,10.3308
2021-02-16,10.3597
2021-02-17,10.4808
2021-02-18,10.4175
2021-02-19,10.3979
2021-02-20,10.3979
2021-02-21,10.3979
2021-02-22,10.7315
2021-02-23,10.5516
2021-02-24,10.7743
2021-02-25,10.6588
2021-02-26,11.8579
2021-02-27,11.8579
2021-02-28,11.8579
2021-03-01,12.3768
2021-03-02,12.0031
2021-03-03,12.1529
2021-03-04,12.0977
2021-03-05,12.1839
2021-03-06,12.1839
2021-03-07,12.1839
2021-03-08,12.6803
2021-03-09,12.3909
2021-03-10,12.3955
2021-03-11,12.6082
2021-03-12,13.0793
2021-03-13,13.0793
2021-03-14,13.0793
2021-03-15,12.8489
2021-03-16,12.862
2021-03-17,12.5117
2021-03-18,12.2719
2021-03-19,12.2026
2021-03-20,12.2026
2021-03-21,12.2026
2021-03-22,12.1951
2021-03-23,11.7783
2021-03-24,11.3821
2021-03-25,11.4158
2021-03-26,10.7733
2021-03-27,10.7733
2021-03-28,10.7733
2021-03-29,10.6318
2021-03-30,10.7499
2021-03-31,10.409
2021-04-01,10.4468
2021-04-02,10.4468
2021-04-03,10.4468
2021-04-04,10.4468
2021-04-05,10.2807
2021-04-06,10.4572
2021-04-07,10.3175
2021-04-08,10.2505
2021-04-09,10.2637
2021-04-10,10.2637
2021-04-11,10.2637
2021-04-12,10.2751
2021-04-13,10.3364
2021-04-14,10.4015
2021-04-15,10.2656
2021-04-16,10.3807
2021-04-17,10.3807
2021-04-18,10.3807
2021-04-19,10.327
2021-04-20,10.2345
2021-04-21,10.3053
2021-04-22,10.2996
2021-04-23,10.3505
2021-04-24,10.3505
2021-04-25,10.3505
2021-04-26,10.3288
2021-04-27,10.394
2021-04-28,10.3685
2021-04-29,10.2194
2021-04-30,10.1373
2021-05-01,10.1373
2021-05-02,10.1373
2021-05-03,9.999
2021-05-04,9.9144
2021-05-05,9.7309
2021-05-06,9.7693
2021-05-07,9.9298
2021-05-08,9.9298
2021-05-09,9.9298
2021-05-10,9.9336
2021-05-11,9.9961
2021-05-12,9.8203
2021-05-13,9.9519
2021-05-14,10.122
2021-05-15,10.122
2021-05-16,10.122
2021-05-17,9.9596
2021-05-18,10.0057
2021-05-19,10.1027
2021-05-20,10.1902
2021-05-21,10.2901
2021-05-22,10.2901
2021-05-23,10.2901
2021-05-24,10.2372
2021-05-25,10.1863
2021-05-26,10.3631
2021-05-27,10.5149
2021-05-28,10.5505
2021-05-29,10.5505
2021-05-30,10.5505
2021-05-31,10.5505
2021-06-01,10.6052
2021-06-02,10.708
2021-06-03,10.8474
2021-06-04,11.811
2021-06-05,11.811
2021-06-06,11.811
2021-06-07,12.1185
2021-06-08,12.2559
2021-06-09,11.7495
2021-06-10,11.4507
2021-06-11,11.6352
2021-06-12,11.6352
2021-06-13,11.6352
2021-06-14,11.6477
2021-06-15,11.4796
2021-06-16,11.5833
2021-06-17,11.3133
2021-06-18,11.296
2021-06-19,11.296
2021-06-20,11.296
2021-06-21,11.2788
2021-06-22,11.4248
2021-06-23,11.5718
2021-06-24,11.6342
2021-06-25,11.6525
2021-06-26,11.6525
2021-06-27,11.6525
2021-06-28,11.8043
2021-06-29,11.8043
2021-06-30,11.3362
2021-07-01,11.2617
2021-07-02,11.3417
2021-07-03,11.3417
2021-07-04,11.3417
2021-07-05,11.3417
2021-07-06,10.8798
2021-07-07,10.7998
2021-07-08,10.6057
2021-07-09,10.7952
2021-07-10,10.7952
2021-07-11,10.7952
2021-07-12,10.9599
2021-07-13,10.6167
2021-07-14,10.4787
2021-07-15,10.3002
2021-07-16,10.2514
2021-07-17,10.2514
2021-07-18,10.2514
2021-07-19,10.0729
2021-07-20,10.1916
2021-07-21,10.3922
2021-07-22,10.1061
2021-07-23,9.9957
2021-07-24,9.9957
2021-07-25,9.9957
2021-07-26,10.2183
2021-07-27,10.0794
2021-07-28,10.0297
2021-07-29,9.9405
2021-07-30,9.7942
2021-07-31,9.7942
2021-08-01,9.7942
2021-08-02,9.7923
2021-08-03,9.6028
2021-08-04,9.6111
2021-08-05,9.7472
2021-08-06,10.0398
2021-08-07,10.0398
2021-08-08,10.0398
2021-08-09,10.0573
2021-08-10,10.1898
2021-08-11,10.2928
2021-08-12,10.026
2021-08-13,9.9202
2021-08-14,9.9202
2021-08-15,9.9202
2021-08-16,9.9046
2021-08-17,9.7877
2021-08-18,9.6985
2021-08-19,9.5448
2021-08-20,9.612
2021-08-21,9.612
2021-08-22,9.612
2021-08-23,9.7288
2021-08-24,9.6709
2021-08-25,9.5292
2021-08-26,9.4758
2021-08-27,9.6286
2021-08-28,9.6286
2021-08-29,9.6286
2021-08-30,9.5779
2021-08-31,9.5632
2021-09-01,9.5402
2021-09-02,9.5108
2021-09-03,9.3792
2021-09-04,9.3792
2021-09-05,9.3792
2021-09-06,9.3792
2021-09-07,9.2927
2021-09-08,9.2568
2021-09-09,9.4675
2021-09-10,9.4096
2021-09-11,9.4096
2021-09-12,9.4096
2021-09-13,9.5126
2021-09-14,9.474
2021-09-15,9.5531
2021-09-16,9.5411
2021-09-17,9.577
2021-09-18,9.577
2021-09-19,9.577
2021-09-20,9.4574
2021-09-21,9.3498
2021-09-22,9.4068
2021-09-23,9.4813
2021-09-24,9.5411
2021-09-25,9.5411
2021-09-26,9.5411
2021-09-27,9.5991
2021-09-28,9.6193
2021-09-29,9.5448
2021-09-30,8.8132
2021-10-01,8.8756
2021-10-02,8.8756
2021-10-03,8.8756
2021-10-04,8.7941
2021-10-05,8.7625
2021-10-06,8.6968
2021-10-07,8.7517
2021-10-08,8.7566
2021-10-09,8.7566
2021-10-10,8.7566
2021-10-11,8.6976
2021-10-12,8.7026
2021-10-13,8.7774
2021-10-14,8.8647
2021-10-15,8.6976
2021-10-16,8.6976
2021-10-17,8.6976
2021-10-18,8.6527
2021-10-19,8.7101
2021-10-20,8.7716
2021-10-21,8.6394
2021-10-22,8.5271
2021-10-23,8.5271
2021-10-24,8.5271
2021-10-25,8.4814
2021-10-26,8.3874
2021-10-27,8.2511
2021-10-28,8.3168
2021-10-29,8.2477
2021-10-30,8.2477
2021-10-31,8.2477
2021-11-01,8.3708
2021-11-02,8.4423
2021-11-03,8.528
2021-11-04,8.5122
2021-11-05,9.0254
2021-11-06,9.0254
2021-11-07,9.0254
2021-11-08,8.993
2021-11-09,8.9938
2021-11-10,8.8681
2021-11-11,8.8548
2021-11-12,8.8249
2021-11-13,8.8249
2021-11-14,8.8249
2021-11-15,8.9847
2021-11-16,8.8382
2021-11-17,8.745
2021-11-18,8.6301
2021-11-19,8.5486
2021-11-20,8.5486
2021-11-21,8.5486
2021-11-22,8.6218
2021-11-23,8.4204
2021-11-24,8.3696
2021-11-25,8.3696
2021-11-26,8.2065
2021-11-27,8.2065
2021-11-28,8.2065
2021-11-29,8.2273
2021-11-30,8.1524
2021-12-01,7.8886
2021-12-02,8.0217
2021-12-03,8.1474
2021-12-04,8.1474
2021-12-05,8.1474
2021-12-06,8.2473
2021-12-07,8.3338
2021-12-08,8.2673
2021-12-09,8.1715
2021-12-10,8.1907
2021-12-11,8.1907
2021-12-12,8.1907
2021-12-13,8.0259
2021-12-14,7.8844
2021-12-15,7.7962
2021-12-16,7.7754
2021-12-17,7.8778
2021-12-18,7.8778
2021-12-19,7.8778
2021-12-20,7.7271
2021-12-21,7.8578
2021-12-22,7.8328
2021-12-23,7.9285
2021-12-24,7.9285
2021-12-25,7.9285
2021-12-26,7.9285
2021-12-27,7.8678
2021-12-28,7.8561
2021-12-29,7.8062
2021-12-30,7.9086
2021-12-31,8.0121
2022-01-01,8.0121
2022-01-02,8.0121
2022-01-03,8.2501
2022-01-04,8.4217
2022-01-05,8.3527
2022-01-06,8.3113
2022-01-07,8.545
2022-01-08,8.545
2022-01-09,8.545
2022-01-10,8.6114
2022-01-11,8.639
2022-01-12,8.5968
2022-01-13,8.6606
2022-01-14,8.6813
2022-01-15,8.6813
2022-01-16,8.6813
2022-01-17,8.6813
2022-01-18,8.5399
2022-01-19,8.4916
2022-01-20,8.4001
2022-01-21,8.144
2022-01-22,8.144
2022-01-23,8.144
2022-01-24,8.2561
2022-01-25,8.382
2022-01-26,8.3424
2022-01-27,8.3674
2022-01-28,8.5054
2022-01-29,8.5054
2022-01-30,8.5054
2022-01-31,8.7184
2022-02-01,8.6658
2022-02-02,8.5951
2022-02-03,8.5355
2022-02-04,8.5019
2022-02-05,8.5019
2022-02-06,8.5019
2022-02-07,8.4648
2022-02-08,8.6209
2022-02-09,8.7305
2022-02-10,8.7486
2022-02-11,8.7813
2022-02-12,8.7813
2022-02-13,8.7813
2022-02-14,8.6925
2022-02-15,8.8935
2022-02-16,8.3244
2022-02-17,8.2777
2022-02-18,8.3719
2022-02-19,8.3719
2022-02-20,8.3719
2022-02-21,8.3719
2022-02-22,8.2915
2022-02-23,8.5043
2022-02-24,8.5934
2022-02-25,8.5761
2022-02-26,8.5761
2022-02-27,8.5761
2022-02-28,8.6271
2022-03-01,8.6098
2022-03-02,8.7992
2022-03-03,8.7179
2022-03-04,8.66
2022-03-05,8.66
2022-03-06,8.66
2022-03-07,8.4982
2022-03-08,8.4022
2022-03-09,8.4057
2022-03-10,8.4775
2022-03-11,8.3719
2022-03-12,8.3719
2022-03-13,8.3719
2022-03-14,8.6046
2022-03-15,8.3988
2022-03-16,8.4887
2022-03-17,8.5311
2022-03-18,8.5449
2022-03-19,8.5449
2022-03-20,8.5449
2022-03-21,8.4135
2022-03-22,8.4835
2022-03-23,8.5294
2022-03-24,8.6254
2022-03-25,8.7049
2022-03-26,8.7049
2022-03-27,8.7049
2022-03-28,8.6392
2022-03-29,8.7776
2022-03-30,8.7344
2022-03-31,8.591
2022-04-01,8.6415
2022-04-02,8.6415
2022-04-03,8.6415
2022-04-04,8.7125
2022-04-05,8.4839
2022-04-06,8.4146
2022-04-07,8.3298
2022-04-08,8.3709
2022-04-09,8.3709
2022-04-10,8.3709
2022-04-11,8.3803
2022-04-12,8.4009
2022-04-13,8.4445
2022-04-14,8.37
2022-04-15,8.37
2022-04-16,8.37
2022-04-17,8.37
2022-04-18,8.3392
2022-04-19,8.5242
2022-04-20,8.376
2022-04-21,8.2639
2022-04-22,8.15
2022-04-23,8.15
2022-04-24,8.15
2022-04-25,8.1765
2022-04-26,8.0232
2022-04-27,7.9205
2022-04-28,7.9753
2022-04-29,7.9417
2022-04-30,7.9417
2022-05-01,7.9417
2022-05-02,8.0033
2022-05-03,8.0302
2022-05-04,8.1533
2022-05-05,7.9695
2022-05-06,7.9261
2022-05-07,7.9261
2022-05-08,7.9261
2022-05-09,7.8359
2022-05-10,7.9218
2022-05-11,7.8723
2022-05-12,8.0553
2022-05-13,8.1681
2022-05-14,8.1681
2022-05-15,8.1681
2022-05-16,8.2218
2022-05-17,8.6147
2022-05-18,8.6737
2022-05-19,8.7379
2022-05-20,8.6277
2022-05-21,8.6277
2022-05-22,8.6277
2022-05-23,8.5991
2022-05-24,8.4517
2022-05-25,8.5757
2022-05-26,8.489
2022-05-27,8.5401
2022-05-28,8.5401
2022-05-29,8.5401
2022-05-30,8.5401
2022-05-31,8.5167
2022-06-01,8.4586
2022-06-02,8.4152
2022-06-03,8.2721
2022-06-04,8.2721
2022-06-05,8.2721
2022-06-06,8.2565
2022-06-07,8.2999
2022-06-08,8.208
2022-06-09,8.1039
2022-06-10,7.9799
2022-06-11,7.9799
2022-06-12,7.9799
2022-06-13,7.7475
2022-06-14,7.7379
2022-06-15,7.7761
2022-06-16,7.5489
2022-06-17,7.5584
2022-06-18,7.5584
2022-06-19,7.5584
2022-06-20,7.5584
2022-06-21,7.5619
2022-06-22,7.6061
2022-06-23,7.6026
2022-06-24,7.7813
2022-06-25,7.7813
2022-06-26,7.7813
2022-06-27,7.7622
2022-06-28,7.7405
2022-06-29,7.6373
2022-06-30,6.4622
2022-07-01,6.4881
2022-07-02,6.4881
2022-07-03,6.4881
2022-07-04,6.4881
2022-07-05,6.4851
2022-07-06,6.4325
2022-07-07,6.4962
2022-07-08,6.4725
2022-07-09,6.4725
2022-07-10,6.4725
2022-07-11,6.4111
2022-07-12,6.4644
2022-07-13,6.471
2022-07-14,6.4355
2022-07-15,6.5014
2022-07-16,6.5014
2022-07-17,6.5014
2022-07-18,6.5236
2022-07-19,6.6161
2022-07-20,6.7168
2022-07-21,6.7234
2022-07-22,6.6983
2022-07-23,6.6983
2022-07-24,6.6983
2022-07-25,6.6953
2022-07-26,6.6028
2022-07-27,6.6642
2022-07-28,6.6687
2022-07-29,6.5658
2022-07-30,6.5658
2022-07-31,6.5658
2022-08-01,6.6109
2022-08-02,6.6457
2022-08-03,6.719
2022-08-04,6.7605
2022-08-05,6.4481
2022-08-06,6.4481
2022-08-07,6.4481
2022-08-08,6.5443
2022-08-09,6.4858
2022-08-10,6.5243
2022-08-11,6.5621
2022-08-12,6.5628
2022-08-13,6.5628
2022-08-14,6.5628
2022-08-15,6.5998
2022-08-16,6.6095
2022-08-17,6.4525
2022-08-18,6.4311
2022-08-19,6.3992
2022-08-20,6.3992
2022-08-21,6.3992
2022-08-22,6.2431
2022-08-23,6.2519
2022-08-24,6.3393
2022-08-25,6.4126
2022-08-26,6.3511
2022-08-27,6.3511
2022-08-28,6.3511
2022-08-29,6.3208
2022-08-30,6.3141
2022-08-31,6.2897
2022-09-01,6.2305
2022-09-02,6.1809
2022-09-03,6.1809
2022-09-04,6.1809
2022-09-05,6.1809
2022-09-06,6.1076
2022-09-07,6.0884
2022-09-08,6.0773
2022-09-09,6.1794
2022-09-10,6.1794
2022-09-11,6.1794
2022-09-12,6.1927
2022-09-13,6.0662
2022-09-14,6.0462
2022-09-15,6.0491
2022-09-16,6.0432
2022-09-17,6.0432
2022-09-18,6.0432
2022-09-19,6.0684
2022-09-20,6.0284
2022-09-21,5.9337
2022-09-22,5.893
2022-09-23,5.8893
2022-09-24,5.8893
2022-09-25,5.8893
2022-09-26,5.8226
2022-09-27,5.8056
2022-09-28,5.8885
2022-09-29,5.8374
2022-09-30,6.2402
2022-10-01,6.2402
2022-10-02,6.2402
2022-10-03,6.3098
2022-10-04,6.3724
2022-10-05,6.3391
2022-10-06,6.336
2022-10-07,6.3051
2022-10-08,6.3051
2022-10-09,6.3051
2022-10-10,6.336
2022-10-11,6.3154
2022-10-12,6.332
2022-10-13,6.3945
2022-10-14,6.3692
2022-10-15,6.3692
2022-10-16,6.3692
2022-10-17,6.4159
2022-10-18,6.4072
2022-10-19,6.3803
2022-10-20,6.3787
2022-10-21,6.3914
2022-10-22,6.3914
2022-10-23,6.3914
2022-10-24,6.3756
2022-10-25,6.4112
2022-10-26,6.3748
2022-10-27,6.3771
2022-10-28,6.427
2022-10-29,6.427
2022-10-30,6.427
2022-10-31,6.4151
2022-11-01,6.4777
2022-11-02,6.3542
2022-11-03,6.2829
2022-11-04,6.0911
2022-11-05,6.0911
2022-11-06,6.0911
2022-11-07,6.1069
2022-11-08,6.1545
2022-11-09,6.0403
2022-11-10,6.16
2022-11-11,6.3535
2022-11-12,6.3535
2022-11-13,6.3535
2022-11-14,6.298
2022-11-15,6.3368
2022-11-16,6.2583
2022-11-17,6.2797
2022-11-18,6.2837
2022-11-19,6.2837
2022-11-20,6.2837
2022-11-21,6.2575
2022-11-22,6.2797
2022-11-23,6.2996
2022-11-24,6.2996
2022-11-25,6.2908
2022-11-26,6.2908
2022-11-27,6.2908
2022-11-28,6.2647
2022-11-29,6.1775
2022-11-30,6.2155
2022-12-01,6.206
2022-12-02,6.1577
2022-12-03,6.1577
2022-12-04,6.1577
2022-12-05,6.1204
2022-12-06,6.0538
2022-12-07,6.0134
2022-12-08,6.038
2022-12-09,6.0498
2022-12-10,6.0498
2022-12-11,6.0498
2022-12-12,6.1156
2022-12-13,6.103
2022-12-14,6.0863
2022-12-15,5.9841
2022-12-16,5.9634
2022-12-17,5.9634
2022-12-18,5.9634
2022-12-19,5.8755
2022-12-20,5.8731
2022-12-21,5.843
2022-12-22,5.8731
2022-12-23,5.8659
2022-12-24,5.8659
2022-12-25,5.8659
2022-12-26,5.8659
2022-12-27,5.8659
2022-12-28,5.7811
2022-12-29,5.8572
2022-12-30,34.7192
2022-12-31,34.7192
2023-01-01,34.7192
2023-01-02,34.7192
2023-01-03,34.8329
2023-01-04,35.2681
2023-01-05,35.362
2023-01-06,35.3818
2023-01-07,35.3818
2023-01-08,35.3818
2023-01-09,35.545
2023-01-10,35.7032
2023-01-11,35.7032
2023-01-12,35.8071
2023-01-13,35.6637
2023-01-14,35.6637
2023-01-15,35.6637
2023-01-16,35.6637
2023-01-17,35.6637
2023-01-18,35.4758
2023-01-19,35.4214
2023-01-20,35.4313
2023-01-21,35.4313
2023-01-22,35.4313
2023-01-23,35.6933
2023-01-24,35.6439
2023-01-25,35.6439
2023-01-26,35.728
2023-01-27,35.9999
2023-01-28,35.9999
2023-01-29,35.9999
2023-01-30,35.7131
2023-01-31,36.1236
2023-02-01,36.3955
2023-02-02,36.7071
2023-02-03,36.4005
2023-02-04,36.4005
2023-02-05,36.4005
2023-02-06,36.084
2023-02-07,35.9604
2023-02-08,35.8911
2023-02-09,35.7725
2023-02-10,35.8466
2023-02-11,35.8466
2023-02-12,35.8466
2023-02-13,36.1334
2023-02-14,36.0692
2023-02-15,36.9988
2023-02-16,37.1076
2023-02-17,40.3952
2023-02-18,40.3952
2023-02-19,40.3952
2023-02-20,40.3952
2023-02-21,38.8117
2023-02-22,38.7721
2023-02-23,39.1482
2023-02-24,38.6831
2023-02-25,38.6831
2023-02-26,38.6831
2023-02-27,38.2377
2023-02-28,38.0348
2023-03-01,38.2971
2023-03-02,38.1783
2023-03-03,38.1882
2023-03-04,38.1882
2023-03-05,38.1882
2023-03-06,37.5301
2023-03-07,37.3618
2023-03-08,37.4856
2023-03-09,36.5998
2023-03-10,36.0258
2023-03-11,36.0258
2023-03-12,36.0258
2023-03-13,35.3083
2023-03-14,35.1796
2023-03-15,35.2539
2023-03-16,35.0807
2023-03-17,34.8877
