,SXT US Equity
2023-03-20,18.6958
2023-03-21,18.7878
2023-03-22,18.5547
2023-03-23,18.6702
2023-03-24,19.145
2023-03-25,19.145
2023-03-26,19.145
2023-03-27,19.2884
2023-03-28,19.314
2023-03-29,19.3803
2023-03-30,19.3333
2023-03-31,20.0347
2023-04-01,20.0347
2023-04-02,20.0347
2023-04-03,19.8359
2023-04-04,19.6739
2023-04-05,19.622
2023-04-06,19.7927
2023-04-07,19.7927
2023-04-08,19.7927
2023-04-09,19.7927
2023-04-10,19.998
2023-04-11,20.1535
2023-04-12,19.8986
2023-04-13,19.985
2023-04-14,19.7668
2023-04-15,19.7668
2023-04-16,19.7668
2023-04-17,19.8338
2023-04-18,19.6199
2023-04-19,19.7581
2023-04-20,19.6804
2023-04-21,19.6523
2023-04-22,19.6523
2023-04-23,19.6523
2023-04-24,19.4924
2023-04-25,19.3001
2023-04-26,18.989
2023-04-27,19.4168
2023-04-28,19.581
2023-04-29,19.581
2023-04-30,19.581
2023-05-01,19.8683
2023-05-02,19.8755
2023-05-03,19.8625
2023-05-04,19.7628
2023-05-05,19.9319
2023-05-06,19.9319
2023-05-07,19.9319
2023-05-08,19.9427
2023-05-09,19.7129
2023-05-10,19.6088
2023-05-11,19.6565
2023-05-12,19.4613
2023-05-13,19.4613
2023-05-14,19.4613
2023-05-15,19.6109
2023-05-16,19.3551
2023-05-17,19.5134
2023-05-18,19.637
2023-05-19,19.5654
2023-05-20,19.5654
2023-05-21,19.5654
2023-05-22,19.6023
2023-05-23,19.4093
2023-05-24,19.1772
2023-05-25,19.1078
2023-05-26,19.2249
2023-05-27,19.2249
2023-05-28,19.2249
2023-05-29,19.2249
2023-05-30,19.316
2023-05-31,19.1143
2023-06-01,19.3269
2023-06-02,20.2138
2023-06-03,20.2138
2023-06-04,20.2138
2023-06-05,19.6587
2023-06-06,20.1553
2023-06-07,20.4545
2023-06-08,20.3439
2023-06-09,19.8799
2023-06-10,19.8799
2023-06-11,19.8799
2023-06-12,19.8321
2023-06-13,19.9102
2023-06-14,19.676
2023-06-15,19.83
2023-06-16,19.6695
2023-06-17,19.6695
2023-06-18,19.6695
2023-06-19,19.6695
2023-06-20,19.3399
2023-06-21,19.1946
2023-06-22,18.9886
2023-06-23,18.5787
2023-06-24,18.5787
2023-06-25,18.5787
2023-06-26,18.8021
2023-06-27,18.6546
2023-06-28,18.5917
2023-06-29,18.8888
2023-06-30,19.2016
2023-07-01,19.2016
2023-07-02,19.2016
2023-07-03,19.1949
2023-07-04,19.1949
2023-07-05,18.8502
2023-07-06,18.4745
2023-07-07,18.554
2023-07-08,18.554
2023-07-09,18.554
2023-07-10,18.6247
2023-07-11,18.6292
2023-07-12,18.806
2023-07-13,18.6535
2023-07-14,18.6977
2023-07-15,18.6977
2023-07-16,18.6977
2023-07-17,18.4877
2023-07-18,18.6159
2023-07-19,18.901
2023-07-20,18.8126
2023-07-21,17.933
2023-07-22,17.933
2023-07-23,17.933
2023-07-24,17.6877
2023-07-25,17.9065
2023-07-26,18.0369
2023-07-27,17.944
2023-07-28,17.7893
2023-07-29,17.7893
2023-07-30,17.7893
2023-07-31,17.6346
2023-08-01,17.5573
2023-08-02,17.6147
2023-08-03,17.2081
2023-08-04,17.0821
2023-08-05,17.0821
2023-08-06,17.0821
2023-08-07,17.1086
2023-08-08,16.8518
2023-08-09,16.5932
2023-08-10,16.6197
2023-08-11,16.496
2023-08-12,16.496
2023-08-13,16.496
2023-08-14,16.3788
2023-08-15,16.2838
2023-08-16,16.297
2023-08-17,16.3899
2023-08-18,16.423
2023-08-19,16.423
2023-08-20,16.423
2023-08-21,16.3236
2023-08-22,16.4827
2023-08-23,16.6595
2023-08-24,16.6219
2023-08-25,16.7634
2023-08-26,16.7634
2023-08-27,16.7634
2023-08-28,16.8916
2023-08-29,16.9181
2023-08-30,17.1126
2023-08-31,17.0994
2023-09-01,17.1878
2023-09-02,17.1878
2023-09-03,17.1878
2023-09-04,17.1878
2023-09-05,17.7691
2023-09-06,17.8067
2023-09-07,17.7006
2023-09-08,17.6011
2023-09-09,17.6011
2023-09-10,17.6011
2023-09-11,17.4995
2023-09-12,17.2364
2023-09-13,17.1878
2023-09-14,17.5149
2023-09-15,17.5812
2023-09-16,17.5812
2023-09-17,17.5812
2023-09-18,17.1966
2023-09-19,17.0751
2023-09-20,17.1038
2023-09-21,16.9358
2023-09-22,16.8651
2023-09-23,16.8651
2023-09-24,16.8651
2023-09-25,16.8386
2023-09-26,16.4805
2023-09-27,16.6175
2023-09-28,16.5866
2023-09-29,16.5271
2023-09-30,16.5271
2023-10-01,16.5271
2023-10-02,16.0983
2023-10-03,16.0534
2023-10-04,16.0781
2023-10-05,16.0624
2023-10-06,16.0646
2023-10-07,16.0646
2023-10-08,16.0646
2023-10-09,15.9097
2023-10-10,16.0309
2023-10-11,15.6335
2023-10-12,15.3574
2023-10-13,15.3282
2023-10-14,15.3282
2023-10-15,15.3282
2023-10-16,15.3866
2023-10-17,16.4553
2023-10-18,16.0085
2023-10-19,16.013
2023-10-20,16.325
2023-10-21,16.325
2023-10-22,16.325
2023-10-23,16.1387
2023-10-24,15.9591
2023-10-25,15.8558
2023-10-26,16.0399
2023-10-27,15.9434
2023-10-28,15.9434
2023-10-29,15.9434
2023-10-30,15.7772
2023-10-31,16.0646
2023-11-01,15.977
2023-11-02,16.2667
2023-11-03,16.572
2023-11-04,16.572
2023-11-05,16.572
2023-11-06,16.4104
2023-11-07,16.3788
2023-11-08,16.2823
2023-11-09,16.2643
2023-11-10,16.3227
2023-11-11,16.3227
2023-11-12,16.3227
2023-11-13,16.3025
2023-11-14,17.1781
2023-11-15,17.1511
2023-11-16,17.196
2023-11-17,17.0344
2023-11-18,17.0344
2023-11-19,17.0344
2023-11-20,16.4731
2023-11-21,16.2778
2023-11-22,16.4843
2023-11-23,16.4843
2023-11-24,16.6056
2023-11-25,16.6056
2023-11-26,16.6056
2023-11-27,16.4664
2023-11-28,16.4551
2023-11-29,16.5158
2023-11-30,16.4057
2023-12-01,16.8054
2023-12-02,16.8054
2023-12-03,16.8054
2023-12-04,16.8346
2023-12-05,16.9019
2023-12-06,17.0456
2023-12-07,17.2432
2023-12-08,17.1758
2023-12-09,17.1758
2023-12-10,17.1758
2023-12-11,17.1668
2023-12-12,17.2095
2023-12-13,17.6563
2023-12-14,18.0043
2023-12-15,18.13
2023-12-16,18.13
2023-12-17,18.13
2023-12-18,17.9908
2023-12-19,18.3702
2023-12-20,18.1053
2023-12-21,18.2131
2023-12-22,18.2782
2023-12-23,18.2782
2023-12-24,18.2782
2023-12-25,18.2782
2023-12-26,18.341
2023-12-27,18.2804
2023-12-28,18.3769
2023-12-29,22.3378
2023-12-30,22.3378
2023-12-31,22.3378
2024-01-01,22.3378
2024-01-02,22.2942
2024-01-03,21.8418
2024-01-04,21.7628
2024-01-05,21.5339
2024-01-06,21.5339
2024-01-07,21.5339
2024-01-08,21.7601
2024-01-09,21.5148
2024-01-10,21.523
2024-01-11,21.3185
2024-01-12,21.4657
2024-01-13,21.4657
2024-01-14,21.4657
2024-01-15,21.4657
2024-01-16,21.125
2024-01-17,20.8307
2024-01-18,20.8498
2024-01-19,21.0051
2024-01-20,21.0051
2024-01-21,21.0051
2024-01-22,21.3376
2024-01-23,21.2668
2024-01-24,20.9234
2024-01-25,21.2286
2024-01-26,21.463
2024-01-27,21.463
2024-01-28,21.463
2024-01-29,21.542
2024-01-30,21.5775
2024-01-31,21.2559
2024-02-01,21.4793
2024-02-02,21.5093
2024-02-03,21.5093
2024-02-04,21.5093
2024-02-05,20.967
2024-02-06,21.2722
2024-02-07,21.5366
2024-02-08,21.4494
2024-02-09,20.8089
2024-02-10,20.8089
2024-02-11,20.8089
2024-02-12,21.2967
2024-02-13,21.0242
2024-02-14,21.2858
2024-02-15,21.9972
2024-02-16,22.2016
2024-02-17,22.2016
2024-02-18,22.2016
2024-02-19,22.2016
2024-02-20,22.128
2024-02-21,22.3678
2024-02-22,22.55
2024-02-23,22.8395
2024-02-24,22.8395
2024-02-25,22.8395
2024-02-26,22.2796
2024-02-27,22.1184
2024-02-28,21.9518
2024-02-29,22.6183
2024-03-01,22.5637
2024-03-02,22.5637
2024-03-03,22.5637
2024-03-04,22.5964
2024-03-05,22.4408
2024-03-06,22.4298
2024-03-07,22.8887
2024-03-08,23.1072
2024-03-09,23.1072
2024-03-10,23.1072
2024-03-11,23.2356
2024-03-12,23.2629
2024-03-13,23.4651
2024-03-14,22.897
2024-03-15,23.1729
2024-03-16,23.1729
2024-03-17,23.1729
2024-03-18,22.9216
2024-03-19,22.9871
2024-03-20,23.3586
2024-03-21,23.4187
2024-03-22,22.8861
2024-03-23,22.8861
2024-03-24,22.8861
2024-03-25,22.8232
2024-03-26,22.7932
2024-03-27,23.1729
2024-03-28,23.2493
2024-03-29,23.2493
2024-03-30,23.2493
2024-03-31,23.2493
2024-04-01,23.1128
2024-04-02,22.785
2024-04-03,23.0991
2024-04-04,22.7877
2024-04-05,22.7358
2024-04-06,22.7358
2024-04-07,22.7358
2024-04-08,23.4269
