,CPB US Equity
2023-03-18,16.5048
2023-03-19,16.5048
2023-03-20,16.6725
2023-03-21,16.6725
2023-03-22,16.5551
2023-03-23,16.5336
2023-03-24,16.7827
2023-03-25,16.7827
2023-03-26,16.7827
2023-03-27,16.8187
2023-03-28,16.833
2023-03-29,16.8019
2023-03-30,16.7492
2023-03-31,16.8882
2023-04-01,16.8882
2023-04-02,16.8882
2023-04-03,16.9289
2023-04-04,16.8882
2023-04-05,17.0271
2023-04-06,17.0055
2023-04-07,17.0055
2023-04-08,17.0055
2023-04-09,17.0055
2023-04-10,16.9792
2023-04-11,17.0822
2023-04-12,16.9792
2023-04-13,16.9696
2023-04-14,16.8402
2023-04-15,16.8402
2023-04-16,16.8402
2023-04-17,16.9433
2023-04-18,16.9217
2023-04-19,16.7085
2023-04-20,16.7444
2023-04-21,16.5743
2023-04-22,16.5743
2023-04-23,16.5743
2023-04-24,16.5312
2023-04-25,16.8139
2023-04-26,16.7827
2023-04-27,16.8882
2023-04-28,17.4252
2023-04-29,17.4252
2023-04-30,17.4252
2023-05-01,17.5069
2023-05-02,17.4871
2023-05-03,17.4871
2023-05-04,17.4327
2023-05-05,17.5341
2023-05-06,17.5341
2023-05-07,17.5341
2023-05-08,17.4648
2023-05-09,17.4995
2023-05-10,17.4376
2023-05-11,17.4648
2023-05-12,17.4327
2023-05-13,17.4327
2023-05-14,17.4327
2023-05-15,17.1852
2023-05-16,17.1084
2023-05-17,17.247
2023-05-18,17.0664
2023-05-19,17.0243
2023-05-20,17.0243
2023-05-21,17.0243
2023-05-22,16.7545
2023-05-23,16.8238
2023-05-24,16.757
2023-05-25,16.7223
2023-05-26,16.7347
2023-05-27,16.7347
2023-05-28,16.7347
2023-05-29,16.7347
2023-05-30,16.4526
2023-05-31,16.4971
2023-06-01,16.5219
2023-06-02,16.7248
2023-06-03,16.7248
2023-06-04,16.7248
2023-06-05,16.7471
2023-06-06,16.507
2023-06-07,15.3381
2023-06-08,15.5081
2023-06-09,15.3307
2023-06-10,15.3307
2023-06-11,15.3307
2023-06-12,15.3134
2023-06-13,15.38
2023-06-14,15.2962
2023-06-15,15.4268
2023-06-16,15.4218
2023-06-17,15.4218
2023-06-18,15.4218
2023-06-19,15.4218
2023-06-20,15.2666
2023-06-21,15.2395
2023-06-22,15.2642
2023-06-23,15.2174
2023-06-24,15.2174
2023-06-25,15.2174
2023-06-26,15.2765
2023-06-27,15.3676
2023-06-28,15.1508
2023-06-29,15.1903
2023-06-30,15.2469
2023-07-01,15.2469
2023-07-02,15.2469
2023-07-03,15.444
2023-07-04,15.444
2023-07-05,15.3134
2023-07-06,15.3233
2023-07-07,15.205
2023-07-08,15.205
2023-07-09,15.205
2023-07-10,15.3159
2023-07-11,15.3676
2023-07-12,15.2987
2023-07-13,15.2026
2023-07-14,15.1681
2023-07-15,15.1681
2023-07-16,15.1681
2023-07-17,15.0572
2023-07-18,15.0375
2023-07-19,15.2913
2023-07-20,15.4539
2023-07-21,15.3997
2023-07-22,15.3997
2023-07-23,15.3997
2023-07-24,15.4194
2023-07-25,15.3849
2023-07-26,15.3652
2023-07-27,15.3282
2023-07-28,14.1515
2023-07-29,14.1515
2023-07-30,14.1515
2023-07-31,14.0538
2023-08-01,13.9811
2023-08-02,14.1424
2023-08-03,14.0106
2023-08-04,13.9016
2023-08-05,13.9016
2023-08-06,13.9016
2023-08-07,13.7175
2023-08-08,13.4835
2023-08-09,13.6335
2023-08-10,13.6425
2023-08-11,13.6516
2023-08-12,13.6516
2023-08-13,13.6516
2023-08-14,13.5676
2023-08-15,13.4108
2023-08-16,13.3949
2023-08-17,13.2699
2023-08-18,13.3744
2023-08-19,13.3744
2023-08-20,13.3744
2023-08-21,13.1995
2023-08-22,13.1609
2023-08-23,13.1382
2023-08-24,13.1336
2023-08-25,13.204
2023-08-26,13.204
2023-08-27,13.204
2023-08-28,13.2381
2023-08-29,13.2495
2023-08-30,13.1768
2023-08-31,13.1177
2023-09-01,12.9337
2023-09-02,12.9337
2023-09-03,12.9337
2023-09-04,12.9337
2023-09-05,13.0086
2023-09-06,12.9814
2023-09-07,13.145
2023-09-08,13.2268
2023-09-09,13.2268
2023-09-10,13.2268
2023-09-11,13.3495
2023-09-12,13.3176
2023-09-13,13.3495
2023-09-14,13.5244
2023-09-15,13.4222
2023-09-16,13.4222
2023-09-17,13.4222
2023-09-18,13.3495
2023-09-19,13.2586
2023-09-20,13.3404
2023-09-21,13.3856
2023-09-22,13.3197
2023-09-23,13.3197
2023-09-24,13.3197
2023-09-25,13.1766
2023-09-26,13.1267
2023-09-27,13.0585
2023-09-28,13.0131
2023-09-29,12.9722
2023-09-30,12.9722
2023-10-01,12.9722
2023-10-02,12.6134
2023-10-03,12.6975
2023-10-04,12.7088
2023-10-05,12.5385
2023-10-06,12.6044
2023-10-07,12.6044
2023-10-08,12.6044
2023-10-09,12.7815
2023-10-10,12.6271
2023-10-11,12.5975
2023-10-12,12.2864
2023-10-13,12.6611
2023-10-14,12.6611
2023-10-15,12.6611
2023-10-16,12.7497
2023-10-17,12.6332
2023-10-18,12.6808
2023-10-19,12.6672
2023-10-20,12.6536
2023-10-21,12.6536
2023-10-22,12.6536
2023-10-23,12.606
2023-10-24,12.6264
2023-10-25,12.9213
2023-10-26,12.9281
2023-10-27,13.7316
2023-10-28,13.7316
2023-10-29,13.7316
2023-10-30,13.722
2023-10-31,13.7244
2023-11-01,13.7871
2023-11-02,13.9342
2023-11-03,13.8643
2023-11-04,13.8643
2023-11-05,13.8643
2023-11-06,13.7943
2023-11-07,13.7292
2023-11-08,13.6906
2023-11-09,13.7799
2023-11-10,13.7268
2023-11-11,13.7268
2023-11-12,13.7268
2023-11-13,13.7268
2023-11-14,13.763
2023-11-15,13.7461
2023-11-16,13.898
2023-11-17,13.8378
2023-11-18,13.8378
2023-11-19,13.8378
2023-11-20,13.8016
2023-11-21,13.7823
2023-11-22,13.857
2023-11-23,13.857
2023-11-24,13.9029
2023-11-25,13.9029
2023-11-26,13.9029
2023-11-27,13.8257
2023-11-28,13.7316
2023-11-29,13.5676
2023-11-30,13.6689
2023-12-01,13.7702
2023-12-02,13.7702
2023-12-03,13.7702
2023-12-04,13.8691
2023-12-05,13.7147
2023-12-06,14.4237
2023-12-07,14.472
2023-12-08,14.344
2023-12-09,14.344
2023-12-10,14.344
2023-12-11,14.5662
2023-12-12,14.7015
2023-12-13,14.931
2023-12-14,14.7063
2023-12-15,14.5783
2023-12-16,14.5783
2023-12-17,14.5783
2023-12-18,14.5493
2023-12-19,14.53
2023-12-20,14.2691
2023-12-21,14.3102
2023-12-22,14.3657
2023-12-23,14.3657
2023-12-24,14.3657
2023-12-25,14.3657
2023-12-26,14.3609
2023-12-27,14.3295
2023-12-28,14.3633
2023-12-29,14.4213
2023-12-30,14.4213
2023-12-31,14.4213
2024-01-01,14.4213
2024-01-02,14.7861
2024-01-03,14.7353
2024-01-04,14.4793
2024-01-05,14.5131
2024-01-06,14.5131
2024-01-07,14.5131
2024-01-08,14.5904
2024-01-09,14.8005
2024-01-10,14.5396
2024-01-11,14.4768
2024-01-12,14.4672
2024-01-13,14.4672
2024-01-14,14.4672
2024-01-15,14.4672
2024-01-16,14.4962
2024-01-17,14.6363
2024-01-18,14.5372
2024-01-19,14.402
2024-01-20,14.402
2024-01-21,14.402
2024-01-22,14.4068
2024-01-23,14.6677
2024-01-24,14.6363
2024-01-25,14.6653
2024-01-26,14.9179
2024-01-27,14.9179
2024-01-28,14.9179
2024-01-29,14.7392
2024-01-30,14.9626
2024-01-31,14.9502
2024-02-01,15.0917
2024-02-02,14.9974
2024-02-03,14.9974
2024-02-04,14.9974
2024-02-05,14.7243
2024-02-06,14.8832
2024-02-07,14.702
2024-02-08,14.5704
2024-02-09,14.2949
2024-02-10,14.2949
2024-02-11,14.2949
2024-02-12,14.4141
2024-02-13,14.2304
2024-02-14,14.0293
2024-02-15,14.1187
2024-02-16,14.1609
2024-02-17,14.1609
2024-02-18,14.1609
2024-02-19,14.1609
2024-02-20,14.3371
2024-02-21,14.4463
2024-02-22,14.3471
2024-02-23,14.4091
2024-02-24,14.4091
2024-02-25,14.4091
2024-02-26,14.3421
2024-02-27,14.3619
2024-02-28,14.3346
2024-02-29,14.4563
2024-03-01,14.5134
2024-03-02,14.5134
2024-03-03,14.5134
2024-03-04,14.6151
2024-03-05,14.5332
2024-03-06,14.6202
2024-03-07,14.3149
2024-03-08,14.3596
2024-03-09,14.3596
2024-03-10,14.3596
2024-03-11,14.5482
2024-03-12,14.5482
2024-03-13,14.4986
2024-03-14,14.2876
2024-03-15,14.4737
2024-03-16,14.4737
2024-03-17,14.4737
2024-03-18,14.6251
2024-03-19,14.6872
2024-03-20,14.6326
2024-03-21,14.6078
2024-03-22,14.6822
2024-03-23,14.6822
2024-03-24,14.6822
2024-03-25,14.6376
2024-03-26,14.6376
2024-03-27,14.8113
2024-03-28,14.9056
2024-03-29,14.9056
2024-03-30,14.9056
2024-03-31,14.9056
2024-04-01,14.9578
2024-04-02,14.8982
2024-04-03,14.5308
2024-04-04,14.7915
2024-04-05,14.6202
2024-04-06,14.6202
2024-04-07,14.6202
2024-04-08,14.7244
