,WRB US Equity
2023-03-20,9.6558
2023-03-21,9.7711
2023-03-22,9.5647
2023-03-23,9.4109
2023-03-24,9.4194
2023-03-25,9.4194
2023-03-26,9.4194
2023-03-27,9.5818
2023-03-28,9.6188
2023-03-29,9.6985
2023-03-30,9.6999
2023-03-31,12.2217
2023-04-01,12.2217
2023-04-02,12.2217
2023-04-03,12.3242
2023-04-04,12.2482
2023-04-05,12.2906
2023-04-06,12.3702
2023-04-07,12.3702
2023-04-08,12.3702
2023-04-09,12.3702
2023-04-10,12.3507
2023-04-11,12.3702
2023-04-12,12.3242
2023-04-13,12.2924
2023-04-14,12.0838
2023-04-15,12.0838
2023-04-16,12.0838
2023-04-17,12.2641
2023-04-18,12.3419
2023-04-19,12.3224
2023-04-20,12.3775
2023-04-21,11.3488
2023-04-22,11.3488
2023-04-23,11.3488
2023-04-24,11.4123
2023-04-25,11.3682
2023-04-26,11.3207
2023-04-27,11.3982
2023-04-28,11.5954
2023-04-29,11.5954
2023-04-30,11.5954
2023-05-01,12.1956
2023-05-02,11.9511
2023-05-03,11.896
2023-05-04,11.3578
2023-05-05,11.4785
2023-05-06,11.4785
2023-05-07,11.4785
2023-05-08,11.489
2023-05-09,11.531
2023-05-10,11.538
2023-05-11,11.5188
2023-05-12,11.5258
2023-05-13,11.5258
2023-05-14,11.5258
2023-05-15,11.5433
2023-05-16,11.4103
2023-05-17,11.2651
2023-05-18,11.2843
2023-05-19,11.3036
2023-05-20,11.3036
2023-05-21,11.3036
2023-05-22,11.4295
2023-05-23,11.3228
2023-05-24,11.1566
2023-05-25,11.0324
2023-05-26,11.0412
2023-05-27,11.0412
2023-05-28,11.0412
2023-05-29,11.0412
2023-05-30,11.1601
2023-05-31,10.9589
2023-06-01,11.1741
2023-06-02,11.3036
2023-06-03,11.3036
2023-06-04,11.3036
2023-06-05,11.2633
2023-06-06,11.2861
2023-06-07,11.3123
2023-06-08,11.2424
2023-06-09,11.2231
2023-06-10,11.2231
2023-06-11,11.2231
2023-06-12,11.2161
2023-06-13,11.2161
2023-06-14,11.1094
2023-06-15,11.4348
2023-06-16,11.5888
2023-06-17,11.5888
2023-06-18,11.5888
2023-06-19,11.5888
2023-06-20,11.4435
2023-06-21,11.5205
2023-06-22,11.447
2023-06-23,11.4016
2023-06-24,11.4016
2023-06-25,11.4016
2023-06-26,11.4803
2023-06-27,11.4925
2023-06-28,11.3858
2023-06-29,11.5608
2023-06-30,9.7123
2023-07-01,9.7123
2023-07-02,9.7123
2023-07-03,9.7304
2023-07-04,9.7304
2023-07-05,9.7304
2023-07-06,9.7123
2023-07-07,9.7576
2023-07-08,9.7576
2023-07-09,9.7576
2023-07-10,9.7017
2023-07-11,9.7622
2023-07-12,9.7213
2023-07-13,9.6216
2023-07-14,9.6171
2023-07-15,9.6171
2023-07-16,9.6171
2023-07-17,9.8589
2023-07-18,9.8634
2023-07-19,9.874
2023-07-20,9.9103
2023-07-21,9.8998
2023-07-22,9.8998
2023-07-23,9.8998
2023-07-24,9.8625
2023-07-25,9.7759
2023-07-26,9.9297
2023-07-27,10.0386
2023-07-28,10.0207
2023-07-29,10.0207
2023-07-30,10.0207
2023-07-31,9.9177
2023-08-01,9.9177
2023-08-02,10.061
2023-08-03,10.015
2023-08-04,9.9493
2023-08-05,9.9493
2023-08-06,9.9493
2023-08-07,10.115
2023-08-08,10.0657
2023-08-09,10.0777
2023-08-10,10.1613
2023-08-11,10.2538
2023-08-12,10.2538
2023-08-13,10.2538
2023-08-14,10.2329
2023-08-15,10.0747
2023-08-16,10.0568
2023-08-17,9.9404
2023-08-18,9.9553
2023-08-19,9.9553
2023-08-20,9.9553
2023-08-21,9.8597
2023-08-22,9.7732
2023-08-23,9.812
2023-08-24,9.7866
2023-08-25,9.8045
2023-08-26,9.8045
2023-08-27,9.8045
2023-08-28,9.8568
2023-08-29,9.9269
2023-08-30,9.9135
2023-08-31,9.9433
2023-09-01,10.0284
2023-09-02,10.0284
2023-09-03,10.0284
2023-09-04,10.0284
2023-09-05,9.9269
2023-09-06,9.8941
2023-09-07,9.9314
2023-09-08,9.9538
2023-09-09,9.9538
2023-09-10,9.9538
2023-09-11,9.9971
2023-09-12,10.1538
2023-09-13,10.1374
2023-09-14,10.3523
2023-09-15,10.2807
2023-09-16,10.2807
2023-09-17,10.2807
2023-09-18,10.4135
2023-09-19,10.4747
2023-09-20,10.509
2023-09-21,10.4314
2023-09-22,10.3986
2023-09-23,10.3986
2023-09-24,10.3986
2023-09-25,10.3986
2023-09-26,10.3269
2023-09-27,10.315
2023-09-28,10.421
2023-09-29,9.5482
2023-09-30,9.5482
2023-10-01,9.5482
2023-10-02,9.4692
2023-10-03,9.4027
2023-10-04,9.5426
2023-10-05,9.6507
2023-10-06,9.6063
2023-10-07,9.6063
2023-10-08,9.6063
2023-10-09,9.5883
2023-10-10,9.5066
2023-10-11,9.6382
2023-10-12,9.5426
2023-10-13,9.5966
2023-10-14,9.5966
2023-10-15,9.5966
2023-10-16,9.7587
2023-10-17,9.9083
2023-10-18,9.7906
2023-10-19,9.652
2023-10-20,9.5191
2023-10-21,9.5191
2023-10-22,9.5191
2023-10-23,9.4827
2023-10-24,10.0198
2023-10-25,10.0615
2023-10-26,10.0601
2023-10-27,9.8199
2023-10-28,9.8199
2023-10-29,9.8199
2023-10-30,10.0129
2023-10-31,10.1114
2023-11-01,10.1822
2023-11-02,10.1656
2023-11-03,10.169
2023-11-04,10.169
2023-11-05,10.169
2023-11-06,10.212
2023-11-07,10.2272
2023-11-08,10.1718
2023-11-09,10.1038
2023-11-10,10.2064
2023-11-11,10.2064
2023-11-12,10.2064
2023-11-13,10.2938
2023-11-14,10.2508
2023-11-15,10.2605
2023-11-16,10.4311
2023-11-17,10.4922
2023-11-18,10.4922
2023-11-19,10.4922
2023-11-20,10.4145
2023-11-21,10.6212
2023-11-22,10.6115
2023-11-23,10.6115
2023-11-24,10.7169
2023-11-25,10.7169
2023-11-26,10.7169
2023-11-27,10.7127
2023-11-28,10.6226
2023-11-29,10.5421
2023-11-30,10.8168
2023-12-01,10.9152
2023-12-02,10.9152
2023-12-03,10.9152
2023-12-04,10.9693
2023-12-05,10.9083
2023-12-06,10.7502
2023-12-07,10.5879
2023-12-08,10.6475
2023-12-09,10.6475
2023-12-10,10.6475
2023-12-11,10.832
2023-12-12,10.9194
2023-12-13,10.85
2023-12-14,10.6253
2023-12-15,10.4936
2023-12-16,10.4936
2023-12-17,10.4936
2023-12-18,10.5629
2023-12-19,10.4839
2023-12-20,10.3673
2023-12-21,10.4298
2023-12-22,10.4922
2023-12-23,10.4922
2023-12-24,10.4922
2023-12-25,10.4922
2023-12-26,10.4769
2023-12-27,10.47
2023-12-28,10.5213
2023-12-29,10.5975
2023-12-30,10.5975
2023-12-31,10.5975
2024-01-01,10.5975
2024-01-02,10.7934
2024-01-03,10.8496
2024-01-04,10.9332
2024-01-05,11.0963
2024-01-06,11.0963
2024-01-07,11.0963
2024-01-08,10.8565
2024-01-09,10.8044
2024-01-10,10.7729
2024-01-11,10.8935
2024-01-12,10.8839
2024-01-13,10.8839
2024-01-14,10.8839
2024-01-15,10.8839
2024-01-16,10.951
2024-01-17,11.0099
2024-01-18,11.099
2024-01-19,11.2278
2024-01-20,11.2278
2024-01-21,11.2278
2024-01-22,11.469
2024-01-23,11.4279
2024-01-24,11.5526
2024-01-25,12.2585
2024-01-26,12.0131
2024-01-27,12.0131
2024-01-28,12.0131
2024-01-29,11.9749
2024-01-30,12.0349
2024-01-31,12.069
2024-02-01,11.8509
2024-02-02,11.9313
2024-02-03,11.9313
2024-02-04,11.9313
2024-02-05,12.0008
2024-02-06,11.8795
2024-02-07,11.8591
2024-02-08,11.7963
2024-02-09,11.8781
2024-02-10,11.8781
2024-02-11,11.8781
2024-02-12,11.9095
2024-02-13,11.9409
2024-02-14,12.0745
2024-02-15,12.1222
2024-02-16,12.1685
2024-02-17,12.1685
2024-02-18,12.1685
2024-02-19,12.1685
2024-02-20,12.0826
2024-02-21,12.2871
2024-02-22,12.5911
2024-02-23,12.5368
2024-02-24,12.5368
2024-02-25,12.5368
2024-02-26,12.5177
2024-02-27,12.4781
2024-02-28,12.4345
2024-02-29,12.3036
2024-03-01,12.1796
2024-03-02,12.1796
2024-03-03,12.1796
2024-03-04,12.305
2024-03-05,12.365
2024-03-06,12.4591
2024-03-07,12.3841
2024-03-08,12.4127
2024-03-09,12.4127
2024-03-10,12.4127
2024-03-11,12.4863
2024-03-12,12.5804
2024-03-13,12.5613
2024-03-14,12.5259
2024-03-15,12.564
2024-03-16,12.564
2024-03-17,12.564
2024-03-18,12.4931
2024-03-19,12.6308
2024-03-20,12.6799
2024-03-21,12.6063
2024-03-22,12.6622
2024-03-23,12.6622
2024-03-24,12.6622
2024-03-25,12.729
2024-03-26,12.7044
2024-03-27,12.9267
2024-03-28,12.9635
2024-03-29,12.9635
2024-03-30,12.9635
2024-03-31,12.9635
2024-04-01,12.834
2024-04-02,12.8026
2024-04-03,12.7726
2024-04-04,12.714
2024-04-05,12.8026
2024-04-06,12.8026
2024-04-07,12.8026
2024-04-08,12.7453
