,BLDR US Equity
2020-03-31,8.171
2020-04-01,7.9426
2020-04-02,7.9609
2020-04-03,7.7691
2020-04-04,7.7691
2020-04-05,7.7691
2020-04-06,8.3476
2020-04-07,8.5852
2020-04-08,8.5821
2020-04-09,9.0267
2020-04-10,9.0267
2020-04-11,9.0267
2020-04-12,9.0267
2020-04-13,8.6582
2020-04-14,8.7526
2020-04-15,8.4816
2020-04-16,8.3903
2020-04-17,8.8988
2020-04-18,8.8988
2020-04-19,8.8988
2020-04-20,8.6917
2020-04-21,8.5517
2020-04-22,8.5456
2020-04-23,8.6978
2020-04-24,8.9308
2020-04-25,8.9308
2020-04-26,8.9308
2020-04-27,9.2581
2020-04-28,9.7149
2020-04-29,10.4216
2020-04-30,10.0578
2020-05-01,9.7168
2020-05-02,9.7168
2020-05-03,9.7168
2020-05-04,9.596
2020-05-05,9.6144
2020-05-06,9.4034
2020-05-07,9.6908
2020-05-08,9.9171
2020-05-09,9.9171
2020-05-10,9.9171
2020-05-11,9.8345
2020-05-12,9.5028
2020-05-13,9.1282
2020-05-14,9.2475
2020-05-15,9.3652
2020-05-16,9.3652
2020-05-17,9.3652
2020-05-18,10.2198
2020-05-19,9.8621
2020-05-20,10.1067
2020-05-21,10.0853
2020-05-22,10.3116
2020-05-23,10.3116
2020-05-24,10.3116
2020-05-25,10.3116
2020-05-26,10.732
2020-05-27,11.2625
2020-05-28,10.7641
2020-05-29,10.81
2020-05-30,10.81
2020-05-31,10.81
2020-06-01,11.021
2020-06-02,11.3237
2020-06-03,11.2503
2020-06-04,11.3084
2020-06-05,11.6447
2020-06-06,11.6447
2020-06-07,11.6447
2020-06-08,11.6019
2020-06-09,11.3909
2020-06-10,11.3848
2020-06-11,10.7672
2020-06-12,10.865
2020-06-13,10.865
2020-06-14,10.865
2020-06-15,11.4001
2020-06-16,11.4949
2020-06-17,11.2533
2020-06-18,11.2075
2020-06-19,11.0454
2020-06-20,11.0454
2020-06-21,11.0454
2020-06-22,11.0821
2020-06-23,11.0821
2020-06-24,10.7641
2020-06-25,10.6571
2020-06-26,10.3635
2020-06-27,10.3635
2020-06-28,10.3635
2020-06-29,10.7029
2020-06-30,9.9317
2020-07-01,9.6454
2020-07-02,9.7457
2020-07-03,9.7457
2020-07-04,9.7457
2020-07-05,9.7457
2020-07-06,9.8535
2020-07-07,9.6778
2020-07-08,9.979
2020-07-09,9.604
2020-07-10,9.6985
2020-07-11,9.6985
2020-07-12,9.6985
2020-07-13,9.5302
2020-07-14,9.9377
2020-07-15,10.3215
2020-07-16,10.4189
2020-07-17,10.3303
2020-07-18,10.3303
2020-07-19,10.3303
2020-07-20,10.286
2020-07-21,10.3953
2020-07-22,10.6964
2020-07-23,10.6876
2020-07-24,10.6403
2020-07-25,10.6403
2020-07-26,10.6403
2020-07-27,10.8499
2020-07-28,10.4809
2020-07-29,10.8175
2020-07-30,10.7377
2020-07-31,10.8199
2020-08-01,10.8199
2020-08-02,10.8199
2020-08-03,11.8777
2020-08-04,11.5675
2020-08-05,11.6591
2020-08-06,11.6473
2020-08-07,11.7743
2020-08-08,11.7743
2020-08-09,11.7743
2020-08-10,12.0284
2020-08-11,11.8157
2020-08-12,12.7907
2020-08-13,13.0921
2020-08-14,12.7641
2020-08-15,12.7641
2020-08-16,12.7641
2020-08-17,12.6903
2020-08-18,12.5337
2020-08-19,12.3327
2020-08-20,12.1436
2020-08-21,12.2751
2020-08-22,12.2751
2020-08-23,12.2751
2020-08-24,12.1318
2020-08-25,12.1023
2020-08-26,12.0668
2020-08-27,12.7569
2020-08-28,13.1795
2020-08-29,13.1795
2020-08-30,13.1795
2020-08-31,12.8692
2020-09-01,12.9741
2020-09-02,13.1351
2020-09-03,12.7332
2020-09-04,12.6919
2020-09-05,12.6919
2020-09-06,12.6919
2020-09-07,12.6919
2020-09-08,12.6919
2020-09-09,12.9578
2020-09-10,13.0465
2020-09-11,13.2474
2020-09-12,13.2474
2020-09-13,13.2474
2020-09-14,13.5282
2020-09-15,13.4484
2020-09-16,13.6228
2020-09-17,13.3597
2020-09-18,13.1898
2020-09-19,13.1898
2020-09-20,13.1898
2020-09-21,12.7007
2020-09-22,12.9312
2020-09-23,12.5677
2020-09-24,12.6948
2020-09-25,12.8603
2020-09-26,12.8603
2020-09-27,12.8603
2020-09-28,13.3642
2020-09-29,13.277
2020-09-30,13.2174
2020-10-01,13.3729
2020-10-02,13.5257
2020-10-03,13.5257
2020-10-04,13.5257
2020-10-05,13.4392
2020-10-06,13.4479
2020-10-07,13.5689
2020-10-08,13.5775
2020-10-09,13.615
2020-10-10,13.615
2020-10-11,13.615
2020-10-12,13.7706
2020-10-13,13.6668
2020-10-14,13.589
2020-10-15,13.6668
2020-10-16,13.4709
2020-10-17,13.4709
2020-10-18,13.4709
2020-10-19,13.2346
2020-10-20,13.5185
2020-10-21,13.1972
2020-10-22,13.1107
2020-10-23,13.2289
2020-10-24,13.2289
2020-10-25,13.2289
2020-10-26,12.9494
2020-10-27,12.8514
2020-10-28,12.6094
2020-10-29,12.4653
2020-10-30,12.5554
2020-10-31,12.5554
2020-11-01,12.5554
2020-11-02,13.2388
2020-11-03,13.2416
2020-11-04,13.6511
2020-11-05,13.8097
2020-11-06,13.6482
2020-11-07,13.6482
2020-11-08,13.6482
2020-11-09,13.1061
2020-11-10,13.5646
2020-11-11,13.7318
2020-11-12,13.5732
2020-11-13,13.863
2020-11-14,13.863
2020-11-15,13.863
2020-11-16,14.1586
2020-11-17,14.1442
2020-11-18,14.2134
2020-11-19,14.4134
2020-11-20,14.1308
2020-11-21,14.1308
2020-11-22,14.1308
2020-11-23,14.4249
2020-11-24,14.5143
2020-11-25,14.5835
2020-11-26,14.5835
2020-11-27,14.7566
2020-11-28,14.7566
2020-11-29,14.7566
2020-11-30,14.6066
2020-12-01,14.1798
2020-12-02,13.978
2020-12-03,14.1798
2020-12-04,13.9981
2020-12-05,13.9981
2020-12-06,13.9981
2020-12-07,14.4884
2020-12-08,13.9981
2020-12-09,14.05
2020-12-10,14.2087
2020-12-11,14.1337
2020-12-12,14.1337
2020-12-13,14.1337
2020-12-14,14.0385
2020-12-15,14.3154
2020-12-16,14.1366
2020-12-17,14.8258
2020-12-18,15.192
2020-12-19,15.192
2020-12-20,15.192
2020-12-21,15.564
2020-12-22,15.6563
2020-12-23,15.8034
2020-12-24,16.0081
2020-12-25,16.0081
2020-12-26,16.0081
2020-12-27,16.0081
2020-12-28,15.9072
2020-12-29,15.9043
2020-12-30,16.011
2020-12-31,11.5122
2021-01-01,11.5122
2021-01-02,11.5122
2021-01-03,11.5122
2021-01-04,11.3017
2021-01-05,11.2738
2021-01-06,18.1879
2021-01-07,18.7348
2021-01-08,17.8975
2021-01-09,17.8975
2021-01-10,17.8975
2021-01-11,17.6938
2021-01-12,17.6447
2021-01-13,17.3053
2021-01-14,17.9276
2021-01-15,18.1615
2021-01-16,18.1615
2021-01-17,18.1615
2021-01-18,18.1615
2021-01-19,17.9842
2021-01-20,18.3878
2021-01-21,18.814
2021-01-22,18.9196
2021-01-23,18.9196
2021-01-24,18.9196
2021-01-25,18.5613
2021-01-26,17.9691
2021-01-27,17.0563
2021-01-28,17.4147
2021-01-29,17.1733
2021-01-30,17.1733
2021-01-31,17.1733
2021-02-01,17.6146
2021-02-02,17.8182
2021-02-03,17.9729
2021-02-04,18.418
2021-02-05,18.8102
2021-02-06,18.8102
2021-02-07,18.8102
2021-02-08,19.1195
2021-02-09,19.1497
2021-02-10,18.848
2021-02-11,19.1233
2021-02-12,19.1233
2021-02-13,19.1233
2021-02-14,19.1233
2021-02-15,19.1233
2021-02-16,18.4783
2021-02-17,18.2935
2021-02-18,17.8522
2021-02-19,18.1766
2021-02-20,18.1766
2021-02-21,18.1766
2021-02-22,18.3538
2021-02-23,18.4859
2021-02-24,18.7386
2021-02-25,18.0634
2021-02-26,19.1683
2021-02-27,19.1683
2021-02-28,19.1683
2021-03-01,19.7661
2021-03-02,19.3372
2021-03-03,19.1626
2021-03-04,18.8096
2021-03-05,19.2651
2021-03-06,19.2651
2021-03-07,19.2651
2021-03-08,19.5725
2021-03-09,19.7585
2021-03-10,20.6163
2021-03-11,20.605
2021-03-12,20.4873
2021-03-13,20.4873
2021-03-14,20.4873
2021-03-15,20.5955
2021-03-16,20.1305
2021-03-17,20.7758
2021-03-18,20.0849
2021-03-19,20.1684
2021-03-20,20.1684
2021-03-21,20.1684
2021-03-22,19.7775
2021-03-23,18.7944
2021-03-24,18.8286
2021-03-25,19.4662
2021-03-26,20.4417
2021-03-27,20.4417
2021-03-28,20.4417
2021-03-29,19.7357
2021-03-30,20.1722
2021-03-31,15.9759
2021-04-01,16.2584
2021-04-02,16.2584
2021-04-03,16.2584
2021-04-04,16.2584
2021-04-05,16.3191
2021-04-06,16.4505
2021-04-07,16.1398
2021-04-08,16.2499
2021-04-09,16.6044
2021-04-10,16.6044
2021-04-11,16.6044
2021-04-12,16.8035
2021-04-13,16.5267
2021-04-14,16.3855
2021-04-15,16.5776
2021-04-16,16.9476
2021-04-17,16.9476
2021-04-18,16.9476
2021-04-19,16.9476
2021-04-20,16.3544
2021-04-21,16.4844
2021-04-22,16.3685
2021-04-23,16.6538
2021-04-24,16.6538
2021-04-25,16.6538
2021-04-26,16.8883
2021-04-27,16.9899
2021-04-28,16.7329
2021-04-29,16.9928
2021-04-30,16.6709
2021-05-01,16.6709
2021-05-02,16.6709
2021-05-03,16.8495
2021-05-04,16.7106
2021-05-05,16.7814
2021-05-06,17.6161
2021-05-07,17.7181
2021-05-08,17.7181
2021-05-09,17.7181
2021-05-10,17.7011
2021-05-11,17.1626
2021-05-12,16.097
2021-05-13,16.4711
2021-05-14,16.4626
2021-05-15,16.4626
2021-05-16,16.4626
2021-05-17,16.4683
2021-05-18,15.8731
2021-05-19,15.5245
2021-05-20,15.5699
2021-05-21,15.3375
2021-05-22,15.3375
2021-05-23,15.3375
2021-05-24,15.4848
2021-05-25,15.5925
2021-05-26,15.6804
2021-05-27,15.6747
2021-05-28,15.5018
2021-05-29,15.5018
2021-05-30,15.5018
2021-05-31,15.5018
2021-06-01,15.482
2021-06-02,15.0314
2021-06-03,14.8528
2021-06-04,14.9804
2021-06-05,14.9804
2021-06-06,14.9804
2021-06-07,14.7621
2021-06-08,14.8557
2021-06-09,15.2808
2021-06-10,14.9747
2021-06-11,15.3091
2021-06-12,15.3091
2021-06-13,15.3091
2021-06-14,14.9549
2021-06-15,15.1674
2021-06-16,15.1589
2021-06-17,15.0739
2021-06-18,14.8443
2021-06-19,14.8443
2021-06-20,14.8443
2021-06-21,15.3148
2021-06-22,15.4707
2021-06-23,15.3913
2021-06-24,15.5869
2021-06-25,15.6917
2021-06-26,15.6917
2021-06-27,15.6917
2021-06-28,15.7002
2021-06-29,14.9435
2021-06-30,8.7701
2021-07-01,8.9349
2021-07-02,8.867
2021-07-03,8.867
2021-07-04,8.867
2021-07-05,8.867
2021-07-06,8.6909
2021-07-07,8.8267
2021-07-08,8.623
2021-07-09,8.7879
2021-07-10,8.7879
2021-07-11,8.7879
2021-07-12,8.9462
2021-07-13,8.7168
2021-07-14,8.6554
2021-07-15,8.6376
2021-07-16,8.4986
2021-07-17,8.4986
2021-07-18,8.4986
2021-07-19,8.4162
2021-07-20,8.6618
2021-07-21,9.1385
2021-07-22,9.0755
2021-07-23,9.2064
2021-07-24,9.2064
2021-07-25,9.2064
2021-07-26,8.9882
2021-07-27,9.0189
2021-07-28,9.006
2021-07-29,9.1385
2021-07-30,9.0674
2021-07-31,9.0674
2021-08-01,9.0674
2021-08-02,9.0593
2021-08-03,9.2872
2021-08-04,9.3017
2021-08-05,9.5275
2021-08-06,9.521
2021-08-07,9.521
2021-08-08,9.521
2021-08-09,9.555
2021-08-10,9.7635
2021-08-11,9.9979
2021-08-12,10.2662
2021-08-13,10.2436
2021-08-14,10.2436
2021-08-15,10.2436
2021-08-16,10.2145
2021-08-17,9.9106
2021-08-18,9.833
2021-08-19,9.7053
2021-08-20,9.8152
2021-08-21,9.8152
2021-08-22,9.8152
2021-08-23,9.9866
2021-08-24,10.1434
2021-08-25,10.3454
2021-08-26,10.242
2021-08-27,10.4844
2021-08-28,10.4844
2021-08-29,10.4844
2021-08-30,10.5119
2021-08-31,10.4909
2021-09-01,10.5394
2021-09-02,10.7043
2021-09-03,10.6849
2021-09-04,10.6849
2021-09-05,10.6849
2021-09-06,10.6849
2021-09-07,10.659
2021-09-08,10.6267
2021-09-09,10.6655
2021-09-10,10.52
2021-09-11,10.52
2021-09-12,10.52
2021-09-13,10.5313
2021-09-14,10.3325
2021-09-15,10.4634
2021-09-16,10.4117
2021-09-17,10.4149
2021-09-18,10.4149
2021-09-19,10.4149
2021-09-20,10.2856
2021-09-21,10.347
2021-09-22,10.5992
2021-09-23,10.6477
2021-09-24,10.6315
2021-09-25,10.6315
2021-09-26,10.6315
2021-09-27,10.7512
2021-09-28,10.596
2021-09-29,10.5927
2021-09-30,6.7572
2021-10-01,6.8849
2021-10-02,6.8849
2021-10-03,6.8849
2021-10-04,6.8451
2021-10-05,6.8608
2021-10-06,6.9038
2021-10-07,7.0723
2021-10-08,7.1079
2021-10-09,7.1079
2021-10-10,7.1079
2021-10-11,7.1194
2021-10-12,7.1456
2021-10-13,7.2471
2021-10-14,7.2879
2021-10-15,7.3151
2021-10-16,7.3151
2021-10-17,7.3151
2021-10-18,7.3936
2021-10-19,7.3622
2021-10-20,7.4428
2021-10-21,7.47
2021-10-22,7.5056
2021-10-23,7.5056
2021-10-24,7.5056
2021-10-25,7.6365
2021-10-26,7.492
2021-10-27,7.312
2021-10-28,7.4376
2021-10-29,7.4407
2021-10-30,7.4407
2021-10-31,7.4407
2021-11-01,7.469
2021-11-02,7.4334
2021-11-03,7.649
2021-11-04,7.6681
2021-11-05,7.8461
2021-11-06,7.8461
2021-11-07,7.8461
2021-11-08,7.8074
2021-11-09,7.8887
2021-11-10,7.8152
2021-11-11,7.8674
2021-11-12,7.9197
2021-11-13,7.9197
2021-11-14,7.9197
2021-11-15,7.8229
2021-11-16,8.0164
2021-11-17,8.0406
2021-11-18,8.2283
2021-11-19,8.1364
2021-11-20,8.1364
2021-11-21,8.1364
2021-11-22,8.2873
2021-11-23,8.4372
2021-11-24,8.472
2021-11-25,8.472
2021-11-26,8.2515
2021-11-27,8.2515
2021-11-28,8.2515
2021-11-29,8.2921
2021-11-30,8.059
2021-12-01,8.1344
2021-12-02,8.4343
2021-12-03,8.2205
2021-12-04,8.2205
2021-12-05,8.2205
2021-12-06,8.4401
2021-12-07,8.6936
2021-12-08,8.74
2021-12-09,8.8629
2021-12-10,9.039
2021-12-11,9.039
2021-12-12,9.039
2021-12-13,8.8329
2021-12-14,8.7555
2021-12-15,8.9122
2021-12-16,8.8145
2021-12-17,8.7739
2021-12-18,8.7739
2021-12-19,8.7739
2021-12-20,8.6094
2021-12-21,8.9538
2021-12-22,9.1831
2021-12-23,9.2885
2021-12-24,9.2885
2021-12-25,9.2885
2021-12-26,9.2885
2021-12-27,9.4975
2021-12-28,9.512
2021-12-29,9.5691
2021-12-30,9.4723
2021-12-31,8.2826
2022-01-01,8.2826
2022-01-02,8.2826
2022-01-03,8.1046
2022-01-04,8.2594
2022-01-05,8.0171
2022-01-06,8.0219
2022-01-07,7.7147
2022-01-08,7.7147
2022-01-09,7.7147
2022-01-10,7.7452
2022-01-11,7.8639
2022-01-12,7.9193
2022-01-13,7.8711
2022-01-14,7.7187
2022-01-15,7.7187
2022-01-16,7.7187
2022-01-17,7.7187
2022-01-18,7.4998
2022-01-19,7.2334
2022-01-20,7.0016
2022-01-21,6.7819
2022-01-22,6.7819
2022-01-23,6.7819
2022-01-24,7.0064
2022-01-25,6.842
2022-01-26,6.6856
2022-01-27,6.5565
2022-01-28,6.7305
2022-01-29,6.7305
2022-01-30,6.7305
2022-01-31,6.8613
2022-02-01,7.0305
2022-02-02,7.1468
2022-02-03,6.9816
2022-02-04,6.7666
2022-02-05,6.7666
2022-02-06,6.7666
2022-02-07,6.8236
2022-02-08,7.0281
2022-02-09,7.1412
2022-02-10,6.9447
2022-02-11,6.8925
2022-02-12,6.8925
2022-02-13,6.8925
2022-02-14,6.9246
2022-02-15,7.13
2022-02-16,7.1163
2022-02-17,6.9463
2022-02-18,7.1605
2022-02-19,7.1605
2022-02-20,7.1605
2022-02-21,7.1605
2022-02-22,6.9712
2022-02-23,6.7514
2022-02-24,6.9856
2022-02-25,7.2407
2022-02-26,7.2407
2022-02-27,7.2407
2022-02-28,7.377
2022-03-01,6.8165
2022-03-02,7.1289
2022-03-03,6.9512
2022-03-04,6.895
2022-03-05,6.895
2022-03-06,6.895
2022-03-07,6.4366
2022-03-08,6.6328
2022-03-09,6.8757
2022-03-10,6.9357
2022-03-11,6.9113
2022-03-12,6.9113
2022-03-13,6.9113
2022-03-14,6.5914
2022-03-15,6.8394
2022-03-16,6.9809
2022-03-17,7.1015
2022-03-18,7.2045
2022-03-19,7.2045
2022-03-20,7.2045
2022-03-21,7.0616
2022-03-22,7.0571
2022-03-23,6.8491
2022-03-24,6.5558
2022-03-25,6.4396
2022-03-26,6.4396
2022-03-27,6.4396
2022-03-28,6.541
2022-03-29,6.7276
2022-03-30,6.4389
2022-03-31,4.9889
2022-04-01,4.9689
2022-04-02,4.9689
2022-04-03,4.9689
2022-04-04,5.0113
2022-04-05,4.8771
2022-04-06,4.7182
2022-04-07,4.7141
2022-04-08,4.7135
2022-04-09,4.7135
2022-04-10,4.7135
2022-04-11,4.7664
2022-04-12,4.7411
2022-04-13,4.8459
2022-04-14,4.79
2022-04-15,4.79
2022-04-16,4.79
2022-04-17,4.79
2022-04-18,4.7688
2022-04-19,4.9354
2022-04-20,5.0154
2022-04-21,4.8624
2022-04-22,4.8047
2022-04-23,4.8047
2022-04-24,4.8047
2022-04-25,5.066
2022-04-26,4.8018
2022-04-27,4.7464
2022-04-28,4.8961
2022-04-29,4.757
2022-04-30,4.757
2022-05-01,4.757
2022-05-02,4.8561
2022-05-03,4.9459
2022-05-04,5.1649
2022-05-05,5.0085
2022-05-06,4.961
2022-05-07,4.961
2022-05-08,4.961
2022-05-09,4.9413
2022-05-10,4.9367
2022-05-11,4.8136
2022-05-12,4.8717
2022-05-13,5.038
2022-05-14,5.038
2022-05-15,5.038
2022-05-16,5.0282
2022-05-17,5.1225
2022-05-18,4.8136
2022-05-19,4.7975
2022-05-20,4.6888
2022-05-21,4.6888
2022-05-22,4.6888
2022-05-23,4.7854
2022-05-24,4.5864
2022-05-25,4.7705
2022-05-26,5.0023
2022-05-27,5.0305
2022-05-28,5.0305
2022-05-29,5.0305
2022-05-30,5.0305
2022-05-31,4.9344
2022-06-01,4.8608
2022-06-02,4.9793
2022-06-03,4.9753
2022-06-04,4.9753
2022-06-05,4.9753
2022-06-06,5.0196
2022-06-07,5.0823
2022-06-08,4.9592
2022-06-09,4.939
2022-06-10,4.6514
2022-06-11,4.6514
2022-06-12,4.6514
2022-06-13,4.381
2022-06-14,4.3597
2022-06-15,4.3805
2022-06-16,4.094
2022-06-17,4.094
2022-06-18,4.094
2022-06-19,4.094
2022-06-20,4.094
2022-06-21,4.1181
2022-06-22,4.0675
2022-06-23,4.1308
2022-06-24,4.2274
2022-06-25,4.2274
2022-06-26,4.2274
2022-06-27,4.2643
2022-06-28,4.2188
2022-06-29,4.22
2022-06-30,3.5688
2022-07-01,3.7449
2022-07-02,3.7449
2022-07-03,3.7449
2022-07-04,3.7449
2022-07-05,3.8025
2022-07-06,3.8105
2022-07-07,3.8882
2022-07-08,3.8985
2022-07-09,3.8985
2022-07-10,3.8985
2022-07-11,3.8629
2022-07-12,3.9814
2022-07-13,4.0095
2022-07-14,3.9973
2022-07-15,4.0437
2022-07-16,4.0437
2022-07-17,4.0437
2022-07-18,4.0381
2022-07-19,4.1153
2022-07-20,4.1505
2022-07-21,4.1303
2022-07-22,4.1242
2022-07-23,4.1242
2022-07-24,4.1242
2022-07-25,4.1065
2022-07-26,4.0671
2022-07-27,4.1093
2022-07-28,4.1369
2022-07-29,4.2385
2022-07-30,4.2385
2022-07-31,4.2385
2022-08-01,4.1568
2022-08-02,4.0269
2022-08-03,3.9736
2022-08-04,4.0498
2022-08-05,3.9465
2022-08-06,3.9465
2022-08-07,3.9465
2022-08-08,4.0062
2022-08-09,3.8793
2022-08-10,3.9465
2022-08-11,4.0265
2022-08-12,4.0472
2022-08-13,4.0472
2022-08-14,4.0472
2022-08-15,4.0011
2022-08-16,3.9821
2022-08-17,3.8886
2022-08-18,3.9491
2022-08-19,3.8598
2022-08-20,3.8598
2022-08-21,3.8598
2022-08-22,3.7947
2022-08-23,3.7701
2022-08-24,3.7803
2022-08-25,3.8154
2022-08-26,3.6813
2022-08-27,3.6813
2022-08-28,3.6813
2022-08-29,3.611
2022-08-30,3.5861
2022-08-31,3.5336
2022-09-01,3.54
2022-09-02,3.5319
2022-09-03,3.5319
2022-09-04,3.5319
2022-09-05,3.5319
2022-09-06,3.4926
2022-09-07,3.5345
2022-09-08,3.5366
2022-09-09,3.6419
2022-09-10,3.6419
2022-09-11,3.6419
2022-09-12,3.6521
2022-09-13,3.449
2022-09-14,3.3902
2022-09-15,3.3936
2022-09-16,3.3982
2022-09-17,3.3982
2022-09-18,3.3982
2022-09-19,3.4718
2022-09-20,3.4363
2022-09-21,3.449
2022-09-22,3.4024
2022-09-23,3.3445
2022-09-24,3.3445
2022-09-25,3.3445
2022-09-26,3.2916
2022-09-27,3.3508
2022-09-28,3.5273
2022-09-29,3.5163
2022-09-30,3.311
2022-10-01,3.311
2022-10-02,3.311
2022-10-03,3.3659
2022-10-04,3.4938
2022-10-05,3.5007
2022-10-06,3.5076
2022-10-07,3.4854
2022-10-08,3.4854
2022-10-09,3.4854
2022-10-10,3.5197
2022-10-11,3.5237
2022-10-12,3.4684
2022-10-13,3.4502
2022-10-14,3.2722
2022-10-15,3.2722
2022-10-16,3.2722
2022-10-17,3.3134
2022-10-18,3.3808
2022-10-19,3.2068
2022-10-20,3.1305
2022-10-21,3.206
2022-10-22,3.206
2022-10-23,3.206
2022-10-24,3.2641
2022-10-25,3.3735
2022-10-26,3.3828
2022-10-27,3.3893
2022-10-28,3.4329
2022-10-29,3.4329
2022-10-30,3.4329
2022-10-31,3.4216
2022-11-01,3.4183
2022-11-02,3.2621
2022-11-03,3.2157
2022-11-04,3.2205
2022-11-05,3.2205
2022-11-06,3.2205
2022-11-07,3.2702
2022-11-08,3.2511
2022-11-09,3.1041
2022-11-10,3.4098
2022-11-11,3.4403
2022-11-12,3.4403
2022-11-13,3.4403
2022-11-14,3.3295
2022-11-15,3.371
2022-11-16,3.3352
2022-11-17,3.3276
2022-11-18,3.3763
2022-11-19,3.3763
2022-11-20,3.3763
2022-11-21,3.2119
2022-11-22,3.2534
2022-11-23,3.2343
2022-11-24,3.2343
2022-11-25,3.2362
2022-11-26,3.2362
2022-11-27,3.2362
2022-11-28,3.2926
2022-11-29,3.3428
2022-11-30,3.366
2022-12-01,3.3584
2022-12-02,3.3348
2022-12-03,3.3348
2022-12-04,3.3348
2022-12-05,3.2671
2022-12-06,3.2994
2022-12-07,3.4247
2022-12-08,3.4605
2022-12-09,3.4205
2022-12-10,3.4205
2022-12-11,3.4205
2022-12-12,3.4631
2022-12-13,3.4978
2022-12-14,3.5077
2022-12-15,3.5313
2022-12-16,3.5035
2022-12-17,3.5035
2022-12-18,3.5035
2022-12-19,3.4296
2022-12-20,3.4186
2022-12-21,3.4506
2022-12-22,3.4079
2022-12-23,3.4182
2022-12-24,3.4182
2022-12-25,3.4182
2022-12-26,3.4182
2022-12-27,3.4125
2022-12-28,3.3504
2022-12-29,3.4144
2022-12-30,3.4374
2022-12-31,3.4374
2023-01-01,3.4374
2023-01-02,3.4374
2023-01-03,3.4558
2023-01-04,3.5073
2023-01-05,3.5011
2023-01-06,3.5296
2023-01-07,3.5296
2023-01-08,3.5296
2023-01-09,3.5221
2023-01-10,3.5335
2023-01-11,3.5897
2023-01-12,3.6459
2023-01-13,3.7126
2023-01-14,3.7126
2023-01-15,3.7126
2023-01-16,3.7126
2023-01-17,3.7052
2023-01-18,3.7033
2023-01-19,3.6178
2023-01-20,3.6756
2023-01-21,3.6756
2023-01-22,3.6756
2023-01-23,3.7333
2023-01-24,3.7197
2023-01-25,3.7747
2023-01-26,3.859
2023-01-27,3.9234
2023-01-28,3.9234
2023-01-29,3.9234
2023-01-30,3.8996
2023-01-31,4.016
2023-02-01,4.0878
2023-02-02,4.1932
2023-02-03,4.1096
2023-02-04,4.1096
2023-02-05,4.1096
2023-02-06,4.1038
2023-02-07,4.1007
2023-02-08,4.094
2023-02-09,4.0398
2023-02-10,4.0402
2023-02-11,4.0402
2023-02-12,4.0402
2023-02-13,4.0948
2023-02-14,4.1167
2023-02-15,4.1752
2023-02-16,4.1253
2023-02-17,4.0854
2023-02-18,4.0854
2023-02-19,4.0854
2023-02-20,4.0854
2023-02-21,3.9016
2023-02-22,3.9707
2023-02-23,4.0281
2023-02-24,4.03
2023-02-25,4.03
2023-02-26,4.03
2023-02-27,4.0858
2023-02-28,4.0082
2023-03-01,4.0441
2023-03-02,4.0785
2023-03-03,4.1693
2023-03-04,4.1693
2023-03-05,4.1693
2023-03-06,4.1001
2023-03-07,4.0602
2023-03-08,4.0598
2023-03-09,3.9727
2023-03-10,3.8933
2023-03-11,3.8933
2023-03-12,3.8933
2023-03-13,3.8274
2023-03-14,3.8717
2023-03-15,3.816
2023-03-16,3.9207
2023-03-17,3.8365
2023-03-18,3.8365
