,SOI US Equity
2023-03-14,10.6482
2023-03-15,10.1286
2023-03-16,9.9253
2023-03-17,9.1007
2023-03-18,9.1007
2023-03-19,9.1007
2023-03-20,9.4508
2023-03-21,9.6542
2023-03-22,9.3718
2023-03-23,9.5299
2023-03-24,9.496
2023-03-25,9.496
2023-03-26,9.496
2023-03-27,9.8123
2023-03-28,9.9027
2023-03-29,9.8575
2023-03-30,9.7784
2023-03-31,8.9217
2023-04-01,8.9217
2023-04-02,8.9217
2023-04-03,9.238
2023-04-04,9.0321
2023-04-05,8.8883
2023-04-06,8.8116
2023-04-07,8.8116
2023-04-08,8.8116
2023-04-09,8.8116
2023-04-10,8.8499
2023-04-11,8.8212
2023-04-12,8.7061
2023-04-13,8.7253
2023-04-14,8.639
2023-04-15,8.639
2023-04-16,8.639
2023-04-17,8.591
2023-04-18,8.4376
2023-04-19,8.4184
2023-04-20,8.1595
2023-04-21,8.1595
2023-04-22,8.1595
2023-04-23,8.1595
2023-04-24,8.5622
2023-04-25,8.1307
2023-04-26,7.891
2023-04-27,7.8814
2023-04-28,8.102
2023-04-29,8.102
2023-04-30,8.102
2023-05-01,8.38
2023-05-02,7.2046
2023-05-03,7.2494
2023-05-04,7.6619
2023-05-05,7.8571
2023-05-06,7.8571
2023-05-07,7.8571
2023-05-08,7.8385
2023-05-09,7.8478
2023-05-10,8.0151
2023-05-11,7.792
2023-05-12,7.8385
2023-05-13,7.8385
2023-05-14,7.8385
2023-05-15,7.8943
2023-05-16,7.8013
2023-05-17,8.0709
2023-05-18,8.0802
2023-05-19,8.1173
2023-05-20,8.1173
2023-05-21,8.1173
2023-05-22,8.2475
2023-05-23,8.4519
2023-05-24,8.4055
2023-05-25,8.1731
2023-05-26,8.108
2023-05-27,8.108
2023-05-28,8.108
2023-05-29,8.108
2023-05-30,7.8664
2023-05-31,7.5504
2023-06-01,7.6898
2023-06-02,8.3125
2023-06-03,8.3125
2023-06-04,8.3125
2023-06-05,8.1638
2023-06-06,8.3125
2023-06-07,8.7122
2023-06-08,8.7029
2023-06-09,8.5077
2023-06-10,8.5077
2023-06-11,8.5077
2023-06-12,8.3776
2023-06-13,8.6192
2023-06-14,8.4612
2023-06-15,8.6378
2023-06-16,8.4333
2023-06-17,8.4333
2023-06-18,8.4333
2023-06-19,8.4333
2023-06-20,8.3404
2023-06-21,8.2289
2023-06-22,8.3125
2023-06-23,8.0616
2023-06-24,8.0616
2023-06-25,8.0616
2023-06-26,8.2196
2023-06-27,8.3032
2023-06-28,8.2103
2023-06-29,8.4891
2023-06-30,7.8361
2023-07-01,7.8361
2023-07-02,7.8361
2023-07-03,7.9282
2023-07-04,7.9282
2023-07-05,7.7859
2023-07-06,7.7022
2023-07-07,8.2294
2023-07-08,8.2294
2023-07-09,8.2294
2023-07-10,8.2461
2023-07-11,8.3382
2023-07-12,8.4386
2023-07-13,8.539
2023-07-14,8.5139
2023-07-15,8.5139
2023-07-16,8.5139
2023-07-17,8.5808
2023-07-18,8.7147
2023-07-19,8.8319
2023-07-20,8.8319
2023-07-21,8.8151
2023-07-22,8.8151
2023-07-23,8.8151
2023-07-24,8.9156
2023-07-25,8.8988
2023-07-26,8.8068
2023-07-27,8.0262
2023-07-28,9.1908
2023-07-29,9.1908
2023-07-30,9.1908
2023-07-31,9.6829
2023-08-01,9.4651
2023-08-02,9.4571
2023-08-03,9.6587
2023-08-04,9.7313
2023-08-05,9.7313
2023-08-06,9.7313
2023-08-07,9.6829
2023-08-08,9.5539
2023-08-09,9.7394
2023-08-10,9.8201
2023-08-11,9.691
2023-08-12,9.691
2023-08-13,9.691
2023-08-14,9.9492
2023-08-15,9.6507
2023-08-16,9.5861
2023-08-17,9.6345
2023-08-18,9.7475
2023-08-19,9.7475
2023-08-20,9.7475
2023-08-21,9.5861
2023-08-22,9.4167
2023-08-23,9.3441
2023-08-24,9.2715
2023-08-25,9.1424
2023-08-26,9.1424
2023-08-27,9.1424
2023-08-28,9.2715
2023-08-29,9.1828
2023-08-30,9.2554
2023-08-31,9.3522
2023-09-01,9.449
2023-09-02,9.449
2023-09-03,9.449
2023-09-04,9.449
2023-09-05,9.4651
2023-09-06,9.2393
2023-09-07,9.1747
2023-09-08,9.3119
2023-09-09,9.3119
2023-09-10,9.3119
2023-09-11,9.3683
2023-09-12,9.6587
2023-09-13,9.5055
2023-09-14,9.6991
2023-09-15,9.5861
2023-09-16,9.5861
2023-09-17,9.5861
2023-09-18,9.4087
2023-09-19,9.2473
2023-09-20,9.2393
2023-09-21,8.973
2023-09-22,8.9569
2023-09-23,8.9569
2023-09-24,8.9569
2023-09-25,9.2312
2023-09-26,9.2715
2023-09-27,9.7071
2023-09-28,9.5377
2023-09-29,10.3351
2023-09-30,10.3351
2023-10-01,10.3351
2023-10-02,10.0306
2023-10-03,9.9436
2023-10-04,9.5607
2023-10-05,9.6738
2023-10-06,9.7087
2023-10-07,9.7087
2023-10-08,9.7087
2023-10-09,10.135
2023-10-10,10.1089
2023-10-11,10.1263
2023-10-12,9.9262
2023-10-13,9.9784
2023-10-14,9.9784
2023-10-15,9.9784
2023-10-16,9.9349
2023-10-17,10.048
2023-10-18,10.1089
2023-10-19,10.0567
2023-10-20,9.874
2023-10-21,9.874
2023-10-22,9.874
2023-10-23,9.7348
2023-10-24,9.6826
2023-10-25,9.5868
2023-10-26,9.4128
2023-10-27,8.5963
2023-10-28,8.5963
2023-10-29,8.5963
2023-10-30,8.6805
2023-10-31,9.1186
2023-11-01,8.9529
2023-11-02,9.1796
2023-11-03,9.1796
2023-11-04,9.1796
2023-11-05,9.1796
2023-11-06,9.0052
2023-11-07,8.7523
2023-11-08,8.7348
2023-11-09,8.6302
2023-11-10,8.7348
2023-11-11,8.7348
2023-11-12,8.7348
2023-11-13,8.822
2023-11-14,9.1709
2023-11-15,8.9093
2023-11-16,8.5255
2023-11-17,8.6563
2023-11-18,8.6563
2023-11-19,8.6563
2023-11-20,8.7087
2023-11-21,8.6302
2023-11-22,8.6738
2023-11-23,8.6738
2023-11-24,8.7959
2023-11-25,8.7959
2023-11-26,8.7959
2023-11-27,8.5604
2023-11-28,8.4994
2023-11-29,8.604
2023-11-30,8.5255
2023-12-01,8.5779
2023-12-02,8.5779
2023-12-03,8.5779
2023-12-04,8.6389
2023-12-05,8.3337
2023-12-06,8.2203
2023-12-07,8.2028
2023-12-08,8.1941
2023-12-09,8.1941
2023-12-10,8.1941
2023-12-11,8.1244
2023-12-12,8.011
2023-12-13,8.1244
2023-12-14,8.2988
2023-12-15,8.1854
2023-12-16,8.1854
2023-12-17,8.1854
2023-12-18,8.1941
2023-12-19,8.386
2023-12-20,8.1854
2023-12-21,8.1854
2023-12-22,8.229
2023-12-23,8.229
2023-12-24,8.229
2023-12-25,8.229
2023-12-26,8.2377
2023-12-27,7.9499
2023-12-28,8.0371
2023-12-29,7.8997
2023-12-30,7.8997
2023-12-31,7.8997
2024-01-01,7.8997
2024-01-02,7.9086
2024-01-03,7.7933
2024-01-04,7.6691
2024-01-05,7.7756
2024-01-06,7.7756
2024-01-07,7.7756
2024-01-08,7.6603
2024-01-09,7.4031
2024-01-10,7.2169
2024-01-11,7.0661
2024-01-12,7.0661
2024-01-13,7.0661
2024-01-14,7.0661
2024-01-15,7.0661
2024-01-16,6.8267
2024-01-17,6.809
2024-01-18,6.8178
2024-01-19,7.004
2024-01-20,7.004
2024-01-21,7.004
2024-01-22,7.2346
2024-01-23,7.4208
2024-01-24,7.5716
2024-01-25,7.7756
2024-01-26,7.811
2024-01-27,7.811
2024-01-28,7.811
2024-01-29,7.7844
2024-01-30,7.7224
2024-01-31,7.4918
2024-02-01,7.4297
2024-02-02,7.2967
2024-02-03,7.2967
2024-02-04,7.2967
2024-02-05,7.3499
2024-02-06,7.5184
2024-02-07,7.341
2024-02-08,7.5007
2024-02-09,7.5095
2024-02-10,7.5095
2024-02-11,7.5095
2024-02-12,7.5627
2024-02-13,7.2878
2024-02-14,7.3322
2024-02-15,7.8022
2024-02-16,7.6425
2024-02-17,7.6425
2024-02-18,7.6425
2024-02-19,7.6425
2024-02-20,7.749
2024-02-21,7.7401
2024-02-22,7.6869
2024-02-23,7.7312
2024-02-24,7.7312
2024-02-25,7.7312
2024-02-26,7.678
2024-02-27,8.055
2024-02-28,7.9084
2024-02-29,8.1411
2024-03-01,8.1756
2024-03-02,8.1756
2024-03-03,8.1756
2024-03-04,7.8653
2024-03-05,7.8395
2024-03-06,7.8222
2024-03-07,7.7878
2024-03-08,8.0119
2024-03-09,8.0119
2024-03-10,8.0119
2024-03-11,8.0291
2024-03-12,8.2101
2024-03-13,8.0808
2024-03-14,7.9946
2024-03-15,8.2015
2024-03-16,8.2015
2024-03-17,8.2015
2024-03-18,8.1584
2024-03-19,8.4342
2024-03-20,8.4601
2024-03-21,8.5204
2024-03-22,8.2446
2024-03-23,8.2446
2024-03-24,8.2446
2024-03-25,8.3739
2024-03-26,8.1498
2024-03-27,8.2618
2024-03-28,8.3135
2024-03-29,8.3135
2024-03-30,8.3135
2024-03-31,8.3135
2024-04-01,8.348
2024-04-02,8.3049
2024-04-03,8.4256
2024-04-04,8.3739
2024-04-05,8.7288
2024-04-06,8.7288
2024-04-07,8.7288
2024-04-08,8.7464
