,ST US Equity
2023-03-19,14.9084
2023-03-20,15.0973
2023-03-21,15.4
2023-03-22,15.1883
2023-03-23,15.177
2023-03-24,15.1815
2023-03-25,15.1815
2023-03-26,15.1815
2023-03-27,15.2566
2023-03-28,15.3544
2023-03-29,15.6207
2023-03-30,15.6867
2023-03-31,15.2381
2023-04-01,15.2381
2023-04-02,15.2381
2023-04-03,15.1039
2023-04-04,14.6968
2023-04-05,14.4438
2023-04-06,14.3052
2023-04-07,14.3052
2023-04-08,14.3052
2023-04-09,14.3052
2023-04-10,14.5076
2023-04-11,14.5736
2023-04-12,14.5186
2023-04-13,14.622
2023-04-14,14.6484
2023-04-15,14.6484
2023-04-16,14.6484
2023-04-17,14.6484
2023-04-18,14.6924
2023-04-19,14.798
2023-04-20,14.7936
2023-04-21,14.7518
2023-04-22,14.7518
2023-04-23,14.7518
2023-04-24,14.765
2023-04-25,13.9443
2023-04-26,13.7419
2023-04-27,13.7551
2023-04-28,13.7925
2023-04-29,13.7925
2023-04-30,13.7925
2023-05-01,13.7573
2023-05-02,13.6877
2023-05-03,13.4803
2023-05-04,13.2244
2023-05-05,13.4009
2023-05-06,13.4009
2023-05-07,13.4009
2023-05-08,13.3788
2023-05-09,13.2508
2023-05-10,13.1295
2023-05-11,13.103
2023-05-12,13.0876
2023-05-13,13.0876
2023-05-14,13.0876
2023-05-15,13.3104
2023-05-16,13.1207
2023-05-17,13.2685
2023-05-18,13.4406
2023-05-19,13.3788
2023-05-20,13.3788
2023-05-21,13.3788
2023-05-22,13.4781
2023-05-23,13.3457
2023-05-24,13.1979
2023-05-25,13.1847
2023-05-26,13.4913
2023-05-27,13.4913
2023-05-28,13.4913
2023-05-29,13.4913
2023-05-30,13.5994
2023-05-31,13.392
2023-06-01,13.4604
2023-06-02,13.7053
2023-06-03,13.7053
2023-06-04,13.7053
2023-06-05,13.6568
2023-06-06,13.9127
2023-06-07,14.0649
2023-06-08,13.9039
2023-06-09,13.8994
2023-06-10,13.8994
2023-06-11,13.8994
2023-06-12,14.0031
2023-06-13,14.1223
2023-06-14,14.0605
2023-06-15,14.162
2023-06-16,14.2348
2023-06-17,14.2348
2023-06-18,14.2348
2023-06-19,14.2348
2023-06-20,14.1311
2023-06-21,14.0583
2023-06-22,13.8972
2023-06-23,13.745
2023-06-24,13.745
2023-06-25,13.745
2023-06-26,13.8575
2023-06-27,14.0473
2023-06-28,14.034
2023-06-29,14.0406
2023-06-30,14.5714
2023-07-01,14.5714
2023-07-02,14.5714
2023-07-03,14.4212
2023-07-04,14.4212
2023-07-05,14.3348
2023-07-06,14.2142
2023-07-07,14.4394
2023-07-08,14.4394
2023-07-09,14.4394
2023-07-10,14.469
2023-07-11,14.6191
2023-07-12,14.676
2023-07-13,14.7488
2023-07-14,14.6806
2023-07-15,14.6806
2023-07-16,14.6806
2023-07-17,14.8557
2023-07-18,15.0696
2023-07-19,15.0491
2023-07-20,14.8648
2023-07-21,14.8944
2023-07-22,14.8944
2023-07-23,14.8944
2023-07-24,14.9103
2023-07-25,14.0163
2023-07-26,13.8525
2023-07-27,13.8503
2023-07-28,13.9026
2023-07-29,13.9026
2023-07-30,13.9026
2023-07-31,13.9481
2023-08-01,13.8617
2023-08-02,13.8005
2023-08-03,13.7461
2023-08-04,13.6259
2023-08-05,13.6259
2023-08-06,13.6259
2023-08-07,13.6667
2023-08-08,13.6055
2023-08-09,13.5646
2023-08-10,13.4762
2023-08-11,13.2313
2023-08-12,13.2313
2023-08-13,13.2313
2023-08-14,13.424
2023-08-15,13.2857
2023-08-16,13.0793
2023-08-17,12.9501
2023-08-18,12.8888
2023-08-19,12.8888
2023-08-20,12.8888
2023-08-21,12.8208
2023-08-22,12.8185
2023-08-23,12.8389
2023-08-24,12.7618
2023-08-25,12.7505
2023-08-26,12.7505
2023-08-27,12.7505
2023-08-28,12.8639
2023-08-29,12.9319
2023-08-30,12.8571
2023-08-31,12.8684
2023-09-01,12.9546
2023-09-02,12.9546
2023-09-03,12.9546
2023-09-04,12.9546
2023-09-05,13.043
2023-09-06,13.0068
2023-09-07,12.6915
2023-09-08,12.7505
2023-09-09,12.7505
2023-09-10,12.7505
2023-09-11,12.7664
2023-09-12,12.8231
2023-09-13,12.7822
2023-09-14,12.8072
2023-09-15,12.9297
2023-09-16,12.9297
2023-09-17,12.9297
2023-09-18,12.9387
2023-09-19,12.8979
2023-09-20,12.7822
2023-09-21,12.6598
2023-09-22,12.6915
2023-09-23,12.6915
2023-09-24,12.6915
2023-09-25,12.6235
2023-09-26,12.5396
2023-09-27,12.7686
2023-09-28,13.0045
2023-09-29,16.1511
2023-09-30,16.1511
2023-10-01,16.1511
2023-10-02,16.1027
2023-10-03,16.0857
2023-10-04,16.154
2023-10-05,15.8352
2023-10-06,16.0145
2023-10-07,16.0145
2023-10-08,16.0145
2023-10-09,16.0202
2023-10-10,16.0999
2023-10-11,16.1284
2023-10-12,16.0344
2023-10-13,15.8551
2023-10-14,15.8551
2023-10-15,15.8551
2023-10-16,16.0401
2023-10-17,16.1141
2023-10-18,15.7555
2023-10-19,15.5619
2023-10-20,15.5078
2023-10-21,15.5078
2023-10-22,15.5078
2023-10-23,15.3
2023-10-24,15.3968
2023-10-25,15.189
2023-10-26,15.2232
2023-10-27,15.152
2023-10-28,15.152
2023-10-29,15.152
2023-10-30,15.0923
2023-10-31,14.4603
2023-11-01,14.3949
2023-11-02,14.4176
2023-11-03,14.6254
2023-11-04,14.6254
2023-11-05,14.6254
2023-11-06,14.4546
2023-11-07,14.3205
2023-11-08,14.2385
2023-11-09,14.1141
2023-11-10,14.3035
2023-11-11,14.3035
2023-11-12,14.3035
2023-11-13,14.1678
2023-11-14,14.6342
2023-11-15,14.7134
2023-11-16,14.6257
2023-11-17,14.606
2023-11-18,14.606
2023-11-19,14.606
2023-11-20,14.5212
2023-11-21,14.3742
2023-11-22,14.3742
2023-11-23,14.3742
2023-11-24,14.4279
2023-11-25,14.4279
2023-11-26,14.4279
2023-11-27,14.3996
2023-11-28,14.5127
2023-11-29,14.5353
2023-11-30,14.5749
2023-12-01,14.7642
2023-12-02,14.7642
2023-12-03,14.7642
2023-12-04,14.8038
2023-12-05,14.6823
2023-12-06,14.7275
2023-12-07,14.8999
2023-12-08,14.8151
2023-12-09,14.8151
2023-12-10,14.8151
2023-12-11,14.9423
2023-12-12,14.9197
2023-12-13,15.2363
2023-12-14,15.7281
2023-12-15,15.5783
2023-12-16,15.5783
2023-12-17,15.5783
2023-12-18,15.5161
2023-12-19,15.7309
2023-12-20,15.6942
2023-12-21,15.9825
2023-12-22,15.9514
2023-12-23,15.9514
2023-12-24,15.9514
2023-12-25,15.9514
2023-12-26,15.9994
2023-12-27,16.0729
2023-12-28,16.0588
2023-12-29,47.3112
2023-12-30,47.3112
2023-12-31,47.3112
2024-01-01,47.3112
2024-01-02,46.9363
2024-01-03,46.1699
2024-01-04,46.0366
2024-01-05,46.1865
2024-01-06,46.1865
2024-01-07,46.1865
2024-01-08,45.9449
2024-01-09,45.6867
2024-01-10,45.2118
2024-01-11,44.9952
2024-01-12,44.5536
2024-01-13,44.5536
2024-01-14,44.5536
2024-01-15,44.5536
2024-01-16,44.537
2024-01-17,44.1871
2024-01-18,44.6869
2024-01-19,44.7119
2024-01-20,44.7119
2024-01-21,44.7119
2024-01-22,45.1618
2024-01-23,45.4451
2024-01-24,45.4367
2024-01-25,45.5034
2024-01-26,45.545
2024-01-27,45.545
2024-01-28,45.545
2024-01-29,45.795
2024-01-30,47.1279
2024-01-31,46.1449
2024-02-01,46.6531
2024-02-02,46.4698
2024-02-03,46.4698
2024-02-04,46.4698
2024-02-05,46.1032
2024-02-06,43.5539
2024-02-07,43.6456
2024-02-08,43.2623
2024-02-09,43.4623
2024-02-10,43.4623
2024-02-11,43.4623
2024-02-12,44.0205
2024-02-13,42.9624
2024-02-14,43.2873
2024-02-15,44.1788
2024-02-16,44.0704
2024-02-17,44.0704
2024-02-18,44.0704
2024-02-19,44.0704
2024-02-20,44.0621
2024-02-21,44.5453
2024-02-22,44.5536
2024-02-23,45.1951
2024-02-24,45.1951
2024-02-25,45.1951
2024-02-26,44.6953
2024-02-27,44.3454
2024-02-28,44.2287
2024-02-29,44.5192
2024-03-01,44.776
2024-03-02,44.776
2024-03-03,44.776
2024-03-04,45.1487
2024-03-05,44.0969
2024-03-06,44.511
2024-03-07,45.0576
2024-03-08,45.3061
2024-03-09,45.3061
2024-03-10,45.3061
2024-03-11,45.4055
2024-03-12,45.5877
2024-03-13,45.6705
2024-03-14,45.3475
2024-03-15,45.4717
2024-03-16,45.4717
2024-03-17,45.4717
2024-03-18,45.6622
2024-03-19,45.5711
2024-03-20,46.1343
2024-03-21,46.0515
2024-03-22,45.5794
2024-03-23,45.5794
2024-03-24,45.5794
2024-03-25,45.5545
2024-03-26,44.9251
2024-03-27,46.184
2024-03-28,46.4407
2024-03-29,46.4407
2024-03-30,46.4407
2024-03-31,46.4407
2024-04-01,46.2088
2024-04-02,46.068
2024-04-03,46.4573
2024-04-04,45.8693
2024-04-05,45.364
2024-04-06,45.364
2024-04-07,45.364
2024-04-08,45.7368
