,KFRC US Equity
2020-09-01,11.8009
2020-09-02,11.9833
2020-09-03,11.7762
2020-09-04,11.7082
2020-09-05,11.7082
2020-09-06,11.7082
2020-09-07,11.7082
2020-09-08,11.433
2020-09-09,11.566
2020-09-10,11.331
2020-09-11,11.3836
2020-09-12,11.3836
2020-09-13,11.3836
2020-09-14,11.498
2020-09-15,11.1703
2020-09-16,11.2074
2020-09-17,11.365
2020-09-18,11.4021
2020-09-19,11.4021
2020-09-20,11.4021
2020-09-21,10.9569
2020-09-22,11.4485
2020-09-23,10.9384
2020-09-24,10.9075
2020-09-25,10.9322
2020-09-26,10.9322
2020-09-27,10.9322
2020-09-28,11.0837
2020-09-29,10.9817
2020-09-30,9.608
2020-10-01,9.608
2020-10-02,9.7823
2020-10-03,9.7823
2020-10-04,9.7823
2020-10-05,10.1628
2020-10-06,10.2093
2020-10-07,10.6102
2020-10-08,10.6887
2020-10-09,10.8107
2020-10-10,10.8107
2020-10-11,10.8107
2020-10-12,11.2958
2020-10-13,11.1477
2020-10-14,11.1273
2020-10-15,11.2087
2020-10-16,11.3045
2020-10-17,11.3045
2020-10-18,11.3045
2020-10-19,11.261
2020-10-20,11.1767
2020-10-21,11.1999
2020-10-22,11.3655
2020-10-23,11.4149
2020-10-24,11.4149
2020-10-25,11.4149
2020-10-26,10.8804
2020-10-27,10.5231
2020-10-28,10.2936
2020-10-29,10.3981
2020-10-30,10.3429
2020-10-31,10.3429
2020-11-01,10.3429
2020-11-02,10.5579
2020-11-03,11.5253
2020-11-04,11.0212
2020-11-05,11.1955
2020-11-06,10.9107
2020-11-07,10.9107
2020-11-08,10.9107
2020-11-09,11.9105
2020-11-10,12.4132
2020-11-11,12.1517
2020-11-12,11.7971
2020-11-13,11.8872
2020-11-14,11.8872
2020-11-15,11.8872
2020-11-16,12.2825
2020-11-17,12.3086
2020-11-18,12.2069
2020-11-19,12.0848
2020-11-20,11.893
2020-11-21,11.893
2020-11-22,11.893
2020-11-23,12.1459
2020-11-24,12.5992
2020-11-25,12.4685
2020-11-26,12.4685
2020-11-27,12.4772
2020-11-28,12.4772
2020-11-29,12.4772
2020-11-30,12.1924
2020-12-01,12.2243
2020-12-02,12.2941
2020-12-03,12.2214
2020-12-04,12.7155
2020-12-05,12.7155
2020-12-06,12.7155
2020-12-07,12.6545
2020-12-08,12.7329
2020-12-09,12.7591
2020-12-10,12.9306
2020-12-11,12.8986
2020-12-12,12.8986
2020-12-13,12.8986
2020-12-14,12.4888
2020-12-15,12.9044
2020-12-16,12.6864
2020-12-17,12.7591
2020-12-18,12.7387
2020-12-19,12.7387
2020-12-20,12.7387
2020-12-21,12.4074
2020-12-22,12.451
2020-12-23,12.6516
2020-12-24,12.6254
2020-12-25,12.6254
2020-12-26,12.6254
2020-12-27,12.6254
2020-12-28,12.8056
2020-12-29,12.6051
2020-12-30,12.6254
2020-12-31,11.7232
2021-01-01,11.7232
2021-01-02,11.7232
2021-01-03,11.7232
2021-01-04,11.8791
2021-01-05,12.0022
2021-01-06,12.4454
2021-01-07,12.4564
2021-01-08,12.2813
2021-01-09,12.2813
2021-01-10,12.2813
2021-01-11,12.1226
2021-01-12,12.3114
2021-01-13,12.1089
2021-01-14,12.2786
2021-01-15,11.8928
2021-01-16,11.8928
2021-01-17,11.8928
2021-01-18,11.8928
2021-01-19,12.44
2021-01-20,12.4099
2021-01-21,12.4044
2021-01-22,12.6999
2021-01-23,12.6999
2021-01-24,12.6999
2021-01-25,12.3716
2021-01-26,12.3784
2021-01-27,12.1828
2021-01-28,12.2184
2021-01-29,11.8764
2021-01-30,11.8764
2021-01-31,11.8764
2021-02-01,12.0351
2021-02-02,12.0187
2021-02-03,12.1801
2021-02-04,12.4372
2021-02-05,12.5412
2021-02-06,12.5412
2021-02-07,12.5412
2021-02-08,13.1102
2021-02-09,13.0911
2021-02-10,13.2115
2021-02-11,13.1868
2021-02-12,12.9652
2021-02-13,12.9652
2021-02-14,12.9652
2021-02-15,12.9652
2021-02-16,12.9297
2021-02-17,13.258
2021-02-18,13.2279
2021-02-19,13.6177
2021-02-20,13.6177
2021-02-21,13.6177
2021-02-22,13.8817
2021-02-23,13.9939
2021-02-24,14.3331
2021-02-25,14.4042
2021-02-26,14.3403
2021-02-27,14.3403
2021-02-28,14.3403
2021-03-01,14.6761
2021-03-02,14.4751
2021-03-03,14.91
2021-03-04,14.5274
2021-03-05,14.6926
2021-03-06,14.6926
2021-03-07,14.6926
2021-03-08,15.1136
2021-03-09,14.932
2021-03-10,14.9815
2021-03-11,14.8852
2021-03-12,15.1659
2021-03-13,15.1659
2021-03-14,15.1659
2021-03-15,15.0558
2021-03-16,14.6623
2021-03-17,14.6375
2021-03-18,14.8302
2021-03-19,14.7118
2021-03-20,14.7118
2021-03-21,14.7118
2021-03-22,14.4119
2021-03-23,14.1146
2021-03-24,14.0733
2021-03-25,14.555
2021-03-26,14.9705
2021-03-27,14.9705
2021-03-28,14.9705
2021-03-29,14.6513
2021-03-30,14.8549
2021-03-31,13.9969
2021-04-01,14.1746
2021-04-02,14.1746
2021-04-03,14.1746
2021-04-04,14.1746
2021-04-05,14.2209
2021-04-06,14.1746
2021-04-07,14.2183
2021-04-08,14.3368
2021-04-09,14.4475
2021-04-10,14.4475
2021-04-11,14.4475
2021-04-12,14.4938
2021-04-13,14.3805
2021-04-14,14.4681
2021-04-15,14.5427
2021-04-16,14.7152
2021-04-17,14.7152
2021-04-18,14.7152
2021-04-19,14.5092
2021-04-20,14.2518
2021-04-21,14.3934
2021-04-22,14.3599
2021-04-23,14.6354
2021-04-24,14.6354
2021-04-25,14.6354
2021-04-26,14.414
2021-04-27,14.5788
2021-04-28,14.6663
2021-04-29,14.6148
2021-04-30,14.6251
2021-05-01,14.6251
2021-05-02,14.6251
2021-05-03,14.9701
2021-05-04,16.1028
2021-05-05,15.4067
2021-05-06,15.4374
2021-05-07,15.5677
2021-05-08,15.5677
2021-05-09,15.5677
2021-05-10,15.3148
2021-05-11,15.0108
2021-05-12,14.7324
2021-05-13,15.3991
2021-05-14,15.606
2021-05-15,15.606
2021-05-16,15.606
2021-05-17,15.6468
2021-05-18,15.6239
2021-05-19,15.4323
2021-05-20,15.2688
2021-05-21,15.4476
2021-05-22,15.4476
2021-05-23,15.4476
2021-05-24,15.6775
2021-05-25,15.2432
2021-05-26,15.9125
2021-05-27,16.2803
2021-05-28,16.2165
2021-05-29,16.2165
2021-05-30,16.2165
2021-05-31,16.2165
2021-06-01,16.4847
2021-06-02,16.2241
2021-06-03,16.1858
2021-06-04,16.1909
2021-06-05,16.1909
2021-06-06,16.1909
2021-06-07,16.2676
2021-06-08,16.477
2021-06-09,16.3084
2021-06-10,16.1909
2021-06-11,16.2037
2021-06-12,16.2037
2021-06-13,16.2037
2021-06-14,16.2497
2021-06-15,16.2522
2021-06-16,15.9994
2021-06-17,15.7541
2021-06-18,15.2228
2021-06-19,15.2228
2021-06-20,15.2228
2021-06-21,15.7082
2021-06-22,15.8895
2021-06-23,15.8512
2021-06-24,15.9917
2021-06-25,16.0785
2021-06-26,16.0785
2021-06-27,16.0785
2021-06-28,16.0479
2021-06-29,16.4949
2021-06-30,13.3604
2021-07-01,13.4515
2021-07-02,13.4155
2021-07-03,13.4155
2021-07-04,13.4155
2021-07-05,13.4155
2021-07-06,12.9665
2021-07-07,13.1381
2021-07-08,12.9898
2021-07-09,13.2228
2021-07-10,13.2228
2021-07-11,13.2228
2021-07-12,13.1974
2021-07-13,13.1275
2021-07-14,13.2736
2021-07-15,13.1105
2021-07-16,12.7653
2021-07-17,12.7653
2021-07-18,12.7653
2021-07-19,12.4837
2021-07-20,12.7124
2021-07-21,12.7632
2021-07-22,12.5154
2021-07-23,12.8712
2021-07-24,12.8712
2021-07-25,12.8712
2021-07-26,12.8966
2021-07-27,12.9686
2021-07-28,13.0809
2021-07-29,13.2588
2021-07-30,13.2545
2021-07-31,13.2545
2021-08-01,13.2545
2021-08-02,13.1804
2021-08-03,13.3943
2021-08-04,12.3464
2021-08-05,12.8146
2021-08-06,12.754
2021-08-07,12.754
2021-08-08,12.754
2021-08-09,12.5951
2021-08-10,12.7205
2021-08-11,12.8229
2021-08-12,12.8585
2021-08-13,12.6495
2021-08-14,12.6495
2021-08-15,12.6495
2021-08-16,12.57
2021-08-17,12.4572
2021-08-18,12.2168
2021-08-19,12.2879
2021-08-20,12.3088
2021-08-21,12.3088
2021-08-22,12.3088
2021-08-23,12.2753
2021-08-24,12.1624
2021-08-25,12.0872
2021-08-26,11.8427
2021-08-27,12.2858
2021-08-28,12.2858
2021-08-29,12.2858
2021-08-30,12.1332
2021-08-31,12.244
2021-09-01,12.2795
2021-09-02,12.3715
2021-09-03,12.3046
2021-09-04,12.3046
2021-09-05,12.3046
2021-09-06,12.3046
2021-09-07,12.0893
2021-09-08,12.4028
2021-09-09,12.5491
2021-09-10,12.5512
2021-09-11,12.5512
2021-09-12,12.5512
2021-09-13,12.5596
2021-09-14,12.4425
2021-09-15,12.593
2021-09-16,12.6202
2021-09-17,12.7811
2021-09-18,12.7811
2021-09-19,12.7811
2021-09-20,12.4174
2021-09-21,12.2419
2021-09-22,12.3527
2021-09-23,12.9693
2021-09-24,13.0403
2021-09-25,13.0403
2021-09-26,13.0403
2021-09-27,13.1532
2021-09-28,12.9003
2021-09-29,12.8773
2021-09-30,12.1991
2021-10-01,12.5867
2021-10-02,12.5867
2021-10-03,12.5867
2021-10-04,12.7173
2021-10-05,13.0763
2021-10-06,13.0682
2021-10-07,13.723
2021-10-08,13.7985
2021-10-09,13.7985
2021-10-10,13.7985
2021-10-11,13.57
2021-10-12,13.7434
2021-10-13,13.6434
2021-10-14,13.3272
2021-10-15,13.1661
2021-10-16,13.1661
2021-10-17,13.1661
2021-10-18,13.1967
2021-10-19,13.1783
2021-10-20,13.2599
2021-10-21,13.3619
2021-10-22,13.3272
2021-10-23,13.3272
2021-10-24,13.3272
2021-10-25,13.313
2021-10-26,13.0967
2021-10-27,12.9458
2021-10-28,13.1742
2021-10-29,13.2436
2021-10-30,13.2436
2021-10-31,13.2436
2021-11-01,13.6149
2021-11-02,14.2044
2021-11-03,14.1731
2021-11-04,14.6884
2021-11-05,15.3309
2021-11-06,15.3309
2021-11-07,15.3309
2021-11-08,15.3512
2021-11-09,15.4138
2021-11-10,15.529
2021-11-11,15.6846
2021-11-12,15.8199
2021-11-13,15.8199
2021-11-14,15.8199
2021-11-15,15.8119
2021-11-16,16.0159
2021-11-17,15.7209
2021-11-18,15.6745
2021-11-19,15.9957
2021-11-20,15.9957
2021-11-21,15.9957
2021-11-22,16.1634
2021-11-23,16.3493
2021-11-24,16.1048
2021-11-25,16.1048
2021-11-26,15.4582
2021-11-27,15.4582
2021-11-28,15.4582
2021-11-29,15.9614
2021-11-30,15.5168
2021-12-01,14.848
2021-12-02,15.2178
2021-12-03,14.8056
2021-12-04,14.8056
2021-12-05,14.8056
2021-12-06,14.8925
2021-12-07,14.9086
2021-12-08,15.1329
2021-12-09,14.7248
2021-12-10,14.844
2021-12-11,14.844
2021-12-12,14.844
2021-12-13,14.5712
2021-12-14,14.5025
2021-12-15,15.0662
2021-12-16,14.8056
2021-12-17,14.8197
2021-12-18,14.8197
2021-12-19,14.8197
2021-12-20,14.9107
2021-12-21,14.9571
2021-12-22,15.0642
2021-12-23,15.3047
2021-12-24,15.3047
2021-12-25,15.3047
2021-12-26,15.3047
2021-12-27,15.5896
2021-12-28,15.4138
2021-12-29,15.3895
2021-12-30,15.145
2021-12-31,15.3108
2022-01-01,15.3108
2022-01-02,15.3108
2022-01-03,15.4575
2022-01-04,15.4153
2022-01-05,15.2003
2022-01-06,15.3972
2022-01-07,14.4972
2022-01-08,14.4972
2022-01-09,14.4972
2022-01-10,14.2521
2022-01-11,14.3284
2022-01-12,14.234
2022-01-13,14.7182
2022-01-14,14.7523
2022-01-15,14.7523
2022-01-16,14.7523
2022-01-17,14.7523
2022-01-18,14.463
2022-01-19,14.4128
2022-01-20,13.8965
2022-01-21,13.9508
2022-01-22,13.9508
2022-01-23,13.9508
2022-01-24,14.3003
2022-01-25,13.6494
2022-01-26,13.6333
2022-01-27,13.563
2022-01-28,13.7057
2022-01-29,13.7057
2022-01-30,13.7057
2022-01-31,13.995
2022-02-01,14.0251
2022-02-02,13.9367
2022-02-03,13.999
2022-02-04,13.8925
2022-02-05,13.8925
2022-02-06,13.8925
2022-02-07,13.8784
2022-02-08,15.3128
2022-02-09,14.9472
2022-02-10,14.7483
2022-02-11,14.4429
2022-02-12,14.4429
2022-02-13,14.4429
2022-02-14,14.6077
2022-02-15,14.7684
2022-02-16,14.7242
2022-02-17,14.4912
2022-02-18,14.4309
2022-02-19,14.4309
2022-02-20,14.4309
2022-02-21,14.4309
2022-02-22,14.7142
2022-02-23,14.5434
2022-02-24,14.7463
2022-02-25,15.308
2022-02-26,15.308
2022-02-27,15.308
2022-02-28,15.2659
2022-03-01,14.1496
2022-03-02,14.7128
2022-03-03,14.7789
2022-03-04,14.6447
2022-03-05,14.6447
2022-03-06,14.6447
2022-03-07,13.9492
2022-03-08,13.845
2022-03-09,14.1236
2022-03-10,13.9653
2022-03-11,13.6927
2022-03-12,13.6927
2022-03-13,13.6927
2022-03-14,13.9953
2022-03-15,14.2839
2022-03-16,14.7869
2022-03-17,14.841
2022-03-18,15.0394
2022-03-19,15.0394
2022-03-20,15.0394
2022-03-21,14.803
2022-03-22,14.7669
2022-03-23,14.6066
2022-03-24,14.841
2022-03-25,14.8631
2022-03-26,14.8631
2022-03-27,14.8631
2022-03-28,14.831
2022-03-29,15.3801
2022-03-30,15.1557
2022-03-31,13.7453
2022-04-01,13.8383
2022-04-02,13.8383
2022-04-03,13.8383
2022-04-04,13.8569
2022-04-05,13.7974
2022-04-06,13.5426
2022-04-07,13.5538
2022-04-08,13.5519
2022-04-09,13.5519
2022-04-10,13.5519
2022-04-11,13.5092
2022-04-12,13.8085
2022-04-13,13.7992
2022-04-14,13.5277
2022-04-15,13.5277
2022-04-16,13.5277
2022-04-17,13.5277
2022-04-18,13.4813
2022-04-19,13.8215
2022-04-20,14.0242
2022-04-21,14.0763
2022-04-22,13.6133
2022-04-23,13.6133
2022-04-24,13.6133
2022-04-25,13.5092
2022-04-26,13.1038
2022-04-27,12.9904
2022-04-28,13.3511
2022-04-29,13.0164
2022-04-30,13.0164
2022-05-01,13.0164
2022-05-02,13.0703
2022-05-03,13.5854
2022-05-04,13.9116
2022-05-05,13.5841
2022-05-06,13.439
2022-05-07,13.439
2022-05-08,13.439
2022-05-09,13.4334
2022-05-10,13.3888
2022-05-11,13.3311
2022-05-12,12.8771
2022-05-13,13.145
2022-05-14,13.145
2022-05-15,13.145
2022-05-16,13.1264
2022-05-17,13.372
2022-05-18,12.7655
2022-05-19,12.4473
2022-05-20,12.2408
2022-05-21,12.2408
2022-05-22,12.2408
2022-05-23,12.2147
2022-05-24,11.8817
2022-05-25,12.0845
2022-05-26,11.6752
2022-05-27,11.8612
2022-05-28,11.8612
2022-05-29,11.8612
2022-05-30,11.8612
2022-05-31,12.211
2022-06-01,12.1478
2022-06-02,12.5571
2022-06-03,12.4157
2022-06-04,12.4157
2022-06-05,12.4157
2022-06-06,12.585
2022-06-07,12.8064
2022-06-08,12.7097
2022-06-09,12.5738
2022-06-10,12.1794
2022-06-11,12.1794
2022-06-12,12.1794
2022-06-13,11.4631
2022-06-14,11.5468
2022-06-15,11.5468
2022-06-16,10.8193
2022-06-17,10.7617
2022-06-18,10.7617
2022-06-19,10.7617
2022-06-20,10.7617
2022-06-21,11.2119
2022-06-22,11.0631
2022-06-23,10.7542
2022-06-24,11.2287
2022-06-25,11.2287
2022-06-26,11.2287
2022-06-27,11.5003
2022-06-28,11.2584
2022-06-29,11.3105
2022-06-30,11.2016
2022-07-01,11.3385
2022-07-02,11.3385
2022-07-03,11.3385
2022-07-04,11.3385
2022-07-05,11.1758
2022-07-06,11.3477
2022-07-07,11.5751
2022-07-08,11.5233
2022-07-09,11.5233
2022-07-10,11.5233
2022-07-11,11.3828
2022-07-12,11.3828
2022-07-13,11.3551
2022-07-14,11.2737
2022-07-15,11.1684
2022-07-16,11.1684
2022-07-17,11.1684
2022-07-18,11.0778
2022-07-19,11.3773
2022-07-20,11.5585
2022-07-21,11.5677
2022-07-22,11.1905
2022-07-23,11.1905
2022-07-24,11.1905
2022-07-25,11.3237
2022-07-26,11.5104
2022-07-27,11.6176
2022-07-28,11.943
2022-07-29,12.0355
2022-07-30,12.0355
2022-07-31,12.0355
2022-08-01,12.1889
2022-08-02,11.3033
2022-08-03,11.082
2022-08-04,10.54
2022-08-05,10.4705
2022-08-06,10.4705
2022-08-07,10.4705
2022-08-08,10.2617
2022-08-09,10.0365
2022-08-10,10.2709
2022-08-11,9.9908
2022-08-12,10.1391
2022-08-13,10.1391
2022-08-14,10.1391
2022-08-15,10.421
2022-08-16,10.6554
2022-08-17,10.4924
2022-08-18,10.5217
2022-08-19,10.6316
2022-08-20,10.6316
2022-08-21,10.6316
2022-08-22,10.3936
2022-08-23,10.2837
2022-08-24,10.2636
2022-08-25,10.4705
2022-08-26,10.1519
2022-08-27,10.1519
2022-08-28,10.1519
2022-08-29,10.1372
2022-08-30,9.8736
2022-08-31,9.8791
2022-09-01,9.8919
2022-09-02,9.9102
2022-09-03,9.9102
2022-09-04,9.9102
2022-09-05,9.9102
2022-09-06,10.1775
2022-09-07,10.4851
2022-09-08,10.6627
2022-09-09,10.778
2022-09-10,10.778
2022-09-11,10.778
2022-09-12,11.0234
2022-09-13,10.6682
2022-09-14,10.941
2022-09-15,10.9666
2022-09-16,10.7707
2022-09-17,10.7707
2022-09-18,10.7707
2022-09-19,11.0142
2022-09-20,10.8458
2022-09-21,10.8201
2022-09-22,10.6847
2022-09-23,10.4778
2022-09-24,10.4778
2022-09-25,10.4778
2022-09-26,10.3954
2022-09-27,10.3112
2022-09-28,10.7323
2022-09-29,10.5986
2022-09-30,10.5767
2022-10-01,10.5767
2022-10-02,10.5767
2022-10-03,10.7962
2022-10-04,11.1254
2022-10-05,11.0372
2022-10-06,10.7979
2022-10-07,10.5947
2022-10-08,10.5947
2022-10-09,10.5947
2022-10-10,10.9131
2022-10-11,10.8177
2022-10-12,10.8123
2022-10-13,11.2369
2022-10-14,10.9419
2022-10-15,10.9419
2022-10-16,10.9419
2022-10-17,11.1739
2022-10-18,11.4797
2022-10-19,11.3394
2022-10-20,11.2171
2022-10-21,11.0804
2022-10-22,11.0804
2022-10-23,11.0804
2022-10-24,11.0228
2022-10-25,11.2747
2022-10-26,11.0624
2022-10-27,11.0768
2022-10-28,11.4312
2022-10-29,11.4312
2022-10-30,11.4312
2022-10-31,11.4078
2022-11-01,10.5551
2022-11-02,9.8532
2022-11-03,9.9114
2022-11-04,9.9872
2022-11-05,9.9872
2022-11-06,9.9872
2022-11-07,9.899
2022-11-08,9.8743
2022-11-09,9.7985
2022-11-10,10.1141
2022-11-11,10.0877
2022-11-12,10.0877
2022-11-13,10.0877
2022-11-14,10.0877
2022-11-15,10.2569
2022-11-16,10.197
2022-11-17,10.3997
2022-11-18,10.5884
2022-11-19,10.5884
2022-11-20,10.5884
2022-11-21,10.5302
2022-11-22,10.6025
2022-11-23,10.5672
2022-11-24,10.5672
2022-11-25,10.4226
2022-11-26,10.4226
2022-11-27,10.4226
2022-11-28,10.167
2022-11-29,9.9889
2022-11-30,10.4403
2022-12-01,10.308
2022-12-02,10.2217
2022-12-03,10.2217
2022-12-04,10.2217
2022-12-05,9.8902
2022-12-06,9.7174
2022-12-07,9.453
2022-12-08,8.8359
2022-12-09,9.2643
2022-12-10,9.2643
2022-12-11,9.2643
2022-12-12,9.4512
2022-12-13,9.5588
2022-12-14,9.6187
2022-12-15,9.1903
2022-12-16,9.4089
2022-12-17,9.4089
2022-12-18,9.4089
2022-12-19,9.2767
2022-12-20,9.3225
2022-12-21,9.6786
2022-12-22,9.4706
2022-12-23,9.6927
2022-12-24,9.6927
2022-12-25,9.6927
2022-12-26,9.6927
2022-12-27,9.7174
2022-12-28,9.5517
2022-12-29,9.7756
2022-12-30,10.1344
2022-12-31,10.1344
2023-01-01,10.1344
2023-01-02,10.1344
2023-01-03,10.0918
2023-01-04,10.1113
2023-01-05,9.8361
2023-01-06,10.28
2023-01-07,10.28
2023-01-08,10.28
2023-01-09,10.1912
2023-01-10,10.3706
2023-01-11,10.518
2023-01-12,10.5553
2023-01-13,10.7418
2023-01-14,10.7418
2023-01-15,10.7418
2023-01-16,10.7418
2023-01-17,10.3422
2023-01-18,10.2001
2023-01-19,10.1575
2023-01-20,10.2179
2023-01-21,10.2179
2023-01-22,10.2179
2023-01-23,10.3866
2023-01-24,10.2321
2023-01-25,10.2001
2023-01-26,10.3138
2023-01-27,10.2711
2023-01-28,10.2711
2023-01-29,10.2711
2023-01-30,10.1468
2023-01-31,10.3653
2023-02-01,10.5535
2023-02-02,10.6956
2023-02-03,10.756
2023-02-04,10.756
2023-02-05,10.756
2023-02-06,10.6086
2023-02-07,10.7329
2023-02-08,10.6689
2023-02-09,10.74
2023-02-10,10.8696
2023-02-11,10.8696
2023-02-12,10.8696
2023-02-13,11.0081
2023-02-14,11.0454
2023-02-15,11.2372
2023-02-16,11.2674
2023-02-17,11.5853
2023-02-18,11.5853
2023-02-19,11.5853
2023-02-20,11.5853
2023-02-21,11.3988
2023-02-22,11.4965
2023-02-23,11.4965
2023-02-24,11.1559
2023-02-25,11.1559
2023-02-26,11.1559
2023-02-27,11.2359
2023-02-28,11.2637
2023-03-01,11.2967
2023-03-02,11.2272
2023-03-03,11.2724
2023-03-04,11.2724
2023-03-05,11.2724
2023-03-06,11.2706
2023-03-07,11.1959
2023-03-08,11.2567
2023-03-09,11.1402
2023-03-10,11.0307
2023-03-11,11.0307
2023-03-12,11.0307
2023-03-13,11.015
2023-03-14,11.2219
2023-03-15,10.8742
2023-03-16,11.2446
