,ESNT US Equity
2023-03-18,4.314
2023-03-19,4.314
2023-03-20,4.4324
2023-03-21,4.5229
2023-03-22,4.4712
2023-03-23,4.4346
2023-03-24,4.5487
2023-03-25,4.5487
2023-03-26,4.5487
2023-03-27,4.595
2023-03-28,4.5983
2023-03-29,4.65
2023-03-30,4.6273
2023-03-31,5.312
2023-04-01,5.312
2023-04-02,5.312
2023-04-03,5.3292
2023-04-04,5.2139
2023-04-05,5.2507
2023-04-06,5.2789
2023-04-07,5.2789
2023-04-08,5.2789
2023-04-09,5.2789
2023-04-10,5.2776
2023-04-11,5.4138
2023-04-12,5.453
2023-04-13,5.4923
2023-04-14,5.5131
2023-04-15,5.5131
2023-04-16,5.5131
2023-04-17,5.5266
2023-04-18,5.5193
2023-04-19,5.5438
2023-04-20,5.5303
2023-04-21,5.5315
2023-04-22,5.5315
2023-04-23,5.5315
2023-04-24,5.4972
2023-04-25,5.442
2023-04-26,5.3893
2023-04-27,5.4898
2023-04-28,5.6088
2023-04-29,5.6088
2023-04-30,5.6088
2023-05-01,5.6051
2023-05-02,5.4947
2023-05-03,5.5229
2023-05-04,5.4322
2023-05-05,5.6272
2023-05-06,5.6272
2023-05-07,5.6272
2023-05-08,5.6824
2023-05-09,5.7363
2023-05-10,5.706
2023-05-11,5.7072
2023-05-12,5.667
2023-05-13,5.667
2023-05-14,5.667
2023-05-15,5.7753
2023-05-16,5.7084
2023-05-17,5.8228
2023-05-18,5.897
2023-05-19,5.8435
2023-05-20,5.8435
2023-05-21,5.8435
2023-05-22,5.8119
2023-05-23,5.7741
2023-05-24,5.6987
2023-05-25,5.7279
2023-05-26,5.8325
2023-05-27,5.8325
2023-05-28,5.8325
2023-05-29,5.8325
2023-05-30,5.8946
2023-05-31,5.7753
2023-06-01,5.8727
2023-06-02,6.02
2023-06-03,6.02
2023-06-04,6.02
2023-06-05,5.8788
2023-06-06,6.037
2023-06-07,6.1526
2023-06-08,6.0857
2023-06-09,6.0711
2023-06-10,6.0711
2023-06-11,6.0711
2023-06-12,6.0394
2023-06-13,5.9834
2023-06-14,5.8885
2023-06-15,5.9384
2023-06-16,5.897
2023-06-17,5.897
2023-06-18,5.897
2023-06-19,5.897
2023-06-20,5.8958
2023-06-21,5.8459
2023-06-22,5.8447
2023-06-23,5.8058
2023-06-24,5.8058
2023-06-25,5.8058
2023-06-26,5.8021
2023-06-27,5.8922
2023-06-28,6.0066
2023-06-29,6.0808
2023-06-30,6.5577
2023-07-01,6.5577
2023-07-02,6.5577
2023-07-03,6.6219
2023-07-04,6.6219
2023-07-05,6.4936
2023-07-06,6.3967
2023-07-07,6.4622
2023-07-08,6.4622
2023-07-09,6.4622
2023-07-10,6.5054
2023-07-11,6.5708
2023-07-12,6.6612
2023-07-13,6.7017
2023-07-14,6.6952
2023-07-15,6.6952
2023-07-16,6.6952
2023-07-17,6.7934
2023-07-18,6.8457
2023-07-19,6.8785
2023-07-20,6.9047
2023-07-21,6.8719
2023-07-22,6.8719
2023-07-23,6.8719
2023-07-24,6.9256
2023-07-25,6.9125
2023-07-26,6.9714
2023-07-27,6.9465
2023-07-28,6.9426
2023-07-29,6.9426
2023-07-30,6.9426
2023-07-31,6.9243
2023-08-01,6.9308
2023-08-02,7.0631
2023-08-03,7.1246
2023-08-04,7.338
2023-08-05,7.338
2023-08-06,7.338
2023-08-07,7.3969
2023-08-08,7.3414
2023-08-09,7.3101
2023-08-10,7.2318
2023-08-11,7.267
2023-08-12,7.267
2023-08-13,7.267
2023-08-14,7.2788
2023-08-15,7.1717
2023-08-16,7.0359
2023-08-17,7.0059
2023-08-18,7.0046
2023-08-19,7.0046
2023-08-20,7.0046
2023-08-21,6.9615
2023-08-22,6.9092
2023-08-23,6.9771
2023-08-24,7.015
2023-08-25,7.0346
2023-08-26,7.0346
2023-08-27,7.0346
2023-08-28,7.0111
2023-08-29,7.0489
2023-08-30,7.0372
2023-08-31,6.9889
2023-09-01,7.0594
2023-09-02,7.0594
2023-09-03,7.0594
2023-09-04,7.0594
2023-09-05,6.8687
2023-09-06,6.8949
2023-09-07,6.8909
2023-09-08,6.9118
2023-09-09,6.9118
2023-09-10,6.9118
2023-09-11,6.9014
2023-09-12,6.9236
2023-09-13,6.8217
2023-09-14,6.8622
2023-09-15,6.8714
2023-09-16,6.8714
2023-09-17,6.8714
2023-09-18,6.9693
2023-09-19,6.9288
2023-09-20,6.8544
2023-09-21,6.7682
2023-09-22,6.7499
2023-09-23,6.7499
2023-09-24,6.7499
2023-09-25,6.7891
2023-09-26,6.7147
2023-09-27,6.6807
2023-09-28,6.7408
2023-09-29,6.5562
2023-09-30,6.5562
2023-10-01,6.5562
2023-10-02,6.5041
2023-10-03,6.4324
2023-10-04,6.5145
2023-10-05,6.5849
2023-10-06,6.5888
2023-10-07,6.5888
2023-10-08,6.5888
2023-10-09,6.607
2023-10-10,6.6617
2023-10-11,6.7412
2023-10-12,6.7203
2023-10-13,6.6304
2023-10-14,6.6304
2023-10-15,6.6304
2023-10-16,6.792
2023-10-17,6.8376
2023-10-18,6.7047
2023-10-19,6.5653
2023-10-20,6.5093
2023-10-21,6.5093
2023-10-22,6.5093
2023-10-23,6.5054
2023-10-24,6.4793
2023-10-25,6.4468
2023-10-26,6.4442
2023-10-27,6.3921
2023-10-28,6.3921
2023-10-29,6.3921
2023-10-30,6.4272
2023-10-31,6.5497
2023-11-01,6.6213
2023-11-02,6.6578
2023-11-03,6.7868
2023-11-04,6.7868
2023-11-05,6.7868
2023-11-06,6.8063
2023-11-07,6.7198
2023-11-08,6.6392
2023-11-09,6.6106
2023-11-10,6.6899
2023-11-11,6.6899
2023-11-12,6.6899
2023-11-13,6.6678
2023-11-14,6.8316
2023-11-15,6.7887
2023-11-16,6.6002
2023-11-17,6.686
2023-11-18,6.686
2023-11-19,6.686
2023-11-20,6.7354
2023-11-21,6.6041
2023-11-22,6.6665
2023-11-23,6.6665
2023-11-24,6.6873
2023-11-25,6.6873
2023-11-26,6.6873
2023-11-27,6.673
2023-11-28,6.6054
2023-11-29,6.6366
2023-11-30,6.6795
2023-12-01,6.7718
2023-12-02,6.7718
2023-12-03,6.7718
2023-12-04,6.8147
2023-12-05,6.7016
2023-12-06,6.6574
2023-12-07,6.7471
2023-12-08,6.8251
2023-12-09,6.8251
2023-12-10,6.8251
2023-12-11,6.8914
2023-12-12,6.92
2023-12-13,7.1176
2023-12-14,7.2073
2023-12-15,7.0123
2023-12-16,7.0123
2023-12-17,7.0123
2023-12-18,7.0461
2023-12-19,7.1683
2023-12-20,7.154
2023-12-21,7.2567
2023-12-22,7.3113
2023-12-23,7.3113
2023-12-24,7.3113
2023-12-25,7.3113
2023-12-26,7.3217
2023-12-27,7.3165
2023-12-28,7.3282
2023-12-29,6.9727
2023-12-30,6.9727
2023-12-31,6.9727
2024-01-01,6.9727
2024-01-02,6.9927
2024-01-03,6.9627
2024-01-04,7.024
2024-01-05,6.9864
2024-01-06,6.9864
2024-01-07,6.9864
2024-01-08,7.0528
2024-01-09,6.9426
2024-01-10,7.0202
2024-01-11,6.9864
2024-01-12,7.0753
2024-01-13,7.0753
2024-01-14,7.0753
2024-01-15,7.0753
2024-01-16,6.9789
2024-01-17,6.9789
2024-01-18,7.0653
2024-01-19,7.2818
2024-01-20,7.2818
2024-01-21,7.2818
2024-01-22,7.278
2024-01-23,7.2054
2024-01-24,7.2605
2024-01-25,7.2905
2024-01-26,7.3306
2024-01-27,7.3306
2024-01-28,7.3306
2024-01-29,7.3368
2024-01-30,7.4069
2024-01-31,7.2755
2024-02-01,7.2718
2024-02-02,7.2192
2024-02-03,7.2192
2024-02-04,7.2192
2024-02-05,7.074
2024-02-06,7.1141
2024-02-07,7.0227
2024-02-08,6.9939
2024-02-09,6.8488
2024-02-10,6.8488
2024-02-11,6.8488
2024-02-12,7.0127
2024-02-13,6.8463
2024-02-14,6.9051
2024-02-15,7.064
2024-02-16,6.932
2024-02-17,6.932
2024-02-18,6.932
2024-02-19,6.932
2024-02-20,6.8794
2024-02-21,6.9734
2024-02-22,6.9258
2024-02-23,6.9972
2024-02-24,6.9972
2024-02-25,6.9972
2024-02-26,6.9258
2024-02-27,6.9596
2024-02-28,7.0611
2024-02-29,7.0836
2024-03-01,7.0836
2024-03-02,7.0836
2024-03-03,7.0836
2024-03-04,7.0811
2024-03-05,7.0961
2024-03-06,7.1174
2024-03-07,7.1337
2024-03-08,7.1325
2024-03-09,7.1325
2024-03-10,7.1325
2024-03-11,7.3442
2024-03-12,7.3454
2024-03-13,7.373
2024-03-14,7.3028
2024-03-15,7.3041
2024-03-16,7.3041
2024-03-17,7.3041
2024-03-18,7.1901
2024-03-19,7.3705
2024-03-20,7.6423
2024-03-21,7.6974
2024-03-22,7.601
2024-03-23,7.601
2024-03-24,7.601
2024-03-25,7.6323
2024-03-26,7.5872
2024-03-27,7.7688
2024-03-28,7.8277
2024-03-29,7.8277
2024-03-30,7.8277
2024-03-31,7.8277
2024-04-01,7.7475
2024-04-02,7.7062
2024-04-03,7.6611
2024-04-04,7.4444
2024-04-05,7.4795
2024-04-06,7.4795
2024-04-07,7.4795
2024-04-08,7.4895
