,BKE US Equity
2020-05-16,7.6987
2020-05-17,7.6987
2020-05-18,8.2415
2020-05-19,7.9567
2020-05-20,7.979
2020-05-21,8.375
2020-05-22,7.9167
2020-05-23,7.9167
2020-05-24,7.9167
2020-05-25,7.9167
2020-05-26,7.9879
2020-05-27,8.2593
2020-05-28,7.9167
2020-05-29,7.6319
2020-05-30,7.6319
2020-05-31,7.6319
2020-06-01,7.6942
2020-06-02,7.9478
2020-06-03,8.3394
2020-06-04,8.8867
2020-06-05,9.1893
2020-06-06,9.1893
2020-06-07,9.1893
2020-06-08,9.3673
2020-06-09,9.1181
2020-06-10,8.9846
2020-06-11,8.3172
2020-06-12,8.3795
2020-06-13,8.3795
2020-06-14,8.3795
2020-06-15,8.2682
2020-06-16,8.7087
2020-06-17,8.4952
2020-06-18,8.5663
2020-06-19,8.246
2020-06-20,8.246
2020-06-21,8.246
2020-06-22,8.5663
2020-06-23,8.6019
2020-06-24,8.3172
2020-06-25,8.108
2020-06-26,7.9612
2020-06-27,7.9612
2020-06-28,7.9612
2020-06-29,8.2638
2020-06-30,8.3439
2020-07-01,8.2593
2020-07-02,8.5085
2020-07-03,8.5085
2020-07-04,8.5085
2020-07-05,8.5085
2020-07-06,8.8467
2020-07-07,8.5797
2020-07-08,8.8778
2020-07-09,8.5263
2020-07-10,8.5797
2020-07-11,8.5797
2020-07-12,8.5797
2020-07-13,8.4996
2020-07-14,8.4685
2020-07-15,8.7977
2020-07-16,8.8244
2020-07-17,8.5174
2020-07-18,8.5174
2020-07-19,8.5174
2020-07-20,8.1481
2020-07-21,8.4106
2020-07-22,8.3216
2020-07-23,8.2994
2020-07-24,8.0902
2020-07-25,8.0902
2020-07-26,8.0902
2020-07-27,7.9879
2020-07-28,8.3172
2020-07-29,8.6954
2020-07-30,8.6019
2020-07-31,6.2023
2020-08-01,6.2023
2020-08-02,6.2023
2020-08-03,6.0865
2020-08-04,6.6365
2020-08-05,6.4664
2020-08-06,6.3253
2020-08-07,6.7631
2020-08-08,6.7631
2020-08-09,6.7631
2020-08-10,6.7703
2020-08-11,6.7921
2020-08-12,6.7595
2020-08-13,6.6726
2020-08-14,6.7776
2020-08-15,6.7776
2020-08-16,6.7776
2020-08-17,6.8319
2020-08-18,6.5171
2020-08-19,6.4881
2020-08-20,6.3253
2020-08-21,7.4397
2020-08-22,7.4397
2020-08-23,7.4397
2020-08-24,6.9512
2020-08-25,7.0995
2020-08-26,7.3782
2020-08-27,7.3782
2020-08-28,7.2696
2020-08-29,7.2696
2020-08-30,7.2696
2020-08-31,7.1828
2020-09-01,7.3203
2020-09-02,7.6749
2020-09-03,7.664
2020-09-04,7.8449
2020-09-05,7.8449
2020-09-06,7.8449
2020-09-07,7.8449
2020-09-08,7.8775
2020-09-09,7.939
2020-09-10,7.8304
2020-09-11,7.9137
2020-09-12,7.9137
2020-09-13,7.9137
2020-09-14,8.3515
2020-09-15,8.1091
2020-09-16,8.337
2020-09-17,8.261
2020-09-18,8.2031
2020-09-19,8.2031
2020-09-20,8.2031
2020-09-21,7.7798
2020-09-22,7.8594
2020-09-23,7.6857
2020-09-24,7.7726
2020-09-25,7.7508
2020-09-26,7.7508
2020-09-27,7.7508
2020-09-28,7.9245
2020-09-29,7.74
2020-09-30,7.7798
2020-10-01,8.0801
2020-10-02,8.1706
2020-10-03,8.1706
2020-10-04,8.1706
2020-10-05,8.7965
2020-10-06,8.6771
2020-10-07,9.0136
2020-10-08,9.0172
2020-10-09,8.9159
2020-10-10,8.9159
2020-10-11,8.9159
2020-10-12,8.858
2020-10-13,8.9521
2020-10-14,8.8942
2020-10-15,8.9413
2020-10-16,8.6952
2020-10-17,8.6952
2020-10-18,8.6952
2020-10-19,8.5541
2020-10-20,8.6337
2020-10-21,8.7603
2020-10-22,9.1982
2020-10-23,9.4261
2020-10-24,9.4261
2020-10-25,9.4261
2020-10-26,9.0353
2020-10-27,9.057
2020-10-28,8.7459
2020-10-29,8.9449
2020-10-30,7.3911
2020-10-31,7.3911
2020-11-01,7.3911
2020-11-02,7.6874
2020-11-03,8.0655
2020-11-04,8.0182
2020-11-05,7.8985
2020-11-06,7.8103
2020-11-07,7.8103
2020-11-08,7.8103
2020-11-09,9.0424
2020-11-10,9.6254
2020-11-11,8.9952
2020-11-12,8.4941
2020-11-13,8.5067
2020-11-14,8.5067
2020-11-15,8.5067
2020-11-16,8.5729
2020-11-17,8.5855
2020-11-18,8.5288
2020-11-19,8.9195
2020-11-20,8.6044
2020-11-21,8.6044
2020-11-22,8.6044
2020-11-23,8.6391
2020-11-24,8.7052
2020-11-25,8.8344
2020-11-26,8.8344
2020-11-27,8.68
2020-11-28,8.68
2020-11-29,8.68
2020-11-30,8.2924
2020-12-01,8.5225
2020-12-02,8.6202
2020-12-03,8.6926
2020-12-04,8.762
2020-12-05,8.762
2020-12-06,8.762
2020-12-07,9.1433
2020-12-08,9.6412
2020-12-09,10.0194
2020-12-10,9.8933
2020-12-11,10.054
2020-12-12,10.054
2020-12-13,10.054
2020-12-14,9.9595
2020-12-15,10.1958
2020-12-16,10.136
2020-12-17,10.0729
2020-12-18,9.3198
2020-12-19,9.3198
2020-12-20,9.3198
2020-12-21,9.2441
2020-12-22,8.9763
2020-12-23,9.2851
2020-12-24,9.3135
2020-12-25,9.3135
2020-12-26,9.3135
2020-12-27,9.3135
2020-12-28,9.3985
2020-12-29,9.2473
2020-12-30,8.9983
2020-12-31,9.0424
2021-01-01,9.0424
2021-01-02,9.0424
2021-01-03,9.0424
2021-01-04,8.8754
2021-01-05,9.3387
2021-01-06,10.0666
2021-01-07,10.1454
2021-01-08,10.1864
2021-01-09,10.1864
2021-01-10,10.1864
2021-01-11,10.4133
2021-01-12,10.5362
2021-01-13,10.2683
2021-01-14,10.4133
2021-01-15,10.2368
2021-01-16,10.2368
2021-01-17,10.2368
2021-01-18,10.2368
2021-01-19,10.0004
2021-01-20,10.1454
2021-01-21,10.3849
2021-01-22,10.4921
2021-01-23,10.4921
2021-01-24,10.4921
2021-01-25,10.7253
2021-01-26,10.7095
2021-01-27,11.2389
2021-01-28,12.468
2021-01-29,10.6579
2021-01-30,10.6579
2021-01-31,10.6579
2021-02-01,10.1824
2021-02-02,10.3217
2021-02-03,10.5896
2021-02-04,11.1225
2021-02-05,10.9503
2021-02-06,10.9503
2021-02-07,10.9503
2021-02-08,10.5868
2021-02-09,10.6278
2021-02-10,10.8902
2021-02-11,10.8464
2021-02-12,10.5404
2021-02-13,10.5404
2021-02-14,10.5404
2021-02-15,10.5404
2021-02-16,10.4884
2021-02-17,10.4884
2021-02-18,10.3245
2021-02-19,10.4529
2021-02-20,10.4529
2021-02-21,10.4529
2021-02-22,10.6141
2021-02-23,10.5704
2021-02-24,10.6852
2021-02-25,10.3709
2021-02-26,10.4174
2021-02-27,10.4174
2021-02-28,10.4174
2021-03-01,10.5513
2021-03-02,10.1304
2021-03-03,10.2643
2021-03-04,10.0184
2021-03-05,10.1769
2021-03-06,10.1769
2021-03-07,10.1769
2021-03-08,10.6934
2021-03-09,10.6688
2021-03-10,10.8328
2021-03-11,11.0268
2021-03-12,11.0213
2021-03-13,11.0213
2021-03-14,11.0213
2021-03-15,11.628
2021-03-16,11.4203
2021-03-17,11.3712
2021-03-18,11.0924
2021-03-19,11.1061
2021-03-20,11.1061
2021-03-21,11.1061
2021-03-22,11.0049
2021-03-23,10.5923
2021-03-24,10.3955
2021-03-25,10.83
2021-03-26,11.117
2021-03-27,11.117
2021-03-28,11.117
2021-03-29,10.4939
2021-03-30,10.8082
2021-03-31,10.7298
2021-04-01,10.7518
2021-04-02,10.7518
2021-04-03,10.7518
2021-04-04,10.7518
2021-04-05,10.8399
2021-04-06,10.9418
2021-04-07,11.0657
2021-04-08,11.2503
2021-04-09,11.7377
2021-04-10,11.7377
2021-04-11,11.7377
2021-04-12,11.9525
2021-04-13,11.5862
2021-04-14,11.7267
2021-04-15,11.5532
2021-04-16,11.7129
2021-04-17,11.7129
2021-04-18,11.7129
2021-04-19,11.6689
2021-04-20,11.1456
2021-04-21,11.5725
2021-04-22,11.6193
2021-04-23,11.9553
2021-04-24,11.9553
2021-04-25,11.9553
2021-04-26,11.5697
2021-04-27,11.8506
2021-04-28,11.8424
2021-04-29,11.9332
2021-04-30,7.3563
2021-05-01,7.3563
2021-05-02,7.3563
2021-05-03,7.6746
2021-05-04,7.5466
2021-05-05,7.5795
2021-05-06,7.9728
2021-05-07,8.1009
2021-05-08,8.1009
2021-05-09,8.1009
2021-05-10,7.8009
2021-05-11,7.5703
2021-05-12,7.1934
2021-05-13,7.4349
2021-05-14,7.9637
2021-05-15,7.9637
2021-05-16,7.9637
2021-05-17,8.0076
2021-05-18,7.6655
2021-05-19,7.3801
2021-05-20,6.9776
2021-05-21,7.0599
2021-05-22,7.0599
2021-05-23,7.0599
2021-05-24,7.1129
2021-05-25,7.0379
2021-05-26,7.4606
2021-05-27,7.5484
2021-05-28,7.3892
2021-05-29,7.3892
2021-05-30,7.3892
2021-05-31,7.3892
2021-06-01,7.5758
2021-06-02,7.466
2021-06-03,7.1934
2021-06-04,6.9062
2021-06-05,6.9062
2021-06-06,6.9062
2021-06-07,6.8861
2021-06-08,6.8897
2021-06-09,6.8641
2021-06-10,6.8714
2021-06-11,7.1751
2021-06-12,7.1751
2021-06-13,7.1751
2021-06-14,7.2465
2021-06-15,7.1678
2021-06-16,7.4221
2021-06-17,7.3563
2021-06-18,7.0306
2021-06-19,7.0306
2021-06-20,7.0306
2021-06-21,7.3563
2021-06-22,7.5246
2021-06-23,7.7624
2021-06-24,7.9911
2021-06-25,8.1924
2021-06-26,8.1924
2021-06-27,8.1924
2021-06-28,8.0753
2021-06-29,8.2198
2021-06-30,8.7852
2021-07-01,8.8565
2021-07-02,8.7284
2021-07-03,8.7284
2021-07-04,8.7284
2021-07-05,8.7284
2021-07-06,8.2582
2021-07-07,7.9948
2021-07-08,7.8905
2021-07-09,8.3625
2021-07-10,8.3625
2021-07-11,8.3625
2021-07-12,8.4394
2021-07-13,8.2271
2021-07-14,8.079
2021-07-15,7.9234
2021-07-16,7.4734
2021-07-17,7.4734
2021-07-18,7.4734
2021-07-19,7.3197
2021-07-20,7.5978
2021-07-21,7.7368
2021-07-22,7.5411
2021-07-23,7.5868
2021-07-24,7.5868
2021-07-25,7.5868
2021-07-26,7.6838
2021-07-27,7.4789
2021-07-28,7.4404
2021-07-29,7.3984
2021-07-30,6.7061
2021-07-31,6.7061
2021-08-01,6.7061
2021-08-02,6.7383
2021-08-03,6.8772
2021-08-04,6.4555
2021-08-05,6.7044
2021-08-06,6.8772
2021-08-07,6.8772
2021-08-08,6.8772
2021-08-09,6.8196
2021-08-10,7.2514
2021-08-11,7.226
2021-08-12,7.3226
2021-08-13,7.243
2021-08-14,7.243
2021-08-15,7.243
2021-08-16,7.1092
2021-08-17,6.7671
2021-08-18,6.867
2021-08-19,6.8687
2021-08-20,6.6478
2021-08-21,6.6478
2021-08-22,6.6478
2021-08-23,6.5309
2021-08-24,6.8814
2021-08-25,6.5953
2021-08-26,6.2498
2021-08-27,6.4446
2021-08-28,6.4446
2021-08-29,6.4446
2021-08-30,6.2651
2021-08-31,6.1381
2021-09-01,6.0991
2021-09-02,6.3311
2021-09-03,6.3311
2021-09-04,6.3311
2021-09-05,6.3311
2021-09-06,6.3311
2021-09-07,6.2295
2021-09-08,6.199
2021-09-09,6.3768
2021-09-10,6.1804
2021-09-11,6.1804
2021-09-12,6.1804
2021-09-13,6.199
2021-09-14,6.2312
2021-09-15,6.3057
2021-09-16,6.492
2021-09-17,6.5478
2021-09-18,6.5478
2021-09-19,6.5478
2021-09-20,6.4496
2021-09-21,6.5495
2021-09-22,6.7781
2021-09-23,6.8611
2021-09-24,6.8323
2021-09-25,6.8323
2021-09-26,6.8323
2021-09-27,7.0389
2021-09-28,6.9797
2021-09-29,6.9712
2021-09-30,6.2837
2021-10-01,6.4395
2021-10-02,6.4395
2021-10-03,6.4395
2021-10-04,6.7087
2021-10-05,6.5868
2021-10-06,6.4225
2021-10-07,6.7155
2021-10-08,6.6105
2021-10-09,6.6105
2021-10-10,6.6105
2021-10-11,6.3599
2021-10-12,6.5055
2021-10-13,6.3836
2021-10-14,6.5716
2021-10-15,6.7443
2021-10-16,6.7443
2021-10-17,6.7443
2021-10-18,6.8577
2021-10-19,6.7832
2021-10-20,6.79
2021-10-21,6.8916
2021-10-22,6.7595
2021-10-23,6.7595
2021-10-24,6.7595
2021-10-25,6.8577
2021-10-26,6.7307
2021-10-27,6.4903
2021-10-28,6.6156
2021-10-29,5.8594
2021-10-30,5.8594
2021-10-31,5.8594
2021-11-01,6.1256
2021-11-02,6.2803
2021-11-03,6.6239
2021-11-04,6.7817
2021-11-05,6.9148
2021-11-06,6.9148
2021-11-07,6.9148
2021-11-08,6.9426
2021-11-09,7.0633
2021-11-10,6.9055
2021-11-11,6.9535
2021-11-12,7.0711
2021-11-13,7.0711
2021-11-14,7.0711
2021-11-15,7.2413
2021-11-16,7.4564
2021-11-17,7.4007
2021-11-18,7.7365
2021-11-19,7.1949
2021-11-20,7.1949
2021-11-21,7.1949
2021-11-22,7.4997
2021-11-23,7.4146
2021-11-24,7.2428
2021-11-25,7.2428
2021-11-26,6.9303
2021-11-27,6.9303
2021-11-28,6.9303
2021-11-29,6.9535
2021-11-30,6.6981
2021-12-01,6.4103
2021-12-02,6.6177
2021-12-03,6.6734
2021-12-04,6.6734
2021-12-05,6.6734
2021-12-06,6.8575
2021-12-07,7.2026
2021-12-08,7.1608
2021-12-09,7.2645
2021-12-10,7.2367
2021-12-11,7.2367
2021-12-12,7.2367
2021-12-13,6.7801
2021-12-14,6.856
2021-12-15,6.9751
2021-12-16,6.6997
2021-12-17,5.8965
2021-12-18,5.8965
2021-12-19,5.8965
2021-12-20,5.4014
2021-12-21,5.6845
2021-12-22,5.7758
2021-12-23,5.7433
2021-12-24,5.7433
2021-12-25,5.7433
2021-12-26,5.7433
2021-12-27,5.9136
2021-12-28,5.8176
2021-12-29,6.0049
2021-12-30,6.025
2021-12-31,5.9662
2022-01-01,5.9662
2022-01-02,5.9662
2022-01-03,5.8439
2022-01-04,5.8625
2022-01-05,5.6691
2022-01-06,5.7712
2022-01-07,5.5654
2022-01-08,5.5654
2022-01-09,5.5654
2022-01-10,5.3193
2022-01-11,5.4308
2022-01-12,5.3085
2022-01-13,5.242
2022-01-14,5.0346
2022-01-15,5.0346
2022-01-16,5.0346
2022-01-17,5.0346
2022-01-18,5.047
2022-01-19,5.0083
2022-01-20,4.6137
2022-01-21,4.5796
2022-01-22,4.5796
2022-01-23,4.5796
2022-01-24,5.3224
2022-01-25,5.3162
2022-01-26,5.1677
2022-01-27,5.1213
2022-01-28,5.3088
2022-01-29,5.3088
2022-01-30,5.3088
2022-01-31,5.4698
2022-02-01,5.4884
2022-02-02,5.4295
2022-02-03,5.3146
2022-02-04,5.3404
2022-02-05,5.3404
2022-02-06,5.3404
2022-02-07,5.4123
2022-02-08,5.6106
2022-02-09,5.7126
2022-02-10,5.6795
2022-02-11,5.4899
2022-02-12,5.4899
2022-02-13,5.4899
2022-02-14,5.3606
2022-02-15,5.5804
2022-02-16,5.6177
2022-02-17,5.3965
2022-02-18,5.4008
2022-02-19,5.4008
2022-02-20,5.4008
2022-02-21,5.4008
2022-02-22,5.2686
2022-02-23,5.1178
2022-02-24,5.3002
2022-02-25,5.3333
2022-02-26,5.3333
2022-02-27,5.3333
2022-02-28,5.2341
2022-03-01,5.066
2022-03-02,5.2973
2022-03-03,5.3376
2022-03-04,5.2025
2022-03-05,5.2025
2022-03-06,5.2025
2022-03-07,5.0258
2022-03-08,5.0933
2022-03-09,5.1824
2022-03-10,5.1925
2022-03-11,5.2614
2022-03-12,5.2614
2022-03-13,5.2614
2022-03-14,5.1954
2022-03-15,5.2428
2022-03-16,5.5011
2022-03-17,5.6375
2022-03-18,5.5643
2022-03-19,5.5643
2022-03-20,5.5643
2022-03-21,5.415
2022-03-22,5.4308
2022-03-23,5.3016
2022-03-24,5.1997
2022-03-25,5.1639
2022-03-26,5.1639
2022-03-27,5.1639
2022-03-28,5.0792
2022-03-29,5.3102
2022-03-30,5.0684
2022-03-31,4.8386
2022-04-01,4.6882
2022-04-02,4.6882
2022-04-03,4.6882
2022-04-04,4.7836
2022-04-05,4.8602
2022-04-06,4.7287
2022-04-07,4.7055
2022-04-08,4.7735
2022-04-09,4.7735
2022-04-10,4.7735
2022-04-11,4.7316
2022-04-12,4.6925
2022-04-13,4.7793
2022-04-14,4.7605
2022-04-15,4.7605
2022-04-16,4.7605
2022-04-17,4.7605
2022-04-18,4.7981
2022-04-19,4.9643
2022-04-20,4.9065
2022-04-21,4.8805
2022-04-22,4.5306
2022-04-23,4.5306
2022-04-24,4.5306
2022-04-25,4.6463
2022-04-26,4.5277
2022-04-27,4.5697
2022-04-28,4.7012
2022-04-29,4.7156
2022-04-30,4.7156
2022-05-01,4.7156
2022-05-02,4.8827
2022-05-03,4.9128
2022-05-04,4.9896
2022-05-05,4.9324
2022-05-06,4.8014
2022-05-07,4.8014
2022-05-08,4.8014
2022-05-09,4.6749
2022-05-10,4.7366
2022-05-11,4.5786
2022-05-12,4.8676
2022-05-13,4.9158
2022-05-14,4.9158
2022-05-15,4.9158
2022-05-16,5.0031
2022-05-17,5.0663
2022-05-18,4.6418
2022-05-19,4.562
2022-05-20,4.568
2022-05-21,4.568
2022-05-22,4.568
2022-05-23,4.5123
2022-05-24,4.13
2022-05-25,4.5981
2022-05-26,4.8872
2022-05-27,5.0438
2022-05-28,5.0438
2022-05-29,5.0438
2022-05-30,5.0438
2022-05-31,4.9866
2022-06-01,4.9188
2022-06-02,4.8797
2022-06-03,4.9038
2022-06-04,4.9038
2022-06-05,4.9038
2022-06-06,4.9293
2022-06-07,4.9309
2022-06-08,4.8631
2022-06-09,4.7924
2022-06-10,4.6433
2022-06-11,4.6433
2022-06-12,4.6433
2022-06-13,4.559
2022-06-14,4.5635
2022-06-15,4.6027
2022-06-16,4.3799
2022-06-17,4.4431
2022-06-18,4.4431
2022-06-19,4.4431
2022-06-20,4.4431
2022-06-21,4.4762
2022-06-22,4.4039
2022-06-23,4.4205
2022-06-24,4.562
2022-06-25,4.562
2022-06-26,4.562
2022-06-27,4.5349
2022-06-28,4.4446
2022-06-29,4.3257
2022-06-30,4.2082
2022-07-01,4.1751
2022-07-02,4.1751
2022-07-03,4.1751
2022-07-04,4.1751
2022-07-05,4.3031
2022-07-06,4.0998
2022-07-07,4.3633
2022-07-08,4.3091
2022-07-09,4.3091
2022-07-10,4.3091
2022-07-11,4.2082
2022-07-12,4.1766
2022-07-13,4.2082
2022-07-14,4.0833
2022-07-15,4.1826
2022-07-16,4.1826
2022-07-17,4.1826
2022-07-18,4.3001
2022-07-19,4.4702
2022-07-20,4.6042
2022-07-21,4.6328
2022-07-22,4.6237
2022-07-23,4.6237
2022-07-24,4.6237
2022-07-25,4.6268
2022-07-26,4.422
2022-07-27,4.5169
2022-07-28,4.5334
2022-07-29,4.5169
2022-07-30,4.5169
2022-07-31,4.5169
2022-08-01,4.5684
2022-08-02,4.435
2022-08-03,4.5714
2022-08-04,4.5638
2022-08-05,4.5532
2022-08-06,4.5532
2022-08-07,4.5532
2022-08-08,4.7442
2022-08-09,4.4926
2022-08-10,4.6154
2022-08-11,4.8518
2022-08-12,4.9018
2022-08-13,4.9018
2022-08-14,4.9018
2022-08-15,4.8472
2022-08-16,5.0897
2022-08-17,4.979
2022-08-18,5.0487
2022-08-19,5.1381
2022-08-20,5.1381
2022-08-21,5.1381
2022-08-22,5.0593
2022-08-23,5.0609
2022-08-24,5.0154
2022-08-25,5.1306
2022-08-26,5.0093
2022-08-27,5.0093
2022-08-28,5.0093
2022-08-29,4.9836
2022-08-30,4.9017
2022-08-31,4.832
2022-09-01,4.8881
2022-09-02,4.8593
2022-09-03,4.8593
2022-09-04,4.8593
2022-09-05,4.8593
2022-09-06,4.8184
2022-09-07,5.0093
2022-09-08,4.979
2022-09-09,5.1048
2022-09-10,5.1048
2022-09-11,5.1048
2022-09-12,5.2245
2022-09-13,4.9048
2022-09-14,4.9593
2022-09-15,4.9775
2022-09-16,5.0351
2022-09-17,5.0351
2022-09-18,5.0351
2022-09-19,5.1048
2022-09-20,4.9427
2022-09-21,4.9093
2022-09-22,4.8654
2022-09-23,4.826
2022-09-24,4.826
2022-09-25,4.826
2022-09-26,4.7245
2022-09-27,4.779
2022-09-28,4.8654
2022-09-29,4.7805
2022-09-30,4.7381
2022-10-01,4.7381
2022-10-02,4.7381
2022-10-03,4.8714
2022-10-04,5.1427
2022-10-05,5.2245
2022-10-06,5.1715
2022-10-07,5.0957
2022-10-08,5.0957
2022-10-09,5.0957
2022-10-10,5.0321
2022-10-11,5.0806
2022-10-12,5.0396
2022-10-13,5.1533
2022-10-14,5.1109
2022-10-15,5.1109
2022-10-16,5.1109
2022-10-17,5.2806
2022-10-18,5.3003
2022-10-19,5.2139
2022-10-20,5.2154
2022-10-21,5.4291
2022-10-22,5.4291
2022-10-23,5.4291
2022-10-24,5.5306
2022-10-25,5.7367
2022-10-26,5.87
2022-10-27,5.9064
2022-10-28,6.0051
2022-10-29,6.0051
2022-10-30,6.0051
2022-10-31,5.8355
2022-11-01,5.7881
2022-11-02,5.6154
2022-11-03,5.6368
2022-11-04,5.7515
2022-11-05,5.7515
2022-11-06,5.7515
2022-11-07,5.837
2022-11-08,5.8294
2022-11-09,5.6643
2022-11-10,5.9318
2022-11-11,5.9287
2022-11-12,5.9287
2022-11-13,5.9287
2022-11-14,5.9134
2022-11-15,6.0021
2022-11-16,5.782
2022-11-17,5.889
2022-11-18,6.098
2022-11-19,6.098
2022-11-20,6.098
2022-11-21,6.2615
2022-11-22,6.558
2022-11-23,6.422
2022-11-24,6.422
2022-11-25,6.5549
2022-11-26,6.5549
2022-11-27,6.5549
2022-11-28,6.5794
2022-11-29,6.6344
2022-11-30,6.5412
2022-12-01,6.5809
2022-12-02,6.613
2022-12-03,6.613
2022-12-04,6.613
2022-12-05,6.6497
2022-12-06,6.694
2022-12-07,6.8116
2022-12-08,6.8728
2022-12-09,6.6558
2022-12-10,6.6558
2022-12-11,6.6558
2022-12-12,6.6726
2022-12-13,6.5702
2022-12-14,6.6573
2022-12-15,6.5152
2022-12-16,6.6008
2022-12-17,6.6008
2022-12-18,6.6008
2022-12-19,6.6145
2022-12-20,6.4204
2022-12-21,6.5809
2022-12-22,6.5626
2022-12-23,6.7368
2022-12-24,6.7368
2022-12-25,6.7368
2022-12-26,6.7368
2022-12-27,6.6527
2022-12-28,6.6481
2022-12-29,6.7444
2022-12-30,6.7551
2022-12-31,6.7551
2023-01-01,6.7551
2023-01-02,6.7551
2023-01-03,6.7475
2023-01-04,7.0088
2023-01-05,6.9904
2023-01-06,7.1417
2023-01-07,7.1417
2023-01-08,7.1417
2023-01-09,7.0867
2023-01-10,7.2838
2023-01-11,7.426
2023-01-12,6.7307
2023-01-13,6.7138
2023-01-14,6.7138
2023-01-15,6.7138
2023-01-16,6.7138
2023-01-17,6.6084
2023-01-18,6.587
2023-01-19,6.5045
2023-01-20,6.5014
2023-01-21,6.5014
2023-01-22,6.5014
2023-01-23,6.4418
2023-01-24,6.344
2023-01-25,6.4128
2023-01-26,6.4403
2023-01-27,6.7113
2023-01-28,6.7113
2023-01-29,6.7113
2023-01-30,6.7159
2023-01-31,6.8105
2023-02-01,6.8273
2023-02-02,6.8762
2023-02-03,6.9098
2023-02-04,6.9098
2023-02-05,6.9098
2023-02-06,6.7327
2023-02-07,6.7281
2023-02-08,6.5953
2023-02-09,6.5678
2023-02-10,6.5357
2023-02-11,6.5357
2023-02-12,6.5357
2023-02-13,6.7311
2023-02-14,6.7083
2023-02-15,6.6396
2023-02-16,6.5892
2023-02-17,6.5938
2023-02-18,6.5938
2023-02-19,6.5938
2023-02-20,6.5938
2023-02-21,6.3052
2023-02-22,6.3083
2023-02-23,6.3236
2023-02-24,6.2961
2023-02-25,6.2961
2023-02-26,6.2961
2023-02-27,6.3068
2023-02-28,6.3205
2023-03-01,6.3587
2023-03-02,5.8381
2023-03-03,5.887
2023-03-04,5.887
2023-03-05,5.887
2023-03-06,5.7831
2023-03-07,5.8549
2023-03-08,5.8228
2023-03-09,5.6732
2023-03-10,5.8489
2023-03-11,5.8489
2023-03-12,5.8489
2023-03-13,5.5848
2023-03-14,5.6413
2023-03-15,5.6229
2023-03-16,5.6031
