,UNM US Equity
2023-03-19,5.8544
2023-03-20,6.0656
2023-03-21,6.1712
2023-03-22,6.0025
2023-03-23,5.9578
2023-03-24,6.0014
2023-03-25,6.0014
2023-03-26,6.0014
2023-03-27,6.1222
2023-03-28,6.0874
2023-03-29,6.144
2023-03-30,6.1113
2023-03-31,5.6437
2023-04-01,5.6437
2023-04-02,5.6437
2023-04-03,5.6076
2023-04-04,5.5966
2023-04-05,5.6136
2023-04-06,5.5715
2023-04-07,5.5715
2023-04-08,5.5715
2023-04-09,5.5715
2023-04-10,5.6176
2023-04-11,5.6537
2023-04-12,5.6737
2023-04-13,5.6865
2023-04-14,5.6966
2023-04-15,5.6966
2023-04-16,5.6966
2023-04-17,5.7849
2023-04-18,5.817
2023-04-19,5.837
2023-04-20,5.817
2023-04-21,5.7417
2023-04-22,5.7417
2023-04-23,5.7417
2023-04-24,5.7708
2023-04-25,5.7377
2023-04-26,5.7227
2023-04-27,5.821
2023-04-28,5.9143
2023-04-29,5.9143
2023-04-30,5.9143
2023-05-01,5.8772
2023-05-02,5.7899
2023-05-03,6.0715
2023-05-04,5.9774
2023-05-05,6.1015
2023-05-06,6.1015
2023-05-07,6.1015
2023-05-08,6.1616
2023-05-09,6.1145
2023-05-10,6.0975
2023-05-11,6.0335
2023-05-12,6.0805
2023-05-13,6.0805
2023-05-14,6.0805
2023-05-15,6.1466
2023-05-16,6.1376
2023-05-17,6.2797
2023-05-18,6.3257
2023-05-19,6.3187
2023-05-20,6.3187
2023-05-21,6.3187
2023-05-22,6.3327
2023-05-23,6.2356
2023-05-24,6.1726
2023-05-25,6.2416
2023-05-26,6.2336
2023-05-27,6.2336
2023-05-28,6.2336
2023-05-29,6.2336
2023-05-30,6.1916
2023-05-31,6.0285
2023-06-01,6.0315
2023-06-02,6.1726
2023-06-03,6.1726
2023-06-04,6.1726
2023-06-05,6.0905
2023-06-06,6.1916
2023-06-07,6.2527
2023-06-08,6.2336
2023-06-09,6.2336
2023-06-10,6.2336
2023-06-11,6.2336
2023-06-12,6.2486
2023-06-13,6.2827
2023-06-14,6.2076
2023-06-15,6.2496
2023-06-16,6.2236
2023-06-17,6.2236
2023-06-18,6.2236
2023-06-19,6.2236
2023-06-20,6.2386
2023-06-21,6.2436
2023-06-22,6.3007
2023-06-23,6.2617
2023-06-24,6.2617
2023-06-25,6.2617
2023-06-26,6.3167
2023-06-27,6.3868
2023-06-28,6.3728
2023-06-29,6.4288
2023-06-30,6.2684
2023-07-01,6.2684
2023-07-02,6.2684
2023-07-03,6.2975
2023-07-04,6.2975
2023-07-05,6.2946
2023-07-06,6.3257
2023-07-07,6.3956
2023-07-08,6.3956
2023-07-09,6.3956
2023-07-10,6.3373
2023-07-11,6.3441
2023-07-12,6.2577
2023-07-13,6.2441
2023-07-14,6.2267
2023-07-15,6.2267
2023-07-16,6.2267
2023-07-17,6.3451
2023-07-18,6.3267
2023-07-19,6.316
2023-07-20,6.4014
2023-07-21,6.3665
2023-07-22,6.3665
2023-07-23,6.3665
2023-07-24,6.3869
2023-07-25,6.3713
2023-07-26,6.3898
2023-07-27,6.3665
2023-07-28,6.3791
2023-07-29,6.3791
2023-07-30,6.3791
2023-07-31,6.3568
2023-08-01,6.3587
2023-08-02,6.38
2023-08-03,6.4937
2023-08-04,6.487
2023-08-05,6.487
2023-08-06,6.487
2023-08-07,6.4947
2023-08-08,6.4282
2023-08-09,6.3549
2023-08-10,6.3212
2023-08-11,6.3839
2023-08-12,6.3839
2023-08-13,6.3839
2023-08-14,6.4002
2023-08-15,6.353
2023-08-16,6.3414
2023-08-17,6.3684
2023-08-18,6.3395
2023-08-19,6.3395
2023-08-20,6.3395
2023-08-21,6.3655
2023-08-22,6.299
2023-08-23,6.3068
2023-08-24,6.3395
2023-08-25,6.3578
2023-08-26,6.3578
2023-08-27,6.3578
2023-08-28,6.3781
2023-08-29,6.4022
2023-08-30,6.3877
2023-08-31,6.3781
2023-09-01,6.406
2023-09-02,6.406
2023-09-03,6.406
2023-09-04,6.406
2023-09-05,6.3472
2023-09-06,6.3202
2023-09-07,6.2547
2023-09-08,6.2769
2023-09-09,6.2769
2023-09-10,6.2769
2023-09-11,6.3048
2023-09-12,6.3125
2023-09-13,6.2846
2023-09-14,6.3569
2023-09-15,6.3145
2023-09-16,6.3145
2023-09-17,6.3145
2023-09-18,6.3058
2023-09-19,6.3742
2023-09-20,6.3723
2023-09-21,6.4533
2023-09-22,6.4523
2023-09-23,6.4523
2023-09-24,6.4523
2023-09-25,6.4773
2023-09-26,6.4022
2023-09-27,6.3993
2023-09-28,6.4465
2023-09-29,7.2502
2023-09-30,7.2502
2023-10-01,7.2502
2023-10-02,7.2392
2023-10-03,7.1314
2023-10-04,7.1336
2023-10-05,7.171
2023-10-06,7.292
2023-10-07,7.292
2023-10-08,7.292
2023-10-09,7.3217
2023-10-10,7.3514
2023-10-11,7.3602
2023-10-12,7.3514
2023-10-13,7.3327
2023-10-14,7.3327
2023-10-15,7.3327
2023-10-16,7.4252
2023-10-17,7.5231
2023-10-18,7.4703
2023-10-19,7.3878
2023-10-20,7.2227
2023-10-21,7.2227
2023-10-22,7.2227
2023-10-23,7.1776
2023-10-24,7.1578
2023-10-25,7.138
2023-10-26,7.1776
2023-10-27,7.1303
2023-10-28,7.1303
2023-10-29,7.1303
2023-10-30,7.204
2023-10-31,7.2183
2023-11-01,6.4958
2023-11-02,6.5221
2023-11-03,6.623
2023-11-04,6.623
2023-11-05,6.623
2023-11-06,6.6307
2023-11-07,6.6241
2023-11-08,6.5835
2023-11-09,6.5967
2023-11-10,6.6044
2023-11-11,6.6044
2023-11-12,6.6044
2023-11-13,6.577
2023-11-14,6.4793
2023-11-15,6.5067
2023-11-16,6.4541
2023-11-17,6.5111
2023-11-18,6.5111
2023-11-19,6.5111
2023-11-20,6.4793
2023-11-21,6.5111
2023-11-22,6.5254
2023-11-23,6.5254
2023-11-24,6.5737
2023-11-25,6.5737
2023-11-26,6.5737
2023-11-27,6.5682
2023-11-28,6.464
2023-11-29,6.4848
2023-11-30,6.555
2023-12-01,6.5638
2023-12-02,6.5638
2023-12-03,6.5638
2023-12-04,6.5879
2023-12-05,6.5024
2023-12-06,6.4826
2023-12-07,6.5144
2023-12-08,6.5364
2023-12-09,6.5364
2023-12-10,6.5364
2023-12-11,6.747
2023-12-12,6.8096
2023-12-13,6.7393
2023-12-14,6.6713
2023-12-15,6.6154
2023-12-16,6.6154
2023-12-17,6.6154
2023-12-18,6.6911
2023-12-19,6.7481
2023-12-20,6.7174
2023-12-21,6.7492
2023-12-22,6.7679
2023-12-23,6.7679
2023-12-24,6.7679
2023-12-25,6.7679
2023-12-26,6.7854
2023-12-27,6.7942
2023-12-28,6.8063
2023-12-29,6.6309
2023-12-30,6.6309
2023-12-31,6.6309
2024-01-01,6.6309
2024-01-02,6.6819
2024-01-03,6.7403
2024-01-04,6.7329
2024-01-05,6.6968
2024-01-06,6.6968
2024-01-07,6.6968
2024-01-08,6.6819
2024-01-09,6.6415
2024-01-10,6.6266
2024-01-11,6.6351
2024-01-12,6.6457
2024-01-13,6.6457
2024-01-14,6.6457
2024-01-15,6.6457
2024-01-16,6.633
2024-01-17,6.65
2024-01-18,6.7
2024-01-19,6.7212
2024-01-20,6.7212
2024-01-21,6.7212
2024-01-22,6.785
2024-01-23,6.7871
2024-01-24,6.8296
2024-01-25,6.8488
2024-01-26,6.8637
2024-01-27,6.8637
2024-01-28,6.8637
2024-01-29,6.819
2024-01-30,6.9094
2024-01-31,6.9184
2024-02-01,6.7867
2024-02-02,6.813
2024-02-03,6.813
2024-02-04,6.813
2024-02-05,6.8299
2024-02-06,6.8331
2024-02-07,6.8057
2024-02-08,6.8141
2024-02-09,6.8541
2024-02-10,6.8541
2024-02-11,6.8541
2024-02-12,6.93
2024-02-13,6.8847
2024-02-14,6.929
2024-02-15,6.9564
2024-02-16,6.9595
2024-02-17,6.9595
2024-02-18,6.9595
2024-02-19,6.9595
2024-02-20,6.9625
2024-02-21,6.9364
2024-02-22,6.9802
2024-02-23,6.999
2024-02-24,6.999
2024-02-25,6.999
2024-02-26,6.9593
2024-02-27,6.9593
2024-02-28,6.976
2024-02-29,6.9854
2024-03-01,6.9698
2024-03-02,6.9698
2024-03-03,6.9698
2024-03-04,7.0042
2024-03-05,7.0929
2024-03-06,7.1055
2024-03-07,7.1879
2024-03-08,7.0846
2024-03-09,7.0846
2024-03-10,7.0846
2024-03-11,7.0794
2024-03-12,7.1357
2024-03-13,7.1764
2024-03-14,7.2151
2024-03-15,7.2631
2024-03-16,7.2631
2024-03-17,7.2631
2024-03-18,7.2422
2024-03-19,7.2933
2024-03-20,7.3549
2024-03-21,7.3257
2024-03-22,7.2652
2024-03-23,7.2652
2024-03-24,7.2652
2024-03-25,7.3695
2024-03-26,7.3716
2024-03-27,7.429
2024-03-28,7.4248
2024-03-29,7.4248
2024-03-30,7.4248
2024-03-31,7.4248
2024-04-01,7.4586
2024-04-02,7.4827
2024-04-03,7.5015
2024-04-04,7.4074
2024-04-05,7.444
2024-04-06,7.444
2024-04-07,7.444
2024-04-08,7.3959
