,STC US Equity
2020-07-28,5.6824
2020-07-29,5.8335
2020-07-30,5.7927
2020-07-31,5.7685
2020-08-01,5.7685
2020-08-02,5.7685
2020-08-03,5.799
2020-08-04,5.8414
2020-08-05,5.9669
2020-08-06,5.9579
2020-08-07,6.0955
2020-08-08,6.0955
2020-08-09,6.0955
2020-08-10,6.1061
2020-08-11,5.9866
2020-08-12,5.6206
2020-08-13,6.2308
2020-08-14,6.1598
2020-08-15,6.1598
2020-08-16,6.1598
2020-08-17,6.1951
2020-08-18,6.2892
2020-08-19,6.2707
2020-08-20,6.4961
2020-08-21,6.5831
2020-08-22,6.5831
2020-08-23,6.5831
2020-08-24,6.7383
2020-08-25,6.699
2020-08-26,6.6018
2020-08-27,6.7059
2020-08-28,6.7314
2020-08-29,6.7314
2020-08-30,6.7314
2020-08-31,6.7059
2020-09-01,7.1374
2020-09-02,7.064
2020-09-03,6.8935
2020-09-04,6.8815
2020-09-05,6.8815
2020-09-06,6.8815
2020-09-07,6.8815
2020-09-08,7.0401
2020-09-09,7.1408
2020-09-10,7.0367
2020-09-11,6.9753
2020-09-12,6.9753
2020-09-13,6.9753
2020-09-14,6.96
2020-09-15,6.8287
2020-09-16,6.8082
2020-09-17,6.8747
2020-09-18,6.7502
2020-09-19,6.7502
2020-09-20,6.7502
2020-09-21,6.4807
2020-09-22,6.5507
2020-09-23,6.4227
2020-09-24,6.5472
2020-09-25,6.6257
2020-09-26,6.6257
2020-09-27,6.6257
2020-09-28,6.8099
2020-09-29,6.8969
2020-09-30,7.1953
2020-10-01,7.3257
2020-10-02,7.6601
2020-10-03,7.6601
2020-10-04,7.6601
2020-10-05,7.9038
2020-10-06,7.9265
2020-10-07,7.9133
2020-10-08,7.6828
2020-10-09,7.6204
2020-10-10,7.6204
2020-10-11,7.6204
2020-10-12,7.6695
2020-10-13,7.5279
2020-10-14,7.577
2020-10-15,7.7073
2020-10-16,7.7149
2020-10-17,7.7149
2020-10-18,7.7149
2020-10-19,7.6544
2020-10-20,7.5354
2020-10-21,7.5826
2020-10-22,6.895
2020-10-23,7.3654
2020-10-24,7.3654
2020-10-25,7.3654
2020-10-26,7.2539
2020-10-27,7.1821
2020-10-28,7.0933
2020-10-29,7.1991
2020-10-30,6.9422
2020-10-31,6.9422
2020-11-01,6.9422
2020-11-02,6.9705
2020-11-03,7.1254
2020-11-04,7.3729
2020-11-05,7.2728
2020-11-06,7.1462
2020-11-07,7.1462
2020-11-08,7.1462
2020-11-09,6.6872
2020-11-10,6.9894
2020-11-11,6.9384
2020-11-12,6.9743
2020-11-13,6.997
2020-11-14,6.997
2020-11-15,6.997
2020-11-16,7.2992
2020-11-17,7.303
2020-11-18,7.2898
2020-11-19,7.3634
2020-11-20,7.3596
2020-11-21,7.3596
2020-11-22,7.3596
2020-11-23,7.3464
2020-11-24,7.2633
2020-11-25,7.1575
2020-11-26,7.1575
2020-11-27,7.1934
2020-11-28,7.1934
2020-11-29,7.1934
2020-11-30,6.8421
2020-12-01,7.0121
2020-12-02,7.0876
2020-12-03,7.3049
2020-12-04,7.7128
2020-12-05,7.7128
2020-12-06,7.7128
2020-12-07,7.711
2020-12-08,7.8243
2020-12-09,7.8677
2020-12-10,8.0509
2020-12-11,8.0528
2020-12-12,8.0528
2020-12-13,8.0528
2020-12-14,7.8942
2020-12-15,8.4797
2020-12-16,8.4268
2020-12-17,8.3928
2020-12-18,8.4438
2020-12-19,8.4438
2020-12-20,8.4438
2020-12-21,8.2984
2020-12-22,8.1265
2020-12-23,8.0774
2020-12-24,8.1888
2020-12-25,8.1888
2020-12-26,8.1888
2020-12-27,8.1888
2020-12-28,8.0623
2020-12-29,8.0793
2020-12-30,8.0396
2020-12-31,4.9184
2021-01-01,4.9184
2021-01-02,4.9184
2021-01-03,4.9184
2021-01-04,4.8278
2021-01-05,4.9233
2021-01-06,5.0852
2021-01-07,5.2398
2021-01-08,5.27
2021-01-09,5.27
2021-01-10,5.27
2021-01-11,5.3027
2021-01-12,5.4259
2021-01-13,5.2894
2021-01-14,5.1226
2021-01-15,5.1033
2021-01-16,5.1033
2021-01-17,5.1033
2021-01-18,5.1033
2021-01-19,5.0151
2021-01-20,5.2181
2021-01-21,5.1625
2021-01-22,5.1468
2021-01-23,5.1468
2021-01-24,5.1468
2021-01-25,5.0924
2021-01-26,5.1214
2021-01-27,4.835
2021-01-28,4.8604
2021-01-29,4.6792
2021-01-30,4.6792
2021-01-31,4.6792
2021-02-01,4.7444
2021-02-02,4.7323
2021-02-03,4.736
2021-02-04,4.742
2021-02-05,4.8906
2021-02-06,4.8906
2021-02-07,4.8906
2021-02-08,5.0646
2021-02-09,5.2761
2021-02-10,5.2169
2021-02-11,5.4706
2021-02-12,5.5709
2021-02-13,5.5709
2021-02-14,5.5709
2021-02-15,5.5709
2021-02-16,5.6531
2021-02-17,5.6217
2021-02-18,5.7389
2021-02-19,5.7123
2021-02-20,5.7123
2021-02-21,5.7123
2021-02-22,5.5431
2021-02-23,5.3365
2021-02-24,5.2048
2021-02-25,4.864
2021-02-26,4.7783
2021-02-27,4.7783
2021-02-28,4.7783
2021-03-01,5.002
2021-03-02,4.8895
2021-03-03,4.8435
2021-03-04,4.8641
2021-03-05,4.9354
2021-03-06,4.9354
2021-03-07,4.9354
2021-03-08,5.0746
2021-03-09,5.3516
2021-03-10,5.5162
2021-03-11,5.6565
2021-03-12,5.6287
2021-03-13,5.6287
2021-03-14,5.6287
2021-03-15,5.6758
2021-03-16,5.5839
2021-03-17,5.5851
2021-03-18,5.4073
2021-03-19,5.4036
2021-03-20,5.4036
2021-03-21,5.4036
2021-03-22,5.325
2021-03-23,5.2089
2021-03-24,5.1447
2021-03-25,5.3395
2021-03-26,5.5585
2021-03-27,5.5585
2021-03-28,5.5585
2021-03-29,5.4278
2021-03-30,5.3988
2021-03-31,4.3213
2021-04-01,4.416
2021-04-02,4.416
2021-04-03,4.416
2021-04-04,4.416
2021-04-05,4.4909
2021-04-06,4.5724
2021-04-07,4.5865
2021-04-08,4.742
2021-04-09,4.9088
2021-04-10,4.9088
2021-04-11,4.9088
2021-04-12,4.8085
2021-04-13,4.7177
2021-04-14,4.6895
2021-04-15,4.8267
2021-04-16,4.8191
2021-04-17,4.8191
2021-04-18,4.8191
2021-04-19,4.7889
2021-04-20,4.7436
2021-04-21,4.7531
2021-04-22,4.8229
2021-04-23,4.8588
2021-04-24,4.8588
2021-04-25,4.8588
2021-04-26,5.0353
2021-04-27,5.0089
2021-04-28,5.0419
2021-04-29,5.0957
2021-04-30,4.9824
2021-05-01,4.9824
2021-05-02,4.9824
2021-05-03,5.1778
2021-05-04,5.1038
2021-05-05,5.1113
2021-05-06,5.1122
2021-05-07,5.2306
2021-05-08,5.2306
2021-05-09,5.2306
2021-05-10,5.1629
2021-05-11,5.1
2021-05-12,4.9423
2021-05-13,5.085
2021-05-14,5.1564
2021-05-15,5.1564
2021-05-16,5.1564
2021-05-17,5.1357
2021-05-18,5.0306
2021-05-19,5.116
2021-05-20,5.1395
2021-05-21,5.1254
2021-05-22,5.1254
2021-05-23,5.1254
2021-05-24,5.1094
2021-05-25,4.9939
2021-05-26,5.1076
2021-05-27,5.0878
2021-05-28,5.1132
2021-05-29,5.1132
2021-05-30,5.1132
2021-05-31,5.1132
2021-06-01,5.208
2021-06-02,5.1273
2021-06-03,5.07
2021-06-04,5.0259
2021-06-05,5.0259
2021-06-06,5.0259
2021-06-07,5.0719
2021-06-08,5.0775
2021-06-09,5.0644
2021-06-10,5.0277
2021-06-11,5.0033
2021-06-12,5.0033
2021-06-13,5.0033
2021-06-14,4.978
2021-06-15,4.9667
2021-06-16,4.8944
2021-06-17,4.7601
2021-06-18,4.6362
2021-06-19,4.6362
2021-06-20,4.6362
2021-06-21,4.7104
2021-06-22,4.7376
2021-06-23,4.6719
2021-06-24,4.7526
2021-06-25,4.7423
2021-06-26,4.7423
2021-06-27,4.7423
2021-06-28,4.6878
2021-06-29,4.7348
2021-06-30,3.7624
2021-07-01,3.8203
2021-07-02,3.7339
2021-07-03,3.7339
2021-07-04,3.7339
2021-07-05,3.7339
2021-07-06,3.6738
2021-07-07,3.687
2021-07-08,3.6006
2021-07-09,3.7178
2021-07-10,3.7178
2021-07-11,3.7178
2021-07-12,3.7807
2021-07-13,3.6782
2021-07-14,3.6797
2021-07-15,3.7265
2021-07-16,3.7485
2021-07-17,3.7485
2021-07-18,3.7485
2021-07-19,3.6159
2021-07-20,3.6863
2021-07-21,3.728
2021-07-22,3.7917
2021-07-23,3.8804
2021-07-24,3.8804
2021-07-25,3.8804
2021-07-26,3.9016
2021-07-27,3.9375
2021-07-28,3.9485
2021-07-29,3.9763
2021-07-30,3.9324
2021-07-31,3.9324
2021-08-01,3.9324
2021-08-02,3.9067
2021-08-03,3.8156
2021-08-04,3.8134
2021-08-05,3.9251
2021-08-06,3.9163
2021-08-07,3.9163
2021-08-08,3.9163
2021-08-09,3.9398
2021-08-10,3.964
2021-08-11,3.9963
2021-08-12,3.997
2021-08-13,3.9339
2021-08-14,3.9339
2021-08-15,3.9339
2021-08-16,3.9515
2021-08-17,3.9669
2021-08-18,3.9412
2021-08-19,3.906
2021-08-20,3.9728
2021-08-21,3.9728
2021-08-22,3.9728
2021-08-23,4.0308
2021-08-24,4.1263
2021-08-25,4.0999
2021-08-26,4.177
2021-08-27,4.3099
2021-08-28,4.3099
2021-08-29,4.3099
2021-08-30,4.2703
2021-08-31,4.2335
2021-09-01,4.2659
2021-09-02,4.2233
2021-09-03,4.177
2021-09-04,4.177
2021-09-05,4.177
2021-09-06,4.177
2021-09-07,4.1072
2021-09-08,4.1829
2021-09-09,4.152
2021-09-10,4.1395
2021-09-11,4.1395
2021-09-12,4.1395
2021-09-13,4.0918
2021-09-14,4.0213
2021-09-15,4.0896
2021-09-16,4.0426
2021-09-17,4.0499
2021-09-18,4.0499
2021-09-19,4.0499
2021-09-20,3.9816
2021-09-21,4.0382
2021-09-22,4.116
2021-09-23,4.1667
2021-09-24,4.213
2021-09-25,4.213
2021-09-26,4.213
2021-09-27,4.2453
2021-09-28,4.2321
2021-09-29,4.3158
2021-09-30,3.7073
2021-10-01,3.7828
2021-10-02,3.7828
2021-10-03,3.7828
2021-10-04,3.7702
2021-10-05,3.8033
2021-10-06,3.843
2021-10-07,3.9118
2021-10-08,3.9508
2021-10-09,3.9508
2021-10-10,3.9508
2021-10-11,3.9396
2021-10-12,3.9694
2021-10-13,4.0197
2021-10-14,4.0746
2021-10-15,4.0448
2021-10-16,4.0448
2021-10-17,4.0448
2021-10-18,4.1255
2021-10-19,4.1533
2021-10-20,4.1824
2021-10-21,4.2784
2021-10-22,4.2341
2021-10-23,4.2341
2021-10-24,4.2341
2021-10-25,4.3022
2021-10-26,4.2393
2021-10-27,4.103
2021-10-28,4.1771
2021-10-29,4.2307
2021-10-30,4.2307
2021-10-31,4.2307
2021-11-01,4.2493
2021-11-02,4.2499
2021-11-03,4.2987
2021-11-04,4.2802
2021-11-05,4.4026
2021-11-06,4.4026
2021-11-07,4.4026
2021-11-08,4.4768
2021-11-09,4.5396
2021-11-10,4.5489
2021-11-11,4.5992
2021-11-12,4.6548
2021-11-13,4.6548
2021-11-14,4.6548
2021-11-15,4.8037
2021-11-16,4.6449
2021-11-17,4.5965
2021-11-18,4.6667
2021-11-19,4.6793
2021-11-20,4.6793
2021-11-21,4.6793
2021-11-22,4.7031
2021-11-23,4.7329
2021-11-24,4.6627
2021-11-25,4.6627
2021-11-26,4.5694
2021-11-27,4.5694
2021-11-28,4.5694
2021-11-29,4.3431
2021-11-30,4.2352
2021-12-01,4.2782
2021-12-02,4.439
2021-12-03,4.3781
2021-12-04,4.3781
2021-12-05,4.3781
2021-12-06,4.4483
2021-12-07,4.5264
2021-12-08,4.5681
2021-12-09,4.4807
2021-12-10,4.4384
2021-12-11,4.4384
2021-12-12,4.4384
2021-12-13,4.5072
2021-12-14,4.4708
2021-12-15,4.4959
2021-12-16,4.5535
2021-12-17,4.5012
2021-12-18,4.5012
2021-12-19,4.5012
2021-12-20,4.402
2021-12-21,4.6257
2021-12-22,4.672
2021-12-23,4.6892
2021-12-24,4.6892
2021-12-25,4.6892
2021-12-26,4.6892
2021-12-27,4.7792
2021-12-28,4.7852
2021-12-29,4.8282
2021-12-30,4.8256
2021-12-31,5.1317
2022-01-01,5.1317
2022-01-02,5.1317
2022-01-03,5.049
2022-01-04,5.076
2022-01-05,5.0337
2022-01-06,5.0649
2022-01-07,5.0129
2022-01-08,5.0129
2022-01-09,5.0129
2022-01-10,5.0147
2022-01-11,5.1023
2022-01-12,5.0588
2022-01-13,5.0521
2022-01-14,5.0055
2022-01-15,5.0055
2022-01-16,5.0055
2022-01-17,5.0055
2022-01-18,4.8316
2022-01-19,4.6747
2022-01-20,4.5731
2022-01-21,4.4524
2022-01-22,4.4524
2022-01-23,4.4524
2022-01-24,4.4959
2022-01-25,4.4352
2022-01-26,4.4248
2022-01-27,4.3997
2022-01-28,4.4793
2022-01-29,4.4793
2022-01-30,4.4793
2022-01-31,4.6233
2022-02-01,4.6092
2022-02-02,4.7507
2022-02-03,4.7881
2022-02-04,4.7568
2022-02-05,4.7568
2022-02-06,4.7568
2022-02-07,4.6894
2022-02-08,4.7531
2022-02-09,4.8034
2022-02-10,4.5639
2022-02-11,4.5155
2022-02-12,4.5155
2022-02-13,4.5155
2022-02-14,4.3568
2022-02-15,4.4383
2022-02-16,4.3942
2022-02-17,4.2558
2022-02-18,4.2674
2022-02-19,4.2674
2022-02-20,4.2674
2022-02-21,4.2674
2022-02-22,4.279
2022-02-23,4.1908
2022-02-24,4.2772
2022-02-25,4.3764
2022-02-26,4.3764
2022-02-27,4.3764
2022-02-28,4.4193
2022-03-01,4.2811
2022-03-02,4.3026
2022-03-03,4.2872
2022-03-04,4.297
2022-03-05,4.297
2022-03-06,4.297
2022-03-07,4.1827
2022-03-08,4.1588
2022-03-09,4.2055
2022-03-10,4.297
2022-03-11,4.278
2022-03-12,4.278
2022-03-13,4.278
2022-03-14,4.2724
2022-03-15,4.3757
2022-03-16,4.3683
2022-03-17,4.4587
2022-03-18,4.4673
2022-03-19,4.4673
2022-03-20,4.4673
2022-03-21,4.4144
2022-03-22,4.3972
2022-03-23,4.2638
2022-03-24,4.2036
2022-03-25,4.2288
2022-03-26,4.2288
2022-03-27,4.2288
2022-03-28,4.1489
2022-03-29,4.2153
2022-03-30,4.1041
2022-03-31,4.1291
2022-04-01,4.1411
2022-04-02,4.1411
2022-04-03,4.1411
2022-04-04,4.1315
2022-04-05,3.9937
2022-04-06,3.9269
2022-04-07,3.8915
2022-04-08,3.8578
2022-04-09,3.8578
2022-04-10,3.8578
2022-04-11,3.8247
2022-04-12,3.7152
2022-04-13,3.6899
2022-04-14,3.6081
2022-04-15,3.6081
2022-04-16,3.6081
2022-04-17,3.6081
2022-04-18,3.6808
2022-04-19,3.7123
2022-04-20,3.7638
2022-04-21,3.6978
2022-04-22,3.5875
2022-04-23,3.5875
2022-04-24,3.5875
2022-04-25,3.5881
2022-04-26,3.5609
2022-04-27,3.5379
2022-04-28,3.5972
2022-04-29,3.6081
2022-04-30,3.6081
2022-05-01,3.6081
2022-05-02,3.599
2022-05-03,3.7389
2022-05-04,3.9533
2022-05-05,3.8637
2022-05-06,3.8928
2022-05-07,3.8928
2022-05-08,3.8928
2022-05-09,3.9277
2022-05-10,3.7723
2022-05-11,3.8078
2022-05-12,3.8488
2022-05-13,3.8669
2022-05-14,3.8669
2022-05-15,3.8669
2022-05-16,3.8639
2022-05-17,4.0042
2022-05-18,3.8904
2022-05-19,3.8922
2022-05-20,3.8476
2022-05-21,3.8476
2022-05-22,3.8476
2022-05-23,3.8446
2022-05-24,3.8096
2022-05-25,3.8741
2022-05-26,3.8765
2022-05-27,3.847
2022-05-28,3.847
2022-05-29,3.847
2022-05-30,3.847
2022-05-31,3.8259
2022-06-01,3.7886
2022-06-02,3.8524
2022-06-03,3.8669
2022-06-04,3.8669
2022-06-05,3.8669
2022-06-06,3.8801
2022-06-07,3.8874
2022-06-08,3.7807
2022-06-09,3.6934
2022-06-10,3.6018
2022-06-11,3.6018
2022-06-12,3.6018
2022-06-13,3.4048
2022-06-14,3.4638
2022-06-15,3.4132
2022-06-16,3.2488
2022-06-17,3.3289
2022-06-18,3.3289
2022-06-19,3.3289
2022-06-20,3.3289
2022-06-21,3.303
2022-06-22,3.3367
2022-06-23,3.3988
2022-06-24,3.465
2022-06-25,3.465
2022-06-26,3.465
2022-06-27,3.4891
2022-06-28,3.4205
2022-06-29,3.4482
2022-06-30,3.7764
2022-07-01,3.882
2022-07-02,3.882
2022-07-03,3.882
2022-07-04,3.882
2022-07-05,3.944
2022-07-06,3.8233
2022-07-07,3.814
2022-07-08,3.7804
2022-07-09,3.7804
2022-07-10,3.7804
2022-07-11,3.8048
2022-07-12,3.8332
2022-07-13,3.785
2022-07-14,3.7362
2022-07-15,3.7771
2022-07-16,3.7771
2022-07-17,3.7771
2022-07-18,3.7144
2022-07-19,3.8675
2022-07-20,3.8945
2022-07-21,3.8899
2022-07-22,3.8615
2022-07-23,3.8615
2022-07-24,3.8615
2022-07-25,3.9057
2022-07-26,3.9018
2022-07-27,3.9677
2022-07-28,4.0416
2022-07-29,4.0996
2022-07-30,4.0996
2022-07-31,4.0996
2022-08-01,4.0917
2022-08-02,3.9453
2022-08-03,3.9393
2022-08-04,3.9862
2022-08-05,3.9796
2022-08-06,3.9796
2022-08-07,3.9796
2022-08-08,3.9954
2022-08-09,3.9828
2022-08-10,4.0563
2022-08-11,4.1132
2022-08-12,4.1635
2022-08-13,4.1635
2022-08-14,4.1635
2022-08-15,4.1139
2022-08-16,4.1185
2022-08-17,4.0947
2022-08-18,4.186
2022-08-19,4.1556
2022-08-20,4.1556
2022-08-21,4.1556
2022-08-22,4.0464
2022-08-23,4.0583
2022-08-24,3.9974
2022-08-25,4.0934
2022-08-26,4.0186
2022-08-27,4.0186
2022-08-28,4.0186
2022-08-29,3.953
2022-08-30,3.9279
2022-08-31,3.8465
2022-09-01,3.8121
2022-09-02,3.9193
2022-09-03,3.9193
2022-09-04,3.9193
2022-09-05,3.9193
2022-09-06,3.8743
2022-09-07,3.916
2022-09-08,3.9669
2022-09-09,4.047
2022-09-10,4.047
2022-09-11,4.047
2022-09-12,4.0814
2022-09-13,3.873
2022-09-14,3.6824
2022-09-15,3.7393
2022-09-16,3.7836
2022-09-17,3.7836
2022-09-18,3.7836
2022-09-19,3.7499
2022-09-20,3.6546
2022-09-21,3.7141
2022-09-22,3.5162
2022-09-23,3.4011
2022-09-24,3.4011
2022-09-25,3.4011
2022-09-26,3.3435
2022-09-27,3.3256
2022-09-28,3.3951
2022-09-29,3.3892
2022-09-30,4.284
2022-10-01,4.284
2022-10-02,4.284
2022-10-03,4.3521
2022-10-04,4.5333
2022-10-05,4.4265
2022-10-06,4.4241
2022-10-07,4.2999
2022-10-08,4.2999
2022-10-09,4.2999
2022-10-10,4.2642
2022-10-11,4.2429
2022-10-12,4.1898
2022-10-13,4.3165
2022-10-14,4.2294
2022-10-15,4.2294
2022-10-16,4.2294
2022-10-17,4.2793
2022-10-18,4.2437
2022-10-19,4.1241
2022-10-20,4.0854
2022-10-21,4.0727
2022-10-22,4.0727
2022-10-23,4.0727
2022-10-24,4.1226
2022-10-25,4.2278
2022-10-26,4.2516
2022-10-27,3.9999
2022-10-28,4.0015
2022-10-29,4.0015
2022-10-30,4.0015
2022-10-31,3.9136
2022-11-01,3.8891
2022-11-02,3.8392
2022-11-03,3.7157
2022-11-04,3.7387
2022-11-05,3.7387
2022-11-06,3.7387
2022-11-07,3.7237
2022-11-08,3.7248
2022-11-09,3.743
2022-11-10,3.9228
2022-11-11,4.0669
2022-11-12,4.0669
2022-11-13,4.0669
2022-11-14,3.9711
2022-11-15,4.0305
2022-11-16,3.9933
2022-11-17,3.9965
2022-11-18,4.0543
2022-11-19,4.0543
2022-11-20,4.0543
2022-11-21,4.0899
2022-11-22,4.1018
2022-11-23,4.1311
2022-11-24,4.1311
2022-11-25,4.2847
2022-11-26,4.2847
2022-11-27,4.2847
2022-11-28,4.2111
2022-11-29,4.242
2022-11-30,4.3354
2022-12-01,4.3402
2022-12-02,4.1897
2022-12-03,4.1897
2022-12-04,4.1897
2022-12-05,4.2087
2022-12-06,4.2349
2022-12-07,4.238
2022-12-08,4.242
2022-12-09,4.2261
2022-12-10,4.2261
2022-12-11,4.2261
2022-12-12,4.3038
2022-12-13,4.3109
2022-12-14,4.3307
2022-12-15,4.181
2022-12-16,4.1905
2022-12-17,4.1905
2022-12-18,4.1905
2022-12-19,4.1256
2022-12-20,4.1739
2022-12-21,4.2554
2022-12-22,4.1778
2022-12-23,4.181
2022-12-24,4.181
2022-12-25,4.181
2022-12-26,4.181
2022-12-27,4.2301
2022-12-28,4.1232
2022-12-29,4.2523
2022-12-30,6.0301
2022-12-31,6.0301
2023-01-01,6.0301
2023-01-02,6.0301
2023-01-03,6.1273
2023-01-04,6.2775
2023-01-05,6.1706
2023-01-06,6.3629
2023-01-07,6.3629
2023-01-08,6.3629
2023-01-09,6.2689
2023-01-10,6.3186
2023-01-11,6.4029
2023-01-12,6.4947
2023-01-13,6.4364
2023-01-14,6.4364
2023-01-15,6.4364
2023-01-16,6.4364
2023-01-17,6.378
2023-01-18,6.3834
2023-01-19,6.3705
2023-01-20,6.4212
2023-01-21,6.4212
2023-01-22,6.4212
2023-01-23,6.5261
2023-01-24,6.4969
2023-01-25,6.5995
2023-01-26,6.5768
2023-01-27,6.5736
2023-01-28,6.5736
2023-01-29,6.5736
2023-01-30,6.4526
2023-01-31,6.5747
2023-02-01,6.7735
2023-02-02,6.9204
2023-02-03,6.9788
2023-02-04,6.9788
2023-02-05,6.9788
2023-02-06,6.9032
2023-02-07,6.8945
2023-02-08,6.8362
2023-02-09,6.2311
2023-02-10,6.431
2023-02-11,6.431
2023-02-12,6.431
2023-02-13,6.4493
2023-02-14,6.4385
2023-02-15,6.4396
2023-02-16,6.2992
2023-02-17,6.3489
2023-02-18,6.3489
2023-02-19,6.3489
2023-02-20,6.3489
2023-02-21,6.1619
2023-02-22,6.1382
2023-02-23,6.0852
2023-02-24,6.0182
2023-02-25,6.0182
2023-02-26,6.0182
2023-02-27,6.0712
2023-02-28,6.0154
2023-03-01,6.0154
2023-03-02,5.8887
2023-03-03,5.8605
2023-03-04,5.8605
2023-03-05,5.8605
2023-03-06,5.7652
2023-03-07,5.7533
2023-03-08,5.8421
2023-03-09,5.7728
2023-03-10,5.6926
2023-03-11,5.6926
2023-03-12,5.6926
2023-03-13,5.5367
2023-03-14,5.5572
2023-03-15,5.5995
2023-03-16,5.5258
2023-03-17,5.3536
2023-03-18,5.3536
