,SCS US Equity
2020-05-21,5.5366
2020-05-22,5.7045
2020-05-23,5.7045
2020-05-24,5.7045
2020-05-25,5.7045
2020-05-26,6.2725
2020-05-27,6.3026
2020-05-28,5.9928
2020-05-29,8.9117
2020-05-30,8.9117
2020-05-31,8.9117
2020-06-01,8.924
2020-06-02,9.016
2020-06-03,9.5255
2020-06-04,9.6238
2020-06-05,9.943
2020-06-06,9.943
2020-06-07,9.943
2020-06-08,10.3665
2020-06-09,10.2929
2020-06-10,9.7097
2020-06-11,8.7951
2020-06-12,9.0897
2020-06-13,9.0897
2020-06-14,9.0897
2020-06-15,9.2923
2020-06-16,9.501
2020-06-17,9.3107
2020-06-18,9.2309
2020-06-19,9.0467
2020-06-20,9.0467
2020-06-21,9.0467
2020-06-22,9.1081
2020-06-23,9.2493
2020-06-24,8.9669
2020-06-25,8.881
2020-06-26,8.8442
2020-06-27,8.8442
2020-06-28,8.8442
2020-06-29,9.3046
2020-06-30,9.2063
2020-07-01,8.1697
2020-07-02,8.1513
2020-07-03,8.1513
2020-07-04,8.1513
2020-07-05,8.1513
2020-07-06,8.5319
2020-07-07,8.2495
2020-07-08,8.2495
2020-07-09,8.2004
2020-07-10,8.2495
2020-07-11,8.2495
2020-07-12,8.2495
2020-07-13,8.2679
2020-07-14,8.3355
2020-07-15,8.7652
2020-07-16,8.7591
2020-07-17,8.6486
2020-07-18,8.6486
2020-07-19,8.6486
2020-07-20,8.5012
2020-07-21,8.6363
2020-07-22,8.7959
2020-07-23,8.8757
2020-07-24,8.6608
2020-07-25,8.6608
2020-07-26,8.6608
2020-07-27,8.5135
2020-07-28,8.4214
2020-07-29,8.581
2020-07-30,8.4091
2020-07-31,8.3907
2020-08-01,8.3907
2020-08-02,8.3907
2020-08-03,8.4644
2020-08-04,8.4398
2020-08-05,8.5135
2020-08-06,8.5749
2020-08-07,8.8389
2020-08-08,8.8389
2020-08-09,8.8389
2020-08-10,9.0046
2020-08-11,8.9678
2020-08-12,8.8082
2020-08-13,8.7345
2020-08-14,8.802
2020-08-15,8.802
2020-08-16,8.802
2020-08-17,8.6854
2020-08-18,8.3416
2020-08-19,8.4889
2020-08-20,8.5258
2020-08-21,8.403
2020-08-22,8.403
2020-08-23,8.403
2020-08-24,8.4275
2020-08-25,8.317
2020-08-26,8.1942
2020-08-27,8.3293
2020-08-28,7.5861
2020-08-29,7.5861
2020-08-30,7.5861
2020-08-31,7.3991
2020-09-01,7.3629
2020-09-02,7.5438
2020-09-03,7.375
2020-09-04,7.2061
2020-09-05,7.2061
2020-09-06,7.2061
2020-09-07,7.2061
2020-09-08,7.2001
2020-09-09,7.0313
2020-09-10,6.9167
2020-09-11,6.9589
2020-09-12,6.9589
2020-09-13,6.9589
2020-09-14,7.2303
2020-09-15,7.1398
2020-09-16,7.6041
2020-09-17,8.3579
2020-09-18,8.5388
2020-09-19,8.5388
2020-09-20,8.5388
2020-09-21,8.2313
2020-09-22,7.9418
2020-09-23,7.0313
2020-09-24,6.9408
2020-09-25,6.954
2020-09-26,6.954
2020-09-27,6.954
2020-09-28,7.0686
2020-09-29,7.153
2020-09-30,7.1952
2020-10-01,7.539
2020-10-02,8.0276
2020-10-03,8.0276
2020-10-04,8.0276
2020-10-05,7.9431
2020-10-06,7.9793
2020-10-07,7.9793
2020-10-08,7.9974
2020-10-09,8.0215
2020-10-10,8.0215
2020-10-11,8.0215
2020-10-12,8.2206
2020-10-13,8.2447
2020-10-14,8.1904
2020-10-15,8.3171
2020-10-16,8.4317
2020-10-17,8.4317
2020-10-18,8.4317
2020-10-19,8.2568
2020-10-20,8.3834
2020-10-21,8.2085
2020-10-22,8.2145
2020-10-23,8.3713
2020-10-24,8.3713
2020-10-25,8.3713
2020-10-26,7.9733
2020-10-27,7.7923
2020-10-28,7.6174
2020-10-29,7.527
2020-10-30,7.3943
2020-10-31,7.3943
2020-11-01,7.3943
2020-11-02,7.5752
2020-11-03,7.8165
2020-11-04,7.4546
2020-11-05,7.6114
2020-11-06,7.4425
2020-11-07,7.4425
2020-11-08,7.4425
2020-11-09,8.5824
2020-11-10,8.7212
2020-11-11,8.5644
2020-11-12,8.2507
2020-11-13,8.4679
2020-11-14,8.4679
2020-11-15,8.4679
2020-11-16,8.9262
2020-11-17,8.7935
2020-11-18,8.6005
2020-11-19,8.5704
2020-11-20,8.6548
2020-11-21,8.6548
2020-11-22,8.6548
2020-11-23,8.7031
2020-11-24,9.0951
2020-11-25,8.878
2020-11-26,8.878
2020-11-27,14.8121
2020-11-28,14.8121
2020-11-29,14.8121
2020-11-30,14.1242
2020-12-01,14.4731
2020-12-02,14.4034
2020-12-03,14.5828
2020-12-04,15.3105
2020-12-05,15.3105
2020-12-06,15.3105
2020-12-07,15.3803
2020-12-08,15.2507
2020-12-09,15.5498
2020-12-10,15.3205
2020-12-11,14.4731
2020-12-12,14.4731
2020-12-13,14.4731
2020-12-14,14.8121
2020-12-15,15.6993
2020-12-16,15.6295
2020-12-17,15.1311
2020-12-18,15.5697
2020-12-19,15.5697
2020-12-20,15.5697
2020-12-21,14.4432
2020-12-22,14.5753
2020-12-23,15.0542
2020-12-24,15.4733
2020-12-25,15.4733
2020-12-26,15.4733
2020-12-27,15.4733
2020-12-28,15.2039
2020-12-29,15.0443
2020-12-30,15.4135
2020-12-31,15.5332
2021-01-01,15.5332
2021-01-02,15.5332
2021-01-03,15.5332
2021-01-04,14.7249
2021-01-05,15.0243
2021-01-06,15.4035
2021-01-07,15.2838
2021-01-08,15.2738
2021-01-09,15.2738
2021-01-10,15.2738
2021-01-11,14.7948
2021-01-12,15.5033
2021-01-13,15.4235
2021-01-14,15.3536
2021-01-15,15.184
2021-01-16,15.184
2021-01-17,15.184
2021-01-18,15.184
2021-01-19,15.3336
2021-01-20,15.4534
2021-01-21,15.4434
2021-01-22,15.7927
2021-01-23,15.7927
2021-01-24,15.7927
2021-01-25,15.4434
2021-01-26,15.5232
2021-01-27,15.2039
2021-01-28,15.2638
2021-01-29,14.9145
2021-01-30,14.9145
2021-01-31,14.9145
2021-02-01,15.3237
2021-02-02,15.4933
2021-02-03,15.4235
2021-02-04,16.082
2021-02-05,15.7827
2021-02-06,15.7827
2021-02-07,15.7827
2021-02-08,15.9224
2021-02-09,15.8625
2021-02-10,15.623
2021-02-11,15.5432
2021-02-12,15.7727
2021-02-13,15.7727
2021-02-14,15.7727
2021-02-15,15.7727
2021-02-16,15.5232
2021-02-17,15.2339
2021-02-18,14.9545
2021-02-19,15.2538
2021-02-20,15.2538
2021-02-21,15.2538
2021-02-22,16.2018
2021-02-23,16.2417
2021-02-24,16.7107
2021-02-25,16.2018
2021-02-26,34.9744
2021-02-27,34.9744
2021-02-28,34.9744
2021-03-01,35.8047
2021-03-02,35.4988
2021-03-03,36.351
2021-03-04,36.2199
2021-03-05,37.0502
2021-03-06,37.0502
2021-03-07,37.0502
2021-03-08,39.3664
2021-03-09,38.2301
2021-03-10,39.869
2021-03-11,39.7815
2021-03-12,40.7648
2021-03-13,40.7648
2021-03-14,40.7648
2021-03-15,40.3715
2021-03-16,39.3882
2021-03-17,39.6067
2021-03-18,39.8908
2021-03-19,39.4101
2021-03-20,39.4101
2021-03-21,39.4101
2021-03-22,38.1209
2021-03-23,36.8535
2021-03-24,36.5258
2021-03-25,36.0669
2021-03-26,36.5695
2021-03-27,36.5695
2021-03-28,36.5695
2021-03-29,35.2366
2021-03-30,35.9577
2021-03-31,35.9577
2021-04-01,36.1325
2021-04-02,36.1325
2021-04-03,36.1325
2021-04-04,36.1325
2021-04-05,36.3291
2021-04-06,36.198
2021-04-07,35.608
2021-04-08,35.8047
2021-04-09,35.7391
2021-04-10,35.7391
2021-04-11,35.7391
2021-04-12,35.6299
2021-04-13,35.2803
2021-04-14,36.1325
2021-04-15,36.0888
2021-04-16,36.4384
2021-04-17,36.4384
2021-04-18,36.4384
2021-04-19,36.2417
2021-04-20,35.0618
2021-04-21,35.9445
2021-04-22,34.9767
2021-04-23,35.6366
2021-04-24,35.6366
2021-04-25,35.6366
2021-04-26,35.3287
2021-04-27,35.3507
2021-04-28,35.1527
2021-04-29,35.5486
2021-04-30,34.8668
2021-05-01,34.8668
2021-05-02,34.8668
2021-05-03,35.5926
2021-05-04,35.1747
2021-05-05,35.1967
2021-05-06,35.3946
2021-05-07,36.1205
2021-05-08,36.1205
2021-05-09,36.1205
2021-05-10,36.7143
2021-05-11,35.7246
2021-05-12,34.7128
2021-05-13,35.3507
2021-05-14,36.2304
2021-05-15,36.2304
2021-05-16,36.2304
2021-05-17,36.2084
2021-05-18,36.1205
2021-05-19,35.7466
2021-05-20,35.9005
2021-05-21,36.1425
2021-05-22,36.1425
2021-05-23,36.1425
2021-05-24,36.6483
2021-05-25,36.3404
2021-05-26,36.2084
2021-05-27,36.8903
2021-05-28,27.3829
2021-05-29,27.3829
2021-05-30,27.3829
2021-05-31,27.3829
2021-06-01,28.0657
2021-06-02,27.6846
2021-06-03,27.6052
2021-06-04,27.6528
2021-06-05,27.6528
2021-06-06,27.6528
2021-06-07,28.0339
2021-06-08,27.9704
2021-06-09,28.1451
2021-06-10,28.0816
2021-06-11,28.0339
2021-06-12,28.0339
2021-06-13,28.0339
2021-06-14,27.4464
2021-06-15,27.7957
2021-06-16,27.5099
2021-06-17,26.9383
2021-06-18,26.4143
2021-06-19,26.4143
2021-06-20,26.4143
2021-06-21,27.3035
2021-06-22,27.3829
2021-06-23,27.4941
2021-06-24,28.5738
2021-06-25,28.3706
2021-06-26,28.3706
2021-06-27,28.3706
2021-06-28,27.7671
2021-06-29,27.8783
2021-06-30,28.4024
2021-07-01,28.5294
2021-07-02,27.7512
2021-07-03,27.7512
2021-07-04,27.7512
2021-07-05,27.7512
2021-07-06,27.4495
2021-07-07,27.4178
2021-07-08,26.9413
2021-07-09,27.4495
2021-07-10,27.4495
2021-07-11,27.4495
2021-07-12,27.6401
2021-07-13,27.3542
2021-07-14,27.0049
2021-07-15,26.8937
2021-07-16,26.5126
2021-07-17,26.5126
2021-07-18,26.5126
2021-07-19,26.1632
2021-07-20,26.6396
2021-07-21,26.7508
2021-07-22,26.0838
2021-07-23,26.2743
2021-07-24,26.2743
2021-07-25,26.2743
2021-07-26,26.5126
2021-07-27,26.4808
2021-07-28,26.4808
2021-07-29,26.6237
2021-07-30,26.2426
2021-07-31,26.2426
2021-08-01,26.2426
2021-08-02,26.4967
2021-08-03,26.5126
2021-08-04,25.782
2021-08-05,26.2267
2021-08-06,26.5126
2021-08-07,26.5126
2021-08-08,26.5126
2021-08-09,26.2426
2021-08-10,26.6237
2021-08-11,26.8461
2021-08-12,26.592
2021-08-13,26.5284
2021-08-14,26.5284
2021-08-15,26.5284
2021-08-16,26.3855
2021-08-17,26.2902
2021-08-18,25.8297
2021-08-19,25.7185
2021-08-20,26.052
2021-08-21,26.052
2021-08-22,26.052
2021-08-23,26.1949
2021-08-24,26.5284
2021-08-25,26.592
2021-08-26,26.5761
2021-08-27,112.7027
2021-08-28,112.7027
2021-08-29,112.7027
2021-08-30,111.4739
2021-08-31,111.2799
2021-09-01,111.7326
2021-09-02,111.5386
2021-09-03,110.3745
2021-09-04,110.3745
2021-09-05,110.3745
2021-09-06,110.3745
2021-09-07,109.1457
2021-09-08,107.0115
2021-09-09,106.1707
2021-09-10,105.2006
2021-09-11,105.2006
2021-09-12,105.2006
2021-09-13,106.8821
2021-09-14,106.5587
2021-09-15,108.1109
2021-09-16,108.6283
2021-09-17,108.3696
2021-09-18,108.3696
2021-09-19,108.3696
2021-09-20,106.5587
2021-09-21,105.0066
2021-09-22,106.4941
2021-09-23,102.2903
2021-09-24,99.7346
2021-09-25,99.7346
2021-09-26,99.7346
2021-09-27,102.271
2021-09-28,102.1441
2021-09-29,102.6514
2021-09-30,100.5589
2021-10-01,101.2564
2021-10-02,101.2564
2021-10-03,101.2564
2021-10-04,100.115
2021-10-05,99.4175
2021-10-06,98.2761
2021-10-07,99.037
2021-10-08,98.8468
2021-10-09,98.8468
2021-10-10,98.8468
2021-10-11,98.4029
2021-10-12,98.5932
2021-10-13,97.7688
2021-10-14,99.1639
2021-10-15,99.1005
2021-10-16,99.1005
2021-10-17,99.1005
2021-10-18,99.1639
2021-10-19,99.8614
2021-10-20,100.6223
2021-10-21,100.2418
2021-10-22,100.0516
2021-10-23,100.0516
2021-10-24,100.0516
2021-10-25,99.1639
2021-10-26,98.6566
2021-10-27,96.4372
2021-10-28,97.0713
2021-10-29,95.6129
2021-10-30,95.6129
2021-10-31,95.6129
2021-11-01,97.642
2021-11-02,96.9445
2021-11-03,99.8614
2021-11-04,98.1493
2021-11-05,100.8125
2021-11-06,100.8125
2021-11-07,100.8125
2021-11-08,99.4175
2021-11-09,98.0859
2021-11-10,97.3884
2021-11-11,98.1493
2021-11-12,98.0859
2021-11-13,98.0859
2021-11-14,98.0859
2021-11-15,100.4321
2021-11-16,99.7346
2021-11-17,99.6077
2021-11-18,98.0225
2021-11-19,97.5152
2021-11-20,97.5152
2021-11-21,97.5152
2021-11-22,99.1005
2021-11-23,99.4175
2021-11-24,98.72
2021-11-25,98.72
2021-11-26,53.3809
2021-11-27,53.3809
2021-11-28,53.3809
2021-11-29,52.6373
2021-11-30,51.1501
2021-12-01,50.474
2021-12-02,52.0627
2021-12-03,51.9951
2021-12-04,51.9951
2021-12-05,51.9951
2021-12-06,53.5499
2021-12-07,54.1245
2021-12-08,54.2935
2021-12-09,53.6513
2021-12-10,53.2119
2021-12-11,53.2119
2021-12-12,53.2119
2021-12-13,52.3331
2021-12-14,51.8261
2021-12-15,52.3669
2021-12-16,52.2317
2021-12-17,50.8796
2021-12-18,50.8796
2021-12-19,50.8796
2021-12-20,49.9068
2021-12-21,50.2075
2021-12-22,50.4079
2021-12-23,50.6752
2021-12-24,50.6752
2021-12-25,50.6752
2021-12-26,50.6752
2021-12-27,51.6774
2021-12-28,51.978
2021-12-29,51.7108
2021-12-30,52.145
2021-12-31,52.4791
2022-01-01,52.4791
2022-01-02,52.4791
2022-01-03,53.047
2022-01-04,53.8153
2022-01-05,53.8822
2022-01-06,53.2808
2022-01-07,53.1472
2022-01-08,53.1472
2022-01-09,53.1472
2022-01-10,53.0136
2022-01-11,53.5815
2022-01-12,54.3164
2022-01-13,55.8531
2022-01-14,56.3876
2022-01-15,56.3876
2022-01-16,56.3876
2022-01-17,56.3876
2022-01-18,56.3208
2022-01-19,55.5859
2022-01-20,54.4835
2022-01-21,53.7151
2022-01-22,53.7151
2022-01-23,53.7151
2022-01-24,54.2162
2022-01-25,54.4501
2022-01-26,54.1828
2022-01-27,53.3811
2022-01-28,53.8822
2022-01-29,53.8822
2022-01-30,53.8822
2022-01-31,54.5503
2022-02-01,54.5169
2022-02-02,54.3164
2022-02-03,53.4145
2022-02-04,53.047
2022-02-05,53.047
2022-02-06,53.047
2022-02-07,53.1472
2022-02-08,53.949
2022-02-09,53.6149
2022-02-10,53.2808
2022-02-11,53.214
2022-02-12,53.214
2022-02-13,53.214
2022-02-14,53.7151
2022-02-15,54.7841
2022-02-16,55.5525
2022-02-17,55.2852
2022-02-18,55.6527
2022-02-19,55.6527
2022-02-20,55.6527
2022-02-21,55.6527
2022-02-22,54.6505
2022-02-23,53.7151
2022-02-24,53.5481
2022-02-25,66.024
2022-02-26,66.024
2022-02-27,66.024
2022-02-28,65.1656
2022-03-01,63.761
2022-03-02,65.0485
2022-03-03,65.6728
2022-03-04,64.0731
2022-03-05,64.0731
2022-03-06,64.0731
2022-03-07,62.6295
2022-03-08,63.6049
2022-03-09,63.761
2022-03-10,63.2147
2022-03-11,62.6295
2022-03-12,62.6295
2022-03-13,62.6295
2022-03-14,63.1367
2022-03-15,62.9416
2022-03-16,64.7754
2022-03-17,65.4777
2022-03-18,65.9069
2022-03-19,65.9069
2022-03-20,65.9069
2022-03-21,64.8144
2022-03-22,65.1266
2022-03-23,64.3072
2022-03-24,61.4199
2022-03-25,62.1613
2022-03-26,62.1613
2022-03-27,62.1613
2022-03-28,62.2393
2022-03-29,64.0731
2022-03-30,64.2682
2022-03-31,64.3072
2022-04-01,63.6049
2022-04-02,63.6049
2022-04-03,63.6049
2022-04-04,62.5514
2022-04-05,61.1468
2022-04-06,60.6786
2022-04-07,60.3665
2022-04-08,60.6786
2022-04-09,60.6786
2022-04-10,60.6786
2022-04-11,61.1078
2022-04-12,61.3029
2022-04-13,62.9416
2022-04-14,62.3954
2022-04-15,62.3954
2022-04-16,62.3954
2022-04-17,62.3954
2022-04-18,62.5514
2022-04-19,63.4488
2022-04-20,64.2682
2022-04-21,64.6974
2022-04-22,64.3462
2022-04-23,64.3462
2022-04-24,64.3462
2022-04-25,64.8925
2022-04-26,64.1901
2022-04-27,64.0731
2022-04-28,65.0485
2022-04-29,63.4488
2022-04-30,63.4488
2022-05-01,63.4488
2022-05-02,62.4734
2022-05-03,62.2003
2022-05-04,65.9849
2022-05-05,64.9315
2022-05-06,62.9026
2022-05-07,62.9026
2022-05-08,62.9026
2022-05-09,62.3563
2022-05-10,62.2003
2022-05-11,61.9662
2022-05-12,62.3563
2022-05-13,62.9416
2022-05-14,62.9416
2022-05-15,62.9416
2022-05-16,63.2147
2022-05-17,64.8534
2022-05-18,64.1121
2022-05-19,64.6974
2022-05-20,63.6049
2022-05-21,63.6049
2022-05-22,63.6049
2022-05-23,63.4878
2022-05-24,63.4488
2022-05-25,64.3462
2022-05-26,65.1656
2022-05-27,41.2261
2022-05-28,41.2261
2022-05-29,41.2261
2022-05-30,41.2261
2022-05-31,41.0379
2022-06-01,40.8251
2022-06-02,40.5885
2022-06-03,40.3992
2022-06-04,40.3992
2022-06-05,40.3992
2022-06-06,40.9198
2022-06-07,41.6059
2022-06-08,41.18
2022-06-09,41.109
2022-06-10,40.0206
2022-06-11,40.0206
2022-06-12,40.0206
2022-06-13,38.9322
2022-06-14,38.743
2022-06-15,38.3407
2022-06-16,36.3532
2022-06-17,36.6845
2022-06-18,36.6845
2022-06-19,36.6845
2022-06-20,36.6845
2022-06-21,36.8974
2022-06-22,36.9684
2022-06-23,37.3233
2022-06-24,38.6296
2022-06-25,38.6296
2022-06-26,38.6296
2022-06-27,38.9846
2022-06-28,38.4403
2022-06-29,37.754
2022-06-30,37.5883
2022-07-01,37.5173
2022-07-02,37.5173
2022-07-03,37.5173
2022-07-04,37.5173
2022-07-05,37.541
2022-07-06,37.044
2022-07-07,37.4463
2022-07-08,37.3753
2022-07-09,37.3753
2022-07-10,37.3753
2022-07-11,37.3753
2022-07-12,37.4937
2022-07-13,37.5646
2022-07-14,37.1623
2022-07-15,37.2807
2022-07-16,37.2807
2022-07-17,37.2807
2022-07-18,36.9967
2022-07-19,38.2983
2022-07-20,38.6059
2022-07-21,38.8189
2022-07-22,38.6059
2022-07-23,38.6059
2022-07-24,38.6059
2022-07-25,38.6769
2022-07-26,38.6769
2022-07-27,39.0319
2022-07-28,38.9136
2022-07-29,38.5349
2022-07-30,38.5349
2022-07-31,38.5349
2022-08-01,39.0556
2022-08-02,38.3456
2022-08-03,38.8189
2022-08-04,38.9846
2022-08-05,39.0319
2022-08-06,39.0319
2022-08-07,39.0319
2022-08-08,39.5052
2022-08-09,39.0082
2022-08-10,39.5289
2022-08-11,40.0258
2022-08-12,40.6648
2022-08-13,40.6648
2022-08-14,40.6648
2022-08-15,40.9014
2022-08-16,41.4694
2022-08-17,41.1144
2022-08-18,41.1381
2022-08-19,40.6175
2022-08-20,40.6175
2022-08-21,40.6175
2022-08-22,40.3571
2022-08-23,40.2861
2022-08-24,40.6411
2022-08-25,41.0671
2022-08-26,47.942
2022-08-27,47.942
2022-08-28,47.942
2022-08-29,47.8357
2022-08-30,47.3308
2022-08-31,46.6931
2022-09-01,46.3742
2022-09-02,46.2413
2022-09-03,46.2413
2022-09-04,46.2413
2022-09-05,46.2413
2022-09-06,45.9756
2022-09-07,46.4007
2022-09-08,46.507
2022-09-09,47.1448
2022-09-10,47.1448
2022-09-11,47.1448
2022-09-12,47.57
2022-09-13,45.577
2022-09-14,45.6035
2022-09-15,42.4945
2022-09-16,41.6175
2022-09-17,41.6175
2022-09-18,41.6175
2022-09-19,41.8567
2022-09-20,41.8567
2022-09-21,41.5378
2022-09-22,39.0665
2022-09-23,36.4661
2022-09-24,36.4661
2022-09-25,36.4661
2022-09-26,36.4661
2022-09-27,35.1638
2022-09-28,35.8548
2022-09-29,35.0309
2022-09-30,34.3133
2022-10-01,34.3133
2022-10-02,34.3133
2022-10-03,35.5359
2022-10-04,36.413
2022-10-05,36.1738
2022-10-06,35.908
2022-10-07,35.6954
2022-10-08,35.6954
2022-10-09,35.6954
2022-10-10,35.6954
2022-10-11,35.6422
2022-10-12,35.0309
2022-10-13,35.0841
2022-10-14,35.1904
2022-10-15,35.1904
2022-10-16,35.1904
2022-10-17,35.1638
2022-10-18,35.4827
2022-10-19,35.1904
2022-10-20,35.1106
2022-10-21,35.5093
2022-10-22,35.5093
2022-10-23,35.5093
2022-10-24,35.7485
2022-10-25,36.4927
2022-10-26,36.2801
2022-10-27,36.4661
2022-10-28,37.0509
2022-10-29,37.0509
2022-10-30,37.0509
2022-10-31,37.6356
2022-11-01,37.7685
2022-11-02,36.7851
2022-11-03,37.0243
2022-11-04,37.6356
2022-11-05,37.6356
2022-11-06,37.6356
2022-11-07,37.8482
2022-11-08,37.7951
2022-11-09,37.1306
2022-11-10,38.5127
2022-11-11,39.0974
2022-11-12,39.0974
2022-11-13,39.0974
2022-11-14,38.8051
2022-11-15,39.1772
2022-11-16,38.7253
2022-11-17,38.7785
2022-11-18,38.8316
2022-11-19,38.8316
2022-11-20,38.8316
2022-11-21,39.1772
2022-11-22,39.4164
2022-11-23,39.5758
2022-11-24,39.5758
2022-11-25,34.6481
2022-11-26,34.6481
2022-11-27,34.6481
2022-11-28,34.0234
2022-11-29,34.0714
2022-11-30,33.3747
2022-12-01,33.7111
2022-12-02,32.3896
2022-12-03,32.3896
2022-12-04,32.3896
2022-12-05,31.5727
2022-12-06,31.6448
2022-12-07,31.3325
2022-12-08,31.4286
2022-12-09,30.8279
2022-12-10,30.8279
2022-12-11,30.8279
2022-12-12,31.2123
2022-12-13,30.7799
2022-12-14,30.6597
2022-12-15,30.2753
2022-12-16,30.1792
2022-12-17,30.1792
2022-12-18,30.1792
2022-12-19,29.3383
2022-12-20,30.7799
2022-12-21,30.3761
2022-12-22,31.2185
2022-12-23,31.4351
2022-12-24,31.4351
2022-12-25,31.4351
2022-12-26,31.4351
2022-12-27,31.3148
2022-12-28,31.1704
2022-12-29,31.6277
2022-12-30,31.3389
2022-12-31,31.3389
2023-01-01,31.3389
2023-01-02,31.3389
2023-01-03,31.9887
2023-01-04,32.422
2023-01-05,32.085
2023-01-06,32.5183
2023-01-07,32.5183
2023-01-08,32.5183
2023-01-09,32.3257
2023-01-10,32.6386
2023-01-11,32.8071
2023-01-12,32.9996
2023-01-13,32.9034
2023-01-14,32.9034
2023-01-15,32.9034
2023-01-16,32.9034
2023-01-17,33.0478
2023-01-18,32.4461
2023-01-19,32.0609
2023-01-20,32.0128
2023-01-21,32.0128
2023-01-22,32.0128
2023-01-23,32.0369
2023-01-24,31.9165
2023-01-25,31.9647
2023-01-26,32.0369
2023-01-27,32.2054
2023-01-28,32.2054
2023-01-29,32.2054
2023-01-30,32.4941
2023-01-31,33.0959
2023-02-01,33.0959
2023-02-02,33.0478
2023-02-03,33.0237
2023-02-04,33.0237
2023-02-05,33.0237
2023-02-06,32.6867
2023-02-07,32.783
2023-02-08,32.422
2023-02-09,31.8203
2023-02-10,32.1332
2023-02-11,32.1332
2023-02-12,32.1332
2023-02-13,32.7349
2023-02-14,32.6386
2023-02-15,32.7349
2023-02-16,32.8552
2023-02-17,33.2644
2023-02-18,33.2644
2023-02-19,33.2644
2023-02-20,33.2644
2023-02-21,33.12
2023-02-22,33.0719
2023-02-23,33.5292
2023-02-24,20.2379
2023-02-25,20.2379
2023-02-26,20.2379
2023-02-27,20.4218
2023-02-28,20.2686
2023-03-01,20.3758
2023-03-02,20.4984
2023-03-03,20.9581
2023-03-04,20.9581
2023-03-05,20.9581
2023-03-06,20.146
2023-03-07,20.0081
2023-03-08,20.0694
2023-03-09,20.0081
2023-03-10,19.7017
2023-03-11,19.7017
2023-03-12,19.7017
2023-03-13,19.2113
2023-03-14,19.4105
2023-03-15,19.242
2023-03-16,19.3492
