,CTRA US Equity
2023-03-18,3.7921
2023-03-19,3.7921
2023-03-20,3.8511
2023-03-21,3.9179
2023-03-22,3.8254
2023-03-23,3.7666
2023-03-24,3.8518
2023-03-25,3.8518
2023-03-26,3.8518
2023-03-27,3.8636
2023-03-28,3.8959
2023-03-29,3.915
2023-03-30,3.9047
2023-03-31,3.8582
2023-04-01,3.8582
2023-04-02,3.8582
2023-04-03,3.9422
2023-04-04,3.9379
2023-04-05,3.9842
2023-04-06,3.9161
2023-04-07,3.9161
2023-04-08,3.9161
2023-04-09,3.9161
2023-04-10,4.0189
2023-04-11,4.0638
2023-04-12,4.0349
2023-04-13,4.032
2023-04-14,4.0349
2023-04-15,4.0349
2023-04-16,4.0349
2023-04-17,4.0233
2023-04-18,4.0349
2023-04-19,4.0262
2023-04-20,4.0059
2023-04-21,3.9914
2023-04-22,3.9914
2023-04-23,3.9914
2023-04-24,4.0262
2023-04-25,3.9466
2023-04-26,3.8799
2023-04-27,3.948
2023-04-28,4.0117
2023-04-29,4.0117
2023-04-30,4.0117
2023-05-01,3.9885
2023-05-02,3.8249
2023-05-03,3.7945
2023-05-04,3.8003
2023-05-05,3.8997
2023-05-06,3.8997
2023-05-07,3.8997
2023-05-08,3.8667
2023-05-09,3.8638
2023-05-10,3.8094
2023-05-11,3.7951
2023-05-12,3.8581
2023-05-13,3.8581
2023-05-14,3.8581
2023-05-15,3.967
2023-05-16,3.8552
2023-05-17,3.8352
2023-05-18,3.9512
2023-05-19,3.977
2023-05-20,3.977
2023-05-21,3.977
2023-05-22,4.0143
2023-05-23,3.9971
2023-05-24,3.9598
2023-05-25,3.8624
2023-05-26,3.7779
2023-05-27,3.7779
2023-05-28,3.7779
2023-05-29,3.7779
2023-05-30,3.679
2023-05-31,3.636
2023-06-01,3.5959
2023-06-02,3.7292
2023-06-03,3.7292
2023-06-04,3.7292
2023-06-05,3.7048
2023-06-06,3.7679
2023-06-07,3.8638
2023-06-08,3.8223
2023-06-09,3.8252
2023-06-10,3.8252
2023-06-11,3.8252
2023-06-12,3.8108
2023-06-13,3.8509
2023-06-14,3.7807
2023-06-15,3.8982
2023-06-16,3.9169
2023-06-17,3.9169
2023-06-18,3.9169
2023-06-19,3.9169
2023-06-20,3.8065
2023-06-21,3.8037
2023-06-22,3.732
2023-06-23,3.7034
2023-06-24,3.7034
2023-06-25,3.7034
2023-06-26,3.7378
2023-06-27,3.7822
2023-06-28,3.8108
2023-06-29,3.9054
2023-06-30,5.2837
2023-07-01,5.2837
2023-07-02,5.2837
2023-07-03,5.2588
2023-07-04,5.2588
2023-07-05,5.2626
2023-07-06,5.1917
2023-07-07,5.2722
2023-07-08,5.2722
2023-07-09,5.2722
2023-07-10,5.3258
2023-07-11,5.4925
2023-07-12,5.5097
2023-07-13,5.504
2023-07-14,5.3162
2023-07-15,5.3162
2023-07-16,5.3162
2023-07-17,5.3258
2023-07-18,5.5059
2023-07-19,5.5135
2023-07-20,5.5863
2023-07-21,5.5538
2023-07-22,5.5538
2023-07-23,5.5538
2023-07-24,5.5844
2023-07-25,5.6381
2023-07-26,5.6381
2023-07-27,5.6036
2023-07-28,5.6879
2023-07-29,5.6879
2023-07-30,5.6879
2023-07-31,5.7128
2023-08-01,5.7243
2023-08-02,5.6151
2023-08-03,5.7434
2023-08-04,5.7185
2023-08-05,5.7185
2023-08-06,5.7185
2023-08-07,5.7626
2023-08-08,5.7074
2023-08-09,5.8392
2023-08-10,5.7495
2023-08-11,5.7934
2023-08-12,5.7934
2023-08-13,5.7934
2023-08-14,5.7781
2023-08-15,5.717
2023-08-16,5.6998
2023-08-17,5.7705
2023-08-18,5.7418
2023-08-19,5.7418
2023-08-20,5.7418
2023-08-21,5.822
2023-08-22,5.7647
2023-08-23,5.7132
2023-08-24,5.7456
2023-08-25,5.7342
2023-08-26,5.7342
2023-08-27,5.7342
2023-08-28,5.7628
2023-08-29,5.7934
2023-08-30,5.8106
2023-08-31,5.8201
2023-09-01,5.8717
2023-09-02,5.8717
2023-09-03,5.8717
2023-09-04,5.8717
2023-09-05,5.8125
2023-09-06,5.7972
2023-09-07,5.7762
2023-09-08,5.822
2023-09-09,5.822
2023-09-10,5.822
2023-09-11,5.7361
2023-09-12,5.8736
2023-09-13,5.843
2023-09-14,5.8889
2023-09-15,5.7686
2023-09-16,5.7686
2023-09-17,5.7686
2023-09-18,5.7647
2023-09-19,5.696
2023-09-20,5.5776
2023-09-21,5.421
2023-09-22,5.4115
2023-09-23,5.4115
2023-09-24,5.4115
2023-09-25,5.5108
2023-09-26,5.4668
2023-09-27,5.6196
2023-09-28,5.6941
2023-09-29,7.7089
2023-09-30,7.7089
2023-10-01,7.7089
2023-10-02,7.517
2023-10-03,7.5222
2023-10-04,7.3882
2023-10-05,7.4618
2023-10-06,7.6432
2023-10-07,7.6432
2023-10-08,7.6432
2023-10-09,7.9981
2023-10-10,7.9823
2023-10-11,8.0244
2023-10-12,8.1085
2023-10-13,8.2452
2023-10-14,8.2452
2023-10-15,8.2452
2023-10-16,8.2768
2023-10-17,8.3267
2023-10-18,8.4082
2023-10-19,8.3793
2023-10-20,8.2032
2023-10-21,8.2032
2023-10-22,8.2032
2023-10-23,8.0638
2023-10-24,8.0533
2023-10-25,8.0191
2023-10-26,7.9376
2023-10-27,7.8798
2023-10-28,7.8798
2023-10-29,7.8798
2023-10-30,7.7825
2023-10-31,7.8272
2023-11-01,7.8404
2023-11-02,7.9771
2023-11-03,7.9692
2023-11-04,7.9692
2023-11-05,7.9692
2023-11-06,7.8114
2023-11-07,7.7868
2023-11-08,7.6375
2023-11-09,7.6166
2023-11-10,7.6611
2023-11-11,7.6611
2023-11-12,7.6611
2023-11-13,7.6663
2023-11-14,7.7239
2023-11-15,7.7082
2023-11-16,7.4935
2023-11-17,7.6035
2023-11-18,7.6035
2023-11-19,7.6035
2023-11-20,7.5851
2023-11-21,7.5458
2023-11-22,7.5825
2023-11-23,7.5825
2023-11-24,7.6087
2023-11-25,7.6087
2023-11-26,7.6087
2023-11-27,7.4777
2023-11-28,7.4254
2023-11-29,7.4306
2023-11-30,7.4725
2023-12-01,7.4437
2023-12-02,7.4437
2023-12-03,7.4437
2023-12-04,7.352
2023-12-05,7.2342
2023-12-06,7.0875
2023-12-07,7.0351
2023-12-08,7.0666
2023-12-09,7.0666
2023-12-10,7.0666
2023-12-11,7.1085
2023-12-12,6.9932
2023-12-13,7.0561
2023-12-14,7.2944
2023-12-15,7.1792
2023-12-16,7.1792
2023-12-17,7.1792
2023-12-18,7.2839
2023-12-19,7.318
2023-12-20,7.2054
2023-12-21,7.3389
2023-12-22,7.3494
2023-12-23,7.3494
2023-12-24,7.3494
2023-12-25,7.3494
2023-12-26,7.3835
2023-12-27,7.3625
2023-12-28,7.3154
2023-12-29,9.6444
2023-12-30,9.6444
2023-12-31,9.6444
2024-01-01,9.6444
2024-01-02,9.7037
2024-01-03,9.7736
2024-01-04,9.599
2024-01-05,9.6932
2024-01-06,9.6932
2024-01-07,9.6932
2024-01-08,9.6548
2024-01-09,9.7247
2024-01-10,9.592
2024-01-11,9.5256
2024-01-12,9.6618
2024-01-13,9.6618
2024-01-14,9.6618
2024-01-15,9.6618
2024-01-16,9.3999
2024-01-17,9.3196
2024-01-18,9.3266
2024-01-19,9.2463
2024-01-20,9.2463
2024-01-21,9.2463
2024-01-22,9.2358
2024-01-23,9.3336
2024-01-24,9.4697
2024-01-25,9.5536
2024-01-26,9.564
2024-01-27,9.564
2024-01-28,9.564
2024-01-29,9.4837
2024-01-30,9.571
2024-01-31,9.4209
2024-02-01,9.3301
2024-02-02,9.3056
2024-02-03,9.3056
2024-02-04,9.3056
2024-02-05,9.1799
2024-02-06,9.2253
2024-02-07,9.2393
2024-02-08,9.2882
2024-02-09,9.2183
2024-02-10,9.2183
2024-02-11,9.2183
2024-02-12,9.3266
2024-02-13,9.1415
2024-02-14,9.0821
2024-02-15,9.344
2024-02-16,9.351
2024-02-17,9.351
2024-02-18,9.351
2024-02-19,9.351
2024-02-20,9.3336
2024-02-21,9.8678
2024-02-22,9.9272
2024-02-23,9.8008
2024-02-24,9.8008
2024-02-25,9.8008
2024-02-26,9.7799
2024-02-27,9.8008
2024-02-28,9.6473
2024-02-29,9.731
2024-03-01,9.7939
2024-03-02,9.7939
2024-03-03,9.7939
2024-03-04,9.9823
2024-03-05,10.0487
2024-03-06,9.9055
2024-03-07,9.8637
2024-03-08,9.9335
2024-03-09,9.9335
2024-03-10,9.9335
2024-03-11,9.9684
2024-03-12,9.9858
2024-03-13,10.0452
2024-03-14,10.0172
2024-03-15,9.9544
2024-03-16,9.9544
2024-03-17,9.9544
2024-03-18,9.9998
2024-03-19,10.1987
2024-03-20,10.2022
2024-03-21,10.2965
2024-03-22,10.2581
2024-03-23,10.2581
2024-03-24,10.2581
2024-03-25,10.4431
2024-03-26,10.3174
2024-03-27,10.457
2024-03-28,10.464
2024-03-29,10.464
2024-03-30,10.464
2024-03-31,10.464
2024-04-01,10.5094
2024-04-02,10.6106
2024-04-03,10.6351
2024-04-04,10.6316
2024-04-05,10.6176
2024-04-06,10.6176
2024-04-07,10.6176
2024-04-08,10.5129
