,GATX US Equity
2023-03-18,31.5553
2023-03-19,31.5553
2023-03-20,31.9105
2023-03-21,32.0625
2023-03-22,31.9128
2023-03-23,31.7955
2023-03-24,31.9697
2023-03-25,31.9697
2023-03-26,31.9697
2023-03-27,32.0982
2023-03-28,32.182
2023-03-29,32.249
2023-03-30,32.3775
2023-03-31,31.5533
2023-04-01,31.5533
2023-04-02,31.5533
2023-04-03,31.5468
2023-04-04,31.4401
2023-04-05,31.3485
2023-04-06,31.3765
2023-04-07,31.3765
2023-04-08,31.3765
2023-04-09,31.3765
2023-04-10,31.6417
2023-04-11,31.6234
2023-04-12,31.7721
2023-04-13,31.8185
2023-04-14,31.798
2023-04-15,31.798
2023-04-16,31.798
2023-04-17,31.8777
2023-04-18,31.8497
2023-04-19,31.8044
2023-04-20,31.7937
2023-04-21,31.8314
2023-04-22,31.8314
2023-04-23,31.8314
2023-04-24,31.8594
2023-04-25,32.2593
2023-04-26,31.8691
2023-04-27,32.0254
2023-04-28,31.9726
2023-04-29,31.9726
2023-04-30,31.9726
2023-05-01,31.9004
2023-05-02,31.674
2023-05-03,31.6729
2023-05-04,31.6686
2023-05-05,31.9823
2023-05-06,31.9823
2023-05-07,31.9823
2023-05-08,31.8723
2023-05-09,31.7753
2023-05-10,31.7161
2023-05-11,31.7322
2023-05-12,31.6729
2023-05-13,31.6729
2023-05-14,31.6729
2023-05-15,31.7053
2023-05-16,31.8141
2023-05-17,31.9155
2023-05-18,31.9381
2023-05-19,31.9349
2023-05-20,31.9349
2023-05-21,31.9349
2023-05-22,32.0373
2023-05-23,32.0879
2023-05-24,31.9176
2023-05-25,32.4587
2023-05-26,32.6581
2023-05-27,32.6581
2023-05-28,32.6581
2023-05-29,32.6581
2023-05-30,32.8834
2023-05-31,32.5115
2023-06-01,32.7034
2023-06-02,33.0558
2023-06-03,33.0558
2023-06-04,33.0558
2023-06-05,32.7433
2023-06-06,33.0612
2023-06-07,33.3469
2023-06-08,33.2865
2023-06-09,33.1766
2023-06-10,33.1766
2023-06-11,33.1766
2023-06-12,33.1216
2023-06-13,33.3199
2023-06-14,33.2143
2023-06-15,33.4331
2023-06-16,33.1679
2023-06-17,33.1679
2023-06-18,33.1679
2023-06-19,33.1679
2023-06-20,33.1475
2023-06-21,33.1388
2023-06-22,33.1151
2023-06-23,32.8791
2023-06-24,32.8791
2023-06-25,32.8791
2023-06-26,32.961
2023-06-27,33.0936
2023-06-28,33.1054
2023-06-29,33.4816
2023-06-30,27.7864
2023-07-01,27.7864
2023-07-02,27.7864
2023-07-03,27.8962
2023-07-04,27.8962
2023-07-05,27.7473
2023-07-06,27.5644
2023-07-07,27.6393
2023-07-08,27.6393
2023-07-09,27.6393
2023-07-10,27.6959
2023-07-11,27.6793
2023-07-12,27.8361
2023-07-13,27.8883
2023-07-14,27.8665
2023-07-15,27.8665
2023-07-16,27.8665
2023-07-17,27.87
2023-07-18,28.0137
2023-07-19,27.9005
2023-07-20,28.0442
2023-07-21,28.0154
2023-07-22,28.0154
2023-07-23,28.0154
2023-07-24,28.1313
2023-07-25,27.8526
2023-07-26,27.6724
2023-07-27,27.7501
2023-07-28,27.5038
2023-07-29,27.5038
2023-07-30,27.5038
2023-07-31,27.523
2023-08-01,27.3825
2023-08-02,27.3536
2023-08-03,27.2052
2023-08-04,27.1415
2023-08-05,27.1415
2023-08-06,27.1415
2023-08-07,27.3912
2023-08-08,27.3763
2023-08-09,27.3309
2023-08-10,27.2532
2023-08-11,27.3397
2023-08-12,27.3397
2023-08-13,27.3397
2023-08-14,27.3213
2023-08-15,27.2462
2023-08-16,27.1397
2023-08-17,27.0175
2023-08-18,27.048
2023-08-19,27.048
2023-08-20,27.048
2023-08-21,26.9921
2023-08-22,26.9109
2023-08-23,27.0768
2023-08-24,26.9668
2023-08-25,26.9555
2023-08-26,26.9555
2023-08-27,26.9555
2023-08-28,26.9939
2023-08-29,26.9764
2023-08-30,26.8926
2023-08-31,26.8926
2023-09-01,27.0262
2023-09-02,27.0262
2023-09-03,27.0262
2023-09-04,27.0262
2023-09-05,26.5686
2023-09-06,26.5704
2023-09-07,26.4158
2023-09-08,26.4053
2023-09-09,26.4053
2023-09-10,26.4053
2023-09-11,26.4822
2023-09-12,26.6027
2023-09-13,26.5066
2023-09-14,26.6201
2023-09-15,26.4892
2023-09-16,26.4892
2023-09-17,26.4892
2023-09-18,26.4761
2023-09-19,26.3643
2023-09-20,26.3267
2023-09-21,26.1792
2023-09-22,26.1146
2023-09-23,26.1146
2023-09-24,26.1146
2023-09-25,26.1661
2023-09-26,26.0229
2023-09-27,26.0622
2023-09-28,26.2316
2023-09-29,25.4944
2023-09-30,25.4944
2023-10-01,25.4944
2023-10-02,25.3977
2023-10-03,25.2824
2023-10-04,25.2076
2023-10-05,25.2639
2023-10-06,25.3068
2023-10-07,25.3068
2023-10-08,25.3068
2023-10-09,25.4431
2023-10-10,25.5877
2023-10-11,25.7021
2023-10-12,25.5322
2023-10-13,25.4456
2023-10-14,25.4456
2023-10-15,25.4456
2023-10-16,25.5558
2023-10-17,25.6189
2023-10-18,25.3665
2023-10-19,25.2244
2023-10-20,25.285
2023-10-21,25.285
2023-10-22,25.285
2023-10-23,25.2168
2023-10-24,25.0276
2023-10-25,24.9233
2023-10-26,25.0563
2023-10-27,24.9172
2023-10-28,24.9172
2023-10-29,24.9172
2023-10-30,25.0218
2023-10-31,25.1618
2023-11-01,25.3515
2023-11-02,25.532
2023-11-03,25.5371
2023-11-04,25.5371
2023-11-05,25.5371
2023-11-06,25.4528
2023-11-07,25.344
2023-11-08,25.3094
2023-11-09,25.3161
2023-11-10,25.4055
2023-11-11,25.4055
2023-11-12,25.4055
2023-11-13,25.3667
2023-11-14,25.683
2023-11-15,25.7033
2023-11-16,25.5936
2023-11-17,25.694
2023-11-18,25.694
2023-11-19,25.694
2023-11-20,25.7269
2023-11-21,25.5287
2023-11-22,25.5658
2023-11-23,25.5658
2023-11-24,25.6687
2023-11-25,25.6687
2023-11-26,25.6687
2023-11-27,25.4882
2023-11-28,25.3962
2023-11-29,25.4578
2023-11-30,25.5346
2023-12-01,25.7353
2023-12-02,25.7353
2023-12-03,25.7353
2023-12-04,25.9006
2023-12-05,25.7294
2023-12-06,25.7016
2023-12-07,25.8289
2023-12-08,25.8829
2023-12-09,25.8829
2023-12-10,25.8829
2023-12-11,25.9521
2023-12-12,25.9664
2023-12-13,26.1258
2023-12-14,26.4286
2023-12-15,26.254
2023-12-16,26.254
2023-12-17,26.254
2023-12-18,26.2321
2023-12-19,26.335
2023-12-20,26.2186
2023-12-21,26.3476
2023-12-22,26.4421
2023-12-23,26.4421
2023-12-24,26.4421
2023-12-25,26.4421
2023-12-26,26.5315
2023-12-27,26.5636
2023-12-28,26.5467
2023-12-29,26.6675
2023-12-30,26.6675
2023-12-31,26.6675
2024-01-01,26.6675
2024-01-02,26.6873
2024-01-03,26.4912
2024-01-04,26.5111
2024-01-05,26.521
2024-01-06,26.521
2024-01-07,26.521
2024-01-08,26.6873
2024-01-09,26.5078
2024-01-10,26.4846
2024-01-11,26.4077
2024-01-12,26.4011
2024-01-13,26.4011
2024-01-14,26.4011
2024-01-15,26.4011
2024-01-16,26.4656
2024-01-17,26.3465
2024-01-18,26.3845
2024-01-19,26.4284
2024-01-20,26.4284
2024-01-21,26.4284
2024-01-22,26.5368
2024-01-23,27.1159
2024-01-24,27.0729
2024-01-25,27.1837
2024-01-26,27.2019
2024-01-27,27.2019
2024-01-28,27.2019
2024-01-29,27.2921
2024-01-30,27.2482
2024-01-31,26.8685
2024-02-01,26.9124
2024-02-02,26.8131
2024-02-03,26.8131
2024-02-04,26.8131
2024-02-05,26.9115
2024-02-06,27.0364
2024-02-07,27.0166
2024-02-08,27.1241
2024-02-09,27.2515
2024-02-10,27.2515
2024-02-11,27.2515
2024-02-12,27.4319
2024-02-13,27.0828
2024-02-14,27.1084
2024-02-15,27.4302
2024-02-16,27.2036
2024-02-17,27.2036
2024-02-18,27.2036
2024-02-19,27.2036
2024-02-20,27.1018
2024-02-21,27.254
2024-02-22,27.2077
2024-02-23,27.2003
2024-02-24,27.2003
2024-02-25,27.2003
2024-02-26,27.0877
2024-02-27,27.0596
2024-02-28,27.0786
2024-02-29,27.2151
2024-03-01,27.2855
2024-03-02,27.2855
2024-03-03,27.2855
2024-03-04,27.3268
2024-03-05,27.4327
2024-03-06,27.5461
2024-03-07,27.6909
2024-03-08,27.7049
2024-03-09,27.7049
2024-03-10,27.7049
2024-03-11,27.6867
2024-03-12,27.6354
2024-03-13,27.7008
2024-03-14,27.58
2024-03-15,27.5924
2024-03-16,27.5924
2024-03-17,27.5924
2024-03-18,27.4782
2024-03-19,27.4898
2024-03-20,27.5892
2024-03-21,27.5478
2024-03-22,27.4128
2024-03-23,27.4128
2024-03-24,27.4128
2024-03-25,27.5179
2024-03-26,27.6024
2024-03-27,27.8136
2024-03-28,27.8219
2024-03-29,27.8219
2024-03-30,27.8219
2024-03-31,27.8219
2024-04-01,27.6082
2024-04-02,27.5345
2024-04-03,27.7018
2024-04-04,27.6339
2024-04-05,27.7051
2024-04-06,27.7051
2024-04-07,27.7051
2024-04-08,27.7349
