,WHD US Equity
2021-02-09,30.9768
2021-02-10,30.8154
2021-02-11,30.0837
2021-02-12,29.9976
2021-02-13,29.9976
2021-02-14,29.9976
2021-02-15,29.9976
2021-02-16,30.7401
2021-02-17,30.7078
2021-02-18,30.9122
2021-02-19,31.2243
2021-02-20,31.2243
2021-02-21,31.2243
2021-02-22,32.1066
2021-02-23,31.956
2021-02-24,35.5823
2021-02-25,34.3878
2021-02-26,33.3979
2021-02-27,33.3979
2021-02-28,33.3979
2021-03-01,36.1895
2021-03-02,35.003
2021-03-03,35.1324
2021-03-04,36.4916
2021-03-05,38.897
2021-03-06,38.897
2021-03-07,38.897
2021-03-08,40.8279
2021-03-09,34.14
2021-03-10,35.1972
2021-03-11,34.5068
2021-03-12,34.8088
2021-03-13,34.8088
2021-03-14,34.8088
2021-03-15,34.647
2021-03-16,33.3526
2021-03-17,33.6978
2021-03-18,31.7669
2021-03-19,32.2092
2021-03-20,32.2092
2021-03-21,32.2092
2021-03-22,32.0582
2021-03-23,30.9687
2021-03-24,31.7454
2021-03-25,32.4249
2021-03-26,33.4065
2021-03-27,33.4065
2021-03-28,33.4065
2021-03-29,31.7669
2021-03-30,31.6051
2021-03-31,53.1341
2021-04-01,54.1721
2021-04-02,54.1721
2021-04-03,54.1721
2021-04-04,54.1721
2021-04-05,53.8079
2021-04-06,53.3344
2021-04-07,53.644
2021-04-08,52.0415
2021-04-09,51.4042
2021-04-10,51.4042
2021-04-11,51.4042
2021-04-12,52.2418
2021-04-13,49.7418
2021-04-14,52.3327
2021-04-15,50.6359
2021-04-16,50.5264
2021-04-17,50.5264
2021-04-18,50.5264
2021-04-19,50.2162
2021-04-20,47.9537
2021-04-21,48.7018
2021-04-22,48.6106
2021-04-23,49.7601
2021-04-24,49.7601
2021-04-25,49.7601
2021-04-26,51.0373
2021-04-27,50.2527
2021-04-28,53.0443
2021-04-29,53.245
2021-04-30,51.7671
2021-05-01,51.7671
2021-05-02,51.7671
2021-05-03,54.5405
2021-05-04,55.7812
2021-05-05,58.1349
2021-05-06,59.5033
2021-05-07,63.043
2021-05-08,63.043
2021-05-09,63.043
2021-05-10,60.1784
2021-05-11,59.6493
2021-05-12,60.7623
2021-05-13,59.7588
2021-05-14,61.8023
2021-05-15,61.8023
2021-05-16,61.8023
2021-05-17,62.6599
2021-05-18,60.7076
2021-05-19,59.2114
2021-05-20,59.777
2021-05-21,60.2879
2021-05-22,60.2879
2021-05-23,60.2879
2021-05-24,60.7805
2021-05-25,59.8682
2021-05-26,60.069
2021-05-27,60.6163
2021-05-28,61.3097
2021-05-29,61.3097
2021-05-30,61.3097
2021-05-31,61.3097
2021-06-01,64.4662
2021-06-02,68.9729
2021-06-03,70.8887
2021-06-04,71.6186
2021-06-05,71.6186
2021-06-06,71.6186
2021-06-07,71.6733
2021-06-08,72.3849
2021-06-09,71.1807
2021-06-10,71.9652
2021-06-11,72.2389
2021-06-12,72.2389
2021-06-13,72.2389
2021-06-14,71.801
2021-06-15,75.6691
2021-06-16,77.1835
2021-06-17,71.1442
2021-06-18,67.568
2021-06-19,67.568
2021-06-20,67.568
2021-06-21,71.1442
2021-06-22,69.1189
2021-06-23,67.9329
2021-06-24,67.6045
2021-06-25,67.7322
2021-06-26,67.7322
2021-06-27,67.7322
2021-06-28,63.4992
2021-06-29,63.7911
2021-06-30,52.7312
2021-07-01,56.5368
2021-07-02,56.3701
2021-07-03,56.3701
2021-07-04,56.3701
2021-07-05,56.3701
2021-07-06,53.1254
2021-07-07,53.3377
2021-07-08,53.929
2021-07-09,55.5968
2021-07-10,55.5968
2021-07-11,55.5968
2021-07-12,56.082
2021-07-13,56.461
2021-07-14,54.2626
2021-07-15,52.1702
2021-07-16,51.5031
2021-07-17,51.5031
2021-07-18,51.5031
2021-07-19,48.9862
2021-07-20,50.745
2021-07-21,53.5348
2021-07-22,52.9435
2021-07-23,52.6402
2021-07-24,52.6402
2021-07-25,52.6402
2021-07-26,52.9586
2021-07-27,52.9283
2021-07-28,52.2915
2021-07-29,53.8859
2021-07-30,51.7025
2021-07-31,51.7025
2021-08-01,51.7025
2021-08-02,52.8852
2021-08-03,51.5206
2021-08-04,48.8065
2021-08-05,48.8216
2021-08-06,49.4736
2021-08-07,49.4736
2021-08-08,49.4736
2021-08-09,49.4433
2021-08-10,51.3993
2021-08-11,52.6729
2021-08-12,51.005
2021-08-13,50.0498
2021-08-14,50.0498
2021-08-15,50.0498
2021-08-16,48.8216
2021-08-17,48.018
2021-08-18,47.1841
2021-08-19,46.0621
2021-08-20,46.2137
2021-08-21,46.2137
2021-08-22,46.2137
2021-08-23,48.6549
2021-08-24,50.6411
2021-08-25,52.0664
2021-08-26,52.7184
2021-08-27,55.948
2021-08-28,55.948
2021-08-29,55.948
2021-08-30,54.6289
2021-08-31,53.9314
2021-09-01,54.3105
2021-09-02,54.3711
2021-09-03,52.4303
2021-09-04,52.4303
2021-09-05,52.4303
2021-09-06,52.4303
2021-09-07,51.8238
2021-09-08,50.4289
2021-09-09,50.444
2021-09-10,50.9141
2021-09-11,50.9141
2021-09-12,50.9141
2021-09-13,52.0664
2021-09-14,50.2772
2021-09-15,52.9913
2021-09-16,51.0505
2021-09-17,49.6101
2021-09-18,49.6101
2021-09-19,49.6101
2021-09-20,47.9574
2021-09-21,47.6541
2021-09-22,47.8361
2021-09-23,50.3379
2021-09-24,50.0346
2021-09-25,50.0346
2021-09-26,50.0346
2021-09-27,53.7798
2021-09-28,54.083
2021-09-29,52.8852
2021-09-30,46.7883
2021-10-01,48.7675
2021-10-02,48.7675
2021-10-03,48.7675
2021-10-04,50.9161
2021-10-05,50.6035
2021-10-06,48.8847
2021-10-07,50.6296
2021-10-08,52.4005
2021-10-09,52.4005
2021-10-10,52.4005
2021-10-11,52.101
2021-10-12,52.6609
2021-10-13,52.6479
2021-10-14,52.4526
2021-10-15,52.4005
2021-10-16,52.4005
2021-10-17,52.4005
2021-10-18,55.0308
2021-10-19,55.5907
2021-10-20,56.2548
2021-10-21,56.1116
2021-10-22,56.0074
2021-10-23,56.0074
2021-10-24,56.0074
2021-10-25,57.596
2021-10-26,57.0231
2021-10-27,54.4318
2021-10-28,55.3303
2021-10-29,54.3146
2021-10-30,54.3146
2021-10-31,54.3146
2021-11-01,55.4735
2021-11-02,55.148
2021-11-03,54.2756
2021-11-04,52.6349
2021-11-05,51.6735
2021-11-06,51.6735
2021-11-07,51.6735
2021-11-08,53.145
2021-11-09,54.4993
2021-11-10,52.0642
2021-11-11,52.4679
2021-11-12,51.986
2021-11-13,51.986
2021-11-14,51.986
2021-11-15,51.5042
2021-11-16,51.6345
2021-11-17,49.6291
2021-11-18,48.5353
2021-11-19,46.8945
2021-11-20,46.8945
2021-11-21,46.8945
2021-11-22,46.7122
2021-11-23,48.5353
2021-11-24,47.8191
2021-11-25,47.8191
2021-11-26,45.0324
2021-11-27,45.0324
2021-11-28,45.0324
2021-11-29,46.1392
2021-11-30,45.2017
2021-12-01,43.9125
2021-12-02,45.384
2021-12-03,43.7693
2021-12-04,43.7693
2021-12-05,43.7693
2021-12-06,46.8685
2021-12-07,47.5065
2021-12-08,47.7019
2021-12-09,47.3893
2021-12-10,49.2515
2021-12-11,49.2515
2021-12-12,49.2515
2021-12-13,47.4414
2021-12-14,45.7095
2021-12-15,45.6444
2021-12-16,45.6574
2021-12-17,45.6314
2021-12-18,45.6314
2021-12-19,45.6314
2021-12-20,44.2771
2021-12-21,45.41
2021-12-22,46.7773
2021-12-23,46.2695
2021-12-24,46.2695
2021-12-25,46.2695
2021-12-26,46.2695
2021-12-27,47.4805
2021-12-28,47.0508
2021-12-29,46.7773
2021-12-30,47.2721
2021-12-31,36.5438
2022-01-01,36.5438
2022-01-02,36.5438
2022-01-03,39.2939
2022-01-04,40.6088
2022-01-05,40.0266
2022-01-06,41.1407
2022-01-07,41.1307
2022-01-08,41.1307
2022-01-09,41.1307
2022-01-10,40.4682
2022-01-11,42.8972
2022-01-12,42.4355
2022-01-13,42.2849
2022-01-14,44.4128
2022-01-15,44.4128
2022-01-16,44.4128
2022-01-17,44.4128
2022-01-18,43.9411
2022-01-19,43.9511
2022-01-20,44.7139
2022-01-21,43.8206
2022-01-22,43.8206
2022-01-23,43.8206
2022-01-24,44.5332
2022-01-25,46.5708
2022-01-26,47.6949
2022-01-27,47.183
2022-01-28,47.2031
2022-01-29,47.2031
2022-01-30,47.2031
2022-01-31,46.912
2022-02-01,48.1867
2022-02-02,46.3801
2022-02-03,45.5269
2022-02-04,47.9358
2022-02-05,47.9358
2022-02-06,47.9358
2022-02-07,47.7351
2022-02-08,46.6611
2022-02-09,47.4741
2022-02-10,47.0626
2022-02-11,47.9659
2022-02-12,47.9659
2022-02-13,47.9659
2022-02-14,47.2533
2022-02-15,48.6083
2022-02-16,47.8053
2022-02-17,48.0864
2022-02-18,46.2295
2022-02-19,46.2295
2022-02-20,46.2295
2022-02-21,46.2295
2022-02-22,46.3399
2022-02-23,45.9987
2022-02-24,46.079
2022-02-25,47.5343
2022-02-26,47.5343
2022-02-27,47.5343
2022-02-28,49.1222
2022-03-01,47.185
2022-03-02,52.0732
2022-03-03,50.5174
2022-03-04,53.2175
2022-03-05,53.2175
2022-03-06,53.2175
2022-03-07,58.8284
2022-03-08,59.1597
2022-03-09,54.161
2022-03-10,58.0957
2022-03-11,54.1811
2022-03-12,54.1811
2022-03-13,54.1811
2022-03-14,49.052
2022-03-15,47.195
2022-03-16,46.1812
2022-03-17,49.1624
2022-03-18,49.4133
2022-03-19,49.4133
2022-03-20,49.4133
2022-03-21,51.4208
2022-03-22,53.1673
2022-03-23,53.1673
2022-03-24,52.5651
2022-03-25,54.964
2022-03-26,54.964
2022-03-27,54.964
2022-03-28,52.6052
2022-03-29,53.7495
2022-03-30,53.5287
2022-03-31,43.839
2022-04-01,44.2544
2022-04-02,44.2544
2022-04-03,44.2544
2022-04-04,44.0866
2022-04-05,43.0562
2022-04-06,42.4492
2022-04-07,43.216
2022-04-08,44.7177
2022-04-09,44.7177
2022-04-10,44.7177
2022-04-11,42.4172
2022-04-12,44.4804
2022-04-13,45.353
2022-04-14,46.7618
2022-04-15,46.7618
2022-04-16,46.7618
2022-04-17,46.7618
2022-04-18,47.8665
2022-04-19,47.4823
2022-04-20,48.0666
2022-04-21,45.1849
2022-04-22,43.4078
2022-04-23,43.4078
2022-04-24,43.4078
2022-04-25,39.3733
2022-04-26,39.2453
2022-04-27,39.6135
2022-04-28,40.7021
2022-04-29,38.4848
2022-04-30,38.4848
2022-05-01,38.4848
2022-05-02,38.2927
2022-05-03,39.1492
2022-05-04,40.8702
2022-05-05,37.6527
2022-05-06,37.7327
2022-05-07,37.7327
2022-05-08,37.7327
2022-05-09,34.2826
2022-05-10,34.3706
2022-05-11,35.1951
2022-05-12,34.987
2022-05-13,36.4839
2022-05-14,36.4839
2022-05-15,36.4839
2022-05-16,37.5406
2022-05-17,37.5566
2022-05-18,36.2038
2022-05-19,36.8121
2022-05-20,37.1724
2022-05-21,37.1724
2022-05-22,37.1724
2022-05-23,38.5572
2022-05-24,38.5412
2022-05-25,39.6619
2022-05-26,40.9267
2022-05-27,41.2149
2022-05-28,41.2149
2022-05-29,41.2149
2022-05-30,41.2149
2022-05-31,40.4784
2022-06-01,41.407
2022-06-02,40.7105
2022-06-03,41.0548
2022-06-04,41.0548
2022-06-05,41.0548
2022-06-06,42.1194
2022-06-07,43.3762
2022-06-08,42.1194
2022-06-09,40.5344
2022-06-10,38.5652
2022-06-11,38.5652
2022-06-12,38.5652
2022-06-13,35.6994
2022-06-14,34.2986
2022-06-15,34.0744
2022-06-16,32.5935
2022-06-17,29.7998
2022-06-18,29.7998
2022-06-19,29.7998
2022-06-20,29.7998
2022-06-21,30.2081
2022-06-22,27.9987
2022-06-23,28.3909
2022-06-24,29.8238
2022-06-25,29.8238
2022-06-26,29.8238
2022-06-27,31.5209
2022-06-28,32.1613
2022-06-29,32.0092
2022-06-30,23.8595
2022-07-01,23.5666
2022-07-02,23.5666
2022-07-03,23.5666
2022-07-04,23.5666
2022-07-05,22.8247
2022-07-06,22.3509
2022-07-07,23.5354
2022-07-08,23.3608
2022-07-09,23.3608
2022-07-10,23.3608
2022-07-11,23.018
2022-07-12,21.4595
2022-07-13,21.6652
2022-07-14,21.0044
2022-07-15,20.7987
2022-07-16,20.7987
2022-07-17,20.7987
2022-07-18,21.8585
2022-07-19,22.5941
2022-07-20,21.8086
2022-07-21,20.9358
2022-07-22,21.1291
2022-07-23,21.1291
2022-07-24,21.1291
2022-07-25,22.4569
2022-07-26,22.3135
2022-07-27,23.9531
2022-07-28,23.6351
2022-07-29,24.6824
2022-07-30,24.6824
2022-07-31,24.6824
2022-08-01,24.0466
2022-08-02,24.1463
2022-08-03,23.4917
2022-08-04,22.4712
2022-08-05,23.3939
2022-08-06,23.3939
2022-08-07,23.3939
2022-08-08,23.45
2022-08-09,23.955
2022-08-10,23.8864
2022-08-11,24.9774
2022-08-12,25.9126
2022-08-13,25.9126
2022-08-14,25.9126
2022-08-15,24.6033
2022-08-16,23.8988
2022-08-17,23.8303
2022-08-18,24.7779
2022-08-19,24.1482
2022-08-20,24.1482
2022-08-21,24.1482
2022-08-22,23.9674
2022-08-23,25.5385
2022-08-24,26.2243
2022-08-25,26.9038
2022-08-26,25.9001
2022-08-27,25.9001
2022-08-28,25.9001
2022-08-29,26.6233
2022-08-30,24.9026
2022-08-31,23.6619
2022-09-01,23.7679
2022-09-02,24.9836
2022-09-03,24.9836
2022-09-04,24.9836
2022-09-05,24.9836
2022-09-06,24.647
2022-09-07,24.5846
2022-09-08,24.9462
2022-09-09,26.43
2022-09-10,26.43
2022-09-11,26.43
2022-09-12,26.3988
2022-09-13,25.2704
2022-09-14,26.9101
2022-09-15,25.5884
2022-09-16,24.6844
2022-09-17,24.6844
2022-09-18,24.6844
2022-09-19,24.6345
2022-09-20,23.9612
2022-09-21,23.4936
2022-09-22,22.7891
2022-09-23,21.1931
2022-09-24,21.1931
2022-09-25,21.1931
2022-09-26,20.5073
2022-09-27,21.4425
2022-09-28,23.2754
2022-09-29,23.7742
2022-09-30,18.3221
2022-10-01,18.3221
2022-10-02,18.3221
2022-10-03,19.7874
2022-10-04,20.4005
2022-10-05,21.8558
2022-10-06,21.0933
2022-10-07,20.5749
2022-10-08,20.5749
2022-10-09,20.5749
2022-10-10,19.8273
2022-10-11,19.5332
2022-10-12,19.5731
2022-10-13,21.1431
2022-10-14,20.4802
2022-10-15,20.4802
2022-10-16,20.4802
2022-10-17,20.9188
2022-10-18,21.6615
2022-10-19,22.439
2022-10-20,23.2614
2022-10-21,23.9043
2022-10-22,23.9043
2022-10-23,23.9043
2022-10-24,24.2283
2022-10-25,24.3579
2022-10-26,24.7915
2022-10-27,24.9211
2022-10-28,24.6171
2022-10-29,24.6171
2022-10-30,24.6171
2022-10-31,24.946
2022-11-01,24.5872
2022-11-02,24.3031
2022-11-03,24.8712
2022-11-04,25.6338
2022-11-05,25.6338
2022-11-06,25.6338
2022-11-07,26.7802
2022-11-08,27.4431
2022-11-09,25.5242
2022-11-10,26.82
2022-11-11,27.6175
2022-11-12,27.6175
2022-11-13,27.6175
2022-11-14,26.845
2022-11-15,27.2487
2022-11-16,26.6207
2022-11-17,26.825
2022-11-18,26.6655
2022-11-19,26.6655
2022-11-20,26.6655
2022-11-21,26.1671
2022-11-22,26.6805
2022-11-23,25.9229
2022-11-24,25.9229
2022-11-25,25.5292
2022-11-26,25.5292
2022-11-27,25.5292
2022-11-28,24.5224
2022-11-29,25.3398
2022-11-30,26.2768
2022-12-01,26.0575
2022-12-02,26.4263
2022-12-03,26.4263
2022-12-04,26.4263
2022-12-05,25.2799
2022-12-06,24.5722
2022-12-07,24.3728
2022-12-08,24.1884
2022-12-09,22.7879
2022-12-10,22.7879
2022-12-11,22.7879
2022-12-12,23.8495
2022-12-13,25.2351
2022-12-14,24.8164
2022-12-15,24.1436
2022-12-16,23.6551
2022-12-17,23.6551
2022-12-18,23.6551
2022-12-19,23.2863
2022-12-20,23.7598
2022-12-21,23.9492
2022-12-22,23.4258
2022-12-23,24.1137
2022-12-24,24.1137
2022-12-25,24.1137
2022-12-26,24.1137
2022-12-27,24.2632
2022-12-28,23.2564
2022-12-29,24.1535
2022-12-30,21.0057
2022-12-31,21.0057
2023-01-01,21.0057
2023-01-02,21.0057
2023-01-03,20.7365
2023-01-04,21.4269
2023-01-05,21.4486
2023-01-06,22.8902
2023-01-07,22.8902
2023-01-08,22.8902
2023-01-09,23.1854
2023-01-10,23.8715
2023-01-11,23.7257
2023-01-12,24.0116
2023-01-13,24.3466
2023-01-14,24.3466
2023-01-15,24.3466
2023-01-16,24.3466
2023-01-17,24.3013
2023-01-18,23.07
2023-01-19,22.8211
2023-01-20,23.1923
2023-01-21,23.1923
2023-01-22,23.1923
2023-01-23,23.0655
2023-01-24,22.7396
2023-01-25,23.2194
2023-01-26,23.1515
2023-01-27,22.563
2023-01-28,22.563
2023-01-29,22.563
2023-01-30,22.7351
2023-01-31,23.6766
2023-02-01,23.5454
2023-02-02,22.8754
2023-02-03,23.2421
2023-02-04,23.2421
2023-02-05,23.2421
2023-02-06,22.9795
2023-02-07,23.156
2023-02-08,23.396
2023-02-09,22.0153
2023-02-10,23.3733
2023-02-11,23.3733
2023-02-12,23.3733
2023-02-13,23.4548
2023-02-14,23.9437
2023-02-15,23.0791
2023-02-16,23.2149
2023-02-17,21.8659
2023-02-18,21.8659
2023-02-19,21.8659
2023-02-20,21.8659
2023-02-21,21.042
2023-02-22,20.5667
2023-02-23,20.5984
2023-02-24,20.621
2023-02-25,20.621
2023-02-26,20.621
2023-02-27,20.956
2023-02-28,19.9828
2023-03-01,20.3404
2023-03-02,21.3092
2023-03-03,21.11
2023-03-04,21.11
2023-03-05,21.11
2023-03-06,20.7614
2023-03-07,20.4536
2023-03-08,20.3585
2023-03-09,19.1499
2023-03-10,18.4618
2023-03-11,18.4618
2023-03-12,18.4618
2023-03-13,17.4342
2023-03-14,17.4704
2023-03-15,16.2889
2023-03-16,16.5651
2023-03-17,15.8543
