,FL US Equity
2023-03-21,11.5448
2023-03-22,10.9636
2023-03-23,10.7456
2023-03-24,10.786
2023-03-25,10.786
2023-03-26,10.786
2023-03-27,10.9483
2023-03-28,11.1245
2023-03-29,11.1164
2023-03-30,11.0356
2023-03-31,11.0696
2023-04-01,11.0696
2023-04-02,11.0696
2023-04-03,11.3492
2023-04-04,11.3217
2023-04-05,11.2361
2023-04-06,11.1892
2023-04-07,11.1892
2023-04-08,11.1892
2023-04-09,11.1892
2023-04-10,11.207
2023-04-11,11.3169
2023-04-12,11.1569
2023-04-13,11.068
2023-04-14,11.0874
2023-04-15,11.0874
2023-04-16,11.0874
2023-04-17,11.207
2023-04-18,11.3201
2023-04-19,11.3363
2023-04-20,11.4026
2023-04-21,11.3104
2023-04-22,11.3104
2023-04-23,11.3104
2023-04-24,11.4268
2023-04-25,11.2312
2023-04-26,11.3169
2023-04-27,11.409
2023-04-28,16.0527
2023-04-29,16.0527
2023-04-30,16.0527
2023-05-01,16.075
2023-05-02,15.8052
2023-05-03,15.7718
2023-05-04,15.4685
2023-05-05,15.8498
2023-05-06,15.8498
2023-05-07,15.8498
2023-05-08,15.58
2023-05-09,15.5934
2023-05-10,15.3504
2023-05-11,15.3035
2023-05-12,15.4373
2023-05-13,15.4373
2023-05-14,15.4373
2023-05-15,15.609
2023-05-16,15.4083
2023-05-17,15.9569
2023-05-18,15.9479
2023-05-19,13.426
2023-05-20,13.426
2023-05-21,13.426
2023-05-22,12.8507
2023-05-23,12.7348
2023-05-24,12.5229
2023-05-25,12.4471
2023-05-26,12.5475
2023-05-27,12.5475
2023-05-28,12.5475
2023-05-29,12.5475
2023-05-30,12.494
2023-05-31,12.3356
2023-06-01,12.2175
2023-06-02,12.4627
2023-06-03,12.4627
2023-06-04,12.4627
2023-06-05,12.1773
2023-06-06,12.3044
2023-06-07,12.6704
2023-06-08,12.6323
2023-06-09,12.4821
2023-06-10,12.4821
2023-06-11,12.4821
2023-06-12,12.6838
2023-06-13,12.6973
2023-06-14,12.7914
2023-06-15,12.917
2023-06-16,12.7892
2023-06-17,12.7892
2023-06-18,12.7892
2023-06-19,12.7892
2023-06-20,12.6502
2023-06-21,12.6592
2023-06-22,12.6255
2023-06-23,12.5023
2023-06-24,12.5023
2023-06-25,12.5023
2023-06-26,12.5762
2023-06-27,12.639
2023-06-28,12.5964
2023-06-29,12.7309
2023-06-30,12.7668
2023-07-01,12.7668
2023-07-02,12.7668
2023-07-03,12.6502
2023-07-04,12.6502
2023-07-05,12.5224
2023-07-06,12.4866
2023-07-07,12.4417
2023-07-08,12.4417
2023-07-09,12.4417
2023-07-10,12.565
2023-07-11,12.6749
2023-07-12,12.4911
2023-07-13,12.4305
2023-07-14,12.3745
2023-07-15,12.3745
2023-07-16,12.3745
2023-07-17,12.3678
2023-07-18,12.518
2023-07-19,12.5449
2023-07-20,12.4597
2023-07-21,12.3633
2023-07-22,12.3633
2023-07-23,12.3633
2023-07-24,12.4081
2023-07-25,12.3521
2023-07-26,12.4776
2023-07-27,12.37
2023-07-28,18.9373
2023-07-29,18.9373
2023-07-30,18.9373
2023-07-31,19.1378
2023-08-01,18.8972
2023-08-02,18.7401
2023-08-03,18.7735
2023-08-04,18.8069
2023-08-05,18.8069
2023-08-06,18.8069
2023-08-07,18.8604
2023-08-08,18.9106
2023-08-09,18.7501
2023-08-10,18.6331
2023-08-11,18.6331
2023-08-12,18.6331
2023-08-13,18.6331
2023-08-14,18.72
2023-08-15,18.6699
2023-08-16,18.5997
2023-08-17,18.5529
2023-08-18,18.603
2023-08-19,18.603
2023-08-20,18.603
2023-08-21,18.3022
2023-08-22,17.9112
2023-08-23,15.7185
2023-08-24,15.9926
2023-08-25,15.909
2023-08-26,15.909
2023-08-27,15.909
2023-08-28,16.3469
2023-08-29,16.28
2023-08-30,16.3569
2023-08-31,16.7145
2023-09-01,16.7981
2023-09-02,16.7981
2023-09-03,16.7981
2023-09-04,16.7981
2023-09-05,16.4538
2023-09-06,16.483
2023-09-07,16.3791
2023-09-08,16.235
2023-09-09,16.235
2023-09-10,16.235
2023-09-11,16.091
2023-09-12,15.9871
2023-09-13,15.977
2023-09-14,16.3523
2023-09-15,16.292
2023-09-16,16.292
2023-09-17,16.292
2023-09-18,16.1446
2023-09-19,16.2384
2023-09-20,16.1513
2023-09-21,16.1982
2023-09-22,16.1077
2023-09-23,16.1077
2023-09-24,16.1077
2023-09-25,16.0005
2023-09-26,15.843
2023-09-27,15.8028
2023-09-28,15.8396
2023-09-29,15.9703
2023-09-30,15.9703
2023-10-01,15.9703
2023-10-02,16.2954
2023-10-03,16.2116
2023-10-04,16.3657
2023-10-05,16.5333
2023-10-06,16.7879
2023-10-07,16.7879
2023-10-08,16.7879
2023-10-09,17.0962
2023-10-10,17.2101
2023-10-11,17.1867
2023-10-12,17.1431
2023-10-13,17.1465
2023-10-14,17.1465
2023-10-15,17.1465
2023-10-16,17.4615
2023-10-17,17.5184
2023-10-18,17.5084
2023-10-19,17.4749
2023-10-20,17.4145
2023-10-21,17.4145
2023-10-22,17.4145
2023-10-23,17.0292
2023-10-24,16.9622
2023-10-25,16.922
2023-10-26,16.9856
2023-10-27,27.3364
2023-10-28,27.3364
2023-10-29,27.3364
2023-10-30,27.8689
2023-10-31,28.1155
2023-11-01,28.2332
2023-11-02,28.7432
2023-11-03,29.186
2023-11-04,29.186
2023-11-05,29.186
2023-11-06,28.7768
2023-11-07,28.463
2023-11-08,28.0819
2023-11-09,27.7568
2023-11-10,27.8128
2023-11-11,27.8128
2023-11-12,27.8128
2023-11-13,27.4878
2023-11-14,28.0034
2023-11-15,28.6816
2023-11-16,28.0258
2023-11-17,28.7768
2023-11-18,28.7768
2023-11-19,28.7768
2023-11-20,29.3934
2023-11-21,29.1692
2023-11-22,28.9562
2023-11-23,28.9562
2023-11-24,29.4214
2023-11-25,29.4214
2023-11-26,29.4214
2023-11-27,29.3037
2023-11-28,29.7128
2023-11-29,31.8594
2023-11-30,31.4447
2023-12-01,33.0028
2023-12-02,33.0028
2023-12-03,33.0028
2023-12-04,33.0925
2023-12-05,32.319
2023-12-06,32.1906
2023-12-07,32.241
2023-12-08,32.1513
2023-12-09,32.1513
2023-12-10,32.1513
2023-12-11,32.0392
2023-12-12,31.7141
2023-12-13,32.3419
2023-12-14,33.9393
2023-12-15,33.4348
2023-12-16,33.4348
2023-12-17,33.4348
2023-12-18,32.9024
2023-12-19,33.9617
2023-12-20,34.1186
2023-12-21,34.4549
2023-12-22,33.7431
2023-12-23,33.7431
2023-12-24,33.7431
2023-12-25,33.7431
2023-12-26,33.7039
2023-12-27,33.9281
2023-12-28,33.8664
2023-12-29,33.8104
2023-12-30,33.8104
2023-12-31,33.8104
2024-01-01,33.8104
2024-01-02,33.6534
2024-01-03,32.6614
2024-01-04,32.2858
2024-01-05,32.6726
2024-01-06,32.6726
2024-01-07,32.6726
2024-01-08,33.1714
2024-01-09,33.205
2024-01-10,33.2555
2024-01-11,32.7735
2024-01-12,32.3643
2024-01-13,32.3643
2024-01-14,32.3643
2024-01-15,32.3643
2024-01-16,31.5068
2024-01-17,31.7814
2024-01-18,31.4507
2024-01-19,31.1424
2024-01-20,31.1424
2024-01-21,31.1424
2024-01-22,32.1849
2024-01-23,32.4035
2024-01-24,32.2858
2024-01-25,32.5493
2024-01-26,32.5044
2024-01-27,32.5044
2024-01-28,32.5044
2024-01-29,32.7006
2024-01-30,32.8687
2024-01-31,32.1345
2024-02-01,33.1098
2024-02-02,38.2022
2024-02-03,38.2022
2024-02-04,38.2022
2024-02-05,37.3601
2024-02-06,37.8044
2024-02-07,37.5325
2024-02-08,37.9635
2024-02-09,38.1028
2024-02-10,38.1028
2024-02-11,38.1028
2024-02-12,39.2035
2024-02-13,38.6133
2024-02-14,38.5404
2024-02-15,39.3295
2024-02-16,39.104
2024-02-17,39.104
2024-02-18,39.104
2024-02-19,39.104
2024-02-20,40.2048
2024-02-21,40.7353
2024-02-22,41.2459
2024-02-23,41.9422
2024-02-24,41.9422
2024-02-25,41.9422
2024-02-26,41.2127
2024-02-27,41.6836
2024-02-28,41.2459
2024-02-29,41.4647
2024-03-01,41.5775
2024-03-02,41.5775
2024-03-03,41.5775
2024-03-04,41.1133
2024-03-05,41.3852
2024-03-06,34.7076
2024-03-07,34.7739
2024-03-08,34.6811
2024-03-09,34.6811
2024-03-10,34.6811
2024-03-11,34.6479
2024-03-12,34.7739
2024-03-13,34.0047
2024-03-14,33.8257
2024-03-15,33.5405
2024-03-16,33.5405
2024-03-17,33.5405
2024-03-18,33.8323
2024-03-19,34.1373
2024-03-20,34.2965
2024-03-21,34.323
2024-03-22,34.8071
2024-03-23,34.8071
2024-03-24,34.8071
2024-03-25,35.7885
2024-03-26,36.4516
2024-03-27,37.5391
2024-03-28,37.5993
2024-03-29,37.5993
2024-03-30,37.5993
2024-03-31,37.5993
2024-04-01,36.9471
2024-04-02,35.9157
2024-04-03,35.4898
2024-04-04,34.831
2024-04-05,34.6646
2024-04-06,34.6646
2024-04-07,34.6646
2024-04-08,34.4982
