,RS US Equity
2020-08-22,11.5941
2020-08-23,11.5941
2020-08-24,11.8046
2020-08-25,11.7186
2020-08-26,11.7561
2020-08-27,11.7817
2020-08-28,11.8485
2020-08-29,11.8485
2020-08-30,11.8485
2020-08-31,11.7204
2020-09-01,11.9163
2020-09-02,12.1204
2020-09-03,11.9126
2020-09-04,12.0023
2020-09-05,12.0023
2020-09-06,12.0023
2020-09-07,12.0023
2020-09-08,11.6289
2020-09-09,11.8055
2020-09-10,11.6554
2020-09-11,11.7323
2020-09-12,11.7323
2020-09-13,11.7323
2020-09-14,11.8302
2020-09-15,11.8577
2020-09-16,11.8613
2020-09-17,11.9593
2020-09-18,11.8787
2020-09-19,11.8787
2020-09-20,11.8787
2020-09-21,11.3891
2020-09-22,11.347
2020-09-23,11.3433
2020-09-24,11.4486
2020-09-25,11.5145
2020-09-26,11.5145
2020-09-27,11.5145
2020-09-28,11.6655
2020-09-29,11.4696
2020-09-30,12.606
2020-10-01,12.8866
2020-10-02,13.014
2020-10-03,13.014
2020-10-04,13.014
2020-10-05,13.2573
2020-10-06,13.0709
2020-10-07,13.3743
2020-10-08,13.6373
2020-10-09,13.6114
2020-10-10,13.6114
2020-10-11,13.6114
2020-10-12,13.6974
2020-10-13,13.6529
2020-10-14,13.6725
2020-10-15,13.7626
2020-10-16,13.7657
2020-10-17,13.7657
2020-10-18,13.7657
2020-10-19,13.6788
2020-10-20,13.6622
2020-10-21,13.6373
2020-10-22,13.5065
2020-10-23,13.5583
2020-10-24,13.5583
2020-10-25,13.5583
2020-10-26,13.2124
2020-10-27,13.3149
2020-10-28,13.0509
2020-10-29,13.2963
2020-10-30,13.3253
2020-10-31,13.3253
2020-11-01,13.3253
2020-11-02,13.5252
2020-11-03,13.5945
2020-11-04,13.2497
2020-11-05,13.6494
2020-11-06,13.6681
2020-11-07,13.6681
2020-11-08,13.6681
2020-11-09,14.1765
2020-11-10,14.3608
2020-11-11,14.1775
2020-11-12,13.9528
2020-11-13,14.279
2020-11-14,14.279
2020-11-15,14.279
2020-11-16,14.5503
2020-11-17,14.6227
2020-11-18,14.3266
2020-11-19,14.2417
2020-11-20,14.279
2020-11-21,14.279
2020-11-22,14.279
2020-11-23,14.4467
2020-11-24,14.7397
2020-11-25,14.6124
2020-11-26,14.6124
2020-11-27,14.5927
2020-11-28,14.5927
2020-11-29,14.5927
2020-11-30,14.2376
2020-12-01,14.4902
2020-12-02,14.3711
2020-12-03,14.4105
2020-12-04,14.6238
2020-12-05,14.6238
2020-12-06,14.6238
2020-12-07,14.5109
2020-12-08,14.571
2020-12-09,14.4736
2020-12-10,14.7025
2020-12-11,14.5979
2020-12-12,14.5979
2020-12-13,14.5979
2020-12-14,14.4208
2020-12-15,14.6621
2020-12-16,14.4788
2020-12-17,14.4405
2020-12-18,14.2313
2020-12-19,14.2313
2020-12-20,14.2313
2020-12-21,14.3276
2020-12-22,14.2075
2020-12-23,14.308
2020-12-24,14.2707
2020-12-25,14.2707
2020-12-26,14.2707
2020-12-27,14.2707
2020-12-28,14.3007
2020-12-29,14.2759
2020-12-30,14.3784
2020-12-31,15.3478
2021-01-01,15.3478
2021-01-02,15.3478
2021-01-03,15.3478
2021-01-04,15.3434
2021-01-05,15.7244
2021-01-06,16.602
2021-01-07,16.7575
2021-01-08,16.6298
2021-01-09,16.6298
2021-01-10,16.6298
2021-01-11,16.7364
2021-01-12,17.0652
2021-01-13,16.722
2021-01-14,16.702
2021-01-15,16.2232
2021-01-16,16.2232
2021-01-17,16.2232
2021-01-18,16.2232
2021-01-19,16.2843
2021-01-20,16.3132
2021-01-21,15.9766
2021-01-22,16.0666
2021-01-23,16.0666
2021-01-24,16.0666
2021-01-25,16.0044
2021-01-26,15.6755
2021-01-27,15.3023
2021-01-28,15.1068
2021-01-29,14.9401
2021-01-30,14.9401
2021-01-31,14.9401
2021-02-01,15.2845
2021-02-02,15.4711
2021-02-03,15.6089
2021-02-04,15.8111
2021-02-05,15.7911
2021-02-06,15.7911
2021-02-07,15.7911
2021-02-08,15.8788
2021-02-09,15.9121
2021-02-10,15.8033
2021-02-11,15.8577
2021-02-12,15.9966
2021-02-13,15.9966
2021-02-14,15.9966
2021-02-15,15.9966
2021-02-16,16.2076
2021-02-17,15.9788
2021-02-18,16.1421
2021-02-19,16.6029
2021-02-20,16.6029
2021-02-21,16.6029
2021-02-22,17.0461
2021-02-23,17.065
2021-02-24,17.3586
2021-02-25,17.0517
2021-02-26,16.6953
2021-02-27,16.6953
2021-02-28,16.6953
2021-03-01,17.4854
2021-03-02,17.4145
2021-03-03,17.6084
2021-03-04,17.1762
2021-03-05,17.5896
2021-03-06,17.5896
2021-03-07,17.5896
2021-03-08,18.2977
2021-03-09,18.2246
2021-03-10,18.5282
2021-03-11,18.7864
2021-03-12,18.9815
2021-03-13,18.9815
2021-03-14,18.9815
2021-03-15,18.9283
2021-03-16,18.6645
2021-03-17,18.6601
2021-03-18,18.5958
2021-03-19,18.5327
2021-03-20,18.5327
2021-03-21,18.5327
2021-03-22,18.2146
2021-03-23,17.7159
2021-03-24,17.8256
2021-03-25,18.3044
2021-03-26,19.2906
2021-03-27,19.2906
2021-03-28,19.2906
2021-03-29,18.7565
2021-03-30,18.8064
2021-03-31,12.7024
2021-04-01,12.9542
2021-04-02,12.9542
2021-04-03,12.9542
2021-04-04,12.9542
2021-04-05,13.0516
2021-04-06,12.895
2021-04-07,12.8702
2021-04-08,12.8707
2021-04-09,12.8692
2021-04-10,12.8692
2021-04-11,12.8692
2021-04-12,13.0441
2021-04-13,12.8722
2021-04-14,12.9653
2021-04-15,12.9315
2021-04-16,13.0006
2021-04-17,13.0006
2021-04-18,13.0006
2021-04-19,12.9473
2021-04-20,12.7633
2021-04-21,12.9338
2021-04-22,12.9368
2021-04-23,13.1117
2021-04-24,13.1117
2021-04-25,13.1117
2021-04-26,13.2858
2021-04-27,13.3016
2021-04-28,13.4592
2021-04-29,13.5719
2021-04-30,13.3234
2021-05-01,13.3234
2021-05-02,13.3234
2021-05-03,13.6417
2021-05-04,13.9645
2021-05-05,14.1485
2021-05-06,14.4255
2021-05-07,14.5944
2021-05-08,14.5944
2021-05-09,14.5944
2021-05-10,14.4773
2021-05-11,14.5373
2021-05-12,13.888
2021-05-13,14.234
2021-05-14,14.0929
2021-05-15,14.0929
2021-05-16,14.0929
2021-05-17,14.0959
2021-05-18,13.8865
2021-05-19,13.7799
2021-05-20,13.7198
2021-05-21,13.7453
2021-05-22,13.7453
2021-05-23,13.7453
2021-05-24,13.9195
2021-05-25,13.6935
2021-05-26,13.7844
2021-05-27,13.924
2021-05-28,13.906
2021-05-29,13.906
2021-05-30,13.906
2021-05-31,13.906
2021-06-01,14.2295
2021-06-02,13.9795
2021-06-03,14.0118
2021-06-04,14.0846
2021-06-05,14.0846
2021-06-06,14.0846
2021-06-07,13.8639
2021-06-08,14.3294
2021-06-09,14.2956
2021-06-10,14.2581
2021-06-11,14.2963
2021-06-12,14.2963
2021-06-13,14.2963
2021-06-14,13.8519
2021-06-15,13.7123
2021-06-16,13.4661
2021-06-17,12.9053
2021-06-18,12.554
2021-06-19,12.554
2021-06-20,12.554
2021-06-21,12.8122
2021-06-22,12.6073
2021-06-23,12.638
2021-06-24,12.7679
2021-06-25,12.7957
2021-06-26,12.7957
2021-06-27,12.7957
2021-06-28,12.4549
2021-06-29,12.4556
2021-06-30,9.0324
2021-07-01,9.1405
2021-07-02,9.1148
2021-07-03,9.1148
2021-07-04,9.1148
2021-07-05,9.1148
2021-07-06,8.9269
2021-07-07,9.0265
2021-07-08,8.8986
2021-07-09,9.0747
2021-07-10,9.0747
2021-07-11,9.0747
2021-07-12,9.1314
2021-07-13,8.9971
2021-07-14,8.9799
2021-07-15,9.0383
2021-07-16,8.9007
2021-07-17,8.9007
2021-07-18,8.9007
2021-07-19,8.6989
2021-07-20,8.9178
2021-07-21,9.0292
2021-07-22,8.9655
2021-07-23,9.0366
2021-07-24,9.0366
2021-07-25,9.0366
2021-07-26,9.1674
2021-07-27,9.1412
2021-07-28,9.1541
2021-07-29,9.4221
2021-07-30,9.3373
2021-07-31,9.3373
2021-08-01,9.3373
2021-08-02,9.205
2021-08-03,9.3527
2021-08-04,9.0338
2021-08-05,8.9772
2021-08-06,9.1015
2021-08-07,9.1015
2021-08-08,9.1015
2021-08-09,9.133
2021-08-10,9.3586
2021-08-11,9.4888
2021-08-12,9.3896
2021-08-13,9.3367
2021-08-14,9.3367
2021-08-15,9.3367
2021-08-16,9.2343
2021-08-17,9.093
2021-08-18,8.9495
2021-08-19,8.942
2021-08-20,8.9495
2021-08-21,8.9495
2021-08-22,8.9495
2021-08-23,9.0135
2021-08-24,9.0919
2021-08-25,9.0466
2021-08-26,8.9362
2021-08-27,9.1207
2021-08-28,9.1207
2021-08-29,9.1207
2021-08-30,9.0967
2021-08-31,8.958
2021-09-01,8.9314
2021-09-02,8.9362
2021-09-03,8.9335
2021-09-04,8.9335
2021-09-05,8.9335
2021-09-06,8.9335
2021-09-07,8.9036
2021-09-08,8.8513
2021-09-09,8.8839
2021-09-10,8.8807
2021-09-11,8.8807
2021-09-12,8.8807
2021-09-13,8.9356
2021-09-14,8.7447
2021-09-15,8.9607
2021-09-16,8.7655
2021-09-17,8.6401
2021-09-18,8.6401
2021-09-19,8.6401
2021-09-20,8.479
2021-09-21,8.4316
2021-09-22,8.6193
2021-09-23,8.6566
2021-09-24,8.5761
2021-09-25,8.5761
2021-09-26,8.5761
2021-09-27,8.7105
2021-09-28,8.7383
2021-09-29,8.6727
2021-09-30,6.5038
2021-10-01,6.5376
2021-10-02,6.5376
2021-10-03,6.5376
2021-10-04,6.5259
2021-10-05,6.5565
2021-10-06,6.4539
2021-10-07,6.5135
2021-10-08,6.4728
2021-10-09,6.4728
2021-10-10,6.4728
2021-10-11,6.5682
2021-10-12,6.5706
2021-10-13,6.5984
2021-10-14,6.6584
2021-10-15,6.7115
2021-10-16,6.7115
2021-10-17,6.7115
2021-10-18,6.7514
2021-10-19,6.7111
2021-10-20,6.7832
2021-10-21,6.7429
2021-10-22,6.7803
2021-10-23,6.7803
2021-10-24,6.7803
2021-10-25,6.9236
2021-10-26,6.8548
2021-10-27,6.5666
2021-10-28,6.5069
2021-10-29,6.5812
2021-10-30,6.5812
2021-10-31,6.5812
2021-11-01,6.7028
2021-11-02,6.7521
2021-11-03,6.9493
2021-11-04,7.1596
2021-11-05,7.2581
2021-11-06,7.2581
2021-11-07,7.2581
2021-11-08,7.3236
2021-11-09,7.3649
2021-11-10,7.2827
2021-11-11,7.3824
2021-11-12,7.3987
2021-11-13,7.3987
2021-11-14,7.3987
2021-11-15,7.3284
2021-11-16,7.3487
2021-11-17,7.098
2021-11-18,7.1429
2021-11-19,7.1949
2021-11-20,7.1949
2021-11-21,7.1949
2021-11-22,7.2863
2021-11-23,7.2855
2021-11-24,7.1981
2021-11-25,7.1981
2021-11-26,7.0559
2021-11-27,7.0559
2021-11-28,7.0559
2021-11-29,7.0014
2021-11-30,6.6757
2021-12-01,6.7086
2021-12-02,6.8652
2021-12-03,6.7853
2021-12-04,6.7853
2021-12-05,6.7853
2021-12-06,6.8874
2021-12-07,7.0141
2021-12-08,7.0082
2021-12-09,7.0026
2021-12-10,7.0547
2021-12-11,7.0547
2021-12-12,7.0547
2021-12-13,6.9879
2021-12-14,7.0046
2021-12-15,6.943
2021-12-16,7.0431
2021-12-17,7.0972
2021-12-18,7.0972
2021-12-19,7.0972
2021-12-20,6.8668
2021-12-21,6.9454
2021-12-22,7.038
2021-12-23,7.0745
2021-12-24,7.0745
2021-12-25,7.0745
2021-12-26,7.0745
2021-12-27,7.1727
2021-12-28,7.1818
2021-12-29,7.2307
2021-12-30,7.1858
2021-12-31,6.0008
2022-01-01,6.0008
2022-01-02,6.0008
2022-01-03,5.9706
2022-01-04,6.044
2022-01-05,6.1458
2022-01-06,6.1055
2022-01-07,6.1388
2022-01-08,6.1388
2022-01-09,6.1388
2022-01-10,6.0065
2022-01-11,6.0635
2022-01-12,6.1769
2022-01-13,6.1087
2022-01-14,6.1324
2022-01-15,6.1324
2022-01-16,6.1324
2022-01-17,6.1324
2022-01-18,6.0546
2022-01-19,6.0482
2022-01-20,5.953
2022-01-21,5.6363
2022-01-22,5.6363
2022-01-23,5.6363
2022-01-24,5.6801
2022-01-25,5.658
2022-01-26,5.5793
2022-01-27,5.6286
2022-01-28,5.6603
2022-01-29,5.6603
2022-01-30,5.6603
2022-01-31,5.7016
2022-02-01,5.8803
2022-02-02,5.9312
2022-02-03,5.9216
2022-02-04,5.806
2022-02-05,5.806
2022-02-06,5.806
2022-02-07,5.7388
2022-02-08,5.8979
2022-02-09,6.0305
2022-02-10,5.9575
2022-02-11,5.9575
2022-02-12,5.9575
2022-02-13,5.9575
2022-02-14,5.9889
2022-02-15,6.1442
2022-02-16,6.1923
2022-02-17,6.2944
2022-02-18,6.3326
2022-02-19,6.3326
2022-02-20,6.3326
2022-02-21,6.3326
2022-02-22,6.3231
2022-02-23,6.2606
2022-02-24,6.2614
2022-02-25,6.5907
2022-02-26,6.5907
2022-02-27,6.5907
2022-02-28,6.8257
2022-03-01,6.7093
2022-03-02,6.7733
2022-03-03,6.7992
2022-03-04,6.7623
2022-03-05,6.7623
2022-03-06,6.7623
2022-03-07,6.6308
2022-03-08,6.5462
2022-03-09,6.767
2022-03-10,6.7437
2022-03-11,6.7424
2022-03-12,6.7424
2022-03-13,6.7424
2022-03-14,6.7248
2022-03-15,6.7995
2022-03-16,6.7815
2022-03-17,6.8307
2022-03-18,6.8456
2022-03-19,6.8456
2022-03-20,6.8456
2022-03-21,6.9468
2022-03-22,6.9648
2022-03-23,6.9351
2022-03-24,6.9651
2022-03-25,6.9538
2022-03-26,6.9538
2022-03-27,6.9538
2022-03-28,6.8282
2022-03-29,6.6484
2022-03-30,6.6304
2022-03-31,5.5079
2022-04-01,5.5461
2022-04-02,5.5461
2022-04-03,5.5461
2022-04-04,5.477
2022-04-05,5.3909
2022-04-06,5.3863
2022-04-07,5.3761
2022-04-08,5.4006
2022-04-09,5.4006
2022-04-10,5.4006
2022-04-11,5.5189
2022-04-12,5.5546
2022-04-13,5.6845
2022-04-14,5.8219
2022-04-15,5.8219
2022-04-16,5.8219
2022-04-17,5.8219
2022-04-18,5.8295
2022-04-19,5.9367
2022-04-20,5.994
2022-04-21,5.9021
2022-04-22,5.7782
2022-04-23,5.7782
2022-04-24,5.7782
2022-04-25,5.7172
2022-04-26,5.6191
2022-04-27,5.6864
2022-04-28,5.9535
2022-04-29,5.9297
2022-04-30,5.9297
2022-05-01,5.9297
2022-05-02,5.9181
2022-05-03,6.1017
2022-05-04,6.2857
2022-05-05,5.9108
2022-05-06,5.9008
2022-05-07,5.9008
2022-05-08,5.9008
2022-05-09,5.7874
2022-05-10,5.7051
2022-05-11,5.6397
2022-05-12,5.6327
2022-05-13,5.6122
2022-05-14,5.6122
2022-05-15,5.6122
2022-05-16,5.5857
2022-05-17,5.7574
2022-05-18,5.502
2022-05-19,5.4039
2022-05-20,5.3953
2022-05-21,5.3953
2022-05-22,5.3953
2022-05-23,5.4385
2022-05-24,5.4085
2022-05-25,5.6232
2022-05-26,5.9535
2022-05-27,6.1112
2022-05-28,6.1112
2022-05-29,6.1112
2022-05-30,6.1112
2022-05-31,5.8258
2022-06-01,5.8525
2022-06-02,5.8965
2022-06-03,5.8015
2022-06-04,5.8015
2022-06-05,5.8015
2022-06-06,5.8809
2022-06-07,5.9935
2022-06-08,5.8268
2022-06-09,5.657
2022-06-10,5.6208
2022-06-11,5.6208
2022-06-12,5.6208
2022-06-13,5.4023
2022-06-14,5.3248
2022-06-15,5.4307
2022-06-16,5.095
2022-06-17,5.1695
2022-06-18,5.1695
2022-06-19,5.1695
2022-06-20,5.1695
2022-06-21,5.179
2022-06-22,5.0596
2022-06-23,4.9905
2022-06-24,5.2422
2022-06-25,5.2422
2022-06-26,5.2422
2022-06-27,5.2732
2022-06-28,5.2438
2022-06-29,5.1906
2022-06-30,4.5385
2022-07-01,4.5671
2022-07-02,4.5671
2022-07-03,4.5671
2022-07-04,4.5671
2022-07-05,4.5356
2022-07-06,4.5333
2022-07-07,4.6439
2022-07-08,4.6025
2022-07-09,4.6025
2022-07-10,4.6025
2022-07-11,4.6183
2022-07-12,4.6155
2022-07-13,4.6741
2022-07-14,4.6526
2022-07-15,4.6945
2022-07-16,4.6945
2022-07-17,4.6945
2022-07-18,4.668
2022-07-19,4.7895
2022-07-20,4.7689
2022-07-21,4.8649
2022-07-22,4.7954
2022-07-23,4.7954
2022-07-24,4.7954
2022-07-25,4.901
2022-07-26,4.8767
2022-07-27,4.937
2022-07-28,4.851
2022-07-29,4.9421
2022-07-30,4.9421
2022-07-31,4.9421
2022-08-01,4.9634
2022-08-02,4.8536
2022-08-03,4.734
2022-08-04,4.7943
2022-08-05,4.8626
2022-08-06,4.8626
2022-08-07,4.8626
2022-08-08,4.8465
2022-08-09,4.896
2022-08-10,4.985
2022-08-11,4.9882
2022-08-12,5.0602
2022-08-13,5.0602
2022-08-14,5.0602
2022-08-15,5.0338
2022-08-16,5.0655
2022-08-17,5.005
2022-08-18,5.0114
2022-08-19,4.9332
2022-08-20,4.9332
2022-08-21,4.9332
2022-08-22,4.8552
2022-08-23,4.8955
2022-08-24,4.8941
2022-08-25,5.0328
2022-08-26,5.0004
2022-08-27,5.0004
2022-08-28,5.0004
2022-08-29,5.028
2022-08-30,4.8842
2022-08-31,4.8481
2022-09-01,4.7391
2022-09-02,4.7547
2022-09-03,4.7547
2022-09-04,4.7547
2022-09-05,4.7547
2022-09-06,4.768
2022-09-07,4.8564
2022-09-08,4.9026
2022-09-09,5.0597
2022-09-10,5.0597
2022-09-11,5.0597
2022-09-12,4.976
2022-09-13,4.8486
2022-09-14,4.6208
2022-09-15,4.6213
2022-09-16,4.5601
2022-09-17,4.5601
2022-09-18,4.5601
2022-09-19,4.7009
2022-09-20,4.6514
2022-09-21,4.6146
2022-09-22,4.5523
2022-09-23,4.4573
2022-09-24,4.4573
2022-09-25,4.4573
2022-09-26,4.4119
2022-09-27,4.4945
2022-09-28,4.5875
2022-09-29,4.535
2022-09-30,4.4806
2022-10-01,4.4806
2022-10-02,4.4806
2022-10-03,4.6572
2022-10-04,4.8301
2022-10-05,4.7924
2022-10-06,4.6523
2022-10-07,4.5693
2022-10-08,4.5693
2022-10-09,4.5693
2022-10-10,4.6756
2022-10-11,4.6822
2022-10-12,4.6411
2022-10-13,4.771
2022-10-14,4.6491
2022-10-15,4.6491
2022-10-16,4.6491
2022-10-17,4.6889
2022-10-18,4.7153
2022-10-19,4.6247
2022-10-20,4.6151
2022-10-21,4.7464
2022-10-22,4.7464
2022-10-23,4.7464
2022-10-24,4.7859
2022-10-25,4.854
2022-10-26,4.934
2022-10-27,5.0667
2022-10-28,4.9614
2022-10-29,4.9614
2022-10-30,4.9614
2022-10-31,5.0053
2022-11-01,5.0861
2022-11-02,4.9479
2022-11-03,4.9358
2022-11-04,5.0052
2022-11-05,5.0052
2022-11-06,5.0052
2022-11-07,5.0233
2022-11-08,5.0759
2022-11-09,4.9696
2022-11-10,5.1137
2022-11-11,4.8135
2022-11-12,4.8135
2022-11-13,4.8135
2022-11-14,4.9754
2022-11-15,5.0172
2022-11-16,5.0069
2022-11-17,5.0656
2022-11-18,5.0799
2022-11-19,5.0799
2022-11-20,5.0799
2022-11-21,5.1334
2022-11-22,5.2359
2022-11-23,5.2059
2022-11-24,5.2059
2022-11-25,5.2097
2022-11-26,5.2097
2022-11-27,5.2097
2022-11-28,5.1231
2022-11-29,5.1536
2022-11-30,5.1994
2022-12-01,5.2102
2022-12-02,5.2422
2022-12-03,5.2422
2022-12-04,5.2422
2022-12-05,5.1421
2022-12-06,5.1368
2022-12-07,5.1421
2022-12-08,5.1493
2022-12-09,5.015
2022-12-10,5.015
2022-12-11,5.015
2022-12-12,5.0522
2022-12-13,5.0515
2022-12-14,5.0369
2022-12-15,4.9503
2022-12-16,4.9729
2022-12-17,4.9729
2022-12-18,4.9729
2022-12-19,4.9512
2022-12-20,5.0072
2022-12-21,5.0629
2022-12-22,5.011
2022-12-23,5.0463
2022-12-24,5.0463
2022-12-25,5.0463
2022-12-26,5.0463
2022-12-27,5.0795
2022-12-28,4.9828
2022-12-29,5.0105
2022-12-30,5.0037
2022-12-31,5.0037
2023-01-01,5.0037
2023-01-02,5.0037
2023-01-03,4.9792
2023-01-04,5.0679
2023-01-05,5.1097
2023-01-06,5.1368
2023-01-07,5.1368
2023-01-08,5.1368
2023-01-09,5.0796
2023-01-10,5.1734
2023-01-11,5.1933
2023-01-12,5.2544
2023-01-13,5.3389
2023-01-14,5.3389
2023-01-15,5.3389
2023-01-16,5.3389
2023-01-17,5.274
2023-01-18,5.1963
2023-01-19,5.2241
2023-01-20,5.3125
2023-01-21,5.3125
2023-01-22,5.3125
2023-01-23,5.3275
2023-01-24,5.3153
2023-01-25,5.4334
2023-01-26,5.5968
2023-01-27,5.5698
2023-01-28,5.5698
2023-01-29,5.5698
2023-01-30,5.4661
2023-01-31,5.5875
2023-02-01,5.6776
2023-02-02,5.7682
2023-02-03,5.7775
2023-02-04,5.7775
2023-02-05,5.7775
2023-02-06,5.7294
2023-02-07,5.7075
2023-02-08,5.6781
2023-02-09,5.5779
2023-02-10,5.6015
2023-02-11,5.6015
2023-02-12,5.6015
2023-02-13,5.6697
2023-02-14,5.7464
2023-02-15,5.7273
2023-02-16,5.9621
2023-02-17,6.0743
2023-02-18,6.0743
2023-02-19,6.0743
2023-02-20,6.0743
2023-02-21,5.9347
2023-02-22,5.9967
2023-02-23,5.9628
2023-02-24,6.0088
2023-02-25,6.0088
2023-02-26,6.0088
2023-02-27,6.0032
2023-02-28,6.0919
2023-03-01,6.211
2023-03-02,6.3811
2023-03-03,6.4587
2023-03-04,6.4587
2023-03-05,6.4587
2023-03-06,6.3262
2023-03-07,6.356
2023-03-08,6.3672
2023-03-09,6.2378
2023-03-10,6.1339
2023-03-11,6.1339
2023-03-12,6.1339
2023-03-13,6.1118
2023-03-14,6.1772
2023-03-15,5.9551
