,PFSI US Equity
2020-04-26,8.6417
2020-04-27,8.7949
2020-04-28,8.8057
2020-04-29,9.0386
2020-04-30,8.9221
2020-05-01,8.7582
2020-05-02,8.7582
2020-05-03,8.7582
2020-05-04,8.7474
2020-05-05,8.8075
2020-05-06,8.7241
2020-05-07,8.7949
2020-05-08,8.929
2020-05-09,8.929
2020-05-10,8.929
2020-05-11,8.8438
2020-05-12,8.7739
2020-05-13,8.695
2020-05-14,8.799
2020-05-15,8.8053
2020-05-16,8.8053
2020-05-17,8.8053
2020-05-18,8.8205
2020-05-19,8.8859
2020-05-20,9.0688
2020-05-21,9.1064
2020-05-22,9.1163
2020-05-23,9.1163
2020-05-24,9.1163
2020-05-25,9.1163
2020-05-26,9.1692
2020-05-27,9.3386
2020-05-28,9.2158
2020-05-29,9.2293
2020-05-30,9.2293
2020-05-31,9.2293
2020-06-01,9.2866
2020-06-02,9.3592
2020-06-03,9.3799
2020-06-04,9.4211
2020-06-05,9.3781
2020-06-06,9.3781
2020-06-07,9.3781
2020-06-08,9.4578
2020-06-09,9.3996
2020-06-10,9.3951
2020-06-11,9.5986
2020-06-12,9.6183
2020-06-13,9.6183
2020-06-14,9.6183
2020-06-15,9.932
2020-06-16,10.0011
2020-06-17,9.9796
2020-06-18,9.9787
2020-06-19,9.9598
2020-06-20,9.9598
2020-06-21,9.9598
2020-06-22,9.9123
2020-06-23,9.9589
2020-06-24,9.9688
2020-06-25,10.0504
2020-06-26,10.0064
2020-06-27,10.0064
2020-06-28,10.0064
2020-06-29,9.8827
2020-06-30,6.4064
2020-07-01,6.4014
2020-07-02,6.3268
2020-07-03,6.3268
2020-07-04,6.3268
2020-07-05,6.3268
2020-07-06,6.3613
2020-07-07,6.2855
2020-07-08,6.3112
2020-07-09,6.3093
2020-07-10,6.365
2020-07-11,6.365
2020-07-12,6.365
2020-07-13,6.3174
2020-07-14,6.3218
2020-07-15,6.4484
2020-07-16,6.4659
2020-07-17,6.5311
2020-07-18,6.5311
2020-07-19,6.5311
2020-07-20,6.5392
2020-07-21,6.5436
2020-07-22,6.5806
2020-07-23,6.5687
2020-07-24,6.5148
2020-07-25,6.5148
2020-07-26,6.5148
2020-07-27,6.6081
2020-07-28,6.6633
2020-07-29,6.7397
2020-07-30,6.8462
2020-07-31,6.8118
2020-08-01,6.8118
2020-08-02,6.8118
2020-08-03,6.8431
2020-08-04,6.8681
2020-08-05,6.9195
2020-08-06,6.9515
2020-08-07,6.7379
2020-08-08,6.7379
2020-08-09,6.7379
2020-08-10,6.7625
2020-08-11,6.7814
2020-08-12,6.822
2020-08-13,6.5535
2020-08-14,6.6217
2020-08-15,6.6217
2020-08-16,6.6217
2020-08-17,6.6251
2020-08-18,6.5593
2020-08-19,6.5627
2020-08-20,6.549
2020-08-21,6.581
2020-08-22,6.581
2020-08-23,6.581
2020-08-24,6.7155
2020-08-25,6.6634
2020-08-26,6.6926
2020-08-27,6.6961
2020-08-28,6.8231
2020-08-29,6.8231
2020-08-30,6.8231
2020-08-31,6.806
2020-09-01,6.8707
2020-09-02,6.8546
2020-09-03,6.7064
2020-09-04,6.6818
2020-09-05,6.6818
2020-09-06,6.6818
2020-09-07,6.6818
2020-09-08,6.6858
2020-09-09,6.8209
2020-09-10,6.8191
2020-09-11,6.8684
2020-09-12,6.8684
2020-09-13,6.8684
2020-09-14,7.0899
2020-09-15,7.0865
2020-09-16,7.1111
2020-09-17,7.0859
2020-09-18,7.1677
2020-09-19,7.1677
2020-09-20,7.1677
2020-09-21,7.0607
2020-09-22,6.9926
2020-09-23,7.0086
2020-09-24,6.9565
2020-09-25,6.9834
2020-09-26,6.9834
2020-09-27,6.9834
2020-09-28,7.1368
2020-09-29,7.1282
2020-09-30,7.0472
2020-10-01,7.0714
2020-10-02,7.1202
2020-10-03,7.1202
2020-10-04,7.1202
2020-10-05,7.1376
2020-10-06,7.0869
2020-10-07,7.1233
2020-10-08,7.1689
2020-10-09,7.3314
2020-10-10,7.3314
2020-10-11,7.3314
2020-10-12,7.3595
2020-10-13,7.3825
2020-10-14,7.3663
2020-10-15,7.3912
2020-10-16,7.3587
2020-10-17,7.3587
2020-10-18,7.3587
2020-10-19,7.2672
2020-10-20,7.2002
2020-10-21,7.0671
2020-10-22,7.0017
2020-10-23,7.0532
2020-10-24,7.0532
2020-10-25,7.0532
2020-10-26,6.9129
2020-10-27,6.8602
2020-10-28,6.7869
2020-10-29,6.7786
2020-10-30,6.758
2020-10-31,6.758
2020-11-01,6.758
2020-11-02,6.7706
2020-11-03,6.8253
2020-11-04,6.9434
2020-11-05,6.9934
2020-11-06,6.9197
2020-11-07,6.9197
2020-11-08,6.9197
2020-11-09,6.7904
2020-11-10,6.9331
2020-11-11,6.9744
2020-11-12,6.9914
2020-11-13,6.9641
2020-11-14,6.9641
2020-11-15,6.9641
2020-11-16,7.0025
2020-11-17,6.9704
2020-11-18,6.9625
2020-11-19,7.0057
2020-11-20,6.9696
2020-11-21,6.9696
2020-11-22,6.9696
2020-11-23,7.0097
2020-11-24,7.0109
2020-11-25,7.0077
2020-11-26,7.0077
2020-11-27,7.0228
2020-11-28,7.0228
2020-11-29,7.0228
2020-11-30,7.0299
2020-12-01,7.083
2020-12-02,7.1429
2020-12-03,7.1124
2020-12-04,7.0708
2020-12-05,7.0708
2020-12-06,7.0708
2020-12-07,7.0489
2020-12-08,7.0589
2020-12-09,7.0755
2020-12-10,7.1017
2020-12-11,7.1132
2020-12-12,7.1132
2020-12-13,7.1132
2020-12-14,7.1108
2020-12-15,7.2143
2020-12-16,7.2797
2020-12-17,7.3154
2020-12-18,7.2916
2020-12-19,7.2916
2020-12-20,7.2916
2020-12-21,7.367
2020-12-22,7.4998
2020-12-23,7.4554
2020-12-24,7.3325
2020-12-25,7.3325
2020-12-26,7.3325
2020-12-27,7.3325
2020-12-28,7.2861
2020-12-29,7.25
2020-12-30,7.3277
2020-12-31,7.0513
2021-01-01,7.0513
2021-01-02,7.0513
2021-01-03,7.0513
2021-01-04,6.9407
2021-01-05,6.9181
2021-01-06,6.8049
2021-01-07,6.8188
2021-01-08,6.7833
2021-01-09,6.7833
2021-01-10,6.7833
2021-01-11,6.7678
2021-01-12,6.7982
2021-01-13,6.7872
2021-01-14,6.7881
2021-01-15,6.7574
2021-01-16,6.7574
2021-01-17,6.7574
2021-01-18,6.7574
2021-01-19,6.7933
2021-01-20,6.8874
2021-01-21,6.9116
2021-01-22,6.8596
2021-01-23,6.8596
2021-01-24,6.8596
2021-01-25,6.9032
2021-01-26,6.8635
2021-01-27,6.7875
2021-01-28,6.8589
2021-01-29,6.8049
2021-01-30,6.8049
2021-01-31,6.8049
2021-02-01,6.89
2021-02-02,6.9669
2021-02-03,6.9592
2021-02-04,7.0038
2021-02-05,6.9718
2021-02-06,6.9718
2021-02-07,6.9718
2021-02-08,6.9657
2021-02-09,6.8958
2021-02-10,6.9199
2021-02-11,6.9695
2021-02-12,6.9866
2021-02-13,6.9866
2021-02-14,6.9866
2021-02-15,6.9866
2021-02-16,7.0009
2021-02-17,6.998
2021-02-18,6.936
2021-02-19,6.9471
2021-02-20,6.9471
2021-02-21,6.9471
2021-02-22,6.8743
2021-02-23,6.8882
2021-02-24,6.9021
2021-02-25,6.7484
2021-02-26,6.7595
2021-02-27,6.7595
2021-02-28,6.7595
2021-03-01,6.8303
2021-03-02,6.8497
2021-03-03,6.787
2021-03-04,6.7097
2021-03-05,6.8337
2021-03-06,6.8337
2021-03-07,6.8337
2021-03-08,6.8358
2021-03-09,6.9446
2021-03-10,6.9542
2021-03-11,6.9681
2021-03-12,6.9601
2021-03-13,6.9601
2021-03-14,6.9601
2021-03-15,6.9814
2021-03-16,6.94
2021-03-17,6.978
2021-03-18,6.9452
2021-03-19,6.8534
2021-03-20,6.8534
2021-03-21,6.8534
2021-03-22,6.8939
2021-03-23,6.8411
2021-03-24,6.846
2021-03-25,6.9214
2021-03-26,6.9425
2021-03-27,6.9425
2021-03-28,6.9425
2021-03-29,6.9981
2021-03-30,7.0018
2021-03-31,7.2724
2021-04-01,7.2368
2021-04-02,7.2368
2021-04-03,7.2368
2021-04-04,7.2368
2021-04-05,7.1566
2021-04-06,7.0655
2021-04-07,7.0696
2021-04-08,7.0438
2021-04-09,7.0293
2021-04-10,7.0293
2021-04-11,7.0293
2021-04-12,7.0251
2021-04-13,7.0097
2021-04-14,7.0444
2021-04-15,7.0039
2021-04-16,6.9863
2021-04-17,6.9863
2021-04-18,6.9863
2021-04-19,6.9852
2021-04-20,6.9407
2021-04-21,6.9654
2021-04-22,6.9562
2021-04-23,6.9702
2021-04-24,6.9702
2021-04-25,6.9702
2021-04-26,7.0024
2021-04-27,7.0271
2021-04-28,6.9895
2021-04-29,7.0128
2021-04-30,7.0165
2021-05-01,7.0165
2021-05-02,7.0165
2021-05-03,6.997
2021-05-04,7.0041
2021-05-05,7.0116
2021-05-06,6.9418
2021-05-07,6.9192
2021-05-08,6.9192
2021-05-09,6.9192
2021-05-10,6.9498
2021-05-11,6.9489
2021-05-12,6.906
2021-05-13,6.9687
2021-05-14,7.011
2021-05-15,7.011
2021-05-16,7.011
2021-05-17,7.0362
2021-05-18,7.0262
2021-05-19,7.0431
2021-05-20,7.0439
2021-05-21,7.0717
2021-05-22,7.0717
2021-05-23,7.0717
2021-05-24,7.0889
2021-05-25,7.0351
2021-05-26,7.0488
2021-05-27,7.0743
2021-05-28,7.0786
2021-05-29,7.0786
2021-05-30,7.0786
2021-05-31,7.0786
2021-06-01,7.0811
2021-06-02,7.0073
2021-06-03,6.9939
2021-06-04,7.0296
2021-06-05,7.0296
2021-06-06,7.0296
2021-06-07,7.0617
2021-06-08,7.0806
2021-06-09,7.0482
2021-06-10,7.0345
2021-06-11,7.0663
2021-06-12,7.0663
2021-06-13,7.0663
2021-06-14,7.0605
2021-06-15,7.0614
2021-06-16,7.0691
2021-06-17,7.1092
2021-06-18,7.0763
2021-06-19,7.0763
2021-06-20,7.0763
2021-06-21,7.0952
2021-06-22,7.0929
2021-06-23,7.1075
2021-06-24,7.1052
2021-06-25,7.1149
2021-06-26,7.1149
2021-06-27,7.1149
2021-06-28,7.1063
2021-06-29,7.0977
2021-06-30,6.5519
2021-07-01,6.5065
2021-07-02,6.5018
2021-07-03,6.5018
2021-07-04,6.5018
2021-07-05,6.5018
2021-07-06,6.5002
2021-07-07,6.5203
2021-07-08,6.5112
2021-07-09,6.5187
2021-07-10,6.5187
2021-07-11,6.5187
2021-07-12,6.5071
2021-07-13,6.4636
2021-07-14,6.4633
2021-07-15,6.4767
2021-07-16,6.467
2021-07-17,6.467
2021-07-18,6.467
2021-07-19,6.4392
2021-07-20,6.4564
2021-07-21,6.4936
2021-07-22,6.4861
2021-07-23,6.5081
2021-07-24,6.5081
2021-07-25,6.5081
2021-07-26,6.4915
2021-07-27,6.4958
2021-07-28,6.5309
2021-07-29,6.5688
2021-07-30,6.5885
2021-07-31,6.5885
2021-08-01,6.5885
2021-08-02,6.6411
2021-08-03,6.5942
2021-08-04,6.5838
2021-08-05,6.607
2021-08-06,6.6459
2021-08-07,6.6459
2021-08-08,6.6459
2021-08-09,6.5908
2021-08-10,6.5853
2021-08-11,6.5838
2021-08-12,6.5696
2021-08-13,6.5771
2021-08-14,6.5771
2021-08-15,6.5771
2021-08-16,6.5932
2021-08-17,6.5882
2021-08-18,6.5803
2021-08-19,6.5463
2021-08-20,6.5559
2021-08-21,6.5559
2021-08-22,6.5559
2021-08-23,6.5419
2021-08-24,6.5486
2021-08-25,6.5649
2021-08-26,6.5527
2021-08-27,6.5766
2021-08-28,6.5766
2021-08-29,6.5766
2021-08-30,6.5602
2021-08-31,6.557
2021-09-01,6.5413
2021-09-02,6.5492
2021-09-03,6.5434
2021-09-04,6.5434
2021-09-05,6.5434
2021-09-06,6.5434
2021-09-07,6.5035
2021-09-08,6.4904
2021-09-09,6.4883
2021-09-10,6.4802
2021-09-11,6.4802
2021-09-12,6.4802
2021-09-13,6.5206
2021-09-14,6.5075
2021-09-15,6.5174
2021-09-16,6.4994
2021-09-17,6.4988
2021-09-18,6.4988
2021-09-19,6.4988
2021-09-20,6.4927
2021-09-21,6.4601
2021-09-22,6.4624
2021-09-23,6.4671
2021-09-24,6.4435
2021-09-25,6.4435
2021-09-26,6.4435
2021-09-27,6.4304
2021-09-28,6.3768
2021-09-29,6.38
2021-09-30,6.969
2021-10-01,6.9833
2021-10-02,6.9833
2021-10-03,6.9833
2021-10-04,6.9758
2021-10-05,6.9929
2021-10-06,7.0153
2021-10-07,7.0203
2021-10-08,7.0221
2021-10-09,7.0221
2021-10-10,7.0221
2021-10-11,7.046
2021-10-12,7.0752
2021-10-13,7.1567
2021-10-14,7.1792
2021-10-15,7.1539
2021-10-16,7.1539
2021-10-17,7.1539
2021-10-18,7.1574
2021-10-19,7.1916
2021-10-20,7.1938
2021-10-21,7.197
2021-10-22,7.1624
2021-10-23,7.1624
2021-10-24,7.1624
2021-10-25,7.1428
2021-10-26,7.0403
2021-10-27,7.0217
2021-10-28,7.0086
2021-10-29,7.0022
2021-10-30,7.0022
2021-10-31,7.0022
2021-11-01,7.0812
2021-11-02,7.1079
2021-11-03,7.1065
2021-11-04,6.9804
2021-11-05,7.06
2021-11-06,7.06
2021-11-07,7.06
2021-11-08,7.0861
2021-11-09,7.0471
2021-11-10,7.0282
2021-11-11,7.0251
2021-11-12,6.9997
2021-11-13,6.9997
2021-11-14,6.9997
2021-11-15,6.9235
2021-11-16,6.9296
2021-11-17,6.9228
2021-11-18,6.9174
2021-11-19,6.9611
2021-11-20,6.9611
2021-11-21,6.9611
2021-11-22,6.994
2021-11-23,6.9929
2021-11-24,7.0197
2021-11-25,7.0197
2021-11-26,6.9953
2021-11-27,6.9953
2021-11-28,6.9953
2021-11-29,6.9933
2021-11-30,6.9374
2021-12-01,6.9929
2021-12-02,7.1105
2021-12-03,7.0892
2021-12-04,7.0892
2021-12-05,7.0892
2021-12-06,7.1257
2021-12-07,7.1234
2021-12-08,7.14
2021-12-09,7.1363
2021-12-10,7.1278
2021-12-11,7.1278
2021-12-12,7.1278
2021-12-13,7.1149
2021-12-14,7.0817
2021-12-15,7.0773
2021-12-16,7.0854
2021-12-17,7.0973
2021-12-18,7.0973
2021-12-19,7.0973
2021-12-20,7.0661
2021-12-21,7.119
2021-12-22,7.1437
2021-12-23,7.162
2021-12-24,7.162
2021-12-25,7.162
2021-12-26,7.162
2021-12-27,7.1661
2021-12-28,7.1478
2021-12-29,7.1549
2021-12-30,7.1827
2021-12-31,9.5371
2022-01-01,9.5371
2022-01-02,9.5371
2022-01-03,9.551
2022-01-04,9.5223
2022-01-05,9.4707
2022-01-06,9.4815
2022-01-07,9.4507
2022-01-08,9.4507
2022-01-09,9.4507
2022-01-10,9.4255
2022-01-11,9.4485
2022-01-12,9.5002
2022-01-13,9.5276
2022-01-14,9.4989
2022-01-15,9.4989
2022-01-16,9.4989
2022-01-17,9.4989
2022-01-18,9.4715
2022-01-19,9.4351
2022-01-20,9.3543
2022-01-21,9.3287
2022-01-22,9.3287
2022-01-23,9.3287
2022-01-24,9.3469
2022-01-25,9.356
2022-01-26,9.313
2022-01-27,9.1736
2022-01-28,9.1866
2022-01-29,9.1866
2022-01-30,9.1866
2022-01-31,9.2296
2022-02-01,9.1549
2022-02-02,9.0976
2022-02-03,8.963
2022-02-04,8.9835
2022-02-05,8.9835
2022-02-06,8.9835
2022-02-07,8.965
2022-02-08,9.0542
2022-02-09,9.0291
2022-02-10,9.0182
2022-02-11,9.0625
2022-02-12,9.0625
2022-02-13,9.0625
2022-02-14,9.042
2022-02-15,9.0722
2022-02-16,9.0688
2022-02-17,9.0266
2022-02-18,8.9902
2022-02-19,8.9902
2022-02-20,8.9902
2022-02-21,8.9902
2022-02-22,8.9353
2022-02-23,8.8349
2022-02-24,8.8333
2022-02-25,8.8981
2022-02-26,8.8981
2022-02-27,8.8981
2022-02-28,8.8614
2022-03-01,8.8696
2022-03-02,8.9197
2022-03-03,8.9091
2022-03-04,8.9169
2022-03-05,8.9169
2022-03-06,8.9169
2022-03-07,8.8602
2022-03-08,8.7901
2022-03-09,8.8019
2022-03-10,8.768
2022-03-11,8.7652
2022-03-12,8.7652
2022-03-13,8.7652
2022-03-14,8.7142
2022-03-15,8.7224
2022-03-16,8.7815
2022-03-17,8.7566
2022-03-18,8.764
2022-03-19,8.764
2022-03-20,8.764
2022-03-21,8.7318
2022-03-22,8.7689
2022-03-23,8.7685
2022-03-24,8.7538
2022-03-25,8.6975
2022-03-26,8.6975
2022-03-27,8.6975
2022-03-28,8.7256
2022-03-29,8.7595
2022-03-30,8.7207
2022-03-31,7.0721
2022-04-01,7.0655
2022-04-02,7.0655
2022-04-03,7.0655
2022-04-04,7.0339
2022-04-05,6.9437
2022-04-06,6.8199
2022-04-07,6.7654
2022-04-08,6.7664
2022-04-09,6.7664
2022-04-10,6.7664
2022-04-11,6.7715
2022-04-12,6.7261
2022-04-13,6.838
2022-04-14,6.7901
2022-04-15,6.7901
2022-04-16,6.7901
2022-04-17,6.7901
2022-04-18,6.7743
2022-04-19,6.8237
2022-04-20,6.9041
2022-04-21,6.9138
2022-04-22,6.8252
2022-04-23,6.8252
2022-04-24,6.8252
2022-04-25,6.9021
2022-04-26,6.7555
2022-04-27,6.7626
2022-04-28,6.8863
2022-04-29,6.8334
2022-04-30,6.8334
2022-05-01,6.8334
2022-05-02,6.8217
2022-05-03,6.8945
2022-05-04,6.9479
2022-05-05,6.7826
2022-05-06,6.7846
2022-05-07,6.7846
2022-05-08,6.7846
2022-05-09,6.7406
2022-05-10,6.6965
2022-05-11,6.6084
2022-05-12,6.6174
2022-05-13,6.662
2022-05-14,6.662
2022-05-15,6.662
2022-05-16,6.6414
2022-05-17,6.724
2022-05-18,6.6885
2022-05-19,6.6855
2022-05-20,6.7466
2022-05-21,6.7466
2022-05-22,6.7466
2022-05-23,6.8342
2022-05-24,6.8422
2022-05-25,6.7756
2022-05-26,6.8752
2022-05-27,6.8777
2022-05-28,6.8777
2022-05-29,6.8777
2022-05-30,6.8777
2022-05-31,6.8151
2022-06-01,6.8111
2022-06-02,6.8882
2022-06-03,6.8046
2022-06-04,6.8046
2022-06-05,6.8046
2022-06-06,6.8292
2022-06-07,6.8432
2022-06-08,6.8292
2022-06-09,6.8287
2022-06-10,6.682
2022-06-11,6.682
2022-06-12,6.682
2022-06-13,6.5293
2022-06-14,6.4647
2022-06-15,6.4567
2022-06-16,6.3501
2022-06-17,6.4192
2022-06-18,6.4192
2022-06-19,6.4192
2022-06-20,6.4192
2022-06-21,6.4687
2022-06-22,6.4763
2022-06-23,6.5148
2022-06-24,6.5619
2022-06-25,6.5619
2022-06-26,6.5619
2022-06-27,6.5834
2022-06-28,6.5483
2022-06-29,6.5473
2022-06-30,5.8886
2022-07-01,5.9935
2022-07-02,5.9935
2022-07-03,5.9935
2022-07-04,5.9935
2022-07-05,6.0355
2022-07-06,5.9968
2022-07-07,6.0609
2022-07-08,6.0847
2022-07-09,6.0847
2022-07-10,6.0847
2022-07-11,6.0488
2022-07-12,6.1189
2022-07-13,6.1338
2022-07-14,6.0913
2022-07-15,6.1211
2022-07-16,6.1211
2022-07-17,6.1211
2022-07-18,6.1416
2022-07-19,6.2355
2022-07-20,6.289
2022-07-21,6.3481
2022-07-22,6.3515
2022-07-23,6.3515
2022-07-24,6.3515
2022-07-25,6.3675
2022-07-26,6.3448
2022-07-27,6.4553
2022-07-28,6.5133
2022-07-29,6.5006
2022-07-30,6.5006
2022-07-31,6.5006
2022-08-01,6.5039
2022-08-02,6.3824
2022-08-03,6.5414
2022-08-04,6.4829
2022-08-05,6.4234
2022-08-06,6.4234
2022-08-07,6.4234
2022-08-08,6.5006
2022-08-09,6.4942
2022-08-10,6.5783
2022-08-11,6.5576
2022-08-12,6.589
2022-08-13,6.589
2022-08-14,6.589
2022-08-15,6.6236
2022-08-16,6.6502
2022-08-17,6.5682
2022-08-18,6.5581
2022-08-19,6.4756
2022-08-20,6.4756
2022-08-21,6.4756
2022-08-22,6.3729
2022-08-23,6.3958
2022-08-24,6.3761
2022-08-25,6.4564
2022-08-26,6.3718
2022-08-27,6.3718
2022-08-28,6.3718
2022-08-29,6.3436
2022-08-30,6.3356
2022-08-31,6.3016
2022-09-01,6.2159
2022-09-02,6.2175
2022-09-03,6.2175
2022-09-04,6.2175
2022-09-05,6.2175
2022-09-06,6.1983
2022-09-07,6.2467
2022-09-08,6.276
2022-09-09,6.3947
2022-09-10,6.3947
2022-09-11,6.3947
2022-09-12,6.4155
2022-09-13,6.3042
2022-09-14,6.3787
2022-09-15,6.359
2022-09-16,6.3314
2022-09-17,6.3314
2022-09-18,6.3314
2022-09-19,6.3521
2022-09-20,6.2308
2022-09-21,6.2281
2022-09-22,6.1105
2022-09-23,6.045
2022-09-24,6.045
2022-09-25,6.045
2022-09-26,5.8896
2022-09-27,5.8694
2022-09-28,5.8955
2022-09-29,5.8348
2022-09-30,7.7357
2022-10-01,7.7357
2022-10-02,7.7357
2022-10-03,7.8524
2022-10-04,8.0171
2022-10-05,8.0025
2022-10-06,7.9357
2022-10-07,7.925
2022-10-08,7.925
2022-10-09,7.925
2022-10-10,7.7862
2022-10-11,7.8455
2022-10-12,7.8802
2022-10-13,7.8783
2022-10-14,7.8183
2022-10-15,7.8183
2022-10-16,7.8183
2022-10-17,7.8764
2022-10-18,7.9748
2022-10-19,7.8839
2022-10-20,7.8284
2022-10-21,7.9168
2022-10-22,7.9168
2022-10-23,7.9168
2022-10-24,7.9779
2022-10-25,8.1003
2022-10-26,8.0076
2022-10-27,8.0082
2022-10-28,8.4139
2022-10-29,8.4139
2022-10-30,8.4139
2022-10-31,8.2998
2022-11-01,8.2434
2022-11-02,8.1234
2022-11-03,8.0487
2022-11-04,8.1306
2022-11-05,8.1306
2022-11-06,8.1306
2022-11-07,8.1318
2022-11-08,8.1505
2022-11-09,8.0993
2022-11-10,8.4155
2022-11-11,8.4781
2022-11-12,8.4781
2022-11-13,8.4781
2022-11-14,8.4233
2022-11-15,8.4293
2022-11-16,8.4046
2022-11-17,8.327
2022-11-18,8.3258
2022-11-19,8.3258
2022-11-20,8.3258
2022-11-21,8.333
2022-11-22,8.4245
2022-11-23,8.4853
2022-11-24,8.4853
2022-11-25,8.5094
2022-11-26,8.5094
2022-11-27,8.5094
2022-11-28,8.4721
2022-11-29,8.5118
2022-11-30,8.622
2022-12-01,8.5865
2022-12-02,8.5937
2022-12-03,8.5937
2022-12-04,8.5937
2022-12-05,8.4673
2022-12-06,8.5576
2022-12-07,8.5612
2022-12-08,8.6184
2022-12-09,8.5522
2022-12-10,8.5522
2022-12-11,8.5522
2022-12-12,8.5124
2022-12-13,8.5763
2022-12-14,8.545
2022-12-15,8.3854
2022-12-16,8.4016
2022-12-17,8.4016
2022-12-18,8.4016
2022-12-19,8.3523
2022-12-20,8.3745
2022-12-21,8.4733
2022-12-22,8.398
2022-12-23,8.4468
2022-12-24,8.4468
2022-12-25,8.4468
2022-12-26,8.4468
2022-12-27,8.4408
2022-12-28,8.3637
2022-12-29,8.4769
2022-12-30,10.2017
2022-12-31,10.2017
2023-01-01,10.2017
2023-01-02,10.2017
2023-01-03,10.2825
2023-01-04,10.3514
2023-01-05,10.3431
2023-01-06,10.3536
2023-01-07,10.3536
2023-01-08,10.3536
2023-01-09,10.403
2023-01-10,10.4629
2023-01-11,10.6515
2023-01-12,10.7151
2023-01-13,10.6829
2023-01-14,10.6829
2023-01-15,10.6829
2023-01-16,10.6829
2023-01-17,10.7653
2023-01-18,10.7249
2023-01-19,10.6455
2023-01-20,10.8079
2023-01-21,10.8079
2023-01-22,10.8079
2023-01-23,10.8693
2023-01-24,10.763
2023-01-25,10.7705
2023-01-26,10.8895
2023-01-27,10.8985
2023-01-28,10.8985
2023-01-29,10.8985
2023-01-30,10.8978
2023-01-31,11.007
2023-02-01,11.1223
2023-02-02,11.391
2023-02-03,10.9132
2023-02-04,10.9132
2023-02-05,10.9132
2023-02-06,10.7907
2023-02-07,10.9132
2023-02-08,10.9611
2023-02-09,10.8893
2023-02-10,10.8595
2023-02-11,10.8595
2023-02-12,10.8595
2023-02-13,10.8968
2023-02-14,10.9088
2023-02-15,10.9349
2023-02-16,10.8348
2023-02-17,10.7743
2023-02-18,10.7743
2023-02-19,10.7743
2023-02-20,10.7743
2023-02-21,10.5711
2023-02-22,10.5199
2023-02-23,10.5827
2023-02-24,10.5027
2023-02-25,10.5027
2023-02-26,10.5027
2023-02-27,10.4997
2023-02-28,10.4825
2023-03-01,10.5535
2023-03-02,10.5804
2023-03-03,10.6702
2023-03-04,10.6702
2023-03-05,10.6702
2023-03-06,10.6104
2023-03-07,10.4959
2023-03-08,10.5692
2023-03-09,10.41
2023-03-10,10.2843
2023-03-11,10.2843
2023-03-12,10.2843
2023-03-13,10.2761
2023-03-14,10.2724
2023-03-15,10.1782
2023-03-16,10.2956
