,GTES US Equity
2020-04-07,16.0384
2020-04-08,16.6006
2020-04-09,16.7531
2020-04-10,16.7531
2020-04-11,16.7531
2020-04-12,16.7531
2020-04-13,16.6102
2020-04-14,16.4958
2020-04-15,15.7715
2020-04-16,15.6572
2020-04-17,16.6578
2020-04-18,16.6578
2020-04-19,16.6578
2020-04-20,16.0193
2020-04-21,16.0479
2020-04-22,15.7906
2020-04-23,16.2004
2020-04-24,16.4196
2020-04-25,16.4196
2020-04-26,16.4196
2020-04-27,16.7436
2020-04-28,17.0485
2020-04-29,17.973
2020-04-30,17.363
2020-05-01,17.1153
2020-05-02,17.1153
2020-05-03,17.1153
2020-05-04,16.877
2020-05-05,16.877
2020-05-06,17.0214
2020-05-07,16.9452
2020-05-08,17.6887
2020-05-09,17.6887
2020-05-10,17.6887
2020-05-11,17.6887
2020-05-12,17.4599
2020-05-13,17.4794
2020-05-14,17.3173
2020-05-15,17.365
2020-05-16,17.365
2020-05-17,17.365
2020-05-18,18.3945
2020-05-19,17.8893
2020-05-20,18.2896
2020-05-21,18.4707
2020-05-22,18.2705
2020-05-23,18.2705
2020-05-24,18.2705
2020-05-25,18.2705
2020-05-26,18.8234
2020-05-27,19.1761
2020-05-28,18.7662
2020-05-29,18.7567
2020-05-30,18.7567
2020-05-31,18.7567
2020-06-01,18.8425
2020-06-02,18.9187
2020-06-03,19.3
2020-06-04,19.5097
2020-06-05,20.015
2020-06-06,20.015
2020-06-07,20.015
2020-06-08,20.482
2020-06-09,20.0531
2020-06-10,19.6623
2020-06-11,18.9759
2020-06-12,19.1856
2020-06-13,19.1856
2020-06-14,19.1856
2020-06-15,19.3
2020-06-16,19.6432
2020-06-17,19.3858
2020-06-18,19.3477
2020-06-19,19.3382
2020-06-20,19.3382
2020-06-21,19.3382
2020-06-22,19.138
2020-06-23,19.0427
2020-06-24,18.6423
2020-06-25,18.709
2020-06-26,27.3751
2020-06-27,27.3751
2020-06-28,27.3751
2020-06-29,27.7693
2020-06-30,27.9664
2020-07-01,27.3891
2020-07-02,27.3891
2020-07-03,27.3891
2020-07-04,27.3891
2020-07-05,27.3891
2020-07-06,27.544
2020-07-07,27.4314
2020-07-08,27.4877
2020-07-09,27.192
2020-07-10,27.4877
2020-07-11,27.4877
2020-07-12,27.4877
2020-07-13,27.3891
2020-07-14,27.9101
2020-07-15,28.4169
2020-07-16,28.4029
2020-07-17,28.5296
2020-07-18,28.5296
2020-07-19,28.5296
2020-07-20,28.4873
2020-07-21,28.7689
2020-07-22,28.8393
2020-07-23,29.2898
2020-07-24,28.7689
2020-07-25,28.7689
2020-07-26,28.7689
2020-07-27,29.1209
2020-07-28,28.7126
2020-07-29,29.149
2020-07-30,28.7548
2020-07-31,28.3325
2020-08-01,28.3325
2020-08-02,28.3325
2020-08-03,28.7971
2020-08-04,29.1772
2020-08-05,30.1076
2020-08-06,29.6852
2020-08-07,30.0372
2020-08-08,30.0372
2020-08-09,30.0372
2020-08-10,30.5723
2020-08-11,30.6145
2020-08-12,30.9243
2020-08-13,30.7131
2020-08-14,30.6568
2020-08-15,30.6568
2020-08-16,30.6568
2020-08-17,30.0513
2020-08-18,29.7697
2020-08-19,29.812
2020-08-20,29.6711
2020-08-21,29.643
2020-08-22,29.643
2020-08-23,29.643
2020-08-24,29.995
2020-08-25,30.2625
2020-08-26,30.0513
2020-08-27,29.8542
2020-08-28,30.0795
2020-08-29,30.0795
2020-08-30,30.0795
2020-08-31,29.3895
2020-09-01,29.995
2020-09-02,30.347
2020-09-03,29.4177
2020-09-04,29.6289
2020-09-05,29.6289
2020-09-06,29.6289
2020-09-07,29.6289
2020-09-08,29.1502
2020-09-09,29.5022
2020-09-10,28.9953
2020-09-11,29.3051
2020-09-12,29.3051
2020-09-13,29.3051
2020-09-14,29.5444
2020-09-15,30.5019
2020-09-16,30.3329
2020-09-17,30.2625
2020-09-18,30.1499
2020-09-19,30.1499
2020-09-20,30.1499
2020-09-21,28.939
2020-09-22,29.0516
2020-09-23,28.7841
2020-09-24,28.587
2020-09-25,30.5849
2020-09-26,30.5849
2020-09-27,30.5849
2020-09-28,30.9751
2020-09-29,31.0502
2020-09-30,31.0352
2020-10-01,30.825
2020-10-02,31.1853
2020-10-03,31.1853
2020-10-04,31.1853
2020-10-05,31.9208
2020-10-06,31.6506
2020-10-07,32.266
2020-10-08,32.4312
2020-10-09,32.0709
2020-10-10,32.0709
2020-10-11,32.0709
2020-10-12,32.3111
2020-10-13,32.6713
2020-10-14,32.3411
2020-10-15,32.4462
2020-10-16,32.5512
2020-10-17,32.5512
2020-10-18,32.5512
2020-10-19,32.0559
2020-10-20,32.4462
2020-10-21,32.0259
2020-10-22,32.161
2020-10-23,32.251
2020-10-24,32.251
2020-10-25,32.251
2020-10-26,31.6956
2020-10-27,31.6206
2020-10-28,31.1553
2020-10-29,31.2153
2020-10-30,31.0051
2020-10-31,31.0051
2020-11-01,31.0051
2020-11-02,32.0559
2020-11-03,32.4612
2020-11-04,32.178
2020-11-05,32.7185
2020-11-06,32.4182
2020-11-07,32.4182
2020-11-08,32.4182
2020-11-09,33.2289
2020-11-10,33.6643
2020-11-11,33.6342
2020-11-12,33.2139
2020-11-13,33.4841
2020-11-14,33.4841
2020-11-15,33.4841
2020-11-16,33.8894
2020-11-17,33.6943
2020-11-18,34.1897
2020-11-19,33.7243
2020-11-20,33.6943
2020-11-21,33.6943
2020-11-22,33.6943
2020-11-23,33.9195
2020-11-24,34.4599
2020-11-25,34.4749
2020-11-26,34.4749
2020-11-27,34.3999
2020-11-28,34.3999
2020-11-29,34.3999
2020-11-30,33.6793
2020-12-01,34.1447
2020-12-02,33.9945
2020-12-03,33.5442
2020-12-04,34.0095
2020-12-05,34.0095
2020-12-06,34.0095
2020-12-07,34.0696
2020-12-08,34.2497
2020-12-09,34.7301
2020-12-10,34.3698
2020-12-11,34.2648
2020-12-12,34.2648
2020-12-13,34.2648
2020-12-14,34.0396
2020-12-15,34.58
2020-12-16,34.3098
2020-12-17,34.2497
2020-12-18,34.2347
2020-12-19,34.2347
2020-12-20,34.2347
2020-12-21,33.9795
2020-12-22,33.6342
2020-12-23,33.9645
2020-12-24,33.9945
2020-12-25,33.9945
2020-12-26,33.9945
2020-12-27,33.9945
2020-12-28,33.7844
2020-12-29,33.5742
2020-12-30,33.6192
2020-12-31,30.3803
2021-01-01,30.3803
2021-01-02,30.3803
2021-01-03,30.3803
2021-01-04,30.0221
2021-01-05,30.5869
2021-01-06,31.5236
2021-01-07,31.7716
2021-01-08,31.7853
2021-01-09,31.7853
2021-01-10,31.7853
2021-01-11,31.8129
2021-01-12,31.9782
2021-01-13,31.868
2021-01-14,32.3777
2021-01-15,32.7771
2021-01-16,32.7771
2021-01-17,32.7771
2021-01-18,32.7771
2021-01-19,32.9838
2021-01-20,32.9838
2021-01-21,32.7771
2021-01-22,33.2042
2021-01-23,33.2042
2021-01-24,33.2042
2021-01-25,33.2042
2021-01-26,34.6505
2021-01-27,33.6725
2021-01-28,33.094
2021-01-29,32.2537
2021-01-30,32.2537
2021-01-31,32.2537
2021-02-01,32.6532
2021-02-02,32.8873
2021-02-03,33.2042
2021-02-04,33.6312
2021-02-05,33.9756
2021-02-06,33.9756
2021-02-07,33.9756
2021-02-08,33.9893
2021-02-09,34.747
2021-02-10,34.9949
2021-02-11,35.0824
2021-02-12,35.2615
2021-02-13,35.2615
2021-02-14,35.2615
2021-02-15,35.2615
2021-02-16,35.6749
2021-02-17,35.7575
2021-02-18,35.3304
2021-02-19,36.2122
2021-02-20,36.2122
2021-02-21,36.2122
2021-02-22,36.474
2021-02-23,37.4247
2021-02-24,35.4544
2021-02-25,34.3522
2021-02-26,33.4704
2021-02-27,33.4704
2021-02-28,33.4704
2021-03-01,34.1179
2021-03-02,34.1455
2021-03-03,34.5864
2021-03-04,33.7597
2021-03-05,34.9446
2021-03-06,34.9446
2021-03-07,34.9446
2021-03-08,34.6139
2021-03-09,33.9526
2021-03-10,35.0548
2021-03-11,35.5371
2021-03-12,35.6197
2021-03-13,35.6197
2021-03-14,35.6197
2021-03-15,35.9229
2021-03-16,35.6611
2021-03-17,36.35
2021-03-18,35.8815
2021-03-19,35.9366
2021-03-20,35.9366
2021-03-21,35.9366
2021-03-22,35.5233
2021-03-23,34.2695
2021-03-24,34.4348
2021-03-25,34.9446
2021-03-26,35.1926
2021-03-27,35.1926
2021-03-28,35.1926
2021-03-29,34.4624
2021-03-30,34.8757
2021-03-31,34.8344
2021-04-01,26.5156
2021-04-02,26.5156
2021-04-03,26.5156
2021-04-04,26.5156
2021-04-05,26.619
2021-04-06,26.7534
2021-04-07,26.6087
2021-04-08,26.6087
2021-04-09,27.0947
2021-04-10,27.0947
2021-04-11,27.0947
2021-04-12,27.1567
2021-04-13,26.5984
2021-04-14,26.7431
2021-04-15,27.2808
2021-04-16,27.4255
2021-04-17,27.4255
2021-04-18,27.4255
2021-04-19,27.6013
2021-04-20,26.9499
2021-04-21,27.3014
2021-04-22,27.198
2021-04-23,27.591
2021-04-24,27.591
2021-04-25,27.591
2021-04-26,27.6737
2021-04-27,27.7047
2021-04-28,27.7619
2021-04-29,27.7722
2021-04-30,27.4923
2021-05-01,27.4923
2021-05-02,27.4923
2021-05-03,27.5234
2021-05-04,27.5649
2021-05-05,27.4923
2021-05-06,27.5131
2021-05-07,27.8241
2021-05-08,27.8241
2021-05-09,27.8241
2021-05-10,27.8655
2021-05-11,27.7204
2021-05-12,27.5032
2021-05-13,27.6587
2021-05-14,28.1149
2021-05-15,28.1149
2021-05-16,28.1149
2021-05-17,27.6691
2021-05-18,27.5758
2021-05-19,27.4929
2021-05-20,27.5032
2021-05-21,27.6276
2021-05-22,27.6276
2021-05-23,27.6276
2021-05-24,27.6587
2021-05-25,27.3374
2021-05-26,27.7209
2021-05-27,28.4051
2021-05-28,28.4362
2021-05-29,28.4362
2021-05-30,28.4362
2021-05-31,28.4362
2021-06-01,28.6332
2021-06-02,28.457
2021-06-03,28.6332
2021-06-04,29.0997
2021-06-05,29.0997
2021-06-06,29.0997
2021-06-07,28.685
2021-06-08,28.5503
2021-06-09,28.4362
2021-06-10,28.4259
2021-06-11,28.7161
2021-06-12,28.7161
2021-06-13,28.7161
2021-06-14,28.2704
2021-06-15,28.3429
2021-06-16,28.1771
2021-06-17,27.4929
2021-06-18,27.327
2021-06-19,27.327
2021-06-20,27.327
2021-06-21,27.6691
2021-06-22,27.7935
2021-06-23,27.8557
2021-06-24,28.1978
2021-06-25,28.2807
2021-06-26,28.2807
2021-06-27,28.2807
2021-06-28,28.2185
2021-06-29,28.3222
2021-06-30,28.3429
2021-07-01,28.3118
2021-07-02,18.3601
2021-07-03,18.3601
2021-07-04,18.3601
2021-07-05,18.3601
2021-07-06,18.1621
2021-07-07,18.3055
2021-07-08,18.2099
2021-07-09,18.4352
2021-07-10,18.4352
2021-07-11,18.4352
2021-07-12,18.5855
2021-07-13,18.4967
2021-07-14,18.4011
2021-07-15,18.3123
2021-07-16,18.1074
2021-07-17,18.1074
2021-07-18,18.1074
2021-07-19,17.6772
2021-07-20,18.1894
2021-07-21,18.4011
2021-07-22,18.367
2021-07-23,18.5309
2021-07-24,18.5309
2021-07-25,18.5309
2021-07-26,18.5377
2021-07-27,18.2099
2021-07-28,18.1416
2021-07-29,18.4967
2021-07-30,18.5104
2021-07-31,18.5104
2021-08-01,18.5104
2021-08-02,18.3806
2021-08-03,18.6538
2021-08-04,18.5513
2021-08-05,18.5855
2021-08-06,18.8587
2021-08-07,18.8587
2021-08-08,18.8587
2021-08-09,18.3839
2021-08-10,18.3497
2021-08-11,17.5705
2021-08-12,17.4885
2021-08-13,17.5568
2021-08-14,17.5568
2021-08-15,17.5568
2021-08-16,17.4265
2021-08-17,17.2351
2021-08-18,17.2488
2021-08-19,17.1258
2021-08-20,17.1326
2021-08-21,17.1326
2021-08-22,17.1326
2021-08-23,17.2215
2021-08-24,17.3308
2021-08-25,17.5222
2021-08-26,17.3923
2021-08-27,17.7204
2021-08-28,17.7204
2021-08-29,17.7204
2021-08-30,17.6589
2021-08-31,17.3377
2021-09-01,17.2762
2021-09-02,17.488
2021-09-03,17.488
2021-09-04,17.488
2021-09-05,17.488
2021-09-06,17.488
2021-09-07,17.4265
2021-09-08,17.5085
2021-09-09,17.7341
2021-09-10,17.8093
2021-09-11,17.8093
2021-09-12,17.8093
2021-09-13,17.8844
2021-09-14,17.4744
2021-09-15,17.6657
2021-09-16,17.529
2021-09-17,17.242
2021-09-18,17.242
2021-09-19,17.242
2021-09-20,16.9618
2021-09-21,16.9276
2021-09-22,17.1121
2021-09-23,17.365
2021-09-24,17.4334
2021-09-25,17.4334
2021-09-26,17.4334
2021-09-27,17.4675
2021-09-28,17.3035
2021-09-29,17.3992
2021-09-30,17.2625
2021-10-01,14.9956
2021-10-02,14.9956
2021-10-03,14.9956
2021-10-04,15.0488
2021-10-05,15.2972
2021-10-06,14.8892
2021-10-07,14.8892
2021-10-08,14.8833
2021-10-09,14.8833
2021-10-10,14.8833
2021-10-11,14.5995
2021-10-12,14.5699
2021-10-13,14.6645
2021-10-14,14.7177
2021-10-15,14.8596
2021-10-16,14.8596
2021-10-17,14.8596
2021-10-18,14.8951
2021-10-19,14.9483
2021-10-20,15.0311
2021-10-21,15.0488
2021-10-22,15.0607
2021-10-23,15.0607
2021-10-24,15.0607
2021-10-25,15.0902
2021-10-26,14.9542
2021-10-27,14.7532
2021-10-28,15.0074
2021-10-29,14.8537
2021-10-30,14.8537
2021-10-31,14.8537
2021-11-01,15.2676
2021-11-02,15.3385
2021-11-03,15.4686
2021-11-04,15.51
2021-11-05,15.8766
2021-11-06,15.8766
2021-11-07,15.8766
2021-11-08,15.2767
2021-11-09,15.1939
2021-11-10,15.3004
2021-11-11,15.3181
2021-11-12,15.3004
2021-11-13,15.3004
2021-11-14,15.3004
2021-11-15,14.9455
2021-11-16,15.052
2021-11-17,15.1111
2021-11-18,15.0106
2021-11-19,14.7503
2021-11-20,14.7503
2021-11-21,14.7503
2021-11-22,14.8331
2021-11-23,14.9692
2021-11-24,14.9633
2021-11-25,14.9633
2021-11-26,14.8095
2021-11-27,14.8095
2021-11-28,14.8095
2021-11-29,14.7858
2021-11-30,14.6143
2021-12-01,14.567
2021-12-02,14.7385
2021-12-03,14.7858
2021-12-04,14.7858
2021-12-05,14.7858
2021-12-06,14.6025
2021-12-07,14.9278
2021-12-08,14.7977
2021-12-09,14.6675
2021-12-10,14.5966
2021-12-11,14.5966
2021-12-12,14.5966
2021-12-13,14.5197
2021-12-14,14.3777
2021-12-15,14.4428
2021-12-16,14.3008
2021-12-17,14.2476
2021-12-18,14.2476
2021-12-19,14.2476
2021-12-20,13.7331
2021-12-21,14.1885
2021-12-22,14.2003
2021-12-23,14.2594
2021-12-24,14.2594
2021-12-25,14.2594
2021-12-26,14.2594
2021-12-27,14.4724
2021-12-28,14.4487
2021-12-29,14.4783
2021-12-30,14.5197
2021-12-31,14.6069
2022-01-01,14.6069
2022-01-02,14.6069
2022-01-03,14.7576
2022-01-04,15.0833
2022-01-05,14.9024
2022-01-06,14.9084
2022-01-07,14.8843
2022-01-08,14.8843
2022-01-09,14.8843
2022-01-10,14.7034
2022-01-11,14.7818
2022-01-12,14.8059
2022-01-13,15.0531
2022-01-14,15.0169
2022-01-15,15.0169
2022-01-16,15.0169
2022-01-17,15.0169
2022-01-18,14.8963
2022-01-19,14.6431
2022-01-20,14.4863
2022-01-21,14.4139
2022-01-22,14.4139
2022-01-23,14.4139
2022-01-24,14.5767
2022-01-25,14.3958
2022-01-26,14.3596
2022-01-27,14.0762
2022-01-28,14.2209
2022-01-29,14.2209
2022-01-30,14.2209
2022-01-31,14.3415
2022-02-01,14.4863
2022-02-02,14.5225
2022-02-03,14.3295
2022-02-04,14.2631
2022-02-05,14.2631
2022-02-06,14.2631
2022-02-07,14.1063
2022-02-08,14.2631
2022-02-09,14.426
2022-02-10,14.3054
2022-02-11,14.0338
2022-02-12,14.0338
2022-02-13,14.0338
2022-02-14,14.0338
2022-02-15,14.2986
2022-02-16,14.4371
2022-02-17,14.3408
2022-02-18,14.2866
2022-02-19,14.2866
2022-02-20,14.2866
2022-02-21,14.2866
2022-02-22,14.1903
2022-02-23,14.3347
2022-02-24,14.2264
2022-02-25,14.4972
2022-02-26,14.4972
2022-02-27,14.4972
2022-02-28,14.5454
2022-03-01,14.1963
2022-03-02,14.3949
2022-03-03,14.5695
2022-03-04,14.1722
2022-03-05,14.1722
2022-03-06,14.1722
2022-03-07,13.8653
2022-03-08,14.0639
2022-03-09,14.425
2022-03-10,14.3046
2022-03-11,14.2445
2022-03-12,14.2445
2022-03-13,14.2445
2022-03-14,14.1121
2022-03-15,14.1662
2022-03-16,14.5093
2022-03-17,14.6357
2022-03-18,14.7861
2022-03-19,14.7861
2022-03-20,14.7861
2022-03-21,14.6958
2022-03-22,14.8403
2022-03-23,14.4852
2022-03-24,14.7079
2022-03-25,13.9187
2022-03-26,13.9187
2022-03-27,13.9187
2022-03-28,13.9246
2022-03-29,13.9948
2022-03-30,13.9187
2022-03-31,13.8251
2022-04-01,16.2736
2022-04-02,16.2736
2022-04-03,16.2736
2022-04-04,15.8593
2022-04-05,15.3514
2022-04-06,15.1175
2022-04-07,15.2311
2022-04-08,15.1977
2022-04-09,15.1977
2022-04-10,15.1977
2022-04-11,15.0774
2022-04-12,15.044
2022-04-13,15.1175
2022-04-14,15.1709
2022-04-15,15.1709
2022-04-16,15.1709
2022-04-17,15.1709
2022-04-18,15.0239
2022-04-19,15.4048
2022-04-20,15.4984
2022-04-21,15.5786
2022-04-22,15.2244
2022-04-23,15.2244
2022-04-24,15.2244
2022-04-25,15.1843
2022-04-26,14.8903
2022-04-27,14.8836
2022-04-28,15.2789
2022-04-29,15.0534
2022-04-30,15.0534
2022-05-01,15.0534
2022-05-02,15.2311
2022-05-03,15.2857
2022-05-04,15.4228
2022-05-05,15.2042
2022-05-06,14.9172
2022-05-07,14.9172
2022-05-08,14.9172
2022-05-09,14.5893
2022-05-10,14.48
2022-05-11,14.3502
2022-05-12,14.5415
2022-05-13,14.8148
2022-05-14,14.8148
2022-05-15,14.8148
2022-05-16,14.8284
2022-05-17,15.0949
2022-05-18,14.7943
2022-05-19,14.8353
2022-05-20,14.7601
2022-05-21,14.7601
2022-05-22,14.7601
2022-05-23,14.8626
2022-05-24,14.7396
2022-05-25,14.8967
2022-05-26,15.0334
2022-05-27,15.2247
2022-05-28,15.2247
2022-05-29,15.2247
2022-05-30,15.2247
2022-05-31,15.0607
2022-06-01,14.9172
2022-06-02,15.334
2022-06-03,15.0539
2022-06-04,15.0539
2022-06-05,15.0539
2022-06-06,15.1905
2022-06-07,15.3408
2022-06-08,15.1769
2022-06-09,14.9309
2022-06-10,14.5142
2022-06-11,14.5142
2022-06-12,14.5142
2022-06-13,14.0222
2022-06-14,14.1247
2022-06-15,14.1726
2022-06-16,13.7968
2022-06-17,13.8173
2022-06-18,13.8173
2022-06-19,13.8173
2022-06-20,13.8173
2022-06-21,13.7968
2022-06-22,13.7558
2022-06-23,13.7968
2022-06-24,13.9129
2022-06-25,13.9129
2022-06-26,13.9129
2022-06-27,14.0017
2022-06-28,13.9129
2022-06-29,13.7626
2022-06-30,13.7285
2022-07-01,14.9905
2022-07-02,14.9905
2022-07-03,14.9905
2022-07-04,14.9905
2022-07-05,14.9158
2022-07-06,14.9307
2022-07-07,15.2222
2022-07-08,15.0653
2022-07-09,15.0653
2022-07-10,15.0653
2022-07-11,14.9158
2022-07-12,15.0055
2022-07-13,14.8261
2022-07-14,14.6916
2022-07-15,14.9307
2022-07-16,14.9307
2022-07-17,14.9307
2022-07-18,14.9083
2022-07-19,15.282
2022-07-20,15.4689
2022-07-21,15.4689
2022-07-22,15.4988
2022-07-23,15.4988
2022-07-24,15.4988
2022-07-25,15.5062
2022-07-26,15.5212
2022-07-27,15.7304
2022-07-28,15.8425
2022-07-29,15.9771
2022-07-30,15.9771
2022-07-31,15.9771
2022-08-01,15.9397
2022-08-02,15.8351
2022-08-03,15.9771
2022-08-04,16.0443
2022-08-05,15.5333
2022-08-06,15.5333
2022-08-07,15.5333
2022-08-08,15.5042
2022-08-09,15.3658
2022-08-10,15.679
2022-08-11,15.7373
2022-08-12,15.9267
2022-08-13,15.9267
2022-08-14,15.9267
2022-08-15,15.9995
2022-08-16,15.9704
2022-08-17,15.73
2022-08-18,15.7591
2022-08-19,15.5479
2022-08-20,15.5479
2022-08-21,15.5479
2022-08-22,15.1472
2022-08-23,15.2055
2022-08-24,15.2346
2022-08-25,15.3221
2022-08-26,14.9651
2022-08-27,14.9651
2022-08-28,14.9651
2022-08-29,14.5207
2022-08-30,14.681
2022-08-31,14.5936
2022-09-01,14.4333
2022-09-02,14.63
2022-09-03,14.63
2022-09-04,14.63
2022-09-05,14.63
2022-09-06,14.5062
2022-09-07,14.8995
2022-09-08,14.9578
2022-09-09,15.2346
2022-09-10,15.2346
2022-09-11,15.2346
2022-09-12,15.475
2022-09-13,15.0671
2022-09-14,15.0744
2022-09-15,14.9432
2022-09-16,14.6956
2022-09-17,14.6956
2022-09-18,14.6956
2022-09-19,14.8995
2022-09-20,14.6227
2022-09-21,14.5572
2022-09-22,14.375
2022-09-23,13.9889
2022-09-24,13.9889
2022-09-25,13.9889
2022-09-26,13.8869
2022-09-27,13.9525
2022-09-28,14.1565
2022-09-29,14.0108
2022-09-30,14.6486
2022-10-01,14.6486
2022-10-02,14.6486
2022-10-03,14.9068
2022-10-04,15.1963
2022-10-05,15.1259
2022-10-06,15.0554
2022-10-07,14.8286
2022-10-08,14.8286
2022-10-09,14.8286
2022-10-10,14.6017
2022-10-11,14.6017
2022-10-12,14.6173
2022-10-13,14.9694
2022-10-14,14.9772
2022-10-15,14.9772
2022-10-16,14.9772
2022-10-17,15.0633
2022-10-18,15.384
2022-10-19,15.2745
2022-10-20,15.1415
2022-10-21,15.3449
2022-10-22,15.3449
2022-10-23,15.3449
2022-10-24,15.4701
2022-10-25,15.7048
2022-10-26,15.6422
2022-10-27,15.7831
2022-10-28,15.8926
2022-10-29,15.8926
2022-10-30,15.8926
2022-10-31,15.7361
2022-11-01,15.9239
2022-11-02,15.5718
2022-11-03,15.5718
2022-11-04,15.1931
2022-11-05,15.1931
2022-11-06,15.1931
2022-11-07,15.7724
2022-11-08,15.7959
2022-11-09,15.7176
2022-11-10,16.1717
2022-11-11,16.3439
2022-11-12,16.3439
2022-11-13,16.3439
2022-11-14,16.1325
2022-11-15,16.3517
2022-11-16,16.1482
2022-11-17,16.0308
2022-11-18,16.0543
2022-11-19,16.0543
2022-11-20,16.0543
2022-11-21,16.0699
2022-11-22,16.203
2022-11-23,16.0856
2022-11-24,16.0856
2022-11-25,16.1404
2022-11-26,16.1404
2022-11-27,16.1404
2022-11-28,15.8272
2022-11-29,15.9055
2022-11-30,16.1091
2022-12-01,16.0778
2022-12-02,16.0856
2022-12-03,16.0856
2022-12-04,16.0856
2022-12-05,15.8194
2022-12-06,15.6315
2022-12-07,15.4828
2022-12-08,15.6863
2022-12-09,15.5454
2022-12-10,15.5454
2022-12-11,15.5454
2022-12-12,15.7255
2022-12-13,15.9995
2022-12-14,15.8586
2022-12-15,15.5298
2022-12-16,15.6785
2022-12-17,15.6785
2022-12-18,15.6785
2022-12-19,15.5767
2022-12-20,15.6785
2022-12-21,15.8742
2022-12-22,15.5689
2022-12-23,15.749
2022-12-24,15.749
2022-12-25,15.749
2022-12-26,15.749
2022-12-27,15.8351
2022-12-28,15.655
2022-12-29,15.9447
2022-12-30,14.5511
2022-12-31,14.5511
2023-01-01,14.5511
2023-01-02,14.5511
2023-01-03,14.6688
2023-01-04,14.8601
2023-01-05,14.9925
2023-01-06,15.2867
2023-01-07,15.2867
2023-01-08,15.2867
2023-01-09,15.3161
2023-01-10,15.3897
2023-01-11,15.4706
2023-01-12,15.5147
2023-01-13,15.5221
2023-01-14,15.5221
2023-01-15,15.5221
2023-01-16,15.5221
2023-01-17,15.3823
2023-01-18,15.272
2023-01-19,15.1249
2023-01-20,15.3235
2023-01-21,15.3235
2023-01-22,15.3235
2023-01-23,15.4926
2023-01-24,15.5735
2023-01-25,15.4632
2023-01-26,15.5515
2023-01-27,15.7354
2023-01-28,15.7354
2023-01-29,15.7354
2023-01-30,15.5588
2023-01-31,15.8751
2023-02-01,16.0222
2023-02-02,16.2282
2023-02-03,16.184
2023-02-04,16.184
2023-02-05,16.184
2023-02-06,15.9192
2023-02-07,16.0149
2023-02-08,15.8163
2023-02-09,16.4177
2023-02-10,16.3662
2023-02-11,16.3662
2023-02-12,16.3662
2023-02-13,16.3515
2023-02-14,16.4913
2023-02-15,16.6458
2023-02-16,16.5134
2023-02-17,16.5796
2023-02-18,16.5796
2023-02-19,16.5796
2023-02-20,16.5796
2023-02-21,16.4619
2023-02-22,16.4839
2023-02-23,16.5354
2023-02-24,16.5502
2023-02-25,16.5502
2023-02-26,16.5502
2023-02-27,16.4766
2023-02-28,16.4913
2023-03-01,16.5428
2023-03-02,16.6164
2023-03-03,16.7636
2023-03-04,16.7636
2023-03-05,16.7636
2023-03-06,16.587
2023-03-07,16.5428
2023-03-08,16.6238
2023-03-09,16.4324
2023-03-10,16.0718
2023-03-11,16.0718
2023-03-12,16.0718
2023-03-13,15.8731
2023-03-14,16.1822
2023-03-15,15.9173
2023-03-16,16.0865
