,GL US Equity
2020-05-07,9.8745
2020-05-08,10.0917
2020-05-09,10.0917
2020-05-10,10.0917
2020-05-11,9.8078
2020-05-12,9.4315
2020-05-13,8.8875
2020-05-14,8.9756
2020-05-15,9.1251
2020-05-16,9.1251
2020-05-17,9.1251
2020-05-18,9.682
2020-05-19,9.339
2020-05-20,9.538
2020-05-21,9.6218
2020-05-22,9.5315
2020-05-23,9.5315
2020-05-24,9.5315
2020-05-25,9.5315
2020-05-26,9.9928
2020-05-27,10.1659
2020-05-28,10.0196
2020-05-29,10.0132
2020-05-30,10.0132
2020-05-31,10.0132
2020-06-01,10.253
2020-06-02,10.2196
2020-06-03,10.4261
2020-06-04,10.6175
2020-06-05,10.9701
2020-06-06,10.9701
2020-06-07,10.9701
2020-06-08,11.112
2020-06-09,10.8723
2020-06-10,10.6013
2020-06-11,9.6885
2020-06-12,9.8928
2020-06-13,9.8928
2020-06-14,9.8928
2020-06-15,9.996
2020-06-16,10.1422
2020-06-17,9.9551
2020-06-18,9.9723
2020-06-19,9.925
2020-06-20,9.925
2020-06-21,9.925
2020-06-22,9.8444
2020-06-23,9.7766
2020-06-24,9.3863
2020-06-25,9.5444
2020-06-26,9.3498
2020-06-27,9.3498
2020-06-28,9.3498
2020-06-29,9.5111
2020-06-30,10.1457
2020-07-01,9.9896
2020-07-02,9.9601
2020-07-03,9.9601
2020-07-04,9.9601
2020-07-05,9.9601
2020-07-06,10.1119
2020-07-07,9.8477
2020-07-08,9.9241
2020-07-09,9.7046
2020-07-10,9.9372
2020-07-11,9.9372
2020-07-12,9.9372
2020-07-13,9.959
2020-07-14,10.0529
2020-07-15,10.2637
2020-07-16,10.3357
2020-07-17,10.2648
2020-07-18,10.2648
2020-07-19,10.2648
2020-07-20,10.1359
2020-07-21,10.2528
2020-07-22,10.3041
2020-07-23,10.8107
2020-07-24,10.8162
2020-07-25,10.8162
2020-07-26,10.8162
2020-07-27,10.7288
2020-07-28,10.6
2020-07-29,10.8566
2020-07-30,10.7474
2020-07-31,10.7321
2020-08-01,10.7321
2020-08-02,10.7321
2020-08-03,10.7266
2020-08-04,10.6316
2020-08-05,10.8085
2020-08-06,10.818
2020-08-07,11.0747
2020-08-08,11.0747
2020-08-09,11.0747
2020-08-10,11.3053
2020-08-11,11.4113
2020-08-12,11.3872
2020-08-13,11.326
2020-08-14,11.3807
2020-08-15,11.3807
2020-08-16,11.3807
2020-08-17,11.1545
2020-08-18,11.0725
2020-08-19,11.0671
2020-08-20,10.9086
2020-08-21,10.8617
2020-08-22,10.8617
2020-08-23,10.8617
2020-08-24,11.2725
2020-08-25,11.2528
2020-08-26,11.2364
2020-08-27,11.3381
2020-08-28,11.3086
2020-08-29,11.3086
2020-08-30,11.3086
2020-08-31,11.0529
2020-09-01,11.0037
2020-09-02,11.1075
2020-09-03,10.984
2020-09-04,11.2069
2020-09-05,11.2069
2020-09-06,11.2069
2020-09-07,11.2069
2020-09-08,10.948
2020-09-09,10.9567
2020-09-10,10.7895
2020-09-11,10.9425
2020-09-12,10.9425
2020-09-13,10.9425
2020-09-14,11.1348
2020-09-15,11.1523
2020-09-16,11.1982
2020-09-17,11.1534
2020-09-18,11.0507
2020-09-19,11.0507
2020-09-20,11.0507
2020-09-21,10.7043
2020-09-22,10.724
2020-09-23,10.4989
2020-09-24,10.5393
2020-09-25,10.6147
2020-09-26,10.6147
2020-09-27,10.6147
2020-09-28,10.7655
2020-09-29,10.6737
2020-09-30,10.8146
2020-10-01,10.8834
2020-10-02,10.9134
2020-10-03,10.9134
2020-10-04,10.9134
2020-10-05,11.0666
2020-10-06,10.9434
2020-10-07,11.0632
2020-10-08,11.1554
2020-10-09,11.0244
2020-10-10,11.0244
2020-10-11,11.0244
2020-10-12,11.0965
2020-10-13,10.9722
2020-10-14,10.9944
2020-10-15,11.1443
2020-10-16,11.1853
2020-10-17,11.1853
2020-10-18,11.1853
2020-10-19,11.1232
2020-10-20,11.2086
2020-10-21,11.2841
2020-10-22,11.545
2020-10-23,11.5072
2020-10-24,11.5072
2020-10-25,11.5072
2020-10-26,11.2508
2020-10-27,10.9755
2020-10-28,10.6914
2020-10-29,10.8002
2020-10-30,10.9467
2020-10-31,10.9467
2020-11-01,10.9467
2020-11-02,11.1864
2020-11-03,11.3973
2020-11-04,11.2419
2020-11-05,11.3585
2020-11-06,11.184
2020-11-07,11.184
2020-11-08,11.184
2020-11-09,11.9224
2020-11-10,12.0642
2020-11-11,11.9792
2020-11-12,11.6912
2020-11-13,11.9846
2020-11-14,11.9846
2020-11-15,11.9846
2020-11-16,12.2267
2020-11-17,12.1755
2020-11-18,12.0304
2020-11-19,12.1275
2020-11-20,12.1209
2020-11-21,12.1209
2020-11-22,12.1209
2020-11-23,12.2671
2020-11-24,12.5823
2020-11-25,12.4874
2020-11-26,12.4874
2020-11-27,12.4187
2020-11-28,12.4187
2020-11-29,12.4187
2020-11-30,12.1002
2020-12-01,12.2464
2020-12-02,12.3216
2020-12-03,12.302
2020-12-04,12.4667
2020-12-05,12.4667
2020-12-06,12.4667
2020-12-07,12.2944
2020-12-08,12.2584
2020-12-09,12.2377
2020-12-10,12.2944
2020-12-11,12.1657
2020-12-12,12.1657
2020-12-13,12.1657
2020-12-14,11.9552
2020-12-15,12.1668
2020-12-16,12.1471
2020-12-17,12.1362
2020-12-18,12.0686
2020-12-19,12.0686
2020-12-20,12.0686
2020-12-21,12.0075
2020-12-22,11.953
2020-12-23,12.0784
2020-12-24,12.0751
2020-12-25,12.0751
2020-12-26,12.0751
2020-12-27,12.0751
2020-12-28,12.1209
2020-12-29,11.9977
2020-12-30,12.1122
2020-12-31,11.9654
2021-01-01,11.9654
2021-01-02,11.9654
2021-01-03,11.9654
2021-01-04,11.693
2021-01-05,11.6855
2021-01-06,12.2326
2021-01-07,12.1794
2021-01-08,12.1229
2021-01-09,12.1229
2021-01-10,12.1229
2021-01-11,12.008
2021-01-12,12.0389
2021-01-13,12.0665
2021-01-14,12.1378
2021-01-15,12.0846
2021-01-16,12.0846
2021-01-17,12.0846
2021-01-18,12.0846
2021-01-19,12.1698
2021-01-20,12.1315
2021-01-21,12.0453
2021-01-22,11.8994
2021-01-23,11.8994
2021-01-24,11.8994
2021-01-25,11.81
2021-01-26,11.7685
2021-01-27,11.4588
2021-01-28,11.7313
2021-01-29,11.479
2021-01-30,11.479
2021-01-31,11.479
2021-02-01,11.5791
2021-02-02,11.7121
2021-02-03,11.5269
2021-02-04,11.76
2021-02-05,11.8271
2021-02-06,11.8271
2021-02-07,11.8271
2021-02-08,11.8739
2021-02-09,11.7302
2021-02-10,11.6887
2021-02-11,11.726
2021-02-12,11.8654
2021-02-13,11.8654
2021-02-14,11.8654
2021-02-15,11.8654
2021-02-16,11.8398
2021-02-17,11.9356
2021-02-18,11.8186
2021-02-19,12.0016
2021-02-20,12.0016
2021-02-21,12.0016
2021-02-22,12.1336
2021-02-23,12.0942
2021-02-24,12.323
2021-02-25,12.1006
2021-02-26,11.6685
2021-02-27,11.6685
2021-02-28,11.6685
2021-03-01,11.8491
2021-03-02,11.9478
2021-03-03,11.9751
2021-03-04,11.785
2021-03-05,12.0802
2021-03-06,12.0802
2021-03-07,12.0802
2021-03-08,12.306
2021-03-09,12.2619
2021-03-10,12.4814
2021-03-11,12.3459
2021-03-12,12.5076
2021-03-13,12.5076
2021-03-14,12.5076
2021-03-15,12.4856
2021-03-16,12.3228
2021-03-17,12.4152
2021-03-18,12.3659
2021-03-19,13.5263
2021-03-20,13.5263
2021-03-21,13.5263
2021-03-22,13.4332
2021-03-23,13.2068
2021-03-24,13.254
2021-03-25,13.4297
2021-03-26,13.4674
2021-03-27,13.4674
2021-03-28,13.4674
2021-03-29,13.333
2021-03-30,13.4509
2021-03-31,13.0701
2021-04-01,13.309
2021-04-02,13.309
2021-04-03,13.309
2021-04-04,13.309
2021-04-05,13.309
2021-04-06,13.3357
2021-04-07,13.3322
2021-04-08,13.2267
2021-04-09,13.3925
2021-04-10,13.3925
2021-04-11,13.3925
2021-04-12,13.5538
2021-04-13,13.5352
2021-04-14,13.6651
2021-04-15,13.7045
2021-04-16,13.9725
2021-04-17,13.9725
2021-04-18,13.9725
2021-04-19,13.9562
2021-04-20,13.846
2021-04-21,14.0838
2021-04-22,13.7057
2021-04-23,13.8182
2021-04-24,13.8182
2021-04-25,13.8182
2021-04-26,13.7474
2021-04-27,13.7741
2021-04-28,13.7289
2021-04-29,13.8588
2021-04-30,13.7498
2021-05-01,13.7498
2021-05-02,13.7498
2021-05-03,13.8472
2021-05-04,13.9203
2021-05-05,14.0676
2021-05-06,12.819
2021-05-07,12.7891
2021-05-08,12.7891
2021-05-09,12.7891
2021-05-10,12.7757
2021-05-11,12.5747
2021-05-12,12.3901
2021-05-13,12.6973
2021-05-14,12.8344
2021-05-15,12.8344
2021-05-16,12.8344
2021-05-17,12.7685
2021-05-18,12.7056
2021-05-19,12.6911
2021-05-20,12.6551
2021-05-21,12.7355
2021-05-22,12.7355
2021-05-23,12.7355
2021-05-24,12.7221
2021-05-25,12.552
2021-05-26,12.5829
2021-05-27,12.7066
2021-05-28,12.7303
2021-05-29,12.7303
2021-05-30,12.7303
2021-05-31,12.7303
2021-06-01,12.7881
2021-06-02,12.7994
2021-06-03,12.8231
2021-06-04,12.8406
2021-06-05,12.8406
2021-06-06,12.8406
2021-06-07,12.8386
2021-06-08,12.8293
2021-06-09,12.6685
2021-06-10,12.5375
2021-06-11,12.6004
2021-06-12,12.6004
2021-06-13,12.6004
2021-06-14,12.4777
2021-06-15,12.6004
2021-06-16,12.487
2021-06-17,11.9767
2021-06-18,11.3726
2021-06-19,11.3726
2021-06-20,11.3726
2021-06-21,11.7283
2021-06-22,11.6613
2021-06-23,11.6613
2021-06-24,11.7901
2021-06-25,11.9674
2021-06-26,11.9674
2021-06-27,11.9674
2021-06-28,11.7788
2021-06-29,11.6726
2021-06-30,11.5587
2021-07-01,11.6996
2021-07-02,11.6126
2021-07-03,11.6126
2021-07-04,11.6126
2021-07-05,11.6126
2021-07-06,11.4408
2021-07-07,11.4978
2021-07-08,11.2081
2021-07-09,11.4798
2021-07-10,11.4798
2021-07-11,11.4798
2021-07-12,11.4838
2021-07-13,11.4408
2021-07-14,11.4108
2021-07-15,11.4828
2021-07-16,11.4388
2021-07-17,11.4388
2021-07-18,11.4388
2021-07-19,11.0972
2021-07-20,11.3439
2021-07-21,11.4188
2021-07-22,11.3249
2021-07-23,11.3699
2021-07-24,11.3699
2021-07-25,11.3699
2021-07-26,11.4198
2021-07-27,11.3749
2021-07-28,11.3479
2021-07-29,11.4568
2021-07-30,11.3449
2021-07-31,11.3449
2021-08-01,11.3449
2021-08-02,11.304
2021-08-03,11.269
2021-08-04,11.1941
2021-08-05,11.1763
2021-08-06,11.3252
2021-08-07,11.3252
2021-08-08,11.3252
2021-08-09,11.34
2021-08-10,11.4731
2021-08-11,11.6565
2021-08-12,11.5766
2021-08-13,11.549
2021-08-14,11.549
2021-08-15,11.549
2021-08-16,11.5362
2021-08-17,11.5254
2021-08-18,11.4711
2021-08-19,11.3982
2021-08-20,11.409
2021-08-21,11.409
2021-08-22,11.409
2021-08-23,11.4968
2021-08-24,11.5638
2021-08-25,11.623
2021-08-26,11.4701
2021-08-27,11.6033
2021-08-28,11.6033
2021-08-29,11.6033
2021-08-30,11.5076
2021-08-31,11.5165
2021-09-01,11.4603
2021-09-02,11.3913
2021-09-03,11.341
2021-09-04,11.341
2021-09-05,11.341
2021-09-06,11.341
2021-09-07,11.2246
2021-09-08,11.2039
2021-09-09,11.2226
2021-09-10,11.1181
2021-09-11,11.1181
2021-09-12,11.1181
2021-09-13,11.2325
2021-09-14,11.127
2021-09-15,11.1428
2021-09-16,11.1004
2021-09-17,10.8854
2021-09-18,10.8854
2021-09-19,10.8854
2021-09-20,10.705
2021-09-21,10.5797
2021-09-22,10.7119
2021-09-23,10.8194
2021-09-24,10.7957
2021-09-25,10.7957
2021-09-26,10.7957
2021-09-27,11.0146
2021-09-28,10.8913
2021-09-29,10.9278
2021-09-30,10.5816
2021-10-01,10.704
2021-10-02,10.704
2021-10-03,10.704
2021-10-04,10.6636
2021-10-05,10.8354
2021-10-06,10.9243
2021-10-07,11.0645
2021-10-08,11.1139
2021-10-09,11.1139
2021-10-10,11.1139
2021-10-11,11.0279
2021-10-12,11.0773
2021-10-13,11.0724
2021-10-14,11.2887
2021-10-15,11.4141
2021-10-16,11.4141
2021-10-17,11.4141
2021-10-18,11.3716
2021-10-19,11.416
2021-10-20,11.5148
2021-10-21,11.0102
2021-10-22,10.9934
2021-10-23,10.9934
2021-10-24,10.9934
2021-10-25,10.9489
2021-10-26,10.8453
2021-10-27,10.7672
2021-10-28,10.7811
2021-10-29,10.5806
2021-10-30,10.5806
2021-10-31,10.5806
2021-11-01,10.8265
2021-11-02,10.8729
2021-11-03,10.9233
2021-11-04,10.8636
2021-11-05,11.0881
2021-11-06,11.0881
2021-11-07,11.0881
2021-11-08,10.992
2021-11-09,10.842
2021-11-10,10.8841
2021-11-11,10.941
2021-11-12,11.0459
2021-11-13,11.0459
2021-11-14,11.0459
2021-11-15,11.0616
2021-11-16,11.0694
2021-11-17,11.0243
2021-11-18,10.9214
2021-11-19,10.8528
2021-11-20,10.8528
2021-11-21,10.8528
2021-11-22,10.8881
2021-11-23,11.0665
2021-11-24,10.9616
2021-11-25,10.9616
2021-11-26,10.5224
2021-11-27,10.5224
2021-11-28,10.5224
2021-11-29,10.4626
2021-11-30,10.2734
2021-12-01,10.1479
2021-12-02,10.5067
2021-12-03,10.5057
2021-12-04,10.5057
2021-12-05,10.5057
2021-12-06,10.7538
2021-12-07,10.793
2021-12-08,10.8194
2021-12-09,10.7763
2021-12-10,10.8008
2021-12-11,10.8008
2021-12-12,10.8008
2021-12-13,10.7391
2021-12-14,10.7891
2021-12-15,10.8322
2021-12-16,10.792
2021-12-17,10.5812
2021-12-18,10.5812
2021-12-19,10.5812
2021-12-20,10.3048
2021-12-21,10.6842
2021-12-22,10.7851
2021-12-23,10.8773
2021-12-24,10.8773
2021-12-25,10.8773
2021-12-26,10.8773
2021-12-27,10.9361
2021-12-28,11.0204
2021-12-29,11.0714
2021-12-30,11.0185
2021-12-31,11.4449
2022-01-01,11.4449
2022-01-02,11.4449
2022-01-03,11.5687
2022-01-04,11.8171
2022-01-05,11.8221
2022-01-06,11.9793
2022-01-07,12.1547
2022-01-08,12.1547
2022-01-09,12.1547
2022-01-10,12.1841
2022-01-11,12.2947
2022-01-12,12.5127
2022-01-13,12.5035
2022-01-14,12.6871
2022-01-15,12.6871
2022-01-16,12.6871
2022-01-17,12.6871
2022-01-18,12.6009
2022-01-19,12.4975
2022-01-20,12.4173
2022-01-21,12.1821
2022-01-22,12.1821
2022-01-23,12.1821
2022-01-24,12.2906
2022-01-25,12.3423
2022-01-26,12.3514
2022-01-27,12.1933
2022-01-28,12.2886
2022-01-29,12.2886
2022-01-30,12.2886
2022-01-31,12.3149
2022-02-01,12.3606
2022-02-02,12.4883
2022-02-03,12.3271
2022-02-04,12.4741
2022-02-05,12.4741
2022-02-06,12.4741
2022-02-07,12.466
2022-02-08,12.6871
2022-02-09,12.7144
2022-02-10,12.7023
2022-02-11,12.6171
2022-02-12,12.6171
2022-02-13,12.6171
2022-02-14,12.4904
2022-02-15,12.6435
2022-02-16,12.679
2022-02-17,12.5522
2022-02-18,12.5968
2022-02-19,12.5968
2022-02-20,12.5968
2022-02-21,12.5968
2022-02-22,12.4873
2022-02-23,12.4092
2022-02-24,11.9269
2022-02-25,12.2721
2022-02-26,12.2721
2022-02-27,12.2721
2022-02-28,12.0127
2022-03-01,11.6177
2022-03-02,11.911
2022-03-03,11.8801
2022-03-04,11.6367
2022-03-05,11.6367
2022-03-06,11.6367
2022-03-07,11.3424
2022-03-08,11.3823
2022-03-09,11.6626
2022-03-10,11.5259
2022-03-11,11.6027
2022-03-12,11.6027
2022-03-13,11.6027
2022-03-14,11.6317
2022-03-15,11.6895
2022-03-16,11.8631
2022-03-17,11.7634
2022-03-18,11.7246
2022-03-19,11.7246
2022-03-20,11.7246
2022-03-21,11.8521
2022-03-22,12.0393
2022-03-23,11.865
2022-03-24,11.9437
2022-03-25,12.1269
2022-03-26,12.1269
2022-03-27,12.1269
2022-03-28,12.103
2022-03-29,12.1887
2022-03-30,12.11
2022-03-31,11.1386
2022-04-01,11.1294
2022-04-02,11.1294
2022-04-03,11.1294
2022-04-04,10.9913
2022-04-05,11.16
2022-04-06,11.2285
2022-04-07,11.2221
2022-04-08,11.3175
2022-04-09,11.3175
2022-04-10,11.3175
2022-04-11,11.3444
2022-04-12,11.2165
2022-04-13,11.2971
2022-04-14,11.3546
2022-04-15,11.3546
2022-04-16,11.3546
2022-04-17,11.3546
2022-04-18,11.2564
2022-04-19,11.3324
2022-04-20,11.5789
2022-04-21,11.6308
2022-04-22,11.4037
2022-04-23,11.4037
2022-04-24,11.4037
2022-04-25,11.2712
2022-04-26,11.0858
2022-04-27,11.134
2022-04-28,11.2489
2022-04-29,10.9051
2022-04-30,10.9051
2022-05-01,10.9051
2022-05-02,10.9069
2022-05-03,10.994
2022-05-04,11.2767
2022-05-05,11.033
2022-05-06,11.0317
2022-05-07,11.0317
2022-05-08,11.0317
2022-05-09,10.8944
2022-05-10,10.7848
2022-05-11,10.7673
2022-05-12,10.5821
2022-05-13,10.677
2022-05-14,10.677
2022-05-15,10.677
2022-05-16,10.6853
2022-05-17,10.8705
2022-05-18,10.6429
2022-05-19,10.465
2022-05-20,10.4355
2022-05-21,10.4355
2022-05-22,10.4355
2022-05-23,10.6291
2022-05-24,10.5443
2022-05-25,10.5876
2022-05-26,10.7461
2022-05-27,10.8539
2022-05-28,10.8539
2022-05-29,10.8539
2022-05-30,10.8539
2022-05-31,10.8051
2022-06-01,10.782
2022-06-02,10.8484
2022-06-03,10.6972
2022-06-04,10.6972
2022-06-05,10.6972
2022-06-06,10.8189
2022-06-07,10.9387
2022-06-08,10.7728
2022-06-09,10.6079
2022-06-10,10.2752
2022-06-11,10.2752
2022-06-12,10.2752
2022-06-13,9.9582
2022-06-14,10.0568
2022-06-15,10.4079
2022-06-16,10.148
2022-06-17,10.3019
2022-06-18,10.3019
2022-06-19,10.3019
2022-06-20,10.3019
2022-06-21,10.5461
2022-06-22,10.5139
2022-06-23,10.547
2022-06-24,10.9516
2022-06-25,10.9516
2022-06-26,10.9516
2022-06-27,10.9239
2022-06-28,10.8502
2022-06-29,10.8392
2022-06-30,10.4973
2022-07-01,10.7542
2022-07-02,10.7542
2022-07-03,10.7542
2022-07-04,10.7542
2022-07-05,10.5035
2022-07-06,10.5832
2022-07-07,10.6289
2022-07-08,10.6584
2022-07-09,10.6584
2022-07-10,10.6584
2022-07-11,10.7694
2022-07-12,10.7363
2022-07-13,10.5438
2022-07-14,10.4758
2022-07-15,10.6181
2022-07-16,10.6181
2022-07-17,10.6181
2022-07-18,10.559
2022-07-19,10.7685
2022-07-20,10.6996
2022-07-21,10.7882
2022-07-22,10.7838
2022-07-23,10.7838
2022-07-24,10.7838
2022-07-25,10.85
2022-07-26,10.782
2022-07-27,10.8437
2022-07-28,10.679
2022-07-29,10.7891
2022-07-30,10.7891
2022-07-31,10.7891
2022-08-01,10.6423
2022-08-02,10.5286
2022-08-03,10.6325
2022-08-04,10.5196
2022-08-05,10.4307
2022-08-06,10.4307
2022-08-07,10.4307
2022-08-08,10.4546
2022-08-09,10.6324
2022-08-10,10.7589
2022-08-11,10.7554
2022-08-12,10.9067
2022-08-13,10.9067
2022-08-14,10.9067
2022-08-15,10.8678
2022-08-16,10.9297
2022-08-17,10.9208
2022-08-18,11.0624
2022-08-19,10.9695
2022-08-20,10.9695
2022-08-21,10.9695
2022-08-22,10.7032
2022-08-23,10.6439
2022-08-24,10.6731
2022-08-25,10.7235
2022-08-26,10.5085
2022-08-27,10.5085
2022-08-28,10.5085
2022-08-29,10.436
2022-08-30,10.4263
2022-08-31,10.3696
2022-09-01,10.3979
2022-09-02,10.3342
2022-09-03,10.3342
2022-09-04,10.3342
2022-09-05,10.3342
2022-09-06,10.3953
2022-09-07,10.6006
2022-09-08,10.6996
2022-09-09,10.8616
2022-09-10,10.8616
2022-09-11,10.8616
2022-09-12,10.9279
2022-09-13,10.7925
2022-09-14,10.7218
2022-09-15,10.7757
2022-09-16,10.8182
2022-09-17,10.8182
2022-09-18,10.8182
2022-09-19,10.9191
2022-09-20,10.9412
2022-09-21,10.9492
2022-09-22,10.866
2022-09-23,10.6138
2022-09-24,10.6138
2022-09-25,10.6138
2022-09-26,10.5333
2022-09-27,10.4847
2022-09-28,10.7005
2022-09-29,10.6395
2022-09-30,10.5483
2022-10-01,10.5483
2022-10-02,10.5483
2022-10-03,10.7584
2022-10-04,11.1602
2022-10-05,11.1479
2022-10-06,11.1602
2022-10-07,11.1004
2022-10-08,11.1004
2022-10-09,11.1004
2022-10-10,11.2085
2022-10-11,11.1628
2022-10-12,11.176
2022-10-13,11.4802
2022-10-14,11.3694
2022-10-15,11.3694
2022-10-16,11.3694
2022-10-17,11.5101
2022-10-18,11.7483
2022-10-19,11.6789
2022-10-20,11.4362
2022-10-21,11.7615
2022-10-22,11.7615
2022-10-23,11.7615
2022-10-24,11.8995
2022-10-25,11.8617
2022-10-26,11.8371
2022-10-27,11.6217
2022-10-28,11.78
2022-10-29,11.78
2022-10-30,11.78
2022-10-31,11.9391
2022-11-01,11.823
2022-11-02,11.6525
2022-11-03,11.6578
2022-11-04,11.8046
2022-11-05,11.8046
2022-11-06,11.8046
2022-11-07,11.7562
2022-11-08,11.7365
2022-11-09,11.6566
2022-11-10,11.7751
2022-11-11,11.4118
2022-11-12,11.4118
2022-11-13,11.4118
2022-11-14,11.4934
2022-11-15,11.6689
2022-11-16,11.6707
2022-11-17,11.69
2022-11-18,11.7637
2022-11-19,11.7637
2022-11-20,11.7637
2022-11-21,11.8839
2022-11-22,11.9884
2022-11-23,12.0314
2022-11-24,12.0314
2022-11-25,12.0779
2022-11-26,12.0779
2022-11-27,12.0779
2022-11-28,11.9752
2022-11-29,12.0779
2022-11-30,12.3113
2022-12-01,12.3508
2022-12-02,12.4149
2022-12-03,12.4149
2022-12-04,12.4149
2022-12-05,12.2086
2022-12-06,12.2455
2022-12-07,12.2385
2022-12-08,12.1051
2022-12-09,12.0094
2022-12-10,12.0094
2022-12-11,12.0094
2022-12-12,12.0858
2022-12-13,12.0331
2022-12-14,12.1463
2022-12-15,11.9857
2022-12-16,12.0077
2022-12-17,12.0077
2022-12-18,12.0077
2022-12-19,12.127
2022-12-20,12.156
2022-12-21,12.3578
2022-12-22,12.1753
2022-12-23,12.3271
2022-12-24,12.3271
2022-12-25,12.3271
2022-12-26,12.3271
2022-12-27,12.3763
2022-12-28,12.3008
2022-12-29,12.3763
2022-12-30,11.8858
2022-12-31,11.8858
2023-01-01,11.8858
2023-01-02,11.8858
2023-01-03,11.8048
2023-01-04,11.8403
2023-01-05,11.8554
2023-01-06,12.1236
2023-01-07,12.1236
2023-01-08,12.1236
2023-01-09,11.863
2023-01-10,11.9684
2023-01-11,12.003
2023-01-12,11.9558
2023-01-13,11.9474
2023-01-14,11.9474
2023-01-15,11.9474
2023-01-16,11.9474
2023-01-17,11.8866
2023-01-18,11.7239
2023-01-19,11.6134
2023-01-20,11.6219
2023-01-21,11.6219
2023-01-22,11.6219
2023-01-23,11.6413
2023-01-24,11.7914
2023-01-25,11.9018
2023-01-26,11.9507
2023-01-27,11.8099
2023-01-28,11.8099
2023-01-29,11.8099
2023-01-30,11.8276
2023-01-31,11.9111
2023-02-01,11.8563
2023-02-02,11.5654
2023-02-03,11.8529
2023-02-04,11.8529
2023-02-05,11.8529
2023-02-06,11.9651
2023-02-07,11.9836
2023-02-08,11.9861
2023-02-09,11.8521
2023-02-10,11.9684
2023-02-11,11.9684
2023-02-12,11.9684
2023-02-13,12.0713
2023-02-14,11.8976
2023-02-15,11.9271
2023-02-16,11.9693
2023-02-17,12.0865
2023-02-18,12.0865
2023-02-19,12.0865
2023-02-20,12.0865
2023-02-21,11.906
2023-02-22,11.8807
2023-02-23,11.7992
2023-02-24,11.9289
2023-02-25,11.9289
2023-02-26,11.9289
2023-02-27,11.8352
2023-02-28,11.9004
2023-03-01,11.8979
2023-03-02,11.8268
2023-03-03,11.8076
2023-03-04,11.8076
2023-03-05,11.8076
2023-03-06,11.8226
2023-03-07,11.7632
2023-03-08,11.6276
2023-03-09,11.4444
2023-03-10,11.2569
2023-03-11,11.2569
2023-03-12,11.2569
2023-03-13,10.6553
2023-03-14,11.0101
2023-03-15,10.7256
2023-03-16,10.8235
2023-03-17,10.5105
