,IDA US Equity
2023-03-18,22.6967
2023-03-19,22.6967
2023-03-20,22.9084
2023-03-21,22.4169
2023-03-22,22.0459
2023-03-23,21.9223
2023-03-24,22.5174
2023-03-25,22.5174
2023-03-26,22.5174
2023-03-27,22.5065
2023-03-28,22.5947
2023-03-29,22.7894
2023-03-30,22.8296
2023-03-31,23.1186
2023-04-01,23.1186
2023-04-02,23.1186
2023-04-03,23.0733
2023-04-04,22.901
2023-04-05,23.4121
2023-04-06,23.5285
2023-04-07,23.5285
2023-04-08,23.5285
2023-04-09,23.5285
2023-04-10,23.5981
2023-04-11,23.5936
2023-04-12,23.6404
2023-04-13,23.6238
2023-04-14,23.4348
2023-04-15,23.4348
2023-04-16,23.4348
2023-04-17,23.5557
2023-04-18,23.5739
2023-04-19,23.5588
2023-04-20,23.5936
2023-04-21,23.583
2023-04-22,23.583
2023-04-23,23.583
2023-04-24,23.7433
2023-04-25,23.8189
2023-04-26,23.527
2023-04-27,23.6435
2023-04-28,23.5527
2023-04-29,23.5527
2023-04-30,23.5527
2023-05-01,23.6359
2023-05-02,23.4196
2023-05-03,23.5074
2023-05-04,23.6147
2023-05-05,23.53
2023-05-06,23.53
2023-05-07,23.53
2023-05-08,23.3455
2023-05-09,23.2533
2023-05-10,23.4363
2023-05-11,23.2427
2023-05-12,23.2608
2023-05-13,23.2608
2023-05-14,23.2608
2023-05-15,23.0824
2023-05-16,23.0415
2023-05-17,22.978
2023-05-18,22.7769
2023-05-19,22.8026
2023-05-20,22.8026
2023-05-21,22.8026
2023-05-22,22.8313
2023-05-23,22.7905
2023-05-24,22.615
2023-05-25,22.4124
2023-05-26,22.3791
2023-05-27,22.3791
2023-05-28,22.3791
2023-05-29,22.3791
2023-05-30,22.2641
2023-05-31,22.4865
2023-06-01,22.4199
2023-06-02,22.6498
2023-06-03,22.6498
2023-06-04,22.6498
2023-06-05,22.5122
2023-06-06,22.4366
2023-06-07,22.7905
2023-06-08,22.736
2023-06-09,22.7285
2023-06-10,22.7285
2023-06-11,22.7285
2023-06-12,22.6286
2023-06-13,22.5515
2023-06-14,22.5076
2023-06-15,22.6922
2023-06-16,22.7421
2023-06-17,22.7421
2023-06-18,22.7421
2023-06-19,22.7421
2023-06-20,22.4789
2023-06-21,22.547
2023-06-22,22.3125
2023-06-23,22.2218
2023-06-24,22.2218
2023-06-25,22.2218
2023-06-26,22.4729
2023-06-27,22.4517
2023-06-28,22.2021
2023-06-29,22.2399
2023-06-30,22.5029
2023-07-01,22.5029
2023-07-02,22.5029
2023-07-03,22.5723
2023-07-04,22.5723
2023-07-05,22.7278
2023-07-06,22.6765
2023-07-07,22.6402
2023-07-08,22.6402
2023-07-09,22.6402
2023-07-10,22.5301
2023-07-11,22.5316
2023-07-12,22.7444
2023-07-13,22.7202
2023-07-14,22.6463
2023-07-15,22.6463
2023-07-16,22.6463
2023-07-17,22.5663
2023-07-18,22.3807
2023-07-19,22.5059
2023-07-20,22.8485
2023-07-21,23.0175
2023-07-22,23.0175
2023-07-23,23.0175
2023-07-24,22.9888
2023-07-25,22.8741
2023-07-26,22.8439
2023-07-27,22.3354
2023-07-28,22.4818
2023-07-29,22.4818
2023-07-30,22.4818
2023-07-31,22.5361
2023-08-01,22.3324
2023-08-02,22.3943
2023-08-03,22.1927
2023-08-04,21.903
2023-08-05,21.903
2023-08-06,21.903
2023-08-07,21.9573
2023-08-08,21.9241
2023-08-09,21.7732
2023-08-10,21.6932
2023-08-11,21.7793
2023-08-12,21.7793
2023-08-13,21.7793
2023-08-14,21.574
2023-08-15,21.316
2023-08-16,21.3763
2023-08-17,21.245
2023-08-18,21.2722
2023-08-19,21.2722
2023-08-20,21.2722
2023-08-21,21.0821
2023-08-22,21.2058
2023-08-23,21.245
2023-08-24,21.3522
2023-08-25,21.4729
2023-08-26,21.4729
2023-08-27,21.4729
2023-08-28,21.5046
2023-08-29,21.5635
2023-08-30,21.5801
2023-08-31,21.485
2023-09-01,21.5423
2023-09-02,21.5423
2023-09-03,21.5423
2023-09-04,21.5423
2023-09-05,21.2586
2023-09-06,21.3582
2023-09-07,21.3386
2023-09-08,21.4005
2023-09-09,21.4005
2023-09-10,21.4005
2023-09-11,21.4593
2023-09-12,21.485
2023-09-13,21.6299
2023-09-14,21.9045
2023-09-15,21.8955
2023-09-16,21.8955
2023-09-17,21.8955
2023-09-18,21.8834
2023-09-19,21.7611
2023-09-20,21.7536
2023-09-21,21.568
2023-09-22,21.6465
2023-09-23,21.6465
2023-09-24,21.6465
2023-09-25,21.7491
2023-09-26,21.4382
2023-09-27,21.2737
2023-09-28,21.2164
2023-09-29,21.3777
2023-09-30,21.3777
2023-10-01,21.3777
2023-10-02,20.7508
2023-10-03,21.0635
2023-10-04,21.3352
2023-10-05,21.4915
2023-10-06,21.6463
2023-10-07,21.6463
2023-10-08,21.6463
2023-10-09,21.7769
2023-10-10,21.8649
2023-10-11,22.0592
2023-10-12,21.8437
2023-10-13,21.8634
2023-10-14,21.8634
2023-10-15,21.8634
2023-10-16,21.8027
2023-10-17,21.8088
2023-10-18,21.7647
2023-10-19,21.6372
2023-10-20,21.5811
2023-10-21,21.5811
2023-10-22,21.5811
2023-10-23,21.3519
2023-10-24,21.5902
2023-10-25,21.6646
2023-10-26,21.7587
2023-10-27,21.4293
2023-10-28,21.4293
2023-10-29,21.4293
2023-10-30,21.4763
2023-10-31,21.5386
2023-11-01,21.8163
2023-11-02,22.2504
2023-11-03,22.4538
2023-11-04,22.4538
2023-11-05,22.4538
2023-11-06,22.0698
2023-11-07,21.8376
2023-11-08,21.5858
2023-11-09,21.5281
2023-11-10,21.4643
2023-11-11,21.4643
2023-11-12,21.4643
2023-11-13,21.4962
2023-11-14,22.0381
2023-11-15,22.0517
2023-11-16,22.1747
2023-11-17,21.9576
2023-11-18,21.9576
2023-11-19,21.9576
2023-11-20,21.8726
2023-11-21,21.8909
2023-11-22,21.8878
2023-11-23,21.8878
2023-11-24,21.9258
2023-11-25,21.9258
2023-11-26,21.9258
2023-11-27,21.944
2023-11-28,21.8484
2023-11-29,21.6692
2023-11-30,21.8104
2023-12-01,22.1109
2023-12-02,22.1109
2023-12-03,22.1109
2023-12-04,22.12
2023-12-05,22.0973
2023-12-06,22.4084
2023-12-07,22.4039
2023-12-08,22.29
2023-12-09,22.29
2023-12-10,22.29
2023-12-11,22.246
2023-12-12,22.073
2023-12-13,22.5739
2023-12-14,22.1853
2023-12-15,21.9379
2023-12-16,21.9379
2023-12-17,21.9379
2023-12-18,22.0442
2023-12-19,22.1261
2023-12-20,21.8484
2023-12-21,21.8772
2023-12-22,21.9652
2023-12-23,21.9652
2023-12-24,21.9652
2023-12-25,21.9652
2023-12-26,22.0381
2023-12-27,21.9652
2023-12-28,22.0973
2023-12-29,23.8672
2023-12-30,23.8672
2023-12-31,23.8672
2024-01-01,23.8672
2024-01-02,24.0077
2024-01-03,23.9738
2024-01-04,23.8834
2024-01-05,23.9641
2024-01-06,23.9641
2024-01-07,23.9641
2024-01-08,23.8834
2024-01-09,23.8398
2024-01-10,23.6977
2024-01-11,23.3086
2024-01-12,23.4506
2024-01-13,23.4506
2024-01-14,23.4506
2024-01-15,23.4506
2024-01-16,23.1955
2024-01-17,23.089
2024-01-18,22.8678
2024-01-19,22.9275
2024-01-20,22.9275
2024-01-21,22.9275
2024-01-22,23.0179
2024-01-23,23.0405
2024-01-24,22.8096
2024-01-25,22.9808
2024-01-26,22.9388
2024-01-27,22.9388
2024-01-28,22.9388
2024-01-29,23.2407
2024-01-30,23.0906
2024-01-31,22.9404
2024-02-01,23.2424
2024-02-02,22.8742
2024-02-03,22.8742
2024-02-04,22.8742
2024-02-05,22.4851
2024-02-06,22.5012
2024-02-07,22.4463
2024-02-08,22.2655
2024-02-09,22.4528
2024-02-10,22.4528
2024-02-11,22.4528
2024-02-12,22.4689
2024-02-13,22.0298
2024-02-14,22.0491
2024-02-15,22.3511
2024-02-16,22.3091
2024-02-17,22.3091
2024-02-18,22.3091
2024-02-19,22.3091
2024-02-20,22.3608
2024-02-21,22.6417
2024-02-22,22.427
2024-02-23,22.4835
2024-02-24,22.4835
2024-02-25,22.4835
2024-02-26,22.2913
2024-02-27,22.4124
2024-02-28,22.2752
2024-02-29,22.2187
2024-03-01,22.0475
2024-03-02,22.0475
2024-03-03,22.0475
2024-03-04,22.2946
2024-03-05,22.1057
2024-03-06,22.2494
2024-03-07,22.3543
2024-03-08,22.4189
2024-03-09,22.4189
2024-03-10,22.4189
2024-03-11,22.7128
2024-03-12,22.7273
2024-03-13,22.6159
2024-03-14,22.5109
2024-03-15,22.653
2024-03-16,22.653
2024-03-17,22.653
2024-03-18,22.6853
2024-03-19,22.6046
2024-03-20,22.5836
2024-03-21,22.498
2024-03-22,22.5109
2024-03-23,22.5109
2024-03-24,22.5109
2024-03-25,22.6385
2024-03-26,22.6013
2024-03-27,22.9178
2024-03-28,22.9905
2024-03-29,22.9905
2024-03-30,22.9905
2024-03-31,22.9905
2024-04-01,22.8613
2024-04-02,22.9081
2024-04-03,22.7563
2024-04-04,22.8435
2024-04-05,22.7289
2024-04-06,22.7289
2024-04-07,22.7289
2024-04-08,23.0389
