,KOP US Equity
2023-03-19,10.6628
2023-03-20,10.7842
2023-03-21,10.8319
2023-03-22,10.7336
2023-03-23,10.7596
2023-03-24,10.8146
2023-03-25,10.8146
2023-03-26,10.8146
2023-03-27,10.884
2023-03-28,10.91
2023-03-29,11.0112
2023-03-30,10.9664
2023-03-31,10.5993
2023-04-01,10.5993
2023-04-02,10.5993
2023-04-03,10.5793
2023-04-04,10.432
2023-04-05,10.3907
2023-04-06,10.368
2023-04-07,10.368
2023-04-08,10.368
2023-04-09,10.368
2023-04-10,10.456
2023-04-11,10.4667
2023-04-12,10.5347
2023-04-13,10.5641
2023-04-14,10.4827
2023-04-15,10.4827
2023-04-16,10.4827
2023-04-17,10.5147
2023-04-18,10.4987
2023-04-19,10.5121
2023-04-20,10.4747
2023-04-21,10.4254
2023-04-22,10.4254
2023-04-23,10.4254
2023-04-24,10.4307
2023-04-25,10.2586
2023-04-26,10.1933
2023-04-27,10.236
2023-04-28,10.3066
2023-04-29,10.3066
2023-04-30,10.3066
2023-05-01,10.3493
2023-05-02,10.2093
2023-05-03,10.2039
2023-05-04,10.1066
2023-05-05,10.3584
2023-05-06,10.3584
2023-05-07,10.3584
2023-05-08,10.2516
2023-05-09,10.1648
2023-05-10,10.1702
2023-05-11,10.1021
2023-05-12,10.1114
2023-05-13,10.1114
2023-05-14,10.1114
2023-05-15,10.0967
2023-05-16,10.0327
2023-05-17,10.1128
2023-05-18,10.2049
2023-05-19,10.1915
2023-05-20,10.1915
2023-05-21,10.1915
2023-05-22,10.1501
2023-05-23,10.1542
2023-05-24,10.0527
2023-05-25,9.9539
2023-05-26,9.9005
2023-05-27,9.9005
2023-05-28,9.9005
2023-05-29,9.9005
2023-05-30,9.8151
2023-05-31,9.7964
2023-06-01,9.8271
2023-06-02,10.1501
2023-06-03,10.1501
2023-06-04,10.1501
2023-06-05,10.0527
2023-06-06,10.1141
2023-06-07,10.3838
2023-06-08,10.3357
2023-06-09,10.2463
2023-06-10,10.2463
2023-06-11,10.2463
2023-06-12,10.333
2023-06-13,10.4198
2023-06-14,10.4412
2023-06-15,10.5093
2023-06-16,10.4919
2023-06-17,10.4919
2023-06-18,10.4919
2023-06-19,10.4919
2023-06-20,10.4372
2023-06-21,10.4398
2023-06-22,10.3277
2023-06-23,10.2503
2023-06-24,10.2503
2023-06-25,10.2503
2023-06-26,10.261
2023-06-27,10.313
2023-06-28,10.301
2023-06-29,10.4265
2023-06-30,9.1448
2023-07-01,9.1448
2023-07-02,9.1448
2023-07-03,9.185
2023-07-04,9.185
2023-07-05,9.085
2023-07-06,9.0988
2023-07-07,9.1953
2023-07-08,9.1953
2023-07-09,9.1953
2023-07-10,9.1884
2023-07-11,9.231
2023-07-12,9.2827
2023-07-13,9.3379
2023-07-14,9.3161
2023-07-15,9.3161
2023-07-16,9.3161
2023-07-17,9.3425
2023-07-18,9.4345
2023-07-19,9.4506
2023-07-20,9.4518
2023-07-21,9.4138
2023-07-22,9.4138
2023-07-23,9.4138
2023-07-24,9.4495
2023-07-25,9.4782
2023-07-26,9.4702
2023-07-27,9.4173
2023-07-28,9.5541
2023-07-29,9.5541
2023-07-30,9.5541
2023-07-31,9.6231
2023-08-01,9.6622
2023-08-02,9.5817
2023-08-03,9.6486
2023-08-04,9.7016
2023-08-05,9.7016
2023-08-06,9.7016
2023-08-07,9.7143
2023-08-08,9.6866
2023-08-09,9.6832
2023-08-10,9.674
2023-08-11,9.7235
2023-08-12,9.7235
2023-08-13,9.7235
2023-08-14,9.7719
2023-08-15,9.6475
2023-08-16,9.629
2023-08-17,9.7074
2023-08-18,9.7327
2023-08-19,9.7327
2023-08-20,9.7327
2023-08-21,9.5968
2023-08-22,9.5622
2023-08-23,9.5415
2023-08-24,9.4792
2023-08-25,9.5092
2023-08-26,9.5092
2023-08-27,9.5092
2023-08-28,9.5564
2023-08-29,9.6256
2023-08-30,9.6913
2023-08-31,9.6359
2023-09-01,9.8215
2023-09-02,9.8215
2023-09-03,9.8215
2023-09-04,9.8215
2023-09-05,9.6175
2023-09-06,9.6659
2023-09-07,9.5392
2023-09-08,9.5196
2023-09-09,9.5196
2023-09-10,9.5196
2023-09-11,9.5587
2023-09-12,9.4965
2023-09-13,9.4343
2023-09-14,9.6175
2023-09-15,9.6901
2023-09-16,9.6901
2023-09-17,9.6901
2023-09-18,10.0358
2023-09-19,9.9229
2023-09-20,9.7869
2023-09-21,9.9943
2023-09-22,9.8848
2023-09-23,9.8848
2023-09-24,9.8848
2023-09-25,9.9505
2023-09-26,9.7673
2023-09-27,9.833
2023-09-28,9.8653
2023-09-29,9.2888
2023-09-30,9.2888
2023-10-01,9.2888
2023-10-02,9.309
2023-10-03,9.1639
2023-10-04,9.11
2023-10-05,9.1088
2023-10-06,9.1527
2023-10-07,9.1527
2023-10-08,9.1527
2023-10-09,9.1381
2023-10-10,9.2303
2023-10-11,9.2663
2023-10-12,9.1741
2023-10-13,9.0571
2023-10-14,9.0571
2023-10-15,9.0571
2023-10-16,9.1032
2023-10-17,9.1336
2023-10-18,9.0121
2023-10-19,8.9278
2023-10-20,8.9109
2023-10-21,8.9109
2023-10-22,8.9109
2023-10-23,8.8457
2023-10-24,8.8412
2023-10-25,8.7951
2023-10-26,8.8457
2023-10-27,8.9334
2023-10-28,8.9334
2023-10-29,8.9334
2023-10-30,8.9278
2023-10-31,8.9537
2023-11-01,8.9908
2023-11-02,9.0447
2023-11-03,9.0943
2023-11-04,9.0943
2023-11-05,9.0943
2023-11-06,9.0259
2023-11-07,9.027
2023-11-08,9.1257
2023-11-09,9.3019
2023-11-10,9.4814
2023-11-11,9.4814
2023-11-12,9.4814
2023-11-13,9.4253
2023-11-14,9.7663
2023-11-15,9.644
2023-11-16,9.5936
2023-11-17,9.7024
2023-11-18,9.7024
2023-11-19,9.7024
2023-11-20,9.6867
2023-11-21,9.6519
2023-11-22,9.5936
2023-11-23,9.5936
2023-11-24,9.7069
2023-11-25,9.7069
2023-11-26,9.7069
2023-11-27,9.7989
2023-11-28,9.6878
2023-11-29,9.8505
2023-11-30,9.9088
2023-12-01,9.9055
2023-12-02,9.9055
2023-12-03,9.9055
2023-12-04,9.9739
2023-12-05,9.8976
2023-12-06,9.8617
2023-12-07,9.846
2023-12-08,9.7865
2023-12-09,9.7865
2023-12-10,9.7865
2023-12-11,9.8079
2023-12-12,9.6721
2023-12-13,9.8224
2023-12-14,9.9458
2023-12-15,9.9806
2023-12-16,9.9806
2023-12-17,9.9806
2023-12-18,10.0592
2023-12-19,10.435
2023-12-20,10.3643
2023-12-21,10.3688
2023-12-22,10.4507
2023-12-23,10.4507
2023-12-24,10.4507
2023-12-25,10.4507
2023-12-26,10.6291
2023-12-27,10.6673
2023-12-28,10.6751
2023-12-29,9.9122
2023-12-30,9.9122
2023-12-31,9.9122
2024-01-01,9.9122
2024-01-02,9.8322
2024-01-03,9.4044
2024-01-04,9.4279
2024-01-05,9.4961
2024-01-06,9.4961
2024-01-07,9.4961
2024-01-08,9.6284
2024-01-09,9.6242
2024-01-10,9.67
2024-01-11,9.7234
2024-01-12,9.7404
2024-01-13,9.7404
2024-01-14,9.7404
2024-01-15,9.7404
2024-01-16,9.7554
2024-01-17,9.717
2024-01-18,9.7042
2024-01-19,9.7458
2024-01-20,9.7458
2024-01-21,9.7458
2024-01-22,9.8322
2024-01-23,9.8514
2024-01-24,9.9367
2024-01-25,9.9911
2024-01-26,9.9463
2024-01-27,9.9463
2024-01-28,9.9463
2024-01-29,9.9538
2024-01-30,10.005
2024-01-31,9.9036
2024-02-01,10.0658
2024-02-02,9.9388
2024-02-03,9.9388
2024-02-04,9.9388
2024-02-05,9.8119
2024-02-06,9.8439
2024-02-07,9.846
2024-02-08,9.8834
2024-02-09,9.909
2024-02-10,9.909
2024-02-11,9.909
2024-02-12,10.0093
2024-02-13,9.6903
2024-02-14,9.9154
2024-02-15,10.0221
2024-02-16,9.8962
2024-02-17,9.8962
2024-02-18,9.8962
2024-02-19,9.8962
2024-02-20,9.797
2024-02-21,9.9484
2024-02-22,10.0125
2024-02-23,10.0071
2024-02-24,10.0071
2024-02-25,10.0071
2024-02-26,10.0263
2024-02-27,10.1042
2024-02-28,10.5961
2024-02-29,10.5477
2024-03-01,10.1545
2024-03-02,10.1545
2024-03-03,10.1545
2024-03-04,10.1599
2024-03-05,10.2094
2024-03-06,10.1782
2024-03-07,10.1168
2024-03-08,10.1362
2024-03-09,10.1362
2024-03-10,10.1362
2024-03-11,10.221
2024-03-12,10.2058
2024-03-13,10.2416
2024-03-14,10.1592
2024-03-15,10.1874
2024-03-16,10.1874
2024-03-17,10.1874
2024-03-18,10.1603
2024-03-19,10.2026
2024-03-20,10.3685
2024-03-21,10.3403
2024-03-22,10.3208
2024-03-23,10.3208
2024-03-24,10.3208
2024-03-25,10.336
2024-03-26,10.3327
2024-03-27,10.3793
2024-03-28,10.4303
2024-03-29,10.4303
2024-03-30,10.4303
2024-03-31,10.4303
2024-04-01,10.3891
2024-04-02,10.3501
2024-04-03,10.5214
2024-04-04,10.4184
2024-04-05,10.5268
2024-04-06,10.5268
2024-04-07,10.5268
2024-04-08,10.478
