,OGE US Equity
2020-05-21,18.7236
2020-05-22,18.7706
2020-05-23,18.7706
2020-05-24,18.7706
2020-05-25,18.7706
2020-05-26,19.1742
2020-05-27,19.0136
2020-05-28,19.1977
2020-05-29,18.9744
2020-05-30,18.9744
2020-05-31,18.9744
2020-06-01,19.2956
2020-06-02,19.3113
2020-06-03,19.6326
2020-06-04,19.4994
2020-06-05,19.8677
2020-06-06,19.8677
2020-06-07,19.8677
2020-06-08,20.3378
2020-06-09,19.8402
2020-06-10,19.5268
2020-06-11,18.6178
2020-06-12,18.7941
2020-06-13,18.7941
2020-06-14,18.7941
2020-06-15,18.9352
2020-06-16,18.9626
2020-06-17,18.8333
2020-06-18,18.8412
2020-06-19,18.6688
2020-06-20,18.6688
2020-06-21,18.6688
2020-06-22,18.7863
2020-06-23,18.6844
2020-06-24,18.5904
2020-06-25,18.4807
2020-06-26,18.2104
2020-06-27,18.2104
2020-06-28,18.2104
2020-06-29,18.6139
2020-06-30,18.1988
2020-07-01,18.2597
2020-07-02,18.3015
2020-07-03,18.3015
2020-07-04,18.3015
2020-07-05,18.3015
2020-07-06,18.2597
2020-07-07,18.3738
2020-07-08,18.3624
2020-07-09,18.0505
2020-07-10,18.427
2020-07-11,18.427
2020-07-12,18.427
2020-07-13,18.5678
2020-07-14,18.7503
2020-07-15,18.815
2020-07-16,18.7845
2020-07-17,18.9671
2020-07-18,18.9671
2020-07-19,18.9671
2020-07-20,18.5906
2020-07-21,18.9367
2020-07-22,19.2752
2020-07-23,19.2409
2020-07-24,19.1915
2020-07-25,19.1915
2020-07-26,19.1915
2020-07-27,18.9709
2020-07-28,19.1192
2020-07-29,19.2143
2020-07-30,19.1991
2020-07-31,19.1649
2020-08-01,19.1649
2020-08-02,19.1649
2020-08-03,18.9595
2020-08-04,19.1915
2020-08-05,18.9024
2020-08-06,19.1801
2020-08-07,19.3094
2020-08-08,19.3094
2020-08-09,19.3094
2020-08-10,19.5034
2020-08-11,19.1345
2020-08-12,19.3513
2020-08-13,19.2181
2020-08-14,19.0584
2020-08-15,19.0584
2020-08-16,19.0584
2020-08-17,18.9899
2020-08-18,18.9938
2020-08-19,18.853
2020-08-20,18.8949
2020-08-21,18.815
2020-08-22,18.815
2020-08-23,18.815
2020-08-24,19.0128
2020-08-25,18.8873
2020-08-26,18.545
2020-08-27,18.6476
2020-08-28,18.7427
2020-08-29,18.7427
2020-08-30,18.7427
2020-08-31,18.7694
2020-09-01,18.5906
2020-09-02,18.9481
2020-09-03,18.7503
2020-09-04,18.6476
2020-09-05,18.6476
2020-09-06,18.6476
2020-09-07,18.6476
2020-09-08,18.3852
2020-09-09,18.4727
2020-09-10,18.2027
2020-09-11,18.1228
2020-09-12,18.1228
2020-09-13,18.1228
2020-09-14,18.1494
2020-09-15,17.8642
2020-09-16,17.9592
2020-09-17,17.8261
2020-09-18,17.6245
2020-09-19,17.6245
2020-09-20,17.6245
2020-09-21,17.5637
2020-09-22,17.6664
2020-09-23,17.7044
2020-09-24,17.7158
2020-09-25,17.7995
2020-09-26,17.7995
2020-09-27,17.7995
2020-09-28,17.9326
2020-09-29,17.9364
2020-09-30,18.5588
2020-10-01,18.6412
2020-10-02,18.9788
2020-10-03,18.9788
2020-10-04,18.9788
2020-10-05,19.3595
2020-10-06,19.4969
2020-10-07,19.3634
2020-10-08,19.6382
2020-10-09,19.3556
2020-10-10,19.3556
2020-10-11,19.3556
2020-10-12,19.3909
2020-10-13,19.0102
2020-10-14,18.9238
2020-10-15,19.1318
2020-10-16,19.175
2020-10-17,19.175
2020-10-18,19.175
2020-10-19,19.1672
2020-10-20,19.4301
2020-10-21,19.2064
2020-10-22,19.54
2020-10-23,19.803
2020-10-24,19.803
2020-10-25,19.803
2020-10-26,19.7088
2020-10-27,19.54
2020-10-28,18.9866
2020-10-29,18.9395
2020-10-30,18.865
2020-10-31,18.865
2020-11-01,18.865
2020-11-02,19.2574
2020-11-03,19.5479
2020-11-04,19.4419
2020-11-05,19.3265
2020-11-06,19.2128
2020-11-07,19.2128
2020-11-08,19.2128
2020-11-09,19.5972
2020-11-10,20.209
2020-11-11,20.1031
2020-11-12,19.6246
2020-11-13,20.107
2020-11-14,20.107
2020-11-15,20.107
2020-11-16,20.3972
2020-11-17,20.2051
2020-11-18,19.8403
2020-11-19,19.9188
2020-11-20,20.0168
2020-11-21,20.0168
2020-11-22,20.0168
2020-11-23,20.1502
2020-11-24,20.4208
2020-11-25,20.3737
2020-11-26,20.3737
2020-11-27,19.9854
2020-11-28,19.9854
2020-11-29,19.9854
2020-11-30,19.4913
2020-12-01,19.6129
2020-12-02,19.7384
2020-12-03,19.5815
2020-12-04,19.6834
2020-12-05,19.6834
2020-12-06,19.6834
2020-12-07,19.6952
2020-12-08,19.5501
2020-12-09,19.656
2020-12-10,19.4717
2020-12-11,19.4011
2020-12-12,19.4011
2020-12-13,19.4011
2020-12-14,19.3697
2020-12-15,19.4677
2020-12-16,19.3265
2020-12-17,19.1501
2020-12-18,19.001
2020-12-19,19.001
2020-12-20,19.001
2020-12-21,18.7461
2020-12-22,18.8245
2020-12-23,18.9187
2020-12-24,19.0049
2020-12-25,19.0049
2020-12-26,19.0049
2020-12-27,19.0049
2020-12-28,19.0991
2020-12-29,18.954
2020-12-30,19.1618
2020-12-31,19.156
2021-01-01,19.156
2021-01-02,19.156
2021-01-03,19.156
2021-01-04,19.1866
2021-01-05,19.1943
2021-01-06,19.562
2021-01-07,19.2862
2021-01-08,19.2364
2021-01-09,19.2364
2021-01-10,19.2364
2021-01-11,19.0679
2021-01-12,18.8878
2021-01-13,18.884
2021-01-14,18.7193
2021-01-15,18.9415
2021-01-16,18.9415
2021-01-17,18.9415
2021-01-18,18.9415
2021-01-19,18.861
2021-01-20,18.9644
2021-01-21,18.9415
2021-01-22,18.9644
2021-01-23,18.9644
2021-01-24,18.9644
2021-01-25,19.1406
2021-01-26,19.0449
2021-01-27,18.7193
2021-01-28,18.8112
2021-01-29,18.6427
2021-01-30,18.6427
2021-01-31,18.6427
2021-02-01,18.7538
2021-02-02,18.9185
2021-02-03,18.7538
2021-02-04,18.9721
2021-02-05,18.9912
2021-02-06,18.9912
2021-02-07,18.9912
2021-02-08,18.8342
2021-02-09,18.7997
2021-02-10,19.0947
2021-02-11,19.0793
2021-02-12,19.0334
2021-02-13,19.0334
2021-02-14,19.0334
2021-02-15,19.0334
2021-02-16,19.0679
2021-02-17,19.1176
2021-02-18,19.1138
2021-02-19,19.1789
2021-02-20,19.1789
2021-02-21,19.1789
2021-02-22,18.8648
2021-02-23,18.9798
2021-02-24,18.8878
2021-02-25,18.3026
2021-02-26,18.1723
2021-02-27,18.1723
2021-02-28,18.1723
2021-03-01,18.2865
2021-03-02,18.3516
2021-03-03,18.478
2021-03-04,18.7347
2021-03-05,19.1101
2021-03-06,19.1101
2021-03-07,19.1101
2021-03-08,19.2365
2021-03-09,19.1292
2021-03-10,19.2594
2021-03-11,18.9607
2021-03-12,19.1369
2021-03-13,19.1369
2021-03-14,19.1369
2021-03-15,19.6501
2021-03-16,19.6003
2021-03-17,19.3629
2021-03-18,19.3973
2021-03-19,19.3169
2021-03-20,19.3169
2021-03-21,19.3169
2021-03-22,19.2403
2021-03-23,19.2135
2021-03-24,19.2173
2021-03-25,19.3054
2021-03-26,19.3629
2021-03-27,19.3629
2021-03-28,19.3629
2021-03-29,19.5084
2021-03-30,19.382
2021-03-31,21.8575
2021-04-01,21.9547
2021-04-02,21.9547
2021-04-03,21.9547
2021-04-04,21.9547
2021-04-05,22.05
2021-04-06,21.9994
2021-04-07,22.1122
2021-04-08,21.9838
2021-04-09,21.8049
2021-04-10,21.8049
2021-04-11,21.8049
2021-04-12,21.8788
2021-04-13,21.9722
2021-04-14,22.0616
2021-04-15,22.2717
2021-04-16,22.299
2021-04-17,22.299
2021-04-18,22.299
2021-04-19,22.334
2021-04-20,22.3651
2021-04-21,22.2251
2021-04-22,22.0928
2021-04-23,22.0967
2021-04-24,22.0967
2021-04-25,22.0967
2021-04-26,22.1317
2021-04-27,21.9722
2021-04-28,22.1939
2021-04-29,22.3962
2021-04-30,22.334
2021-05-01,22.334
2021-05-02,22.334
2021-05-03,22.3068
2021-05-04,22.2756
2021-05-05,22.2795
2021-05-06,22.513
2021-05-07,22.4779
2021-05-08,22.4779
2021-05-09,22.4779
2021-05-10,22.5363
2021-05-11,22.2795
2021-05-12,22.0889
2021-05-13,22.4429
2021-05-14,22.6608
2021-05-15,22.6608
2021-05-16,22.6608
2021-05-17,22.4235
2021-05-18,22.3223
2021-05-19,22.3418
2021-05-20,22.3418
2021-05-21,22.3885
2021-05-22,22.3885
2021-05-23,22.3885
2021-05-24,22.4702
2021-05-25,22.4001
2021-05-26,22.6452
2021-05-27,22.7269
2021-05-28,22.6997
2021-05-29,22.6997
2021-05-30,22.6997
2021-05-31,22.6997
2021-06-01,22.6024
2021-06-02,22.5207
2021-06-03,22.5986
2021-06-04,22.6336
2021-06-05,22.6336
2021-06-06,22.6336
2021-06-07,22.5947
2021-06-08,22.5207
2021-06-09,22.6919
2021-06-10,22.8514
2021-06-11,23.0693
2021-06-12,23.0693
2021-06-13,23.0693
2021-06-14,22.9954
2021-06-15,22.9682
2021-06-16,22.8087
2021-06-17,22.7075
2021-06-18,22.2834
2021-06-19,22.2834
2021-06-20,22.2834
2021-06-21,22.6297
2021-06-22,22.5169
2021-06-23,22.439
2021-06-24,22.4157
2021-06-25,22.653
2021-06-26,22.653
2021-06-27,22.653
2021-06-28,22.5713
2021-06-29,22.3807
2021-06-30,22.3979
2021-07-01,22.5253
2021-07-02,22.6218
2021-07-03,22.6218
2021-07-04,22.6218
2021-07-05,22.6218
2021-07-06,22.5214
2021-07-07,22.5716
2021-07-08,22.5214
2021-07-09,22.506
2021-07-10,22.506
2021-07-11,22.506
2021-07-12,22.5137
2021-07-13,22.2628
2021-07-14,22.3284
2021-07-15,22.533
2021-07-16,22.6218
2021-07-17,22.6218
2021-07-18,22.6218
2021-07-19,22.2705
2021-07-20,22.4905
2021-07-21,22.3207
2021-07-22,22.2281
2021-07-23,22.3902
2021-07-24,22.3902
2021-07-25,22.3902
2021-07-26,22.4288
2021-07-27,22.6179
2021-07-28,22.5176
2021-07-29,22.5484
2021-07-30,22.4365
2021-07-31,22.4365
2021-08-01,22.4365
2021-08-02,22.5562
2021-08-03,22.6642
2021-08-04,22.5716
2021-08-05,22.7144
2021-08-06,22.9345
2021-08-07,22.9345
2021-08-08,22.9345
2021-08-09,23.0001
2021-08-10,23.0039
2021-08-11,23.1661
2021-08-12,23.332
2021-08-13,23.4169
2021-08-14,23.4169
2021-08-15,23.4169
2021-08-16,23.2664
2021-08-17,23.2857
2021-08-18,23.1738
2021-08-19,23.0696
2021-08-20,23.2587
2021-08-21,23.2587
2021-08-22,23.2587
2021-08-23,23.1159
2021-08-24,23.0889
2021-08-25,23.1854
2021-08-26,23.112
2021-08-27,23.139
2021-08-28,23.139
2021-08-29,23.139
2021-08-30,23.1082
2021-08-31,23.0773
2021-09-01,23.2008
2021-09-02,23.2896
2021-09-03,23.1776
2021-09-04,23.1776
2021-09-05,23.1776
2021-09-06,23.1776
2021-09-07,23.0078
2021-09-08,23.1931
2021-09-09,23.112
2021-09-10,22.9538
2021-09-11,22.9538
2021-09-12,22.9538
2021-09-13,22.9769
2021-09-14,22.7916
2021-09-15,22.8109
2021-09-16,22.5678
2021-09-17,22.4327
2021-09-18,22.4327
2021-09-19,22.4327
2021-09-20,22.3632
2021-09-21,22.2397
2021-09-22,22.3593
2021-09-23,22.4211
2021-09-24,22.4057
2021-09-25,22.4057
2021-09-26,22.4057
2021-09-27,22.3053
2021-09-28,22.1239
2021-09-29,22.3516
2021-09-30,21.0401
2021-10-01,21.0547
2021-10-02,21.0547
2021-10-03,21.0547
2021-10-04,21.2896
2021-10-05,21.2015
2021-10-06,21.3043
2021-10-07,21.2713
2021-10-08,21.0768
2021-10-09,21.0768
2021-10-10,21.0768
2021-10-11,20.9667
2021-10-12,20.941
2021-10-13,21.0694
2021-10-14,21.33
2021-10-15,21.33
2021-10-16,21.33
2021-10-17,21.33
2021-10-18,21.1979
2021-10-19,21.275
2021-10-20,21.4328
2021-10-21,21.3484
2021-10-22,21.5025
2021-10-23,21.5025
2021-10-24,21.5025
2021-10-25,21.5135
2021-10-26,21.5172
2021-10-27,21.4401
2021-10-28,21.4475
2021-10-29,21.4475
2021-10-30,21.4475
2021-10-31,21.4475
2021-11-01,21.6677
2021-11-02,21.5979
2021-11-03,21.6383
2021-11-04,21.4805
2021-11-05,21.642
2021-11-06,21.642
2021-11-07,21.642
2021-11-08,21.4218
2021-11-09,21.4621
2021-11-10,21.5355
2021-11-11,21.5612
2021-11-12,21.5833
2021-11-13,21.5833
2021-11-14,21.5833
2021-11-15,21.7704
2021-11-16,21.7191
2021-11-17,21.7301
2021-11-18,21.6567
2021-11-19,21.8292
2021-11-20,21.8292
2021-11-21,21.8292
2021-11-22,21.9466
2021-11-23,21.954
2021-11-24,21.9356
2021-11-25,21.9356
2021-11-26,21.6273
2021-11-27,21.6273
2021-11-28,21.6273
2021-11-29,21.8255
2021-11-30,21.5392
2021-12-01,21.6126
2021-12-02,21.8585
2021-12-03,22.1338
2021-12-04,22.1338
2021-12-05,22.1338
2021-12-06,22.3944
2021-12-07,22.1742
2021-12-08,22.1815
2021-12-09,22.0934
2021-12-10,22.1301
2021-12-11,22.1301
2021-12-12,22.1301
2021-12-13,22.2769
2021-12-14,22.2696
2021-12-15,22.5375
2021-12-16,22.5375
2021-12-17,22.4715
2021-12-18,22.4715
2021-12-19,22.4715
2021-12-20,22.4898
2021-12-21,22.5155
2021-12-22,22.5962
2021-12-23,22.5999
2021-12-24,22.5999
2021-12-25,22.5999
2021-12-26,22.5999
2021-12-27,22.71
2021-12-28,22.8275
2021-12-29,22.9339
2021-12-30,22.9816
2021-12-31,23.3436
2022-01-01,23.3436
2022-01-02,23.3436
2022-01-03,23.1965
2022-01-04,23.1597
2022-01-05,23.1192
2022-01-06,23.1082
2022-01-07,23.031
2022-01-08,23.031
2022-01-09,23.031
2022-01-10,23.0346
2022-01-11,22.9316
2022-01-12,22.9353
2022-01-13,23.0457
2022-01-14,23.2038
2022-01-15,23.2038
2022-01-16,23.2038
2022-01-17,23.2038
2022-01-18,23.1045
2022-01-19,23.1156
2022-01-20,22.9979
2022-01-21,22.95
2022-01-22,22.95
2022-01-23,22.95
2022-01-24,22.8728
2022-01-25,22.847
2022-01-26,22.8912
2022-01-27,22.9427
2022-01-28,23.145
2022-01-29,23.145
2022-01-30,23.145
2022-01-31,23.1744
2022-02-01,23.1009
2022-02-02,23.2406
2022-02-03,23.3105
2022-02-04,23.1119
2022-02-05,23.1119
2022-02-06,23.1119
2022-02-07,23.0898
2022-02-08,23.1229
2022-02-09,23.1376
2022-02-10,22.8029
2022-02-11,22.7367
2022-02-12,22.7367
2022-02-13,22.7367
2022-02-14,22.6043
2022-02-15,22.3946
2022-02-16,22.3873
2022-02-17,22.4535
2022-02-18,22.3762
2022-02-19,22.3762
2022-02-20,22.3762
2022-02-21,22.3762
2022-02-22,22.4461
2022-02-23,22.2585
2022-02-24,22.5767
2022-02-25,22.9041
2022-02-26,22.9041
2022-02-27,22.9041
2022-02-28,23.0402
2022-03-01,23.0255
2022-03-02,23.2756
2022-03-03,23.6325
2022-03-04,23.8717
2022-03-05,23.8717
2022-03-06,23.8717
2022-03-07,23.6951
2022-03-08,23.5222
2022-03-09,23.4964
2022-03-10,23.5259
2022-03-11,23.4596
2022-03-12,23.4596
2022-03-13,23.4596
2022-03-14,23.3971
2022-03-15,23.4633
2022-03-16,23.4854
2022-03-17,23.3861
2022-03-18,23.3566
2022-03-19,23.3566
2022-03-20,23.3566
2022-03-21,23.5443
2022-03-22,23.5295
2022-03-23,23.4817
2022-03-24,23.5737
2022-03-25,23.9048
2022-03-26,23.9048
2022-03-27,23.9048
2022-03-28,23.8827
2022-03-29,24.1182
2022-03-30,24.1071
2022-03-31,23.1428
2022-04-01,23.3158
2022-04-02,23.3158
2022-04-03,23.3158
2022-04-04,23.2259
2022-04-05,23.3193
2022-04-06,23.641
2022-04-07,23.5407
2022-04-08,23.3643
2022-04-09,23.3643
2022-04-10,23.3643
2022-04-11,23.3193
2022-04-12,23.3989
2022-04-13,23.4196
2022-04-14,23.4369
2022-04-15,23.4369
2022-04-16,23.4369
2022-04-17,23.4369
2022-04-18,23.4646
2022-04-19,23.4646
2022-04-20,23.6791
2022-04-21,23.6618
2022-04-22,23.4265
2022-04-23,23.4265
2022-04-24,23.4265
2022-04-25,23.2432
2022-04-26,23.0529
2022-04-27,23.046
2022-04-28,22.9076
2022-04-29,22.4163
2022-04-30,22.4163
2022-05-01,22.4163
2022-05-02,22.3472
2022-05-03,22.4233
2022-05-04,22.7623
2022-05-05,22.6447
2022-05-06,22.6412
2022-05-07,22.6412
2022-05-08,22.6412
2022-05-09,22.5962
2022-05-10,22.4371
2022-05-11,22.572
2022-05-12,22.489
2022-05-13,22.6239
2022-05-14,22.6239
2022-05-15,22.6239
2022-05-16,22.6724
2022-05-17,22.9214
2022-05-18,22.8453
2022-05-19,22.8004
2022-05-20,22.828
2022-05-21,22.828
2022-05-22,22.828
2022-05-23,22.9422
2022-05-24,23.091
2022-05-25,23.1913
2022-05-26,23.2224
2022-05-27,23.385
2022-05-28,23.385
2022-05-29,23.385
2022-05-30,23.385
2022-05-31,23.3227
2022-06-01,23.2293
2022-06-02,23.257
2022-06-03,23.219
2022-06-04,23.219
2022-06-05,23.219
2022-06-06,23.2674
2022-06-07,23.3054
2022-06-08,23.0356
2022-06-09,22.6551
2022-06-10,22.5997
2022-06-11,22.5997
2022-06-12,22.5997
2022-06-13,21.849
2022-06-14,21.548
2022-06-15,21.5722
2022-06-16,21.2124
2022-06-17,21.1467
2022-06-18,21.1467
2022-06-19,21.1467
2022-06-20,21.1467
2022-06-21,21.2366
2022-06-22,21.465
2022-06-23,21.766
2022-06-24,22.0462
2022-06-25,22.0462
2022-06-26,22.0462
2022-06-27,22.2468
2022-06-28,22.2503
2022-06-29,22.233
2022-06-30,20.9437
2022-07-01,21.4328
2022-07-02,21.4328
2022-07-03,21.4328
2022-07-04,21.4328
2022-07-05,21.0032
2022-07-06,21.0297
2022-07-07,20.9206
2022-07-08,20.7587
2022-07-09,20.7587
2022-07-10,20.7587
2022-07-11,20.9371
2022-07-12,20.957
2022-07-13,20.9404
2022-07-14,21.0528
2022-07-15,21.1718
2022-07-16,21.1718
2022-07-17,21.1718
2022-07-18,21.1156
2022-07-19,21.2246
2022-07-20,20.8611
2022-07-21,20.8578
2022-07-22,20.9437
2022-07-23,20.9437
2022-07-24,20.9437
2022-07-25,21.0693
2022-07-26,21.2279
2022-07-27,21.2478
2022-07-28,21.5981
2022-07-29,21.7765
2022-07-30,21.7765
2022-07-31,21.7765
2022-08-01,21.7468
2022-08-02,21.5816
2022-08-03,21.641
2022-08-04,21.4626
2022-08-05,21.5022
2022-08-06,21.5022
2022-08-07,21.5022
2022-08-08,21.5749
2022-08-09,21.7567
2022-08-10,21.7765
2022-08-11,21.7831
2022-08-12,22.0674
2022-08-13,22.0674
2022-08-14,22.0674
2022-08-15,22.2987
2022-08-16,22.2822
2022-08-17,22.2293
2022-08-18,22.3185
2022-08-19,22.3383
2022-08-20,22.3383
2022-08-21,22.3383
2022-08-22,22.1467
2022-08-23,22.0707
2022-08-24,22.0277
2022-08-25,22.1169
2022-08-26,21.9153
2022-08-27,21.9153
2022-08-28,21.9153
2022-08-29,21.9385
2022-08-30,21.6708
2022-08-31,21.5981
2022-09-01,21.7534
2022-09-02,21.6377
2022-09-03,21.6377
2022-09-04,21.6377
2022-09-05,21.6377
2022-09-06,21.5617
2022-09-07,21.9253
2022-09-08,21.912
2022-09-09,22.031
2022-09-10,22.031
2022-09-11,22.031
2022-09-12,22.1037
2022-09-13,21.803
2022-09-14,22.0046
2022-09-15,21.7171
2022-09-16,21.7204
2022-09-17,21.7204
2022-09-18,21.7204
2022-09-19,21.9153
2022-09-20,21.7567
2022-09-21,21.6344
2022-09-22,21.6245
2022-09-23,21.3932
2022-09-24,21.3932
2022-09-25,21.3932
2022-09-26,21.0759
2022-09-27,20.8082
2022-09-28,21.033
2022-09-29,20.567
2022-09-30,17.8295
2022-10-01,17.8295
2022-10-02,17.8295
2022-10-03,18.1178
2022-10-04,18.428
2022-10-05,18.146
2022-10-06,17.6572
2022-10-07,17.1966
2022-10-08,17.1966
2022-10-09,17.1966
2022-10-10,17.3188
2022-10-11,17.2874
2022-10-12,17.0524
2022-10-13,17.2154
2022-10-14,16.9835
2022-10-15,16.9835
2022-10-16,16.9835
2022-10-17,17.2436
2022-10-18,17.4128
2022-10-19,17.3156
2022-10-20,17.1715
2022-10-21,17.3626
2022-10-22,17.3626
2022-10-23,17.3626
2022-10-24,17.3814
2022-10-25,17.6729
2022-10-26,17.6697
2022-10-27,17.6854
2022-10-28,17.9705
2022-10-29,17.9705
2022-10-30,17.9705
2022-10-31,17.8828
2022-11-01,17.9737
2022-11-02,17.817
2022-11-03,18.0207
2022-11-04,18.168
2022-11-05,18.168
2022-11-06,18.168
2022-11-07,17.9079
2022-11-08,18.0771
2022-11-09,18.0332
2022-11-10,18.4876
2022-11-11,18.4374
2022-11-12,18.4374
2022-11-13,18.4374
2022-11-14,18.3497
2022-11-15,18.3936
2022-11-16,18.5534
2022-11-17,18.4437
2022-11-18,18.7007
2022-11-19,18.7007
2022-11-20,18.7007
2022-11-21,18.6474
2022-11-22,18.7978
2022-11-23,18.8417
2022-11-24,18.8417
2022-11-25,18.9325
2022-11-26,18.9325
2022-11-27,18.9325
2022-11-28,18.8605
2022-11-29,18.8448
2022-11-30,19.083
2022-12-01,18.8949
2022-12-02,18.826
2022-12-03,18.826
2022-12-04,18.826
2022-12-05,18.7821
2022-12-06,18.9075
2022-12-07,18.779
2022-12-08,18.9482
2022-12-09,18.9231
2022-12-10,18.9231
2022-12-11,18.9231
2022-12-12,19.0046
2022-12-13,18.9764
2022-12-14,19.1049
2022-12-15,18.9325
2022-12-16,18.7821
2022-12-17,18.7821
2022-12-18,18.7821
2022-12-19,18.6568
2022-12-20,18.6317
2022-12-21,18.9043
2022-12-22,18.8041
2022-12-23,18.9451
2022-12-24,18.9451
2022-12-25,18.9451
2022-12-26,18.9451
2022-12-27,19.0266
2022-12-28,18.9043
2022-12-29,19.0077
2022-12-30,19.1121
2022-12-31,19.1121
2023-01-01,19.1121
2023-01-02,19.1121
2023-01-03,19.0998
2023-01-04,19.1152
2023-01-05,18.8563
2023-01-06,18.9919
2023-01-07,18.9919
2023-01-08,18.9919
2023-01-09,19.2046
2023-01-10,19.1676
2023-01-11,19.3032
2023-01-12,19.3186
2023-01-13,19.2323
2023-01-14,19.2323
2023-01-15,19.2323
2023-01-16,19.2323
2023-01-17,19.109
2023-01-18,18.8655
2023-01-19,18.6282
2023-01-20,18.7453
2023-01-21,18.7453
2023-01-22,18.7453
2023-01-23,18.7484
2023-01-24,18.9179
2023-01-25,18.9518
2023-01-26,19.0135
2023-01-27,19.0135
2023-01-28,19.0135
2023-01-29,19.0135
2023-01-30,18.9518
2023-01-31,19.0412
2023-02-01,19.1984
2023-02-02,19.1984
2023-02-03,18.8809
2023-02-04,18.8809
2023-02-05,18.8809
2023-02-06,18.9302
2023-02-07,18.9796
2023-02-08,18.7484
2023-02-09,18.5973
2023-02-10,18.7823
2023-02-11,18.7823
2023-02-12,18.7823
2023-02-13,18.8871
2023-02-14,18.7453
2023-02-15,18.7422
2023-02-16,18.6405
2023-02-17,18.7607
2023-02-18,18.7607
2023-02-19,18.7607
2023-02-20,18.7607
2023-02-21,18.5573
2023-02-22,18.5388
2023-02-23,18.4108
2023-02-24,18.3369
2023-02-25,18.3369
2023-02-26,18.3369
2023-02-27,18.195
2023-02-28,17.933
2023-03-01,17.7542
2023-03-02,17.9023
2023-03-03,17.9609
2023-03-04,17.9609
2023-03-05,17.9609
2023-03-06,17.9732
2023-03-07,17.8067
2023-03-08,17.9238
2023-03-09,17.7357
2023-03-10,17.5291
2023-03-11,17.5291
2023-03-12,17.5291
2023-03-13,17.6001
2023-03-14,17.8159
2023-03-15,17.93
2023-03-16,18.0595
2023-03-17,17.9238
2023-03-18,17.9238
2023-03-19,17.9238
2023-03-20,18.186
