,AGM US Equity
2020-03-24,150.535
2020-03-25,150.6153
2020-03-26,151.0729
2020-03-27,150.9063
2020-03-28,150.9063
2020-03-29,150.9063
2020-03-30,150.9453
2020-03-31,176.5974
2020-04-01,176.3392
2020-04-02,176.4255
2020-04-03,176.1382
2020-04-04,176.1382
2020-04-05,176.1382
2020-04-06,176.437
2020-04-07,176.5845
2020-04-08,176.8038
2020-04-09,177.303
2020-04-10,177.303
2020-04-11,177.303
2020-04-12,177.303
2020-04-13,176.9378
2020-04-14,176.853
2020-04-15,176.5773
2020-04-16,176.4471
2020-04-17,176.7871
2020-04-18,176.7871
2020-04-19,176.7871
2020-04-20,176.8635
2020-04-21,176.7566
2020-04-22,176.7214
2020-04-23,176.7528
2020-04-24,176.8933
2020-04-25,176.8933
2020-04-26,176.8933
2020-04-27,177.0798
2020-04-28,177.1311
2020-04-29,177.5391
2020-04-30,177.5498
2020-05-01,177.3236
2020-05-02,177.3236
2020-05-03,177.3236
2020-05-04,177.2174
2020-05-05,177.1059
2020-05-06,177.099
2020-05-07,177.0486
2020-05-08,177.3022
2020-05-09,177.3022
2020-05-10,177.3022
2020-05-11,177.1735
2020-05-12,176.8986
2020-05-13,176.7585
2020-05-14,176.8741
2020-05-15,176.9423
2020-05-16,176.9423
2020-05-17,176.9423
2020-05-18,177.0693
2020-05-19,176.9821
2020-05-20,177.3189
2020-05-21,177.315
2020-05-22,177.3326
2020-05-23,177.3326
2020-05-24,177.3326
2020-05-25,177.3326
2020-05-26,177.4222
2020-05-27,177.6815
2020-05-28,177.5092
2020-05-29,177.4067
2020-05-30,177.4067
2020-05-31,177.4067
2020-06-01,177.4296
2020-06-02,177.4633
2020-06-03,177.7205
2020-06-04,177.7366
2020-06-05,178.2079
2020-06-06,178.2079
2020-06-07,178.2079
2020-06-08,178.3074
2020-06-09,178.1042
2020-06-10,177.9297
2020-06-11,177.4858
2020-06-12,177.5163
2020-06-13,177.5163
2020-06-14,177.5163
2020-06-15,177.7233
2020-06-16,177.7968
2020-06-17,177.6116
2020-06-18,177.5955
2020-06-19,177.586
2020-06-20,177.586
2020-06-21,177.586
2020-06-22,177.5293
2020-06-23,177.4237
2020-06-24,177.2091
2020-06-25,177.3166
2020-06-26,177.0035
2020-06-27,177.0035
2020-06-28,177.0035
2020-06-29,177.1796
2020-06-30,184.0031
2020-07-01,183.8925
2020-07-02,183.8884
2020-07-03,183.8884
2020-07-04,183.8884
2020-07-05,183.8884
2020-07-06,183.8824
2020-07-07,183.7693
2020-07-08,183.715
2020-07-09,183.5461
2020-07-10,183.7956
2020-07-11,183.7956
2020-07-12,183.7956
2020-07-13,183.7707
2020-07-14,183.6705
2020-07-15,183.8891
2020-07-16,183.8228
2020-07-17,183.7881
2020-07-18,183.7881
2020-07-19,183.7881
2020-07-20,183.6675
2020-07-21,183.8273
2020-07-22,183.7557
2020-07-23,183.831
2020-07-24,183.7368
2020-07-25,183.7368
2020-07-26,183.7368
2020-07-27,183.7217
2020-07-28,183.7406
2020-07-29,183.831
2020-07-30,183.718
2020-07-31,183.6788
2020-08-01,183.6788
2020-08-02,183.6788
2020-08-03,183.7804
2020-08-04,183.7216
2020-08-05,183.7865
2020-08-06,183.846
2020-08-07,183.9445
2020-08-08,183.9445
2020-08-09,183.9445
2020-08-10,184.1204
2020-08-11,184.441
2020-08-12,184.3061
2020-08-13,184.4041
2020-08-14,184.5549
2020-08-15,184.5549
2020-08-16,184.5549
2020-08-17,184.5519
2020-08-18,184.426
2020-08-19,184.4878
2020-08-20,184.3076
2020-08-21,184.3083
2020-08-22,184.3083
2020-08-23,184.3083
2020-08-24,184.3565
2020-08-25,184.4145
2020-08-26,184.2747
2020-08-27,184.3663
2020-08-28,184.4425
2020-08-29,184.4425
2020-08-30,184.4425
2020-08-31,184.3573
2020-09-01,184.4764
2020-09-02,184.6061
2020-09-03,184.6111
2020-09-04,184.6034
2020-09-05,184.6034
2020-09-06,184.6034
2020-09-07,184.6034
2020-09-08,184.478
2020-09-09,184.3339
2020-09-10,184.3347
2020-09-11,184.2204
2020-09-12,184.2204
2020-09-13,184.2204
2020-09-14,184.3882
2020-09-15,184.2227
2020-09-16,184.2388
2020-09-17,184.1273
2020-09-18,184.1068
2020-09-19,184.1068
2020-09-20,184.1068
2020-09-21,183.9635
2020-09-22,183.978
2020-09-23,183.8611
2020-09-24,183.9765
2020-09-25,184.0383
2020-09-26,184.0383
2020-09-27,184.0383
2020-09-28,184.0798
2020-09-29,183.9734
2020-09-30,171.3241
2020-10-01,171.3971
2020-10-02,171.4666
2020-10-03,171.4666
2020-10-04,171.4666
2020-10-05,171.5529
2020-10-06,171.6347
2020-10-07,171.6131
2020-10-08,171.6522
2020-10-09,171.6374
2020-10-10,171.6374
2020-10-11,171.6374
2020-10-12,171.6964
2020-10-13,171.643
2020-10-14,171.603
2020-10-15,171.669
2020-10-16,171.763
2020-10-17,171.763
2020-10-18,171.763
2020-10-19,171.7188
2020-10-20,171.7686
2020-10-21,171.7097
2020-10-22,171.7293
2020-10-23,171.7532
2020-10-24,171.7532
2020-10-25,171.7532
2020-10-26,171.7399
2020-10-27,171.563
2020-10-28,171.3827
2020-10-29,171.4466
2020-10-30,171.4311
2020-10-31,171.4311
2020-11-01,171.4311
2020-11-02,171.502
2020-11-03,171.5027
2020-11-04,171.3619
2020-11-05,171.4552
2020-11-06,171.3963
2020-11-07,171.3963
2020-11-08,171.3963
2020-11-09,171.7628
2020-11-10,171.8162
2020-11-11,171.6603
2020-11-12,171.5326
2020-11-13,171.5986
2020-11-14,171.5986
2020-11-15,171.5986
2020-11-16,171.8566
2020-11-17,171.811
2020-11-18,171.7534
2020-11-19,171.7316
2020-11-20,171.665
2020-11-21,171.665
2020-11-22,171.665
2020-11-23,171.7029
2020-11-24,171.8546
2020-11-25,171.7767
2020-11-26,171.7767
2020-11-27,171.7486
2020-11-28,171.7486
2020-11-29,171.7486
2020-11-30,171.6616
2020-12-01,171.8018
2020-12-02,171.7202
2020-12-03,171.7932
2020-12-04,171.8961
2020-12-05,171.8961
2020-12-06,171.8961
2020-12-07,171.9531
2020-12-08,172.0913
2020-12-09,172.1952
2020-12-10,172.2619
2020-12-11,172.3111
2020-12-12,172.3111
2020-12-13,172.3111
2020-12-14,172.2872
2020-12-15,172.1111
2020-12-16,172.0417
2020-12-17,171.9855
2020-12-18,172.0774
2020-12-19,172.0774
2020-12-20,172.0774
2020-12-21,171.9937
2020-12-22,171.9425
2020-12-23,172.1557
2020-12-24,172.1066
2020-12-25,172.1066
2020-12-26,172.1066
2020-12-27,172.1066
2020-12-28,172.2106
2020-12-29,172.1186
2020-12-30,172.1601
2020-12-31,169.9656
2021-01-01,169.9656
2021-01-02,169.9656
2021-01-03,169.9656
2021-01-04,170.0006
2021-01-05,170.1373
2021-01-06,170.5169
2021-01-07,170.4144
2021-01-08,170.3156
2021-01-09,170.3156
2021-01-10,170.3156
2021-01-11,170.4538
2021-01-12,170.5192
2021-01-13,170.2942
2021-01-14,170.4669
2021-01-15,170.4717
2021-01-16,170.4717
2021-01-17,170.4717
2021-01-18,170.4717
2021-01-19,170.4263
2021-01-20,170.3231
2021-01-21,170.4146
2021-01-22,170.3898
2021-01-23,170.3898
2021-01-24,170.3898
2021-01-25,170.3648
2021-01-26,170.2663
2021-01-27,170.0695
2021-01-28,170.1307
2021-01-29,170.0736
2021-01-30,170.0736
2021-01-31,170.0736
2021-02-01,170.2108
2021-02-02,170.2163
2021-02-03,170.153
2021-02-04,170.2204
2021-02-05,170.3711
2021-02-06,170.3711
2021-02-07,170.3711
2021-02-08,170.5553
2021-02-09,170.5636
2021-02-10,170.6089
2021-02-11,170.7177
2021-02-12,170.7461
2021-02-13,170.7461
2021-02-14,170.7461
2021-02-15,170.7461
2021-02-16,170.7068
2021-02-17,170.7392
2021-02-18,170.72
2021-02-19,170.6298
2021-02-20,170.6298
2021-02-21,170.6298
2021-02-22,170.8211
2021-02-23,170.7124
2021-02-24,170.7792
2021-02-25,170.7579
2021-02-26,170.8921
2021-02-27,170.8921
2021-02-28,170.8921
2021-03-01,171.0447
2021-03-02,171.0885
2021-03-03,171.1773
2021-03-04,170.9805
2021-03-05,171.2034
2021-03-06,171.2034
2021-03-07,171.2034
2021-03-08,171.3642
2021-03-09,171.3346
2021-03-10,171.4757
2021-03-11,171.6559
2021-03-12,171.8784
2021-03-13,171.8784
2021-03-14,171.8784
2021-03-15,171.8585
2021-03-16,171.8234
2021-03-17,171.9839
2021-03-18,171.9976
2021-03-19,172.1123
2021-03-20,172.1123
2021-03-21,172.1123
2021-03-22,171.7028
2021-03-23,171.6016
2021-03-24,171.6363
2021-03-25,171.895
2021-03-26,172.0244
2021-03-27,172.0244
2021-03-28,172.0244
2021-03-29,171.8881
2021-03-30,172.001
2021-03-31,141.9941
2021-04-01,142.0503
2021-04-02,142.0503
2021-04-03,142.0503
2021-04-04,142.0503
2021-04-05,142.1277
2021-04-06,142.0167
2021-04-07,141.9281
2021-04-08,141.935
2021-04-09,141.9321
2021-04-10,141.9321
2021-04-11,141.9321
2021-04-12,141.8733
2021-04-13,141.7678
2021-04-14,141.8634
2021-04-15,141.859
2021-04-16,142.0102
2021-04-17,142.0102
2021-04-18,142.0102
2021-04-19,141.9495
2021-04-20,141.8499
2021-04-21,141.9346
2021-04-22,141.8737
2021-04-23,141.9607
2021-04-24,141.9607
2021-04-25,141.9607
2021-04-26,141.9734
2021-04-27,142.0016
2021-04-28,141.9961
2021-04-29,142.0871
2021-04-30,142.0898
2021-05-01,142.0898
2021-05-02,142.0898
2021-05-03,142.2636
2021-05-04,142.2874
2021-05-05,142.4479
2021-05-06,142.6602
2021-05-07,142.1134
2021-05-08,142.1134
2021-05-09,142.1134
2021-05-10,142.0925
2021-05-11,142.0096
2021-05-12,141.7349
2021-05-13,142.0548
2021-05-14,142.1513
2021-05-15,142.1513
2021-05-16,142.1513
2021-05-17,142.1989
2021-05-18,142.1516
2021-05-19,142.0964
2021-05-20,142.09
2021-05-21,142.13
2021-05-22,142.13
2021-05-23,142.13
2021-05-24,142.0668
2021-05-25,141.903
2021-05-26,142.0192
2021-05-27,142.1342
2021-05-28,142.083
2021-05-29,142.083
2021-05-30,142.083
2021-05-31,142.083
2021-06-01,142.1493
2021-06-02,142.0953
2021-06-03,142.1022
2021-06-04,142.0104
2021-06-05,142.0104
2021-06-06,142.0104
2021-06-07,142.013
2021-06-08,142.059
2021-06-09,142.0288
2021-06-10,142.0503
2021-06-11,142.2347
2021-06-12,142.2347
2021-06-13,142.2347
2021-06-14,142.0923
2021-06-15,142.0906
2021-06-16,142.0938
2021-06-17,142.0816
2021-06-18,141.84
2021-06-19,141.84
2021-06-20,141.84
2021-06-21,142.0486
2021-06-22,142.0707
2021-06-23,142.0779
2021-06-24,142.1889
2021-06-25,142.1831
2021-06-26,142.1831
2021-06-27,142.1831
2021-06-28,141.9205
2021-06-29,141.8449
2021-06-30,148.5409
2021-07-01,148.6016
2021-07-02,148.6257
2021-07-03,148.6257
2021-07-04,148.6257
2021-07-05,148.6257
2021-07-06,148.4639
2021-07-07,148.4578
2021-07-08,148.3534
2021-07-09,148.538
2021-07-10,148.538
2021-07-11,148.538
2021-07-12,148.5476
2021-07-13,148.4021
2021-07-14,148.3786
2021-07-15,148.4111
2021-07-16,148.3475
2021-07-17,148.3475
2021-07-18,148.3475
2021-07-19,148.3614
2021-07-20,148.4467
2021-07-21,148.4432
2021-07-22,148.3538
2021-07-23,148.4097
2021-07-24,148.4097
2021-07-25,148.4097
2021-07-26,148.4567
2021-07-27,148.4314
2021-07-28,148.4374
2021-07-29,148.5425
2021-07-30,148.5136
2021-07-31,148.5136
2021-08-01,148.5136
2021-08-02,148.3825
2021-08-03,148.418
2021-08-04,148.302
2021-08-05,148.4043
2021-08-06,148.5298
2021-08-07,148.5298
2021-08-08,148.5298
2021-08-09,148.5214
2021-08-10,148.5744
2021-08-11,148.6249
2021-08-12,148.6466
2021-08-13,148.6279
2021-08-14,148.6279
2021-08-15,148.6279
2021-08-16,148.6297
2021-08-17,148.5724
2021-08-18,148.5441
2021-08-19,148.558
2021-08-20,148.5634
2021-08-21,148.5634
2021-08-22,148.5634
2021-08-23,148.4869
2021-08-24,148.4965
2021-08-25,148.4917
2021-08-26,148.3713
2021-08-27,148.5717
2021-08-28,148.5717
2021-08-29,148.5717
2021-08-30,148.5196
2021-08-31,148.5334
2021-09-01,148.5214
2021-09-02,148.6111
2021-09-03,148.7194
2021-09-04,148.7194
2021-09-05,148.7194
2021-09-06,148.7194
2021-09-07,148.667
2021-09-08,148.655
2021-09-09,148.6279
2021-09-10,148.5725
2021-09-11,148.5725
2021-09-12,148.5725
2021-09-13,148.6213
2021-09-14,148.4599
2021-09-15,148.5351
2021-09-16,148.5351
2021-09-17,148.7603
2021-09-18,148.7603
2021-09-19,148.7603
2021-09-20,148.6994
2021-09-21,148.7079
2021-09-22,148.7843
2021-09-23,148.9203
2021-09-24,149.0256
2021-09-25,149.0256
2021-09-26,149.0256
2021-09-27,149.333
2021-09-28,149.3994
2021-09-29,149.3302
2021-09-30,141.3854
2021-10-01,141.6318
2021-10-02,141.6318
2021-10-03,141.6318
2021-10-04,141.6737
2021-10-05,141.635
2021-10-06,141.6511
2021-10-07,141.7362
2021-10-08,141.7718
2021-10-09,141.7718
2021-10-10,141.7718
2021-10-11,141.8419
2021-10-12,141.8462
2021-10-13,141.7917
2021-10-14,141.9018
2021-10-15,141.9341
2021-10-16,141.9341
2021-10-17,141.9341
2021-10-18,141.9435
2021-10-19,141.9152
2021-10-20,142.0159
2021-10-21,142.0993
2021-10-22,142.1472
2021-10-23,142.1472
2021-10-24,142.1472
2021-10-25,142.2312
2021-10-26,142.2196
2021-10-27,142.1294
2021-10-28,142.2713
2021-10-29,142.4638
2021-10-30,142.4638
2021-10-31,142.4638
2021-11-01,142.5811
2021-11-02,142.6357
2021-11-03,142.9166
2021-11-04,142.7519
2021-11-05,142.8988
2021-11-06,142.8988
2021-11-07,142.8988
2021-11-08,143.1051
2021-11-09,142.6645
2021-11-10,142.8097
2021-11-11,142.9187
2021-11-12,142.8258
2021-11-13,142.8258
2021-11-14,142.8258
2021-11-15,142.7958
2021-11-16,142.7563
2021-11-17,142.5744
2021-11-18,142.571
2021-11-19,142.4548
2021-11-20,142.4548
2021-11-21,142.4548
2021-11-22,142.531
2021-11-23,142.659
2021-11-24,142.6939
2021-11-25,142.6939
2021-11-26,142.3662
2021-11-27,142.3662
2021-11-28,142.3662
2021-11-29,142.2867
2021-11-30,142.2277
2021-12-01,142.1348
2021-12-02,142.4076
2021-12-03,142.2179
2021-12-04,142.2179
2021-12-05,142.2179
2021-12-06,142.2922
2021-12-07,142.3801
2021-12-08,142.3707
2021-12-09,142.2032
2021-12-10,142.1879
2021-12-11,142.1879
2021-12-12,142.1879
2021-12-13,142.0795
2021-12-14,141.9827
2021-12-15,142.0133
2021-12-16,142.0051
2021-12-17,141.9306
2021-12-18,141.9306
2021-12-19,141.9306
2021-12-20,141.841
2021-12-21,142.0711
2021-12-22,142.0778
2021-12-23,142.1217
2021-12-24,142.1217
2021-12-25,142.1217
2021-12-26,142.1217
2021-12-27,142.3042
2021-12-28,142.3457
2021-12-29,142.4102
2021-12-30,142.3307
2021-12-31,142.3116
2022-01-01,142.3116
2022-01-02,142.3116
2022-01-03,142.3456
2022-01-04,142.5117
2022-01-05,142.3872
2022-01-06,142.515
2022-01-07,142.5241
2022-01-08,142.5241
2022-01-09,142.5241
2022-01-10,142.4807
2022-01-11,142.5241
2022-01-12,142.478
2022-01-13,142.6234
2022-01-14,142.5746
2022-01-15,142.5746
2022-01-16,142.5746
2022-01-17,142.5746
2022-01-18,142.4545
2022-01-19,142.3509
2022-01-20,142.2719
2022-01-21,142.2577
2022-01-22,142.2577
2022-01-23,142.2577
2022-01-24,142.3482
2022-01-25,142.2758
2022-01-26,142.161
2022-01-27,141.9548
2022-01-28,142.0141
2022-01-29,142.0141
2022-01-30,142.0141
2022-01-31,142.1473
2022-02-01,142.189
2022-02-02,142.1868
2022-02-03,142.2263
2022-02-04,142.2553
2022-02-05,142.2553
2022-02-06,142.2553
2022-02-07,142.2416
2022-02-08,142.4182
2022-02-09,142.2559
2022-02-10,142.2504
2022-02-11,142.297
2022-02-12,142.297
2022-02-13,142.297
2022-02-14,142.2193
2022-02-15,142.2944
2022-02-16,142.4349
2022-02-17,142.3382
2022-02-18,142.3787
2022-02-19,142.3787
2022-02-20,142.3787
2022-02-21,142.3787
2022-02-22,142.2906
2022-02-23,142.1771
2022-02-24,141.9893
2022-02-25,142.3001
2022-02-26,142.3001
2022-02-27,142.3001
2022-02-28,142.2836
2022-03-01,141.8963
2022-03-02,142.2132
2022-03-03,142.21
2022-03-04,141.9484
2022-03-05,141.9484
2022-03-06,141.9484
2022-03-07,141.8001
2022-03-08,141.8056
2022-03-09,142.0744
2022-03-10,142.0873
2022-03-11,142.2729
2022-03-12,142.2729
2022-03-13,142.2729
2022-03-14,142.5854
2022-03-15,142.5728
2022-03-16,142.5229
2022-03-17,142.2701
2022-03-18,142.0667
2022-03-19,142.0667
2022-03-20,142.0667
2022-03-21,142.1067
2022-03-22,142.0881
2022-03-23,141.7807
2022-03-24,141.8411
2022-03-25,141.8849
2022-03-26,141.8849
2022-03-27,141.8849
2022-03-28,141.6475
2022-03-29,141.6437
2022-03-30,141.5466
2022-03-31,125.9868
2022-04-01,126.0762
2022-04-02,126.0762
2022-04-03,126.0762
2022-04-04,126.0724
2022-04-05,125.9231
2022-04-06,125.8447
2022-04-07,125.8955
2022-04-08,125.9806
2022-04-09,125.9806
2022-04-10,125.9806
2022-04-11,126.0386
2022-04-12,125.97
2022-04-13,125.9898
2022-04-14,126.0154
2022-04-15,126.0154
2022-04-16,126.0154
2022-04-17,126.0154
2022-04-18,126.0024
2022-04-19,126.1283
2022-04-20,126.152
2022-04-21,126.0137
2022-04-22,125.8358
2022-04-23,125.8358
2022-04-24,125.8358
2022-04-25,125.8228
2022-04-26,125.685
2022-04-27,125.6069
2022-04-28,125.7713
2022-04-29,125.6091
2022-04-30,125.6091
2022-05-01,125.6091
2022-05-02,125.6206
2022-05-03,125.6883
2022-05-04,125.7917
2022-05-05,125.7791
2022-05-06,125.8004
2022-05-07,125.8004
2022-05-08,125.8004
2022-05-09,125.7265
2022-05-10,125.6184
2022-05-11,125.5995
2022-05-12,125.5117
2022-05-13,125.5292
2022-05-14,125.5292
2022-05-15,125.5292
2022-05-16,125.5866
2022-05-17,125.7597
2022-05-18,125.5755
2022-05-19,125.5493
2022-05-20,125.4484
2022-05-21,125.4484
2022-05-22,125.4484
2022-05-23,125.5486
2022-05-24,125.5963
2022-05-25,125.6138
2022-05-26,125.6856
2022-05-27,125.6935
2022-05-28,125.6935
2022-05-29,125.6935
2022-05-30,125.6935
2022-05-31,125.7626
2022-06-01,125.7631
2022-06-02,125.7847
2022-06-03,125.6566
2022-06-04,125.6566
2022-06-05,125.6566
2022-06-06,125.7119
2022-06-07,125.707
2022-06-08,125.5935
2022-06-09,125.4538
2022-06-10,125.2686
2022-06-11,125.2686
2022-06-12,125.2686
2022-06-13,125.111
2022-06-14,125.094
2022-06-15,125.2036
2022-06-16,125.0499
2022-06-17,125.1915
2022-06-18,125.1915
2022-06-19,125.1915
2022-06-20,125.1915
2022-06-21,125.3132
2022-06-22,125.3219
2022-06-23,125.319
2022-06-24,125.384
2022-06-25,125.384
2022-06-26,125.384
2022-06-27,125.3699
2022-06-28,125.3161
2022-06-29,125.2962
2022-06-30,118.5426
2022-07-01,118.6122
2022-07-02,118.6122
2022-07-03,118.6122
2022-07-04,118.6122
2022-07-05,118.5605
2022-07-06,118.5369
2022-07-07,118.5782
2022-07-08,118.5791
2022-07-09,118.5791
2022-07-10,118.5791
2022-07-11,118.5346
2022-07-12,118.5185
2022-07-13,118.4649
2022-07-14,118.3637
2022-07-15,118.5031
2022-07-16,118.5031
2022-07-17,118.5031
2022-07-18,118.5559
2022-07-19,118.705
2022-07-20,118.7633
2022-07-21,118.7268
2022-07-22,118.6864
2022-07-23,118.6864
2022-07-24,118.6864
2022-07-25,118.8131
2022-07-26,118.8158
2022-07-27,119.0521
2022-07-28,119.124
2022-07-29,119.1949
2022-07-30,119.1949
2022-07-31,119.1949
2022-08-01,119.0609
2022-08-02,118.9765
2022-08-03,119.1218
2022-08-04,119.1168
2022-08-05,119.1425
2022-08-06,119.1425
2022-08-07,119.1425
2022-08-08,119.1905
2022-08-09,119.2554
2022-08-10,119.284
2022-08-11,119.3643
2022-08-12,119.4751
2022-08-13,119.4751
2022-08-14,119.4751
2022-08-15,119.4149
2022-08-16,119.4852
2022-08-17,119.4743
2022-08-18,119.4847
2022-08-19,119.3615
2022-08-20,119.3615
2022-08-21,119.3615
2022-08-22,119.3236
2022-08-23,119.3297
2022-08-24,119.3651
2022-08-25,119.4242
2022-08-26,119.2485
2022-08-27,119.2485
2022-08-28,119.2485
2022-08-29,119.2213
2022-08-30,119.2063
2022-08-31,119.1582
2022-09-01,119.1144
2022-09-02,119.0804
2022-09-03,119.0804
2022-09-04,119.0804
2022-09-05,119.0804
2022-09-06,118.9959
2022-09-07,119.0299
2022-09-08,119.0049
2022-09-09,118.9786
2022-09-10,118.9786
2022-09-11,118.9786
2022-09-12,119.0303
2022-09-13,118.8628
2022-09-14,118.8142
2022-09-15,118.8687
2022-09-16,118.9044
2022-09-17,118.9044
2022-09-18,118.9044
2022-09-19,119.0437
2022-09-20,118.9936
2022-09-21,119.0477
2022-09-22,119.0095
2022-09-23,118.8397
2022-09-24,118.8397
2022-09-25,118.8397
2022-09-26,118.8088
2022-09-27,118.6861
2022-09-28,118.727
2022-09-29,118.5699
2022-09-30,116.5117
2022-10-01,116.5117
2022-10-02,116.5117
2022-10-03,116.5999
2022-10-04,116.8175
2022-10-05,116.7407
2022-10-06,116.6909
2022-10-07,116.5984
2022-10-08,116.5984
2022-10-09,116.5984
2022-10-10,116.6128
2022-10-11,116.6199
2022-10-12,116.6798
2022-10-13,116.8968
2022-10-14,116.7894
2022-10-15,116.7894
2022-10-16,116.7894
2022-10-17,116.8973
2022-10-18,116.9087
2022-10-19,116.8666
2022-10-20,116.7977
2022-10-21,116.9144
2022-10-22,116.9144
2022-10-23,116.9144
2022-10-24,116.8973
2022-10-25,117.0184
2022-10-26,117.0381
2022-10-27,117.148
2022-10-28,117.252
2022-10-29,117.252
2022-10-30,117.252
2022-10-31,117.2844
2022-11-01,117.3608
2022-11-02,117.2292
2022-11-03,117.2142
2022-11-04,117.2901
2022-11-05,117.2901
2022-11-06,117.2901
2022-11-07,117.273
2022-11-08,117.3801
2022-11-09,117.2993
2022-11-10,117.6056
2022-11-11,117.5631
2022-11-12,117.5631
2022-11-13,117.5631
2022-11-14,117.567
2022-11-15,117.6399
2022-11-16,117.6535
2022-11-17,117.6659
2022-11-18,117.7058
2022-11-19,117.7058
2022-11-20,117.7058
2022-11-21,117.7818
2022-11-22,117.7638
2022-11-23,117.7673
2022-11-24,117.7673
2022-11-25,117.8212
2022-11-26,117.8212
2022-11-27,117.8212
2022-11-28,117.7308
2022-11-29,117.7317
2022-11-30,117.7787
2022-12-01,117.7447
2022-12-02,117.7556
2022-12-03,117.7556
2022-12-04,117.7556
2022-12-05,117.5674
2022-12-06,117.584
2022-12-07,117.4563
2022-12-08,117.5011
2022-12-09,117.4686
2022-12-10,117.4686
2022-12-11,117.4686
2022-12-12,117.5138
2022-12-13,117.5629
2022-12-14,117.3033
2022-12-15,117.2483
2022-12-16,117.2535
2022-12-17,117.2535
2022-12-18,117.2535
2022-12-19,117.218
2022-12-20,117.2375
2022-12-21,117.2234
2022-12-22,117.1699
2022-12-23,117.1782
2022-12-24,117.1782
2022-12-25,117.1782
2022-12-26,117.1782
2022-12-27,117.1372
2022-12-28,117.0257
2022-12-29,117.1227
2022-12-30,117.6186
2022-12-31,117.6186
2023-01-01,117.6186
2023-01-02,117.6186
2023-01-03,117.6533
2023-01-04,117.763
2023-01-05,117.7275
2023-01-06,117.9795
2023-01-07,117.9795
2023-01-08,117.9795
2023-01-09,117.8865
2023-01-10,117.9529
2023-01-11,118.1407
2023-01-12,118.1986
2023-01-13,118.2027
2023-01-14,118.2027
2023-01-15,118.2027
2023-01-16,118.2027
2023-01-17,118.108
2023-01-18,118.0146
2023-01-19,118.0755
2023-01-20,118.1659
2023-01-21,118.1659
2023-01-22,118.1659
2023-01-23,118.3004
2023-01-24,118.2535
2023-01-25,118.475
2023-01-26,118.5372
2023-01-27,118.5612
2023-01-28,118.5612
2023-01-29,118.5612
2023-01-30,118.401
2023-01-31,118.593
2023-02-01,118.5858
2023-02-02,118.6171
2023-02-03,118.667
2023-02-04,118.667
2023-02-05,118.667
2023-02-06,118.6526
2023-02-07,118.7574
2023-02-08,118.7085
2023-02-09,118.7301
2023-02-10,118.8577
2023-02-11,118.8577
2023-02-12,118.8577
2023-02-13,118.8555
2023-02-14,118.7938
2023-02-15,118.8754
2023-02-16,118.8403
2023-02-17,118.8898
2023-02-18,118.8898
2023-02-19,118.8898
2023-02-20,118.8898
2023-02-21,118.7684
2023-02-22,118.7883
2023-02-23,118.7249
2023-02-24,118.9599
2023-02-25,118.9599
2023-02-26,118.9599
2023-02-27,118.9688
2023-02-28,119.0152
2023-03-01,119.1509
2023-03-02,119.1766
2023-03-03,119.2764
2023-03-04,119.2764
2023-03-05,119.2764
2023-03-06,119.2637
2023-03-07,119.1018
2023-03-08,119.0798
2023-03-09,118.7525
2023-03-10,118.5415
2023-03-11,118.5415
2023-03-12,118.5415
2023-03-13,118.3638
2023-03-14,118.4075
2023-03-15,118.276
2023-03-16,118.5059
2023-03-17,118.287
