,NPO US Equity
2020-07-31,26.4721
2020-08-01,26.4721
2020-08-02,26.4721
2020-08-03,26.6618
2020-08-04,28.6079
2020-08-05,29.5715
2020-08-06,29.871
2020-08-07,31.3388
2020-08-08,31.3388
2020-08-09,31.3388
2020-08-10,32.0877
2020-08-11,32.2774
2020-08-12,32.2275
2020-08-13,31.7532
2020-08-14,31.9878
2020-08-15,31.9878
2020-08-16,31.9878
2020-08-17,32.0627
2020-08-18,31.9878
2020-08-19,31.7033
2020-08-20,31.1691
2020-08-21,31.7432
2020-08-22,31.7432
2020-08-23,31.7432
2020-08-24,32.9663
2020-08-25,32.8166
2020-08-26,32.7517
2020-08-27,32.4771
2020-08-28,32.6169
2020-08-29,32.6169
2020-08-30,32.6169
2020-08-31,31.863
2020-09-01,32.3523
2020-09-02,32.2924
2020-09-03,31.3089
2020-09-04,31.7831
2020-09-05,31.7831
2020-09-06,31.7831
2020-09-07,31.7831
2020-09-08,30.8995
2020-09-09,30.7447
2020-09-10,30.7347
2020-09-11,30.54
2020-09-12,30.54
2020-09-13,30.54
2020-09-14,30.7996
2020-09-15,30.8446
2020-09-16,31.3338
2020-09-17,31.3188
2020-09-18,31.3188
2020-09-19,31.3188
2020-09-20,31.3188
2020-09-21,29.881
2020-09-22,30.0208
2020-09-23,29.876
2020-09-24,30.9893
2020-09-25,30.4801
2020-09-26,30.4801
2020-09-27,30.4801
2020-09-28,31.5385
2020-09-29,31.179
2020-09-30,249.815
2020-10-01,251.4975
2020-10-02,252.6466
2020-10-03,252.6466
2020-10-04,252.6466
2020-10-05,261.716
2020-10-06,258.3919
2020-10-07,259.0485
2020-10-08,265.7787
2020-10-09,264.3834
2020-10-10,264.3834
2020-10-11,264.3834
2020-10-12,265.2452
2020-10-13,261.3466
2020-10-14,258.5971
2020-10-15,263.891
2020-10-16,266.0249
2020-10-17,266.0249
2020-10-18,266.0249
2020-10-19,262.1263
2020-10-20,267.5023
2020-10-21,270.5391
2020-10-22,272.591
2020-10-23,274.1505
2020-10-24,274.1505
2020-10-25,274.1505
2020-10-26,268.8566
2020-10-27,262.865
2020-10-28,254.0829
2020-10-29,261.0594
2020-10-30,260.5259
2020-10-31,260.5259
2020-11-01,260.5259
2020-11-02,268.241
2020-11-03,275.0202
2020-11-04,269.0647
2020-11-05,278.2649
2020-11-06,275.8006
2020-11-07,275.8006
2020-11-08,275.8006
2020-11-09,295.433
2020-11-10,300.1152
2020-11-11,299.458
2020-11-12,289.4775
2020-11-13,294.2008
2020-11-14,294.2008
2020-11-15,294.2008
2020-11-16,311.1225
2020-11-17,308.4939
2020-11-18,302.7438
2020-11-19,299.9509
2020-11-20,299.9098
2020-11-21,299.9098
2020-11-22,299.9098
2020-11-23,308.8635
2020-11-24,317.9815
2020-11-25,316.9958
2020-11-26,316.9958
2020-11-27,315.2708
2020-11-28,315.2708
2020-11-29,315.2708
2020-11-30,309.151
2020-12-01,310.7939
2020-12-02,313.2993
2020-12-03,310.835
2020-12-04,320.2405
2020-12-05,320.2405
2020-12-06,320.2405
2020-12-07,318.4333
2020-12-08,317.5297
2020-12-09,319.5423
2020-12-10,319.4601
2020-12-11,318.9262
2020-12-12,318.9262
2020-12-13,318.9262
2020-12-14,317.3655
2020-12-15,323.6495
2020-12-16,321.8834
2020-12-17,326.1549
2020-12-18,331.3299
2020-12-19,331.3299
2020-12-20,331.3299
2020-12-21,326.812
2020-12-22,325.2513
2020-12-23,326.8531
2020-12-24,325.8674
2020-12-25,325.8674
2020-12-26,325.8674
2020-12-27,325.8674
2020-12-28,329.1942
2020-12-29,325.1691
2020-12-30,327.4692
2020-12-31,73.6093
2021-01-01,73.6093
2021-01-02,73.6093
2021-01-03,73.6093
2021-01-04,71.8966
2021-01-05,73.2762
2021-01-06,77.32
2021-01-07,78.3032
2021-01-08,77.7799
2021-01-09,77.7799
2021-01-10,77.7799
2021-01-11,78.1843
2021-01-12,80.1348
2021-01-13,77.9147
2021-01-14,78.9058
2021-01-15,78.7552
2021-01-16,78.7552
2021-01-17,78.7552
2021-01-18,78.7552
2021-01-19,79.1278
2021-01-20,79.7542
2021-01-21,78.6204
2021-01-22,78.5331
2021-01-23,78.5331
2021-01-24,78.5331
2021-01-25,76.2972
2021-01-26,74.9889
2021-01-27,71.1354
2021-01-28,72.3089
2021-01-29,70.9689
2021-01-30,70.9689
2021-01-31,70.9689
2021-02-01,72.0235
2021-02-02,73.2842
2021-02-03,73.2604
2021-02-04,73.2762
2021-02-05,73.189
2021-02-06,73.189
2021-02-07,73.189
2021-02-08,74.4259
2021-02-09,73.4745
2021-02-10,72.9829
2021-02-11,72.6102
2021-02-12,73.7996
2021-02-13,73.7996
2021-02-14,73.7996
2021-02-15,73.7996
2021-02-16,72.8164
2021-02-17,72.9115
2021-02-18,72.3327
2021-02-19,75.6946
2021-02-20,75.6946
2021-02-21,75.6946
2021-02-22,76.5668
2021-02-23,78.0019
2021-02-24,77.6213
2021-02-25,77.1614
2021-02-26,77.431
2021-02-27,77.431
2021-02-28,77.431
2021-03-01,81.1973
2021-03-02,80.6895
2021-03-03,81.2852
2021-03-04,80.5862
2021-03-05,83.676
2021-03-06,83.676
2021-03-07,83.676
2021-03-08,85.4314
2021-03-09,85.495
2021-03-10,87.2266
2021-03-11,88.0844
2021-03-12,88.4101
2021-03-13,88.4101
2021-03-14,88.4101
2021-03-15,87.1868
2021-03-16,86.2178
2021-03-17,86.3369
2021-03-18,85.4712
2021-03-19,84.0017
2021-03-20,84.0017
2021-03-21,84.0017
2021-03-22,82.7308
2021-03-23,80.2446
2021-03-24,79.7442
2021-03-25,80.9516
2021-03-26,82.9851
2021-03-27,82.9851
2021-03-28,82.9851
2021-03-29,80.9812
2021-03-30,81.8877
2021-03-31,63.3752
2021-04-01,63.4952
2021-04-02,63.4952
2021-04-03,63.4952
2021-04-04,63.4952
2021-04-05,64.266
2021-04-06,64.4113
2021-04-07,63.4573
2021-04-08,63.4952
2021-04-09,64.4681
2021-04-10,64.4681
2021-04-11,64.4681
2021-04-12,64.9041
2021-04-13,64.0891
2021-04-14,64.4808
2021-04-15,64.645
2021-04-16,64.2912
2021-04-17,64.2912
2021-04-18,64.2912
2021-04-19,63.1224
2021-04-20,61.6062
2021-04-21,63.1919
2021-04-22,62.5538
2021-04-23,63.8048
2021-04-24,63.8048
2021-04-25,63.8048
2021-04-26,63.5205
2021-04-27,63.6089
2021-04-28,64.0259
2021-04-29,64.4492
2021-04-30,63.6152
2021-05-01,63.6152
2021-05-02,63.6152
2021-05-03,64.4239
2021-05-04,64.4681
2021-05-05,65.4158
2021-05-06,66.7426
2021-05-07,68.3481
2021-05-08,68.3481
2021-05-09,68.3481
2021-05-10,68.7083
2021-05-11,68.1965
2021-05-12,65.9849
2021-05-13,69.0242
2021-05-14,69.9025
2021-05-15,69.9025
2021-05-16,69.9025
2021-05-17,69.4349
2021-05-18,67.7794
2021-05-19,67.1539
2021-05-20,66.7621
2021-05-21,67.3877
2021-05-22,67.3877
2021-05-23,67.3877
2021-05-24,67.2487
2021-05-25,66.4715
2021-05-26,66.7116
2021-05-27,68.0574
2021-05-28,67.6278
2021-05-29,67.6278
2021-05-30,67.6278
2021-05-31,67.6278
2021-06-01,68.7462
2021-06-02,68.7462
2021-06-03,69.0747
2021-06-04,70.4775
2021-06-05,70.4775
2021-06-06,70.4775
2021-06-07,70.9893
2021-06-08,72.2972
2021-06-09,71.1725
2021-06-10,71.1725
2021-06-11,71.5264
2021-06-12,71.5264
2021-06-13,71.5264
2021-06-14,70.7428
2021-06-15,71.4884
2021-06-16,71.6464
2021-06-17,69.4665
2021-06-18,69.2137
2021-06-19,69.2137
2021-06-20,69.2137
2021-06-21,69.8456
2021-06-22,69.5865
2021-06-23,70.4016
2021-06-24,71.6211
2021-06-25,70.8629
2021-06-26,70.8629
2021-06-27,70.8629
2021-06-28,70.1299
2021-06-29,70.3005
2021-06-30,36.3805
2021-07-01,36.4232
2021-07-02,36.1636
2021-07-03,36.1636
2021-07-04,36.1636
2021-07-05,36.1636
2021-07-06,35.5427
2021-07-07,35.4704
2021-07-08,34.7707
2021-07-09,35.5066
2021-07-10,35.5066
2021-07-11,35.5066
2021-07-12,35.6347
2021-07-13,35.1255
2021-07-14,35.0401
2021-07-15,34.8232
2021-07-16,34.337
2021-07-17,34.337
2021-07-18,34.337
2021-07-19,33.1313
2021-07-20,34.3732
2021-07-21,34.9185
2021-07-22,34.0413
2021-07-23,34.1268
2021-07-24,34.1268
2021-07-25,34.1268
2021-07-26,34.6425
2021-07-27,34.4783
2021-07-28,34.5703
2021-07-29,35.1189
2021-07-30,35.0565
2021-07-31,35.0565
2021-08-01,35.0565
2021-08-02,34.7411
2021-08-03,32.8816
2021-08-04,32.4718
2021-08-05,32.6591
2021-08-06,32.8694
2021-08-07,32.8694
2021-08-08,32.8694
2021-08-09,32.7182
2021-08-10,32.9844
2021-08-11,33.6382
2021-08-12,33.5429
2021-08-13,33.4707
2021-08-14,33.4707
2021-08-15,33.4707
2021-08-16,33.4082
2021-08-17,32.6558
2021-08-18,32.2352
2021-08-19,32.0348
2021-08-20,32.1301
2021-08-21,32.1301
2021-08-22,32.1301
2021-08-23,32.3699
2021-08-24,32.7576
2021-08-25,32.5966
2021-08-26,32.3042
2021-08-27,33.1355
2021-08-28,33.1355
2021-08-29,33.1355
2021-08-30,33.0172
2021-08-31,32.5605
2021-09-01,32.6098
2021-09-02,32.7379
2021-09-03,32.6952
2021-09-04,32.6952
2021-09-05,32.6952
2021-09-06,32.6952
2021-09-07,31.9362
2021-09-08,31.9822
2021-09-09,31.8376
2021-09-10,31.7128
2021-09-11,31.7128
2021-09-12,31.7128
2021-09-13,31.7489
2021-09-14,31.2626
2021-09-15,31.7226
2021-09-16,31.5091
2021-09-17,32.0216
2021-09-18,32.0216
2021-09-19,32.0216
2021-09-20,31.1016
2021-09-21,30.9143
2021-09-22,31.7456
2021-09-23,32.6459
2021-09-24,32.5835
2021-09-25,32.5835
2021-09-26,32.5835
2021-09-27,32.9811
2021-09-28,33.0797
2021-09-29,33.2998
2021-09-30,21.4639
2021-10-01,21.9339
2021-10-02,21.9339
2021-10-03,21.9339
2021-10-04,21.8219
2021-10-05,21.8658
2021-10-06,21.7318
2021-10-07,22.0898
2021-10-08,21.8175
2021-10-09,21.8175
2021-10-10,21.8175
2021-10-11,21.633
2021-10-12,21.5891
2021-10-13,21.0268
2021-10-14,21.3804
2021-10-15,21.5232
2021-10-16,21.5232
2021-10-17,21.5232
2021-10-18,21.3563
2021-10-19,21.152
2021-10-20,21.5364
2021-10-21,21.6901
2021-10-22,21.6989
2021-10-23,21.6989
2021-10-24,21.6989
2021-10-25,21.901
2021-10-26,21.767
2021-10-27,21.6066
2021-10-28,21.9734
2021-10-29,22.0218
2021-10-30,22.0218
2021-10-31,22.0218
2021-11-01,22.6301
2021-11-02,22.6126
2021-11-03,22.6455
2021-11-04,22.5752
2021-11-05,24.3467
2021-11-06,24.3467
2021-11-07,24.3467
2021-11-08,25.3792
2021-11-09,25.8141
2021-11-10,26.1524
2021-11-11,26.6137
2021-11-12,26.6027
2021-11-13,26.6027
2021-11-14,26.6027
2021-11-15,26.3172
2021-11-16,26.5478
2021-11-17,26.2513
2021-11-18,26.0931
2021-11-19,25.8888
2021-11-20,25.8888
2021-11-21,25.8888
2021-11-22,26.4555
2021-11-23,26.7916
2021-11-24,26.7653
2021-11-25,26.7653
2021-11-26,25.6362
2021-11-27,25.6362
2021-11-28,25.6362
2021-11-29,25.3155
2021-11-30,24.7355
2021-12-01,24.7949
2021-12-02,25.7812
2021-12-03,26.0975
2021-12-04,26.0975
2021-12-05,26.0975
2021-12-06,26.3457
2021-12-07,26.315
2021-12-08,26.0601
2021-12-09,25.7812
2021-12-10,25.8449
2021-12-11,25.8449
2021-12-12,25.8449
2021-12-13,25.7394
2021-12-14,25.6604
2021-12-15,26.1217
2021-12-16,25.779
2021-12-17,25.7438
2021-12-18,25.7438
2021-12-19,25.7438
2021-12-20,24.8937
2021-12-21,25.6911
2021-12-22,26.3062
2021-12-23,26.5632
2021-12-24,26.5632
2021-12-25,26.5632
2021-12-26,26.5632
2021-12-27,26.9081
2021-12-28,26.9454
2021-12-29,27.0113
2021-12-30,26.4797
2021-12-31,38.0178
2022-01-01,38.0178
2022-01-02,38.0178
2022-01-03,37.9359
2022-01-04,38.4492
2022-01-05,38.412
2022-01-06,39.508
2022-01-07,39.2228
2022-01-08,39.2228
2022-01-09,39.2228
2022-01-10,38.8186
2022-01-11,38.9897
2022-01-12,39.0964
2022-01-13,39.7336
2022-01-14,39.6146
2022-01-15,39.6146
2022-01-16,39.6146
2022-01-17,39.6146
2022-01-18,39.1236
2022-01-19,38.2484
2022-01-20,37.75
2022-01-21,37.6111
2022-01-22,37.6111
2022-01-23,37.6111
2022-01-24,38.0698
2022-01-25,37.5541
2022-01-26,37.2367
2022-01-27,36.3466
2022-01-28,36.2201
2022-01-29,36.2201
2022-01-30,36.2201
2022-01-31,36.7656
2022-02-01,36.959
2022-02-02,36.8871
2022-02-03,36.6243
2022-02-04,35.687
2022-02-05,35.687
2022-02-06,35.687
2022-02-07,35.6176
2022-02-08,36.0341
2022-02-09,36.2548
2022-02-10,36.0168
2022-02-11,36.5176
2022-02-12,36.5176
2022-02-13,36.5176
2022-02-14,36.8747
2022-02-15,37.6012
2022-02-16,38.2136
2022-02-17,38.0525
2022-02-18,38.2707
2022-02-19,38.2707
2022-02-20,38.2707
2022-02-21,38.2707
2022-02-22,38.5087
2022-02-23,37.4004
2022-02-24,37.1425
2022-02-25,37.812
2022-02-26,37.812
2022-02-27,37.812
2022-02-28,38.1095
2022-03-01,37.2785
2022-03-02,37.8634
2022-03-03,38.1407
2022-03-04,36.6912
2022-03-05,36.6912
2022-03-06,36.6912
2022-03-07,35.1181
2022-03-08,35.0173
2022-03-09,36.429
2022-03-10,36.2072
2022-03-11,36.2324
2022-03-12,36.2324
2022-03-13,36.2324
2022-03-14,36.5349
2022-03-15,36.8197
2022-03-16,37.576
2022-03-17,37.6995
2022-03-18,37.9693
2022-03-19,37.9693
2022-03-20,37.9693
2022-03-21,37.5357
2022-03-22,36.7693
2022-03-23,36.0988
2022-03-24,36.3987
2022-03-25,36.4538
2022-03-26,36.4538
2022-03-27,36.4538
2022-03-28,35.4177
2022-03-29,35.8206
2022-03-30,35.2525
2022-03-31,37.0717
2022-04-01,37.7364
2022-04-02,37.7364
2022-04-03,37.7364
2022-04-04,37.4228
2022-04-05,36.2195
2022-04-06,35.8523
2022-04-07,36.1712
2022-04-08,36.19
2022-04-09,36.19
2022-04-10,36.19
2022-04-11,36.2999
2022-04-12,36.6751
2022-04-13,36.9699
2022-04-14,37.1253
2022-04-15,37.1253
2022-04-16,37.1253
2022-04-17,37.1253
2022-04-18,36.7662
2022-04-19,37.4443
2022-04-20,38.0473
2022-04-21,37.7444
2022-04-22,37.3076
2022-04-23,37.3076
2022-04-24,37.3076
2022-04-25,36.986
2022-04-26,36.0318
2022-04-27,36.0988
2022-04-28,36.4205
2022-04-29,35.8603
2022-04-30,35.8603
2022-05-01,35.8603
2022-05-02,35.1582
2022-05-03,35.3995
2022-05-04,36.6164
2022-05-05,35.9409
2022-05-06,35.4424
2022-05-07,35.4424
2022-05-08,35.4424
2022-05-09,35.6488
2022-05-10,35.3968
2022-05-11,35.2199
2022-05-12,35.7881
2022-05-13,36.6378
2022-05-14,36.6378
2022-05-15,36.6378
2022-05-16,36.8871
2022-05-17,37.9941
2022-05-18,37.1793
2022-05-19,36.4663
2022-05-20,35.5147
2022-05-21,35.5147
2022-05-22,35.5147
2022-05-23,36.075
2022-05-24,36.1232
2022-05-25,36.1849
2022-05-26,36.9461
2022-05-27,37.257
2022-05-28,37.257
2022-05-29,37.257
2022-05-30,37.257
2022-05-31,36.5467
2022-06-01,36.9461
2022-06-02,37.4018
2022-06-03,37.1659
2022-06-04,37.1659
2022-06-05,37.1659
2022-06-06,37.4822
2022-06-07,37.4152
2022-06-08,36.7022
2022-06-09,36.544
2022-06-10,35.6273
2022-06-11,35.6273
2022-06-12,35.6273
2022-06-13,34.3139
2022-06-14,34.4184
2022-06-15,34.3327
2022-06-16,32.9898
2022-06-17,33.2069
2022-06-18,33.2069
2022-06-19,33.2069
2022-06-20,33.2069
2022-06-21,33.1667
2022-06-22,32.8745
2022-06-23,32.3491
2022-06-24,33.1131
2022-06-25,33.1131
2022-06-26,33.1131
2022-06-27,33.4937
2022-06-28,33.1908
2022-06-29,32.8986
2022-06-30,28.2766
2022-07-01,28.1953
2022-07-02,28.1953
2022-07-03,28.1953
2022-07-04,28.1953
2022-07-05,27.512
2022-07-06,27.1378
2022-07-07,27.777
2022-07-08,27.7189
2022-07-09,27.7189
2022-07-10,27.7189
2022-07-11,27.6445
2022-07-12,27.6212
2022-07-13,27.77
2022-07-14,27.7398
2022-07-15,28.1767
2022-07-16,28.1767
2022-07-17,28.1767
2022-07-18,28.279
2022-07-19,29.2179
2022-07-20,29.5851
2022-07-21,29.6664
2022-07-22,29.5734
2022-07-23,29.5734
2022-07-24,29.5734
2022-07-25,29.7617
2022-07-26,29.7547
2022-07-27,30.3799
2022-07-28,30.5402
2022-07-29,30.9609
2022-07-30,30.9609
2022-07-31,30.9609
2022-08-01,30.8098
2022-08-02,31.4922
2022-08-03,31.885
2022-08-04,31.8502
2022-08-05,32.1616
2022-08-06,32.1616
2022-08-07,32.1616
2022-08-08,32.0593
2022-08-09,32.1663
2022-08-10,32.7217
2022-08-11,33.1006
2022-08-12,33.3748
2022-08-13,33.3748
2022-08-14,33.3748
2022-08-15,33.2238
2022-08-16,33.3167
2022-08-17,32.9309
2022-08-18,33.3586
2022-08-19,32.9077
2022-08-20,32.9077
2022-08-21,32.9077
2022-08-22,31.9943
2022-08-23,32.0501
2022-08-24,32.1802
2022-08-25,32.6404
2022-08-26,31.4318
2022-08-27,31.4318
2022-08-28,31.4318
2022-08-29,31.4039
2022-08-30,30.8043
2022-08-31,30.2837
2022-09-01,30.0326
2022-09-02,29.863
2022-09-03,29.863
2022-09-04,29.863
2022-09-05,29.863
2022-09-06,29.8165
2022-09-07,30.2976
2022-09-08,30.2999
2022-09-09,30.5068
2022-09-10,30.5068
2022-09-11,30.5068
2022-09-12,30.8159
2022-09-13,30.2046
2022-09-14,30.2116
2022-09-15,30.272
2022-09-16,30.1279
2022-09-17,30.1279
2022-09-18,30.1279
2022-09-19,30.6672
2022-09-20,30.5998
2022-09-21,30.2442
2022-09-22,29.7677
2022-09-23,29.3307
2022-09-24,29.3307
2022-09-25,29.3307
2022-09-26,29.2262
2022-09-27,29.0774
2022-09-28,29.3586
2022-09-29,28.9868
2022-09-30,22.9496
2022-10-01,22.9496
2022-10-02,22.9496
2022-10-03,23.3795
2022-10-04,24.0854
2022-10-05,24.0666
2022-10-06,24.0967
2022-10-07,23.4602
2022-10-08,23.4602
2022-10-09,23.4602
2022-10-10,23.6686
2022-10-11,23.7531
2022-10-12,23.3795
2022-10-13,24.0404
2022-10-14,23.6198
2022-10-15,23.6198
2022-10-16,23.6198
2022-10-17,24.2093
2022-10-18,24.8627
2022-10-19,25.103
2022-10-20,24.8026
2022-10-21,25.4709
2022-10-22,25.4709
2022-10-23,25.4709
2022-10-24,24.7857
2022-10-25,25.394
2022-10-26,25.8689
2022-10-27,26.4228
2022-10-28,27.1512
2022-10-29,27.1512
2022-10-30,27.1512
2022-10-31,26.9898
2022-11-01,28.0805
2022-11-02,27.7914
2022-11-03,29.2314
2022-11-04,29.6894
2022-11-05,29.6894
2022-11-06,29.6894
2022-11-07,29.7171
2022-11-08,29.5482
2022-11-09,29.0262
2022-11-10,30.0701
2022-11-11,29.7659
2022-11-12,29.7659
2022-11-13,29.7659
2022-11-14,29.8504
2022-11-15,30.1508
2022-11-16,29.734
2022-11-17,29.6195
2022-11-18,29.2421
2022-11-19,29.2421
2022-11-20,29.2421
2022-11-21,29.2046
2022-11-22,29.2628
2022-11-23,29.2534
2022-11-24,29.2534
2022-11-25,29.4411
2022-11-26,29.4411
2022-11-27,29.4411
2022-11-28,28.8159
2022-11-29,28.6
2022-11-30,29.3003
2022-12-01,29.306
2022-12-02,29.4937
2022-12-03,29.4937
2022-12-04,29.4937
2022-12-05,28.7465
2022-12-06,28.6319
2022-12-07,28.0893
2022-12-08,28.0405
2022-12-09,27.6087
2022-12-10,27.6087
2022-12-11,27.6087
2022-12-12,27.8697
2022-12-13,27.9241
2022-12-14,27.2613
2022-12-15,26.9253
2022-12-16,26.837
2022-12-17,26.837
2022-12-18,26.837
2022-12-19,26.8427
2022-12-20,27.7364
2022-12-21,28.2132
2022-12-22,27.9279
2022-12-23,27.8265
2022-12-24,27.8265
2022-12-25,27.8265
2022-12-26,27.8265
2022-12-27,27.8941
2022-12-28,27.5073
2022-12-29,27.8302
2022-12-30,38.5396
2022-12-31,38.5396
2023-01-01,38.5396
2023-01-02,38.5396
2023-01-03,38.5281
2023-01-04,38.9747
2023-01-05,38.5598
2023-01-06,39.4126
2023-01-07,39.4126
2023-01-08,39.4126
2023-01-09,39.8218
2023-01-10,40.3894
2023-01-11,40.7178
2023-01-12,41.3517
2023-01-13,41.1068
2023-01-14,41.1068
2023-01-15,41.1068
2023-01-16,41.1068
2023-01-17,40.9772
2023-01-18,40.5133
2023-01-19,39.3233
2023-01-20,39.9918
2023-01-21,39.9918
2023-01-22,39.9918
2023-01-23,40.4441
2023-01-24,40.9973
2023-01-25,40.4153
2023-01-26,40.5795
2023-01-27,40.4297
2023-01-28,40.4297
2023-01-29,40.4297
2023-01-30,41.2509
2023-01-31,42.1066
2023-02-01,41.6629
2023-02-02,41.9049
2023-02-03,41.8675
2023-02-04,41.8675
2023-02-05,41.8675
2023-02-06,41.3604
2023-02-07,41.5938
2023-02-08,40.5075
2023-02-09,40.3058
2023-02-10,40.0292
2023-02-11,40.0292
2023-02-12,40.0292
2023-02-13,40.6372
2023-02-14,40.689
2023-02-15,40.787
2023-02-16,40.8965
2023-02-17,41.686
2023-02-18,41.686
2023-02-19,41.686
2023-02-20,41.686
2023-02-21,38.3552
2023-02-22,39.0438
2023-02-23,38.8796
2023-02-24,38.9343
2023-02-25,38.9343
2023-02-26,38.9343
2023-02-27,39.525
2023-02-28,38.1967
2023-03-01,39.2954
2023-03-02,39.479
2023-03-03,39.677
2023-03-04,39.677
2023-03-05,39.677
2023-03-06,37.9758
2023-03-07,36.9388
2023-03-08,36.6475
2023-03-09,36.0882
2023-03-10,35.1822
2023-03-11,35.1822
2023-03-12,35.1822
2023-03-13,34.2006
2023-03-14,35.0832
2023-03-15,35.1706
2023-03-16,35.6308
2023-03-17,35.0919
2023-03-18,35.0919
