,KLAC US Equity
2023-03-19,13.6445
2023-03-20,13.717
2023-03-21,13.5554
2023-03-22,13.4495
2023-03-23,13.6796
2023-03-24,13.2246
2023-03-25,13.2246
2023-03-26,13.2246
2023-03-27,13.1898
2023-03-28,13.0901
2023-03-29,13.5584
2023-03-30,13.9187
2023-03-31,14.0905
2023-04-01,14.0905
2023-04-02,14.0905
2023-04-03,14.0845
2023-04-04,13.8795
2023-04-05,13.5042
2023-04-06,13.2722
2023-04-07,13.2722
2023-04-08,13.2722
2023-04-09,13.2722
2023-04-10,13.5396
2023-04-11,13.3807
2023-04-12,13.1213
2023-04-13,13.2632
2023-04-14,13.2849
2023-04-15,13.2849
2023-04-16,13.2849
2023-04-17,13.1871
2023-04-18,13.157
2023-04-19,12.8249
2023-04-20,13.3073
2023-04-21,13.1824
2023-04-22,13.1824
2023-04-23,13.1824
2023-04-24,13.1941
2023-04-25,12.7077
2023-04-26,12.6947
2023-04-27,13.6054
2023-04-28,13.5495
2023-04-29,13.5495
2023-04-30,13.5495
2023-05-01,13.4797
2023-05-02,13.2819
2023-05-03,13.2726
2023-05-04,13.1092
2023-05-05,13.5204
2023-05-06,13.5204
2023-05-07,13.5204
2023-05-08,13.4496
2023-05-09,13.1926
2023-05-10,13.5442
2023-05-11,13.5495
2023-05-12,13.5637
2023-05-13,13.5637
2023-05-14,13.5637
2023-05-15,14.1303
2023-05-16,14.2861
2023-05-17,14.5513
2023-05-18,14.9396
2023-05-19,14.7766
2023-05-20,14.7766
2023-05-21,14.7766
2023-05-22,14.683
2023-05-23,14.4805
2023-05-24,14.289
2023-05-25,15.1275
2023-05-26,16.0186
2023-05-27,16.0186
2023-05-28,16.0186
2023-05-29,16.0186
2023-05-30,15.9372
2023-05-31,15.4166
2023-06-01,15.7321
2023-06-02,15.915
2023-06-03,15.915
2023-06-04,15.915
2023-06-05,15.9147
2023-06-06,16.0123
2023-06-07,16.1036
2023-06-08,16.4376
2023-06-09,16.1661
2023-06-10,16.1661
2023-06-11,16.1661
2023-06-12,16.4895
2023-06-13,16.6371
2023-06-14,16.6586
2023-06-15,16.3953
2023-06-16,16.1409
2023-06-17,16.1409
2023-06-18,16.1409
2023-06-19,16.1409
2023-06-20,16.1264
2023-06-21,15.8611
2023-06-22,16.2233
2023-06-23,15.8783
2023-06-24,15.8783
2023-06-25,15.8783
2023-06-26,15.9312
2023-06-27,16.5392
2023-06-28,16.4565
2023-06-29,16.5491
2023-06-30,17.347
2023-07-01,17.347
2023-07-02,17.347
2023-07-03,17.3401
2023-07-04,17.3401
2023-07-05,16.7599
2023-07-06,16.5414
2023-07-07,16.3454
2023-07-08,16.3454
2023-07-09,16.3454
2023-07-10,16.7514
2023-07-11,16.4707
2023-07-12,16.6968
2023-07-13,17.0313
2023-07-14,16.996
2023-07-15,16.996
2023-07-16,16.996
2023-07-17,17.5309
2023-07-18,17.3141
2023-07-19,16.8519
2023-07-20,16.1488
2023-07-21,16.4391
2023-07-22,16.4391
2023-07-23,16.4391
2023-07-24,16.5222
2023-07-25,16.6982
2023-07-26,16.4148
2023-07-27,17.2554
2023-07-28,18.2388
2023-07-29,18.2388
2023-07-30,18.2388
2023-07-31,18.3396
2023-08-01,18.351
2023-08-02,17.8462
2023-08-03,17.9409
2023-08-04,17.6804
2023-08-05,17.6804
2023-08-06,17.6804
2023-08-07,18.0213
2023-08-08,17.7546
2023-08-09,17.6117
2023-08-10,17.6743
2023-08-11,17.0824
2023-08-12,17.0824
2023-08-13,17.0824
2023-08-14,17.4896
2023-08-15,17.238
2023-08-16,16.9121
2023-08-17,16.8762
2023-08-18,17.0475
2023-08-19,17.0475
2023-08-20,17.0475
2023-08-21,17.4835
2023-08-22,17.347
2023-08-23,17.6069
2023-08-24,16.9942
2023-08-25,17.1764
2023-08-26,17.1764
2023-08-27,17.1764
2023-08-28,17.3392
2023-08-29,17.7286
2023-08-30,17.743
2023-08-31,17.8651
2023-09-01,18.0411
2023-09-02,18.0411
2023-09-03,18.0411
2023-09-04,18.0411
2023-09-05,18.2302
2023-09-06,18.2617
2023-09-07,17.7047
2023-09-08,17.7235
2023-09-09,17.7235
2023-09-10,17.7235
2023-09-11,17.6014
2023-09-12,17.3156
2023-09-13,17.2404
2023-09-14,17.1139
2023-09-15,16.2358
2023-09-16,16.2358
2023-09-17,16.2358
2023-09-18,16.3141
2023-09-19,16.3415
2023-09-20,16.1661
2023-09-21,15.9418
2023-09-22,16.1088
2023-09-23,16.1088
2023-09-24,16.1088
2023-09-25,16.2305
2023-09-26,15.8818
2023-09-27,15.8954
2023-09-28,16.3226
2023-09-29,17.2235
2023-09-30,17.2235
2023-10-01,17.2235
2023-10-02,17.2944
2023-10-03,16.9781
2023-10-04,17.3095
2023-10-05,17.3106
2023-10-06,17.5615
2023-10-07,17.5615
2023-10-08,17.5615
2023-10-09,17.5154
2023-10-10,17.7806
2023-10-11,18.0862
2023-10-12,18.7512
2023-10-13,18.2366
2023-10-14,18.2366
2023-10-15,18.2366
2023-10-16,18.3949
2023-10-17,18.22
2023-10-18,17.9699
2023-10-19,17.4535
2023-10-20,17.3596
2023-10-21,17.3596
2023-10-22,17.3596
2023-10-23,17.3639
2023-10-24,17.641
2023-10-25,17.086
2023-10-26,17.2084
2023-10-27,17.1501
2023-10-28,17.1501
2023-10-29,17.1501
2023-10-30,17.2079
2023-10-31,17.5725
2023-11-01,17.8176
2023-11-02,18.2773
2023-11-03,18.6462
2023-11-04,18.6462
2023-11-05,18.6462
2023-11-06,18.6189
2023-11-07,18.7718
2023-11-08,19.0603
2023-11-09,18.8891
2023-11-10,19.8889
2023-11-11,19.8889
2023-11-12,19.8889
2023-11-13,19.6735
2023-11-14,20.2904
2023-11-15,20.289
2023-11-16,20.2886
2023-11-17,20.2581
2023-11-18,20.2581
2023-11-19,20.2581
2023-11-20,20.7322
2023-11-21,20.4788
2023-11-22,20.6037
2023-11-23,20.6037
2023-11-24,20.6564
2023-11-25,20.6564
2023-11-26,20.6564
2023-11-27,20.7035
2023-11-28,20.3514
2023-11-29,20.2413
2023-11-30,20.261
2023-12-01,20.4182
2023-12-02,20.4182
2023-12-03,20.4182
2023-12-04,20.0805
2023-12-05,19.9958
2023-12-06,19.6865
2023-12-07,20.1393
2023-12-08,19.8953
2023-12-09,19.8953
2023-12-10,19.8953
2023-12-11,20.7846
2023-12-12,20.8506
2023-12-13,21.1969
2023-12-14,21.6175
2023-12-15,21.7147
2023-12-16,21.7147
2023-12-17,21.7147
2023-12-18,21.4133
2023-12-19,21.4628
2023-12-20,20.9313
2023-12-21,21.5468
2023-12-22,21.6257
2023-12-23,21.6257
2023-12-24,21.6257
2023-12-25,21.6257
2023-12-26,21.9386
2023-12-27,21.9422
2023-12-28,21.7556
2023-12-29,24.6459
2023-12-30,24.6459
2023-12-31,24.6459
2024-01-01,24.6459
2024-01-02,23.7891
2024-01-03,23.4694
2024-01-04,23.2174
2024-01-05,23.1302
2024-01-06,23.1302
2024-01-07,23.1302
2024-01-08,23.8698
2024-01-09,23.6231
2024-01-10,23.6129
2024-01-11,23.8608
2024-01-12,23.7981
2024-01-13,23.7981
2024-01-14,23.7981
2024-01-15,23.7981
2024-01-16,24.0521
2024-01-17,23.8755
2024-01-18,25.0024
2024-01-19,25.9444
2024-01-20,25.9444
2024-01-21,25.9444
2024-01-22,26.3587
2024-01-23,26.2042
2024-01-24,26.9877
2024-01-25,27.1204
2024-01-26,25.2601
2024-01-27,25.2601
2024-01-28,25.2601
2024-01-29,25.289
2024-01-30,25.0962
2024-01-31,25.0428
2024-02-01,25.2491
2024-02-02,25.4619
2024-02-03,25.4619
2024-02-04,25.4619
2024-02-05,25.8924
2024-02-06,25.3518
2024-02-07,25.6486
2024-02-08,26.0395
2024-02-09,27.3159
2024-02-10,27.3159
2024-02-11,27.3159
2024-02-12,27.2445
2024-02-13,26.96
2024-02-14,27.4806
2024-02-15,27.4211
2024-02-16,27.7867
2024-02-17,27.7867
2024-02-18,27.7867
2024-02-19,27.7867
2024-02-20,27.3962
2024-02-21,27.4023
2024-02-22,28.7007
2024-02-23,28.0913
2024-02-24,28.0913
2024-02-25,28.0913
2024-02-26,28.7027
2024-02-27,28.4484
2024-02-28,28.2617
2024-02-29,28.6408
2024-03-01,30.0786
2024-03-02,30.0786
2024-03-03,30.0786
2024-03-04,30.0884
2024-03-05,29.6016
2024-03-06,29.9926
2024-03-07,30.3105
2024-03-08,29.3301
2024-03-09,29.3301
2024-03-10,29.3301
2024-03-11,28.7663
2024-03-12,29.2971
2024-03-13,28.9021
2024-03-14,29.0497
2024-03-15,28.706
2024-03-16,28.706
2024-03-17,28.706
2024-03-18,28.9832
2024-03-19,28.5902
2024-03-20,29.1972
2024-03-21,29.8976
2024-03-22,29.7928
2024-03-23,29.7928
2024-03-24,29.7928
2024-03-25,29.3513
2024-03-26,28.8903
2024-03-27,29.2347
2024-03-28,29.304
2024-03-29,29.304
2024-03-30,29.304
2024-03-31,29.304
2024-04-01,29.8059
2024-04-02,29.1149
2024-04-03,29.2616
2024-04-04,28.2515
2024-04-05,28.6628
2024-04-06,28.6628
2024-04-07,28.6628
2024-04-08,28.9881
