,MLKN US Equity
2020-07-21,8.0141
2020-07-22,8.0141
2020-07-23,8.0141
2020-07-24,8.0141
2020-07-25,8.0141
2020-07-26,8.0141
2020-07-27,8.0141
2020-07-28,8.0141
2020-07-29,8.0141
2020-07-30,8.0141
2020-07-31,8.0141
2020-08-01,8.0141
2020-08-02,8.0141
2020-08-03,8.0141
2020-08-04,8.0141
2020-08-05,8.0141
2020-08-06,8.0141
2020-08-07,8.0141
2020-08-08,8.0141
2020-08-09,8.0141
2020-08-10,8.0141
2020-08-11,8.0141
2020-08-12,8.0141
2020-08-13,8.0141
2020-08-14,8.0141
2020-08-15,8.0141
2020-08-16,8.0141
2020-08-17,8.0141
2020-08-18,8.0141
2020-08-19,8.0141
2020-08-20,8.0141
2020-08-21,8.0141
2020-08-22,8.0141
2020-08-23,8.0141
2020-08-24,8.0141
2020-08-25,8.0141
2020-08-26,8.0141
2020-08-27,8.0141
2020-08-28,8.0141
2020-08-29,8.0141
2020-08-30,8.0141
2020-08-31,8.0141
2020-09-01,8.0141
2020-09-02,8.0141
2020-09-03,8.0141
2020-09-04,8.0141
2020-09-05,8.0141
2020-09-06,8.0141
2020-09-07,8.0141
2020-09-08,8.0141
2020-09-09,8.0141
2020-09-10,8.0141
2020-09-11,8.0141
2020-09-12,8.0141
2020-09-13,8.0141
2020-09-14,8.0141
2020-09-15,8.0141
2020-09-16,8.0141
2020-09-17,8.0141
2020-09-18,8.0141
2020-09-19,8.0141
2020-09-20,8.0141
2020-09-21,8.0141
2020-09-22,8.0141
2020-09-23,8.0141
2020-09-24,8.0141
2020-09-25,8.0141
2020-09-26,8.0141
2020-09-27,8.0141
2020-09-28,8.0141
2020-09-29,8.0141
2020-09-30,8.0141
2020-10-01,8.0141
2020-10-02,8.0141
2020-10-03,8.0141
2020-10-04,8.0141
2020-10-05,8.0141
2020-10-06,8.0141
2020-10-07,8.0141
2020-10-08,8.0141
2020-10-09,8.0141
2020-10-10,8.0141
2020-10-11,8.0141
2020-10-12,8.0141
2020-10-13,8.0141
2020-10-14,8.0141
2020-10-15,8.0141
2020-10-16,8.0141
2020-10-17,8.0141
2020-10-18,8.0141
2020-10-19,8.0141
2020-10-20,8.0141
2020-10-21,8.0141
2020-10-22,8.0141
2020-10-23,8.0141
2020-10-24,8.0141
2020-10-25,8.0141
2020-10-26,8.0141
2020-10-27,8.0141
2020-10-28,8.0141
2020-10-29,8.0141
2020-10-30,8.0141
2020-10-31,8.0141
2020-11-01,8.0141
2020-11-02,8.0141
2020-11-03,8.0141
2020-11-04,8.0141
2020-11-05,8.0141
2020-11-06,8.0141
2020-11-07,8.0141
2020-11-08,8.0141
2020-11-09,8.0141
2020-11-10,8.0141
2020-11-11,8.0141
2020-11-12,8.0141
2020-11-13,8.0141
2020-11-14,8.0141
2020-11-15,8.0141
2020-11-16,8.0141
2020-11-17,8.0141
2020-11-18,8.0141
2020-11-19,8.0141
2020-11-20,8.0141
2020-11-21,8.0141
2020-11-22,8.0141
2020-11-23,8.0141
2020-11-24,8.0141
2020-11-25,8.0141
2020-11-26,8.0141
2020-11-27,191.6727
2020-11-28,191.6727
2020-11-29,191.6727
2020-11-30,182.9461
2020-12-01,185.8095
2020-12-02,188.7184
2020-12-03,192.4908
2020-12-04,196.7633
2020-12-05,196.7633
2020-12-06,196.7633
2020-12-07,195.2634
2020-12-08,195.9906
2020-12-09,196.536
2020-12-10,194.9907
2020-12-11,194.3543
2020-12-12,194.3543
2020-12-13,194.3543
2020-12-14,193.3544
2020-12-15,204.2627
2020-12-16,205.2626
2020-12-17,181.0372
2020-12-18,179.9009
2020-12-19,179.9009
2020-12-20,179.9009
2020-12-21,174.7649
2020-12-22,171.9015
2020-12-23,175.4012
2020-12-24,178.1283
2020-12-25,178.1283
2020-12-26,178.1283
2020-12-27,178.1283
2020-12-28,173.4468
2020-12-29,171.0379
2020-12-30,173.3559
2020-12-31,174.5831
2021-01-01,174.5831
2021-01-02,174.5831
2021-01-03,174.5831
2021-01-04,171.6
2021-01-05,176.2421
2021-01-06,179.2913
2021-01-07,177.3344
2021-01-08,177.9715
2021-01-09,177.9715
2021-01-10,177.9715
2021-01-11,176.8793
2021-01-12,184.3431
2021-01-13,182.4316
2021-01-14,184.4341
2021-01-15,183.2508
2021-01-16,183.2508
2021-01-17,183.2508
2021-01-18,183.2508
2021-01-19,183.4329
2021-01-20,187.3013
2021-01-21,187.3923
2021-01-22,188.3481
2021-01-23,188.3481
2021-01-24,188.3481
2021-01-25,181.931
2021-01-26,181.9537
2021-01-27,177.6529
2021-01-28,184.3886
2021-01-29,176.8337
2021-01-30,176.8337
2021-01-31,176.8337
2021-02-01,185.2988
2021-02-02,188.1205
2021-02-03,188.5301
2021-02-04,195.4023
2021-02-05,192.9447
2021-02-06,192.9447
2021-02-07,192.9447
2021-02-08,197.0407
2021-02-09,197.4503
2021-02-10,196.0849
2021-02-11,194.0825
2021-02-12,194.9927
2021-02-13,194.9927
2021-02-14,194.9927
2021-02-15,194.9927
2021-02-16,192.5351
2021-02-17,191.9889
2021-02-18,190.8512
2021-02-19,190.6236
2021-02-20,190.6236
2021-02-21,190.6236
2021-02-22,195.9939
2021-02-23,195.8119
2021-02-24,201.1822
2021-02-25,195.2657
2021-02-26,143.0134
2021-02-27,143.0134
2021-02-28,143.0134
2021-03-01,149.6447
2021-03-02,147.6301
2021-03-03,147.8987
2021-03-04,145.817
2021-03-05,149.5104
2021-03-06,149.5104
2021-03-07,149.5104
2021-03-08,154.6811
2021-03-09,153.5059
2021-03-10,155.3191
2021-03-11,155.1512
2021-03-12,156.7628
2021-03-13,156.7628
2021-03-14,156.7628
2021-03-15,155.8563
2021-03-16,153.8417
2021-03-17,154.0096
2021-03-18,153.5731
2021-03-19,154.614
2021-03-20,154.614
2021-03-21,154.614
2021-03-22,153.0359
2021-03-23,149.5104
2021-03-24,149.544
2021-03-25,150.7863
2021-03-26,154.9833
2021-03-27,154.9833
2021-03-28,154.9833
2021-03-29,149.4768
2021-03-30,151.4578
2021-03-31,152.3979
2021-04-01,154.6811
2021-04-02,154.6811
2021-04-03,154.6811
2021-04-04,154.6811
2021-04-05,156.192
2021-04-06,158.6328
2021-04-07,158.129
2021-04-08,160.1108
2021-04-09,160.665
2021-04-10,160.665
2021-04-11,160.665
2021-04-12,161.6559
2021-04-13,160.2115
2021-04-14,163.8392
2021-04-15,161.2528
2021-04-16,163.033
2021-04-17,163.033
2021-04-18,163.033
2021-04-19,150.1347
2021-04-20,147.7499
2021-04-21,152.0829
2021-04-22,147.4812
2021-04-23,155.4083
2021-04-24,155.4083
2021-04-25,155.4083
2021-04-26,152.1501
2021-04-27,153.628
2021-04-28,153.1242
2021-04-29,157.558
2021-04-30,153.628
2021-05-01,153.628
2021-05-02,153.628
2021-05-03,157.7595
2021-05-04,158.4985
2021-05-05,160.4802
2021-05-06,160.01
2021-05-07,160.9505
2021-05-08,160.9505
2021-05-09,160.9505
2021-05-10,166.0225
2021-05-11,166.1904
2021-05-12,163.6041
2021-05-13,162.7643
2021-05-14,167.7691
2021-05-15,167.7691
2021-05-16,167.7691
2021-05-17,169.1127
2021-05-18,167.7355
2021-05-19,165.8545
2021-05-20,167.0638
2021-05-21,165.9889
2021-05-22,165.9889
2021-05-23,165.9889
2021-05-24,169.2471
2021-05-25,168.1722
2021-05-26,172.0686
2021-05-27,176.0993
2021-05-28,12.6292
2021-05-29,12.6292
2021-05-30,12.6292
2021-05-31,12.6292
2021-06-01,13.2688
2021-06-02,13.1721
2021-06-03,12.9762
2021-06-04,13.1076
2021-06-05,13.1076
2021-06-06,13.1076
2021-06-07,13.3456
2021-06-08,13.1051
2021-06-09,13.296
2021-06-10,13.1646
2021-06-11,13.1473
2021-06-12,13.1473
2021-06-13,13.1473
2021-06-14,12.7091
2021-06-15,12.8157
2021-06-16,12.466
2021-06-17,12.2528
2021-06-18,11.8237
2021-06-19,11.8237
2021-06-20,11.8237
2021-06-21,12.3916
2021-06-22,12.3396
2021-06-23,12.3916
2021-06-24,12.7463
2021-06-25,12.7537
2021-06-26,12.7537
2021-06-27,12.7537
2021-06-28,12.6719
2021-06-29,11.8485
2021-06-30,12.471
2021-07-01,12.8281
2021-07-02,12.4214
2021-07-03,12.4214
2021-07-04,12.4214
2021-07-05,12.4214
2021-07-06,12.4412
2021-07-07,12.5305
2021-07-08,12.0246
2021-07-09,12.1039
2021-07-10,12.1039
2021-07-11,12.1039
2021-07-12,12.3743
2021-07-13,12.1263
2021-07-14,11.8559
2021-07-15,11.8386
2021-07-16,11.4542
2021-07-17,11.4542
2021-07-18,11.4542
2021-07-19,14.4409
2021-07-20,14.6799
2021-07-21,14.9221
2021-07-22,14.6925
2021-07-23,14.856
2021-07-24,14.856
2021-07-25,14.856
2021-07-26,14.8875
2021-07-27,14.9346
2021-07-28,14.7176
2021-07-29,14.7711
2021-07-30,14.3497
2021-07-31,14.3497
2021-08-01,14.3497
2021-08-02,14.7334
2021-08-03,14.7176
2021-08-04,14.0195
2021-08-05,14.4
2021-08-06,14.3403
2021-08-07,14.3403
2021-08-08,14.3403
2021-08-09,14.1547
2021-08-10,14.3466
2021-08-11,14.4095
2021-08-12,14.4692
2021-08-13,14.4126
2021-08-14,14.4126
2021-08-15,14.4126
2021-08-16,14.1359
2021-08-17,14.0981
2021-08-18,13.8245
2021-08-19,13.6987
2021-08-20,14.0926
2021-08-21,14.0926
2021-08-22,14.0926
2021-08-23,14.3026
2021-08-24,14.5827
2021-08-25,14.7577
2021-08-26,14.3535
2021-08-27,59.6542
2021-08-28,59.6542
2021-08-29,59.6542
2021-08-30,58.7728
2021-08-31,58.3229
2021-09-01,58.4422
2021-09-02,58.6075
2021-09-03,58.8187
2021-09-04,58.8187
2021-09-05,58.8187
2021-09-06,58.8187
2021-09-07,58.1851
2021-09-08,57.0099
2021-09-09,56.4314
2021-09-10,56.4865
2021-09-11,56.4865
2021-09-12,56.4865
2021-09-13,57.1384
2021-09-14,56.9181
2021-09-15,57.9648
2021-09-16,58.4789
2021-09-17,57.7811
2021-09-18,57.7811
2021-09-19,57.7811
2021-09-20,56.5416
2021-09-21,55.8622
2021-09-22,56.8538
2021-09-23,57.065
2021-09-24,57.4322
2021-09-25,57.4322
2021-09-26,57.4322
2021-09-27,56.8813
2021-09-28,55.8989
2021-09-29,56.5692
2021-09-30,54.3105
2021-10-01,56.0458
2021-10-02,56.0458
2021-10-03,56.0458
2021-10-04,55.4857
2021-10-05,54.4665
2021-10-06,53.844
2021-10-07,54.2849
2021-10-08,54.0369
2021-10-09,54.0369
2021-10-10,54.0369
2021-10-11,53.7246
2021-10-12,53.8257
2021-10-13,53.6787
2021-10-14,54.3124
2021-10-15,54.6706
2021-10-16,54.6706
2021-10-17,54.6706
2021-10-18,54.8084
2021-10-19,55.1758
2021-10-20,55.5524
2021-10-21,55.4054
2021-10-22,55.6534
2021-10-23,55.6534
2021-10-24,55.6534
2021-10-25,55.4973
2021-10-26,55.5524
2021-10-27,54.3767
2021-10-28,55.2125
2021-10-29,55.4789
2021-10-30,55.4789
2021-10-31,55.4789
2021-11-01,55.5891
2021-11-02,55.185
2021-11-03,57.0311
2021-11-04,56.3055
2021-11-05,57.8394
2021-11-06,57.8394
2021-11-07,57.8394
2021-11-08,56.9117
2021-11-09,56.3331
2021-11-10,56.1035
2021-11-11,56.1678
2021-11-12,56.8658
2021-11-13,56.8658
2021-11-14,56.8658
2021-11-15,57.123
2021-11-16,57.0862
2021-11-17,57.4444
2021-11-18,57.674
2021-11-19,58.317
2021-11-20,58.317
2021-11-21,58.317
2021-11-22,58.317
2021-11-23,58.271
2021-11-24,57.5179
2021-11-25,57.5179
2021-11-26,260.7154
2021-11-27,260.7154
2021-11-28,260.7154
2021-11-29,259.6452
2021-11-30,256.7769
2021-12-01,253.5233
2021-12-02,258.4893
2021-12-03,258.3609
2021-12-04,258.3609
2021-12-05,258.3609
2021-12-06,261.6572
2021-12-07,264.8252
2021-12-08,267.351
2021-12-09,266.7944
2021-12-10,266.0238
2021-12-11,266.0238
2021-12-12,266.0238
2021-12-13,262.8131
2021-12-14,257.5047
2021-12-15,259.6024
2021-12-16,254.9789
2021-12-17,251.2116
2021-12-18,251.2116
2021-12-19,251.2116
2021-12-20,240.8516
2021-12-21,249.2423
2021-12-22,253.1809
2021-12-23,255.1501
2021-12-24,255.1501
2021-12-25,255.1501
2021-12-26,255.1501
2021-12-27,258.104
2021-12-28,259.6452
2021-12-29,259.3455
2021-12-30,261.2291
2021-12-31,262.1281
2022-01-01,262.1281
2022-01-02,262.1281
2022-01-03,264.8252
2022-01-04,262.1281
2022-01-05,255.7723
2022-01-06,252.2633
2022-01-07,247.2564
2022-01-08,247.2564
2022-01-09,247.2564
2022-01-10,247.1708
2022-01-11,250.5087
2022-01-12,249.4389
2022-01-13,252.1349
2022-01-14,254.1462
2022-01-15,254.1462
2022-01-16,254.1462
2022-01-17,254.1462
2022-01-18,252.3916
2022-01-19,252.3488
2022-01-20,252.2205
2022-01-21,251.0222
2022-01-22,251.0222
2022-01-23,251.0222
2022-01-24,258.2115
2022-01-25,254.6597
2022-01-26,254.7025
2022-01-27,251.4074
2022-01-28,257.7836
2022-01-29,257.7836
2022-01-30,257.7836
2022-01-31,259.6237
2022-02-01,260.2228
2022-02-02,257.484
2022-02-03,254.2317
2022-02-04,253.1191
2022-02-05,253.1191
2022-02-06,253.1191
2022-02-07,254.6597
2022-02-08,260.18
2022-02-09,262.6192
2022-02-10,257.912
2022-02-11,257.3557
2022-02-12,257.3557
2022-02-13,257.3557
2022-02-14,260.5652
2022-02-15,267.84
2022-02-16,271.2207
2022-02-17,268.3535
2022-02-18,268.054
2022-02-19,268.054
2022-02-20,268.054
2022-02-21,268.054
2022-02-22,261.8917
2022-02-23,258.4255
2022-02-24,258.5967
2022-02-25,258.5967
2022-02-26,258.5967
2022-02-27,258.5967
2022-02-28,258.5967
2022-03-01,258.5967
2022-03-02,258.5967
2022-03-03,258.5967
2022-03-04,258.5967
2022-03-05,258.5967
2022-03-06,258.5967
2022-03-07,258.5967
2022-03-08,258.5967
2022-03-09,258.5967
2022-03-10,258.5967
2022-03-11,258.5967
2022-03-12,258.5967
2022-03-13,258.5967
2022-03-14,258.5967
2022-03-15,258.5967
2022-03-16,258.5967
2022-03-17,258.5967
2022-03-18,258.5967
2022-03-19,258.5967
2022-03-20,258.5967
2022-03-21,258.5967
2022-03-22,258.5967
2022-03-23,258.5967
2022-03-24,258.5967
2022-03-25,258.5967
2022-03-26,258.5967
2022-03-27,258.5967
2022-03-28,258.5967
2022-03-29,258.5967
2022-03-30,258.5967
2022-03-31,258.5967
2022-04-01,258.5967
2022-04-02,258.5967
2022-04-03,258.5967
2022-04-04,258.5967
2022-04-05,258.5967
2022-04-06,258.5967
2022-04-07,258.5967
2022-04-08,258.5967
2022-04-09,258.5967
2022-04-10,258.5967
2022-04-11,258.5967
2022-04-12,258.5967
2022-04-13,258.5967
2022-04-14,258.5967
2022-04-15,258.5967
2022-04-16,258.5967
2022-04-17,258.5967
2022-04-18,258.5967
2022-04-19,258.5967
2022-04-20,258.5967
2022-04-21,258.5967
2022-04-22,258.5967
2022-04-23,258.5967
2022-04-24,258.5967
2022-04-25,258.5967
2022-04-26,258.5967
2022-04-27,258.5967
2022-04-28,258.5967
2022-04-29,258.5967
2022-04-30,258.5967
2022-05-01,258.5967
2022-05-02,258.5967
2022-05-03,258.5967
2022-05-04,258.5967
2022-05-05,258.5967
2022-05-06,258.5967
2022-05-07,258.5967
2022-05-08,258.5967
2022-05-09,258.5967
2022-05-10,258.5967
2022-05-11,258.5967
2022-05-12,258.5967
2022-05-13,258.5967
2022-05-14,258.5967
2022-05-15,258.5967
2022-05-16,258.5967
2022-05-17,258.5967
2022-05-18,258.5967
2022-05-19,258.5967
2022-05-20,258.5967
2022-05-21,258.5967
2022-05-22,258.5967
2022-05-23,258.5967
2022-05-24,258.5967
2022-05-25,258.5967
2022-05-26,258.5967
2022-05-27,103.1881
2022-05-28,103.1881
2022-05-29,103.1881
2022-05-30,103.1881
2022-05-31,102.3268
2022-06-01,103.169
2022-06-02,104.5853
2022-06-03,103.9728
2022-06-04,103.9728
2022-06-05,103.9728
2022-06-06,106.0973
2022-06-07,105.4083
2022-06-08,104.5661
2022-06-09,104.2408
2022-06-10,100.9488
2022-06-11,100.9488
2022-06-12,100.9488
2022-06-13,97.5993
2022-06-14,96.8529
2022-06-15,97.3697
2022-06-16,94.0202
2022-06-17,95.2069
2022-06-18,95.2069
2022-06-19,95.2069
2022-06-20,95.2069
2022-06-21,95.7811
2022-06-22,95.9342
2022-06-23,97.8864
2022-06-24,99.3793
2022-06-25,99.3793
2022-06-26,99.3793
2022-06-27,100.1066
2022-06-28,98.9008
2022-06-29,98.1161
2022-06-30,94.805
2022-07-01,95.0729
2022-07-02,95.0729
2022-07-03,95.0729
2022-07-04,95.0729
2022-07-05,96.6232
2022-07-06,96.4701
2022-07-07,97.14
2022-07-08,97.3505
2022-07-09,97.3505
2022-07-10,97.3505
2022-07-11,96.738
2022-07-12,97.6376
2022-07-13,97.14
2022-07-14,96.1447
2022-07-15,96.8146
2022-07-16,96.8146
2022-07-17,96.8146
2022-07-18,96.4701
2022-07-19,99.0922
2022-07-20,99.2836
2022-07-21,99.9344
2022-07-22,98.8434
2022-07-23,98.8434
2022-07-24,98.8434
2022-07-25,98.6329
2022-07-26,98.7263
2022-07-27,99.9712
2022-07-28,101.3693
2022-07-29,102.1929
2022-07-30,102.1929
2022-07-31,102.1929
2022-08-01,103.1888
2022-08-02,103.0164
2022-08-03,104.1656
2022-08-04,104.2805
2022-08-05,103.7059
2022-08-06,103.7059
2022-08-07,103.7059
2022-08-08,104.5678
2022-08-09,103.1313
2022-08-10,104.4337
2022-08-11,105.5254
2022-08-12,106.7894
2022-08-13,106.7894
2022-08-14,106.7894
2022-08-15,107.1533
2022-08-16,108.1876
2022-08-17,107.0001
2022-08-18,106.3872
2022-08-19,104.0123
2022-08-20,104.0123
2022-08-21,104.0123
2022-08-22,103.6485
2022-08-23,103.4569
2022-08-24,103.7059
2022-08-25,104.855
2022-08-26,100.0478
2022-08-27,100.0478
2022-08-28,100.0478
2022-08-29,100.4117
2022-08-30,99.7222
2022-08-31,97.5389
2022-09-01,95.0108
2022-09-02,26.8986
2022-09-03,26.8986
2022-09-04,26.8986
2022-09-05,26.8986
2022-09-06,26.9407
2022-09-07,27.1359
2022-09-08,27.1201
2022-09-09,27.4523
2022-09-10,27.4523
2022-09-11,27.4523
2022-09-12,27.1781
2022-09-13,26.7245
2022-09-14,26.4661
2022-09-15,25.7963
2022-09-16,25.6117
2022-09-17,25.6117
2022-09-18,25.6117
2022-09-19,25.6855
2022-09-20,24.9471
2022-09-21,24.6992
2022-09-22,24.3406
2022-09-23,23.5389
2022-09-24,23.5389
2022-09-25,23.5389
2022-09-26,23.1697
2022-09-27,23.1222
2022-09-28,23.5231
2022-09-29,21.9883
2022-09-30,21.271
2022-10-01,21.271
2022-10-02,21.271
2022-10-03,21.9936
2022-10-04,22.8322
2022-10-05,22.7109
2022-10-06,22.463
2022-10-07,22.1993
2022-10-08,22.1993
2022-10-09,22.1993
2022-10-10,22.2151
2022-10-11,22.1676
2022-10-12,22.166
2022-10-13,22.013
2022-10-14,22.3823
2022-10-15,22.3823
2022-10-16,22.3823
2022-10-17,22.4668
2022-10-18,22.6462
2022-10-19,22.5565
2022-10-20,22.2715
2022-10-21,22.4879
2022-10-22,22.4879
2022-10-23,22.4879
2022-10-24,22.6356
2022-10-25,23.1685
2022-10-26,23.3743
2022-10-27,23.5748
2022-10-28,24.0285
2022-10-29,24.0285
2022-10-30,24.0285
2022-10-31,24.2185
2022-11-01,24.2343
2022-11-02,23.7436
2022-11-03,23.7384
2022-11-04,24.0338
2022-11-05,24.0338
2022-11-06,24.0338
2022-11-07,24.419
2022-11-08,24.3768
2022-11-09,23.865
2022-11-10,25.1999
2022-11-11,25.7117
2022-11-12,25.7117
2022-11-13,25.7117
2022-11-14,25.3635
2022-11-15,25.5059
2022-11-16,25.0574
2022-11-17,25.0627
2022-11-18,24.9888
2022-11-19,24.9888
2022-11-20,24.9888
2022-11-21,25.0733
2022-11-22,25.031
2022-11-23,25.2157
2022-11-24,25.2157
2022-11-25,25.1207
2022-11-26,25.1207
2022-11-27,25.1207
2022-11-28,24.6881
2022-11-29,24.8464
2022-11-30,23.8017
2022-12-01,23.7647
2022-12-02,19.1533
2022-12-03,19.1533
2022-12-04,19.1533
2022-12-05,18.7792
2022-12-06,18.7835
2022-12-07,18.5383
2022-12-08,18.6114
2022-12-09,18.5727
2022-12-10,18.5727
2022-12-11,18.5727
2022-12-12,18.8566
2022-12-13,18.934
2022-12-14,18.7792
2022-12-15,18.5469
2022-12-16,18.4093
2022-12-17,18.4093
2022-12-18,18.4093
2022-12-19,17.9535
2022-12-20,18.2459
2022-12-21,18.2932
2022-12-22,19.4027
2022-12-23,19.5231
2022-12-24,19.5231
2022-12-25,19.5231
2022-12-26,19.5231
2022-12-27,19.579
2022-12-28,19.2479
2022-12-29,19.5016
2022-12-30,19.4715
2022-12-31,19.4715
2023-01-01,19.4715
2023-01-02,19.4715
2023-01-03,19.579
2023-01-04,19.5532
2023-01-05,19.7553
2023-01-06,19.7682
2023-01-07,19.7682
2023-01-08,19.7682
2023-01-09,19.9703
2023-01-10,19.9875
2023-01-11,20.0903
2023-01-12,20.3485
2023-01-13,20.2151
2023-01-14,20.2151
2023-01-15,20.2151
2023-01-16,20.2151
2023-01-17,20.5765
2023-01-18,20.1549
2023-01-19,19.8752
2023-01-20,20.1291
2023-01-21,20.1291
2023-01-22,20.1291
2023-01-23,20.2581
2023-01-24,20.2237
2023-01-25,20.2022
2023-01-26,20.2323
2023-01-27,20.4001
2023-01-28,20.4001
2023-01-29,20.4001
2023-01-30,20.2624
2023-01-31,20.7098
2023-02-01,20.7486
2023-02-02,20.826
2023-02-03,20.8131
2023-02-04,20.8131
2023-02-05,20.8131
2023-02-06,20.4173
2023-02-07,20.6109
2023-02-08,20.37
2023-02-09,20.1678
2023-02-10,20.2968
2023-02-11,20.2968
2023-02-12,20.2968
2023-02-13,20.5205
2023-02-14,20.5205
2023-02-15,20.6453
2023-02-16,20.6453
2023-02-17,20.8002
2023-02-18,20.8002
2023-02-19,20.8002
2023-02-20,20.8002
2023-02-21,20.4947
2023-02-22,20.598
2023-02-23,20.727
2023-02-24,20.598
2023-02-25,20.598
2023-02-26,20.598
2023-02-27,20.6539
2023-02-28,20.7055
2023-03-01,20.8174
2023-03-02,20.8389
2023-03-03,22.001
2023-03-04,22.001
2023-03-05,22.001
2023-03-06,20.9328
2023-03-07,21.1491
2023-03-08,21.1446
2023-03-09,20.9869
2023-03-10,20.775
2023-03-11,20.775
2023-03-12,20.775
2023-03-13,20.2071
2023-03-14,20.2477
2023-03-15,20.162
2023-03-16,20.1936
