,CDW US Equity
2023-03-18,18.0455
2023-03-19,18.0455
2023-03-20,18.3104
2023-03-21,18.5488
2023-03-22,18.251
2023-03-23,18.2839
2023-03-24,18.3315
2023-03-25,18.3315
2023-03-26,18.3315
2023-03-27,18.3284
2023-03-28,17.8713
2023-03-29,18.0651
2023-03-30,18.2034
2023-03-31,18.8499
2023-04-01,18.8499
2023-04-02,18.8499
2023-04-03,18.7544
2023-04-04,18.4026
2023-04-05,18.2991
2023-04-06,18.1025
2023-04-07,18.1025
2023-04-08,18.1025
2023-04-09,18.1025
2023-04-10,18.3337
2023-04-11,18.2909
2023-04-12,18.2584
2023-04-13,18.3472
2023-04-14,18.1687
2023-04-15,18.1687
2023-04-16,18.1687
2023-04-17,18.3242
2023-04-18,18.4329
2023-04-19,16.4363
2023-04-20,16.4014
2023-04-21,16.2785
2023-04-22,16.2785
2023-04-23,16.2785
2023-04-24,16.5014
2023-04-25,16.4355
2023-04-26,16.4363
2023-04-27,16.6671
2023-04-28,16.7909
2023-04-29,16.7909
2023-04-30,16.7909
2023-05-01,16.8488
2023-05-02,16.6537
2023-05-03,16.3906
2023-05-04,16.3027
2023-05-05,16.4713
2023-05-06,16.4713
2023-05-07,16.4713
2023-05-08,16.4823
2023-05-09,16.6113
2023-05-10,16.6825
2023-05-11,16.5907
2023-05-12,16.8075
2023-05-13,16.8075
2023-05-14,16.8075
2023-05-15,16.9001
2023-05-16,16.7909
2023-05-17,17.0457
2023-05-18,17.1628
2023-05-19,16.9934
2023-05-20,16.9934
2023-05-21,16.9934
2023-05-22,17.2403
2023-05-23,16.8044
2023-05-24,16.6097
2023-05-25,16.8392
2023-05-26,17.1224
2023-05-27,17.1224
2023-05-28,17.1224
2023-05-29,17.1224
2023-05-30,17.1533
2023-05-31,16.9222
2023-06-01,17.048
2023-06-02,17.1224
2023-06-03,17.1224
2023-06-04,17.1224
2023-06-05,16.7363
2023-06-06,16.7142
2023-06-07,16.9642
2023-06-08,16.7933
2023-06-09,16.8233
2023-06-10,16.8233
2023-06-11,16.8233
2023-06-12,17.0472
2023-06-13,17.2158
2023-06-14,17.3091
2023-06-15,17.4373
2023-06-16,17.4333
2023-06-17,17.4333
2023-06-18,17.4333
2023-06-19,17.4333
2023-06-20,17.3661
2023-06-21,17.3202
2023-06-22,17.4634
2023-06-23,17.374
2023-06-24,17.374
2023-06-25,17.374
2023-06-26,17.336
2023-06-27,17.3946
2023-06-28,17.3803
2023-06-29,17.6311
2023-06-30,18.1293
2023-07-01,18.1293
2023-07-02,18.1293
2023-07-03,18.1068
2023-07-04,18.1068
2023-07-05,18.1878
2023-07-06,18.0651
2023-07-07,18.1156
2023-07-08,18.1156
2023-07-09,18.1156
2023-07-10,18.4405
2023-07-11,18.5014
2023-07-12,18.3731
2023-07-13,18.5046
2023-07-14,18.3611
2023-07-15,18.3611
2023-07-16,18.3611
2023-07-17,18.6193
2023-07-18,18.5095
2023-07-19,18.6306
2023-07-20,18.5231
2023-07-21,18.5319
2023-07-22,18.5319
2023-07-23,18.5319
2023-07-24,18.6498
2023-07-25,18.726
2023-07-26,18.6209
2023-07-27,18.4958
2023-07-28,18.3523
2023-07-29,18.3523
2023-07-30,18.3523
2023-07-31,18.4156
2023-08-01,18.4365
2023-08-02,19.1255
2023-08-03,19.3073
2023-08-04,19.1949
2023-08-05,19.1949
2023-08-06,19.1949
2023-08-07,19.5913
2023-08-08,19.5785
2023-08-09,19.4916
2023-08-10,19.5769
2023-08-11,19.6423
2023-08-12,19.6423
2023-08-13,19.6423
2023-08-14,19.8928
2023-08-15,19.7381
2023-08-16,19.4876
2023-08-17,19.3903
2023-08-18,19.3887
2023-08-19,19.3887
2023-08-20,19.3887
2023-08-21,19.478
2023-08-22,19.5945
2023-08-23,19.75
2023-08-24,19.4669
2023-08-25,19.6838
2023-08-26,19.6838
2023-08-27,19.6838
2023-08-28,19.9112
2023-08-29,19.9662
2023-08-30,20.0117
2023-08-31,20.2542
2023-09-01,20.4161
2023-09-02,20.4161
2023-09-03,20.4161
2023-09-04,20.4161
2023-09-05,20.373
2023-09-06,20.4241
2023-09-07,20.3937
2023-09-08,20.3754
2023-09-09,20.3754
2023-09-10,20.3754
2023-09-11,20.2597
2023-09-12,20.0779
2023-09-13,20.0292
2023-09-14,20.1457
2023-09-15,19.9231
2023-09-16,19.9231
2023-09-17,19.9231
2023-09-18,20.0579
2023-09-19,20.0563
2023-09-20,20.0827
2023-09-21,19.7668
2023-09-22,19.8242
2023-09-23,19.8242
2023-09-24,19.8242
2023-09-25,19.7636
2023-09-26,19.3839
2023-09-27,19.2603
2023-09-28,19.5945
2023-09-29,19.1876
2023-09-30,19.1876
2023-10-01,19.1876
2023-10-02,19.1259
2023-10-03,19.1884
2023-10-04,19.4775
2023-10-05,19.289
2023-10-06,19.4942
2023-10-07,19.4942
2023-10-08,19.4942
2023-10-09,19.6914
2023-10-10,19.8521
2023-10-11,20.1428
2023-10-12,19.9654
2023-10-13,19.6233
2023-10-14,19.6233
2023-10-15,19.6233
2023-10-16,19.7468
2023-10-17,19.7531
2023-10-18,19.5361
2023-10-19,19.274
2023-10-20,19.0815
2023-10-21,19.0815
2023-10-22,19.0815
2023-10-23,19.0126
2023-10-24,19.0395
2023-10-25,18.9453
2023-10-26,18.9231
2023-10-27,18.9611
2023-10-28,18.9611
2023-10-29,18.9611
2023-10-30,18.8146
2023-10-31,19.0799
2023-11-01,18.9714
2023-11-02,19.5658
2023-11-03,19.7867
2023-11-04,19.7867
2023-11-05,19.7867
2023-11-06,19.9117
2023-11-07,19.6711
2023-11-08,19.7724
2023-11-09,19.7107
2023-11-10,19.9616
2023-11-11,19.9616
2023-11-12,19.9616
2023-11-13,19.9853
2023-11-14,20.499
2023-11-15,20.5354
2023-11-16,20.2655
2023-11-17,20.2481
2023-11-18,20.2481
2023-11-19,20.2481
2023-11-20,20.4025
2023-11-21,20.3708
2023-11-22,20.385
2023-11-23,20.385
2023-11-24,20.3589
2023-11-25,20.3589
2023-11-26,20.3589
2023-11-27,20.2172
2023-11-28,20.0415
2023-11-29,19.9948
2023-11-30,19.8991
2023-12-01,20.032
2023-12-02,20.032
2023-12-03,20.032
2023-12-04,20.0352
2023-12-05,19.8619
2023-12-06,19.797
2023-12-07,20.0336
2023-12-08,20.0819
2023-12-09,20.0819
2023-12-10,20.0819
2023-12-11,20.2821
2023-12-12,20.4325
2023-12-13,20.4642
2023-12-14,20.6557
2023-12-15,20.8766
2023-12-16,20.8766
2023-12-17,20.8766
2023-12-18,20.913
2023-12-19,20.9335
2023-12-20,20.8117
2023-12-21,21.0246
2023-12-22,21.1457
2023-12-23,21.1457
2023-12-24,21.1457
2023-12-25,21.1457
2023-12-26,21.3119
2023-12-27,21.2976
2023-12-28,21.3095
2023-12-29,21.222
2023-12-30,21.222
2023-12-31,21.222
2024-01-01,21.222
2024-01-02,20.692
2024-01-03,20.4235
2024-01-04,20.2465
2024-01-05,20.1636
2024-01-06,20.1636
2024-01-07,20.1636
2024-01-08,20.496
2024-01-09,20.4936
2024-01-10,20.6602
2024-01-11,20.7319
2024-01-12,20.5701
2024-01-13,20.5701
2024-01-14,20.5701
2024-01-15,20.5701
2024-01-16,20.696
2024-01-17,20.5645
2024-01-18,21.0395
2024-01-19,21.1535
2024-01-20,21.1535
2024-01-21,21.1535
2024-01-22,21.1893
2024-01-23,21.022
2024-01-24,21.1431
2024-01-25,21.3551
2024-01-26,21.4109
2024-01-27,21.4109
2024-01-28,21.4109
2024-01-29,21.3647
2024-01-30,21.4531
2024-01-31,21.1742
2024-02-01,21.442
2024-02-02,21.6476
2024-02-03,21.6476
2024-02-04,21.6476
2024-02-05,21.4938
2024-02-06,21.4754
2024-02-07,22.0413
2024-02-08,22.5481
2024-02-09,22.6494
2024-02-10,22.6494
2024-02-11,22.6494
2024-02-12,22.3919
2024-02-13,22.0309
2024-02-14,22.1911
2024-02-15,22.4517
2024-02-16,22.3417
2024-02-17,22.3417
2024-02-18,22.3417
2024-02-19,22.3417
2024-02-20,22.3752
2024-02-21,22.3393
2024-02-22,22.835
2024-02-23,22.7992
2024-02-24,22.7992
2024-02-25,22.7992
2024-02-26,22.7664
2024-02-27,22.6099
2024-02-28,22.661
2024-02-29,22.7648
2024-03-01,22.8534
2024-03-02,22.8534
2024-03-03,22.8534
2024-03-04,22.8015
2024-03-05,22.6658
2024-03-06,22.843
2024-03-07,22.9348
2024-03-08,22.9037
2024-03-09,22.9037
2024-03-10,22.9037
2024-03-11,22.9029
2024-03-12,23.057
2024-03-13,22.958
2024-03-14,22.7863
2024-03-15,22.7089
2024-03-16,22.7089
2024-03-17,22.7089
2024-03-18,22.6698
2024-03-19,22.9077
2024-03-20,23.1313
2024-03-21,23.4515
2024-03-22,23.5201
2024-03-23,23.5201
2024-03-24,23.5201
2024-03-25,23.3748
2024-03-26,23.3964
2024-03-27,23.6958
2024-03-28,23.5289
2024-03-29,23.5289
2024-03-30,23.5289
2024-03-31,23.5289
2024-04-01,23.3117
2024-04-02,23.1975
2024-04-03,23.5273
2024-04-04,23.2702
2024-04-05,23.4818
2024-04-06,23.4818
2024-04-07,23.4818
2024-04-08,23.4075
