,ALSN US Equity
2020-04-15,7.3545
2020-04-16,7.3247
2020-04-17,7.4968
2020-04-18,7.4968
2020-04-19,7.4968
2020-04-20,7.3532
2020-04-21,7.2434
2020-04-22,7.2068
2020-04-23,7.3491
2020-04-24,7.3464
2020-04-25,7.3464
2020-04-26,7.3464
2020-04-27,7.4738
2020-04-28,7.6541
2020-04-29,7.9292
2020-04-30,7.7341
2020-05-01,7.6405
2020-05-02,7.6405
2020-05-03,7.6405
2020-05-04,7.5809
2020-05-05,7.4552
2020-05-06,7.4774
2020-05-07,7.539
2020-05-08,7.7146
2020-05-09,7.7146
2020-05-10,7.7146
2020-05-11,7.5128
2020-05-12,7.3294
2020-05-13,7.1656
2020-05-14,7.2626
2020-05-15,7.2351
2020-05-16,7.2351
2020-05-17,7.2351
2020-05-18,7.5416
2020-05-19,7.4355
2020-05-20,7.539
2020-05-21,7.522
2020-05-22,7.4866
2020-05-23,7.4866
2020-05-24,7.4866
2020-05-25,7.4866
2020-05-26,7.7591
2020-05-27,7.8692
2020-05-28,7.7237
2020-05-29,7.7499
2020-05-30,7.7499
2020-05-31,7.7499
2020-06-01,7.763
2020-06-02,7.7683
2020-06-03,7.9242
2020-06-04,8.0775
2020-06-05,8.1849
2020-06-06,8.1849
2020-06-07,8.1849
2020-06-08,8.2347
2020-06-09,8.1456
2020-06-10,7.9936
2020-06-11,7.6071
2020-06-12,7.6962
2020-06-13,7.6962
2020-06-14,7.6962
2020-06-15,7.7185
2020-06-16,7.7512
2020-06-17,7.6962
2020-06-18,7.6451
2020-06-19,7.6045
2020-06-20,7.6045
2020-06-21,7.6045
2020-06-22,7.6229
2020-06-23,7.6373
2020-06-24,7.4132
2020-06-25,7.4355
2020-06-26,7.4512
2020-06-27,7.4512
2020-06-28,7.4512
2020-06-29,7.632
2020-06-30,9.8691
2020-07-01,9.7103
2020-07-02,9.7581
2020-07-03,9.7581
2020-07-04,9.7581
2020-07-05,9.7581
2020-07-06,9.8486
2020-07-07,9.7547
2020-07-08,9.6967
2020-07-09,9.4696
2020-07-10,9.5925
2020-07-11,9.5925
2020-07-12,9.5925
2020-07-13,9.6676
2020-07-14,9.7411
2020-07-15,9.8896
2020-07-16,9.9698
2020-07-17,9.8981
2020-07-18,9.8981
2020-07-19,9.8981
2020-07-20,9.8725
2020-07-21,9.9613
2020-07-22,10.0722
2020-07-23,10.173
2020-07-24,10.0859
2020-07-25,10.0859
2020-07-26,10.0859
2020-07-27,10.103
2020-07-28,10.0722
2020-07-29,10.1678
2020-07-30,10.1064
2020-07-31,9.9681
2020-08-01,9.9681
2020-08-02,9.9681
2020-08-03,10.0979
2020-08-04,10.1576
2020-08-05,9.9781
2020-08-06,9.9098
2020-08-07,9.9883
2020-08-08,9.9883
2020-08-09,9.9883
2020-08-10,10.1335
2020-08-11,10.3162
2020-08-12,10.2205
2020-08-13,10.0566
2020-08-14,10.0839
2020-08-15,10.0839
2020-08-16,10.0839
2020-08-17,9.9388
2020-08-18,9.8756
2020-08-19,9.8346
2020-08-20,9.71
2020-08-21,9.6827
2020-08-22,9.6827
2020-08-23,9.6827
2020-08-24,9.8005
2020-08-25,9.6092
2020-08-26,9.5956
2020-08-27,9.71
2020-08-28,9.7749
2020-08-29,9.7749
2020-08-30,9.7749
2020-08-31,9.7151
2020-09-01,9.879
2020-09-02,9.9405
2020-09-03,9.7919
2020-09-04,9.751
2020-09-05,9.751
2020-09-06,9.751
2020-09-07,9.751
2020-09-08,9.5819
2020-09-09,9.6092
2020-09-10,9.476
2020-09-11,9.529
2020-09-12,9.529
2020-09-13,9.529
2020-09-14,9.6092
2020-09-15,9.4607
2020-09-16,9.4487
2020-09-17,9.406
2020-09-18,9.3292
2020-09-19,9.3292
2020-09-20,9.3292
2020-09-21,9.0816
2020-09-22,9.1123
2020-09-23,9.2899
2020-09-24,9.3958
2020-09-25,9.377
2020-09-26,9.377
2020-09-27,9.377
2020-09-28,9.558
2020-09-29,9.5426
2020-09-30,11.0484
2020-10-01,10.9485
2020-10-02,11.0044
2020-10-03,11.0044
2020-10-04,11.0044
2020-10-05,11.252
2020-10-06,11.3758
2020-10-07,11.9768
2020-10-08,12.1785
2020-10-09,12.1725
2020-10-10,12.1725
2020-10-11,12.1725
2020-10-12,12.0367
2020-10-13,11.9009
2020-10-14,11.9409
2020-10-15,12.1385
2020-10-16,12.3682
2020-10-17,12.3682
2020-10-18,12.3682
2020-10-19,12.2304
2020-10-20,11.9089
2020-10-21,11.6374
2020-10-22,11.7731
2020-10-23,11.7532
2020-10-24,11.7532
2020-10-25,11.7532
2020-10-26,11.6054
2020-10-27,11.4657
2020-10-28,11.262
2020-10-29,10.924
2020-10-30,11.2162
2020-10-31,11.2162
2020-11-01,11.2162
2020-11-02,11.3314
2020-11-03,11.5401
2020-11-04,11.2877
2020-11-05,11.5739
2020-11-06,11.558
2020-11-07,11.558
2020-11-08,11.558
2020-11-09,11.8104
2020-11-10,12.1542
2020-11-11,12.0111
2020-11-12,11.9375
2020-11-13,12.0667
2020-11-14,12.0667
2020-11-15,12.0667
2020-11-16,12.1085
2020-11-17,12.0031
2020-11-18,11.9912
2020-11-19,12.0588
2020-11-20,11.9296
2020-11-21,11.9296
2020-11-22,11.9296
2020-11-23,12.1959
2020-11-24,12.498
2020-11-25,12.2635
2020-11-26,12.2635
2020-11-27,12.2396
2020-11-28,12.2396
2020-11-29,12.2396
2020-11-30,12.1899
2020-12-01,12.1263
2020-12-02,12.0786
2020-12-03,11.9932
2020-12-04,12.184
2020-12-05,12.184
2020-12-06,12.184
2020-12-07,12.2019
2020-12-08,12.4364
2020-12-09,12.7543
2020-12-10,12.5377
2020-12-11,12.49
2020-12-12,12.49
2020-12-13,12.49
2020-12-14,12.3271
2020-12-15,12.6093
2020-12-16,12.5635
2020-12-17,12.5695
2020-12-18,12.5973
2020-12-19,12.5973
2020-12-20,12.5973
2020-12-21,12.5953
2020-12-22,12.5854
2020-12-23,12.6609
2020-12-24,12.6291
2020-12-25,12.6291
2020-12-26,12.6291
2020-12-27,12.6291
2020-12-28,12.6629
2020-12-29,12.5834
2020-12-30,12.5755
2020-12-31,13.2414
2021-01-01,13.2414
2021-01-02,13.2414
2021-01-03,13.2414
2021-01-04,13.0203
2021-01-05,12.9992
2021-01-06,13.3762
2021-01-07,13.4183
2021-01-08,13.1193
2021-01-09,13.1193
2021-01-10,13.1193
2021-01-11,13.035
2021-01-12,13.0161
2021-01-13,13.0013
2021-01-14,12.8792
2021-01-15,12.7591
2021-01-16,12.7591
2021-01-17,12.7591
2021-01-18,12.7591
2021-01-19,12.9234
2021-01-20,12.9255
2021-01-21,13.4352
2021-01-22,13.5574
2021-01-23,13.5574
2021-01-24,13.5574
2021-01-25,13.6732
2021-01-26,13.7006
2021-01-27,13.5658
2021-01-28,13.3383
2021-01-29,12.7296
2021-01-30,12.7296
2021-01-31,12.7296
2021-02-01,12.8455
2021-02-02,12.9065
2021-02-03,13.075
2021-02-04,13.1445
2021-02-05,13.2372
2021-02-06,13.2372
2021-02-07,13.2372
2021-02-08,13.391
2021-02-09,13.4057
2021-02-10,13.2414
2021-02-11,13.1066
2021-02-12,13.1108
2021-02-13,13.1108
2021-02-14,13.1108
2021-02-15,13.1108
2021-02-16,13.1235
2021-02-17,12.9297
2021-02-18,12.2098
2021-02-19,12.1387
2021-02-20,12.1387
2021-02-21,12.1387
2021-02-22,12.0445
2021-02-23,12.0926
2021-02-24,12.1178
2021-02-25,12.1219
2021-02-26,12.0926
2021-02-27,12.0926
2021-02-28,12.0926
2021-03-01,12.5719
2021-03-02,12.4212
2021-03-03,12.8481
2021-03-04,12.4756
2021-03-05,12.6556
2021-03-06,12.6556
2021-03-07,12.6556
2021-03-08,12.7476
2021-03-09,12.7288
2021-03-10,12.9004
2021-03-11,12.8167
2021-03-12,13.0636
2021-03-13,13.0636
2021-03-14,13.0636
2021-03-15,13.2122
2021-03-16,13.0134
2021-03-17,13.0615
2021-03-18,13.1118
2021-03-19,13.0448
2021-03-20,13.0448
2021-03-21,13.0448
2021-03-22,12.8209
2021-03-23,12.3731
2021-03-24,12.4986
2021-03-25,12.6012
2021-03-26,12.601
2021-03-27,12.601
2021-03-28,12.601
2021-03-29,12.52
2021-03-30,12.7527
2021-03-31,13.5518
2021-04-01,13.5651
2021-04-02,13.5651
2021-04-03,13.5651
2021-04-04,13.5651
2021-04-05,13.6607
2021-04-06,13.7562
2021-04-07,13.854
2021-04-08,13.7696
2021-04-09,14.0674
2021-04-10,14.0674
2021-04-11,14.0674
2021-04-12,14.2163
2021-04-13,14.103
2021-04-14,14.1141
2021-04-15,14.5253
2021-04-16,14.4342
2021-04-17,14.4342
2021-04-18,14.4342
2021-04-19,14.3275
2021-04-20,14.2808
2021-04-21,14.3052
2021-04-22,14.1141
2021-04-23,14.2097
2021-04-24,14.2097
2021-04-25,14.2097
2021-04-26,14.2675
2021-04-27,14.1474
2021-04-28,14.0252
2021-04-29,13.6403
2021-04-30,13.5636
2021-05-01,13.5636
2021-05-02,13.5636
2021-05-03,13.6206
2021-05-04,13.8178
2021-05-05,13.8046
2021-05-06,14.2056
2021-05-07,14.3546
2021-05-08,14.3546
2021-05-09,14.3546
2021-05-10,14.359
2021-05-11,14.1749
2021-05-12,14.0807
2021-05-13,14.3963
2021-05-14,14.4642
2021-05-15,14.4642
2021-05-16,14.4642
2021-05-17,14.4291
2021-05-18,14.1574
2021-05-19,14.1552
2021-05-20,14.1377
2021-05-21,14.1728
2021-05-22,14.1728
2021-05-23,14.1728
2021-05-24,14.05
2021-05-25,13.8506
2021-05-26,13.8791
2021-05-27,13.8704
2021-05-28,13.7477
2021-05-29,13.7477
2021-05-30,13.7477
2021-05-31,13.7477
2021-06-01,13.7915
2021-06-02,13.6184
2021-06-03,13.7214
2021-06-04,13.8463
2021-06-05,13.8463
2021-06-06,13.8463
2021-06-07,13.6775
2021-06-08,13.6995
2021-06-09,13.6775
2021-06-10,13.5592
2021-06-11,13.6797
2021-06-12,13.6797
2021-06-13,13.6797
2021-06-14,13.4716
2021-06-15,13.6096
2021-06-16,13.4234
2021-06-17,13.1495
2021-06-18,12.9457
2021-06-19,12.9457
2021-06-20,12.9457
2021-06-21,13.0925
2021-06-22,13.0487
2021-06-23,13.0596
2021-06-24,13.1911
2021-06-25,13.3094
2021-06-26,13.3094
2021-06-27,13.3094
2021-06-28,13.1955
2021-06-29,13.1297
2021-06-30,10.9136
2021-07-01,10.928
2021-07-02,10.955
2021-07-03,10.955
2021-07-04,10.955
2021-07-05,10.955
2021-07-06,10.91
2021-07-07,11.0018
2021-07-08,10.8866
2021-07-09,11.0557
2021-07-10,11.0557
2021-07-11,11.0557
2021-07-12,11.0593
2021-07-13,10.9082
2021-07-14,10.9946
2021-07-15,10.9928
2021-07-16,11.0
2021-07-17,11.0
2021-07-18,11.0
2021-07-19,10.8183
2021-07-20,10.9982
2021-07-21,11.0324
2021-07-22,10.8614
2021-07-23,10.9406
2021-07-24,10.9406
2021-07-25,10.9406
2021-07-26,10.9316
2021-07-27,10.8327
2021-07-28,10.8201
2021-07-29,10.6541
2021-07-30,10.6958
2021-07-31,10.6958
2021-08-01,10.6958
2021-08-02,10.6767
2021-08-03,10.7496
2021-08-04,10.6107
2021-08-05,10.5412
2021-08-06,10.4422
2021-08-07,10.4422
2021-08-08,10.4422
2021-08-09,10.4596
2021-08-10,10.4492
2021-08-11,10.6715
2021-08-12,10.5864
2021-08-13,10.4544
2021-08-14,10.4544
2021-08-15,10.4544
2021-08-16,10.4266
2021-08-17,10.2894
2021-08-18,10.2164
2021-08-19,10.1383
2021-08-20,10.213
2021-08-21,10.213
2021-08-22,10.213
2021-08-23,10.1956
2021-08-24,10.2355
2021-08-25,10.2911
2021-08-26,10.2738
2021-08-27,10.3068
2021-08-28,10.3068
2021-08-29,10.3068
2021-08-30,10.2703
2021-08-31,10.1869
2021-09-01,10.3554
2021-09-02,10.4839
2021-09-03,10.3971
2021-09-04,10.3971
2021-09-05,10.3971
2021-09-06,10.3971
2021-09-07,10.213
2021-09-08,10.2321
2021-09-09,10.008
2021-09-10,10.0219
2021-09-11,10.0219
2021-09-12,10.0219
2021-09-13,10.1574
2021-09-14,10.0914
2021-09-15,10.147
2021-09-16,10.0601
2021-09-17,9.9716
2021-09-18,9.9716
2021-09-19,9.9716
2021-09-20,9.8917
2021-09-21,9.8864
2021-09-22,10.0046
2021-09-23,9.9941
2021-09-24,9.8951
2021-09-25,9.8951
2021-09-26,9.8951
2021-09-27,10.0393
2021-09-28,9.9716
2021-09-29,10.0028
2021-09-30,9.575
2021-10-01,9.6678
2021-10-02,9.6678
2021-10-03,9.6678
2021-10-04,9.6729
2021-10-05,9.6914
2021-10-06,9.5615
2021-10-07,9.5126
2021-10-08,9.6256
2021-10-09,9.6256
2021-10-10,9.6256
2021-10-11,9.5902
2021-10-12,9.4097
2021-10-13,9.4299
2021-10-14,9.548
2021-10-15,9.5396
2021-10-16,9.5396
2021-10-17,9.5396
2021-10-18,9.5312
2021-10-19,9.5261
2021-10-20,9.5902
2021-10-21,9.5379
2021-10-22,9.4485
2021-10-23,9.4485
2021-10-24,9.4485
2021-10-25,9.4687
2021-10-26,9.268
2021-10-27,9.1111
2021-10-28,9.3461
2021-10-29,9.1648
2021-10-30,9.1648
2021-10-31,9.1648
2021-11-01,9.3128
2021-11-02,9.2496
2021-11-03,9.3178
2021-11-04,9.3278
2021-11-05,9.4941
2021-11-06,9.4941
2021-11-07,9.4941
2021-11-08,9.4259
2021-11-09,9.4925
2021-11-10,9.6405
2021-11-11,9.6421
2021-11-12,9.6588
2021-11-13,9.6588
2021-11-14,9.6588
2021-11-15,9.6954
2021-11-16,9.7602
2021-11-17,9.7286
2021-11-18,9.6555
2021-11-19,9.6372
2021-11-20,9.6372
2021-11-21,9.6372
2021-11-22,9.895
2021-11-23,9.8584
2021-11-24,9.8584
2021-11-25,9.8584
2021-11-26,9.7053
2021-11-27,9.7053
2021-11-28,9.7053
2021-11-29,9.6139
2021-11-30,9.3694
2021-12-01,9.4309
2021-12-02,9.5972
2021-12-03,9.6372
2021-12-04,9.6372
2021-12-05,9.6372
2021-12-06,9.7586
2021-12-07,9.7353
2021-12-08,9.6239
2021-12-09,9.3977
2021-12-10,9.4193
2021-12-11,9.4193
2021-12-12,9.4193
2021-12-13,9.4625
2021-12-14,9.4991
2021-12-15,9.3078
2021-12-16,9.4143
2021-12-17,9.3611
2021-12-18,9.3611
2021-12-19,9.3611
2021-12-20,9.2114
2021-12-21,9.3045
2021-12-22,9.3045
2021-12-23,9.371
2021-12-24,9.371
2021-12-25,9.371
2021-12-26,9.371
2021-12-27,9.4392
2021-12-28,9.5207
2021-12-29,9.5108
2021-12-30,9.5457
2021-12-31,9.2524
2022-01-01,9.2524
2022-01-02,9.2524
2022-01-03,9.3179
2022-01-04,9.4675
2022-01-05,9.5142
2022-01-06,9.5173
2022-01-07,9.5127
2022-01-08,9.5127
2022-01-09,9.5127
2022-01-10,9.5579
2022-01-11,9.5392
2022-01-12,9.4363
2022-01-13,9.7231
2022-01-14,9.9927
2022-01-15,9.9927
2022-01-16,9.9927
2022-01-17,9.9927
2022-01-18,10.0722
2022-01-19,9.9693
2022-01-20,9.6218
2022-01-21,9.6342
2022-01-22,9.6342
2022-01-23,9.6342
2022-01-24,9.7355
2022-01-25,9.6405
2022-01-26,9.6155
2022-01-27,9.6124
2022-01-28,9.5719
2022-01-29,9.5719
2022-01-30,9.5719
2022-01-31,9.508
2022-02-01,9.6483
2022-02-02,9.6872
2022-02-03,9.7059
2022-02-04,9.5999
2022-02-05,9.5999
2022-02-06,9.5999
2022-02-07,9.6077
2022-02-08,9.7122
2022-02-09,9.7496
2022-02-10,9.6919
2022-02-11,9.7059
2022-02-12,9.7059
2022-02-13,9.7059
2022-02-14,9.7979
2022-02-15,9.8773
2022-02-16,9.882
2022-02-17,9.5692
2022-02-18,9.5195
2022-02-19,9.5195
2022-02-20,9.5195
2022-02-21,9.5195
2022-02-22,9.423
2022-02-23,9.3513
2022-02-24,9.1598
2022-02-25,9.3966
2022-02-26,9.3966
2022-02-27,9.3966
2022-02-28,9.4273
2022-03-01,9.3265
2022-03-02,9.4098
2022-03-03,9.5282
2022-03-04,9.5677
2022-03-05,9.5677
2022-03-06,9.5677
2022-03-07,9.3089
2022-03-08,9.3016
2022-03-09,9.3923
2022-03-10,9.2709
2022-03-11,9.2782
2022-03-12,9.2782
2022-03-13,9.2782
2022-03-14,9.3645
2022-03-15,9.23
2022-03-16,9.3542
2022-03-17,9.3689
2022-03-18,9.3484
2022-03-19,9.3484
2022-03-20,9.3484
2022-03-21,9.4507
2022-03-22,9.4595
2022-03-23,9.3586
2022-03-24,9.4127
2022-03-25,9.597
2022-03-26,9.597
2022-03-27,9.597
2022-03-28,9.4431
2022-03-29,9.4721
2022-03-30,9.43
2022-03-31,8.9155
2022-04-01,8.8327
2022-04-02,8.8327
2022-04-03,8.8327
2022-04-04,8.7976
2022-04-05,8.7119
2022-04-06,8.6458
2022-04-07,8.4998
2022-04-08,8.3776
2022-04-09,8.3776
2022-04-10,8.3776
2022-04-11,8.3593
2022-04-12,8.32
2022-04-13,8.3424
2022-04-14,8.3396
2022-04-15,8.3396
2022-04-16,8.3396
2022-04-17,8.3396
2022-04-18,8.4436
2022-04-19,8.4913
2022-04-20,8.6304
2022-04-21,8.6992
2022-04-22,8.525
2022-04-23,8.525
2022-04-24,8.525
2022-04-25,8.5644
2022-04-26,8.5166
2022-04-27,8.4913
2022-04-28,8.7528
2022-04-29,8.6601
2022-04-30,8.6601
2022-05-01,8.6601
2022-05-02,8.7387
2022-05-03,8.8665
2022-05-04,8.9761
2022-05-05,8.8371
2022-05-06,8.816
2022-05-07,8.816
2022-05-08,8.816
2022-05-09,8.8356
2022-05-10,8.7837
2022-05-11,8.757
2022-05-12,8.7724
2022-05-13,8.7359
2022-05-14,8.7359
2022-05-15,8.7359
2022-05-16,8.75
2022-05-17,8.9255
2022-05-18,8.8328
2022-05-19,8.7486
2022-05-20,8.6629
2022-05-21,8.6629
2022-05-22,8.6629
2022-05-23,8.7415
2022-05-24,8.6966
2022-05-25,8.8033
2022-05-26,8.8736
2022-05-27,8.9635
2022-05-28,8.9635
2022-05-29,8.9635
2022-05-30,8.9635
2022-05-31,9.0211
2022-06-01,9.0744
2022-06-02,9.1138
2022-06-03,9.1587
2022-06-04,9.1587
2022-06-05,9.1587
2022-06-06,9.1854
2022-06-07,9.2121
2022-06-08,9.1784
2022-06-09,9.2233
2022-06-10,9.0576
2022-06-11,9.0576
2022-06-12,9.0576
2022-06-13,8.8862
2022-06-14,8.9424
2022-06-15,8.993
2022-06-16,8.7177
2022-06-17,8.6882
2022-06-18,8.6882
2022-06-19,8.6882
2022-06-20,8.6882
2022-06-21,8.7823
2022-06-22,8.7134
2022-06-23,8.528
2022-06-24,8.7345
2022-06-25,8.7345
2022-06-26,8.7345
2022-06-27,8.8609
2022-06-28,8.8328
2022-06-29,8.816
2022-06-30,8.6261
2022-07-01,8.6179
2022-07-02,8.6179
2022-07-03,8.6179
2022-07-04,8.6179
2022-07-05,8.521
2022-07-06,8.4554
2022-07-07,8.5592
2022-07-08,8.5496
2022-07-09,8.5496
2022-07-10,8.5496
2022-07-11,8.4377
2022-07-12,8.5401
2022-07-13,8.5442
2022-07-14,8.439
2022-07-15,8.48
2022-07-16,8.48
2022-07-17,8.48
2022-07-18,8.4691
2022-07-19,8.6438
2022-07-20,8.6807
2022-07-21,8.7735
2022-07-22,8.7053
2022-07-23,8.7053
2022-07-24,8.7053
2022-07-25,8.7435
2022-07-26,8.794
2022-07-27,8.8336
2022-07-28,8.9291
2022-07-29,9.093
2022-07-30,9.093
2022-07-31,9.093
2022-08-01,9.0288
2022-08-02,8.966
2022-08-03,8.9537
2022-08-04,8.4545
2022-08-05,8.4816
2022-08-06,8.4816
2022-08-07,8.4816
2022-08-08,8.51
2022-08-09,8.4518
2022-08-10,8.5912
2022-08-11,8.6291
2022-08-12,8.625
2022-08-13,8.625
2022-08-14,8.625
2022-08-15,8.6914
2022-08-16,8.6629
2022-08-17,8.6291
2022-08-18,8.6927
2022-08-19,8.6142
2022-08-20,8.6142
2022-08-21,8.6142
2022-08-22,8.4491
2022-08-23,8.4437
2022-08-24,8.4369
2022-08-25,8.5723
2022-08-26,8.4044
2022-08-27,8.4044
2022-08-28,8.4044
2022-08-29,8.3976
2022-08-30,8.3489
2022-08-31,8.2853
2022-09-01,8.2799
2022-09-02,8.2704
2022-09-03,8.2704
2022-09-04,8.2704
2022-09-05,8.2704
2022-09-06,8.2365
2022-09-07,8.2988
2022-09-08,8.2717
2022-09-09,8.3895
2022-09-10,8.3895
2022-09-11,8.3895
2022-09-12,8.4355
2022-09-13,8.1702
2022-09-14,8.154
2022-09-15,8.1553
2022-09-16,8.1296
2022-09-17,8.1296
2022-09-18,8.1296
2022-09-19,8.2568
2022-09-20,8.1824
2022-09-21,8.1039
2022-09-22,8.0484
2022-09-23,7.9035
2022-09-24,7.9035
2022-09-25,7.9035
2022-09-26,7.7939
2022-09-27,7.9266
2022-09-28,8.0809
2022-09-29,8.0105
2022-09-30,7.2815
2022-10-01,7.2815
2022-10-02,7.2815
2022-10-03,7.3793
2022-10-04,7.566
2022-10-05,7.5359
2022-10-06,7.4896
2022-10-07,7.4595
2022-10-08,7.4595
2022-10-09,7.4595
2022-10-10,7.4783
2022-10-11,7.5309
2022-10-12,7.5309
2022-10-13,7.6688
2022-10-14,7.5673
2022-10-15,7.5673
2022-10-16,7.5673
2022-10-17,7.6211
2022-10-18,7.6888
2022-10-19,7.655
2022-10-20,7.571
2022-10-21,7.764
2022-10-22,7.764
2022-10-23,7.764
2022-10-24,7.8643
2022-10-25,7.942
2022-10-26,7.9407
2022-10-27,8.0221
2022-10-28,8.0908
2022-10-29,8.0908
2022-10-30,8.0908
2022-10-31,8.139
2022-11-01,8.1871
2022-11-02,8.0607
2022-11-03,8.0787
2022-11-04,8.21
2022-11-05,8.21
2022-11-06,8.21
2022-11-07,8.2498
2022-11-08,8.1703
2022-11-09,8.1402
2022-11-10,8.1522
2022-11-11,8.204
2022-11-12,8.204
2022-11-13,8.204
2022-11-14,8.1968
2022-11-15,8.2172
2022-11-16,8.2582
2022-11-17,8.3545
2022-11-18,8.2967
2022-11-19,8.2967
2022-11-20,8.2967
2022-11-21,8.2594
2022-11-22,8.3618
2022-11-23,8.4099
2022-11-24,8.4099
2022-11-25,8.3557
2022-11-26,8.3557
2022-11-27,8.3557
2022-11-28,8.4111
2022-11-29,8.4292
2022-11-30,8.4461
2022-12-01,8.4509
2022-12-02,8.4485
2022-12-03,8.4485
2022-12-04,8.4485
2022-12-05,8.3461
2022-12-06,8.3196
2022-12-07,8.3208
2022-12-08,8.2377
2022-12-09,8.1727
2022-12-10,8.1727
2022-12-11,8.1727
2022-12-12,8.1907
2022-12-13,8.2016
2022-12-14,8.2317
2022-12-15,8.1534
2022-12-16,8.1426
2022-12-17,8.1426
2022-12-18,8.1426
2022-12-19,8.1245
2022-12-20,8.1426
2022-12-21,8.2269
2022-12-22,8.1245
2022-12-23,8.139
2022-12-24,8.139
2022-12-25,8.139
2022-12-26,8.139
2022-12-27,8.1245
2022-12-28,8.0414
2022-12-29,8.0523
2022-12-30,7.8311
2022-12-31,7.8311
2023-01-01,7.8311
2023-01-02,7.8311
2023-01-03,7.8205
2023-01-04,7.8299
2023-01-05,7.8441
2023-01-06,7.9078
2023-01-07,7.9078
2023-01-08,7.9078
2023-01-09,7.9066
2023-01-10,7.9644
2023-01-11,8.0187
2023-01-12,8.0199
2023-01-13,8.0352
2023-01-14,8.0352
2023-01-15,8.0352
2023-01-16,8.0352
2023-01-17,7.9998
2023-01-18,7.9585
2023-01-19,7.824
2023-01-20,7.8347
2023-01-21,7.8347
2023-01-22,7.8347
2023-01-23,7.9361
2023-01-24,8.0765
2023-01-25,8.0895
2023-01-26,8.1921
2023-01-27,8.165
2023-01-28,8.165
2023-01-29,8.165
2023-01-30,8.1438
2023-01-31,8.2417
2023-02-01,8.2948
2023-02-02,8.3266
2023-02-03,8.3443
2023-02-04,8.3443
2023-02-05,8.3443
2023-02-06,8.3549
2023-02-07,8.3419
2023-02-08,8.2936
2023-02-09,8.2735
2023-02-10,8.27
2023-02-11,8.27
2023-02-12,8.27
2023-02-13,8.303
2023-02-14,8.2948
2023-02-15,8.3007
2023-02-16,8.8091
2023-02-17,8.747
2023-02-18,8.747
2023-02-19,8.747
2023-02-20,8.747
2023-02-21,8.617
2023-02-22,8.4717
2023-02-23,8.4974
2023-02-24,8.4939
2023-02-25,8.4939
2023-02-26,8.4939
2023-02-27,8.5103
2023-02-28,8.4892
2023-03-01,8.549
2023-03-02,8.6334
2023-03-03,8.624
2023-03-04,8.624
2023-03-05,8.624
2023-03-06,8.6087
2023-03-07,8.5689
2023-03-08,8.5619
2023-03-09,8.4646
2023-03-10,8.2842
2023-03-11,8.2842
2023-03-12,8.2842
2023-03-13,8.0697
2023-03-14,8.1295
2023-03-15,8.0041
2023-03-16,8.0311
2023-03-17,7.8295
2023-03-18,7.8295
2023-03-19,7.8295
2023-03-20,7.9256
