,ECPG US Equity
2023-03-17,12.6228
2023-03-18,12.6228
2023-03-19,12.6228
2023-03-20,12.6689
2023-03-21,12.6779
2023-03-22,12.5639
2023-03-23,12.5548
2023-03-24,12.6085
2023-03-25,12.6085
2023-03-26,12.6085
2023-03-27,12.7278
2023-03-28,12.8629
2023-03-29,12.869
2023-03-30,12.8992
2023-03-31,40.2763
2023-04-01,40.2763
2023-04-02,40.2763
2023-04-03,40.274
2023-04-04,40.2877
2023-04-05,40.3817
2023-04-06,40.3152
2023-04-07,40.3152
2023-04-08,40.3152
2023-04-09,40.3152
2023-04-10,40.3931
2023-04-11,40.5925
2023-04-12,40.8583
2023-04-13,40.9132
2023-04-14,40.8056
2023-04-15,40.8056
2023-04-16,40.8056
2023-04-17,40.7781
2023-04-18,40.5329
2023-04-19,40.5718
2023-04-20,40.4367
2023-04-21,40.5741
2023-04-22,40.5741
2023-04-23,40.5741
2023-04-24,40.6658
2023-04-25,40.4642
2023-04-26,40.2419
2023-04-27,40.3106
2023-04-28,40.4894
2023-04-29,40.4894
2023-04-30,40.4894
2023-05-01,40.4137
2023-05-02,40.0288
2023-05-03,39.9791
2023-05-04,39.5454
2023-05-05,39.9215
2023-05-06,39.9215
2023-05-07,39.9215
2023-05-08,39.6723
2023-05-09,39.2317
2023-05-10,39.2917
2023-05-11,39.1556
2023-05-12,38.9156
2023-05-13,38.9156
2023-05-14,38.9156
2023-05-15,39.2478
2023-05-16,39.0656
2023-05-17,39.3701
2023-05-18,39.5362
2023-05-19,39.3424
2023-05-20,39.3424
2023-05-21,39.3424
2023-05-22,39.3078
2023-05-23,39.4716
2023-05-24,39.4255
2023-05-25,39.497
2023-05-26,39.4393
2023-05-27,39.4393
2023-05-28,39.4393
2023-05-29,39.4393
2023-05-30,39.0518
2023-05-31,38.6527
2023-06-01,38.7126
2023-06-02,39.4693
2023-06-03,39.4693
2023-06-04,39.4693
2023-06-05,39.294
2023-06-06,39.6885
2023-06-07,40.0737
2023-06-08,40.1129
2023-06-09,40.0114
2023-06-10,40.0114
2023-06-11,40.0114
2023-06-12,40.1406
2023-06-13,40.1614
2023-06-14,39.8661
2023-06-15,39.9422
2023-06-16,39.9768
2023-06-17,39.9768
2023-06-18,39.9768
2023-06-19,39.9768
2023-06-20,40.4267
2023-06-21,40.4982
2023-06-22,40.1475
2023-06-23,39.5385
2023-06-24,39.5385
2023-06-25,39.5385
2023-06-26,39.5385
2023-06-27,39.9307
2023-06-28,39.8107
2023-06-29,40.0207
2023-06-30,71.7493
2023-07-01,71.7493
2023-07-02,71.7493
2023-07-03,72.0652
2023-07-04,72.0652
2023-07-05,71.7939
2023-07-06,71.6927
2023-07-07,72.1705
2023-07-08,72.1705
2023-07-09,72.1705
2023-07-10,72.2961
2023-07-11,72.1179
2023-07-12,72.6646
2023-07-13,72.9197
2023-07-14,73.0493
2023-07-15,73.0493
2023-07-16,73.0493
2023-07-17,73.1708
2023-07-18,73.5879
2023-07-19,73.677
2023-07-20,73.4624
2023-07-21,73.4138
2023-07-22,73.4138
2023-07-23,73.4138
2023-07-24,73.839
2023-07-25,73.7378
2023-07-26,74.0051
2023-07-27,73.5515
2023-07-28,73.4017
2023-07-29,73.4017
2023-07-30,73.4017
2023-07-31,73.7256
2023-08-01,73.4827
2023-08-02,72.874
2023-08-03,72.2745
2023-08-04,72.5176
2023-08-05,72.5176
2023-08-06,72.5176
2023-08-07,72.9226
2023-08-08,72.6755
2023-08-09,72.2381
2023-08-10,72.2259
2023-08-11,72.4973
2023-08-12,72.4973
2023-08-13,72.4973
2023-08-14,72.4325
2023-08-15,71.8857
2023-08-16,71.4645
2023-08-17,71.3997
2023-08-18,71.2863
2023-08-19,71.2863
2023-08-20,71.2863
2023-08-21,71.0716
2023-08-22,70.9987
2023-08-23,71.2134
2023-08-24,71.1404
2023-08-25,70.7354
2023-08-26,70.7354
2023-08-27,70.7354
2023-08-28,71.0635
2023-08-29,71.3025
2023-08-30,71.0999
2023-08-31,71.0392
2023-09-01,71.2701
2023-09-02,71.2701
2023-09-03,71.2701
2023-09-04,71.2701
2023-09-05,70.865
2023-09-06,70.9258
2023-09-07,70.9582
2023-09-08,70.7719
2023-09-09,70.7719
2023-09-10,70.7719
2023-09-11,70.6868
2023-09-12,70.5369
2023-09-13,70.9096
2023-09-14,71.2822
2023-09-15,71.2296
2023-09-16,71.2296
2023-09-17,71.2296
2023-09-18,71.1242
2023-09-19,71.3916
2023-09-20,71.1931
2023-09-21,71.1121
2023-09-22,70.5693
2023-09-23,70.5693
2023-09-24,70.5693
2023-09-25,70.5977
2023-09-26,70.6099
2023-09-27,70.7273
2023-09-28,71.1526
2023-09-29,98.0283
2023-09-30,98.0283
2023-10-01,98.0283
2023-10-02,98.2083
2023-10-03,97.9214
2023-10-04,97.8988
2023-10-05,98.6191
2023-10-06,98.9737
2023-10-07,98.9737
2023-10-08,98.9737
2023-10-09,99.2832
2023-10-10,99.2719
2023-10-11,99.5195
2023-10-12,98.6473
2023-10-13,97.6737
2023-10-14,97.6737
2023-10-15,97.6737
2023-10-16,97.5612
2023-10-17,98.0958
2023-10-18,97.0097
2023-10-19,96.0362
2023-10-20,95.164
2023-10-21,95.164
2023-10-22,95.164
2023-10-23,94.9389
2023-10-24,94.2186
2023-10-25,93.4701
2023-10-26,93.5152
2023-10-27,93.3688
2023-10-28,93.3688
2023-10-29,93.3688
2023-10-30,92.5923
2023-10-31,92.3559
2023-11-01,92.2543
2023-11-02,94.453
2023-11-03,95.2535
2023-11-04,95.2535
2023-11-05,95.2535
2023-11-06,95.9808
2023-11-07,95.9132
2023-11-08,95.1295
2023-11-09,94.7123
2023-11-10,94.2218
2023-11-11,94.2218
2023-11-12,94.2218
2023-11-13,94.5488
2023-11-14,96.0541
2023-11-15,95.9357
2023-11-16,95.0619
2023-11-17,95.1915
2023-11-18,95.1915
2023-11-19,95.1915
2023-11-20,96.0485
2023-11-21,95.9075
2023-11-22,95.9526
2023-11-23,95.9526
2023-11-24,95.6651
2023-11-25,95.6651
2023-11-26,95.6651
2023-11-27,95.9865
2023-11-28,95.7835
2023-11-29,96.0541
2023-11-30,96.4093
2023-12-01,96.7024
2023-12-02,96.7024
2023-12-03,96.7024
2023-12-04,97.1929
2023-12-05,96.9618
2023-12-06,96.8659
2023-12-07,97.2606
2023-12-08,97.0689
2023-12-09,97.0689
2023-12-10,97.0689
2023-12-11,97.052
2023-12-12,95.7891
2023-12-13,97.6101
2023-12-14,98.4332
2023-12-15,98.2754
2023-12-16,98.2754
2023-12-17,98.2754
2023-12-18,98.7151
2023-12-19,99.4819
2023-12-20,99.1098
2023-12-21,99.8089
2023-12-22,99.5382
2023-12-23,99.5382
2023-12-24,99.5382
2023-12-25,99.5382
2023-12-26,100.0005
2023-12-27,100.0851
2023-12-28,100.2655
2023-12-29,100.2655
2023-12-30,100.2655
2023-12-31,100.2655
2024-01-01,100.2655
2024-01-02,100.2655
2024-01-03,100.2655
2024-01-04,100.2655
2024-01-05,100.2655
2024-01-06,100.2655
2024-01-07,100.2655
2024-01-08,100.2655
2024-01-09,100.2655
2024-01-10,100.2655
2024-01-11,100.2655
2024-01-12,100.2655
2024-01-13,100.2655
2024-01-14,100.2655
2024-01-15,100.2655
2024-01-16,100.2655
2024-01-17,100.2655
2024-01-18,100.2655
2024-01-19,100.2655
2024-01-20,100.2655
2024-01-21,100.2655
2024-01-22,100.2655
2024-01-23,100.2655
2024-01-24,100.2655
2024-01-25,100.2655
2024-01-26,100.2655
2024-01-27,100.2655
2024-01-28,100.2655
2024-01-29,100.2655
2024-01-30,100.2655
2024-01-31,100.2655
2024-02-01,100.2655
2024-02-02,100.2655
2024-02-03,100.2655
2024-02-04,100.2655
2024-02-05,100.2655
2024-02-06,100.2655
2024-02-07,100.2655
2024-02-08,100.2655
2024-02-09,100.2655
2024-02-10,100.2655
2024-02-11,100.2655
2024-02-12,100.2655
2024-02-13,100.2655
2024-02-14,100.2655
2024-02-15,100.2655
2024-02-16,100.2655
2024-02-17,100.2655
2024-02-18,100.2655
2024-02-19,100.2655
2024-02-20,100.2655
2024-02-21,100.2655
2024-02-22,100.2655
2024-02-23,100.2655
2024-02-24,100.2655
2024-02-25,100.2655
2024-02-26,100.2655
2024-02-27,100.2655
2024-02-28,100.2655
2024-02-29,100.2655
2024-03-01,100.2655
2024-03-02,100.2655
2024-03-03,100.2655
2024-03-04,100.2655
2024-03-05,100.2655
2024-03-06,100.2655
2024-03-07,100.2655
2024-03-08,100.2655
2024-03-09,100.2655
2024-03-10,100.2655
2024-03-11,100.2655
2024-03-12,100.2655
2024-03-13,100.2655
2024-03-14,100.2655
2024-03-15,100.2655
2024-03-16,100.2655
2024-03-17,100.2655
2024-03-18,100.2655
2024-03-19,100.2655
2024-03-20,100.2655
2024-03-21,100.2655
2024-03-22,100.2655
2024-03-23,100.2655
2024-03-24,100.2655
2024-03-25,100.2655
2024-03-26,100.2655
2024-03-27,100.2655
2024-03-28,100.2655
2024-03-29,100.2655
2024-03-30,100.2655
2024-03-31,100.2655
2024-04-01,100.2655
2024-04-02,100.2655
2024-04-03,100.2655
2024-04-04,100.2655
2024-04-05,100.2655
2024-04-06,100.2655
2024-04-07,100.2655
2024-04-08,100.2655
