,CRI US Equity
2021-08-02,9.7471
2021-08-03,9.9024
2021-08-04,9.6716
2021-08-05,9.846
2021-08-06,9.8824
2021-08-07,9.8824
2021-08-08,9.8824
2021-08-09,9.6907
2021-08-10,9.8113
2021-08-11,10.1523
2021-08-12,10.1609
2021-08-13,10.1488
2021-08-14,10.1488
2021-08-15,10.1488
2021-08-16,10.1696
2021-08-17,9.8772
2021-08-18,9.7566
2021-08-19,9.7514
2021-08-20,10.1818
2021-08-21,10.1818
2021-08-22,10.1818
2021-08-23,10.1766
2021-08-24,10.3024
2021-08-25,10.239
2021-08-26,9.9943
2021-08-27,10.003
2021-08-28,10.003
2021-08-29,10.003
2021-08-30,10.0724
2021-08-31,9.8937
2021-09-01,9.944
2021-09-02,9.6907
2021-09-03,9.7878
2021-09-04,9.7878
2021-09-05,9.7878
2021-09-06,9.7878
2021-09-07,9.5918
2021-09-08,9.5232
2021-09-09,9.7445
2021-09-10,9.885
2021-09-11,9.885
2021-09-12,9.885
2021-09-13,9.8139
2021-09-14,9.636
2021-09-15,9.5866
2021-09-16,9.5102
2021-09-17,9.3792
2021-09-18,9.3792
2021-09-19,9.3792
2021-09-20,9.3436
2021-09-21,9.2022
2021-09-22,9.3211
2021-09-23,9.3592
2021-09-24,9.4798
2021-09-25,9.4798
2021-09-26,9.4798
2021-09-27,9.7566
2021-09-28,9.7748
2021-09-29,9.7818
2021-09-30,9.4477
2021-10-01,9.7807
2021-10-02,9.7807
2021-10-03,9.7807
2021-10-04,9.8379
2021-10-05,9.61
2021-10-06,9.0895
2021-10-07,9.3045
2021-10-08,9.3071
2021-10-09,9.3071
2021-10-10,9.3071
2021-10-11,9.2303
2021-10-12,9.3498
2021-10-13,9.3924
2021-10-14,9.6092
2021-10-15,9.7056
2021-10-16,9.7056
2021-10-17,9.7056
2021-10-18,9.7935
2021-10-19,9.8541
2021-10-20,9.7986
2021-10-21,9.8686
2021-10-22,10.0802
2021-10-23,10.0802
2021-10-24,10.0802
2021-10-25,9.942
2021-10-26,9.9582
2021-10-27,9.8285
2021-10-28,9.9019
2021-10-29,9.3645
2021-10-30,9.3645
2021-10-31,9.3645
2021-11-01,9.6497
2021-11-02,9.4276
2021-11-03,9.7767
2021-11-04,9.7923
2021-11-05,9.8284
2021-11-06,9.8284
2021-11-07,9.8284
2021-11-08,10.0013
2021-11-09,10.0693
2021-11-10,10.1349
2021-11-11,10.0898
2021-11-12,10.2381
2021-11-13,10.2381
2021-11-14,10.2381
2021-11-15,10.1709
2021-11-16,10.2799
2021-11-17,10.03
2021-11-18,10.0849
2021-11-19,10.0472
2021-11-20,10.0472
2021-11-21,10.0472
2021-11-22,9.812
2021-11-23,9.957
2021-11-24,9.8374
2021-11-25,9.8374
2021-11-26,9.6964
2021-11-27,9.6964
2021-11-28,9.6964
2021-11-29,9.8612
2021-11-30,9.5702
2021-12-01,9.3752
2021-12-02,9.6178
2021-12-03,9.6686
2021-12-04,9.6686
2021-12-05,9.6686
2021-12-06,9.7825
2021-12-07,9.9251
2021-12-08,10.0267
2021-12-09,10.0103
2021-12-10,10.0152
2021-12-11,10.0152
2021-12-12,10.0152
2021-12-13,9.83
2021-12-14,9.7726
2021-12-15,9.8898
2021-12-16,9.8988
2021-12-17,9.8521
2021-12-18,9.8521
2021-12-19,9.8521
2021-12-20,9.2515
2021-12-21,9.5547
2021-12-22,9.3309
2021-12-23,9.3801
2021-12-24,9.3801
2021-12-25,9.3801
2021-12-26,9.3801
2021-12-27,9.4629
2021-12-28,9.467
2021-12-29,9.5202
2021-12-30,9.6088
2021-12-31,9.4005
2022-01-01,9.4005
2022-01-02,9.4005
2022-01-03,9.4323
2022-01-04,9.6556
2022-01-05,9.4396
2022-01-06,9.35
2022-01-07,9.1861
2022-01-08,9.1861
2022-01-09,9.1861
2022-01-10,8.971
2022-01-11,8.993
2022-01-12,8.9547
2022-01-13,9.1266
2022-01-14,9.0019
2022-01-15,9.0019
2022-01-16,9.0019
2022-01-17,9.0019
2022-01-18,8.755
2022-01-19,8.8226
2022-01-20,8.4795
2022-01-21,8.6034
2022-01-22,8.6034
2022-01-23,8.6034
2022-01-24,8.8471
2022-01-25,8.7558
2022-01-26,8.5365
2022-01-27,8.5895
2022-01-28,8.6612
2022-01-29,8.6612
2022-01-30,8.6612
2022-01-31,8.7403
2022-02-01,8.7338
2022-02-02,8.6229
2022-02-03,8.4126
2022-02-04,8.4045
2022-02-05,8.4045
2022-02-06,8.4045
2022-02-07,8.4297
2022-02-08,8.7305
2022-02-09,8.9196
2022-02-10,8.834
2022-02-11,8.6889
2022-02-12,8.6889
2022-02-13,8.6889
2022-02-14,8.5895
2022-02-15,8.6547
2022-02-16,8.5773
2022-02-17,8.3963
2022-02-18,8.3621
2022-02-19,8.3621
2022-02-20,8.3621
2022-02-21,8.3621
2022-02-22,8.3425
2022-02-23,8.2749
2022-02-24,8.3083
2022-02-25,8.7959
2022-02-26,8.7959
2022-02-27,8.7959
2022-02-28,8.7778
2022-03-01,8.8078
2022-03-02,8.979
2022-03-03,8.7983
2022-03-04,8.6452
2022-03-05,8.6452
2022-03-06,8.6452
2022-03-07,8.3754
2022-03-08,8.3241
2022-03-09,8.6366
2022-03-10,8.6831
2022-03-11,8.4851
2022-03-12,8.4851
2022-03-13,8.4851
2022-03-14,8.362
2022-03-15,8.4874
2022-03-16,8.5537
2022-03-17,8.7328
2022-03-18,8.7825
2022-03-19,8.7825
2022-03-20,8.7825
2022-03-21,8.6531
2022-03-22,8.6721
2022-03-23,8.4985
2022-03-24,8.5608
2022-03-25,8.616
2022-03-26,8.616
2022-03-27,8.616
2022-03-28,8.5277
2022-03-29,8.7581
2022-03-30,8.661
2022-03-31,8.4078
2022-04-01,9.1482
2022-04-02,9.1482
2022-04-03,9.1482
2022-04-04,9.252
2022-04-05,9.1249
2022-04-06,8.933
2022-04-07,9.0477
2022-04-08,9.0675
2022-04-09,9.0675
2022-04-10,9.0675
2022-04-11,8.9592
2022-04-12,9.0146
2022-04-13,9.0848
2022-04-14,9.1476
2022-04-15,9.1476
2022-04-16,9.1476
2022-04-17,9.1476
2022-04-18,9.0823
2022-04-19,9.2963
2022-04-20,9.4764
2022-04-21,9.4119
2022-04-22,9.1707
2022-04-23,9.1707
2022-04-24,9.1707
2022-04-25,9.1492
2022-04-26,8.8899
2022-04-27,8.8287
2022-04-28,9.0642
2022-04-29,8.6295
2022-04-30,8.6295
2022-05-01,8.6295
2022-05-02,8.7137
2022-05-03,8.6589
2022-05-04,8.7677
2022-05-05,8.3652
2022-05-06,8.3071
2022-05-07,8.3071
2022-05-08,8.3071
2022-05-09,8.3677
2022-05-10,8.2041
2022-05-11,8.1525
2022-05-12,8.465
2022-05-13,8.5059
2022-05-14,8.5059
2022-05-15,8.5059
2022-05-16,8.5141
2022-05-17,8.6327
2022-05-18,8.2114
2022-05-19,8.1607
2022-05-20,7.9104
2022-05-21,7.9104
2022-05-22,7.9104
2022-05-23,7.9038
2022-05-24,7.6527
2022-05-25,7.8736
2022-05-26,8.1141
2022-05-27,8.0568
2022-05-28,8.0568
2022-05-29,8.0568
2022-05-30,8.0568
2022-05-31,8.0413
2022-06-01,7.9963
2022-06-02,8.1632
2022-06-03,8.1771
2022-06-04,8.1771
2022-06-05,8.1771
2022-06-06,8.1722
2022-06-07,8.0257
2022-06-08,8.0151
2022-06-09,7.8711
2022-06-10,7.6518
2022-06-11,7.6518
2022-06-12,7.6518
2022-06-13,7.5635
2022-06-14,7.5218
2022-06-15,7.6036
2022-06-16,7.3361
2022-06-17,7.4457
2022-06-18,7.4457
2022-06-19,7.4457
2022-06-20,7.4457
2022-06-21,7.5308
2022-06-22,7.489
2022-06-23,7.6322
2022-06-24,7.8515
2022-06-25,7.8515
2022-06-26,7.8515
2022-06-27,7.7688
2022-06-28,7.5676
2022-06-29,7.5455
2022-06-30,7.5038
2022-07-01,8.5915
2022-07-02,8.5915
2022-07-03,8.5915
2022-07-04,8.5915
2022-07-05,8.7828
2022-07-06,8.7316
2022-07-07,8.8955
2022-07-08,8.9431
2022-07-09,8.9431
2022-07-10,8.9431
2022-07-11,9.0713
2022-07-12,9.1262
2022-07-13,9.15
2022-07-14,9.1042
2022-07-15,9.2571
2022-07-16,9.2571
2022-07-17,9.2571
2022-07-18,9.2919
2022-07-19,9.6911
2022-07-20,9.5593
2022-07-21,9.638
2022-07-22,9.4567
2022-07-23,9.4567
2022-07-24,9.4567
2022-07-25,9.335
2022-07-26,8.8964
2022-07-27,9.1399
2022-07-28,9.5566
2022-07-29,9.3295
2022-07-30,9.3295
2022-07-31,9.3295
2022-08-01,9.4864
2022-08-02,9.318
2022-08-03,9.3668
2022-08-04,9.3606
2022-08-05,9.3517
2022-08-06,9.3517
2022-08-07,9.3517
2022-08-08,9.388
2022-08-09,9.116
2022-08-10,9.3207
2022-08-11,9.4704
2022-08-12,9.5431
2022-08-13,9.5431
2022-08-14,9.5431
2022-08-15,9.4474
2022-08-16,9.6734
2022-08-17,9.5511
2022-08-18,9.528
2022-08-19,9.357
2022-08-20,9.357
2022-08-21,9.357
2022-08-22,9.1142
2022-08-23,9.0974
2022-08-24,9.0841
2022-08-25,9.2347
2022-08-26,8.9272
2022-08-27,8.9272
2022-08-28,8.9272
2022-08-29,8.8226
2022-08-30,8.8288
2022-08-31,8.6534
2022-09-01,8.6224
2022-09-02,8.555
2022-09-03,8.555
2022-09-04,8.555
2022-09-05,8.555
2022-09-06,8.4549
2022-09-07,8.6968
2022-09-08,8.7127
2022-09-09,8.9113
2022-09-10,8.9113
2022-09-11,8.9113
2022-09-12,9.077
2022-09-13,8.7296
2022-09-14,8.6108
2022-09-15,8.5116
2022-09-16,8.4522
2022-09-17,8.4522
2022-09-18,8.4522
2022-09-19,8.5293
2022-09-20,8.2998
2022-09-21,8.2094
2022-09-22,8.2298
2022-09-23,8.2005
2022-09-24,8.2005
2022-09-25,8.2005
2022-09-26,8.1004
2022-09-27,8.072
2022-09-28,8.1881
2022-09-29,7.9391
2022-09-30,9.2148
2022-10-01,9.2148
2022-10-02,9.2148
2022-10-03,9.5296
2022-10-04,9.9113
2022-10-05,10.0386
2022-10-06,10.0281
2022-10-07,9.8444
2022-10-08,9.8444
2022-10-09,9.8444
2022-10-10,9.7764
2022-10-11,9.764
2022-10-12,9.7324
2022-10-13,9.8721
2022-10-14,9.8338
2022-10-15,9.8338
2022-10-16,9.8338
2022-10-17,9.9238
2022-10-18,9.9879
2022-10-19,9.8855
2022-10-20,9.7688
2022-10-21,10.0204
2022-10-22,10.0204
2022-10-23,10.0204
2022-10-24,9.9066
2022-10-25,10.0816
2022-10-26,10.051
2022-10-27,9.9831
2022-10-28,9.4813
2022-10-29,9.4813
2022-10-30,9.4813
2022-10-31,9.2997
2022-11-01,9.2117
2022-11-02,9.0413
2022-11-03,8.9402
2022-11-04,9.045
2022-11-05,9.045
2022-11-06,9.045
2022-11-07,9.1293
2022-11-08,9.1649
2022-11-09,8.9402
2022-11-10,9.4888
2022-11-11,9.7978
2022-11-12,9.7978
2022-11-13,9.7978
2022-11-14,9.5385
2022-11-15,9.8774
2022-11-16,9.5562
2022-11-17,9.6077
2022-11-18,9.9551
2022-11-19,9.9551
2022-11-20,9.9551
2022-11-21,9.8324
2022-11-22,10.0085
2022-11-23,9.9954
2022-11-24,9.9954
2022-11-25,9.9794
2022-11-26,9.9794
2022-11-27,9.9794
2022-11-28,9.7791
2022-11-29,9.7922
2022-11-30,9.7838
2022-12-01,9.7866
2022-12-02,9.7931
2022-12-03,9.7931
2022-12-04,9.7931
2022-12-05,9.7182
2022-12-06,9.6143
2022-12-07,9.6677
2022-12-08,9.7238
2022-12-09,9.6667
2022-12-10,9.6667
2022-12-11,9.6667
2022-12-12,9.7744
2022-12-13,9.7023
2022-12-14,9.5993
2022-12-15,9.4991
2022-12-16,9.4345
2022-12-17,9.4345
2022-12-18,9.4345
2022-12-19,9.4486
2022-12-20,9.4504
2022-12-21,9.5843
2022-12-22,9.6911
2022-12-23,9.8137
2022-12-24,9.8137
2022-12-25,9.8137
2022-12-26,9.8137
2022-12-27,10.0178
2022-12-28,9.8858
2022-12-29,10.0019
2022-12-30,10.0648
2022-12-31,10.0648
2023-01-01,10.0648
2023-01-02,10.0648
2023-01-03,10.0839
2023-01-04,10.4281
2023-01-05,10.4473
2023-01-06,10.5097
2023-01-07,10.5097
2023-01-08,10.5097
2023-01-09,10.8831
2023-01-10,10.7693
2023-01-11,10.9424
2023-01-12,10.8941
2023-01-13,10.9867
2023-01-14,10.9867
2023-01-15,10.9867
2023-01-16,10.9867
2023-01-17,10.8106
2023-01-18,10.6465
2023-01-19,10.5308
2023-01-20,10.7452
2023-01-21,10.7452
2023-01-22,10.7452
2023-01-23,10.9616
2023-01-24,10.7422
2023-01-25,10.7613
2023-01-26,10.6667
2023-01-27,10.7401
2023-01-28,10.7401
2023-01-29,10.7401
2023-01-30,10.8106
2023-01-31,10.9465
2023-02-01,11.1075
2023-02-02,11.1347
2023-02-03,11.036
2023-02-04,11.036
2023-02-05,11.036
2023-02-06,10.714
2023-02-07,10.6898
2023-02-08,10.3728
2023-02-09,10.3738
2023-02-10,10.3456
2023-02-11,10.3456
2023-02-12,10.3456
2023-02-13,10.4926
2023-02-14,10.4322
2023-02-15,10.5006
2023-02-16,10.3778
2023-02-17,10.3899
2023-02-18,10.3899
2023-02-19,10.3899
2023-02-20,10.3899
2023-02-21,9.9481
2023-02-22,9.9591
2023-02-23,9.9752
2023-02-24,9.8865
2023-02-25,9.8865
2023-02-26,9.8865
2023-02-27,9.9103
2023-02-28,10.0424
2023-03-01,10.0394
2023-03-02,10.0603
2023-03-03,10.0265
2023-03-04,10.0265
2023-03-05,10.0265
2023-03-06,9.7594
2023-03-07,9.7604
2023-03-08,9.8299
2023-03-09,9.6859
2023-03-10,9.5091
2023-03-11,9.5091
2023-03-12,9.5091
2023-03-13,9.4376
2023-03-14,9.5141
2023-03-15,9.5349
2023-03-16,9.5091
2023-03-17,9.526
2023-03-18,9.526
